,Concept_ID,ta,ta
595,jetzt::ADV,இப்பொழது,இப்பொழது
596,heute::ADV,இன்று,இன்று
597,morgen::ADV,நாளைக்கு,நாளைக்கு
598,bald::ADV,சீக்கிரம்,சீக்கிரம்
599,dann::ADV,அப்பொழுது,அப்பொழுது
600,gestern::ADV,நேற்று,நேற்று
601,einst::ADV,ஒரே முறை,ஒரே முறை
602,damals::ADV,அப்பொழுது,அப்பொழுது
603,danach::ADV,பிற்பாடு,பிற்பாடு
604,vorher::ADV,முன்பாக,முன்பாக
605,zuerst::ADV,முதலில்,முதலில்
606,einmal::ADV,ஒரே முறை,ஒரே முறை
607,manchmal::ADV,சில நேரங்களில்,சில நேரங்களில்
608,oft::ADV,அடிக்கடி,அடிக்கடி
609,immer::ADV,எப்பொழுதும்,எப்பொழுதும்
610,niemals::ADV,ஒருபோதும் இல்லை,ஒருபோதும் இல்லை
611,hier::ADV,இங்கே,இங்கே
612,hierhin::ADV,இவ்விடத்திற்கு,இவ்விடத்திற்கு
613,von hier::ADV,இனி,இனி
614,dort::ADV,அங்கே,அங்கே
615,dorthin::ADV,அவ்விடத்திற்கு,அவ்விடத்திற்கு
616,geradeaus::ADV,முன்னாலிருக்கும்,முன்னாலிருக்கும்
617,vorwärts::ADV,முன்புறமாக,முன்புறமாக
618,rückwärts::ADV,பின்னோக்கி,பின்னோக்கி
619,zurück::ADV,பின்பக்கம்,பின்பக்கம்
620,unten::ADV,கீழாக,கீழாக
621,hinab::ADV,கீழ் நோக்கி,கீழ் நோக்கி
622,oben::ADV,மேலே,மேலே
623,hinauf::ADV,மேலே,மேலே
624,überall::ADV,எல்லா இடத்திலும்,எல்லா இடத்திலும்
625,nicht::ADV,இல்லை,இல்லை
626,ein wenig::ADV,கொஞ்சம்,கொஞ்சம்
627,kaum::ADV,அரிதாக,அரிதாக
628,sehr::ADV,மிக்க,மிக்க
629,so::ADV,மிகவும்,மிகவும்
630,noch::ADV,இப்பொழுதும்,இப்பொழுதும்
631,nur::ADV,மட்டும்,மட்டும்
632,schon::ADV,ஏற்கனவே,ஏற்கனவே
633,wieder::ADV,மறுபடியும்,மறுபடியும்
634,vergebens::ADV,வீண்,வீண்
635,vor::PRP,முன்,முன்
636,hinter::PRP,பின்பக்கம்,பின்பக்கம்
637,unter::PRP,கீழே,கீழே
638,durch::PRP,ஊடே,ஊடே
639,neben::PRP,அடுத்து,அடுத்து
640,zwischen::PRP,இடையில்,இடையில்
641,wegen::PRP,ஏனெனில்,ஏனெனில்
642,dies::PRN,இது,இது
643,das::PRN,அது,அது
644,alles::PRN,ஒவ்வொன்றும்,ஒவ்வொன்றும்
645,ich::PRN,நான்,நான்
646,du::PRN,நீ,நீ
647,er::PRN,அவன்,அவன்
648,wir::PRN,நாம்,நாம்
649,wir::PRN,நாம்,நாங்கள்
650,wir::PRN,நாங்கள்,நாம்
651,wir::PRN,நாங்கள்,நாங்கள்
652,ihr::PRN,நீங்கள்,நீங்கள்
653,sie::PRN,அவர்கள்,அவர்கள்
654,was::FPRN,என்ன,என்ன
655,wer::FPRN,யார்,யார்
656,wo::FADV,எங்கே,எங்கே
657,wohin::FADV,எதற்கு,எதற்கு
658,wie::FADV,எப்படி,எப்படி
659,warum::FADV,ஏன்,ஏன்
660,wieviel::FNUM,எவ்வளவு,எவ்வளவு
661,eins::NUM,ஒன்று,ஒன்று
662,zwei::NUM,இரண்டு,இரண்டு
663,drei::NUM,மூன்று,மூன்று
664,vier::NUM,நான்கு,நான்கு
665,fünf::NUM,ஐந்து,ஐந்து
666,sechs::NUM,ஆறு,ஆறு
667,sieben::NUM,ஏழு,ஏழு
668,acht::NUM,எட்டு,எட்டு
669,neun::NUM,ஒன்பது,ஒன்பது
670,zehn::NUM,பத்து,பத்து
671,elf::NUM,பதினொன்று,பதினொன்று
672,zwölf::NUM,பன்னிரண்டு,பன்னிரண்டு
673,zwanzig::NUM,இருபது,இருபது
674,dreißig::NUM,முப்பது,முப்பது
675,vierzig::NUM,நாற்பது,நாற்பது
676,fünfzig::NUM,ஐமபது,ஐமபது
677,sechzig::NUM,அறுபது,அறுபது
678,siebzig::NUM,எழுபது,எழுபது
679,achtzig::NUM,எண்பது,எண்பது
680,neunzig::NUM,தொன்னூறு,தொன்னூறு
681,hundert::NUM,நூறு,நூறு
682,tausend::NUM,ஆயிரம்,ஆயிரம்
683,und::CNJ,மற்றும்,மற்றும்
684,oder::CNJ,அல்லது,அல்லது
685,stehen::V,நில்,நில்
686,sitzen::V,உட்கார்,உட்கார்
687,liegen::V,படு,படு
688,hängen::V,தொங்கச் செய்,தொங்கச் செய்
689,werden::V,ஆகு,ஆகு
690,passieren::V,நிகழ்,நிகழ்
691,beginnen::V,ஆரம்பி,ஆரம்பி
692,enden::V,முடி,முடி
693,wechseln::V,மாற்று,மாற்று
694,aufgehen[Sonne]::V,உயர எழு,உயர எழு
695,untergehen[Sonne]::V,பொறுத்து,பொறுத்து
696,scheinen[Sonne]::V,பிரகாசி,பிரகாசி
697,donnern::V,இடி,இடி
698,wehen::V,வீசு,வீசு
699,strömen::V,பாயதல்,பாயதல்
700,fließen::V,நீரோட்டம் போக்கில் போ,நீரோட்டம் போக்கில் போ
701,sich drehen::V,சுழல்,சுழல்
702,schwanken::V,தள்ளாடு,தள்ளாடு
703,schwingen::V,ஆடு,ஆடு
704,fallen::V,விழு,விழு
705,brennen::V,எரி,எரி
706,rauchen::V,பகை பிடி,பகை பிடி
707,regnen::V,மழை பெய்,மழை பெய்
708,gefrieren::V,உறைந்துவிடு,உறைந்துவிடு
709,tauen::V,உருகு,உருகு
710,schmelzen::V,உருகு,உருகு
711,trocknen::V,உலர்த்து,உலர்த்து
712,sieden::V,கொதிக்க வை,கொதிக்க வை
713,faulen::V,அழுகச் செய்,அழுகச் செய்
714,verfaulen::V,அழுகச் செய்,அழுகச் செய்
715,reißen::V,திடீரென அறு,திடீரென அறு
716,versinken::V,மூழ்கு,மூழ்கு
717,vergehen::V,கடந்துசெல்,கடந்துசெல்
718,erscheinen::V,தோன்றச்,தோன்றச்
719,verschwinden::V,மறைந்து போ,மறைந்து போ
720,sinken::V,பதைவுறு,பதைவுறு
721,abnehmen::V,குறை,குறை
722,zunehmen::V,உயர்த்து,உயர்த்து
723,steigen::V,உயர எழு,உயர எழு
724,wachsen::V,வளர்,வளர்
725,glänzen::V,மிளிர்,மிளிர்
726,funkeln::V,பிரகாசி,பிரகாசி
727,lärmen::V,கொம்பு,கொம்பு
728,läuten::V,மணியொலியிசை,மணியொலியிசை
729,klingeln::V,மணி அடி,மணி அடி
730,klirren::V,கிலுங்கு,கிலுங்கு
731,brausen::V,இரைதல்,இரைதல்
732,rauschen::V,சலசலப்பு,சலசலப்பு
733,klingen::V,சிலம்புதல்,சிலம்புதல்
734,bellen::V,குரை,குரை
735,heulen::V,ஊளையிடு,ஊளையிடு
736,blasen::V,ஊது,ஊது
737,pfeifen::V,சீழ்க்கை எழப்பு,சீழ்க்கை எழப்பு
738,schreien::V,கூச்சலிடு,கூச்சலிடு
739,stöhnen::V,வேதனை,வேதனை
740,zittern::V,நடுங்கு,நடுங்கு
741,leben::V,உயிருடனிரு,உயிருடனிரு
742,geboren werden::V,பிற,பிற
743,atmen::V,சுவாசி,சுவாசி
744,trinken::V,குடி,குடி
745,essen::V,சாப்பிடு,சாப்பிடு
746,schlucken::V,முழுங்கு,முழுங்கு
747,müde werden::V,கையயர்தல்,கையயர்தல்
748,einschlafen::V,தூங்க,தூங்க
749,schlafen::V,தூங்கு,தூங்கு
750,aufwachen::V,எழுப்பு,எழுப்பு
751,aufstehen::V,எழுந்திரு,எழுந்திரு
752,sich erholen::V,இளைப்பாறு,இளைப்பாறு
753,krank werden::V,விழுதல்,விழுதல்
754,krank sein::V,நருக்கலாயிருக்க,நருக்கலாயிருக்க
755,schmerzen::V,நோவுறு,நோவுறு
756,husten::V,இருமு,இருமு
757,genesen::V,குணம் அடை,குணம் அடை
758,sterben::V,மரணமடை,மரணமடை
759,umkommen::V,நசி,நசி
760,sich bewegen::V,நகர்த்து,நகர்த்து
761,sich rühren::V,அசை,அசை
762,sich erheben::V,எழுந்து நில்,எழுந்து நில்
763,sich setzen::V,உட்கார்,உட்கார்
764,hinfallen::V,விழு,விழு
765,laufen::V,நட,நட
766,schreiten::V,கவடுவைத்தல்,கவடுவைத்தல்
767,spazierengehen::V,உலவு,உலவு
768,eilen::V,விரைந்து,விரைந்து
769,sich beeilen::V,அவசரப்படுத்து,அவசரப்படுத்து
770,sausen::V,விரைந்து செல்,விரைந்து செல்
771,rennen::V,ஓடு,ஓடு
772,springen::V,குதி,குதி
773,klettern::V,ஏறு,ஏறு
774,schaukeln::V,தள்ளாடு,தள்ளாடு
775,kriechen::V,மெதுவாக நடந்து செல்,மெதுவாக நடந்து செல்
776,schwimmen::V,நீந்து,நீந்து
777,tauchen::V,மூழ்கி நீச்சலடி,மூழ்கி நீச்சலடி
778,rudern::V,துடுப்புப் போடு,துடுப்புப் போடு
779,fahren::V,ஓட்டு,ஓட்டு
780,fliegen::V,பற,பற
781,gehen::V,போ,போ
782,weggehen::V,விலகிச் செல்,விலகிச் செல்
783,abfahren::V,புறப்பட்டுச் செல்,புறப்பட்டுச் செல்
784,anhalten::V,நின்றுவிடு,நின்றுவிடு
785,hineingehen::V,மறையச் செய்,மறையச் செய்
786,eintreten::V,நுழை,நுழை
787,kommen::V,வா,வா
788,ankommen::V,வநது சேர்,வநது சேர்
789,zurückkommen::V,திரும்பி வா,திரும்பி வா
790,bleiben::V,இரு,இரு
791,warten::V,தாமதி,தாமதி
792,erwarten::V,எதிர்நோக்கு,எதிர்நோக்கு
793,suchen::V,தேடு,தேடு
794,finden::V,கண்டுபிடி,கண்டுபிடி
795,versuchen::V,முயற்சி செய்,முயற்சி செய்
796,vorbereiten::V,ஆயத்தம் செய்,ஆயத்தம் செய்
797,lieben::V,அன்பு செலுத்து,அன்பு செலுத்து
798,mögen::V,விரும்பு,விரும்பு
799,lachen::V,சிரி,சிரி
800,rühren::V,இதயத்தைத் தொடு,இதயத்தைத் தொடு
801,weinen::V,அழு,அழு
802,schimpfen::V,சாபமிடு,சாபமிடு
803,sich ärgern::V,கோப்பபடு,கோப்பபடு
804,sich fürchten::V,பயப்படு,பயப்படு
805,fürchten::V,பயப்படுத்து,பயப்படுத்து
806,fliehen::V,ஓடு,ஓடு
807,flüchten::V,தப்பிவிடு,தப்பிவிடு
808,sehen::V,பார்,பார்
809,anschauen::V,கூர்ந்து கவனி,கூர்ந்து கவனி
810,ansehen::V,கவனி,கவனி
811,hören::V,கேள்,கேள்
812,zuhören::V,சுவைத்துப் பார்,சுவைத்துப் பார்
813,probieren::V,ருசி,ருசி
814,riechen::V,முகர்ந்து பார்,முகர்ந்து பார்
815,fühlen::V,தொட்டுணர்,தொட்டுணர்
816,scheinen::V,காணப்படு,காணப்படு
817,zu sehen sein::V,தோன்றுதல்,தோன்றுதல்
818,vernehmen::V,கேள்,கேள்
819,frieren::V,குதுகுதுகு,குதுகுதுகு
820,tun::V,செய்,செய்
821,können::V,இயல்வது,இயல்வது
822,wollen::V,விரும்பு,விரும்பு
823,anfangen::V,தொடங்கு,தொடங்கு
824,beenden::V,முடி,முடி
825,aufhören::V,நிறுத்து,நிறுத்து
826,gelingen::V,வெற்றி,வெற்றி
827,geraten::V,ஏற்படுத்து,ஏற்படுத்து
828,öffnen::V,திற,திற
829,schließen::V,மூடு,மூடு
830,stellen::V,வை,வை
831,setzen::V,வை,வை
832,legen::V,பரப்பி வை,பரப்பி வை
833,berühren::V,பதி,பதி
834,verbinden::V,சேர்,சேர்
835,bedecken::V,உறைபோடு,உறைபோடு
836,aufhängen::V,தொங்கவிடு,தொங்கவிடு
837,anzünden::V,எரியூட்டு,எரியூட்டு
838,aufheben::V,பொறுக்கி எடு,பொறுக்கி எடு
839,zurücklassen::V,விட்டுச் செல்,விட்டுச் செல்
840,verlieren::V,இழ,இழ
841,fallen lassen::V,அளவில் குறைவு,அளவில் குறைவு
842,machen::V,தயார்செய்,தயார்செய்
843,herstellen::V,உற்பத்தி செய்,உற்பத்தி செய்
844,bauen::V,கட்டு,கட்டு
845,reparieren::V,பழுது பார்,பழுது பார்
846,verbessern::V,மேம்படுத்து,மேம்படுத்து
847,ändern::V,மாற்றி அமை,மாற்றி அமை
848,graben::V,குழி வெட்டு,குழி வெட்டு
849,beugen::V,வனை,வனை
850,biegen::V,வனை,வனை
851,drehen::V,சுழல்,சுழல்
852,wenden::V,குடைகவிழு,குடைகவிழு
853,umdrehen::V,சுற்றும் முற்றும் பார்,சுற்றும் முற்றும் பார்
854,heben::V,தூக்கு,தூக்கு
855,hochheben::V,தூக்கு,தூக்கு
856,ergreifen::V,பறி,பறி
857,halten::V,பிடித்துக் கொள்,பிடித்துக் கொள்
858,drücken::V,அழுத்து,அழுத்து
859,schieben::V,தள்ளு,தள்ளு
860,kratzen::V,கீறு,கீறு
861,lecken::V,நக்கு,நக்கு
862,beißen::V,கடி,கடி
863,abreißen::V,கிழி,கிழி
864,abschneiden::V,வெட்டி எடு,வெட்டி எடு
865,binden::V,கட்டு,கட்டு
866,stecken::V,பதிய வை,பதிய வை
867,brechen::V,உடை,உடை
868,klopfen::V,தட்டு,தட்டு
869,hauen::V,அடி,அடி
870,kleben::V,ஒட்டு,ஒட்டு
871,reiben::V,தேய்,தேய்
872,streichen::V,பரவச்செய்,பரவச்செய்
873,schleifen::V,அரை,அரை
874,schneiden::V,துண்டாக்கு,துண்டாக்கு
875,rütteln::V,மெல்ல தள்ளு,மெல்ல தள்ளு
876,schütteln::V,குலுக்கு,குலுக்கு
877,schwenken::V,ஊஞ்சலாடு,ஊஞ்சலாடு
878,schütten::V,ஊற்று,ஊற்று
879,füllen::V,நிரப்பு,நிரப்பு
880,einwickeln::V,சுற்று,சுற்று
881,tragen::V,எடுத்துச் செல்,எடுத்துச் செல்
882,schleppen::V,இழுத்துச் செல்,இழுத்துச் செல்
883,ziehen::V,இழு,இழு
884,aufbewahren::V,வைத்துக் கொள்,வைத்துக் கொள்
885,werfen::V,வீசி எறி,வீசி எறி
886,fangen::V,பிடி,பிடி
887,packen::V,பிடித்துக்கொள்,பிடித்துக்கொள்
888,verstecken::V,மறை,மறை
889,teilen::V,பாகங்களாகப் பிரி,பாகங்களாகப் பிரி
890,schicken::V,அனுப்பு,அனுப்பு
891,bringen::V,கொண்டு வா,கொண்டு வா
892,hinzufügen::V,சேர்,சேர்
893,bekommen::V,பெறு,பெறு
894,erhalten::V,பெறு,பெறு
895,nehmen::V,எடு,எடு
896,wählen::V,தேர்ந்தெடு,தேர்ந்தெடு
897,auswählen::V,தேர்ல்தெடு,தேர்ல்தெடு
898,bewahren::V,கெடாது பேணு,கெடாது பேணு
899,behindern::V,தடங்கல் செய்,தடங்கல் செய்
900,verderben::V,நாசமாக்கு,நாசமாக்கு
901,beschädigen::V,சேதப்படுத்து,சேதப்படுத்து
902,zerbrechen::V,உடை,உடை
903,zerreißen::V,கிழி,கிழி
904,zerstören::V,அழி,அழி
905,verbrennen::V,எரியூட்டு,எரியூட்டு
906,geben::V,கொடு,கொடு
907,reichen::V,வழங்கு,வழங்கு
908,schenken::V,மொயத்தல்,மொயத்தல்
909,versprechen::V,உறுதியளி,உறுதியளி
910,wünschen::V,ஆசைப்படு,ஆசைப்படு
911,loben::V,புகழ்ச்சி கூறு,புகழ்ச்சி கூறு
912,küssen::V,முத்தமிடு,முத்தமிடு
913,wiegen::V,ஆட்டுத்தல்,ஆட்டுத்தல்
914,zudecken::V,உறைபோடு,உறைபோடு
915,wecken::V,எழுப்பு,எழுப்பு
916,zeigen::V,காட்டு,காட்டு
917,führen::V,வழிகாட்டி,வழிகாட்டி
918,lehren::V,சொல்லிக் கொடு,சொல்லிக் கொடு
919,unterrichten::V,அறிவுரை கூறு,அறிவுரை கூறு
920,aufziehen::V,வளர்,வளர்
921,leiten::V,அழைத்துச் செல்,அழைத்துச் செல்
922,antreiben::V,தூண்டு,தூண்டு
923,lassen::V,விடு,விடு
924,einladen::V,அழை,அழை
925,vereinigen::V,ஒன்றாகச் சேர்,ஒன்றாகச் சேர்
926,besuchen::V,வருகை புரி,வருகை புரி
927,treffen::V,சந்தி,சந்தி
928,sich versammeln::V,தொகுப்பு,தொகுப்பு
929,spielen::V,விளையாடு,விளையாடு
930,singen::V,பாடு,பாடு
931,tanzen::V,நடனமாடு,நடனமாடு
932,sich trennen::V,தனிப்படடுத்து,தனிப்படடுத்து
933,verlassen::V,கைவிடு,கைவிடு
934,retten::V,காப்பாற்று,காப்பாற்று
935,bewachen::V,காவல் செய்,காவல் செய்
936,schützen::V,பாதுகாப்பு செய்,பாதுகாப்பு செய்
937,verteidigen::V,எதிர்த்து நில்,எதிர்த்து நில்
938,sich schlagen::V,பூசலிடு,பூசலிடு
939,schießen::V,சுட்டுக் கொல்,சுட்டுக் கொல்
940,siegen::V,வெற்றி பெறு,வெற்றி பெறு
941,ärgern::V,எரிச்சலூட்டு,எரிச்சலூட்டு
942,schlagen::V,அடி,அடி
943,treten::V,உதை,உதை
944,stechen::V,கொட்டு,கொட்டு
945,stoßen::V,நெருக்கு,நெருக்கு
946,stehlen::V,திருடு,திருடு
947,stören::V,தொல்லைகொடு,தொல்லைகொடு
948,belästigen::V,தொல்லை கொடு,தொல்லை கொடு
949,verbergen::V,மறை,மறை
950,täuschen::V,ஏமாற்று,ஏமாற்று
951,betrügen::V,ஏமாற்று,ஏமாற்று
952,töten::V,கொல்,கொல்
953,wohnen::V,தங்கியிரு,தங்கியிரு
954,arbeiten::V,வேலை செய்,வேலை செய்
955,sammeln::V,ஒன்றுசேர்,ஒன்றுசேர்
956,pflücken::V,கொய்து எடு,கொய்து எடு
957,jagen::V,வேட்டையாடு,வேட்டையாடு
958,fischen::V,மீன் பிடி,மீன் பிடி
959,fassen::V,பிடி,பிடி
960,hüten::V,காவல் செய்,காவல் செய்
961,treiben::V,ஓட்டு,ஓட்டு
962,anbinden::V,கட்டு,கட்டு
963,füttern::V,உணவளி,உணவளி
964,melken::V,பால் கற,பால் கற
965,hacken::V,வெட்டி எடு,வெட்டி எடு
966,gießen::V,நீர்ப் பாய்ச்சு,நீர்ப் பாய்ச்சு
967,reifen::V,பழு,பழு
968,zubereiten::V,சமையல் செய்,சமையல் செய்
969,kochen::V,வேகவை,வேகவை
970,backen::V,வெப்பத்தில் வாட்டு,வெப்பத்தில் வாட்டு
971,braten::V,பொரியச் செய்,பொரியச் செய்
972,umrühren::V,கலக்கு,கலக்கு
973,stricken::V,பின்னியிழை,பின்னியிழை
974,nähen::V,தையல் வேலை செய்,தையல் வேலை செய்
975,färben::V,வண்ணம் பெறச் செய்,வண்ணம் பெறச் செய்
976,reinigen::V,சுத்தம் செய்,சுத்தம் செய்
977,waschen::V,கழுவு,கழுவு
978,abwischen::V,துடை,துடை
979,spülen::V,அலசு,அலசு
980,fegen::V,பெறுக்கு,பெறுக்கு
981,kehren::V,பெறுக்கு,பெறுக்கு
982,baden::V,குளி,குளி
983,sich waschen::V,கழுவு,கழுவு
984,ausziehen::V,கழற்று,கழற்று
985,anziehen::V,புனைதல்,புனைதல்
986,sich anziehen::V,உடுத்துதல்,உடுத்துதல்
987,kämmen::V,தலை வாரிக் கொள்,தலை வாரிக் கொள்
988,schmücken::V,அழகுபடுத்து,அழகுபடுத்து
989,sagen::V,சொல்,சொல்
990,sprechen::V,பேசு,பேசு
991,reden::V,பெசு,பெசு
992,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,இயல்பாக பேசிக்கொண்டிரு
993,fragen::V,கேள்,கேள்
994,bitten::V,வேண்டு,வேண்டு
995,erzählen::V,சொல்,சொல்
996,mitteilen::V,சொல்,சொல்
997,nennen::V,பெயரிடுதல்,பெயரிடுதல்
998,rufen::V,கூச்சலிடு,கூச்சலிடு
999,prahlen::V,தற்பெருமை பேசு,தற்பெருமை பேசு
1000,übersetzen::V,மொழிபெயர்ப்பு செய்,மொழிபெயர்ப்பு செய்
1001,denken::V,யோசி,யோசி
1002,glauben::V,நம்பு,நம்பு
1003,bemerken::V,கவனி,கவனி
1004,erkennen::V,அடையாளம் கண்டுகொள்,அடையாளம் கண்டுகொள்
1005,begreifen::V,பற்றிக்கொள்,பற்றிக்கொள்
1006,verstehen::V,புரிந்து கொள்,புரிந்து கொள்
1007,lernen::V,கற்றுக்கொள்,கற்றுக்கொள்
1008,wissen::V,தெரிந்திரு,தெரிந்திரு
1009,sich erinnern an::V,நினைவு கூர்,நினைவு கூர்
1010,vergessen::V,மற,மற
1011,messen::V,அளவிடு,அளவிடு
1012,zählen::V,எண்ணு,எண்ணு
1013,rechnen::V,கணக்கிடு,கணக்கிடு
1014,lesen::V,படி,படி
1015,malen::V,வண்ணச்சித்திரம்,வண்ணச்சித்திரம்
1016,zeichnen::V,வரை,வரை
1017,schreiben::V,எழுது,எழுது
1018,besitzen::V,உடைமையாகக் கொண்டிரு,உடைமையாகக் கொண்டிரு
1019,kaufen::V,வாங்கு,வாங்கு
1020,verkaufen::V,விற்பனை செய்,விற்பனை செய்
1021,bezahlen::V,இறுத்தல்,இறுத்தல்
1022,zahlen::V,பணம் செலுத்து,பணம் செலுத்து
1023,beherrschen::V,ஆட்சிசெய்,ஆட்சிசெய்
1024,ertragen::V,தாங்கு,தாங்கு
