,Concept_ID,kn,cy
560,dünn::A,ತೆಳು,tenau
561,fein::A,ಕೋಮಲ,main
562,fest::A,ಘನ,cadarn
563,flach::A,ಚಪ್ಪಟೆ,gwastad
564,glatt::A,ನಯ,llyfn
565,hart::A,ಗಟ್ಟಿ,caled
566,weich::A,ಮೃದುವಾದ,meddal
567,rund::A,ವರ್ತುಳ,crwn
568,spitz::A,ಮೊನಚಾದ,pigfain
569,scharf::A,ತೀಕ್ಷ್ಣ,miniog
570,stumpf::A,ಮೊಂಡು,pŵl
571,schwer::A,ಭಾರಿ,trwm
572,schön::A,ಸುಂದರ,teg
573,schön::A,ಸುಂದರ,hardd
574,schön::A,ಸುಂದರ,prydferth
575,heiß::A,ಬಿಸಿ,poeth
576,warm::A,ಬಿಸಿ,twym
577,warm::A,ಬಿಸಿ,cynnes
578,kalt::A,ತಣ್ಣನೆಯ,oer
579,kühl::A,ತಂಪಾದ,oeraidd
580,frisch::A,ನಿರ್ಮಲ,iach
581,feucht::A,ಒದ್ದೆಯಾದ,llaith
582,nass::A,ಒದ್ದೆಯಾದ,gwlyb
583,trocken::A,ಶುಷ್ಕ,sych
584,voll::A,ತುಂಬಿದ,llawn
585,leer::A,ಖಾಲಿ,gwag
586,offen::A,ಮುಚ್ಚಲ್ಲದ,agored
587,geschlossen::A,ಮುಚ್ಚಿದ,caead
588,geschlossen::A,ಮುಚ್ಚಿದ,caeëdig
589,sauber::A,ಶುದ್ಧ,glân
590,schmutzig::A,ಅಶುದ್ಧ,budr
591,schmutzig::A,ಅಶುದ್ಧ,brwnt
592,roh::A,ಹಸಿ,amrwd
593,reif::A,ಹಣ್ಣಾದ,aeddfed
594,lecker::A,ಗುಚಿಕರ,blasus
595,lecker::A,ಗುಚಿಕರ,danteithiol
596,süß::A,ಸಿಹಿ,melys
597,bitter::A,ಕಹಿ,chwerw
598,sauer::A,ಹುಳಿಯಾದ,sur
599,hell::A,ಹೊಳೆಯುವ,disglair
600,dunkel::A,ಮಬ್ಬಾದ,tywyll
601,schwarz::A,ಕಪ್ಪು,du
602,weiß::A,ಬಿಳಿಯ,gwyn
603,rot::A,ಕೆಂಪು,coch
604,gelb::A,ಹಳದಯ,melyn
605,blau::A,ನೀಲ,glas
606,grün::A,ಕಾಯಾದ,gwyrdd
607,grau::A,ಬೂದುಬಣ್ಣದ,llwyd
608,bunt::A,ವರ್ಣರಂಜಿತ,lliwgar
609,billig::A,ಅಗ್ಗ,rhad
610,teuer::A,ದುಬಾರಿಯಾದ,drud
611,wertvoll::A,ಅಮೂಲ್ಯ,gwerthfawr
612,blind::A,ಅಂಧ,dall
613,taub::A,ಕಿವುಡಾದ,byddar
614,kräftig::A,ಪ್ರಬಲ,nerthol
615,kräftig::A,ಪ್ರಬಲ,grymus
616,stark::A,ಶಕ್ತಿವಂತ,cryf
617,stark::A,ಶಕ್ತಿವಂತ,cadarn
618,schwach::A,ದುರ್ಬಲ,gwan
619,fett::A,ಕೊಬ್ಬಿದ,tew
620,schlank::A,ತೆಳ್ಳಗಿನ,main
621,hübsch::A,ಅಂದವಾದ,tlws
622,böse::A,ಕೆಟ್ಟ,drwg
623,dumm::A,ಮಂದ,twp
624,faul::A,ಆಲಸ,diog
625,fleißig::A,ಕಡಗುವ,dyfal
626,geizig::A,ಜುಗ್ಗ,crintach
627,geizig::A,ಜುಗ್ಗ,cybyddlyd
628,klug::A,ಚತುರ,deallus
629,geschickt::A,ದಕ್ಷ,medrus
630,geschickt::A,ದಕ್ಷ,deheuig
631,lieb::A,ಪ್ರಿಯ,hoff
632,lieb::A,ಪ್ರಿಯ,annwyl
633,lustig::A,ಖುಷಿಯಾದ,llon
634,sanft::A,ಸೌಮ್ಯ,mwyn
635,hungrig::A,ಹಸಿದ,newynog
636,krank::A,ಅಸ್ವಸ್ಥ,sâl
637,krank::A,ಅಸ್ವಸ್ಥ,gwael
638,nackt::A,ನಗ್ನ,noeth
639,traurig::A,ದುಃಖಿತ,trist
640,lebendig::A,ಜೀವಂತ,yn fyw
641,gut::A,ಒಳ್ಳೆಯ,da
642,schlecht::A,ದುಷ್ಟ,drwg
643,schlecht::A,ದುಷ್ಟ,gwael
644,richtig::A,ಸರಿ,cywir
645,schlimm::A,ಅಸಹ್ಯ,enbyd
646,wahr::A,ನಿಜ,gwir
647,alt::A,ಮುದಿ,hen
648,neu::A,ಹೊಸ,newydd
649,ehemalig::A,ಮಾಜೀ,blaenorol
650,alt[Lebewesen]::A,ವೃದ್ಧ,oedrannus
651,jung::A,ಎಳ,ifanc
652,arm::A,ಬಡ,tlawd
653,reich::A,ಶ್ರೀಮಂತ,cyfoethog
654,bekannt::A,ಅಪ್ತ,cynefin
655,bekannt::A,ಅಪ್ತ,cyfarwydd
656,berühmt::A,ಪ್ರಸಿದ್ಧ,enwog
657,fremd::A,ಪರಕೀಯ,estron
658,verschieden::A,ಬೇರೆ,gwahanol
659,nah::A,ಹತ್ತಿರವಾದ,agos
660,fern::A,ದೂರದ,pell
661,linker::A,ಎಡ,aswy
662,linker::A,ಎಡ,chwith
663,rechter::A,ಬಲ,de
664,rechter::A,ಬಲ,deau
665,anderer::A,ಇತರ,arall
666,erster::A,ಪ್ರಥಮ,cyntaf
667,zweiter::A,ದ್ವಿತೀಯ,ail
668,dritter::A,ಮೂರನೆಯಜಗತ್ತು,trydydd
669,letzter::A,ಅಂತ್ಯ,olaf
670,allein::ADV,ಒಬ್ಬನೇ,unig
671,allein::ADV,ಒಬ್ಬನೇ,ar ei ben ei hun
672,auf einmal::ADV,ಒಡನೆ,ar yr un pryd
673,zusammen::ADV,ಒಟ್ಟಿಗೆ,ynghyd
674,zusammen::ADV,ಒಟ್ಟಿಗೆ,gyda'i gilydd
675,lange::ADV,ದೀರ್ಘ,amser hir
676,plötzlich::ADV,ಅನಾಮತ್ತು,yn sydyn
677,sofort::ADV,ಜಾಗ್ರತೆ,ar unwaith
678,später::ADV,ತರುವಾಯ,yn ddiweddarach
679,jetzt::ADV,ಈಗ,yn awr
680,heute::ADV,ಇಂದು,heddiw
681,morgen::ADV,ನಾಳೆ,yfory
682,bald::ADV,ಬೇಗ,yn fuan
683,bald::ADV,ಬೇಗ,gyda hyn
684,dann::ADV,ಆಗ,yna
685,dann::ADV,ಆಗ,y pryd hwnnw
686,gestern::ADV,ನಿನ್ನೆ,ddoe
687,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,gynt
688,damals::ADV,ಆಗ,ar y pryd
689,damals::ADV,ಆಗ,bryd hynny
690,danach::ADV,ಆಮೇಲೆ,wedyn
691,vorher::ADV,ಮುಂಚೆ,o'r blaen
692,zuerst::ADV,ಮೊದಲಿಗೆ,yn gyntaf
693,einmal::ADV,ಒಮ್ಮೆ,unwaith
694,manchmal::ADV,ಆಗಾಗ,weithiau
695,manchmal::ADV,ಆಗಾಗ,ar brydiau
696,oft::ADV,ಅನೇಕಸಲ,yn aml
697,oft::ADV,ಅನೇಕಸಲ,yn fynych
698,immer::ADV,ಯಾವಾಗಲೂ,bob amser
699,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ni ... byth
700,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,ni ... erioed
701,hier::ADV,ಇಲ್ಲಿ,yma
702,hierhin::ADV,ಇತ್ತ,hyd yma
703,von hier::ADV,ಇಲ್ಲಿಂದ,oddi yma
704,dort::ADV,ಅಲ್ಲಿ,acw
705,dorthin::ADV,ಅಲ್ಲಿಗೆ,tuag yno
706,geradeaus::ADV,ಸೀದಾ,syth ymlaen
707,vorwärts::ADV,ಮುನ್ನೆಡೆವ,ymlaen
708,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,yn ôl
709,zurück::ADV,ಹಿಂದಕ್ಕೆ,yn ôl
710,unten::ADV,ಕೆಳಗೆ,isod
711,unten::ADV,ಕೆಳಗೆ,oddi tanodd
712,hinab::ADV,ಕೆಳಕ್ಕೆ,i lawr
713,hinab::ADV,ಕೆಳಕ್ಕೆ,i waered
714,oben::ADV,ಮೇಲೆ,fry
715,hinauf::ADV,ಮೇಲಕ್ಕೆ,i fyny
716,hinauf::ADV,ಮೇಲಕ್ಕೆ,i'r lan
717,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,ym mhobman
718,nicht::ADV,ಇಲ್ಲ,ni
719,nicht::ADV,ಇಲ್ಲ,nid
720,nicht::ADV,ಅಲ್ಲ,ni
721,nicht::ADV,ಅಲ್ಲ,nid
722,ein wenig::ADV,ತುಸು,tipyn
723,ein wenig::ADV,ತುಸು,ychydig
724,kaum::ADV,ಕಠಿನವಾಗಿ,prin
725,sehr::ADV,ಬಹು,iawn
726,so::ADV,ಅಷ್ಟು,fel
727,so::ADV,ಅಷ್ಟು,felly
728,noch::ADV,ಇನ್ನು,eto
729,nur::ADV,ಕೇವಲ,yn unig
730,schon::ADV,ಆಗಲೇ,eisoes
731,schon::ADV,ಆಗಲೇ,yn barod
732,wieder::ADV,ಪುನಃ,drachefn
733,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,yn ofer
734,vor::PRP,ಮುಂದೆ,o flaen
735,hinter::PRP,ಹಿಂದ,ar ôl
736,unter::PRP,ಕೆಳ,islaw
737,durch::PRP,ನೇರವಾಗಿ,trwy
738,neben::PRP,ಅಧರ ಬಲಿಕ,ar bwys
739,zwischen::PRP,ನಡುವೆ,rhwng
740,zwischen::PRP,ನಡುವೆ,cydrhwng
741,wegen::PRP,ಅಧಕ್ಕಗಿ,o achos
742,wegen::PRP,ಅಧಕ್ಕಗಿ,oherwydd
743,dies::PRN,ಈ,hyn
744,das::PRN,ಅದು,hynny
745,alles::PRN,ಎಲ್ಲ,popeth
746,ich::PRN,ನಾನು,fi
747,du::PRN,ನೀನು,ti
748,er::PRN,ಅವನು,fe
749,er::PRN,ಇವನು,fe
750,wir::PRN,ನಾವು,ni
751,ihr::PRN,ನೀವು,chi
752,sie::PRN,ಅವರು,hwy
753,was::FPRN,ಏನು,pa beth
754,wer::FPRN,ಯಾರಿಗೆ,pwy
755,wo::FADV,ಎಲ್ಲಿ,ble
756,wo::FADV,ಎಲ್ಲಿ,ym mha le
757,wohin::FADV,ಎಲ್ಲಿಗೆ,i ble
758,wohin::FADV,ಎಲ್ಲಿಗೆ,i ba le
759,wie::FADV,ಹೇಗೆ,sut
760,warum::FADV,ಏಕೆ,pam
761,wieviel::FNUM,ಎಷ್ಟು,faint
762,eins::NUM,ಒಂದು,un
763,zwei::NUM,ಎರಡು,dau
764,drei::NUM,ಮೂರು,tri
765,vier::NUM,ನಾಲ್ಕು,pedwar
766,fünf::NUM,ಅಯ್ದು,pump
767,sechs::NUM,ಆರು,chwech
768,sieben::NUM,ಏಳು,saith
769,acht::NUM,ಎಂಟು,wyth
770,neun::NUM,ಒಂಭಬತ್ತು,naw
771,zehn::NUM,ಹತ್ತು,deg
772,elf::NUM,ಹನ್ನೊಂದು,un ar ddeg
773,zwölf::NUM,ಹನ್ನೆರಡು,deuddeg
774,zwölf::NUM,ಹನ್ನೆರಡು,un deg dau
775,zwanzig::NUM,ಇಪ್ಪತ್ತು,ugain
776,dreißig::NUM,ಮೂವತ್ತು,tri deg
777,dreißig::NUM,ಮೂವತ್ತು,deg ar hugain
778,vierzig::NUM,ನಲವತ್ತು,deugain
779,fünfzig::NUM,ಐವತ್ತು,hanner cant
780,sechzig::NUM,ಅರುವತ್ತು,chwe deg
781,siebzig::NUM,ಎಪ್ಪತ್ತು,saith deg
782,siebzig::NUM,ಎಪ್ಪತ್ತು,deg a thrigain
783,achtzig::NUM,ಎಂಬತ್ತು,wyth deg
784,achtzig::NUM,ಎಂಬತ್ತು,pedar ugain
785,neunzig::NUM,ತೊಂಬತ್ತು,naw deg
786,neunzig::NUM,ತೊಂಬತ್ತು,deg a phedwar ugain
787,hundert::NUM,ನೂರು,cant
788,tausend::NUM,ಸಾವಿರ,mil
789,und::CNJ,ಮತ್ತು,a
790,oder::CNJ,ಅಥವಾ,neu
791,stehen::V,ನಿಲ್ಲು,sefyll
792,sitzen::V,ಕುಳ್ಳಿರು,eistedd
793,liegen::V,ಮಲಗಿಕೊ,gorwedd
794,hängen::V,ಇಳಿಯಬಿಡು,hongian
795,werden::V,ಆಗು,dod yn
796,werden::V,ಆಗು,mynd yn
797,passieren::V,ಆಗು,digwydd
798,beginnen::V,ಆರಂಭಿಸು,cychwyn
799,enden::V,ಕೊನೆಗಾಣು,gorffen
800,wechseln::V,ಮಾರ್ಪಡಿಸು,newid
801,aufgehen[Sonne]::V,ಮೂಡು,codi
802,untergehen[Sonne]::V,ಮುಳುಗು,machlud
803,scheinen[Sonne]::V,ಹೊಳೆ,tywynnu
804,donnern::V,ಗುಡುಗಾಗು,taranu
805,wehen::V,ತೀಡು,chwythu
806,strömen::V,ಹರಿ,ffrydio
807,fließen::V,ಹರಿ,llifo
808,sich drehen::V,ಸುತ್ತು,troi
809,sich drehen::V,ಸುತ್ತು,cylchdroi
810,schwanken::V,ಓಲಾಡು,siglo
811,schwingen::V,ತೂಗು,siglo
812,fallen::V,ಉದುರು,cwympo
813,brennen::V,ಉರಿ,llosgi
814,rauchen::V,ಹೊಗೆಬಿಡು,mygu
815,regnen::V,ಸುರಿ,glawio
816,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,rhewi
817,tauen::V,ಬೆಚ್ಚಗಾಗು,toddi
818,tauen::V,ಬೆಚ್ಚಗಾಗು,meirioli
819,schmelzen::V,ಕರಗು,toddi
820,trocknen::V,ಒಣಗು,sychu
821,sieden::V,ಕುದಿ,berwi
822,faulen::V,ಕೊಳೆ,pydru
823,faulen::V,ಕೊಳೆ,braenu
824,verfaulen::V,ನಶಿಸು,pydru
825,verfaulen::V,ನಶಿಸು,dadfeilio
826,reißen::V,ಒಡೆ,clecian
827,reißen::V,ಒಡೆ,torri'n glats
828,versinken::V,ಮುಳುಗು,suddo
829,vergehen::V,ಸಾಗು,myned heibio
830,vergehen::V,ಸಾಗು,pasio
831,erscheinen::V,ತೋರು,ymddangos
832,verschwinden::V,ಮಾಯವಾಗು,diflannu
833,sinken::V,ಕುಸಿ,syrthio
834,abnehmen::V,ತಗ್ಗು,lleihau
835,zunehmen::V,ಬೆಳೆ,cynyddu
836,steigen::V,ಉಬ್ಬು,codi
837,wachsen::V,ಬೆಳೆ,tyfu
838,glänzen::V,ಮಿರುಗು,disgleirio
839,funkeln::V,ಮಿನುಗು,pefrio
840,lärmen::V,ಶಬ್ದ ಮಾಡಲು,cadw sŵn
841,lärmen::V,ಶಬ್ದ ಮಾಡಲು,gwneud twrw
842,läuten::V,ಬಾರಿಸು,canu
843,klingeln::V,ಅನುರಣಿಸು,canu
844,klingeln::V,ಅನುರಣಿಸು,seinio
845,klirren::V,ಕಿಣಿಕಿಣಿಸು,tincian
846,brausen::V,ಅಬ್ಬರಿಸು,rhuo
847,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,siffrwd
848,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,chwithrwd
849,klingen::V,ಉಸಿರು,seinio
850,bellen::V,ಬಗುಳು,cyfarth
851,heulen::V,ಅರಚು,udo
852,heulen::V,ಅರಚು,oernadu
853,blasen::V,ಗಾಳಿ ಊದು,chwythu
854,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,chwibanu
855,schreien::V,ಕರೆ,gweiddi
856,schreien::V,ಕರೆ,bloeddio
857,stöhnen::V,ನರಳು,griddfan
858,zittern::V,ನಡುಗು,crynu
859,leben::V,ಇರು,byw
860,geboren werden::V,ಉಂಟಾಗು,cael eich geni
861,atmen::V,ಉಸಿರು,anadlu
862,trinken::V,ಕುಡಿ,yfed
863,essen::V,ತಿನ್ನು,bwyta
864,schlucken::V,ನುಂಗು,llyncu
865,müde werden::V,ಬಳಲು,blino
866,einschlafen::V,ನಿದ್ಧೆಹೋಗು,mynd i gysgu
867,einschlafen::V,ನಿದ್ಧೆಹೋಗು,syrthio i gysgu
868,schlafen::V,ನಿದ್ರಿಸು,huno
869,schlafen::V,ನಿದ್ರಿಸು,cysgu
870,aufwachen::V,ಏಳು,dihuno
871,aufstehen::V,ಏಳು,codi
872,sich erholen::V,ಸುಧಾರಿಸು,ymlacio
873,sich erholen::V,ಸುಧಾರಿಸು,dadflino
874,krank werden::V,ಬೇನೆಬೀಳು,mynd yn sâl
875,krank werden::V,ಬೇನೆಬೀಳು,mynd yn wael
876,krank sein::V,ಕೆಟ್ಟ ಎಂದು,gwaelu
877,schmerzen::V,ಕಚ್ಚು,brifo
878,husten::V,ಕೆಮ್ಮು,pesychu
879,genesen::V,ಮತ್ತೆಹೊದಿಸು,gwella
880,genesen::V,ಮತ್ತೆಹೊದಿಸು,cael yn ôl
881,sterben::V,ಮೃತಪಡು,marw
882,umkommen::V,ಹಾಳಾಗು,trengi
883,sich bewegen::V,ಚಲಿಸು,symud
884,sich rühren::V,ಕದಲು,syflyd
885,sich erheben::V,ಏಳು,codi
886,sich setzen::V,ಕೂರು,eistedd
887,hinfallen::V,ಬೀಳು,cwympo
888,laufen::V,ನಡೆ,cerdded
889,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,camu
890,spazierengehen::V,ವಿಹರಿಸು,mynd am dro
891,eilen::V,ಮುನ್ನುಗ್ಗು,rhuthro
892,sich beeilen::V,ಆತುರಪಡು,brysio
893,sausen::V,ಒಗೆ,rhuthro
894,rennen::V,ಓಡು,rhedeg
895,springen::V,ಜಿಗಿ,llamu
896,springen::V,ಜಿಗಿ,neidio
897,klettern::V,ಏರು,dringo
898,schaukeln::V,ತೂಗು,siglo
899,kriechen::V,ತೆವಳು,cropian
900,schwimmen::V,ಈಜು,nofio
901,tauchen::V,ಕೆಳಗಿಳಿ,plymio
902,tauchen::V,ಕೆಳಗಿಳಿ,ymsuddo
903,rudern::V,ಸಾಗಿಸು,rhwyfo
904,fahren::V,ನಡೆಸು,gyrru
905,fahren::V,ನಡೆಸು,dreifio
906,fliegen::V,ಹಾರು,hedfan
907,gehen::V,ಹೋಗು,mynd
908,weggehen::V,ಹೊರಡು,mynd
909,weggehen::V,ಹೊರಡು,ymadael
910,abfahren::V,ತೆರಳು,ymadael
911,anhalten::V,ನಿಲ್ಲು,stopio
912,hineingehen::V,ಒಳಹೊಗು,mynd i mewn
913,eintreten::V,ಒಳಹೊಗು,mynd i
914,kommen::V,ಬರು,dod
915,ankommen::V,ಬರು,cyrraedd
916,zurückkommen::V,ಹಿಂದಿರುಗು,dychwelyd
917,bleiben::V,ಇರು,aros
918,bleiben::V,ಇರು,sefyll
919,warten::V,ಇರು,aros
920,warten::V,ಇರು,disgwyl
921,erwarten::V,ನಿರೀಕ್ಷಿಸು,disgwyl
922,suchen::V,ಹುಡುಕು,chwilio am
923,finden::V,ಕಂಡುಕೊ,darganfod
924,versuchen::V,ಪ್ರಯತ್ನಿಸು,profi
925,versuchen::V,ಪ್ರಯತ್ನಿಸು,ceisio
926,vorbereiten::V,ಸಿದ್ಧವಾಗು,paratoi
927,lieben::V,ಪ್ರೀತಿಸು,caru
928,mögen::V,ಇಷ್ಟಪಡು,hoffi
929,lachen::V,ನಗು,chwerthin
930,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,cynhyrfu
931,weinen::V,ಅಳು,wylo
932,weinen::V,ಅಳು,llefain
933,schimpfen::V,ಗೊಣಗು,grwgnach
934,sich ärgern::V,ಗಣಗಾಡು,gofidio
935,sich fürchten::V,ನಡುಗು,ofni
936,fürchten::V,ಹೆದರು,arswydo
937,fliehen::V,ಓಡಿಹೋಗು,ffoi
938,flüchten::V,ಪಾರಾಗು,dianc
939,sehen::V,ಕಾಣು,gweld
940,anschauen::V,ನೋಡು,syllu
941,anschauen::V,ನೋಡು,edrych
942,ansehen::V,ನಿರೀಕ್ಷಿಸು,gwylio
943,hören::V,ಕೇಳು,clywed
944,zuhören::V,ಆಲಿಸು,gwrando
945,probieren::V,ರುಚಿ ನೋಡು,profi
946,riechen::V,ಮೂಸು,arogli
947,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,teimlo
948,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,clywed
949,scheinen::V,ತೋರು,ymddangos
950,zu sehen sein::V,ಕಾಣಿಸು,dod i'r golwg
951,vernehmen::V,ಕೇಳು,clywed sôn am
952,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,bod yn oer
953,tun::V,ಮಾಡು,gwneud
954,können::V,ಮಾಡಬಲ್ಲ,gallu
955,wollen::V,ಬಯಸು,bod mewn angen
956,anfangen::V,ಪ್ರಾರಂಭಿಸು,dechrau
957,beenden::V,ನಿಲ್ಲಿಸು,darfod
958,beenden::V,ನಿಲ್ಲಿಸು,gorffen
959,aufhören::V,ಮುಗಿಸು,peidio
960,gelingen::V,ಯಶಸ್ವಿಯಾಗು,llwyddo
961,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,diweddu
962,öffnen::V,ತೆರೆ,agor
963,schließen::V,ಮುಚ್ಚು,cau
964,stellen::V,ಇಕ್ಕು,gosod
965,setzen::V,ಇಡು,gosod
966,legen::V,ಇಡು,gosod
967,berühren::V,ತಾಕು,cyffwrdd
968,verbinden::V,ಕೂಡಿಸು,cysylltu
969,bedecken::V,ಮುಚ್ಚು,gorchuddio
970,aufhängen::V,ತೂಗುಹಾಕು,crogi
971,aufhängen::V,ತೂಗುಹಾಕು,hongian
972,anzünden::V,ಹತ್ತಿಸು,cynnau
973,aufheben::V,ಆಯಿ,codi
974,zurücklassen::V,ಬಿಡು,gadael
975,verlieren::V,ಕಳೆ,colli
976,fallen lassen::V,ಬೀಳಿಸು,gollwng
977,machen::V,ಮಾಡು,gwneud
978,herstellen::V,ತಯಾರಿಸು,cynhyrchu
979,bauen::V,ಕಟ್ಟು,adeiladu
980,reparieren::V,ಸರಿಪಡಿಸು,trwsio
981,reparieren::V,ಸರಿಪಡಿಸು,atgyweirio
982,verbessern::V,ತಿದ್ದು,diwygio
983,ändern::V,ಬದಲಾಯಿಸು,altro
984,graben::V,ಅಗೆ,palu
985,graben::V,ಅಗೆ,cloddio
986,beugen::V,ಬಗ್ಗಿಸು,plygu
987,biegen::V,ಬಗ್ಗಿಸು,plygu
988,drehen::V,ತಿರುಗು,troelli
989,wenden::V,ತಿರುಗು,troi
990,umdrehen::V,ತಿರುಗಿಸು,troi
991,heben::V,ಎತ್ತು,codi
992,hochheben::V,ಎತ್ತು,dyrchafu
993,ergreifen::V,ಆಕ್ರಮಿಸು,gafael
994,halten::V,ಹಿಡಿ,dal
995,drücken::V,ಒತ್ತು,pwyso
996,drücken::V,ಒತ್ತು,gwasgu
997,schieben::V,ನೂಕು,gwthio
998,kratzen::V,ತರಚಿಕೊಳ್ಳು,crafu
999,lecken::V,ನೆಕ್ಕು,llyfu
1000,beißen::V,ಕಚ್ಚು,cnoi
1001,beißen::V,ಕಚ್ಚು,brathu
1002,abreißen::V,ಹರಿ,tynnu ymaith
1003,abschneiden::V,ಕತ್ತರಿಸು,torri
1004,binden::V,ಕಟ್ಟು,clymu
1005,stecken::V,ಸಿಕ್ಕಿಸು,plannu
1006,brechen::V,ಮುರಿ,torri
1007,klopfen::V,ತಟ್ಟು,taro
1008,hauen::V,ಹೊಡೆ,taro
1009,kleben::V,ಅಂಟಿಸು,gludio
1010,reiben::V,ಉಜ್ಜು,rhwbio
1011,streichen::V,ಹರಡು,taenu
1012,schleifen::V,ಮಸೆ,hogi
1013,schneiden::V,ಕತ್ತರಿಸು,torri
1014,rütteln::V,ಕುಲುಕಿಸು,ysgytio
1015,schütteln::V,ಅಲುಗಿಸು,siglo
1016,schütteln::V,ಅಲುಗಿಸು,ysgwyd
1017,schwenken::V,ತೂಗಾಡು,siglo
1018,schütten::V,ಎರೆ,tywallt
1019,füllen::V,ತುಂಬಿಸು,llenwi
1020,einwickeln::V,ಹೊದಿಸು,lapio
1021,tragen::V,ಹೊರು,cludo
1022,schleppen::V,ಜಗ್ಗು,llusgo
1023,ziehen::V,ಎಳೆ,tynnu
1024,aufbewahren::V,ಇಟ್ಟುಕೊ,cadw
1025,werfen::V,ಎಸೆ,taflu
1026,fangen::V,ಹಿಡಿ,dal
1027,packen::V,ಸೆಳೆ,cipio
1028,packen::V,ಸೆಳೆ,crafangu
1029,verstecken::V,ಮುಚ್ಚಿಡು,celu
1030,verstecken::V,ಮುಚ್ಚಿಡು,cuddio
1031,teilen::V,ವಿಭಜಿಸು,rhannu
1032,schicken::V,ಕಳುಹಿಸು,anfon
1033,bringen::V,ತರು,dod â
1034,hinzufügen::V,ಕೂಡಿಸು,chwanegu
1035,bekommen::V,ಸಂಪಾದಿಸು,cael
1036,erhalten::V,ಪಡೆ,derbyn
1037,nehmen::V,ಹಿಡಿ,cymryd
1038,wählen::V,ಆರಿಸು,dewis
1039,auswählen::V,ಆಯಿ,dethol
1040,bewahren::V,ರಕ್ಷಿಸಿಡು,cadw
1041,behindern::V,ಅಡ್ಡಿಮಾಡು,atal
1042,behindern::V,ಅಡ್ಡಿಮಾಡು,rhwystro
1043,verderben::V,ಕೆಡಿಸು,difetha
1044,beschädigen::V,ಹಾಳುಮಾಡು,niweidio
1045,zerbrechen::V,ಮುರಿ,torri
1046,zerreißen::V,ಸೀಳು,rhwygo
1047,zerstören::V,ಅಳಿಸು,dinistrio
1048,verbrennen::V,ಸುಡು,llosgi
1049,geben::V,ಕೊಡು,rhoi
1050,reichen::V,ಕೊಡು,estyn
1051,schenken::V,ಅರ್ಪಿಸು,rhoddi
1052,versprechen::V,ವಾಗ್ದಾನಮಾಡು,addo
1053,wünschen::V,ಬಯಸು,dymuno
1054,loben::V,ಹೊಗಳು,canmol
1055,küssen::V,ಚುಂಬಿಸು,cusanu
1056,wiegen::V,ತೂಗು,siglo
1057,zudecken::V,ಹಾಸು,gorchuddio
1058,wecken::V,ಎಬ್ಬಿಸು,deffro
1059,zeigen::V,ತೋರಿಸು,dangos
1060,führen::V,ದಾರಿತೋರಿಸು,arwain
1061,lehren::V,ಕಲಿಸು,dysgu
1062,unterrichten::V,ಬೋಧಿಸು,hyfforddi
1063,aufziehen::V,ಸಲಹು,dod i fyny
1064,leiten::V,ಮುಂದಾಳಾಗಿರು ,arwain
1065,antreiben::V,ಓಡಿಸು,annog
1066,lassen::V,ಮಾಡಲುಬಿಡು,gadael
1067,einladen::V,ಆಹ್ವಾನಿಸು,gwahodd
1068,vereinigen::V,ಒಂದಾಗು,uno
1069,vereinigen::V,ಒಂದಾಗು,cyfuno
1070,besuchen::V,ಭೇಟಿಯಾಗು,ymweld â
1071,treffen::V,ಸಂಧಿಸು,cwrdd
1072,treffen::V,ಸಂಧಿಸು,cyfarfod
1073,sich versammeln::V,ನೆರೆ,casglu
1074,sich versammeln::V,ನೆರೆ,cynnull
1075,spielen::V,ಆಡು,chwarae
1076,singen::V,ಹಾಡು,canu
1077,tanzen::V,ಕುಣಿ,dawnsio
1078,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,ymwahanu
1079,verlassen::V,ಕಳೆ,gadael
1080,retten::V,ರಕ್ಷಿಸು,achub
1081,bewachen::V,ಕಾಪಾಡು,gwarchod
1082,schützen::V,ಸಂರಕ್ಷಿಸು,noddi
1083,verteidigen::V,ಕಾಪಿಡು,amddiffyn
1084,sich schlagen::V,ಕಿತ್ತಾಟ,ffraeo
1085,sich schlagen::V,ಕಿತ್ತಾಟ,terfysgu
1086,schießen::V,ಎಸೆ,saethu
1087,siegen::V,ಗೆಲ್ಲು,ennill
1088,ärgern::V,ರೇಗಿಸು,cythruddo
1089,schlagen::V,ಹೊಡೆ,curo
1090,treten::V,ಒದೆ,cicio
