,Concept_ID,ka,ce
717,einmal::ADV,ერთხელ,цкъа
718,manchmal::ADV,ხან,цкъаццкъа
719,manchmal::ADV,ზოგჯერ,цкъаццкъа
720,oft::ADV,ხშირად,кест-кеста
721,immer::ADV,მუდამ,даим
722,immer::ADV,ყოველთვის,даим
723,niemals::ADV,არასდროს,цкъа а
724,hier::ADV,აქ,кхузахь
725,hierhin::ADV,აქეთ,кхуза
726,von hier::ADV,აქედან,кхузара
727,dort::ADV,იქ,цигахь
728,dorthin::ADV,იქით,цига
729,geradeaus::ADV,პირდაპირ,нийса дӏа
730,vorwärts::ADV,წინ,хьалха
731,rückwärts::ADV,უკან,юха
732,zurück::ADV,უკანვე,юха
733,unten::ADV,დაბლა,лахахь
734,unten::ADV,ქვევით,лахахь
735,hinab::ADV,ძირს,охьа
736,oben::ADV,ზემოთ,лакхахь
737,hinauf::ADV,ზევით,хьала
738,überall::ADV,ყველგან,массанхьа
739,nicht::ADV,არ,ца
740,ein wenig::ADV,ცოტა,кӏеззиг
741,kaum::ADV,ძლივს,халла
742,sehr::ADV,მეტად,вуно
743,sehr::ADV,ძალიან,вуно
744,so::ADV,ისე,
745,noch::ADV,ჯერ,кхин
746,nur::ADV,მხოლოდ,бен ...ца
747,schon::ADV,უკვე,хӏинцале
748,wieder::ADV,ისევ,юха а
749,wieder::ADV,კიდევ,юха а
750,vergebens::ADV,ამაოდ,эрна
751,vergebens::ADV,ტყუილად,эрна
752,vor::PRP,წინ,хьалха
753,hinter::PRP,უკან,тӏехьа
754,hinter::PRP,მიღმა,тӏехьа
755,unter::PRP,ქვეშ,кIелахь
756,unter::PRP,ქვევით,кIелахь
757,durch::PRP,გავლით,чекх
758,neben::PRP,გვერდით,юххе
759,zwischen::PRP,შუა,юккъехь
760,zwischen::PRP,შორის,юккъехь
761,wegen::PRP,გამო,дуьхьа
762,wegen::PRP,შედეგად,дуьхьа
763,dies::PRN,ეს,и
764,dies::PRN,ეს,иза
765,das::PRN,ეგ,и
766,das::PRN,ეგ,иза
767,alles::PRN,ყველაფერი,дерриг
768,ich::PRN,მე,cо
769,du::PRN,შენ,хьо
770,er::PRN,ის,и
771,er::PRN,ის,иза
772,er::PRN,იგი,и
773,er::PRN,იგი,иза
774,wir::PRN,ჩვენ,тхо
775,wir::PRN,ჩვენ,вай
776,ihr::PRN,თქვენ,шу
777,sie::PRN,ისინი,уьш
778,was::FPRN,რა,хӏун
779,wer::FPRN,ვინ,мила
780,wo::FADV,სად,мичaхь
781,wohin::FADV,საით,мича
782,wie::FADV,როგორ,муха
783,warum::FADV,რაზე,хӏунда
784,warum::FADV,რატომ,хӏунда
785,wieviel::FNUM,რამდენი,мел
786,wieviel::FNUM,რამდენი,маса
787,eins::NUM,ერთი,цхьаъ
788,zwei::NUM,ორი,шиъ
789,drei::NUM,სამი,кхоъ
790,vier::NUM,ოთხი,диъ
791,fünf::NUM,ხუთი,пхиъ
792,sechs::NUM,ექვსი,ялх
793,sieben::NUM,შვიდი,ворхӏ
794,acht::NUM,რვა,бархӏ
795,neun::NUM,ცხრა,исс
796,zehn::NUM,ათი,итт
797,elf::NUM,თერთმეტი,цхьайтта
798,zwölf::NUM,თორმეტი,шийтта
799,zwanzig::NUM,ოცი,ткъа
800,dreißig::NUM,ოცდაათი,ткъе итт
801,vierzig::NUM,ორმოცი,шовзткъа
802,fünfzig::NUM,ორმოცდაათი,шовзткъе итт
803,sechzig::NUM,სამოცი,кхузткъа
804,siebzig::NUM,სამოცდაათი,кхузткъе итт
805,achtzig::NUM,ოთხმოცი,дезткъа
806,neunzig::NUM,ოთხმოცდაათი,дезткъе итт
807,hundert::NUM,ასი,бӏе
808,tausend::NUM,ათასი,эзар
809,und::CNJ,და,a
810,oder::CNJ,ან,я
811,stehen::V,დგას,латта
812,sitzen::V,ზის,хиъна ӏан
813,liegen::V,აწევს,ӏилла
814,hängen::V,კიდია,кхаза
815,werden::V,გახდება,хила
816,passieren::V,მოხდება,хила
817,beginnen::V,იწყება,доло
818,enden::V,გათავდება,дӏадерза
819,wechseln::V,იცვლება,хийца
820,aufgehen[Sonne]::V,ამოდის,кхета
821,untergehen[Sonne]::V,ჩადის,чубуза
822,scheinen[Sonne]::V,ანათებს,серло яла
823,donnern::V,ქუხს,къекъа
824,wehen::V,ქრის,хьекха
825,wehen::V,დაუბერავს,хьекха
826,strömen::V,იღვრება,эха
827,fließen::V,დის,охьаэха
828,fließen::V,მიედინება,охьаэха
829,sich drehen::V,ტრიალებს,хьийза
830,schwanken::V,ირხევა,леста
831,schwingen::V,ირხევა,лесто
832,fallen::V,დავარდება,охьакхета
833,brennen::V,იწვის,дага
834,rauchen::V,ბოლავს,оза
835,rauchen::V,აბოლებს,оза
836,regnen::V,წვიმს,догlа догlу
837,gefrieren::V,იყინება,гӏоро
838,tauen::V,დნება,даша
839,schmelzen::V,დნება,лала
840,trocknen::V,გაშრება,дакъо
841,sieden::V,დუღს,кхехка
842,faulen::V,ლპება,дахкадала
843,verfaulen::V,ლპება,дахкадала
844,reißen::V,დაიხევა,хеда
845,versinken::V,ეფლობა,хичудаха
846,versinken::V,ჩაიძირება,хичудаха
847,vergehen::V,გადის,дlаэха
848,erscheinen::V,გამოჩნდება,схьадала
849,erscheinen::V,გამოჩნდება,ӏоттадала
850,verschwinden::V,გააქრება,къайладала
851,verschwinden::V,დაიკარგება,къайладала
852,sinken::V,დაიწევს,лахдала
853,abnehmen::V,შემცირდება,
854,zunehmen::V,გასუქდება,лакхадала
855,steigen::V,მოიმატებს,хьаладала
856,wachsen::V,იზრდება,кхиа
857,wachsen::V,მრავლდება,кхиа
858,glänzen::V,ბრწყინავს,лепа
859,funkeln::V,კაშკაშებს,къега
860,lärmen::V,ხმაურობს,гӏовгӏаян
861,läuten::V,დარეკავს,детта
862,klingeln::V,დარეკავს,дека
863,klirren::V,დააწკარუნებს,дека
864,brausen::V,ბობოქრობს,хьаьдда даха
865,rauschen::V,შრიალებს,леста
866,klingen::V,ხმას გამოსცემს,дека
867,bellen::V,უყეფს,лета
868,heulen::V,ღმუის,угӏа
869,blasen::V,დაუბერავს,хӏуп баха
870,pfeifen::V,უსტვენს,шок етта
871,schreien::V,ყვირის,мохь бетта
872,stöhnen::V,კვნესის,узарш дан
873,zittern::V,აძაგძაგებს,дега
874,leben::V,ცოცხლობს,даха
875,geboren werden::V,იშვება,хила
876,geboren werden::V,იბადება,хила
877,atmen::V,სუნთქავს,садеӏа
878,trinken::V,სვამს,мала
879,trinken::V,დალევს,мала
880,essen::V,შეჭამს,кхалла
881,schlucken::V,ყლაპავს,къурдбан
882,müde werden::V,დაიქანცება,кӏаддала
883,einschlafen::V,დაიძინებს,наб кхета
884,schlafen::V,სძინავს,вижа
885,schlafen::V,სძინავს,наб ян
886,schlafen::V,სძინავს,дижина хила
887,aufwachen::V,გაიღვიძებს,самадала
888,aufstehen::V,ადგება,гӏатта
889,sich erholen::V,დაისვენებს,садаӏа
890,krank werden::V,ავად გახდება,цомгуш хила
891,krank sein::V,ავადმყოფობს,цомгуш хила
892,schmerzen::V,სტკივა,лаза
893,schmerzen::V,სტკივა,ӏийжа
894,husten::V,ახველებს,йовхарш етта
895,genesen::V,მორჩება,тадала
896,sterben::V,კვდება,дала
897,umkommen::V,დაიღუპება,хӏаллакхила
898,sich bewegen::V,იძვრის,лела
899,sich bewegen::V,მოძრაობს,лела
900,sich rühren::V,გაინძრევა,меттахъхьен
901,sich erheben::V,ადგება,хьалагlатта
902,sich setzen::V,დაჯდება,хаа
903,hinfallen::V,დაეცემა,дожа
904,hinfallen::V,დაეცემა,охьакхета
905,laufen::V,დადის,вада
906,laufen::V,დადის,хьада
907,schreiten::V,აბიჯებს,болар дан
908,schreiten::V,აბიჯებს,ког баккха
909,spazierengehen::V,დასეირნობს,доладала
910,eilen::V,მიიჩქარის,сихдала
911,sich beeilen::V,აჩქარდება,сихдала
912,sausen::V,მიქრის,
913,rennen::V,დარბის,дада
914,springen::V,ხტის,ирхкхийсадала
915,klettern::V,ძვრება,тӏедийла
916,schaukeln::V,ქანაობს,техко
917,kriechen::V,დაბობღავს,такха
918,schwimmen::V,ცურავს,некадан
919,tauchen::V,ჩაიძირება,чулелха
920,rudern::V,ნიჩაბს უსვამს,дига лело
921,rudern::V,ნიჩაბს უსვამს,кема лело
922,fahren::V,დადის,хахка
923,fahren::V,მგზავრობს,хахка
924,fliegen::V,იფრენს,тӏемадала
925,fliegen::V,გაფრინდება,тӏемадала
926,gehen::V,მიდის,лeла
927,weggehen::V,წამოდის,дӏадаха
928,abfahren::V,მიემგზავრება,дӏадаха
929,anhalten::V,ჩერდება,саца
930,hineingehen::V,შედის,чудала
931,eintreten::V,შედის,чудала
932,kommen::V,მოდის,кхача
933,kommen::V,მოდის,дӏакхача
934,kommen::V,მოდის,схьакхача
935,ankommen::V,ჩადის,кхача
936,ankommen::V,ჩადის,схьакхача
937,zurückkommen::V,დაბრუნდება,юхада
938,bleiben::V,დარჩება,диса
939,warten::V,ელოდება,хьежа
940,warten::V,ელოდება,cобар дан
941,erwarten::V,ელის,хьоьжуш ӏан
942,erwarten::V,დაიცდის,хьоьжуш ӏан
943,suchen::V,ეძებს,леха
944,suchen::V,მოძებნის,леха
945,finden::V,მიაგნებს,каро
946,finden::V,გამოძებნის,каро
947,versuchen::V,ცდის,дан хьажа
948,versuchen::V,ცდილობს,дан хьажа
949,vorbereiten::V,მოამზადებს,кечъян
950,lieben::V,უყვარს,деза
951,mögen::V,ეტრფის,безамхила
952,lachen::V,იცინის,дела
953,rühren::V,გულს აუჩუყებს,хьедан
954,weinen::V,ტირის,делха
955,schimpfen::V,შეიგინება,чехо
956,sich ärgern::V,გაბრაზობს,оьгӏазъэха
957,sich fürchten::V,შიშობს,кхера
958,fürchten::V,ფრთხილობს,кхера
959,fliehen::V,გაიქცევა,дӏадада
960,flüchten::V,გაიქცევა,дӏадада
961,sehen::V,ხედავს,ган
962,anschauen::V,ნახავს,хьажа
963,anschauen::V,ნახავს,хьежа
964,ansehen::V,უყურებს,хьовса
965,hören::V,ისმენს,хаза
966,zuhören::V,მოისმენს,ладогӏа
967,probieren::V,გასინჯავს,хьажа
968,riechen::V,ყნოსავს,хьожа яха
969,fühlen::V,გრძნობს,хаадала
970,scheinen::V,ეჩვენება,мотта
971,zu sehen sein::V,მოჩანს,гуш хила
972,vernehmen::V,გაიგებს,бартхатта
973,frieren::V,იყინება,гӏоро
974,tun::V,აკეთებს,дан
975,können::V,შეიძლება,дадала
976,wollen::V,უნდა,тӏергӏа
977,anfangen::V,დაიწყებს,доло
978,beenden::V,ამთავრებს,довла
979,aufhören::V,შეწყვეტს,саца
980,gelingen::V,მოახერხებს,кадала
981,geraten::V,გამოდის,хила
982,öffnen::V,გახსნის,дӏаделла
983,öffnen::V,გახსნის,схьаделла
984,schließen::V,ხურავს,къовла
985,schließen::V,ხურავს,дӏачӏагӏа
986,schließen::V,დაკეტავს,къовла
987,schließen::V,დაკეტავს,дӏачӏагӏа
988,stellen::V,დადგამს,хlотто
989,setzen::V,დასვამს,дийгӏа
990,legen::V,დადებს,охьадилла
991,berühren::V,შეახებს,хьедан
992,berühren::V,მიაკარებს,хьедан
993,verbinden::V,შეაერთებს,вовшахтаса
994,bedecken::V,გადააფარებს,тилла
995,bedecken::V,გადააფარებს,тӏетаса
996,aufhängen::V,დაკიდებს,хьалаолла
997,anzünden::V,დაანთებს,лато
998,anzünden::V,მოუკიდებს,лато
999,aufheben::V,აიღებს,айа
1000,aufheben::V,აიყვანს,айа
1001,zurücklassen::V,დატოვებს,дита
1002,verlieren::V,დაკარგავს,дайа
1003,fallen lassen::V,გაუვარდება,охьадожо
1004,machen::V,გააკეთებს,дан
1005,machen::V,გამოიწვევს,дан
1006,herstellen::V,დაამზადებს,дан
1007,bauen::V,ააშენებს,гӏишлоян
1008,reparieren::V,შეაკეთებს,тадан
1009,reparieren::V,გაარემონტებს,тадан
1010,verbessern::V,გამოაკეთებს,нисдан
1011,verbessern::V,გააუმჯობესებს,нисдан
1012,ändern::V,შეცვლის,хийца
1013,graben::V,თხრის,ахка
1014,beugen::V,ხრის,сатто
1015,biegen::V,გაღუნავს,сатто
1016,drehen::V,ატრიალებს,хьовзо
1017,wenden::V,მოაბრუნებს,
1018,umdrehen::V,შეატრიალებს,хьовзo
1019,heben::V,ასწევს,айа
1020,heben::V,ასწევს,хьалаайа
1021,hochheben::V,აიყვანს,хьалаайа
1022,ergreifen::V,სტაცებს,дӏалаца
1023,halten::V,უჭირავს,латто
1024,drücken::V,დააწვება,тӏетаӏо
1025,schieben::V,მისწევს,татта
1026,kratzen::V,მოფხანს,мӏараш тийса
1027,lecken::V,ლოკავს,мотт хьекха
1028,beißen::V,უკბენს,катoха
1029,abreißen::V,გლეჯს,схьадаккха
1030,abreißen::V,მოწყვეტს,схьадаккха
1031,abschneiden::V,გაჭრის,кхада
1032,binden::V,შეკრავს,дӏадехка
1033,binden::V,შეკრავს,вовшахтаса
1034,binden::V,გადააბამს,дӏадехка
1035,binden::V,გადააბამს,вовшахтаса
1036,stecken::V,ჩაასობს,чудахийта
1037,brechen::V,მოიტეხს,кагдан
1038,klopfen::V,აკაკუნებს,детта
1039,hauen::V,ლეწავს,етта
1040,kleben::V,წებავს,тӏелато
1041,kleben::V,დააწებებს,тӏелато
1042,reiben::V,დაზელს,хьекхо
1043,streichen::V,უსვამს,тlехьакха
1044,schleifen::V,ლესავს,ирдан
1045,schneiden::V,გაჭრის,ларга
1046,rütteln::V,არხევს,лесто
1047,schütteln::V,არყევს,лесто
1048,schütteln::V,ანძრევს,лесто
1049,schwenken::V,აქნევს,лесто
1050,schütten::V,ღვრის,дотта
1051,schütten::V,დააქცევს,дотта
1052,füllen::V,გაავსებს,дуза
1053,einwickeln::V,შეახვევს,хьарчо
1054,tragen::V,მიიტანს,дахьа
1055,schleppen::V,მიათრევს,ийзо
1056,ziehen::V,წევს,озо
1057,ziehen::V,ათრევს,озо
1058,aufbewahren::V,შეინახავს,ӏалашдан
1059,werfen::V,ისვრის,кхосса
1060,fangen::V,დაიჭერს,леца
1061,packen::V,სტაცებს,леца
1062,verstecken::V,მალავს,къайладаккха
1063,teilen::V,დაყოფს,декъа
1064,schicken::V,გაგზავნის,дӏадахьийта
1065,bringen::V,მოიტანს,дан
1066,hinzufügen::V,დაამატებს,тӏетоха
1067,bekommen::V,ამოიღებს,даккха
1068,erhalten::V,იღებს,даккха
1069,nehmen::V,აიღებს,схьаэца
1070,wählen::V,გადაარჩევს,харжа
1071,auswählen::V,ამოარჩევს,харжа
1072,bewahren::V,ინარჩუნებს,lалашдан
1073,behindern::V,აბრკოლებს,новкъарло ян
1074,behindern::V,გააძნელებს,новкъарло ян
1075,verderben::V,გააფუჭებს,талхо
1076,beschädigen::V,დააზიანებს,дохо
1077,zerbrechen::V,დაამტვრევს,дохо
1078,zerbrechen::V,დაამტვრევს,кагдан
1079,zerreißen::V,გახევს,хадо
1080,zerstören::V,მოსპობს,дохо
1081,zerstören::V,მოსპობს,кагдан
1082,zerstören::V,დაანგრევს,дохо
1083,zerstören::V,დაანგრევს,кагдан
1084,verbrennen::V,დაწვავს,даго
1085,geben::V,აძლევს,яла
1086,reichen::V,მიაწოდებს,дӏадала
1087,reichen::V,მიაწოდებს,дӏакховдо
1088,schenken::V,აჩუქებს,совгӏат дан
1089,versprechen::V,აღუთქვამს,ваӏда дан
1090,wünschen::V,უსურვებს,лаа
1091,loben::V,აქებს,хасто
1092,loben::V,ამკობს,хасто
1093,küssen::V,აკოცებს,оба яккха
1094,wiegen::V,არხევს,тахка
1095,zudecken::V,გადახურავს,тӏетаса
1096,wecken::V,გააღვიძებს,самадаккха
1097,zeigen::V,დაანახვებს,гайта
1098,führen::V,მიჰყავს,дига
1099,lehren::V,ასწავლის,ӏамо
1100,unterrichten::V,ასწავლის,хьеха
1101,aufziehen::V,აღზრდის,кхио
1102,leiten::V,აწარმოებს,урхалла дан
1103,leiten::V,ხელმძღვანელობს,урхалла дан
1104,antreiben::V,დააჩქარებს,сихдан
1105,lassen::V,ა--ინებს,-йта
1106,einladen::V,მოიპატიჟებს,кхайкха
1107,vereinigen::V,შეაერთებს,цхьаьнатоха
1108,besuchen::V,სანახავად მიდის,хьажахIотта
1109,treffen::V,შეხვდება,дуьхьалкхета
1110,sich versammeln::V,შეიკრიბება,гулдан
1111,spielen::V,ეთამაშება,ловза
1112,singen::V,მღერის,лакха
1113,tanzen::V,ცეკვავს,хелхадала
1114,sich trennen::V,მოშორდება,къаста
1115,verlassen::V,მიატოვებს,дита
1116,retten::V,იხსნის,кӏелхьардаккха
1117,retten::V,გადაარჩენს,кӏелхьардаккха
1118,bewachen::V,დარაჯობს,ха дан
1119,bewachen::V,უთვალთვალებს,ха дан
1120,schützen::V,დაიფარავს,лардан
1121,verteidigen::V,დაიცავს,лардан
1122,sich schlagen::V,იჩხუბებს,етта
1123,schießen::V,ისვრის,детта
1124,siegen::V,გაიმარჯვებს,тола
1125,ärgern::V,აჯავრებს,оьгӏаздахийта
1126,schlagen::V,ცემს,тоха
1127,treten::V,პანღურს ამოჰკრავს,мийра тоха
1128,stechen::V,სჩხვლეტს,ӏотта
1129,stechen::V,სჩხვლეტს,къовзо
1130,stoßen::V,დაეჯახება,татта
1131,stehlen::V,ქურდობს,лачкъо
1132,stehlen::V,მოიპარავს,лачкъо
1133,stören::V,შეაწუხებს,новкъарло ян
1134,belästigen::V,მობეზრდება,сагатдан
1135,verbergen::V,დამალავს,къайладаккха
1136,täuschen::V,შეცდებს,ӏexo
1137,betrügen::V,მოატყუებს,ледан
1138,töten::V,მოკლავს,ден
1139,wohnen::V,ცხოვრობს,даха
1140,wohnen::V,ბინადრობს,даха
1141,arbeiten::V,მუშაობს,къахьега
1142,sammeln::V,შეკრებს,гулдан
1143,pflücken::V,კრეფს,даха
1144,jagen::V,ნადირობს,талла
1145,fischen::V,თევზაობს,чӏерий леца
1146,fassen::V,დააჭერს,лаца
1147,fassen::V,დააჭერს,схьалаца
1148,hüten::V,მწყემსავს,лардан
1149,treiben::V,მიერეკება,лахка
1150,anbinden::V,მიაბამს,дӏадехка
1151,füttern::V,აჭმევს,хӏума яла
1152,melken::V,წველის,оза
1153,hacken::V,კეპავს,
1154,gießen::V,რწყავს,хи тоха
1155,reifen::V,მწიფდება,хьекъа
1156,zubereiten::V,მოამზადებს,кечъян
1157,zubereiten::V,მოამზადებს,кхача бан
1158,kochen::V,მოხარშავს,кхача бан
1159,backen::V,გამოაცხობს,датта
1160,braten::V,შეწვავს,кхарза
1161,umrühren::V,შეურევს,кего
1162,umrühren::V,გათქვეფს,кего
1163,stricken::V,ქსოვს,
1164,nähen::V,გაკერავს,тега
1165,färben::V,შეღებავს,басардан
1166,reinigen::V,გაწმენდს,цӏандан
1167,reinigen::V,გასუფთავებს,цӏандан
1168,waschen::V,გარეცხავს,йила
1169,waschen::V,გარეცხავს,йитта
1170,waschen::V,გარეცხავს,дӏадайа
1171,abwischen::V,წაშლის,дӏадайа
1172,spülen::V,გაავლებს,хи кхарза
1173,fegen::V,დაბლანდავს,нуй хьакха
1174,kehren::V,დაგვის,нуй хьакха
1175,baden::V,ბანაობს,лийча
1176,sich waschen::V,იბანება,юьхь йила
1177,ausziehen::V,გაიხდის,духар дӏадаккха
1178,anziehen::V,ჩაიცვამს,
1179,sich anziehen::V,ჩაიცვამს,духа
1180,kämmen::V,დავარცხნის,ехк хьакха
1181,schmücken::V,მორთავს,хаздан
1182,sagen::V,იტყვის,ала
1183,sprechen::V,ლაპარაკობს,баха
1184,sprechen::V,ლაპარაკობს,мотт бийца
1185,reden::V,საუბრობს,къамел дан
1186,sich unterhalten::V,ბაასობს,къамел дан
1187,sich unterhalten::V,მუსაიფობს,къамел дан
1188,fragen::V,ჰკითხავს,хатта
1189,bitten::V,სთხოვს,деха
1190,erzählen::V,მოუთხრობს,дийца
1191,mitteilen::V,აუწყებს,хаам бан
1192,mitteilen::V,აცნობებს,хаам бан
1193,nennen::V,უწოდებს,цӏе яккха
1194,rufen::V,დაუძახებს,кхайкха
1195,prahlen::V,ტრაბახობს,куралла ян
1196,prahlen::V,ტრაბახობს,дозалла дан
1197,übersetzen::V,გადათარგმნის,гоч дан
1198,denken::V,ფიქრობს,ойла ян
1199,denken::V,აზროვნებს,ойла ян
1200,glauben::V,სჯერა,теша
1201,bemerken::V,შენიშვნავს,ган
1202,erkennen::V,გამოიცნობს,довза
1203,begreifen::V,გაიგებს,кхета
1204,verstehen::V,გაიგონებს,кхета
1205,lernen::V,ისწავლის,деша
1206,wissen::V,ეცოდინება,хаа
1207,sich erinnern an::V,მოიგონებს,дагадан
1208,sich erinnern an::V,გაიხსენებს,дагадан
1209,vergessen::V,ივიწყებს,дицдала
1210,messen::V,ზომავს,дуста
1211,zählen::V,ითვლის,дагардан
1212,rechnen::V,გაიანგარიშებს,лара
1213,lesen::V,კითხულობს,еша
1214,malen::V,ხატავს,сурт дилла
1215,zeichnen::V,ხაზავს,сурт дилла
1216,schreiben::V,დაწერს,яздан
1217,besitzen::V,ექნება,доладан
1218,kaufen::V,ყიდულობს,эца
1219,verkaufen::V,გაყიდის,дохка
1220,bezahlen::V,გადაიხდის,мах бала
1221,zahlen::V,გადაიხდის,мах бала
1222,beherrschen::V,ფლობს,собаре хила
1223,ertragen::V,მოითმენს,лан
1224,ertragen::V,მოითმენს,сатоха
1225,ertragen::V,მოითმენს,садетта
