,Concept_ID,kn,de
175,Saat::N,ಬಿತ್ತ,Saat
176,Korn::N,ಬೀಜ,Korn
177,Heu::N,ಕರಡ,Heu
178,Schale::N,ಹೊಟ್ಟು,Schale
179,Grube::N,ಗುಂಡಿ,Grube
180,Falle::N,ಬೋನು,Falle
181,Schlinge::N,ಉರುಲು,Schlinge
182,Spur::N,ಜಾಡು,Spur
183,Asche::N,ಬೂದಿ,Asche
184,Dreck::N,ಹೊಲಸು,Dreck
185,Eisen::N,ಕಬ್ಬಿಣ,Eisen
186,Gold::N,ಚಿನ್ನ,Gold
187,Silber::N,ಬೆಳ್ಳಿ,Silber
188,Kohle::N,ಕಲ್ಲಿದ್ದಲು,Kohle
189,Glas::N,ಗಾಜು,Glas
190,Lehm::N,ಜೇಡಿಮಣ್ಣು,Lehm
191,Sand::N,ಮರಳು,Sand
192,Mensch::N,ಪುರುಷ,Mensch
193,Mann::N,ಆಳು,Mann
194,Frau::N,ಹೆಣ್ಣು,Frau
195,Kind::N,ಮಗು,Kind
196,Junge::N,ಹುಡುಗ,Junge
197,Mädchen::N,ಹುಡುಗಿ,Mädchen
198,Familie::N,ಕುಟುಂಬ,Familie
199,Großvater::N,ಅಜ್ಜ,Großvater
200,Großmutter::N,ಅಮ್ಮ,Großmutter
201,Eltern::N,ಹೆತ್ತವರು,Eltern
202,Vater::N,ತಂದೆ,Vater
203,Mutter::N,ಅಮ್ಮ,Mutter
204,Sohn::N,ಮಗ ,Sohn
205,Tochter::N,ಮಗಳು,Tochter
206,Bruder::N,ತಮ್ಮ,Bruder
207,Schwester::N,ತಂಗಿ,Schwester
208,Onkel::N,ಸೋದರಮಾವ,Onkel
209,Onkel::N,ದೊಡ್ಡಪ್ಪ,Onkel
210,Tante::N,ಚಿಕ್ಕಮ್ಮ,Tante
211,Ehemann::N,ಗಂಡ,Ehemann
212,Ehefrau::N,ಹೆಂಡತಿ,Ehefrau
213,Freude::N,ನಲಿವು,Freude
214,Gelächter::N,ನಗೆ,Gelächter
215,Glück::N,ಆನಂದ,Glück
216,Kummer::N,ದುಃಖ,Kummer
217,Wunsch::N,ಬಯಕೆ,Wunsch
218,Lust::N,ಇಷ್ಟ,Lust
219,Geist::N,ಆತ್ಮ,Geist
220,Gedanke::N,ಯೋಚನೆ,Gedanke
221,Gedächtnis::N,ಸ್ಮರಣೆ,Gedächtnis
222,Verstand::N,ಮನಸ್ಸು,Verstand
223,Sinn::N,ಅರ್ಥ,Sinn
224,Grund::N,ಕಾರಣ,Grund
225,Wahrheit::N,ಸತ್ಯ,Wahrheit
226,Gespräch::N,ಸಂಭಾಷಣೆ,Gespräch
227,Märchen::N,ಸುಳ್ಳು ಕಥೆ,Märchen
228,Erzählung::N,ಕಥೆ,Erzählung
229,Nachricht::N,ಸಂದೇಶ,Nachricht
230,Neuigkeit::N,ಸುದ್ದಿ,Neuigkeit
231,Name::N,ಹೆಸರು,Name
232,Rätsel::N,ಒಗಟು,Rätsel
233,Rede::N,ಮಾತು,Rede
234,Sprache::N,ಭಾಷೆ,Sprache
235,Stimme::N,ಧ್ವನಿ,Stimme
236,Wort::N,ಮಾತು,Wort
237,Zeichen::N,ಗುರುತು,Zeichen
238,Ruf::N,ಕೂಗು,Ruf
239,Lärm::N,ಸದ್ದು,Lärm
240,Laut::N,ಶಬ್ದ,Laut
241,Ton::N,ನಾದ,Ton
242,Lied::N,ಗಾನ,Lied
243,Ruhe::N,ಶಾಂತಿ,Ruhe
244,Leute::N,ಮಂದಿ,Leute
245,Volk::N,ಜನಾಂಗ,Volk
246,Arbeit::N,ಕೆಲಸ,Arbeit
247,Gast::N,ಅತಿಥಿ,Gast
248,Geschenk::N,ಕಾಣಿಕೆ,Geschenk
249,Spiel::N,ಆಟ,Spiel
250,Gesellschaft::N,ಸಂಗ,Gesellschaft
251,Hilfe::N,ಸಹಾಯ,Hilfe
252,Freund::N,ಸ್ನೇಹಿತ,Freund
253,Kamerad::N,ಜೊತೆಗಾರ,Kamerad
254,Angelegenheit::N,ವಿಚಾರ,Angelegenheit
255,Anzahl::N,ಎಣಿಕೆ,Anzahl
256,Art::N,ತರ,Art
257,Stück::N,ತುಂಡು,Stück
258,Teil::N,ಭಾಗ,Teil
259,Hälfte::N,ಅರ್ಧ,Hälfte
260,Kreis::N,ವೃತ್ತ,Kreis
261,Kreuz::N,ಶಿಲುಬೆ,Kreuz
262,Linie::N,ರೀಖೆ,Linie
263,Strich::N,ಗೀಟು,Strich
264,Abstand::N,ಅಂತರ,Abstand
265,Entfernung::N,ದೂರ,Entfernung
266,Gegend::N,ವಿಸ್ತೀರ್ಣ,Gegend
267,Platz::N,ಅಂತರ,Platz
268,Ort::N,ಸ್ಥಳ,Ort
269,Seite::N,ಪಕ್ಷ,Seite
270,Mitte::N,ನಡು,Mitte
271,Gegenstand::N,ವಸ್ತು,Gegenstand
272,Sache::N,ವಸ್ತು,Sache
273,Rand::N,ಅಂಚು,Rand
274,Kante::N,ಅಂಚು,Kante
275,Ecke::N,ಮೂಲೆ,Ecke
276,Spitze::N,ತುದಿ,Spitze
277,Ende::N,ಕೊನೆ,Ende
278,Loch::N,ತೂತು,Loch
279,Winkel::N,ಕೋನ,Winkel
280,Muster::N,ನಮೂನೆ,Muster
281,Größe::N,ಪ್ರಮಾಣ,Größe
282,Länge::N,ಉದ್ದ,Länge
283,Höhe::N,ಎತ್ತರ,Höhe
284,Gewicht::N,ತೂಕ,Gewicht
285,Menge::N,ಮೊತ್ತ,Menge
286,Haufen::N,ರಾಶಿ,Haufen
287,Reihe::N,ಸಾಲು,Reihe
288,Boot::N,ದೋಣಿ,Boot
289,Ruder::N,ಹುಟ್ಟು,Ruder
290,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,Schlitten
291,Ski::N,ಜಾರುಪಟ್ಟಿ,Ski
292,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,Lagerfeuer
293,Last::N,ಹೊರೆ,Last
294,Gang::N,ತಿರುಗಾಟ,Gang
295,Schritt::N,ಹೆಜ್ಜೆ,Schritt
296,Norden::N,ಉತ್ತರ,Norden
297,Süden::N,ದಕ್ಷಿಣ,Süden
298,Westen::N,ಪಶ್ಚಿಮ,Westen
299,Osten::N,ಮೂಡಲು,Osten
300,Holz::N,ಚೌಬೀನೆ,Holz
301,Brett::N,ಹಲಗೆ,Brett
302,Platte::N,ಹಲಗೆ,Platte
303,Stütze::N,ಆಸರೆ,Stütze
304,Stange::N,ಕಂಬ,Stange
305,Stock::N,ಕೋಲು,Stock
306,Stab::N,ದೊಣ್ಣೆ,Stab
307,Rohr::N,ನಳಿಕೆ,Rohr
308,Haus::N,ಮನೆ,Haus
309,Heim::N,ಗೃಹ,Heim
310,Ofen::N,ಒಲೆ,Ofen
311,Fußboden::N,ನೆಲ,Fußboden
312,Tisch::N,ಮೇಜು,Tisch
313,Stuhl::N,ಕುರ್ಚಿ,Stuhl
314,Wiege::N,ತೊಟ್ಟಿಲು,Wiege
315,Bett::N,ಹಾಸಿಗೆ,Bett
316,Regal::N,ಬೀರು,Regal
317,Kiste::N,ಪಟ್ಟಿಗೆ,Kiste
318,Fenster::N,ಕಿಟಕಿ,Fenster
319,Tür::N,ಬಾಗಿಲು,Tür
320,Tor::N,ಹೆಬ್ಬಾಗಿಲು,Tor
321,Zaun::N,ಬೇಲಿ,Zaun
322,Dach::N,ಮಾಳಿಗೆ,Dach
323,Leiter::N,ಏಣಿ,Leiter
324,Besen::N,ಪೊರಕೆ,Besen
325,Spaten::N,ಗುದ್ದಲಿ,Spaten
326,Schaufel::N,ಸನಿಕೆ,Schaufel
327,Gabel::N,ಕವಲು,Gabel
328,Löffel::N,ಚಮಚ,Löffel
329,Messer::N,ಚಾಕು,Messer
330,Nagel::N,ಆಣಿ,Nagel
331,Netz::N,ಬಲೆ,Netz
332,Haken::N,ಕೊಂಡಿ,Haken
333,Griff::N,ಹಿಡಿ,Griff
334,Schloss::N,ವೀಗ,Schloss
335,Bild::N,ಚಿತ್ರ,Bild
336,Figur::N,ಆಕಾರ,Figur
337,Puppe::N,ಗೊಂಬೆ,Puppe
338,Beutel::N,ಸಂಚಿ,Beutel
339,Bündel::N,ಕಟ್ಟು,Bündel
340,Tasche::N,ಚೀಲ,Tasche
341,Eimer::N,ಬಾನೆ,Eimer
342,Deckel::N,ಮುಚ್ಚಳ,Deckel
343,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,Geschirr
344,Sack::N,ಮೂಟೆ,Sack
345,Tasse::N,ಬಟ್ಟಲು,Tasse
346,Topf::N,ಮಡಕೆ,Topf
347,Kessel::N,ಕೆಟಲ್,Kessel
348,Essen::N,ಊಟ,Essen
349,Nahrung::N,ಆಹಾರ,Nahrung
350,Speise::N,ಊಟ,Speise
351,Fleisch::N,ಮಾಂಸ,Fleisch
352,Getreide::N,ಧಾನ್ಯ,Getreide
353,Brei::N,ಗಂಜಿ,Brei
354,Brot::N,ರೊಟ್ಟಿ,Brot
355,Scheibe::N,ಹೋಳು,Scheibe
356,Fett::N,ಕೊಬ್ಬು,Fett
357,Butter::N,ಬೆಣ್ಣೆ,Butter
358,Öl::N,ಎಣ್ಣೆ,Öl
359,Salz::N,ಉಪ್ಪು,Salz
360,Suppe::N,ಎಸರು,Suppe
361,Honig::N,ಮಧು,Honig
362,Milch::N,ಹಾಲು,Milch
363,Tee::N,ಚಹ,Tee
364,Leder::N,ಚಕ್ಕಳ,Leder
365,Wolle::N,ಉಣ್ಣೆ,Wolle
366,Stoff::N,ಬಟ್ಟೆ,Stoff
367,Nadel::N,ಸೂಜಿ,Nadel
368,Faden::N,ದಾರ,Faden
369,Knopf::N,ಗುಂಡು,Knopf
370,Knoten::N,ಗಂಟು,Knoten
371,Farbe::N,ಬಣ್ಣ,Farbe
372,Kleidung::N,ಅರಿವೆ,Kleidung
373,Hemd::N,ಅಂಗಿ,Hemd
374,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,Kragen
375,Ärmel::N,ತೋಳು,Ärmel
376,Hose::N,ಇಜಾರ,Hose
377,Gürtel::N,ಬೆಲ್ಟು,Gürtel
378,Mütze::N,ಟೋಪಿ,Mütze
379,Schuh::N,ಪಾದರಕ್ಷೆ,Schuh
380,Stiefel::N,ಬೂಟು,Stiefel
381,Ring::N,ಉಂಗುರ,Ring
382,Band::N,ರಿಬ್ಬನ್,Band
383,Kamm::N,ಹಣಿಗೆ,Kamm
384,Spiegel::N,ಕನ್ನಡಿ,Spiegel
385,Riemen::N,ಬಾರು,Riemen
386,Schnur::N,ಹುರಿ,Schnur
387,Leine::N,ಹಗ್ಗ,Leine
388,Decke::N,ಕಂಬಳಿ,Decke
389,Kissen::N,ದಿಂಬು,Kissen
390,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,Tuch
391,Handtuch::N,ಚೌಕ,Handtuch
392,Kraft::N,ಬಲ,Kraft
393,Stärke::N,ಶಕ್ತಿ,Stärke
394,Gesundheit::N,ಆರೋಗ್ಯ,Gesundheit
395,Krankheit::N,ರೋಗ,Krankheit
396,Schmerz::N,ನೋವು,Schmerz
397,Wunde::N,ಗಾಯ,Wunde
398,Fieber::N,ಜ್ವರ,Fieber
399,Arznei::N,ಔಷಧ,Arznei
400,Brücke::N,ಸೇತುವೆ,Brücke
401,Brunnen::N,ಬಾವಿ,Brunnen
402,Weide::N,ಗೋಮಾಳ,Weide
403,Pfad::N,ದಾರಿ,Pfad
404,Weg::N,ಹಾದಿ,Weg
405,Straße::N,ರಸ್ತೆ,Straße
406,Dorf::N,ಹಳ್ಳಿ,Dorf
407,Stadt::N,ಪಟ್ಟಣ,Stadt
408,Brief::N,ಕಾಗದ,Brief
409,Buch::N,ಪುಸ್ತಕ,Buch
410,Buchstabe::N,ಅಕ್ಷರ,Buchstabe
411,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,Zeitung
412,Leben::N,ಜೀವನ,Leben
413,Tod::N,ಮರಣ,Tod
414,Grab::N,ಗೋರಿ,Grab
415,Kirche::N,ಚರ್ಚು,Kirche
416,Sünde::N,ಪಾಪ,Sünde
417,Gott::N,ದೇವರು,Gott
418,Arbeiter::N,ಕೆಲಸಗಾರ,Arbeiter
419,Chef::N,ದಣಿ,Chef
420,Meister::N,ಶಿಕ್ಷಕ,Meister
421,Arzt::N,ವೈದ್ಯ,Arzt
422,Lehrer::N,ಉಪಾಧ್ಯಾಯ,Lehrer
423,Geld::N,ಹಣ,Geld
424,Geschäft::N,ವಾಣಿಜ್ಯ,Geschäft
425,Laden::N,ಅಂಗಡಿ,Laden
426,Preis::N,ಬೆಲೆ,Preis
427,Ware::N,ಸರಕು,Ware
428,Nutzen::N,ಲಾಭ,Nutzen
429,Reichtum::N,ಸಂಪತ್ತು,Reichtum
430,Welt::N,ಭೂಲೋಕ,Welt
431,Land::N,ದೇಶ,Land
432,Staat::N,ರಾಜ್ಯ,Staat
433,König::N,ರಾಜ,König
434,Macht::N,ಅಧಿಕಾರ,Macht
435,Grenze::N,ಗಡಿ,Grenze
436,Krieg::N,ಯುದ್ಧ,Krieg
437,Feind::N,ಶತ್ರು,Feind
438,Gewalt::N,ಹಿಂಸೆ,Gewalt
439,Kampf::N,ಹೋರಾಟ,Kampf
440,Bogen[Waffe]::N,ಬಿಲ್ಲು,Bogen
441,Pfeil::N,ಅಂಬು,Pfeil
442,Gewehr::N,ಬಂದೂಕು,Gewehr
443,Fehler::N,ತಪ್ಪು,Fehler
444,Lüge::N,ಸುಳ್ಳು,Lüge
445,Schaden::N,ಹಾನಿ,Schaden
446,Unglück::N,ಅಪಾಯ,Unglück
447,Schuld::N,ದೋಷ,Schuld
448,Alter::N,ಮುಪ್ಪು,Alter
449,Schluss::N,ಮುಕ್ತಾಯ,Schluss
450,Zeit::N,ಕಾಲ,Zeit
451,Tag::N,ದಿನ,Tag
452,Morgen::N,ಮುಂಜಾನೆ,Morgen
453,Mittag::N,ನಡುಹಗಲು,Mittag
454,Abend::N,ಸಂಜೆ,Abend
455,Nacht::N,ರಾತ್ರಿ,Nacht
456,Woche::N,ವಾರ,Woche
457,Monat::N,ತಿಂಗಳು,Monat
458,Jahr::N,ಸಂವತ್ಸರ,Jahr
459,Frühling::N,ವಸಂತ,Frühling
460,Sommer::N,ಬಿಸಿಲುಕಾಲ,Sommer
461,Herbst::N,ಶರತ್ಕಾಲ,Herbst
462,Winter::N,ಚಳಿಗಾಲ,Winter
463,Januar::N,ನಾಲ್ಚಳಿ,Januar
464,Februar::N,ಅಯ್ಚಳಿ,Februar
465,März::N,ಮೊಬ್ಬೇಸಿಗೆ,März
466,April::N,ಇಬ್ಬೇಸಿಗೆ,April
467,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,Mai
468,Juni::N,ಮೊಮ್ಮಳೆ,Juni
469,Juli::N,ಇಮ್ಮಳೆ,Juli
470,August::N,ಮುಮ್ಮಳೆ,August
471,September::N,ನಾಲ್ಮಳೆ,September
472,Oktober::N,ಮೊಚ್ಚಳಿ,Oktober
473,November::N,ಇಚ್ಚಳಿ,November
474,Dezember::N,ಮುಚ್ಚಳಿ,Dezember
475,Montag::N,ಸೋಮುವಾರ,Montag
476,Dienstag::N,ಮಂಗಳವಾರ,Dienstag
477,Mittwoch::N,ಬುಧವಾರ,Mittwoch
478,Donnerstag::N,ಗುರುವಾರ,Donnerstag
479,Freitag::N,ಶುಕ್ರವಾರ,Freitag
480,Samstag::N,ಶನಿವಾರ,Samstag
481,Sonntag::N,ಭಾನುವಾರ,Sonntag
482,groß::A,ದೊಡ್ಡ,groß
483,klein::A,ಪುಟ್ಟ,klein
484,lang::A,ದೀರ್ಘ,lang
485,kurz::A,ಚಕ್ಕ,kurz
486,breit::A,ಅಗಲವಾದ,breit
487,schmal::A,ಇಕ್ಕಟ್ಟಾದ,schmal
488,dicht::A,ದಟ್ಟ,dicht
489,dick[Gegenstand]::A,ದಟ್ಟ,dick
490,dünn::A,ತೆಳು,dünn
491,fein::A,ಕೋಮಲ,fein
492,fest::A,ಘನ,fest
493,flach::A,ಚಪ್ಪಟೆ,flach
494,glatt::A,ನಯ,glatt
495,hart::A,ಗಟ್ಟಿ,hart
496,weich::A,ಮೃದುವಾದ,weich
497,rund::A,ವರ್ತುಳ,rund
498,spitz::A,ಮೊನಚಾದ,spitz
499,scharf::A,ತೀಕ್ಷ್ಣ,scharf
500,stumpf::A,ಮೊಂಡು,stumpf
501,schwer::A,ಭಾರಿ,schwer
502,schön::A,ಸುಂದರ,schön
503,heiß::A,ಬಿಸಿ,heiß
504,warm::A,ಬಿಸಿ,warm
505,kalt::A,ತಣ್ಣನೆಯ,kalt
506,kühl::A,ತಂಪಾದ,kühl
507,frisch::A,ನಿರ್ಮಲ,frisch
508,feucht::A,ಒದ್ದೆಯಾದ,feucht
509,nass::A,ಒದ್ದೆಯಾದ,nass
510,trocken::A,ಶುಷ್ಕ,trocken
511,voll::A,ತುಂಬಿದ,voll
512,leer::A,ಖಾಲಿ,leer
513,offen::A,ಮುಚ್ಚಲ್ಲದ,offen
514,geschlossen::A,ಮುಚ್ಚಿದ,geschlossen
515,sauber::A,ಶುದ್ಧ,sauber
516,schmutzig::A,ಅಶುದ್ಧ,schmutzig
517,roh::A,ಹಸಿ,roh
518,reif::A,ಹಣ್ಣಾದ,reif
519,lecker::A,ಗುಚಿಕರ,lecker
520,süß::A,ಸಿಹಿ,süß
521,bitter::A,ಕಹಿ,bitter
522,sauer::A,ಹುಳಿಯಾದ,sauer
523,hell::A,ಹೊಳೆಯುವ,hell
524,dunkel::A,ಮಬ್ಬಾದ,dunkel
525,schwarz::A,ಕಪ್ಪು,schwarz
526,weiß::A,ಬಿಳಿಯ,weiß
527,rot::A,ಕೆಂಪು,rot
528,gelb::A,ಹಳದಯ,gelb
529,blau::A,ನೀಲ,blau
530,grün::A,ಕಾಯಾದ,grün
531,grau::A,ಬೂದುಬಣ್ಣದ,grau
532,bunt::A,ವರ್ಣರಂಜಿತ,bunt
533,billig::A,ಅಗ್ಗ,billig
534,teuer::A,ದುಬಾರಿಯಾದ,teuer
535,wertvoll::A,ಅಮೂಲ್ಯ,wertvoll
536,blind::A,ಅಂಧ,blind
537,taub::A,ಕಿವುಡಾದ,taub
538,kräftig::A,ಪ್ರಬಲ,kräftig
539,stark::A,ಶಕ್ತಿವಂತ,stark
540,schwach::A,ದುರ್ಬಲ,schwach
541,fett::A,ಕೊಬ್ಬಿದ,fett
542,schlank::A,ತೆಳ್ಳಗಿನ,schlank
543,hübsch::A,ಅಂದವಾದ,hübsch
544,böse::A,ಕೆಟ್ಟ,böse
545,dumm::A,ಮಂದ,dumm
546,faul::A,ಆಲಸ,faul
547,fleißig::A,ಕಡಗುವ,fleißig
548,geizig::A,ಜುಗ್ಗ,geizig
549,klug::A,ಚತುರ,klug
550,geschickt::A,ದಕ್ಷ,geschickt
551,lieb::A,ಪ್ರಿಯ,lieb
552,lustig::A,ಖುಷಿಯಾದ,lustig
553,sanft::A,ಸೌಮ್ಯ,sanft
554,hungrig::A,ಹಸಿದ,hungrig
