,Concept_ID,en,kl
118,Höhle::N,cave,qaarusuk
119,Abhang::N,slope,ippik
120,Abhang::N,slope,sivinganeq
121,Abhang::N,slope,sivingajaaq
122,Abhang::N,slope,kussangajaaq
123,Quelle::N,source,
124,Bach::N,brook,kuunnguaq
125,Fluss::N,river,kuuk
126,Ufer::N,shore,sissap sinaa
127,Küste::N,coast,sineriak
128,Festland::N,land,
129,Meer::N,sea,imaq
130,Bucht::N,cove,ikeq
131,Bucht::N,cove,kangerluk
132,Bucht::N,cove,kangerliumaneq
133,Insel::N,island,qeqertaq
134,Blume::N,flower,naasoq
135,Gras::N,grass,ivigaq
136,Wurzel::N,root,niulutaq
137,Baum::N,tree,orpik
138,Stamm::N,trunk,kanaartaq
139,Rinde::N,bark,ameraq
140,Ast::N,limb,avalequt
141,Zweig::N,branch,avalequt
142,Blatt::N,leaf,pilutaq
143,Birke::N,birch,patitsit
144,Kiefer[Baum]::N,pine,
145,Weide[Baum]::N,willow,palleq
146,Tanne::N,fir,orsuerneq
147,Horn::N,horn,nassuk
148,Feder::N,feather,suluk
149,Fell::N,fur,ameq
150,Flügel::N,wing,suluk
151,Flügel::N,wing,isaroq
152,Klaue::N,claw,kukik
153,Kralle::N,claw,kukik
154,Schwanz::N,tail,pamioq
155,Schwanz::N,tail,paperuusaq
156,Ei::N,egg,mannik
157,Nest::N,nest,ullut
158,Bau::N,lair,ini
159,Tier::N,animal,uumasoq
160,Herde::N,flock,unguukkat
161,Kuh::N,cow,ussik
162,Bulle::N,bull,angukulak
163,Bulle::N,bull,anguteralak
164,Bulle::N,bull,angutikulooq
165,Pferd::N,horse,
166,Schaf::N,sheep,sava
167,Schwein::N,pig,puuluki
168,Hund::N,dog,qimmeq
169,Katze::N,cat,puisaaq
170,Bär::N,bear,allaq
171,Eichhörnchen::N,squirrel,sissinnguaq
172,Elch::N,elk,
173,Fuchs::N,fox,terianniaq
174,Hase::N,hare,ukaleq
175,Maus::N,mouse,teriannguaq
176,Wolf::N,wolf,amaroq
177,Vogel::N,bird,timmiaq
178,Schwarm::N,swarm,
179,Huhn::N,chicken,kukkukooq
180,Huhn::N,chicken,marloraaqaaq
181,Hahn::N,cock,kiasiusaq
182,Gans::N,goose,nerleq
183,Adler::N,eagle,nattoralik
184,Ente::N,duck,
185,Eule::N,owl,uppik
186,Kranich::N,crane,qorlorfik
187,Krähe::N,crow,tuluatsiaq
188,Kuckuck::N,cuckoo,kukkooq
189,Schwan::N,swan,qussuk
190,Fisch::N,fish,aalisagaq
191,Barsch::N,perch,
192,Hecht::N,pike,
193,Schlange[Tier]::N,snake,pulateriarsuk
194,Schlange[Tier]::N,snake,pulateriaarsuk
195,Wurm::N,worm,
196,Spinne::N,spider,aasiaq
197,Spinne::N,spider,nissavaarsuk
198,Ameise::N,ant,uniaaluk
199,Laus::N,louse,kumak
200,Mücke::N,midge,ippernaq
201,Fliege::N,fly,ippernaq
202,Schmetterling::N,butterfly,paluaq
203,Schmetterling::N,butterfly,pakkaluaq
204,Schmetterling::N,butterfly,utsuppaluaq
205,Schmetterling::N,butterfly,taqaleqisaaq
206,Beere::N,berry,paarmaq
207,Beere::N,berry,paarngaq
208,Apfel::N,apple,iipili
209,Pilz::N,mushroom,anngiusaq
210,Zwiebel::N,onion,uanitsoq
211,Saat::N,seed,naatsiiassaq
212,Korn::N,grain,maannineq
213,Heu::N,hay,
214,Schale::N,husk,niutsivik
215,Schale::N,husk,ilulissaq qaartussaq
216,Grube::N,pit,itersaq
217,Falle::N,trap,pualavoq
218,Schlinge::N,noose,orseq
219,Schlinge::N,noose,norloq
220,Spur::N,track,tumaa
221,Asche::N,ashes,arsat
222,Dreck::N,filth,minguk
223,Eisen::N,iron,savimineq
224,Eisen::N,iron,saffiugassaq
225,Gold::N,gold,kuulti
226,Silber::N,silver,siilviuvoq
227,Kohle::N,coal,aamarsuit aamaruutissat
228,Glas::N,glass,igalaaq
229,Glas::N,glass,imertarfik
230,Glas::N,glass,igalaamineq
231,Lehm::N,clay,marraq
232,Sand::N,sand,sioqqat
233,Mensch::N,human,inuk
234,Mensch::N,human,silamiu
235,Mann::N,man,angut
236,Frau::N,woman,arnaq
237,Kind::N,child,meeraq
238,Junge::N,boy,nukappiaraq
239,Mädchen::N,girl,arnannguaq
240,Familie::N,family,ilaqutakka
241,Familie::N,family,ilaqutariit
242,Großvater::N,grandfather,aatak
243,Großmutter::N,grandmother,aanaq
244,Eltern::N,parents,angajoqqaat
245,Vater::N,father,ataata
246,Vater::N,father,ataataq
247,Mutter::N,mother,anaana
248,Sohn::N,son,erneq
249,Tochter::N,daughter,panik
250,Bruder::N,brother,ani
251,Bruder::N,brother,aqqaluk
252,Bruder::N,brother,qatanngut
253,Schwester::N,sister,naja
254,Schwester::N,sister,aleqa
255,Schwester::N,sister,qatanngut
256,Onkel::N,uncle,akkak
257,Tante::N,aunt,aja
258,Tante::N,aunt,ajak
259,Tante::N,aunt,atsak
260,Ehemann::N,husband,ui
261,Ehefrau::N,wife,nuliaq
262,Freude::N,joy,tipaatsussuseq
263,Gelächter::N,laughter,illaq
264,Glück::N,happiness,usornaat
265,Glück::N,happiness,usornarsuseq
266,Kummer::N,grief,
267,Wunsch::N,wish,kissaat
268,Lust::N,desire,illigussuseq
269,Lust::N,desire,piummaseq
270,Geist::N,spirit,anerneq
271,Geist::N,spirit,toornaq
272,Gedanke::N,thought,isumassaq
273,Gedächtnis::N,memory,eqqaamannissuseq
274,Verstand::N,mind,isuma
275,Verstand::N,mind,sianissut
276,Verstand::N,mind,misigissut
277,Verstand::N,mind,sianissuseq
278,Verstand::N,mind,silaqassuseq
279,Sinn::N,meaning,isuma
280,Grund::N,reason,patsit
281,Wahrheit::N,truth,sallusuissut
282,Gespräch::N,talk,
283,Märchen::N,fairy tale,oqalualaarut
284,Märchen::N,fairy tale,oqaluasaaq
285,Erzählung::N,story,oqaluttuaq
286,Nachricht::N,message,oqaassut
287,Nachricht::N,message,oqqersuut
288,Neuigkeit::N,news,tusarnartaq
289,Name::N,name,ateq
290,Rätsel::N,puzzle,nalorsitsaarut
291,Rede::N,speech,oqaluuseq
292,Sprache::N,language,oqaatsit
293,Stimme::N,voice,erinaq
294,Stimme::N,voice,qarluuseq
295,Wort::N,word,oqaasii
296,Zeichen::N,sign,nalunaaqqut
297,Ruf::N,call,qaaqqussut
298,Lärm::N,noise,perpaluk
299,Laut::N,sound,torsukattak
300,Ton::N,tone,erinaq
301,Lied::N,song,taalliaq
302,Lied::N,song,erinarsuut
303,Ruhe::N,calm,qatsunganeq
304,Leute::N,people,inuiak
305,Leute::N,people,inuiaqatigiit
306,Volk::N,nation,inuiaat
307,Arbeit::N,work,suliaq
308,Gast::N,guest,qaaqqusaq
309,Geschenk::N,gift,pajugut
310,Spiel::N,game,
311,Gesellschaft::N,company,
312,Hilfe::N,help,annertoqqut
313,Freund::N,friend,tiliaq
314,Freund::N,friend,ikinngut
315,Kamerad::N,companion,tiliaq
316,Kamerad::N,companion,ikinngut
317,Angelegenheit::N,matter,
318,Anzahl::N,count,
319,Art::N,sort,ileqquuseq
320,Stück::N,piece,nakkaalaniku
321,Teil::N,part,tassiaasat
322,Hälfte::N,half,affaq
323,Kreis::N,circle,kaajaluinneq or kaajaluitsoq
324,Kreuz::N,cross,sanningasulik
325,Linie::N,line,tittaq
326,Linie::N,line,titarneq
327,Strich::N,stroke,
328,Abstand::N,gap,aku
329,Abstand::N,gap,ikiaq
330,Entfernung::N,distance,asi
331,Gegend::N,area,nuna
332,Platz::N,space,ini
333,Platz::N,space,inissaq
334,Ort::N,place,sumiiffik
335,Seite::N,side,saneraq
336,Mitte::N,middle,qiteq
337,Gegenstand::N,item,
338,Sache::N,thing,pigisaq
339,Rand::N,fringe,sini
340,Rand::N,fringe,akerfineq
341,Kante::N,edge,akerfineq
342,Ecke::N,corner,teqeqqoq
343,Ecke::N,corner,tikeqqoq
344,Spitze::N,tip,inngik
345,Ende::N,end,isu
346,Loch::N,hole,putu
347,Winkel::N,angle,teqeqqorissaat
348,Muster::N,pattern,ilisserut
349,Größe::N,size,angissuseq
350,Länge::N,length,takissuseq
351,Höhe::N,height,
352,Gewicht::N,weight,oqimaalutaq
353,Menge::N,amount,amerlassuseq
354,Haufen::N,heap,eqimattat
355,Reihe::N,row,allunaasaq
356,Boot::N,boat,qajaq
357,Boot::N,boat,angallat
358,Boot::N,boat,umiatsiaq
359,Ruder::N,oar,iput
360,Schlitten::N,sleigh,qamutit
361,Schlitten::N,sleigh,qimusseq
362,Ski::N,ski,ataarut
363,Lagerfeuer::N,campfire,
364,Last::N,load,nammagaq
365,Gang::N,walk,
366,Schritt::N,step,allorneq
367,Norden::N,north,avannaq
368,Süden::N,south,qava
369,Süden::N,south,kujat
370,Süden::N,south,kujataa
371,Westen::N,west,kitaa
372,Osten::N,east,kangi
373,Holz::N,wood,qisuk
374,Brett::N,board,salliligaq
375,Platte::N,slab,qaateq
376,Stütze::N,bracket,ajagutaq
377,Stütze::N,bracket,ajaagutaq
378,Stange::N,pole,kaaviffik
379,Stock::N,stick,ajaappissat
380,Stab::N,staff,ajaappissat
381,Rohr::N,pipe,sullulik
382,Haus::N,house,illu
383,Heim::N,home,
384,Ofen::N,stove,kissarsuut
385,Fußboden::N,floor,nateq
386,Tisch::N,table,allattarfik
387,Stuhl::N,chair,issiavik
388,Stuhl::N,chair,issiaffik
389,Wiege::N,cradle,uaasoq
390,Bett::N,bed,nallavik
391,Regal::N,shelf,ilisivik
392,Kiste::N,box,sakissat
393,Kiste::N,box,illerfiusaq
394,Fenster::N,window,aki
395,Fenster::N,window,igalaaq
396,Tür::N,door,matu
397,Tor::N,gate,isaaffik
398,Zaun::N,fence,saputit
399,Dach::N,roof,qaliaq
400,Leiter::N,ladder,tummeqqat
401,Leiter::N,ladder,majuartarfiit
402,Besen::N,broom,saligutit
403,Spaten::N,spade,nivaataq
404,Schaufel::N,shovel,nivaataq
405,Gabel::N,fork,qilluaq
406,Gabel::N,fork,ajassaatit
407,Löffel::N,spoon,alussaat
408,Messer::N,knife,savik
409,Nagel::N,nail,kukik
410,Netz::N,net,anguffaseq
411,Haken::N,hook,nissik
412,Haken::N,hook,qarsorsaq
413,Haken::N,hook,qarsorsartoq
414,Griff::N,handle,ipi
415,Schloss::N,lock,illussaarsuaq
416,Bild::N,picture,assiliaq
417,Figur::N,figure,kisitsit
418,Puppe::N,doll,inuusaq
419,Beutel::N,pouch,
420,Bündel::N,bundle,qilertaq
421,Tasche::N,bag,pooqattaq
422,Eimer::N,bucket,
423,Deckel::N,cover,matu
424,Geschirr::N,dishes,anut
425,Sack::N,sack,
426,Tasse::N,cup,tiitorfik
427,Tasse::N,cup,tiitorfiup ilorlia
428,Topf::N,pot,qoqqoq
429,Kessel::N,kettle,uunnaavik
430,Essen::N,meal,igaaq
431,Nahrung::N,food,neqissaq
432,Speise::N,dish,nerisassat
433,Fleisch::N,meat,neqi
434,Getreide::N,corn,maannineq
435,Brei::N,mush,
436,Brot::N,bread,iffit
437,Brot::N,bread,iffiaq
438,Scheibe::N,slice,igalaassiaq
439,Fett::N,fat,tarnutissaq
440,Fett::N,fat,tarnutissiaq
441,Butter::N,butter,punneq
442,Öl::N,oil,uulia
443,Salz::N,salt,taratsut
444,Suppe::N,soup,qajoq
445,Honig::N,honey,tungusunnitsuut
446,Milch::N,milk,immuk
447,Tee::N,tea,tii
448,Tee::N,tea,teeq
449,Leder::N,leather,
450,Wolle::N,wool,nuersagassiaq
451,Stoff::N,cloth,milliaq
452,Stoff::N,cloth,qarlissiaq
453,Nadel::N,needle,meqqut
454,Faden::N,thread,ujalussiaq
455,Knopf::N,button,attat
456,Knoten::N,knot,akeroq
457,Knoten::N,knot,qilerneq
458,Farbe::N,paint,qalipaat
459,Kleidung::N,clothes,atisat
460,Kleidung::N,clothes,annoraaq
461,Hemd::N,shirt,ilupaaq
462,Kragen::N,collar,qungasiinnaq
463,Ärmel::N,sleeve,aaq
464,Hose::N,trousers,qarliit
465,Gürtel::N,belt,qiterut
466,Gürtel::N,belt,unngersaq
467,Mütze::N,cap,nasaq
468,Schuh::N,shoe,skuu
469,Schuh::N,shoe,ikernuk
470,Schuh::N,shoe,ateraasaq
471,Stiefel::N,boot,kamik
472,Ring::N,ring,assammiu
473,Band::N,ribbon,qilerutissiaq
474,Kamm::N,comb,illaagutit
475,Kamm::N,comb,illaajaatit pl.
476,Spiegel::N,mirror,tarrarsuut
477,Riemen::N,strap,allunaaq
478,Schnur::N,string,kujaaq
479,Schnur::N,string,allunaasaq
480,Leine::N,leash,aleq
481,Decke::N,blanket,qipik
482,Kissen::N,pillow,akit
483,Tuch::N,scarf,qarlissiaq
484,Handtuch::N,towel,allarut
485,Handtuch::N,towel,allarterut
486,Kraft::N,force,pissak
487,Stärke::N,strength,qerattarsaat
488,Gesundheit::N,health,peqqisusseq
489,Krankheit::N,illness,nappaat
490,Schmerz::N,pain,anniaat
491,Wunde::N,wound,iki
492,Fieber::N,fever,nappaat qanimanartoq
493,Arznei::N,medicine,imigassaq
494,Brücke::N,bridge,ikaartarfik
495,Brunnen::N,well,tissaluttuliaq
496,Weide::N,pasture,masarsuk
497,Pfad::N,path,aqqut
498,Weg::N,way,aggerfik
499,Straße::N,road,aqqusineq
500,Dorf::N,village,nunaqarfik
501,Stadt::N,town,illorpaat
502,Stadt::N,town,illorpalik
503,Brief::N,letter,allagarsiaq
504,Buch::N,book,atuakkat
505,Buch::N,book,mappersagaq
506,Buchstabe::N,character,naqinneq
507,Zeitung::N,newspaper,aviisi
508,Leben::N,life,inuussuseq
509,Tod::N,death,toqu
510,Tod::N,death,toquneq
511,Grab::N,grave,iliveq
512,Grab::N,grave,illissat
513,Kirche::N,church,oqaluffik
514,Sünde::N,sin,ajorti
515,Gott::N,god,
516,Arbeiter::N,worker,sulisoq
517,Chef::N,boss,ittoqut
518,Meister::N,master,naalagaq
519,Arzt::N,doctor,katsorsaasoq
520,Lehrer::N,teacher,ilinniartitsisoq
521,Geld::N,money,aningaasat
522,Geschäft::N,business,niuertarfik
523,Laden::N,shop,niuertarfik
524,Preis::N,price,aki
525,Ware::N,ware,qaliata pii
526,Ware::N,ware,nioqqutissaq
527,Nutzen::N,profit,iluaqut
528,Reichtum::N,wealth,
529,Welt::N,world,nunarsuaq
530,Land::N,country,nuna
531,Staat::N,state,
532,König::N,king,kunngi
533,Macht::N,power,pissaassuseq
534,Grenze::N,border,killik
535,Krieg::N,war,sorsunneq
536,Feind::N,enemy,akeraq
537,Feind::N,enemy,akerartorti
538,Feind::N,enemy,qinngarsuisoq
539,Gewalt::N,violence,
540,Kampf::N,fight,sorsunneq
541,Bogen[Waffe]::N,bow,
542,Pfeil::N,arrow,qalugiusaq
543,Gewehr::N,gun,aallaat
544,Fehler::N,mistake,kukkuneq
545,Fehler::N,mistake,paarlaappaa
546,Lüge::N,lie,
547,Schaden::N,damage,
548,Unglück::N,misfortune,perluut
549,Schuld::N,fault,akiitsugaq
550,Schuld::N,fault,akiligassaq
551,Alter::N,age,utoqqaq
552,Schluss::N,conclusion,isu
553,Zeit::N,time,ulloq
554,Zeit::N,time,akuttoqatigiinneq
555,Tag::N,day,ulloq
556,Morgen::N,morning,ullaaq
557,Mittag::N,noon,ulloqeqqa
558,Abend::N,evening,unnuk
559,Nacht::N,night,unnuaq
560,Woche::N,week,sapaatip akunnera
561,Monat::N,month,qaammat
562,Jahr::N,year,ukioq
563,Frühling::N,spring,upernaaq
564,Sommer::N,summer,aasaq
565,Herbst::N,autumn,ukiaq
566,Winter::N,winter,ukioq
567,Januar::N,January,siulleeq
568,Januar::N,January,qaammaliaq
569,Februar::N,February,aarlaat
570,März::N,March,marsi
571,März::N,March,martsi
572,April::N,April,
573,Mai::N,May,maaji
574,Juni::N,June,juuni
575,Juli::N,July,juuli
576,August::N,August,aggusti
577,September::N,September,septembari
578,Oktober::N,October,oktobari
579,November::N,November,novembari
580,Dezember::N,December,detsembari
581,Montag::N,Monday,ataasinngortoq
582,Dienstag::N,Tuesday,marlunngorneq
583,Mittwoch::N,Wednesday,pingasunngorneq
584,Donnerstag::N,Thursday,sisamanngorneq
585,Freitag::N,Friday,tallimanngorneq
586,Samstag::N,Saturday,arfininngorneq
587,Sonntag::N,Sunday,sapaat
588,Sonntag::N,Sunday,sapaati
589,groß::A,big,angivoq
590,klein::A,little,mikivoq
591,lang::A,long,takisooq
592,kurz::A,short,naatsoq
593,breit::A,wide,silippoq
594,schmal::A,narrow,amitsoq
595,dicht::A,dense,torsusooq
596,dick[Gegenstand]::A,thick,issuvoq
597,dick[Gegenstand]::A,thick,issusooq
598,dünn::A,thin,amitsoq
599,fein::A,delicate,mamarpoq
600,fest::A,firm,tangeqarpoq
601,flach::A,flat,nalimmappoq
602,glatt::A,smooth,quasak
603,hart::A,hard,mattusooq
604,hart::A,hard,manngerpoq
605,hart::A,hard,titeqquluppoq
606,weich::A,soft,nerumaarpoq
607,rund::A,round,ammallorippoq
608,spitz::A,pointed,qummukujooq
609,scharf::A,sharp,ipippoq
610,stumpf::A,blunt,anngerpoq
611,schwer::A,heavy,oqimaappoq
612,schön::A,beautiful,kusanarpoq
613,heiß::A,hot,kiappoq
614,warm::A,warm,oqorpoq
615,kalt::A,cold,issippoq
616,kühl::A,cool,pueqqortippoq
617,frisch::A,fresh,
618,feucht::A,damp,isugutavoq
619,feucht::A,damp,qaasernarpoq
620,nass::A,wet,imerorpoq
621,trocken::A,dry,panerpoq
622,voll::A,full,ulikkaarpoq
623,leer::A,empty,imaattuarpoq
624,offen::A,open,ammavoq
625,geschlossen::A,closed,matuvoq
626,sauber::A,clean,eqqippoq
627,sauber::A,clean,sukuluippoq
628,sauber::A,clean,ipeqanngilaq
629,schmutzig::A,dirty,tapappoq
630,schmutzig::A,dirty,minguppoq
631,roh::A,raw,aapavoq
632,reif::A,ripe,qaarulerpoq
633,lecker::A,delicious,
634,süß::A,sweet,tungusunnippoq
635,bitter::A,bitter,qasilippoq
636,sauer::A,sour,
637,hell::A,bright,qaamavoq
638,dunkel::A,dark,qernerpoq
639,schwarz::A,black,qernerpoq
640,weiß::A,white,qaqorpoq
641,rot::A,red,aappaluppoq
642,gelb::A,yellow,sungaarpoq
643,blau::A,blue,tungujorpoq
644,grün::A,green,qorsooqqippoq
645,grau::A,grey,qaserpoq
646,bunt::A,colourful,
647,bunt::A,colorful,
648,billig::A,cheap,akikippoq
649,teuer::A,dear,
650,wertvoll::A,precious,erlinnarpoq
651,blind::A,blind,tappiippoq
652,blind::A,blind,isigisaqanngilaq
653,taub::A,deaf,tusilarpoq
654,kräftig::A,powerful,pissaq
655,kräftig::A,powerful,pissarsuaq
656,stark::A,strong,sanngivoq
657,schwach::A,weak,nakuippoq
658,fett::A,fat,pualavoq
659,schlank::A,slim,tuappoq
660,hübsch::A,pretty,aatsialaq
661,böse::A,evil,ajorpoq
662,dumm::A,stupid,taqajak
663,dumm::A,stupid,sikkilluppoq
664,dumm::A,stupid,qaatusimasaqanngilaq
665,faul::A,lazy,eqiasuppoq
666,faul::A,lazy,eqiattortuvoq
667,fleißig::A,diligent,eqiasuippoq
668,geizig::A,stingy,iasilaarpoq
669,geizig::A,stingy,tukkuippoq
670,klug::A,clever,mallak
671,klug::A,clever,ittanneq
672,klug::A,clever,kutaappoq
673,klug::A,clever,kuttaappoq
674,klug::A,clever,qarasagippoq
675,geschickt::A,skilful,
676,geschickt::A,skillful,
677,lieb::A,dear,akisooq
678,lustig::A,merry,piikulavoq
679,sanft::A,gentle,isumagippoq
680,hungrig::A,hungry,kaappoq
681,hungrig::A,hungry,perlilerpoq
682,krank::A,sick,napparsimavoq
683,nackt::A,naked,
684,traurig::A,sad,aliasuppoq
685,lebendig::A,living,uumavoq
686,gut::A,good,ajunngilaq
687,schlecht::A,bad,sualuppoq
688,richtig::A,correct,iluarpoq
689,schlimm::A,nasty,amiilaarnarpoq
690,wahr::A,true,ilumoorpoq
691,alt::A,old,pisoqaq
692,neu::A,new,nutaavoq
693,ehemalig::A,former,
694,alt[Lebewesen]::A,aged,utoqqaq
695,jung::A,young,inuusuppoq
696,jung::A,young,kingulliarsuk
697,arm::A,poor,piillasoq
698,arm::A,poor,piitsuuvoq
699,reich::A,rich,pisuuvoq
700,bekannt::A,familiar,
701,berühmt::A,famous,tusaamasaq
702,fremd::A,foreign,ajasoornarpoq
703,verschieden::A,different,allatut
704,verschieden::A,different,tamalaat
705,nah::A,near,qanippoq
706,fern::A,far,ungasippoq
707,linker::A,left,saamerleq
708,rechter::A,right,innarluissut
709,anderer::A,other,
710,erster::A,first,siulleq
711,zweiter::A,second,qataatsup tullia
712,dritter::A,third,pingajorarterut
713,letzter::A,last,kingulleq
714,allein::ADV,alone,kisimiippoq
715,auf einmal::ADV,at once,tassanngaannaq
716,zusammen::ADV,together,attaasa
717,zusammen::ADV,together,attarmik
718,lange::ADV,long,akuni
719,plötzlich::ADV,suddenly,tassanngaannaq
720,sofort::ADV,instantly,erniinnaq
721,später::ADV,later,kingorna
722,jetzt::ADV,now,maanna
723,jetzt::ADV,now,massakkut
724,heute::ADV,today,ullumi
725,morgen::ADV,tomorrow,aqagu
726,bald::ADV,soon,erniinnaq
727,dann::ADV,then,taava
728,gestern::ADV,yesterday,ippassaq
729,einst::ADV,once,ataatsimik
730,einst::ADV,once,ilaanni
731,damals::ADV,at that time,taamani
732,damals::ADV,at that time,taamanikkut
733,damals::ADV,at that time,taassumuunakkut
734,danach::ADV,afterwards,taava
735,vorher::ADV,before,siornagut
736,zuerst::ADV,at first,
737,einmal::ADV,once,ilaanni
738,einmal::ADV,once,ataatsimik
739,manchmal::ADV,sometimes,qaqutigu
740,manchmal::ADV,sometimes,qaqutigut
741,oft::ADV,often,akulikitsumik
742,immer::ADV,always,tamatigut
743,niemals::ADV,never,
744,hier::ADV,here,maani
745,hierhin::ADV,hither,maani
746,hierhin::ADV,to here,maani
747,hierhin::ADV,here,maani
748,von hier::ADV,hence,
749,dort::ADV,there,
750,dorthin::ADV,thither,ikuuna
751,dorthin::ADV,there,ikuuna
752,dorthin::ADV,to there,ikuuna
753,geradeaus::ADV,ahead,narlumut
754,vorwärts::ADV,forward,pilangavoc
755,rückwärts::ADV,backward,kingumut
756,rückwärts::ADV,backward,tunumut or tunummut
757,zurück::ADV,back,kingumut
758,zurück::ADV,back,tunumut or tunummut
759,unten::ADV,below,kana
760,hinab::ADV,down,qiviu
761,oben::ADV,above,
762,hinauf::ADV,up,
763,überall::ADV,everywhere,tamaginni
764,überall::ADV,everywhere,tamani tamaani
765,nicht::ADV,not,
766,ein wenig::ADV,a little,
767,kaum::ADV,hardly,qaqutigorsuaq
768,sehr::ADV,very,assut
769,so::ADV,so,
770,noch::ADV,still,qeratavoq
771,nur::ADV,only,
772,schon::ADV,already,taava-una
773,wieder::ADV,again,kingumut
774,vergebens::ADV,in vain,angiluk
775,vor::PRP,in front of,
776,hinter::PRP,behind,
777,unter::PRP,under,
778,durch::PRP,through,
779,neben::PRP,next to,
780,zwischen::PRP,between,
781,wegen::PRP,because of,
782,dies::PRN,this,manna
783,dies::PRN,this,matuma
784,das::PRN,that,ua
785,alles::PRN,everything,
786,ich::PRN,I,uanga
787,du::PRN,you,illit
788,du::PRN,thou,illit
789,er::PRN,he,una
790,wir::PRN,we,uagut
791,ihr::PRN,you,ilissi
792,sie::PRN,they,uku
793,was::FPRN,what,aat?
794,wer::FPRN,who,kikkut
795,wo::FADV,where,sumi
796,wohin::FADV,where ... to,sumut
797,wohin::FADV,where to,sumut
798,wohin::FADV,where,sumut
799,wie::FADV,how,qanoq
800,warum::FADV,why,sooq
801,wieviel::FNUM,how much,qassit
802,wieviel::FNUM,how much,qanoq atsigisumik?
