,Concept_ID,hr,is
116,Sumpf::N,bara,fen
117,Moor::N,močvara,mýri
118,Wiese::N,livada,engi
119,Wald::N,šuma,skógur
120,Hügel::N,brijeg,hæð
121,Hügel::N,brijeg,hóll
122,Hügel::N,brežuljak,hæð
123,Hügel::N,brežuljak,hóll
124,Anhöhe::N,uzvišica,hæð
125,Anhöhe::N,uzvišica,hóll
126,Berg::N,brdo,fell
127,Berg::N,brdo,fjall
128,Gipfel::N,vrh,tindur
129,Höhle::N,pećina,hellir
130,Höhle::N,spilja,hellir
131,Abhang::N,obronak,hlíð
132,Abhang::N,obronak,brekka
133,Abhang::N,nizbrdica,hlíð
134,Abhang::N,nizbrdica,brekka
135,Quelle::N,izvor,lind
136,Quelle::N,izvor,uppspretta
137,Quelle::N,vrelo,lind
138,Quelle::N,vrelo,uppspretta
139,Bach::N,potok,lækur
140,Fluss::N,rijeka,á
141,Fluss::N,rijeka,fljót
142,Ufer::N,obala,árbakki
143,Ufer::N,obala,sjávarbakki
144,Küste::N,obala,strönd
145,Küste::N,morska obala,strönd
146,Festland::N,kopno,meginland
147,Meer::N,more,haf
148,Meer::N,more,sjór
149,Bucht::N,zaliv,vík
150,Insel::N,ada,eyja
151,Insel::N,otok,eyja
152,Blume::N,cvijet,blóm
153,Gras::N,trava,gras
154,Wurzel::N,korijen,rót
155,Baum::N,drvo,tré
156,Baum::N,stablo,tré
157,Stamm::N,deblo,stofn
158,Stamm::N,stablo,stofn
159,Rinde::N,kora,börkur
160,Ast::N,grana,grein
161,Zweig::N,grana,angi
162,Zweig::N,grana,kvistur
163,Blatt::N,list,blað
164,Birke::N,breza,birki
165,Kiefer[Baum]::N,bor,fura
166,Weide[Baum]::N,iva,víðir
167,Weide[Baum]::N,vŕba,víðir
168,Tanne::N,jela,greni
169,Horn::N,rog,horn
170,Feder::N,pero,fjöður
171,Fell::N,koža,skinn
172,Flügel::N,krilo,vængur
173,Klaue::N,papak,kló
174,Kralle::N,pandža,kló
175,Schwanz::N,rep,rófa
176,Schwanz::N,rep,skott
177,Ei::N,jaje,egg
178,Nest::N,gnijezdo,hreiður
179,Bau::N,jazbina,greni
180,Bau::N,jazbina,bæli
181,Tier::N,životinja,dýr
182,Herde::N,krdo,hjörð
183,Herde::N,stado,hjörð
184,Kuh::N,krava,kýr
185,Bulle::N,bik,boli
186,Pferd::N,konj,hestur
187,Schaf::N,ovca,kind
188,Schwein::N,svinja,svín
189,Hund::N,pas,hundur
190,Hund::N,pseto,hundur
191,Katze::N,mačka,köttur
192,Bär::N,medvjed,björn
193,Eichhörnchen::N,vjeverica,íkorni
194,Elch::N,los,elgur
195,Fuchs::N,lisica,refur
196,Hase::N,zec,héri
197,Maus::N,miš,mús
198,Wolf::N,vuk,úlfur
199,Wolf::N,kurjak,úlfur
200,Vogel::N,ptica,fugl
201,Schwarm::N,roj,sægur
202,Schwarm::N,jato,sægur
203,Huhn::N,kokoš,hæna
204,Hahn::N,kokot,hani
205,Hahn::N,pijevac,hani
206,Gans::N,guska,gæs
207,Adler::N,orao,örn
208,Ente::N,patka,önd
209,Eule::N,sova,uggla
210,Kranich::N,ždral,trana
211,Krähe::N,vrana,kráka
212,Kuckuck::N,kukavica,gaukur
213,Schwan::N,labud,svanur
214,Fisch::N,riba,fiskur
215,Barsch::N,grgeč,aborri
216,Hecht::N,štuka,gedda
217,Schlange[Tier]::N,guja,naðra
218,Schlange[Tier]::N,zmija,naðra
219,Wurm::N,crv,ormur
220,Spinne::N,pauk,kónguló
221,Ameise::N,mrav,maur
222,Laus::N,uš,lús
223,Mücke::N,komarac,mý
224,Mücke::N,komarac,mýfluga
225,Fliege::N,muha,fluga
226,Schmetterling::N,leptir,fiðrildi
227,Beere::N,boba,ber
228,Beere::N,bobica,ber
229,Apfel::N,jabuka,epli
230,Pilz::N,pečurka,sveppur
231,Zwiebel::N,luk,laukur
232,Zwiebel::N,kapula,laukur
233,Saat::N,sjemenje,fræ
234,Saat::N,sjemenje,útsæði
235,Korn::N,zrno,korn
236,Heu::N,sijeno,hey
237,Schale::N,kora,hýði
238,Schale::N,ljuska,hýði
239,Grube::N,jama,gryfja
240,Falle::N,zamka,gildra
241,Falle::N,klopka,gildra
242,Schlinge::N,uzao,snara
243,Schlinge::N,petlja,snara
244,Spur::N,trag,spor
245,Spur::N,slijed,spor
246,Asche::N,pepeo,aska
247,Dreck::N,blato,óþverri
248,Eisen::N,željezo,járn
249,Gold::N,zlato,gull
250,Silber::N,srebro,silfur
251,Kohle::N,ugalj,kol
252,Kohle::N,ugljen,kol
253,Glas::N,staklo,gler
254,Lehm::N,glina,leir
255,Lehm::N,ilovača,leir
256,Sand::N,pijesak,sandur
257,Mensch::N,čovjek,maður
258,Mensch::N,čovjek,manneskja
259,Mann::N,muškarac,maður
260,Mann::N,muškarac,karlmaður
261,Frau::N,žena,kona
262,Kind::N,čedo,barn
263,Kind::N,čedo,krakki
264,Kind::N,dijete,barn
265,Kind::N,dijete,krakki
266,Junge::N,momče,drengur
267,Junge::N,dječak,drengur
268,Mädchen::N,djevojka,stelpa
269,Mädchen::N,djevojčica,stelpa
270,Familie::N,obitelj,fjölskylda
271,Familie::N,porodica,fjölskylda
272,Großvater::N,djed,afi
273,Großmutter::N,baka,amma
274,Eltern::N,roditelji,foreldrar
275,Vater::N,otac,faðir
276,Mutter::N,majka,móðir
277,Sohn::N,sin,sonur
278,Tochter::N,kći,dóttir
279,Tochter::N,kćerka,dóttir
280,Bruder::N,brat,bróðir
281,Schwester::N,sestra,systir
282,Onkel::N,čika,föðurbróðir
283,Onkel::N,ujak,föðurbróðir
284,Tante::N,ujna,frænka
285,Tante::N,ujna,móðursystir
286,Tante::N,tetka,frænka
287,Tante::N,tetka,móðursystir
288,Ehemann::N,muž,eiginmaður
289,Ehemann::N,suprug,eiginmaður
290,Ehefrau::N,žena,eiginkona
291,Ehefrau::N,supruga,eiginkona
292,Freude::N,radost,gleði
293,Gelächter::N,grohot,hlátur
294,Glück::N,sreća,gæfa
295,Kummer::N,jad,sorg
296,Kummer::N,briga,sorg
297,Wunsch::N,želja,ósk
298,Lust::N,volja,fýsn
299,Lust::N,volja,löngun
300,Geist::N,duh,andi
301,Gedanke::N,misao,hugsun
302,Gedächtnis::N,pamćenje,minni
303,Verstand::N,um,vit
304,Verstand::N,razum,vit
305,Sinn::N,smisao,merking
306,Sinn::N,značenje,merking
307,Grund::N,razlog,ástæða
308,Wahrheit::N,istina,sannleikur
309,Gespräch::N,razgovor,samtal
310,Märchen::N,bajka,ævintýri
311,Erzählung::N,priča,saga
312,Erzählung::N,pripovijest,saga
313,Nachricht::N,vijest,frétt
314,Neuigkeit::N,novost,frétt
315,Name::N,ime,nafn
316,Rätsel::N,zagonetka,gáta
317,Rede::N,govor,ræða
318,Rede::N,besjeda,ræða
319,Sprache::N,jezik,mál
320,Sprache::N,jezik,tungumál
321,Stimme::N,glas,rödd
322,Wort::N,riječ,orð
323,Zeichen::N,znak,tákn
324,Zeichen::N,znak,merki
325,Ruf::N,povik,kall
326,Ruf::N,poklik,kall
327,Lärm::N,buka,hávaði
328,Lärm::N,galama,hávaði
329,Laut::N,zvuk,hljóð
330,Ton::N,ton,tónn
331,Lied::N,pjesma,ljóð
332,Lied::N,pjesma,söngur
333,Ruhe::N,tišina,ró
334,Ruhe::N,tišina,kyrrð
335,Ruhe::N,počinak,ró
336,Ruhe::N,počinak,kyrrð
337,Leute::N,ljudi,fólk
338,Volk::N,puk,þjóð
339,Volk::N,narod,þjóð
340,Arbeit::N,rad,vinna
341,Arbeit::N,posao,vinna
342,Gast::N,gost,gestur
343,Geschenk::N,dar,gjöf
344,Geschenk::N,poklon,gjöf
345,Spiel::N,igra,leikur
346,Gesellschaft::N,društvo,selskapur
347,Gesellschaft::N,kompanija,selskapur
348,Hilfe::N,pomoć,hjálp
349,Freund::N,prijatelj,vinur
350,Kamerad::N,drug,félagi
351,Kamerad::N,drugar,félagi
352,Angelegenheit::N,posao,mál
353,Angelegenheit::N,posao,málefni
354,Anzahl::N,broj,tala
355,Anzahl::N,broj,fjöldi
356,Anzahl::N,brojnost,tala
357,Anzahl::N,brojnost,fjöldi
358,Art::N,vid,tegund
359,Art::N,vrst,tegund
360,Stück::N,komad,biti
361,Stück::N,komad,stykki
362,Teil::N,dio,hluti
363,Teil::N,dio,partur
364,Hälfte::N,polovina,helmingur
365,Kreis::N,krug,hringur
366,Kreuz::N,križ,kross
367,Kreuz::N,križ,krossmark
368,Linie::N,crta,lína
369,Strich::N,crta,strik
370,Abstand::N,razmak,millibil
371,Abstand::N,odstojanje,millibil
372,Entfernung::N,udaljenost,fjarlægð
373,Gegend::N,kraj,hérað
374,Gegend::N,predeo,hérað
375,Platz::N,mjesto,pláss
376,Ort::N,mjesto,staður
377,Seite::N,bok,hlið
378,Seite::N,strana,hlið
379,Mitte::N,sredina,miðja
380,Gegenstand::N,predmet,hlutur
381,Sache::N,posao,mál
382,Rand::N,rub,brún
383,Rand::N,kraj,brún
384,Kante::N,brid,rönd
385,Kante::N,ivica,rönd
386,Ecke::N,ugao,horn
387,Spitze::N,vrh,oddur
388,Spitze::N,šiljak,oddur
389,Ende::N,konac,endi
390,Loch::N,rupa,gat
391,Loch::N,rupa,hola
392,Winkel::N,kut,skot
393,Winkel::N,kut,krókur
394,Winkel::N,ugao,skot
395,Winkel::N,ugao,krókur
396,Muster::N,uzor,munstur
397,Größe::N,veličina,stærð
398,Länge::N,duljina,lengd
399,Höhe::N,visina,hæð
400,Gewicht::N,težina,vigt
401,Gewicht::N,težina,þyngd
402,Menge::N,mnoštvo,magn
403,Menge::N,količina,magn
404,Haufen::N,hrpa,hrúga
405,Haufen::N,hrpa,haugur
406,Haufen::N,gomila,hrúga
407,Haufen::N,gomila,haugur
408,Reihe::N,red,röð
409,Boot::N,čun,bátur
410,Boot::N,čamac,bátur
411,Ruder::N,veslo,ár
412,Schlitten::N,saone,sleði
413,Ski::N,ski,skíði
414,Ski::N,smučka,skíði
415,Lagerfeuer::N,logorska vatra,varðeldur
416,Last::N,tovar,byrði
417,Last::N,tovar,farmur
418,Gang::N,hod,ganga
419,Schritt::N,korak,skref
420,Norden::N,sjever,norður
421,Süden::N,jug,suður
422,Westen::N,zapad,vestur
423,Osten::N,istok,austur
424,Holz::N,drvo,viður
425,Brett::N,daska,fjöl
426,Platte::N,ploča,flötur
427,Stütze::N,potpora,stoð
428,Stange::N,motka,stöng
429,Stock::N,štap,prik
430,Stock::N,štap,stafur
431,Stock::N,palica,prik
432,Stock::N,palica,stafur
433,Stab::N,štap,prik
434,Stab::N,štap,stafur
435,Stab::N,šipka,prik
436,Stab::N,šipka,stafur
437,Rohr::N,cijev,rör
438,Rohr::N,cijev,pípa
439,Haus::N,kuća,hús
440,Heim::N,dom,heimili
441,Ofen::N,peć,ofn
442,Fußboden::N,pod,gólf
443,Tisch::N,stol,borð
444,Tisch::N,trpeza,borð
445,Stuhl::N,stolac,stóll
446,Stuhl::N,stolica,stóll
447,Wiege::N,kolijevka,vagga
448,Bett::N,krevet,rúm
449,Bett::N,krevet,hvíla
450,Bett::N,postelja,rúm
451,Bett::N,postelja,hvíla
452,Regal::N,polica,hilla
453,Kiste::N,sanduk,kassi
454,Fenster::N,prozor,gluggi
455,Tür::N,vrata,dyr
456,Tür::N,vrata,hurð
457,Tor::N,vrata,hlið
458,Tor::N,kapija,hlið
459,Zaun::N,plot,girðing
460,Zaun::N,plot,limgarður
461,Zaun::N,ograda,girðing
462,Zaun::N,ograda,limgarður
463,Dach::N,krov,þak
464,Leiter::N,ljestve,stigi
465,Leiter::N,ljestvice,stigi
466,Besen::N,metla,sópur
467,Spaten::N,ašov,spaði
468,Schaufel::N,lopata,skófla
469,Gabel::N,viljuška,gaffall
470,Löffel::N,žlica,skeið
471,Messer::N,nož,hnífur
472,Nagel::N,čavao,nögl
473,Netz::N,mreža,net
474,Haken::N,kuka,krókur
475,Griff::N,držak,tak
476,Griff::N,ručica,tak
477,Schloss::N,brava,lás
478,Bild::N,slika,mynd
479,Figur::N,figura,stytta
480,Puppe::N,lutka,brúða
481,Beutel::N,kesa,poki
482,Beutel::N,kesa,baggi
483,Bündel::N,snop,böggull
484,Bündel::N,svežanj,böggull
485,Tasche::N,torba,veski
486,Tasche::N,taška,veski
487,Eimer::N,kabao,fata
488,Deckel::N,poklopac,lok
489,Geschirr::N,suđe,leirtau
490,Geschirr::N,posuđe,leirtau
491,Sack::N,džak,sekkur
492,Sack::N,vreća,sekkur
493,Tasse::N,šalica,bolli
494,Topf::N,lonac,pottur
495,Kessel::N,kazan,ketill
496,Essen::N,obrok,matur
497,Nahrung::N,hrana,fæða
498,Speise::N,jelo,réttur
499,Speise::N,jelo,matarréttur
500,Fleisch::N,meso,kjöt
501,Getreide::N,žito,korn
502,Getreide::N,žitarice,korn
503,Brei::N,kaša,grautur
504,Brot::N,kruh,brauð
505,Scheibe::N,kriška,sneið
506,Fett::N,mast,fita
507,Fett::N,salo,fita
508,Butter::N,buter,smjör
509,Butter::N,maslac,smjör
510,Öl::N,ulje,olía
511,Salz::N,sol,salt
512,Suppe::N,supa,súpa
513,Honig::N,med,hunang
514,Milch::N,mlijeko,mjólk
515,Tee::N,čaj,te
516,Leder::N,koža,skinn
517,Wolle::N,vuna,ull
518,Stoff::N,štof,dúkur
519,Stoff::N,tkanina,dúkur
520,Nadel::N,igla,nál
521,Faden::N,nit,þráður
522,Faden::N,konac,þráður
523,Knopf::N,dugme,tala
524,Knopf::N,dugme,hnappur
525,Knoten::N,čvor,hnútur
526,Knoten::N,uzao,hnútur
527,Farbe::N,farba,málning
528,Kleidung::N,odjeća,búningur
529,Kleidung::N,odjeća,klæðnaður
530,Hemd::N,košulja,skyrta
531,Kragen::N,ovratnik,kragi
532,Kragen::N,ovratnik,flibbi
533,Ärmel::N,rukav,ermi
534,Hose::N,hlače,buxur
535,Gürtel::N,pas,belti
536,Gürtel::N,pojas,belti
537,Mütze::N,kapa,húfa
538,Schuh::N,cipela,skór
539,Stiefel::N,čizma,stígvél
540,Ring::N,prsten,hringur
541,Band::N,vrpca,band
542,Kamm::N,češalj,greiða
543,Spiegel::N,zrcalo,spegill
544,Spiegel::N,ogledalo,spegill
545,Riemen::N,kaiš,ól
546,Riemen::N,kaiš,reim
547,Riemen::N,remen,ól
548,Riemen::N,remen,reim
549,Schnur::N,vrpca,snúra
550,Leine::N,uzica,band
551,Decke::N,ćebe,teppi
552,Decke::N,pokrivač,teppi
553,Kissen::N,jastuk,koddi
554,Tuch::N,rubac,klútur
555,Tuch::N,marama,klútur
556,Handtuch::N,ručnik,þurrka
557,Handtuch::N,ručnik,handklæði
558,Kraft::N,snaga,afl
559,Kraft::N,snaga,kraftur
560,Stärke::N,jakost,styrkur
561,Gesundheit::N,zdravlje,heilsa
562,Gesundheit::N,zdravlje,heilbrigði
563,Krankheit::N,bolest,sjúkdómur
564,Schmerz::N,bol,sársauki
565,Wunde::N,rana,sár
566,Fieber::N,groznica,hitasótt
567,Arznei::N,lijek,lyf
568,Brücke::N,most,brú
569,Brücke::N,ćuprija,brú
570,Brunnen::N,bunar,brunnur
571,Brunnen::N,zdenac,brunnur
572,Weide::N,paša,hagi
573,Weide::N,pašnjak,hagi
574,Pfad::N,staza,stígur
575,Weg::N,put,vegur
576,Straße::N,drum,gata
577,Straße::N,drum,stræti
578,Straße::N,cesta,gata
579,Straße::N,cesta,stræti
580,Dorf::N,selo,þorp
581,Stadt::N,grad,borg
582,Stadt::N,varoš,borg
583,Brief::N,list,bréf
584,Brief::N,pismo,bréf
585,Buch::N,knjiga,bók
586,Buchstabe::N,slovo,bókstafur
587,Zeitung::N,novine,dagblað
588,Leben::N,život,líf
589,Tod::N,smrt,dauði
590,Grab::N,raka,gröf
591,Kirche::N,crkva,kirkja
592,Sünde::N,grijeh,synd
593,Gott::N,bog,guð
594,Arbeiter::N,radnik,verkamaður
595,Chef::N,šef,yfirmaður
596,Meister::N,majstor,meistari
597,Arzt::N,liječnik,læknir
598,Lehrer::N,učitelj,kennari
599,Geld::N,novac,peningar
600,Geschäft::N,posao,viðskipti
601,Geschäft::N,trgovina,viðskipti
602,Laden::N,dućan,búð
603,Laden::N,dućan,verslun
604,Preis::N,cijena,verð
605,Ware::N,roba,vara
606,Nutzen::N,korist,gagn
607,Reichtum::N,bogatstvo,auður
608,Welt::N,svijet,veröld
609,Land::N,zemlja,land
610,Staat::N,država,ríki
611,König::N,kralj,konungur
612,Macht::N,moć,vald
613,Macht::N,vlast,vald
614,Grenze::N,granica,landamæri
615,Krieg::N,rat,stríð
616,Feind::N,neprijatelj,fjandmaður
617,Gewalt::N,sila,ofbeldi
618,Gewalt::N,nasilje,ofbeldi
619,Kampf::N,boj,bardagi
620,Kampf::N,borba,bardagi
621,Bogen[Waffe]::N,luk,bogi
622,Pfeil::N,strijela,ör
623,Gewehr::N,puška,byssa
624,Fehler::N,pogreška,villa
625,Fehler::N,griješka,villa
626,Lüge::N,laž,lygi
627,Schaden::N,šteta,skemmd
628,Unglück::N,nesreća,óhamingja
629,Schuld::N,krivnja,sök
630,Alter::N,dob,aldur
631,Schluss::N,kraj,lok
632,Schluss::N,kraj,endir
633,Schluss::N,konac,lok
634,Schluss::N,konac,endir
635,Zeit::N,doba,tími
636,Zeit::N,vrijeme,tími
637,Tag::N,dan,dagur
638,Morgen::N,jutro,morgunn
639,Mittag::N,podne,hádegi
640,Abend::N,veče,kvöld
641,Abend::N,večer,kvöld
642,Nacht::N,noć,nótt
643,Woche::N,sedmica,vika
644,Monat::N,mjesec,mánuður
645,Jahr::N,godina,ár
646,Frühling::N,proljeće,vor
647,Sommer::N,ljeto,sumar
648,Herbst::N,jesen,haust
649,Winter::N,zima,vetur
650,Januar::N,januar,janúar
651,Januar::N,siječanj,janúar
652,Februar::N,veljača,február
653,Februar::N,februar,február
654,März::N,mart,mars
655,März::N,ožujak,mars
656,April::N,april,apríl
657,April::N,travanj,apríl
658,Mai::N,maj,maí
659,Mai::N,svibanj,maí
660,Juni::N,juni,júní
661,Juni::N,lipanj,júní
662,Juli::N,juli,júlí
663,Juli::N,srpanj,júlí
664,August::N,august,ágúst
665,August::N,kolovoz,ágúst
666,September::N,rujan,september
667,September::N,septembar,september
668,Oktober::N,oktobar,október
669,Oktober::N,listopad,október
670,November::N,studeni,nóvember
671,November::N,novembar,nóvember
672,Dezember::N,prosinac,desember
673,Montag::N,ponedjeljak,mánudagur
674,Montag::N,ponedjeljnik,mánudagur
675,Dienstag::N,utorak,þriðjudagur
676,Dienstag::N,utornik,þriðjudagur
677,Mittwoch::N,srijeda,miðvikudagur
678,Donnerstag::N,četvrtak,fimmtudagur
679,Freitag::N,petak,föstudagur
680,Samstag::N,subota,laugardagur
681,Sonntag::N,nedjelja,sunnudagur
682,groß::A,velik,stór
683,klein::A,mali,lítill
684,klein::A,malen,lítill
685,lang::A,dug,langur
686,lang::A,dugačak,langur
687,kurz::A,kratak,stuttur
688,breit::A,širok,breiður
689,schmal::A,uski,mjór
690,schmal::A,uzak,mjór
691,dicht::A,gust,þéttur
692,dick[Gegenstand]::A,debeo,þykkur
693,dünn::A,tanak,þunnur
694,fein::A,fin,fíngerður
695,fein::A,tanak,fíngerður
696,fest::A,čvrst,fastur
697,flach::A,ravan,flatur
698,flach::A,plosnat,flatur
699,glatt::A,gladak,háll
700,glatt::A,gladak,sléttur
701,hart::A,tvrd,harður
702,weich::A,mek,mjúkur
703,weich::A,mekan,mjúkur
704,rund::A,okrugao,kringlóttur
705,spitz::A,oštar,oddhvass
706,spitz::A,šiljast,oddhvass
707,scharf::A,oštar,beittur
708,scharf::A,bridak,beittur
709,stumpf::A,tup,bitlaus
710,schwer::A,težak,þungur
711,schön::A,krasan,fagur
712,schön::A,krasan,fallegur
713,heiß::A,vruć,heitur
714,warm::A,topao,hlýr
715,warm::A,topao,heitur
716,kalt::A,hladan,kaldur
717,kühl::A,hladan,svalur
718,frisch::A,svjež,frískur
719,feucht::A,vlažan,rakur
720,feucht::A,vlažan,þvalur
721,nass::A,mokar,votur
722,nass::A,mokar,blautur
723,trocken::A,suh,þurr
724,voll::A,pun,fullur
725,leer::A,prazan,tómur
726,offen::A,otvoren,opinn
727,geschlossen::A,zatvoren,lokaður
728,sauber::A,čist,þrifinn
729,schmutzig::A,nečist,óhreinn
730,schmutzig::A,nečist,sóðalegur
731,schmutzig::A,blatan,óhreinn
732,schmutzig::A,blatan,sóðalegur
733,roh::A,sirov,hrár
734,reif::A,zreo,þroskaður
735,lecker::A,tečan,ljúffengur
736,lecker::A,ukusan,ljúffengur
737,süß::A,sladak,sætur
738,bitter::A,gorak,beiskur
739,sauer::A,kiseo,súr
740,hell::A,vedar,bjartur
741,hell::A,svijetao,bjartur
742,dunkel::A,taman,dimmur
743,schwarz::A,crn,svartur
744,weiß::A,bio,hvítur
745,weiß::A,bijel,hvítur
746,rot::A,crven,rauður
747,gelb::A,žut,gulur
748,blau::A,plav,blár
749,blau::A,modar,blár
750,grün::A,zelen,grænn
751,grau::A,siv,grár
752,bunt::A,šaren,marglitur
753,billig::A,jeftin,ódýr
754,teuer::A,skup,dýr
755,wertvoll::A,vrijedan,verðmætur
756,wertvoll::A,dragocjen,verðmætur
757,blind::A,slijep,blindur
758,taub::A,gluh,heyrnarlaus
759,kräftig::A,snažan,öflugur
760,stark::A,jak,sterkur
761,stark::A,snažan,sterkur
762,schwach::A,slab,veill
763,fett::A,pretio,feitur
764,schlank::A,vitak,grannur
765,schlank::A,vitak,spengilegur
766,hübsch::A,zgodan,snotur
767,hübsch::A,zgodan,laglegur
768,böse::A,zao,illur
769,böse::A,zao,vondur
770,böse::A,opak,illur
771,böse::A,opak,vondur
772,dumm::A,glup,heimskur
773,faul::A,lijen,latur
774,fleißig::A,radin,iðinn
775,fleißig::A,marljiv,iðinn
776,geizig::A,škrt,nískur
777,klug::A,razborit,hygginn
778,geschickt::A,vješt,fimur
779,geschickt::A,vješt,laginn
780,lieb::A,drag,kær
781,lieb::A,drag,ljúfur
782,lustig::A,veseo,kátur
783,sanft::A,blag,blíður
784,hungrig::A,gladan,soltinn
785,hungrig::A,gladan,hungraður
786,krank::A,bolestan,sjúkur
787,nackt::A,nag,nakinn
788,traurig::A,tužan,dapur
789,traurig::A,tužan,hryggur
790,traurig::A,žalostan,dapur
791,traurig::A,žalostan,hryggur
792,lebendig::A,živ,lifandi
793,gut::A,dobar,góður
794,schlecht::A,loš,slæmur
795,schlecht::A,loš,lélegur
796,schlecht::A,rđav,slæmur
797,schlecht::A,rđav,lélegur
798,richtig::A,tačan,réttur
799,richtig::A,ispravan,réttur
800,schlimm::A,zao,slæmur
801,schlimm::A,zločest,slæmur
802,wahr::A,istinit,sannur
803,alt::A,star,gamall
804,neu::A,nov,nýr
805,ehemalig::A,bivši,fyrrverandi
806,alt[Lebewesen]::A,star,gamall
807,jung::A,mlad,ungur
808,arm::A,ubog,vesall
809,arm::A,ubog,fátækur
810,arm::A,siromašan,vesall
811,arm::A,siromašan,fátækur
812,reich::A,bogat,ríkur
813,reich::A,bogat,auðugur
814,bekannt::A,poznat,kunnugur
815,berühmt::A,čuven,frægur
816,berühmt::A,slavan,frægur
817,fremd::A,tuđ,framandi
818,fremd::A,tuđ,ókunnugur
819,fremd::A,stran,framandi
820,fremd::A,stran,ókunnugur
821,verschieden::A,razan,ýmis
822,verschieden::A,različan,ýmis
823,nah::A,blizak,nálægur
824,fern::A,dalek,fjarri
825,fern::A,dalek,fjarlægur
826,fern::A,daljnji,fjarri
827,fern::A,daljnji,fjarlægur
828,linker::A,lijevi,vinstri
829,rechter::A,desni,hægri
830,anderer::A,drugi,annar
831,anderer::A,drugačiji,annar
832,erster::A,prvi,fyrsti
833,zweiter::A,drugi,annar
834,dritter::A,treći,þriðji
835,letzter::A,zadnji,síðasti
