,Concept_ID,ko,tt
92,Hitze::N,고온,эсселек
93,Hitze::N,더위,эсселек
94,Regenbogen::N,무지개,салават күпере
95,Donner::N,뇌명,күкрәү
96,Strömung::N,유동,агыш'агым
97,Tropfen::N,물방울,тамчы
98,Schaum::N,포말,күбек
99,Schmutz::N,때,пычрак
100,See::N,호수,күл
101,Sumpf::N,습지,саз
102,Moor::N,저습지,торфлык
103,Wiese::N,목초지,болын
104,Wald::N,숲,урман
105,Hügel::N,언덕,калку
106,Anhöhe::N,언덕,үр
107,Berg::N,산,тау
108,Gipfel::N,졀졍,оч
109,Höhle::N,공동,мәгарә
110,Abhang::N,몰매,кабырга
111,Quelle::N,근원,чишмә
112,Bach::N,내,елга
113,Fluss::N,강,дәрья
114,Ufer::N,강변,су кырые
115,Ufer::N,바닷가,су кырые
116,Küste::N,해변,яр буе
117,Küste::N,해변가,яр буе
118,Festland::N,본토,коры җир
119,Meer::N,바다,диңгез
120,Bucht::N,협만,бухта
121,Bucht::N,협만,култык
122,Insel::N,섬,атау
123,Insel::N,섬,утрау
124,Blume::N,꽃,чәчкә
125,Gras::N,풀,үлән
126,Wurzel::N,뿌리,тамыр
127,Baum::N,나무,агач
128,Stamm::N,대,кәүсә
129,Rinde::N,나무껍질,кабык
130,Ast::N,가지,ботак
131,Zweig::N,가지,ботак
132,Zweig::N,가지,тармак
133,Blatt::N,잎,яфрак
134,Birke::N,자작나무,каен
135,Kiefer[Baum]::N,소나무,нарат
136,Weide[Baum]::N,쉬양버들,тал
137,Tanne::N,전나무,чыршы
138,Horn::N,뿔,мөгез
139,Feder::N,깃털,йон
140,Fell::N,피혁모피,тире
141,Flügel::N,날개,канат
142,Klaue::N,갈고리 발톺,тырнак
143,Kralle::N,발툭,тырнак
144,Schwanz::N,꼬리,койрык
145,Ei::N,알,күкәй
146,Ei::N,알,йомырка
147,Nest::N,보금자리,оя
148,Bau::N,굴,өн
149,Tier::N,짐승,хайван
150,Herde::N,가축의떼,көтү
151,Kuh::N,암소,сыер
152,Bulle::N,황소,үгез
153,Pferd::N,말,ат
154,Schaf::N,양,сарык
155,Schwein::N,돼지,дуңгыз
156,Hund::N,개,эт
157,Katze::N,고양이,песи
158,Bär::N,콤,аю
159,Eichhörnchen::N,다람쥐,тиен
160,Elch::N,고라니,поши
161,Fuchs::N,여우,төлке
162,Hase::N,토끼,куян
163,Maus::N,쥐,тычкан
164,Wolf::N,늑대,бүре
165,Vogel::N,새,кош
166,Schwarm::N,뗴,көтү
167,Huhn::N,암탉,тавык
168,Hahn::N,수탉,әтәч
169,Gans::N,거위,каз
170,Adler::N,수리,каракош
171,Ente::N,오리,үрдәк
172,Eule::N,부엉이,ябалак
173,Kranich::N,두루미,торна
174,Krähe::N,까마귀,карга
175,Kuckuck::N,뻐꾸기,күке
176,Kuckuck::N,뻐꾸기,кәккүк
177,Schwan::N,배조,аккош
178,Fisch::N,물고기,балык
179,Barsch::N,농어,алабуга
180,Hecht::N,에속스,чуртан
181,Schlange[Tier]::N,뱀,елан
182,Wurm::N,벌레,корт
183,Spinne::N,거미,үрмәкүч
184,Ameise::N,개미,кырмыска
185,Laus::N,이,бет
186,Mücke::N,모기,черки
187,Mücke::N,모기,озынборын
188,Fliege::N,날기,чебен
189,Schmetterling::N,나비,күбәләк
190,Beere::N,장과,җиләк
191,Apfel::N,사과,алма
192,Pilz::N,고방이,гөмбә
193,Zwiebel::N,양파,суган
194,Zwiebel::N,양파,суганбаш
195,Saat::N,씨,орлык
196,Korn::N,알맹이,иген
197,Korn::N,알맹이,орлык
198,Heu::N,건초,печән
199,Schale::N,피상,кабык
200,Falle::N,함정,тозак
201,Falle::N,함정,капкын
202,Schlinge::N,올가미,элмәк
203,Schlinge::N,멜빵붕대,элмәк
204,Spur::N,발지국,эз
205,Asche::N,재,көл
206,Dreck::N,똥,пычрак
207,Dreck::N,오물,пычрак
208,Eisen::N,쇠,тимер
209,Eisen::N,철,тимер
210,Gold::N,항금,алтын
211,Silber::N,은,көмеш
212,Kohle::N,슻,күмер
213,Glas::N,유리,пыяла
214,Lehm::N,찰흙,балчык
215,Sand::N,모래,ком
216,Mensch::N,사람,адәм
217,Mensch::N,사람,инсан
218,Mann::N,남자,ир
219,Frau::N,여자,хатын
220,Kind::N,아이,бала
221,Junge::N,소녁,малай
222,Mädchen::N,소녀,кыз
223,Familie::N,가족,гаилә
224,Großvater::N,할아버지,бабай
225,Großmutter::N,할머니,әби
226,Eltern::N,어버오,ата-ана
227,Vater::N,아버지,ата
228,Mutter::N,어머니,ана
229,Sohn::N,아들,ул
230,Tochter::N,딸기,кыз
231,Bruder::N,형제,кардәш
232,Schwester::N,누이,апа
233,Schwester::N,누이,сеңел
234,Onkel::N,백부,дәдә
235,Onkel::N,백부,дәдәй
236,Tante::N,아주머니,түти
237,Tante::N,아주머니,тәтәй
238,Ehemann::N,남편,ир
239,Ehefrau::N,아내,хатын
240,Freude::N,기쁨,сөенеч
241,Gelächter::N,웃음,көлү
242,Gelächter::N,웃음,көлеш
243,Glück::N,즐거움,бәхет
244,Kummer::N,슬픔,хәсрәт
245,Wunsch::N,소망,теләк
246,Geist::N,할기,рух
247,Gedanke::N,상념,уй
248,Gedanke::N,상념,фикер
249,Gedächtnis::N,기억,хәтер
250,Verstand::N,분별,акыл
251,Verstand::N,지능,акыл
252,Sinn::N,센스,мәгънә
253,Grund::N,까닭,сәбәп
254,Wahrheit::N,참,хак
255,Wahrheit::N,진실,хак
256,Gespräch::N,대화,әңгәмә
257,Märchen::N,동화,әкият
258,Erzählung::N,이야기,хикәя
259,Neuigkeit::N,뉴스,яңалык
260,Name::N,이름,исем
261,Rätsel::N,수수께끼,табышмак
262,Rede::N,연설,нотык
263,Sprache::N,말,тел
264,Stimme::N,목소리,тавыш
265,Wort::N,낱말,сүз
266,Zeichen::N,신호,ишарә
267,Ruf::N,부름,дәшү
268,Lärm::N,소동,шау
269,Laut::N,음성,аваз
270,Ton::N,목소리,шалтырату
271,Lied::N,노래,җыр
272,Ruhe::N,쉼,тынлык
273,Leute::N,사람들,халык
274,Volk::N,국중,халык
275,Arbeit::N,근로,эш
276,Arbeit::N,근로,хезмәт
277,Arbeit::N,너무,эш
278,Arbeit::N,너무,хезмәт
279,Gast::N,손님,кунак
280,Geschenk::N,행하,бүләк
281,Spiel::N,무리,уен
282,Gesellschaft::N,교제,җәмгыять
283,Hilfe::N,거들음,ярдәм
284,Hilfe::N,거들음,булышлык
285,Hilfe::N,보좌,ярдәм
286,Hilfe::N,보좌,булышлык
287,Freund::N,친구,дус
288,Kamerad::N,동실자,иптәш
289,Angelegenheit::N,용무,эш
290,Anzahl::N,어떤,микъдар
291,Anzahl::N,수,микъдар
292,Art::N,정류,төр
293,Stück::N,일부분,кисәк
294,Teil::N,몱,өлеш
295,Teil::N,구훠,өлеш
296,Hälfte::N,2분의,ярым
297,Kreis::N,고리,түгәрәк
298,Kreuz::N,열십자,хач
299,Kreuz::N,열십자,тәре
300,Linie::N,선,сызык
301,Strich::N,스침,сызык
302,Abstand::N,거리,ара
303,Entfernung::N,거리,ераклык
304,Gegend::N,곳,урын
305,Gegend::N,부금,урын
306,Platz::N,장소,бушлык
307,Ort::N,장소,урын
308,Seite::N,옆면,як
309,Mitte::N,궁간,урта
310,Gegenstand::N,항목,нәрсә
311,Sache::N,뭉에,нәрсә
312,Rand::N,가,чит
313,Kante::N,귀퉁,кырый
314,Ecke::N,구석,почмак
315,Spitze::N,끝,оч
316,Spitze::N,참단,оч
317,Ende::N,말당,азак
318,Loch::N,빙옷,тишек
319,Winkel::N,각도,почмак
320,Muster::N,본,парча
321,Muster::N,견복,парча
322,Größe::N,신장,зурлык
323,Länge::N,길이긺,озынлык
324,Höhe::N,높이,биеклек
325,Gewicht::N,추,авырлык
326,Menge::N,수양,микъдар
327,Haufen::N,퇴적,өем
328,Reihe::N,열,рәт
329,Boot::N,보트,каек
330,Boot::N,보트,көймә
331,Ruder::N,노,ишкәк
332,Schlitten::N,썰매,чана
333,Ski::N,스키,чаңгы
334,Lagerfeuer::N,캠프의 모닥불,костёр
335,Last::N,무거운짐,йөк
336,Gang::N,걸음,йөреш
337,Schritt::N,보조,адым
338,Norden::N,북쪽 ,төньяк
339,Süden::N,남쪽,көньяк
340,Westen::N,서쪽,көнбатыш
341,Osten::N,동쪽,шәрык
342,Osten::N,동쪽,көнчыгыш
343,Holz::N,목재,агач
344,Brett::N,마루널,такта
345,Platte::N,탤,плитә
346,Platte::N,금속판,плитә
347,Stütze::N,버팀목,таяу
348,Stange::N,장대,колга
349,Stock::N,막대기,таяк
350,Stab::N,작대기,таяк
351,Rohr::N,갈대,торба
352,Haus::N,집,өй
353,Haus::N,집,йорт
354,Heim::N,집,гаилә
355,Heim::N,집,нәсел
356,Ofen::N,아궁이,мич
357,Fußboden::N,마루,идән
358,Tisch::N,탁자,өстәл
359,Stuhl::N,의자,утыргыч
360,Wiege::N,발상지,бишек
361,Bett::N,침대,ятак
362,Bett::N,침대,урын-җир
363,Regal::N,서가,киштә
364,Regal::N,서가,шүрлек
365,Kiste::N,짐궤,әрҗә
366,Fenster::N,눔,тәрәзә
367,Tür::N,문,ишек
368,Tor::N,대문,капка
369,Zaun::N,담장,койма
370,Dach::N,지붕,түбә
371,Leiter::N,사닥다리,баскыч
372,Besen::N,비,себерке
373,Spaten::N,가래,көрәк
374,Schaufel::N,삽,көрәк
375,Gabel::N,갈래,чәннечке
376,Löffel::N,숟가락,кашык
377,Messer::N,나이프,пычак
378,Nagel::N,발툽,кадак
379,Netz::N,그물,челтәр
380,Haken::N,갈고리,ыргак
381,Griff::N,움켜쥠,тотка
382,Schloss::N,자물쇠,йозак
383,Bild::N,그림,рәсем
384,Bild::N,그림,картина
385,Figur::N,몸메,сын
386,Figur::N,몸메,фигура
387,Puppe::N,인형,курчак
388,Beutel::N,클,луза
389,Bündel::N,자근다발,бәйләм
390,Tasche::N,가방,букча
391,Eimer::N,동이,чиләк
392,Deckel::N,뚜껑,капкач
393,Geschirr::N,식시,савыт-саба
394,Geschirr::N,식시,кашык-аяк
395,Sack::N,조갑,капчык
396,Tasse::N,차잔,чынаяк
397,Topf::N,단지,чүлмәк
398,Kessel::N,주전자,казан
399,Essen::N,먹기,ашау
400,Nahrung::N,식료,азык
401,Nahrung::N,식료,тәгам
402,Nahrung::N,식료,ашамлык
403,Speise::N,음식물,ризык
404,Fleisch::N,고기,ит
405,Getreide::N,곡물,ашлык
406,Brei::N,젤리,ботка
407,Brot::N,빵,ипи
408,Brot::N,빵,икмәк
409,Scheibe::N,원반,телем
410,Fett::N,기름,май
411,Butter::N,버터,май
412,Öl::N,올리브유,май
413,Salz::N,소금,тоз
414,Suppe::N,국,шулпа
415,Suppe::N,수프,шулпа
416,Honig::N,감미,бал
417,Milch::N,유즙,сөт
418,Tee::N,차,чәй
419,Leder::N,가죽,күн
420,Wolle::N,양털,йон
421,Stoff::N,패료,тукыма
422,Nadel::N,바늘,энә
423,Faden::N,콘실,җеп
424,Knopf::N,단추,төймә
425,Knoten::N,곁절,төен
426,Farbe::N,색,буяу
427,Kleidung::N,옷입기,кием
428,Hemd::N,속옷,күлмәк
429,Kragen::N,깃,яка
430,Ärmel::N,소매,җиң
431,Hose::N,바지,чалбар
432,Gürtel::N,밴드,билбау
433,Mütze::N,모자,бүрек
434,Schuh::N,구두,башмак
435,Stiefel::N,장화,итек
436,Ring::N,고리,балдак
437,Band::N,리본,тасма
438,Kamm::N,빗,тарак
439,Spiegel::N,거울,көзге
440,Riemen::N,가죽끈,каеш
441,Schnur::N,밧줄,бау
442,Leine::N,고삐줄,тезген
443,Decke::N,이부자리,юрган
444,Kissen::N,깔개,мендәр
445,Tuch::N,천,яулык
446,Handtuch::N,수건,сөлгә
447,Kraft::N,세력,егәр
448,Kraft::N,세력,дәрман
449,Stärke::N,힘,көч
450,Stärke::N,힘,дәрман
451,Gesundheit::N,위생,саулык
452,Krankheit::N,병,чир
453,Krankheit::N,병,хаста
454,Krankheit::N,병,сырхау
455,Schmerz::N,아픔고통,авырту
456,Wunde::N,상처,яра
457,Wunde::N,상처,җәрәхәт
458,Fieber::N,열별,бизгәк
459,Arznei::N,약,дару
460,Brücke::N,교량,күпер
461,Brunnen::N,원천,кое
462,Weide::N,목장,утлавык
463,Pfad::N,좁은길,сукмак
464,Weg::N,길,юл
465,Straße::N,길,урам
466,Dorf::N,촌,авыл
467,Dorf::N,촌락,авыл
468,Stadt::N,도시,шәһәр
469,Brief::N,서한,хат
470,Buch::N,책,китап
471,Buchstabe::N,문자,хәреф
472,Zeitung::N,신문,газет
473,Zeitung::N,신문,газета
474,Leben::N,삶,гомер
475,Leben::N,삶,тормыш
476,Leben::N,삶,тереклек
477,Tod::N,죽음,үлем
478,Grab::N,무덤,гүр
479,Grab::N,무덤,кабер
480,Kirche::N,교회,чиркәү
481,Sünde::N,부정,язык
482,Sünde::N,부정,гөнаһ
483,Gott::N,하느님,алла
484,Gott::N,하느님,ходай
485,Arbeiter::N,일하는사람,эшче
486,Chef::N,사장,башлык
487,Meister::N,명인,оста
488,Meister::N,대가,оста
489,Arzt::N,의사,врач
490,Arzt::N,의사,табиб
491,Lehrer::N,교사,укытучы
492,Lehrer::N,교사,мөгаллим
493,Geld::N,돈,акча
494,Geschäft::N,일,эш
495,Laden::N,가게,кибет
496,Laden::N,가게,магазин
497,Preis::N,가격,бәя
498,Preis::N,가격,бәһа
499,Ware::N,상품,товар
500,Nutzen::N,이익,файда
501,Reichtum::N,많음,байлык
502,Welt::N,세상,дөнья
503,Land::N,지방,ил
504,Staat::N,국가,дәүләт
505,König::N,국왕,патша
506,Macht::N,힘,хакимият
507,Grenze::N,국경,чик
508,Krieg::N,전쟁,сугыш
509,Feind::N,적,дошман
510,Gewalt::N,권력,көчләү
511,Kampf::N,전투,көрәш
512,Bogen[Waffe]::N,활,җәя
513,Pfeil::N,화살,ук
514,Gewehr::N,무기,мылтык
515,Fehler::N,오류,хата
516,Lüge::N,거짓말,ялган
517,Schaden::N,손상,зыян
518,Schaden::N,손상,зарар
519,Unglück::N,불행,бәла
520,Schuld::N,부채,гаеп
521,Alter::N,연령,яшь
522,Schluss::N,마감,ахыр
523,Zeit::N,때,заман
524,Zeit::N,시간,заман
525,Tag::N,하루,көн
526,Morgen::N,이침,иртә
527,Mittag::N,대낮,өйлә
528,Abend::N,저녁,кич
529,Nacht::N,밤,төн
530,Woche::N,근무일,атна
531,Monat::N,달,ай
532,Jahr::N,해,ел
533,Frühling::N,봄,яз
534,Sommer::N,여름,җәй
535,Herbst::N,가을,көз
536,Winter::N,겨울,кыш
537,Januar::N,일월,гыйнвар
538,Februar::N,이월,февраль
539,März::N,삼월,март
540,April::N,사월,апрель
541,Mai::N,오월,май
542,Juni::N,유월,июнь
543,Juli::N,칠월,июль
544,August::N,팔월,август
545,September::N,구월,сентябрь
546,Oktober::N,시월,октябрь
547,November::N,십일월,ноябрь
548,Dezember::N,십이월,декабрь
549,Montag::N,월요일,дүшәмбе
550,Dienstag::N,화요일,сишәмбе
551,Mittwoch::N,수요일,чәршәмбе
552,Donnerstag::N,모교일,атнакич
553,Donnerstag::N,모교일,пәнҗешәмбе
554,Freitag::N,그묘일,җомга
555,Samstag::N,토요일,шимбә
556,Sonntag::N,일요일,якшәмбе
557,groß::A,큰,зур
558,klein::A,자근,кечкенә
559,lang::A,긴,озын
560,kurz::A,짧은,кыска
561,breit::A,넓은,киң
562,schmal::A,좁은,кысык
563,dicht::A,농밀한,куе
564,dick[Gegenstand]::A,두꺼운,калын
565,dünn::A,얇은,нечкә
566,fein::A,미세한,нәзакәтле
567,fest::A,굳은,нык
568,flach::A,얕은,яссы
569,flach::A,얕은,ялпак
570,glatt::A,반들반들한,шома
571,hart::A,굳은,каты
572,weich::A,연한,йомшак
573,rund::A,둥근,түгәрәк
574,spitz::A,뾰족한,очлы
575,scharf::A,날카로운,үткен
576,stumpf::A,무딘,үтмәс
577,schwer::A,무거운,салмак
578,schön::A,멋진,гүзәл
579,heiß::A,뜨거운,эссе
580,warm::A,따뜻한,җылы
581,kalt::A,찬,суык
582,kalt::A,찬,салкын
583,kühl::A,서늘한,салкынча
584,frisch::A,신선한,салкынча
585,feucht::A,축축한,юеш
586,nass::A,젖은,дымлы
587,trocken::A,마른,коры
588,voll::A,완전한,тулы
589,leer::A,빈,буш
590,offen::A,열린,ачык
591,geschlossen::A,닫힌,йомык
592,sauber::A,깨끗한,пакь
593,sauber::A,깨끗한,чиста
594,schmutzig::A,더러운,керле
595,schmutzig::A,더러운,пычрак
596,roh::A,날게잇의,чи
597,reif::A,이근,өлгергән
598,lecker::A,맛있는,тәмле
599,süß::A,단,татлы
600,bitter::A,찌르는듯한,ачы
601,sauer::A,산성의,әче
602,hell::A,밝은,якты
603,dunkel::A,어두운,кара
604,schwarz::A,검은,кара
605,weiß::A,하얀,ак
606,rot::A,붉은,кызыл
607,gelb::A,황색,сары
608,blau::A,푸른,күк
609,grün::A,녹색의,яшел
610,grau::A,회색의,соры
611,bunt::A,알록달록한,чуар
612,billig::A,싼,арзан
613,teuer::A,값비산,хаклы
614,wertvoll::A,가치가많은,кыйммәтле
615,blind::A,눈먼,сукыр
616,blind::A,눈먼,күзсез
617,taub::A,무감간한,чукрак
618,taub::A,무감간한,саңгырау
619,kräftig::A,강장한,егәрле
620,stark::A,강한,нык
621,stark::A,강한,базык
622,schwach::A,약한,зәгыйфь
623,fett::A,실찐,симез
624,schlank::A,호리호리한,нәзек
625,hübsch::A,예쁜,чибәр
626,böse::A,나쁜,усал
627,dumm::A,어리석은,акылсыз
628,faul::A,너덜너덜한,ялкау
629,faul::A,너덜너덜한,иренчәк
630,fleißig::A,근면한,тырыш
631,fleißig::A,근면한,тырышучан
632,geizig::A,인색한,саран
633,geschickt::A,교묘한,маһир
634,lieb::A,친애하는,сөекле
635,lustig::A,유쾌한,күңелле
636,sanft::A,온화한,басынкы
637,hungrig::A,배고픈,ач
638,krank::A,병든,чирле
639,krank::A,병든,сырхау
640,nackt::A,벌거벗은,шәрә
641,traurig::A,슬픈,ямансу
642,lebendig::A,살아있는,тере
643,gut::A,좋은,яхшы
644,schlecht::A,나쁜,начар
645,richtig::A,바른,дөрес
646,schlimm::A,못된,әшәкә
647,wahr::A,참된,чып-чын
648,alt::A,늙은,иске
649,neu::A,새,яңа
650,ehemalig::A,전의,элекке
651,alt[Lebewesen]::A,낡은,карт
652,jung::A,젊은,яшь
653,arm::A,가난한,фәкыйрь
654,reich::A,풍부한,бай
655,bekannt::A,저명한,таныш
656,berühmt::A,유명한,атаклы
657,fremd::A,타처이,ят
658,verschieden::A,따른,төрле
659,nah::A,가까운,якын
660,fern::A,먼,ерак
661,linker::A,왼쭉의,сул
662,rechter::A,오른쪽의,уң
663,anderer::A,다른,бүтән
664,erster::A,첫째,беренче
665,zweiter::A,둘째,икенче
666,dritter::A,셋째,өченче
667,letzter::A,의후자의,ахыргы
668,allein::ADV,훌로,ялгыз
669,auf einmal::ADV,갑자기,бердән
670,zusammen::ADV,모아서,бергә
671,lange::ADV,오래,озак
672,plötzlich::ADV,둘연한,искәрмәстән
673,sofort::ADV,즉시,хәзер
674,später::ADV,보다늦은,соңрак
675,jetzt::ADV,목하,хәзер
676,heute::ADV,오늘,бүген
677,morgen::ADV,내일,иртәгә
678,bald::ADV,곱,тиздән
679,dann::ADV,그경우에,аннары
680,gestern::ADV,어제,кичә
681,einst::ADV,옛날에,берчак
682,damals::ADV,그때에,ул вакытта
683,damals::ADV,그때에,ул чакта
684,danach::ADV,그 뒤에,да
685,vorher::ADV,미리,элек
686,zuerst::ADV,최초로,башта
687,einmal::ADV,한번,бер
688,einmal::ADV,한번,бер мәртәбә
689,manchmal::ADV,땓대로,кайчакта
690,oft::ADV,땓대로,еш
691,immer::ADV,늘,һәркайчан
692,niemals::ADV,결코...(하지)않다,hичбер вакыт
693,hier::ADV,여기,монда
694,hier::ADV,여기,биредә
695,hierhin::ADV,여기로,монда
696,dort::ADV,거기,анда
697,dorthin::ADV,저기예,тегеләй
698,geradeaus::ADV,곧장,турыдан-туры
699,vorwärts::ADV,앞으로,алга
700,rückwärts::ADV,뒤로,кире
701,zurück::ADV,제자리로,кире
702,unten::ADV,아래에,түбәндә
703,hinab::ADV,아래쪽으로,аска
704,oben::ADV,위에,өстә
705,oben::ADV,위에,югарыда
706,hinauf::ADV,위쪽으로,өскә
707,überall::ADV,도처에,hәркайда
708,nicht::ADV,안,түгел
709,ein wenig::ADV,적음,бераз
710,kaum::ADV,가의,көчкә
711,sehr::ADV,자주,бик
712,so::ADV,그와같이,алай
713,noch::ADV,아직,янә
714,noch::ADV,아직,тагын
715,nur::ADV,다만,фәкать
716,schon::ADV,이미,инде
717,wieder::ADV,다시,янә
718,wieder::ADV,다시,тагын
719,vergebens::ADV,헛되이,юкка
720,vor::PRP,앞에,алдыннан
721,hinter::PRP,뒤에,арттан
722,unter::PRP,잍에,астында
723,durch::PRP,통고하여,аша
724,neben::PRP,와나란히,тирәсендә
725,zwischen::PRP,의사이로,арасында
726,wegen::PRP,때문에,сәбәпле
727,dies::PRN,이,бу
728,das::PRN,저,ул
729,alles::PRN,모든것,һәммә
730,ich::PRN,나,мин
731,du::PRN,너,син
732,er::PRN,그,ул
733,wir::PRN,우리,без
734,ihr::PRN,너희들,сез
735,sie::PRN,그들,ул
736,was::FPRN,뭣,ни
737,was::FPRN,뭣,нәрсә
738,wer::FPRN,누구,кем
739,wo::FADV,어디,кайда
740,wohin::FADV,어디로,кая
741,wie::FADV,어떻게,ничек
742,warum::FADV,왜,нигә
743,wieviel::FNUM,얼마만큰,ничә
744,eins::NUM,하나,бер
745,zwei::NUM,둘,ике
746,drei::NUM,셋,өч
747,vier::NUM,넷,дүрт
748,fünf::NUM,다섯,биш
749,sechs::NUM,여섯,алты
750,sieben::NUM,일곱,җиде
751,acht::NUM,여덟,сигез
752,neun::NUM,아홉,тугыз
753,zehn::NUM,열,ун
754,elf::NUM,열하나,унбер
755,zwölf::NUM,열둘,унике
756,zwanzig::NUM,스물,егерме
757,dreißig::NUM,서름,утыз
758,vierzig::NUM,마흔,кырык
759,fünfzig::NUM,숸,илле
760,sechzig::NUM,에순,алтмыш
761,siebzig::NUM,일흔,җитмеш
762,achtzig::NUM,여든,сиксән
763,neunzig::NUM,아흔,туксан
764,hundert::NUM,백,йөз
765,tausend::NUM,천,мең
766,und::CNJ,와,вә
767,oder::CNJ,아니면,яки
768,oder::CNJ,아니면,яисә
769,stehen::V,서다,тору
770,sitzen::V,앉다,утыру
771,liegen::V,눕다,яту
772,hängen::V,달다,эленү
773,werden::V,되다,булу
774,passieren::V,지장옶다,булу
775,beginnen::V,시작되다,башлану
776,enden::V,큳내다,бетү
777,wechseln::V,병경하다,үзгәртү
778,aufgehen[Sonne]::V,뜨다,чыгу
779,untergehen[Sonne]::V,지다,бату
780,scheinen[Sonne]::V,빛나다,яктырту
781,donnern::V,천둥치다,күкрәү
782,wehen::V,풀다,исү
783,strömen::V,흐르다,агу
784,fließen::V,흐르다,агу
785,sich drehen::V,돌다,бөтерелү
786,schwanken::V,동요하다,икеләнү
787,schwingen::V,흔들다,тирбәлү
788,fallen::V,떨어지다,егылу
789,brennen::V,타다,яну
790,rauchen::V,김이나다,төтәү
791,rauchen::V,김이나다,төтенләү
792,regnen::V,비가오다,яву
793,gefrieren::V,얼다,кату
794,tauen::V,녹다,эрү
795,tauen::V,녹다,эретү
796,schmelzen::V,녹다,эрү
797,schmelzen::V,녹다,эретү
798,trocknen::V,홈치다,кибү
799,sieden::V,끓다,ургылу
800,faulen::V,부패하다,черү
801,verfaulen::V,썩다,черү
802,reißen::V,지바찢다,өзелү
803,versinken::V,가라앉다,бату
804,vergehen::V,지나가다,авышу
805,erscheinen::V,나타나다,пәйда булу
806,verschwinden::V,사라지다,югалу
807,verschwinden::V,사라지다,юк булу
808,sinken::V,가라앉다,кимү
809,sinken::V,가라앉다,кайту
810,abnehmen::V,떼어내다,азаю
811,zunehmen::V,증가하다,арту
812,zunehmen::V,증가하다,күбәю
813,zunehmen::V,증가하다,ишәю
814,steigen::V,상승하다,үсү
815,wachsen::V,생기하다,үсү
816,glänzen::V,뛰오나다,ялкылдау
817,funkeln::V,불티가잍어나다,ялтырау
818,lärmen::V,떠들다,шаулау
819,läuten::V,울시다,шалтырату
820,klingeln::V,초닌총을울리다,шалтырату
821,klirren::V,탁탁울리다,чылтырау
822,brausen::V,쏴쏴소리내다,давыллау
823,brausen::V,쏴쏴소리내다,дулау
824,rauschen::V,솨솨,кыштырдау
825,klingen::V,반향하다,ишетелү
826,bellen::V,짖다,өрү
827,heulen::V,포효하다,улау
828,blasen::V,불다,өрү
