,Concept_ID,be,sq
806,alles::PRN,усё,gjithçka
807,ich::PRN,я,unë
808,du::PRN,ты,ti
809,er::PRN,ён,ai
810,wir::PRN,мы,ne
811,ihr::PRN,вы,ju
812,sie::PRN,яны,ata
813,was::FPRN,што,ç'
814,was::FPRN,што,çfarë
815,wer::FPRN,хто,kush
816,wo::FADV,дзе,ku
817,wohin::FADV,куды,për ku
818,wie::FADV,як,si
819,warum::FADV,чаму,pse
820,warum::FADV,чаму,përse
821,wieviel::FNUM,колькі,sa
822,eins::NUM,адзін,një
823,zwei::NUM,два,dy
824,drei::NUM,тры,tre
825,vier::NUM,чатыры,katër
826,fünf::NUM,пяць,pesë
827,sechs::NUM,шесць,gjashtë
828,sieben::NUM,сем,shtatë
829,acht::NUM,восем,tetë
830,neun::NUM,дзевяць,nëntë
831,zehn::NUM,дзесяць,dhjetë
832,elf::NUM,адзінаццаць,njëmbëdhjetë
833,zwölf::NUM,дванаццаць,dymbëdhjetë
834,zwanzig::NUM,дваццаць,njëzet
835,dreißig::NUM,трыццаць,tridhjetë
836,vierzig::NUM,сорак,dyzet
837,fünfzig::NUM,пядзесят,pesëdhjetë
838,sechzig::NUM,шесдзесят,gjashtëdhjetë
839,siebzig::NUM,семдзесят,shtatëdhjetë
840,achtzig::NUM,восемдзесят,tetëdhjetë
841,neunzig::NUM,дзевяноста,nëntëdhjetë
842,hundert::NUM,сто,qind
843,tausend::NUM,тысяча,mijë
844,und::CNJ,і,e
845,und::CNJ,і,dhe
846,und::CNJ,ды,e
847,und::CNJ,ды,dhe
848,oder::CNJ,або,a
849,oder::CNJ,або,apo
850,stehen::V,стаяць,rri
851,sitzen::V,сядзець,rri
852,liegen::V,ляжаць,rri shtrirë
853,hängen::V,вісець,varem
854,werden::V,стаць,bëhem
855,werden::V,зрабіцца,bëhem
856,passieren::V,трапіцца,ndodh
857,beginnen::V,пачацца,filloj
858,enden::V,кончыцца,përfundoj
859,wechseln::V,мяняцца,ndërroj
860,aufgehen[Sonne]::V,узысці,hapem
861,untergehen[Sonne]::V,зайсці,hyj
862,untergehen[Sonne]::V,зайсці,perëndoj
863,scheinen[Sonne]::V,свяціць,ndriçoj
864,donnern::V,грымець,gjëmoj
865,donnern::V,грымець,bubulloj
866,wehen::V,дзьмуць,fryj
867,strömen::V,ліцца,derdh
868,fließen::V,цячы,rrjedh
869,sich drehen::V,круціцца,rrotullohem
870,sich drehen::V,варочацца,rrotullohem
871,schwanken::V,хістацца,dyzoj
872,schwingen::V,гайдацца,dridhem
873,schwingen::V,калыхацца,dridhem
874,fallen::V,падаць,bie
875,brennen::V,гарэць,digjem
876,rauchen::V,дымець,nxjerr tym
877,regnen::V,дажджыць,bie shi
878,gefrieren::V,замерзнуць,ngrij
879,tauen::V,раставаць,shkrij
880,schmelzen::V,плавіцца,shkrij
881,trocknen::V,сохнуць,thaj
882,sieden::V,кіпець,ziej
883,faulen::V,гнісці,kalbem
884,faulen::V,гнісці,prishem
885,verfaulen::V,згнісці,kalbem
886,reißen::V,ірвацца,grisem
887,reißen::V,ірвацца,shqyhem
888,versinken::V,тануць,humboj
889,vergehen::V,праходзіць,kaloj
890,erscheinen::V,зʼявіцца,dukem
891,verschwinden::V,знікнуць,zhdukem
892,sinken::V,спадаць,ulem
893,abnehmen::V,паменшыцца,pakësohem
894,abnehmen::V,паменшыцца,zvogëlohem
895,zunehmen::V,павялічвацца,shtohem
896,steigen::V,паднімацца,rritem
897,wachsen::V,расці,rritem
898,glänzen::V,блішчаць,vezulloj
899,funkeln::V,бліскаць,xixoj
900,funkeln::V,бліскаць,xixëlloj
901,lärmen::V,шумець,oshtij
902,lärmen::V,шумець,zhurmoj
903,läuten::V,званіць,bie
904,klingeln::V,званіць,i bie ziles
905,klirren::V,бразгаць,kërcëlloj
906,brausen::V,бушаваць,gjëmoj
907,rauschen::V,шастаць,fëshfërij
908,klingen::V,гучаць,tingëlloj
909,bellen::V,брахаць,leh
910,heulen::V,выць,ulërij
911,blasen::V,дзьмухнуць,fryj
912,pfeifen::V,свістаць,fishkëllej
913,schreien::V,крычаць,bërtas
914,stöhnen::V,стагнаць,rënkoj
915,zittern::V,дрыжаць,trembem
916,leben::V,жыць,rroj
917,leben::V,жыць,jetoj
918,geboren werden::V,нарадзіцца,lind
919,atmen::V,дыхаць,marr frymë
920,trinken::V,піць,pi
921,essen::V,есці,ha
922,schlucken::V,глытаць,gëlltis
923,schlucken::V,глытаць,kapërdij
924,müde werden::V,стаміцца,lodhem
925,einschlafen::V,заснуць,bie të fle
926,schlafen::V,спаць,fle
927,aufwachen::V,рассыпацца,zgjohem
928,aufstehen::V,устаць,çohem
929,aufstehen::V,устаць,ngrihem
930,sich erholen::V,адпачываць,qetësohem
931,sich erholen::V,адпачываць,shtendosem
932,krank werden::V,захварэць,bie i sëmurë
933,krank sein::V,хварэць,jam i sëmurë
934,schmerzen::V,балець,dhemb
935,husten::V,кашляць,kollitem
936,genesen::V,паправіцца,shërohem
937,genesen::V,паздаравець,shërohem
938,sterben::V,памерці,vdes
939,umkommen::V,загінуць,vdes
940,umkommen::V,загінуць,mbaroj
941,sich bewegen::V,рухацца,shkundem
942,sich rühren::V,варушыцца,lëviz
943,sich erheben::V,устаць,ngrihem
944,sich setzen::V,сесці,ulem
945,hinfallen::V,упасці,gremisem
946,laufen::V,хадзіць,eci
947,schreiten::V,шагаць,çapem
948,schreiten::V,крочыць,çapem
949,spazierengehen::V,гуляць,shëtis
950,eilen::V,спяшацца,ngas
951,sich beeilen::V,спяшацца,nxitoj
952,sausen::V,імчацца,eci shpejt
953,rennen::V,бегаць,vrapoj
954,springen::V,скакаць,kërcej
955,klettern::V,лазіць,hipi
956,schaukeln::V,гайдацца,kolovitem
957,kriechen::V,поўзаць,zvarritem
958,schwimmen::V,плаваць,notoj
959,tauchen::V,ныраць,zhytem
960,rudern::V,веславаць,vozis
961,fahren::V,ехаць,shkoj
962,fliegen::V,лятаць,fluturoj
963,gehen::V,ісці,eci
964,gehen::V,ісці,shkoj
965,weggehen::V,пайсці,vete
966,abfahren::V,адʼяжджаць,nisem
967,anhalten::V,спыніцца,ndalem
968,anhalten::V,затрымацца,ndalem
969,hineingehen::V,уваходзіць,futem
970,eintreten::V,увайсці,hyj
971,kommen::V,прыйсці,vij
972,ankommen::V,прыбыць,arrij
973,ankommen::V,прыбыць,mbërrij
974,zurückkommen::V,вярнуцца,kthehem
975,bleiben::V,застацца,mbetem
976,bleiben::V,застацца,qëndroj
977,warten::V,чакаць,pres
978,erwarten::V,чакаць,pres
979,suchen::V,шукаць,kërkoj
980,finden::V,знайсці,gjej
981,versuchen::V,прабаваць,mundohem
982,vorbereiten::V,падрыхтаваць,përgatis
983,lieben::V,кахаць,dashuroj
984,mögen::V,любіць,dua
985,lachen::V,смяяцца,qesh
986,rühren::V,расчуліць,mallëngjej
987,weinen::V,плакаць,qaj
988,schimpfen::V,лаяцца,shaj
989,sich ärgern::V,сердаваць,bëhem verem
990,sich fürchten::V,баяцца,kam frikë
991,sich fürchten::V,баяцца,frikësohem
992,fürchten::V,баяцца,kam frikë nga
993,fliehen::V,уцякаць,arratisem
994,flüchten::V,уцячы,iki
995,sehen::V,бачыць,shoh
996,anschauen::V,паглядзець,shikoj
997,ansehen::V,глядзець,shikoj
998,hören::V,чуць,dëgjoj
999,zuhören::V,слухаць,veshtoj
1000,probieren::V,каштаваць,provoj
1001,riechen::V,нюхаць,nuhas
1002,fühlen::V,адчуваць,ndiej
1003,scheinen::V,здавацца,ndriçoj
1004,zu sehen sein::V,віднецца,dukem
1005,vernehmen::V,пачуць,dëgjoj
1006,frieren::V,мёрзнуць,mërdhij
1007,tun::V,рабіць,bëj
1008,können::V,умець,mund
1009,wollen::V,хацець,dua
1010,wollen::V,хацець,dëshiroj
1011,anfangen::V,пачаць,filloj
1012,beenden::V,закончыць,kryej
1013,beenden::V,закончыць,mbaroj
1014,aufhören::V,перастаць,pushoj
1015,gelingen::V,удацца,më shkon mbarë
1016,geraten::V,аказацца,del
1017,öffnen::V,адчыніць,hap
1018,schließen::V,зачыніць,mbyll
1019,stellen::V,паставіць,vë
1020,setzen::V,пасадзіць,vë
1021,legen::V,класці,vë
1022,berühren::V,чапаць,rrok
1023,verbinden::V,звязаць,bashkoj
1024,bedecken::V,накрыць,mbuloj
1025,aufhängen::V,павесіць,var
1026,anzünden::V,запаліць,ndez
1027,aufheben::V,падняць,ngre
1028,zurücklassen::V,пакінуць,lë pas
1029,verlieren::V,згубіць,humb
1030,fallen lassen::V,упусціць,lëshoj
1031,machen::V,зрабіць,bëj
1032,herstellen::V,вырабіць,prodhoj
1033,bauen::V,будаваць,ndërtoj
1034,reparieren::V,правіць,ndreq
1035,reparieren::V,правіць,meremetoj
1036,verbessern::V,палепшыць,përmirësoj
1037,ändern::V,змяніць,ndërroj
1038,graben::V,капаць,gërmoj
1039,beugen::V,сагнуць,kërrus
1040,biegen::V,пагнуць,përkul
1041,drehen::V,вярцець,dredh
1042,drehen::V,вярцець,rrotulloj
1043,wenden::V,павярнуць,kthej
1044,umdrehen::V,перавярнуць,kthej
1045,heben::V,падымаць,ngre
1046,hochheben::V,падняць,ngre
1047,ergreifen::V,схапіць,rrëmbej
1048,ergreifen::V,схваціць,rrëmbej
1049,halten::V,трымаць,mbaj
1050,drücken::V,націскаць,shtyp
1051,schieben::V,пхаць,shtyj
1052,schieben::V,штурхаць,shtyj
1053,kratzen::V,скрэбці,kruaj
1054,kratzen::V,скрэбці,gërvisht
1055,lecken::V,лізаць,lëpij
1056,beißen::V,кусаць,kafshoj
1057,abreißen::V,адарваць,shkëpus
1058,abschneiden::V,адрэзаць,cungoj
1059,binden::V,вязаць,lidh
1060,stecken::V,уваткнуць,fus
1061,stecken::V,уваткнуць,ngul
1062,brechen::V,зламаць,thyej
1063,klopfen::V,стукаць,trokas
1064,hauen::V,біць,godas
1065,kleben::V,клеіць,ngjis
1066,reiben::V,церці,fërkoj
1067,streichen::V,намазаць,lyej
1068,schleifen::V,тачыць,mpreh
1069,schneiden::V,рэзаць,pres
1070,rütteln::V,хістаць,shkund
1071,schütteln::V,трэсці,lëkund
1072,schwenken::V,махаць,valëvit
1073,schütten::V,наліць,mbush
1074,füllen::V,напоўніць,mbush
1075,einwickeln::V,загарнуць,mbështjell
1076,tragen::V,несці,mbaj
1077,tragen::V,несці,mbart
1078,schleppen::V,цягнуць,heq
1079,schleppen::V,цягнуць,zhgërryej
1080,ziehen::V,цягнуць,tërheq
1081,aufbewahren::V,захоўваць,ruaj
1082,werfen::V,кідаць,hedh
1083,fangen::V,лавіць,kap
1084,packen::V,схапіць,rrëmbej
1085,packen::V,схваціць,rrëmbej
1086,verstecken::V,схаваць,fsheh
1087,teilen::V,раздзяліць,ndaj
1088,schicken::V,пасылаць,dërgoj
1089,bringen::V,прынесці,sjell
1090,hinzufügen::V,дабавіць,shtoj
1091,bekommen::V,дастаць,kap
1092,erhalten::V,атрымаць,marr
1093,nehmen::V,ўзяць,marr
1094,wählen::V,выбраць,zgjedh
1095,auswählen::V,адабраць,përzgjedh
1096,bewahren::V,захаваць,ruaj
1097,behindern::V,перашкаджаць,pengoj
1098,verderben::V,сапсаваць,prish
1099,beschädigen::V,пашкодзіць,dëmtoj
1100,zerbrechen::V,разбіць,thyej
1101,zerreißen::V,разадраць,çjerr
1102,zerreißen::V,разадраць,zheloj
1103,zerstören::V,разбурыць,prish
1104,zerstören::V,разбурыць,shkatërroj
1105,verbrennen::V,спаліць,djeg
1106,geben::V,даць,jap
1107,reichen::V,перадаць,jap
1108,schenken::V,дарыць,fal
1109,schenken::V,дарыць,dhuroj
1110,versprechen::V,абяцаць,premtoj
1111,wünschen::V,жадаць,uroj
1112,loben::V,хваліць,lëvdoj
1113,loben::V,хваліць,lavdëroj
1114,küssen::V,цалаваць,puth
1115,wiegen::V,гушкаць,tund
1116,wiegen::V,калыхаць,tund
1117,zudecken::V,накрыць,mbuloj
1118,wecken::V,пабудзіць,zgjoj
1119,zeigen::V,паказаць,dëftej
1120,führen::V,весці,çoj
1121,lehren::V,вучыць,arsej
1122,unterrichten::V,выкладаць,arsimoj
1123,aufziehen::V,выхаваць,rris
1124,leiten::V,кіраваць,udhëheq
1125,antreiben::V,падганяць,nxis
1126,lassen::V,прымусіць,detyroj
1127,einladen::V,запрасіць,ftoj
1128,vereinigen::V,абʼяднаць,bashkoj
1129,besuchen::V,наведаць,vizitoj
1130,treffen::V,сустрэць,ndesh
1131,sich versammeln::V,сабрацца,tubohem
1132,spielen::V,гуляць,loz
1133,spielen::V,гуляць,luaj
1134,singen::V,пець,këndoj
1135,singen::V,спяваць,këndoj
1136,tanzen::V,танцаваць,kërcej
1137,tanzen::V,танцаваць,vallëzoj
1138,sich trennen::V,расстацца,ndahem
1139,verlassen::V,пакінуць,braktis
1140,retten::V,выратаваць,shpëtoj
1141,bewachen::V,ахоўваць,ruaj
1142,schützen::V,уберагаць,ruaj
1143,schützen::V,уберагаць,mbroj
1144,verteidigen::V,абараніць,mbroj
1145,sich schlagen::V,біцца,zihem
1146,sich schlagen::V,драцца,zihem
1147,schießen::V,страляць,shtie
1148,siegen::V,перамагчы,fitoj
1149,siegen::V,перамагчы,ngadhënjej
1150,ärgern::V,злаваць,zemëroj
1151,schlagen::V,ударыць,rrah
1152,schlagen::V,ударыць,godas
1153,treten::V,штурхаць,shtyj
1154,treten::V,штурхаць,shtyj më këmbë
1155,stechen::V,укалоць,ther
1156,stechen::V,укалоць,shpoj
1157,stoßen::V,папхнуць,shtyj
1158,stehlen::V,украсці,vjedh
1159,stören::V,перашкодзіць,pengoj
1160,belästigen::V,дакучаць,bezdis
1161,verbergen::V,скрыць,fsheh
1162,verbergen::V,схаваць,fsheh
1163,täuschen::V,падмануць,mashtroj
1164,betrügen::V,змахляваць,kobis
1165,töten::V,забіць,vras
1166,wohnen::V,жыць,banoj
1167,arbeiten::V,працаваць,punoj
1168,arbeiten::V,працаваць,vardoj
1169,sammeln::V,сабраць,mbledh
1170,sammeln::V,сабраць,grumbulloj
1171,pflücken::V,зрываць,vjel
1172,pflücken::V,зрываць,mbledh
1173,jagen::V,паляваць,gjuaj
1174,fischen::V,рыбачыць,peshkoj
1175,fischen::V,рыбачыць,gjuaj peshk
1176,fassen::V,злавіць,zë
1177,hüten::V,пасвіць,kullos
1178,treiben::V,гнаць,vë përpara
1179,anbinden::V,прывязаць,lidh
1180,füttern::V,карміць,grazhdoj
1181,melken::V,даіць,mjel
1182,hacken::V,сячы,grij
1183,gießen::V,паліць,ujis
1184,reifen::V,паспець,piqem
1185,zubereiten::V,зварыць,gatuaj
1186,zubereiten::V,згатаваць,gatuaj
1187,kochen::V,варыць,ziej
1188,backen::V,пячы,pjek
1189,backen::V,пячы,furroj
1190,braten::V,смажыць,fërgoj
1191,braten::V,смажыць,tiganis
1192,umrühren::V,перамяшаць,trazoj
1193,stricken::V,вязаць,thur
1194,nähen::V,шыць,qep
1195,färben::V,пафарбаваць,ngjyej
1196,färben::V,пафарбаваць,bojatis
1197,reinigen::V,ачысціць,qëroj
1198,reinigen::V,ачысціць,pastroj
1199,waschen::V,мыць,laj
1200,waschen::V,мыць,finjos
1201,abwischen::V,выцерці,fshij
1202,spülen::V,паласкаць,kulloj
1203,fegen::V,падмятаць,fshij
1204,kehren::V,месці,fshij
1205,baden::V,купацца,lahem
1206,sich waschen::V,мыцца,lahem
1207,ausziehen::V,зняць,heq
1208,ausziehen::V,зняць,zbath
1209,anziehen::V,надзець,vesh
1210,anziehen::V,надзець,mbath
1211,sich anziehen::V,адзецца,vishem
1212,kämmen::V,прычасаць,kreh
1213,schmücken::V,аздобіць,hijeshoj
1214,sagen::V,сказаць,them
1215,sprechen::V,гаварыць,flas
1216,reden::V,размаўляць,fjalos
1217,reden::V,размаўляць,fjalëtoj
1218,sich unterhalten::V,гутарыць,bisedoj
1219,fragen::V,спытаць,pyes
1220,bitten::V,прасіць,lus
1221,bitten::V,прасіць,lutem
1222,erzählen::V,расказаць,rrëfej
1223,mitteilen::V,паведаміць,kumtoj
1224,nennen::V,назваць,quaj
1225,rufen::V,зваць,thërras
1226,prahlen::V,хваліцца,mburrem
1227,prahlen::V,хваліцца,kapardisem
1228,übersetzen::V,перакласці,përkthej
1229,denken::V,думаць,mendoj
1230,glauben::V,верыць,besoj
1231,bemerken::V,заўважыць,vërej
1232,erkennen::V,пазнаць,njoh
1233,erkennen::V,пазнаць,shquaj
1234,begreifen::V,спасцігнуць,marr vesh
1235,verstehen::V,пачуць,marr vesh
1236,lernen::V,вучыцца,mësoj
1237,wissen::V,знаць,di
1238,sich erinnern an::V,памятаць,kujtoj
1239,vergessen::V,забыць,harroj
1240,messen::V,мераць,mas
1241,zählen::V,лічыць,njeh
1242,rechnen::V,лічыць,llogaris
1243,lesen::V,чытаць,lexoj
1244,lesen::V,чытаць,këndoj
1245,malen::V,маляваць,lyej
1246,zeichnen::V,рысаваць,vizatoj
1247,schreiben::V,пісаць,shkruaj
1248,besitzen::V,мець,kam
1249,kaufen::V,купіць,blej
1250,verkaufen::V,прадаць,shes
1251,bezahlen::V,заплаціць,paguaj
1252,zahlen::V,плаціць,paguaj
1253,beherrschen::V,уладаць,zotëroj
1254,beherrschen::V,валодаць,zotëroj
1255,ertragen::V,выцерпець,duroj
