,Concept_ID,udm,lv
164,Erde::N,му,му
165,Erde::N,му,му-ва
166,Erde::N,му,zeme
167,Staub::N,пыль,бус
168,Staub::N,пыль,putekļi
169,Rauch::N,ӵын,тшын
170,Rauch::N,ӵын,dūmi
171,Funke::N,гизьы,кинь
172,Funke::N,гизьы,би кинь
173,Funke::N,гизьы,dzirkstele
174,Feuer::N,тыл,би
175,Feuer::N,тыл,uguns
176,Licht::N,тыл,югӧр
177,Licht::N,тыл,gaisma
178,Schatten::N,вужер,вуджӧр
179,Schatten::N,вужер,ēna
180,Wetter::N,куазь,поводдя
181,Wetter::N,куазь,laiks
182,Nebel::N,бус,ру
183,Nebel::N,бус,онь
184,Nebel::N,бус,migla
185,Wolke::N,пилем,кымӧр
186,Wolke::N,пилем,mākonis
187,Regen::N,зор,зэр
188,Regen::N,зор,lietus
189,Schnee::N,лымы,лым
190,Schnee::N,лымы,sniegs
191,Eis::N,йӧ,йи
192,Eis::N,йӧ,ledus
193,Frost::N,кезьыт,кӧдзыд
194,Frost::N,кезьыт,sals
195,Kälte::N,кезьыт,кӧдзыд
196,Kälte::N,кезьыт,saltums
197,Kälte::N,кезьыт,aukstums
198,Hitze::N,пӧсь,пӧсь
199,Hitze::N,пӧсь,гожӧд
200,Hitze::N,пӧсь,karstums
201,Raureif::N,гӧр,пуж
202,Raureif::N,гӧр,гыӧр
203,Raureif::N,гӧр,sarma
204,Regenbogen::N,вуюись,ӧшкамӧшка
205,Regenbogen::N,вуюись,varavīksne
206,Donner::N,гудыри,гым
207,Donner::N,гудыри,pērkons
208,Strömung::N,бызён,ва ныр
209,Strömung::N,бызён,визувтӧм
210,Strömung::N,бызён,straume
211,Strömung::N,бызён,strāvojums
212,Tropfen::N,шапык,войт
213,Tropfen::N,шапык,lāse
214,Schaum::N,шукы,быг
215,Schaum::N,шукы,быгзьӧм
216,Schaum::N,шукы,putas
217,Schmutz::N,нӧд,няйт
218,Schmutz::N,нӧд,dubļi
219,Schmutz::N,дэри,няйт
220,Schmutz::N,дэри,dubļi
221,See::N,ты,ты
222,See::N,ты,ezers
223,Sumpf::N,нюр,гыбад
224,Sumpf::N,нюр,кад
225,Sumpf::N,нюр,dumbrājs
226,Sumpf::N,нюр,staignājs
227,Moor::N,нюр,нюр
228,Moor::N,нюр,purvs
229,Moor::N,нюр,muklājs
230,Wiese::N,возь,видз
231,Wiese::N,возь,pļava
232,Wiese::N,возьвыл,видз
233,Wiese::N,возьвыл,pļava
234,Wald::N,сик,вӧр
235,Wald::N,сик,mežs
236,Wald::N,нюлэс,вӧр
237,Wald::N,нюлэс,mežs
238,Hügel::N,выр,дзиб
239,Hügel::N,выр,мыльк
240,Hügel::N,выр,нӧрыс
241,Hügel::N,выр,paugurs
242,Hügel::N,вырйыл,дзиб
243,Hügel::N,вырйыл,мыльк
244,Hügel::N,вырйыл,нӧрыс
245,Hügel::N,вырйыл,paugurs
246,Anhöhe::N,выр,мыльк
247,Anhöhe::N,выр,нӧрыс
248,Anhöhe::N,выр,paugurs
249,Anhöhe::N,вырйыл,мыльк
250,Anhöhe::N,вырйыл,нӧрыс
251,Anhöhe::N,вырйыл,paugurs
252,Berg::N,гурезь,чой
253,Berg::N,гурезь,керӧс
254,Berg::N,гурезь,kalns
255,Gipfel::N,йыл,чук
256,Gipfel::N,йыл,virsotne
257,Höhle::N,гу,рудӧг
258,Höhle::N,гу,ala
259,Abhang::N,бам,ньывк
260,Abhang::N,бам,бокша
261,Abhang::N,бам,nogāze
262,Quelle::N,ошмес,ӧшмӧс
263,Quelle::N,ошмес,avots
264,Bach::N,пичи шур,шор
265,Bach::N,пичи шур,urga
266,Bach::N,пичи шур,strauts
267,Fluss::N,шур,ю
268,Fluss::N,шур,upe
269,Ufer::N,ярдур,вадор
270,Ufer::N,ярдур,krasts
271,Küste::N,вудур,вадор
272,Küste::N,вудур,piekraste
273,Festland::N,мувыр,му
274,Festland::N,мувыр,sauszeme
275,Meer::N,зарезь,саридз
276,Meer::N,зарезь,jūra
277,Bucht::N,вукож,куръя
278,Bucht::N,вукож,līcis
279,Insel::N,вумуӵ,ді
280,Insel::N,вумуӵ,sala
281,Insel::N,шормуӵ,ді
282,Insel::N,шормуӵ,sala
283,Blume::N,сяська,дзоридз
284,Blume::N,сяська,puķe
285,Blume::N,сяська,zieds
286,Gras::N,турын,турун
287,Gras::N,турын,zāle
288,Wurzel::N,выжы,вуж
289,Wurzel::N,выжы,sakne
290,Baum::N,пу,пу
291,Baum::N,пу,koks
292,Stamm::N,модос,пучер
293,Stamm::N,модос,stumbrs
294,Rinde::N,сул,кырсь
295,Rinde::N,сул,miza
296,Ast::N,ул,ув
297,Ast::N,ул,zars
298,Zweig::N,вай,вож
299,Zweig::N,вай,nozare
300,Blatt::N,куар,кор
301,Blatt::N,куар,lapa
302,Birke::N,кызьпу,кыдз
303,Birke::N,кызьпу,bērzs
304,Kiefer[Baum]::N,пужым,пожӧм
305,Kiefer[Baum]::N,пужым,priede
306,Weide[Baum]::N,бадьпу,бадь
307,Weide[Baum]::N,бадьпу,kārkls
308,Tanne::N,кыз,коз
309,Tanne::N,кыз,egle
310,Horn::N,сюр,сюр
311,Horn::N,сюр,rags
312,Feder::N,тылы,гӧн
313,Feder::N,тылы,тывборд
314,Feder::N,тылы,spalva
315,Fell::N,ку,ку
316,Fell::N,ку,āda
317,Flügel::N,бурд,борд
318,Flügel::N,бурд,spārns
319,Klaue::N,гижы,гыж
320,Klaue::N,гижы,nags
321,Kralle::N,пыд,гыж
322,Kralle::N,пыд,nags
323,Schwanz::N,быж,бӧж
324,Schwanz::N,быж,ļipa
325,Ei::N,пуз,кольк
326,Ei::N,пуз,ola
327,Ei::N,кукей,кольк
328,Ei::N,кукей,ola
329,Nest::N,кар,поз
330,Nest::N,кар,ligzda
331,Nest::N,пузкар,поз
332,Nest::N,пузкар,ligzda
333,Bau::N,кар,горс
334,Bau::N,кар,пырмӧс
335,Bau::N,кар,гу
336,Bau::N,кар,ala
337,Bau::N,гу,горс
338,Bau::N,гу,пырмӧс
339,Bau::N,гу,гу
340,Bau::N,гу,ala
341,Tier::N,пӧйшур,пемӧс
342,Tier::N,пӧйшур,dzīvnieks
343,Herde::N,уллё,стада
344,Herde::N,уллё,кельӧб
345,Herde::N,уллё,ganāmpulks
346,Kuh::N,скал,мӧс
347,Kuh::N,скал,govs
348,Bulle::N,ош,ӧш
349,Bulle::N,ош,bullis
350,Bulle::N,пороз,ӧш
351,Bulle::N,пороз,bullis
352,Pferd::N,вал,вӧв
353,Pferd::N,вал,zirgs
354,Schaf::N,ыж,ыж
355,Schaf::N,ыж,aita
356,Schwein::N,парсь,порсь
357,Schwein::N,парсь,cūka
358,Hund::N,пуны,пон
359,Hund::N,пуны,suns
360,Katze::N,коӵыш,кань
361,Katze::N,коӵыш,kaķis
362,Bär::N,гондыр,ош
363,Bär::N,гондыр,lācis
364,Eichhörnchen::N,коньы,ур
365,Eichhörnchen::N,коньы,vāvere
366,Elch::N,койык,йӧра
367,Elch::N,койык,alnis
368,Fuchs::N,ӟичы,руч
369,Fuchs::N,ӟичы,lapsa
370,Hase::N,кеч,кӧч
371,Hase::N,кеч,zaķis
372,Maus::N,шыр,шыр
373,Maus::N,шыр,pele
374,Wolf::N,кион,кӧин
375,Wolf::N,кион,vilks
376,Vogel::N,тылобурдо,кай
377,Vogel::N,тылобурдо,лэбач
378,Vogel::N,тылобурдо,putns
379,Schwarm::N,уллё,чукӧр
380,Schwarm::N,уллё,spiets
381,Huhn::N,курег,курӧг
382,Huhn::N,курег,vista
383,Hahn::N,атас,петук
384,Hahn::N,атас,gailis
385,Gans::N,ӟазег,дзодзӧг
386,Gans::N,ӟазег,zoss
387,Adler::N,ӧрзи,кутш
388,Adler::N,ӧрзи,ērglis
389,Ente::N,ӵӧж,утка
390,Ente::N,ӵӧж,pīle
391,Eule::N,кучыран,сюзь
392,Eule::N,кучыран,pūce
393,Kranich::N,тури,тури
394,Kranich::N,тури,dzērve
395,Krähe::N,куака,рака
396,Krähe::N,куака,vārna
397,Kuckuck::N,кикы,кӧк
398,Kuckuck::N,кикы,dzeguze
399,Schwan::N,юсь,юсь
400,Schwan::N,юсь,gulbis
401,Fisch::N,чорыг,чери
402,Fisch::N,чорыг,zivs
403,Barsch::N,юш,ёкыш
404,Barsch::N,юш,asaris
405,Hecht::N,чипей,сир
406,Hecht::N,чипей,līdaka
407,Schlange[Tier]::N,кый,кый
408,Schlange[Tier]::N,кый,čūska
409,Wurm::N,нумыр,номыр
410,Wurm::N,нумыр,tārps
411,Spinne::N,чонари,черань
412,Spinne::N,чонари,zirneklis
413,Ameise::N,кузьыли,кодзувкот
414,Ameise::N,кузьыли,skudra
415,Laus::N,тэй,той
416,Laus::N,тэй,uts
417,Mücke::N,нымы,ном
418,Mücke::N,нымы,ods
419,Mücke::N,чибинь,ном
420,Mücke::N,чибинь,ods
421,Fliege::N,кут,гут
422,Fliege::N,кут,muša
423,Schmetterling::N,бубыли,бобув
424,Schmetterling::N,бубыли,tauriņš
425,Beere::N,узы-боры,тусь
426,Beere::N,узы-боры,вотӧс
427,Beere::N,узы-боры,oga
428,Apfel::N,яблок,яблӧг
429,Apfel::N,яблок,ābols
430,Pilz::N,губи,тшак
431,Pilz::N,губи,sēne
432,Zwiebel::N,сугон,луккок
433,Zwiebel::N,сугон,йӧнгыль
434,Zwiebel::N,сугон,sīpols
435,Saat::N,кидыс,тусь
436,Saat::N,кидыс,кӧйдыс
437,Saat::N,кидыс,sēkla
438,Korn::N,тысь,тусь
439,Korn::N,тысь,grauds
440,Heu::N,турын,турун
441,Heu::N,турын,siens
442,Schale::N,кыд,кор
443,Schale::N,кыд,čaula
444,Schale::N,кыд,čaumala
445,Grube::N,гу,гу
446,Grube::N,гу,bedre
447,Grube::N,гоп,гу
448,Grube::N,гоп,bedre
449,Falle::N,налик,лэч
450,Falle::N,налик,slazds
451,Falle::N,налик,lamatas
452,Schlinge::N,гиӟ,лэч
453,Schlinge::N,гиӟ,cilpa
454,Schlinge::N,герд,лэч
455,Schlinge::N,герд,cilpa
456,Spur::N,пытьы,туй
457,Spur::N,пытьы,pēda
458,Spur::N,бервыл,туй
459,Spur::N,бервыл,pēda
460,Asche::N,пень,пӧм
461,Asche::N,пень,pelni
462,Dreck::N,дэри,няйт
463,Dreck::N,дэри,dubļi
464,Eisen::N,корт,кӧрт
465,Eisen::N,корт,dzelzs
466,Gold::N,зарни,зарни
467,Gold::N,зарни,zelts
468,Silber::N,азвесь,эзысь
469,Silber::N,азвесь,sudrabs
470,Kohle::N,эгыр,шом
471,Kohle::N,эгыр,ogle
472,Glas::N,стекло,стеклӧ
473,Glas::N,стекло,stikls
474,Glas::N,пияла,стеклӧ
475,Glas::N,пияла,stikls
476,Lehm::N,сюй,сёй
477,Lehm::N,сюй,māls
478,Sand::N,луо,лыа
479,Sand::N,луо,smiltis
480,Mensch::N,мурт,морт
481,Mensch::N,мурт,cilvēks
482,Mensch::N,адями,морт
483,Mensch::N,адями,cilvēks
484,Mann::N,воргорон,аймӧрт
485,Mann::N,воргорон,мужичӧй
486,Mann::N,воргорон,vīrietis
487,Frau::N,кышномурт,ань
488,Frau::N,кышномурт,нывбаба
489,Frau::N,кышномурт,sieviete
490,Kind::N,нуны,кага
491,Kind::N,нуны,bērns
492,Kind::N,пинал,кага
493,Kind::N,пинал,bērns
494,Junge::N,пи,пи
495,Junge::N,пи,zēns
496,Junge::N,пи,puika
497,Junge::N,пи,puisis
498,Mädchen::N,ныл,ныв
499,Mädchen::N,ныл,meiča
500,Mädchen::N,ныл,skuķis
501,Mädchen::N,ныл,meitene
502,Familie::N,семья,семья
503,Familie::N,семья,ģimene
504,Großvater::N,песятай,пӧль
505,Großvater::N,песятай,vecaistēvs
506,Großvater::N,пересь атай,пӧль
507,Großvater::N,пересь атай,vecaistēvs
508,Großmutter::N,песянай,баб
509,Großmutter::N,песянай,vecāmāte
510,Großmutter::N,пересь анай,баб
511,Großmutter::N,пересь анай,vecāmāte
512,Eltern::N,атай-анай,ай-мам
513,Eltern::N,атай-анай,бать-мам
514,Eltern::N,атай-анай,vecāki
515,Eltern::N,бубы-мумы,ай-мам
516,Eltern::N,бубы-мумы,бать-мам
517,Eltern::N,бубы-мумы,vecāki
518,Vater::N,айы,бать
519,Vater::N,айы,ай
520,Vater::N,айы,tēvs
521,Vater::N,атай,бать
522,Vater::N,атай,ай
523,Vater::N,атай,tēvs
524,Mutter::N,мумы,мам
525,Mutter::N,мумы,māte
526,Sohn::N,пи,пи
527,Sohn::N,пи,dēls
528,Tochter::N,ныл,ныв
529,Tochter::N,ныл,meita
530,Bruder::N,агай,вок
531,Bruder::N,агай,brālis
532,Schwester::N,апа,чой
533,Schwester::N,апа,māsa
534,Schwester::N,сузэр,чой
535,Schwester::N,сузэр,māsa
536,Onkel::N,агай,дядь
537,Onkel::N,агай,tēvocis
538,Tante::N,апа,тьӧт
539,Tante::N,апа,tante
540,Tante::N,кенак,тьӧт
541,Tante::N,кенак,tante
542,Ehemann::N,карт,верӧс
543,Ehemann::N,карт,vīrs
544,Ehefrau::N,кышно,гӧтыр
545,Ehefrau::N,кышно,sieva
546,Freude::N,шумпотон,радлун
547,Freude::N,шумпотон,prieks
548,Gelächter::N,горем,серам
549,Gelächter::N,горем,smiekli
550,Glück::N,шуд,шуд
551,Glück::N,шуд,laime
552,Kummer::N,кайгу,шог
553,Kummer::N,кайгу,bēdas
554,Kummer::N,кайгу,raizes
555,Kummer::N,куректон,шог
556,Kummer::N,куректон,bēdas
557,Kummer::N,куректон,raizes
558,Wunsch::N,мылпотон,кӧсйӧм
559,Wunsch::N,мылпотон,vēlme
560,Wunsch::N,мылпотон,vēlējums
561,Lust::N,потон,кыскӧм
562,Lust::N,потон,радейтӧм
563,Lust::N,потон,kāre
564,Geist::N,лул,лов
565,Geist::N,лул,gars
566,Gedanke::N,малпан,мӧвп
567,Gedanke::N,малпан,doma
568,Gedächtnis::N,йырсазь,паметь
569,Gedächtnis::N,йырсазь,atmiņa
570,Gedächtnis::N,тодэваён,паметь
571,Gedächtnis::N,тодэваён,atmiņa
572,Verstand::N,йырвизь,вежӧр
573,Verstand::N,йырвизь,prāts
574,Sinn::N,смысл,мог
575,Sinn::N,смысл,вежӧртас
576,Sinn::N,смысл,nozīme
577,Grund::N,муг,помка
578,Grund::N,муг,pamats
579,Grund::N,муг,iemesls
580,Grund::N,ньӧм,помка
581,Grund::N,ньӧм,pamats
582,Grund::N,ньӧм,iemesls
583,Wahrheit::N,зэм,збыль
584,Wahrheit::N,зэм,збыльтор
585,Wahrheit::N,зэм,taisnība
586,Wahrheit::N,зэм,patiesība
587,Wahrheit::N,шонер,збыль
588,Wahrheit::N,шонер,збыльтор
589,Wahrheit::N,шонер,taisnība
590,Wahrheit::N,шонер,patiesība
591,Gespräch::N,вераськон,сёрни
592,Gespräch::N,вераськон,saruna
593,Märchen::N,выжыкыл,мойд
594,Märchen::N,выжыкыл,pasaka
595,Erzählung::N,верос,висьт
596,Erzählung::N,верос,stāsts
597,Erzählung::N,верос,nostāsts
598,Nachricht::N,ивор,юӧртӧм
599,Nachricht::N,ивор,ziņa
600,Neuigkeit::N,выльивор,выльтор
601,Neuigkeit::N,выльивор,jaunums
602,Name::N,ним,ним
603,Name::N,ним,vārds
604,Rätsel::N,мадькыл,нӧдкыв
605,Rätsel::N,мадькыл,mīkla
606,Rede::N,верам,сёрни
607,Rede::N,верам,runa
608,Sprache::N,кыл,кыв
609,Sprache::N,кыл,valoda
610,Stimme::N,куара,гӧлӧс
611,Stimme::N,куара,вом шы
612,Stimme::N,куара,balss
613,Wort::N,кыл,кыв
614,Wort::N,кыл,vārds
615,Zeichen::N,пус,пас
616,Zeichen::N,пус,zīme
617,Zeichen::N,тодмет,пас
618,Zeichen::N,тодмет,zīme
619,Ruf::N,ӧтён,чукӧстчӧм
620,Ruf::N,ӧтён,корӧм
621,Ruf::N,ӧтён,sauciens
622,Ruf::N,чортон,чукӧстчӧм
623,Ruf::N,чортон,корӧм
624,Ruf::N,чортон,sauciens
625,Lärm::N,ӵашетон,шы
626,Lärm::N,ӵашетон,зык
627,Lärm::N,ӵашетон,зычитӧм
628,Lärm::N,ӵашетон,troksnis
629,Laut::N,куара,шы
630,Laut::N,куара,skaņa
631,Ton::N,куара,шы
632,Ton::N,куара,tonis
633,Lied::N,кырӟан,сьылан
634,Lied::N,кырӟан,сьыланкыв
635,Lied::N,кырӟан,dziesma
636,Ruhe::N,чалмыт улон,чӧв
637,Ruhe::N,чалмыт улон,miers
638,Leute::N,адямиос,йӧз
639,Leute::N,адямиос,войтыр
640,Leute::N,адямиос,ļaudis
641,Leute::N,адямиос,cilvēki
642,Volk::N,калык,йӧз
643,Volk::N,калык,войтыр
644,Volk::N,калык,tauta
645,Arbeit::N,уж,удж
646,Arbeit::N,уж,darbs
647,Gast::N,куно,гӧсть
648,Gast::N,куно,viešņa
649,Gast::N,куно,ciemiņš
650,Geschenk::N,салам,козин
651,Geschenk::N,салам,dāvana
652,Geschenk::N,кузьым,козин
653,Geschenk::N,кузьым,dāvana
654,Spiel::N,шудон,ворсан
655,Spiel::N,шудон,rotaļa
656,Gesellschaft::N,калык,котыр
657,Gesellschaft::N,калык,biedrība
658,Gesellschaft::N,калык,kompānija
659,Hilfe::N,юрттон,отсӧг
660,Hilfe::N,юрттон,palīdzība
661,Freund::N,эш,ёрт
662,Freund::N,эш,draugs
663,Freund::N,юлтош,ёрт
664,Freund::N,юлтош,draugs
665,Kamerad::N,тодмо,ёрт
666,Kamerad::N,тодмо,biedrs
667,Angelegenheit::N,уж,мог
668,Angelegenheit::N,уж,делӧ
669,Angelegenheit::N,уж,darīšana
670,Anzahl::N,лыд,лыд
671,Anzahl::N,лыд,тшӧт
672,Anzahl::N,лыд,skaits
673,Anzahl::N,лыд,daudzums
674,Art::N,тус,сикас
675,Art::N,тус,suga
676,Art::N,тус,šķira
677,Stück::N,юдэс,тор
678,Stück::N,юдэс,gabals
679,Teil::N,люкет,юкӧн
680,Teil::N,люкет,daļa
681,Hälfte::N,ӝыны,пӧв
682,Hälfte::N,ӝыны,джын
683,Hälfte::N,ӝыны,puse
684,Kreis::N,котырес,кытш
685,Kreis::N,котырес,aplis
686,Kreis::N,котырес,riņķis
687,Kreuz::N,крест,перна
688,Kreuz::N,крест,крест
689,Kreuz::N,крест,krusts
690,Linie::N,гож,визь
691,Linie::N,гож,līnija
692,Strich::N,гож,визь
693,Strich::N,гож,svītra
694,Abstand::N,вис,кост
695,Abstand::N,вис,коласт
696,Abstand::N,вис,atstarpe
697,Abstand::N,кусып,кост
698,Abstand::N,кусып,коласт
699,Abstand::N,кусып,atstarpe
700,Entfernung::N,кусып,ылна
701,Entfernung::N,кусып,attālums
702,Entfernung::N,кусып,atstatums
703,Gegend::N,инты,му-ва
704,Gegend::N,инты,apvidus
705,Gegend::N,инты,apgabals
706,Platz::N,инты,ылдӧс
707,Platz::N,инты,йир
708,Platz::N,инты,гӧгӧртас
709,Platz::N,инты,vieta
710,Ort::N,инты,ин
711,Ort::N,инты,места
712,Ort::N,инты,vieta
713,Ort::N,места,ин
714,Ort::N,места,места
715,Ort::N,места,vieta
716,Seite::N,пал,бок
717,Seite::N,пал,ӧтарладор
718,Seite::N,пал,sāns
719,Mitte::N,шор,шӧр
720,Mitte::N,шор,vidus
721,Gegenstand::N,арбери,кӧлуй
722,Gegenstand::N,арбери,priekšmets
723,Sache::N,котыр,добра
724,Sache::N,котыр,lieta
725,Rand::N,дур,дор
726,Rand::N,дур,mala
727,Rand::N,дур,apmale
728,Rand::N,шаер,дор
729,Rand::N,шаер,mala
730,Rand::N,шаер,apmale
731,Kante::N,дур,дор
732,Kante::N,дур,šķautne
733,Ecke::N,сэрег,пельӧс
734,Ecke::N,сэрег,kakts
735,Ecke::N,сэрег,stūris
736,Spitze::N,йыл,йыв
737,Spitze::N,йыл,smaile
738,Spitze::N,йыл,galotne
739,Ende::N,пум,пом
740,Ende::N,пум,gals
741,Ende::N,пум,uzgalis
742,Loch::N,пась,розь
743,Loch::N,пась,caurums
744,Winkel::N,сэрег,пельӧс
745,Winkel::N,сэрег,leņķis
746,Muster::N,пужы,сер
747,Muster::N,пужы,piemērs
748,Größe::N,быдӟала,ыджда
749,Größe::N,быдӟала,lielums
750,Länge::N,кузьдала,кузьта
751,Länge::N,кузьдала,garums
752,Höhe::N,ӝуждала,джуджда
753,Höhe::N,ӝуждала,augstums
754,Gewicht::N,сектала,сьӧкта
755,Gewicht::N,сектала,сьӧкталун
756,Gewicht::N,сектала,svars
757,Gewicht::N,сектала,smagums
758,Gewicht::N,секытлык,сьӧкта
759,Gewicht::N,секытлык,сьӧкталун
760,Gewicht::N,секытлык,svars
761,Gewicht::N,секытлык,smagums
762,Menge::N,лыд,лун
763,Menge::N,лыд,числӧ
764,Menge::N,лыд,masa
765,Menge::N,лыд,daudzums
766,Menge::N,лыдпус,лун
767,Menge::N,лыдпус,числӧ
768,Menge::N,лыдпус,masa
769,Menge::N,лыдпус,daudzums
770,Haufen::N,люк,чукӧр
771,Haufen::N,люк,čupa
772,Haufen::N,люк,grēda
773,Haufen::N,люк,kaudze
774,Reihe::N,чур,рад
775,Reihe::N,чур,rinda
776,Reihe::N,чур,virkne
777,Boot::N,пыж,пыж
778,Boot::N,пыж,laiva
779,Boot::N,лодка,пыж
780,Boot::N,лодка,laiva
781,Ruder::N,полыс,пелыс
782,Ruder::N,полыс,ӧпаснӧй
783,Ruder::N,полыс,airis
784,Ruder::N,полыс,irklis
785,Schlitten::N,додьы,дадь
786,Schlitten::N,додьы,ragavas
787,Ski::N,куас,лызь
788,Ski::N,куас,slēpe
789,Lagerfeuer::N,тылскем,бипур
