,Concept_ID,kl,is
361,Länge::N,takissuseq,lengd
362,Gewicht::N,oqimaalutaq,vigt
363,Gewicht::N,oqimaalutaq,þyngd
364,Menge::N,amerlassuseq,magn
365,Haufen::N,eqimattat,hrúga
366,Haufen::N,eqimattat,haugur
367,Reihe::N,allunaasaq,röð
368,Boot::N,qajaq,bátur
369,Boot::N,angallat,bátur
370,Boot::N,umiatsiaq,bátur
371,Ruder::N,iput,ár
372,Schlitten::N,qamutit,sleði
373,Schlitten::N,qimusseq,sleði
374,Ski::N,ataarut,skíði
375,Last::N,nammagaq,byrði
376,Last::N,nammagaq,farmur
377,Schritt::N,allorneq,skref
378,Norden::N,avannaq,norður
379,Süden::N,qava,suður
380,Süden::N,kujat,suður
381,Süden::N,kujataa,suður
382,Westen::N,kitaa,vestur
383,Osten::N,kangi,austur
384,Holz::N,qisuk,viður
385,Brett::N,salliligaq,fjöl
386,Platte::N,qaateq,flötur
387,Stütze::N,ajagutaq,stoð
388,Stütze::N,ajaagutaq,stoð
389,Stange::N,kaaviffik,stöng
390,Stock::N,ajaappissat,prik
391,Stock::N,ajaappissat,stafur
392,Stab::N,ajaappissat,prik
393,Stab::N,ajaappissat,stafur
394,Rohr::N,sullulik,rör
395,Rohr::N,sullulik,pípa
396,Haus::N,illu,hús
397,Ofen::N,kissarsuut,ofn
398,Fußboden::N,nateq,gólf
399,Tisch::N,allattarfik,borð
400,Stuhl::N,issiavik,stóll
401,Stuhl::N,issiaffik,stóll
402,Wiege::N,uaasoq,vagga
403,Bett::N,nallavik,rúm
404,Bett::N,nallavik,hvíla
405,Regal::N,ilisivik,hilla
406,Kiste::N,sakissat,kassi
407,Kiste::N,illerfiusaq,kassi
408,Fenster::N,aki,gluggi
409,Fenster::N,igalaaq,gluggi
410,Tür::N,matu,dyr
411,Tür::N,matu,hurð
412,Tor::N,isaaffik,hlið
413,Zaun::N,saputit,girðing
414,Zaun::N,saputit,limgarður
415,Dach::N,qaliaq,þak
416,Leiter::N,tummeqqat,stigi
417,Leiter::N,majuartarfiit,stigi
418,Besen::N,saligutit,sópur
419,Spaten::N,nivaataq,spaði
420,Schaufel::N,nivaataq,skófla
421,Gabel::N,qilluaq,gaffall
422,Gabel::N,ajassaatit,gaffall
423,Löffel::N,alussaat,skeið
424,Messer::N,savik,hnífur
425,Nagel::N,kukik,nögl
426,Netz::N,anguffaseq,net
427,Haken::N,nissik,krókur
428,Haken::N,qarsorsaq,krókur
429,Haken::N,qarsorsartoq,krókur
430,Griff::N,ipi,tak
431,Schloss::N,illussaarsuaq,lás
432,Bild::N,assiliaq,mynd
433,Figur::N,kisitsit,stytta
434,Puppe::N,inuusaq,brúða
435,Bündel::N,qilertaq,böggull
436,Tasche::N,pooqattaq,veski
437,Deckel::N,matu,lok
438,Geschirr::N,anut,leirtau
439,Tasse::N,tiitorfik,bolli
440,Tasse::N,tiitorfiup ilorlia,bolli
441,Topf::N,qoqqoq,pottur
442,Kessel::N,uunnaavik,ketill
443,Essen::N,igaaq,matur
444,Nahrung::N,neqissaq,fæða
445,Speise::N,nerisassat,réttur
446,Speise::N,nerisassat,matarréttur
447,Fleisch::N,neqi,kjöt
448,Getreide::N,maannineq,korn
449,Brot::N,iffit,brauð
450,Brot::N,iffiaq,brauð
451,Scheibe::N,igalaassiaq,sneið
452,Fett::N,tarnutissaq,fita
453,Fett::N,tarnutissiaq,fita
454,Butter::N,punneq,smjör
455,Öl::N,uulia,olía
456,Salz::N,taratsut,salt
457,Suppe::N,qajoq,súpa
458,Honig::N,tungusunnitsuut,hunang
459,Milch::N,immuk,mjólk
460,Tee::N,tii,te
461,Tee::N,teeq,te
462,Wolle::N,nuersagassiaq,ull
463,Stoff::N,milliaq,dúkur
464,Stoff::N,qarlissiaq,dúkur
465,Nadel::N,meqqut,nál
466,Faden::N,ujalussiaq,þráður
467,Knopf::N,attat,tala
468,Knopf::N,attat,hnappur
469,Knoten::N,akeroq,hnútur
470,Knoten::N,qilerneq,hnútur
471,Farbe::N,qalipaat,málning
472,Kleidung::N,atisat,búningur
473,Kleidung::N,atisat,klæðnaður
474,Kleidung::N,annoraaq,búningur
475,Kleidung::N,annoraaq,klæðnaður
476,Hemd::N,ilupaaq,skyrta
477,Kragen::N,qungasiinnaq,kragi
478,Kragen::N,qungasiinnaq,flibbi
479,Ärmel::N,aaq,ermi
480,Hose::N,qarliit,buxur
481,Gürtel::N,qiterut,belti
482,Gürtel::N,unngersaq,belti
483,Mütze::N,nasaq,húfa
484,Schuh::N,skuu,skór
485,Schuh::N,ikernuk,skór
486,Schuh::N,ateraasaq,skór
487,Stiefel::N,kamik,stígvél
488,Ring::N,assammiu,hringur
489,Band::N,qilerutissiaq,band
490,Kamm::N,illaagutit,greiða
491,Kamm::N,illaajaatit pl.,greiða
492,Spiegel::N,tarrarsuut,spegill
493,Riemen::N,allunaaq,ól
494,Riemen::N,allunaaq,reim
495,Schnur::N,kujaaq,snúra
496,Schnur::N,allunaasaq,snúra
497,Leine::N,aleq,band
498,Decke::N,qipik,teppi
499,Kissen::N,akit,koddi
500,Tuch::N,qarlissiaq,klútur
501,Handtuch::N,allarut,þurrka
502,Handtuch::N,allarut,handklæði
503,Handtuch::N,allarterut,þurrka
504,Handtuch::N,allarterut,handklæði
505,Kraft::N,pissak,afl
506,Kraft::N,pissak,kraftur
507,Stärke::N,qerattarsaat,styrkur
508,Gesundheit::N,peqqisusseq,heilsa
509,Gesundheit::N,peqqisusseq,heilbrigði
510,Krankheit::N,nappaat,sjúkdómur
511,Schmerz::N,anniaat,sársauki
512,Wunde::N,iki,sár
513,Fieber::N,nappaat qanimanartoq,hitasótt
514,Arznei::N,imigassaq,lyf
515,Brücke::N,ikaartarfik,brú
516,Brunnen::N,tissaluttuliaq,brunnur
517,Weide::N,masarsuk,hagi
518,Pfad::N,aqqut,stígur
519,Weg::N,aggerfik,vegur
520,Straße::N,aqqusineq,gata
521,Straße::N,aqqusineq,stræti
522,Dorf::N,nunaqarfik,þorp
523,Stadt::N,illorpaat,borg
524,Stadt::N,illorpalik,borg
525,Brief::N,allagarsiaq,bréf
526,Buch::N,atuakkat,bók
527,Buch::N,mappersagaq,bók
528,Buchstabe::N,naqinneq,bókstafur
529,Zeitung::N,aviisi,dagblað
530,Leben::N,inuussuseq,líf
531,Tod::N,toqu,dauði
532,Tod::N,toquneq,dauði
533,Grab::N,iliveq,gröf
534,Grab::N,illissat,gröf
535,Kirche::N,oqaluffik,kirkja
536,Sünde::N,ajorti,synd
537,Arbeiter::N,sulisoq,verkamaður
538,Chef::N,ittoqut,yfirmaður
539,Meister::N,naalagaq,meistari
540,Arzt::N,katsorsaasoq,læknir
541,Lehrer::N,ilinniartitsisoq,kennari
542,Geld::N,aningaasat,peningar
543,Geschäft::N,niuertarfik,viðskipti
544,Laden::N,niuertarfik,búð
545,Laden::N,niuertarfik,verslun
546,Preis::N,aki,verð
547,Ware::N,qaliata pii,vara
548,Ware::N,nioqqutissaq,vara
549,Nutzen::N,iluaqut,gagn
550,Welt::N,nunarsuaq,veröld
551,Land::N,nuna,land
552,König::N,kunngi,konungur
553,Macht::N,pissaassuseq,vald
554,Grenze::N,killik,landamæri
555,Krieg::N,sorsunneq,stríð
556,Feind::N,akeraq,fjandmaður
557,Feind::N,akerartorti,fjandmaður
558,Feind::N,qinngarsuisoq,fjandmaður
559,Kampf::N,sorsunneq,bardagi
560,Pfeil::N,qalugiusaq,ör
561,Gewehr::N,aallaat,byssa
562,Fehler::N,kukkuneq,villa
563,Fehler::N,paarlaappaa,villa
564,Unglück::N,perluut,óhamingja
565,Schuld::N,akiitsugaq,sök
566,Schuld::N,akiligassaq,sök
567,Alter::N,utoqqaq,aldur
568,Schluss::N,isu,lok
569,Schluss::N,isu,endir
570,Zeit::N,ulloq,tími
571,Zeit::N,akuttoqatigiinneq,tími
572,Tag::N,ulloq,dagur
573,Morgen::N,ullaaq,morgunn
574,Mittag::N,ulloqeqqa,hádegi
575,Abend::N,unnuk,kvöld
576,Nacht::N,unnuaq,nótt
577,Woche::N,sapaatip akunnera,vika
578,Monat::N,qaammat,mánuður
579,Jahr::N,ukioq,ár
580,Frühling::N,upernaaq,vor
581,Sommer::N,aasaq,sumar
582,Herbst::N,ukiaq,haust
583,Winter::N,ukioq,vetur
584,Januar::N,siulleeq,janúar
585,Januar::N,qaammaliaq,janúar
586,Februar::N,aarlaat,február
587,März::N,marsi,mars
588,März::N,martsi,mars
589,Mai::N,maaji,maí
590,Juni::N,juuni,júní
591,Juli::N,juuli,júlí
592,August::N,aggusti,ágúst
593,September::N,septembari,september
594,Oktober::N,oktobari,október
595,November::N,novembari,nóvember
596,Dezember::N,detsembari,desember
597,Montag::N,ataasinngortoq,mánudagur
598,Dienstag::N,marlunngorneq,þriðjudagur
599,Mittwoch::N,pingasunngorneq,miðvikudagur
600,Donnerstag::N,sisamanngorneq,fimmtudagur
601,Freitag::N,tallimanngorneq,föstudagur
602,Samstag::N,arfininngorneq,laugardagur
603,Sonntag::N,sapaat,sunnudagur
604,Sonntag::N,sapaati,sunnudagur
605,groß::A,angivoq,stór
606,klein::A,mikivoq,lítill
607,lang::A,takisooq,langur
608,kurz::A,naatsoq,stuttur
609,breit::A,silippoq,breiður
610,schmal::A,amitsoq,mjór
611,dicht::A,torsusooq,þéttur
612,dick[Gegenstand]::A,issuvoq,þykkur
613,dick[Gegenstand]::A,issusooq,þykkur
614,dünn::A,amitsoq,þunnur
615,fein::A,mamarpoq,fíngerður
616,fest::A,tangeqarpoq,fastur
617,flach::A,nalimmappoq,flatur
618,glatt::A,quasak,háll
619,glatt::A,quasak,sléttur
620,hart::A,mattusooq,harður
621,hart::A,manngerpoq,harður
622,hart::A,titeqquluppoq,harður
623,weich::A,nerumaarpoq,mjúkur
624,rund::A,ammallorippoq,kringlóttur
625,spitz::A,qummukujooq,oddhvass
626,scharf::A,ipippoq,beittur
627,stumpf::A,anngerpoq,bitlaus
628,schwer::A,oqimaappoq,þungur
629,schön::A,kusanarpoq,fagur
630,schön::A,kusanarpoq,fallegur
631,heiß::A,kiappoq,heitur
632,warm::A,oqorpoq,hlýr
633,warm::A,oqorpoq,heitur
634,kalt::A,issippoq,kaldur
635,kühl::A,pueqqortippoq,svalur
636,feucht::A,isugutavoq,rakur
637,feucht::A,isugutavoq,þvalur
638,feucht::A,qaasernarpoq,rakur
639,feucht::A,qaasernarpoq,þvalur
640,nass::A,imerorpoq,votur
641,nass::A,imerorpoq,blautur
642,trocken::A,panerpoq,þurr
643,voll::A,ulikkaarpoq,fullur
644,leer::A,imaattuarpoq,tómur
645,offen::A,ammavoq,opinn
646,geschlossen::A,matuvoq,lokaður
647,sauber::A,eqqippoq,þrifinn
648,sauber::A,sukuluippoq,þrifinn
649,sauber::A,ipeqanngilaq,þrifinn
650,schmutzig::A,tapappoq,óhreinn
651,schmutzig::A,tapappoq,sóðalegur
652,schmutzig::A,minguppoq,óhreinn
653,schmutzig::A,minguppoq,sóðalegur
654,roh::A,aapavoq,hrár
655,reif::A,qaarulerpoq,þroskaður
656,süß::A,tungusunnippoq,sætur
657,bitter::A,qasilippoq,beiskur
658,hell::A,qaamavoq,bjartur
659,dunkel::A,qernerpoq,dimmur
660,schwarz::A,qernerpoq,svartur
661,weiß::A,qaqorpoq,hvítur
662,rot::A,aappaluppoq,rauður
663,gelb::A,sungaarpoq,gulur
664,blau::A,tungujorpoq,blár
665,grün::A,qorsooqqippoq,grænn
666,grau::A,qaserpoq,grár
667,billig::A,akikippoq,ódýr
668,wertvoll::A,erlinnarpoq,verðmætur
669,blind::A,tappiippoq,blindur
670,blind::A,isigisaqanngilaq,blindur
671,taub::A,tusilarpoq,heyrnarlaus
672,kräftig::A,pissaq,öflugur
673,kräftig::A,pissarsuaq,öflugur
674,stark::A,sanngivoq,sterkur
675,schwach::A,nakuippoq,veill
676,fett::A,pualavoq,feitur
677,schlank::A,tuappoq,grannur
678,schlank::A,tuappoq,spengilegur
679,hübsch::A,aatsialaq,snotur
680,hübsch::A,aatsialaq,laglegur
681,böse::A,ajorpoq,illur
682,böse::A,ajorpoq,vondur
683,dumm::A,taqajak,heimskur
684,dumm::A,sikkilluppoq,heimskur
685,dumm::A,qaatusimasaqanngilaq,heimskur
686,faul::A,eqiasuppoq,latur
687,faul::A,eqiattortuvoq,latur
688,fleißig::A,eqiasuippoq,iðinn
689,geizig::A,iasilaarpoq,nískur
690,geizig::A,tukkuippoq,nískur
691,klug::A,mallak,hygginn
692,klug::A,ittanneq,hygginn
693,klug::A,kutaappoq,hygginn
694,klug::A,kuttaappoq,hygginn
695,klug::A,qarasagippoq,hygginn
696,lieb::A,akisooq,kær
697,lieb::A,akisooq,ljúfur
698,lustig::A,piikulavoq,kátur
699,sanft::A,isumagippoq,blíður
700,hungrig::A,kaappoq,soltinn
701,hungrig::A,kaappoq,hungraður
702,hungrig::A,perlilerpoq,soltinn
703,hungrig::A,perlilerpoq,hungraður
704,krank::A,napparsimavoq,sjúkur
705,traurig::A,aliasuppoq,dapur
706,traurig::A,aliasuppoq,hryggur
707,lebendig::A,uumavoq,lifandi
708,gut::A,ajunngilaq,góður
709,schlecht::A,sualuppoq,slæmur
710,schlecht::A,sualuppoq,lélegur
711,richtig::A,iluarpoq,réttur
712,schlimm::A,amiilaarnarpoq,slæmur
713,wahr::A,ilumoorpoq,sannur
714,alt::A,pisoqaq,gamall
715,neu::A,nutaavoq,nýr
716,alt[Lebewesen]::A,utoqqaq,gamall
717,jung::A,inuusuppoq,ungur
718,jung::A,kingulliarsuk,ungur
719,arm::A,piillasoq,vesall
720,arm::A,piillasoq,fátækur
721,arm::A,piitsuuvoq,vesall
722,arm::A,piitsuuvoq,fátækur
723,reich::A,pisuuvoq,ríkur
724,reich::A,pisuuvoq,auðugur
725,berühmt::A,tusaamasaq,frægur
726,fremd::A,ajasoornarpoq,framandi
727,fremd::A,ajasoornarpoq,ókunnugur
728,verschieden::A,allatut,ýmis
729,verschieden::A,tamalaat,ýmis
730,nah::A,qanippoq,nálægur
731,fern::A,ungasippoq,fjarri
732,fern::A,ungasippoq,fjarlægur
733,linker::A,saamerleq,vinstri
734,rechter::A,innarluissut,hægri
735,erster::A,siulleq,fyrsti
736,zweiter::A,qataatsup tullia,annar
737,dritter::A,pingajorarterut,þriðji
738,letzter::A,kingulleq,síðasti
739,allein::ADV,kisimiippoq,einn
