,Concept_ID,xal,ku
793,elf::NUM,арвн негн,yazdeh
794,zwölf::NUM,арвн хойр,diwazdeh
795,zwanzig::NUM,хөрн,bîst
796,dreißig::NUM,һучн,sih
797,vierzig::NUM,дөчн,çil
798,fünfzig::NUM,тәвн,pençi
799,sechzig::NUM,җирн,şêst
800,siebzig::NUM,далн,heftê
801,achtzig::NUM,найн,heştê
802,neunzig::NUM,йирн,nod
803,hundert::NUM,зун,sêd
804,tausend::NUM,миңһн,hezar
805,und::CNJ,болн,û
806,oder::CNJ,эс гиҗ,an
807,oder::CNJ,эс гиҗ,yan
808,oder::CNJ,эс гихлә,an
809,oder::CNJ,эс гихлә,yan
810,stehen::V,зогсх,sekinîn
811,sitzen::V,суух,rûniştin
812,liegen::V,кевтх,paldan
813,hängen::V,өлгәтә бәәх,darve kirin
814,werden::V,болх,bûn
815,passieren::V,болх,hatin holê
816,passieren::V,болх,hatin serê kesî
817,beginnen::V,эклх,li dest pêkirin
818,enden::V,төгсх,xalas bû
819,wechseln::V,хүврх,guherandin
820,wechseln::V,хүврх,dêgiş kirin
821,aufgehen[Sonne]::V,һарх,hilatin
822,untergehen[Sonne]::V,орх,çun ava
823,untergehen[Sonne]::V,сүүрлх,çun ava
824,scheinen[Sonne]::V,герлтх,şewk de
825,donnern::V,күрҗңнх,gire-gir
826,wehen::V,сальклх,ba le de
827,strömen::V,һооҗх,xwe girtin
828,fließen::V,урсх,herikîn
829,sich drehen::V,эргх,xwe zivirandin
830,schwanken::V,дәәвлх,hejandin
831,schwingen::V,нәәхлх,libakirin
832,fallen::V,унх,ketin
833,fallen::V,киисх,ketin
834,brennen::V,шатх,şewitîn
835,rauchen::V,ута һарһх,kişandin
836,regnen::V,орх,bahran tê
837,gefrieren::V,мөстх,qefilandin
838,tauen::V,хәәлх,helandin
839,schmelzen::V,хәәлх,helandin
840,schmelzen::V,хәәлгдх,helandin
841,trocknen::V,эврх,zuwabûn
842,sieden::V,буслх,kelîn
843,faulen::V,үмкәрх,xerabûn
844,verfaulen::V,илҗрх,xerabûn
845,reißen::V,тасрх,jêkirin
846,versinken::V,чивх,xerq bûn
847,vergehen::V,болх,derbas bûn
848,erscheinen::V,һарх,peyda bûn
849,verschwinden::V,уга болх,wendabûn
850,sinken::V,татгдх,noq bûn
851,abnehmen::V,хасгдх,kêm bûn
852,zunehmen::V,өсх,qelew bûn
853,steigen::V,немх,hildan
854,wachsen::V,өсх,mezin bûn
855,wachsen::V,урһх,mezin bûn
856,glänzen::V,гилвкх,biriqîn
857,funkeln::V,цәклх,çikisîn
858,lärmen::V,шууглдх,guşîn
859,läuten::V,хоңх,lê de
860,klingeln::V,җиңнулх,sîl dan
861,klingeln::V,җиңнулх,ringerin
862,klirren::V,җиңнх,zingzing hat
863,brausen::V,догшрхх,guşîn
864,rauschen::V,сарҗңнх,guşîn
865,klingen::V,ә һарх,deng pe ketin
866,bellen::V,хуцх,kewtîn
867,heulen::V,уульх,ûrîn
868,blasen::V,үләх,puf kirin
869,pfeifen::V,ишкрх,fîkandin
870,schreien::V,хәәкрх,qîrîn
871,stöhnen::V,түңшх,nalîn
872,zittern::V,дагҗннх,hejîn
873,leben::V,бәәх,jihîn
874,geboren werden::V,төрх,hatin dinyê
875,geboren werden::V,төрх,bûn
876,atmen::V,әмсхлх,hilmijîn
877,trinken::V,уух,vexwarin
878,essen::V,идх,xwarin
879,schlucken::V,зальгх,daqulbandin
880,müde werden::V,көшх,betilîln
881,müde werden::V,көшх,qerimîn
882,einschlafen::V,унтх,razan
883,schlafen::V,нөөрсх,razan
884,schlafen::V,нөөрсх,razandin
885,aufwachen::V,серх,şiyarbûn
886,aufstehen::V,босх,rabûn
887,sich erholen::V,амрх,baş bûn
888,krank werden::V,гемтх,nexweş kêt
889,krank sein::V,шалтглх,nexweş bû
890,schmerzen::V,өвдх,êşandin
891,husten::V,ханях,kuxin
892,genesen::V,эдгх,baş bûn
893,sterben::V,үкх,mirin
894,sterben::V,өңгрх,mirin
895,umkommen::V,үкх,mirin
896,sich bewegen::V,көдлх,leqîn
897,sich bewegen::V,көндрх,leqîn
898,sich rühren::V,көндрх,leqîn
899,sich erheben::V,босх,rabûn
900,sich setzen::V,суух,runiştin
901,hinfallen::V,унх,kêtin
902,hinfallen::V,киисх,kêtin
903,laufen::V,йовх,meşîn
904,schreiten::V,алхх,meşkirin
905,spazierengehen::V,сергҗ йовх,gerandin
906,eilen::V,шулудх,lezandin
907,sich beeilen::V,адһх,zûkirin
908,sich beeilen::V,шамдх,zûkirin
909,sausen::V,хурдлх,fîzîn
910,sausen::V,йир_хурдар_гүүх,fîzîn
911,sausen::V,йир_хурдар_йовх,fîzîn
912,rennen::V,гүүх,baz dan
913,springen::V,һәрәдх,hilpekîn
914,klettern::V,давшх,hilperikîn
915,schaukeln::V,дүүдңндх,lorandin
916,kriechen::V,мөлкх,xuşandin
917,schwimmen::V,усчх,avjenîn
918,tauchen::V,булхх,qutxuyardin
919,tauchen::V,булхх,noqîn
920,rudern::V,хәәвдх,qaîq ajotin
921,fahren::V,йовх,ajotin
922,fliegen::V,нисх,firîn
923,gehen::V,йовх,çûn
924,weggehen::V,йовх,çûn
925,weggehen::V,одх,çûn
926,weggehen::V,һарх,çûn
927,weggehen::V,мөрлх,çûn
928,abfahren::V,мордх,çûyin
929,anhalten::V,зогсх,rawestîn
930,hineingehen::V,орх,ketin hundir
931,eintreten::V,орх,têketin
932,kommen::V,ирх,hatin
933,ankommen::V,ирх,gihan
934,ankommen::V,ирх,gihîştin
935,zurückkommen::V,орх,vegerandin
936,bleiben::V,бәәх,sekinîn
937,warten::V,күләх,payîn
938,erwarten::V,күләх,payîn
939,suchen::V,хәәх,lêgerîn
940,finden::V,олх,peyda kirin
941,versuchen::V,седх,çeribandin
942,vorbereiten::V,белдх,amade kirin
943,lieben::V,дурлх,hez kirin
944,mögen::V,таассгдх,dil kirin
945,lachen::V,инәх,kenîn
946,rühren::V,уйрах,hêjan
947,weinen::V,уульх,girîn
948,schimpfen::V,харах,pevçûn
949,sich ärgern::V,уурлх,enirîn
950,sich fürchten::V,әәх,tirsîn
951,fürchten::V,әәх,tirsin
952,fürchten::V,сүрдх,tirsin
953,fliehen::V,зулх,bazdan
954,flüchten::V,орһх,revîn
955,flüchten::V,зулх,revîn
956,sehen::V,үзх,dîtin
957,anschauen::V,харх,sêr kirin
958,ansehen::V,хәләх,hesibandin
959,ansehen::V,үзх,hesibandin
960,hören::V,соңсх,guhdar jirin
961,zuhören::V,соңсх,guhdarî kirin
962,probieren::V,амсх,tehm kirin
963,riechen::V,үнрчлх,bihn kirin
964,fühlen::V,медх,hîs kirin
965,scheinen::V,болҗ медгдх,xoyer kir
966,scheinen::V,миниһәр болхла,xoyer kir
967,scheinen::V,болад бәәх,xoyer kir
968,zu sehen sein::V,үзгдх,diyar bûn
969,vernehmen::V,соңсх,bihîstin
970,frieren::V,даарх,qerişîn
971,tun::V,кех,kirin
972,können::V,чадх,karin
973,wollen::V,дурлх,xwestîn
974,anfangen::V,эклх,dest pêkirin
975,beenden::V,дуусх,xelas kirin
976,aufhören::V,уурх,xelas kirin
977,gelingen::V,бүтх,çe bûn
978,gelingen::V,күцәх,çe bûn
979,geraten::V,болх,qewîmîn
980,öffnen::V,секх,vekirin
981,schließen::V,хаах,girtin
982,stellen::V,тәвх,danîn
983,setzen::V,суулһх,rûniştin
984,legen::V,тәвх,danîn
985,legen::V,тәвх,razandin
986,berühren::V,көндәх,lêketin
987,verbinden::V,боох,anîn pê
988,bedecken::V,хучх,sergirtin
989,bedecken::V,бүркх,sergirtin
990,aufhängen::V,өлгх,aliqandin
991,anzünden::V,асах,pêxistin
992,anzünden::V,шатах,pêxistin
993,aufheben::V,өөдән өргх,hildan
994,zurücklassen::V,үлдәх,hiştin
995,zurücklassen::V,үлдәх,vehiştin
996,verlieren::V,геех,wendakirin
997,fallen lassen::V,алдх,xistin bixe
998,fallen lassen::V,алдх,xistin
999,machen::V,кех,kirin
1000,machen::V,кех,çêkirin
1001,herstellen::V,кех,çê kirin
1002,herstellen::V,кех,peyda kirin
1003,bauen::V,тосхх,lêkirin
1004,reparieren::V,ясх,veherînerîn
1005,verbessern::V,сәәрүлх,sererastkirin
1006,ändern::V,хүврәх,degiş kirin
1007,graben::V,малтх,kolandin
1008,beugen::V,нуһлх,tewîn
1009,beugen::V,нуһлх,xwar kirin
1010,biegen::V,матилһх,tewandin
1011,biegen::V,матилһх,xwarkirin
1012,drehen::V,эргүлх,fitilandin
1013,wenden::V,көмрх,zivîrin
1014,wenden::V,эргүлх,zivîrin
1015,umdrehen::V,эргүлх,vegerandin
1016,heben::V,өргх,hildan
1017,heben::V,деер өргх,hildan
1018,hochheben::V,өргх,hildan
1019,ergreifen::V,бәрх,dest avêtin
1020,halten::V,бәрх,hîştin
1021,halten::V,бәрх,sekinîn
1022,drücken::V,шахх,pêl kirin
1023,schieben::V,түлкх,damdan
1024,kratzen::V,мааҗх,xurandin
1025,lecken::V,долах,alastin
1026,beißen::V,хазх,gez kirin
1027,abreißen::V,таслх,hilşandin
1028,abschneiden::V,тәәрх,jêkirin
1029,binden::V,боох,girêdan
1030,stecken::V,шаах,têxistin
1031,stecken::V,хатхх,têxistin
1032,brechen::V,хамхлх,şikandin
1033,klopfen::V,цокх,kutandin
1034,hauen::V,цокх,li dan
1035,kleben::V,наах,zeliqîn
1036,kleben::V,наах,şirêz kirin
1037,reiben::V,зүлгх,firikandin
1038,streichen::V,наах,bax dan
1039,streichen::V,лашх,bax dan
1040,streichen::V,түркх,bax dan
1041,schleifen::V,хурцлх,çarkirin
1042,schneiden::V,хәәчлх,jêkirin
1043,rütteln::V,дәәвлүлх,hejandin
1044,schütteln::V,сегсрх,daweşîn
1045,schwenken::V,дайлх,têwdan
1046,schütten::V,кех,rijandin
1047,füllen::V,дүүргх,dagirtin
1048,einwickeln::V,орах,pêçandin
1049,tragen::V,зөөх,kişandin
1050,tragen::V,зөөх,rajtin
1051,schleppen::V,чирх,kişandin
1052,ziehen::V,татх,kişandin
1053,aufbewahren::V,хадһлх,hilandin
1054,werfen::V,хайх,avêtin
1055,fangen::V,бәрх,sem kirin
1056,fangen::V,бәрх,girtin
1057,fangen::V,хавлх,sem kirin
1058,fangen::V,хавлх,girtin
1059,packen::V,бәрх,pê girtin
1060,verstecken::V,дүрх,hîlanin
1061,verstecken::V,бултулх,hîlanin
1062,teilen::V,хувах,parvekirin
1063,schicken::V,илгәх,şandin
1064,bringen::V,авч ирх,anîn
1065,bringen::V,авч ирх,birin
1066,hinzufügen::V,немх,dan ser
1067,hinzufügen::V,немх,li tiştekî zêde kirin
1068,bekommen::V,авх,standin
1069,erhalten::V,авх ,standin
1070,nehmen::V,авх,girtin
1071,wählen::V,шүүх,ray dan
1072,auswählen::V,шүүх,bijartin
1073,bewahren::V,хадһлх,rê li ber girtin
1074,bewahren::V,хадһлх,lê xwedî derketin
1075,bewahren::V,кевтнь үлдәх,rê li ber girtin
1076,bewahren::V,кевтнь үлдәх,lê xwedî derketin
1077,bewahren::V,кевтнь бәәлһх,rê li ber girtin
1078,bewahren::V,кевтнь бәәлһх,lê xwedî derketin
1079,behindern::V,харшлх,bara wi
1080,verderben::V,үрәх,heram bûn
1081,beschädigen::V,эвдх,xerab kirin
1082,zerbrechen::V,күүлх,şikênandin
1083,zerbrechen::V,күүлх,perçe kirin
1084,zerbrechen::V,хамхлх,şikênandin
1085,zerbrechen::V,хамхлх,perçe kirin
1086,zerreißen::V,шуучх,qelişandin
1087,zerstören::V,эвдх,hilşandin
1088,verbrennen::V,шатах,şewitandin
1089,geben::V,өгх,dan
1090,geben::V,өгх,dayin
1091,reichen::V,өгх,besbûn
1092,reichen::V,өгх,têrkirin
1093,schenken::V,белглх,diyarî kirin
1094,versprechen::V,амлх,soz dan
1095,wünschen::V,сә хәәх,dil kirin
1096,loben::V,магтх,pesinandin
1097,küssen::V,үмсх,maçkirin
1098,wiegen::V,саатулх,lorandin
1099,wiegen::V,саатулх,wezinandin
1100,zudecken::V,бүркх,nixumandin
1101,wecken::V,серүлх,bixwe hesandin
1102,zeigen::V,үзүлх,şanîdan
1103,führen::V,көтлх,raber kirin
1104,lehren::V,заах,hîn kirin
1105,lehren::V,сурһх,hîn kirin
1106,unterrichten::V,сурһх,ders dan
1107,unterrichten::V,багшлх,ders dan
1108,aufziehen::V,өскәх,mesinkirin
1109,leiten::V,һардх,rêberî kirin
1110,leiten::V,толһалх,rêberî kirin
1111,antreiben::V,шамдах,bezandin
1112,lassen::V,күч үзүлх,berdan
1113,lassen::V,күч үзүлх,hiştin
1114,einladen::V,үрх,dawet kirin
1115,vereinigen::V,хамцулх,bi yek kirin
1116,besuchen::V,одх,mêvan bûn
1117,treffen::V,харһх,rast hatin
1118,sich versammeln::V,цуглрх,li hev çivîn
1119,sich versammeln::V,хурх,li hev çivîn
1120,spielen::V,наадх,listin
1121,singen::V,дуулх,stran
1122,tanzen::V,биилх,reqisîn
1123,sich trennen::V,хаһцх,hew berdan
1124,verlassen::V,хайх,tanê hişt
1125,verlassen::V,хайх,bêkes
1126,retten::V,әм аврх,rihakirin
1127,retten::V,әәмшгәс харсх,rihakirin
1128,bewachen::V,харх,raçavkirin
1129,bewachen::V,манх,raçavkirin
1130,schützen::V,харсх,hemet kirin
1131,verteidigen::V,харсх,paraztin
1132,sich schlagen::V,гүвдлдх,li hev bezîn
1133,schießen::V,хах,agir kirin
1134,siegen::V,диилх,biser ketin
1135,ärgern::V,уурлулх,xeyirandin
1136,schlagen::V,цокх,lêdan
1137,schlagen::V,цокх,lêxistin
1138,schlagen::V,гүвдх,lêdan
1139,schlagen::V,гүвдх,lêxistin
1140,stechen::V,хатхх,têrekirin
1141,stoßen::V,түлкчкх,lêketin
1142,stehlen::V,хулхалх,dizîn
1143,stehlen::V,хулхалх,dizî birin
1144,stören::V,һә болх,aciz kirin
1145,belästigen::V,амр эс өгх,li tela yeki ketin
1146,verbergen::V,нуух,veşartin
1147,verbergen::V,нуух,kemîndanîn
1148,verbergen::V,бултулх,veşartin
1149,verbergen::V,бултулх,kemîndanîn
1150,täuschen::V,меклх,xapandin
1151,täuschen::V,меклх,lê zexeli kirin
1152,betrügen::V,меклх,xapandin
1153,betrügen::V,мек һарһх,xapandin
1154,töten::V,алх,kûştin
1155,wohnen::V,бәәх,rûniştin
1156,arbeiten::V,көдлх,kar kirin
1157,arbeiten::V,көдлх,şêxulin
1158,sammeln::V,түүх,komkirin
1159,pflücken::V,түүх,çinîn
1160,pflücken::V,хурах,çinîn
1161,jagen::V,аңнх,nêçîr kirin
1162,jagen::V,аңһучлх,nêçîr kirin
1163,fischen::V,заһс аңнх,masî girtin
1164,fassen::V,бәрх,pê girtin
1165,fassen::V,бәрх,sêm kirin
1166,hüten::V,хәрүлх,hei jê man
1167,treiben::V,туух,bêherandin
1168,anbinden::V,уйх,tewilandin
1169,füttern::V,теҗәх,xwarine dan lê
1170,melken::V,саах,dotin
1171,hacken::V,чавчх,kolandin
1172,gießen::V,услх,av dan
1173,reifen::V,болх,kemilîn
1174,reifen::V,болвсрх,kemilîn
1175,zubereiten::V,белдх,çe kirin
1176,kochen::V,чанх,xwarin çe kirin
1177,kochen::V,чанх,kelandin
1178,kochen::V,болһх,xwarin çe kirin
1179,kochen::V,болһх,kelandin
1180,backen::V,болһх,pijandin
1181,braten::V,хуурх,qelandin
1182,braten::V,хуурх,sor kirin
1183,umrühren::V,самрх,têvdan
1184,stricken::V,өлгх,hûnan
1185,nähen::V,уйх,kêl kirin
1186,färben::V,будх,boyax kirin
1187,reinigen::V,цеврлх,paqijkirin
1188,waschen::V,уһах,şuştin
1189,abwischen::V,арчх,pakîj kirin
1190,spülen::V,зәәлх,şuştin
1191,fegen::V,сәвүрдх,maliştin
1192,kehren::V,сәвүрдх,maliştin
1193,baden::V,өөмх,serîşûştin
1194,sich waschen::V,уһах,serîşûştin
1195,sich waschen::V,бийән уһаҗ,serîşûştin
1196,ausziehen::V,тәәлх,jê kirin
1197,anziehen::V,өмсх,pê kirin
1198,sich anziehen::V,хувцлх,xwe kirin
1199,kämmen::V,самлх,şeh kirin
1200,schmücken::V,чимх,xemilandin
1201,schmücken::V,кеерүлх,xemilandin
1202,sagen::V,келх,gotin
1203,sagen::V,келх,peyivîn
1204,sprechen::V,келх,peyivîn
1205,reden::V,күүндх,axaftin
1206,reden::V,күр_кех,axaftin
1207,sich unterhalten::V,күүндх,hev biştaxilin
1208,fragen::V,сурх,pirsîn
1209,fragen::V,сурх,pirs kirin
1210,bitten::V,эрх,tika kirin
1211,erzählen::V,келх,behs kirin
1212,erzählen::V,келҗ өгх,behs kirin
1213,mitteilen::V,медүлх,vegotin
1214,nennen::V,нерәдх,bi nav kirin
1215,nennen::V,нер өгх,bi nav kirin
1216,rufen::V,дуудх,bakirin
1217,prahlen::V,көөрх,pesnê xwe dan
1218,übersetzen::V,орчулх,qulibandin
1219,übersetzen::V,орчулх,derbas kirin
1220,denken::V,санх,fikirîn
1221,glauben::V,шүтх,bawer bûn
1222,glauben::V,нәәлх,bawer bûn
1223,bemerken::V,темдглх,bala xwe dan
1224,bemerken::V,темдглх,çac lê ketin
1225,erkennen::V,таньх,pêhesîn
1226,erkennen::V,медх,pêhesîn
1227,begreifen::V,медх,fêmkirin
1228,verstehen::V,соңсх,fêmkirin
1229,lernen::V,сурх,halmandin
1230,lernen::V,сурх,fêrbun
1231,wissen::V,медх,zanîn
1232,sich erinnern an::V,санх,bir bûn
1233,vergessen::V,мартх,ji bir kirin
1234,messen::V,кемҗәлх,pê kanîn
1235,zählen::V,тоолх,hejmardin
1236,rechnen::V,тоолх,hesibandin
1237,lesen::V,умшх,xwendin
1238,malen::V,зурх,rengandin
1239,malen::V,зурх,boyax kirin
1240,zeichnen::V,зурх,işaret kirin
1241,schreiben::V,бичх,nivîsandin
1242,besitzen::V,эзлх,hebûn
1243,kaufen::V,хулдҗ авх,kirîn
1244,verkaufen::V,хулдх,firotin
1245,verkaufen::V,гүүлгх,firotin
1246,bezahlen::V,өгх,pere dan
1247,zahlen::V,өгх,pere dan
1248,zahlen::V,өгх,dayin
1249,beherrschen::V,эзлх,zebt kirin
1250,beherrschen::V,эзлх,hukim kirin
1251,ertragen::V,даах,bihêzkirin
1252,treten::V,,têlekirin
