,Concept_ID,it,mhr
81,Staub::N,polvere,пура́к
82,Rauch::N,fumo,шикш
83,Funke::N,scintilla,сеске́м
84,Funke::N,scintilla,тулйы́п
85,Feuer::N,fuoco,тул
86,Licht::N,luce,со́то
87,Schatten::N,ombra,ӱ́мыл
88,Wetter::N,tempo,иге́че
89,Nebel::N,nebbia,тӱтыра́
90,Wolke::N,nube,пыл
91,Wolke::N,nùvola,пыл
92,Regen::N,pioggia,йӱр
93,Schnee::N,neve,лум
94,Eis::N,ghiaccio,ий
95,Frost::N,gelo,чатлама́
96,Kälte::N,freddo,йӱ́штӧ
97,Hitze::N,caldo,шо́кшо
98,Hitze::N,calura,шо́кшо
99,Raureif::N,brina,пӧрш
100,Raureif::N,brina,по́кшым
101,Regenbogen::N,arcobaleno,шонанпы́л
102,Donner::N,tuono,кӱ́дырчӧ
103,Strömung::N,corrente,йо́гын
104,Tropfen::N,goccia,чӱча́лтыш
105,Schaum::N,spuma,шоҥ
106,Schaum::N,schiuma,шоҥ
107,Schmutz::N,sudiciume,лавыра́
108,See::N,lago,ер
109,Sumpf::N,palude,лӱ́кӧ
110,Moor::N,torbiera,куп
111,Wiese::N,prato,о́лык
112,Wald::N,bosco,чодыра́
113,Wald::N,foresta,чодыра́
114,Hügel::N,colle,арка́
115,Hügel::N,collina,арка́
116,Anhöhe::N,altura,тӧва́
117,Anhöhe::N,altura,кӱкшака́
118,Berg::N,monte,ку́рык
119,Berg::N,montagna,ку́рык
120,Gipfel::N,cima,чаҥга́
121,Gipfel::N,cima,курыкву́й
122,Höhle::N,grotta,пеще́р
123,Höhle::N,grotta,курыкпо́мыш
124,Höhle::N,caverna,пеще́р
125,Höhle::N,caverna,курыкпо́мыш
126,Abhang::N,pendìo,та́йыл
127,Quelle::N,sorgente,важ
128,Quelle::N,sorgente,вӱдшинча́
129,Bach::N,ruscello,изэҥе́р
130,Fluss::N,fiume,эҥе́р
131,Ufer::N,riva,сер
132,Küste::N,costa,вӱдтӱ́р
133,Festland::N,terraferma,мла́нде
134,Meer::N,mare,те́ҥыз
135,Bucht::N,cala,икса́
136,Insel::N,ìsola,отро́
137,Blume::N,fiore,пеле́дыш
138,Gras::N,erba,шу́до
139,Wurzel::N,radice,вож
140,Baum::N,àlbero,пуше́ҥге
141,Stamm::N,tronco,йы́тыр
142,Rinde::N,corteccia,шӱм
143,Ast::N,ramo,укш
144,Zweig::N,ramo,торма́к
145,Blatt::N,foglia,лышта́ш
146,Birke::N,betulla,куэ́
147,Kiefer[Baum]::N,pino,пӱ́нчӧ
148,Weide[Baum]::N,sàlice,уа́
149,Tanne::N,abete,кож
150,Horn::N,corno,шур
151,Feder::N,penna,пы́стыл
152,Fell::N,manto,кова́ште
153,Fell::N,pelame,кова́ште
154,Flügel::N,ala,шу́лдыр
155,Klaue::N,grinfia,кӱч
156,Kralle::N,unghia,ла́па
157,Kralle::N,unghia,копа́
158,Kralle::N,artiglio,ла́па
159,Kralle::N,artiglio,копа́
160,Schwanz::N,coda,поч
161,Ei::N,uovo,му́но
162,Nest::N,nido,пыжа́ш
163,Bau::N,covo,пыжа́ш
164,Tier::N,bestia,я́нлык
165,Tier::N,bestia,живо́тный
166,Tier::N,animale,я́нлык
167,Tier::N,animale,живо́тный
168,Herde::N,gregge,кӱ́тӱ
169,Herde::N,gregge,тӱшка́
170,Kuh::N,vacca,ушка́л
171,Bulle::N,toro,ӱ́шкыж
172,Pferd::N,cavallo,и́мне
173,Schaf::N,pècora,шо́рык
174,Schwein::N,porco,сӧсна́
175,Schwein::N,maiale,сӧсна́
176,Hund::N,cane,пий
177,Katze::N,gatta,пы́рыс
178,Bär::N,orso,маска́
179,Eichhörnchen::N,scoiàttolo,ур
180,Elch::N,alce,шо́рдо
181,Fuchs::N,volpe,ры́выж
182,Hase::N,lepre,мера́ҥ
183,Maus::N,topo,коля́
184,Maus::N,sorcio,коля́
185,Wolf::N,lupo,пи́ре
186,Vogel::N,uccello,ка́йык
187,Schwarm::N,stormo,каша́к
188,Huhn::N,gallina,чы́ве
189,Hahn::N,gallo,агыта́н
190,Gans::N,oca,ко́мбо
191,Adler::N,àquila,карагу́ш
192,Ente::N,ànatra,лу́до
193,Eule::N,gufo,тумна́
194,Eule::N,civetta,тумна́
195,Kranich::N,gru,турня́
196,Krähe::N,cornacchia,кора́к
197,Kuckuck::N,cuccù,куку́
198,Kuckuck::N,cùculo,куку́
199,Schwan::N,cigno,йӱ́ксӧ
200,Fisch::N,pesce,кол
201,Barsch::N,pèrsico,ола́ҥге
202,Hecht::N,luccio,нуж
203,Hecht::N,luccio,чорта́н
204,Schlange[Tier]::N,serpente,ки́шке
205,Wurm::N,baco,шукш
206,Wurm::N,verme,шукш
207,Spinne::N,ragno,эҥыре́мыш
208,Ameise::N,formica,ку́тко
209,Laus::N,pidocchio,тий
210,Mücke::N,zanzara,шыҥа́
211,Fliege::N,mosca,ка́рме
212,Schmetterling::N,farfalla,лы́ве
213,Beere::N,bacca,мӧр
214,Apfel::N,mela,олма́
215,Pilz::N,fungo,по́ҥго
216,Zwiebel::N,cipolla,шога́н
217,Saat::N,semente,нӧ́шмӧ
218,Saat::N,semente,туш
219,Korn::N,grano,шу́рно
220,Heu::N,fieno,шу́до
221,Schale::N,buccia,шӱм
222,Grube::N,cava,выне́м
223,Grube::N,fossa,выне́м
224,Falle::N,tràppola,лӧ́дӧ
225,Schlinge::N,laccio,о́птыш
226,Schlinge::N,laccio,шӧрга́лтыш
227,Spur::N,traccia,кыша́
228,Asche::N,cenere,ло́мыж
229,Dreck::N,fango,лавыра́
230,Eisen::N,ferro,кӱ́ртньӧ
231,Gold::N,oro,шӧ́ртньӧ
232,Silber::N,argento,ший
233,Kohle::N,carbone,мландышӱ́й
234,Glas::N,vetro,янда́
235,Lehm::N,argilla,шун
236,Sand::N,arena,ошма́
237,Sand::N,sabbia,ошма́
238,Mensch::N,uomo,еҥ
239,Mensch::N,uomo,айде́ме
240,Mensch::N,èssere umano,еҥ
241,Mensch::N,èssere umano,айде́ме
242,Mann::N,uomo,пӧръе́ҥ
243,Frau::N,donna,ӱдырама́ш
244,Kind::N,bambino,аза́
245,Junge::N,ragazzo,рве́зе
246,Mädchen::N,ragazza,ӱдыра́ш
247,Familie::N,famiglia,еш
248,Großvater::N,nonno,коча́
249,Großmutter::N,nonna,кова́
250,Eltern::N,genitori,ача́-ава́
251,Vater::N,padre,ача́
252,Mutter::N,madre,ава́
253,Sohn::N,figlio,э́рге
254,Tochter::N,figlia,ӱ́дыр
255,Bruder::N,fratello,иза́
256,Bruder::N,fratello,шо́льо
257,Schwester::N,sorella,ака́
258,Onkel::N,zio,иза́
259,Tante::N,zia,кока́
260,Ehemann::N,marito,мари́й
261,Ehefrau::N,moglie,ва́те
262,Freude::N,gioia,куа́н
263,Freude::N,gioia,куаныма́ш
264,Freude::N,piacere,куа́н
265,Freude::N,piacere,куаныма́ш
266,Gelächter::N,risata,во́штылтыш
267,Glück::N,felicità,пиа́л
268,Kummer::N,afflizione,о́йго
269,Wunsch::N,desiderio,ку́мыл
270,Lust::N,voglia,ку́мыл
271,Geist::N,mente,ӧрт
272,Geist::N,mente,чон
273,Geist::N,spìrito,ӧрт
274,Geist::N,spìrito,чон
275,Gedanke::N,idea,ой
276,Gedanke::N,idea,шоныма́ш
277,Gedanke::N,pensiero,ой
278,Gedanke::N,pensiero,шоныма́ш
279,Gedächtnis::N,memoria,шарныма́ш
280,Verstand::N,intelletto,уш
281,Sinn::N,senso,смысл
282,Sinn::N,significato,смысл
283,Grund::N,causa,ама́л
284,Grund::N,motivo,ама́л
285,Grund::N,ragione,ама́л
286,Wahrheit::N,verità,чын
287,Gespräch::N,discorso,мутланыма́ш
288,Gespräch::N,conversazione,мутланыма́ш
289,Märchen::N,fiaba,йома́к
290,Märchen::N,fàvola,йома́к
291,Erzählung::N,racconto,ойлыма́ш
292,Erzählung::N,narrazione,ойлыма́ш
293,Nachricht::N,messaggio,увертарыма́ш
294,Neuigkeit::N,notizia,уве́р
295,Name::N,nome,лӱм
296,Rätsel::N,indovinello,ту́што
297,Rede::N,discorso,ойлыма́ш
298,Sprache::N,lingua,йы́лме
299,Sprache::N,linguaggio,йы́лме
300,Stimme::N,voce,йӱк
301,Wort::N,parola,ой
302,Wort::N,parola,мут
303,Zeichen::N,segno,ти́ште
304,Zeichen::N,segno,знак
305,Zeichen::N,segnale,ти́ште
306,Zeichen::N,segnale,знак
307,Ruf::N,chiamata,ӱжма́ш
308,Lärm::N,chiasso,лӱшкыма́ш
309,Lärm::N,chiasso,йӱк-йӱа́н
310,Lärm::N,strèpito,лӱшкыма́ш
311,Lärm::N,strèpito,йӱк-йӱа́н
312,Laut::N,suono,йӱк
313,Ton::N,tono,йӱксе́м
314,Lied::N,canto,му́ро
315,Lied::N,canzone,му́ро
316,Ruhe::N,calma,ты́мык
317,Ruhe::N,tranquillità,ты́мык
318,Leute::N,gente,еҥ-влак
319,Volk::N,pòpolo,ка́лык
320,Arbeit::N,lavoro,паша́
321,Gast::N,òspite,уна́
322,Gast::N,invitato,уна́
323,Geschenk::N,regalo,пӧле́к
324,Spiel::N,gioco,мо́дыш
325,Spiel::N,gioco,модма́ш
326,Gesellschaft::N,compagnìa,тӱшка́
327,Hilfe::N,aiuto,по́лыш
328,Hilfe::N,soccorso,по́лыш
329,Freund::N,amico,таҥ
330,Freund::N,amico,йолта́ш
331,Kamerad::N,camerata,таҥ
332,Angelegenheit::N,affare,паша́
333,Angelegenheit::N,faccenda,паша́
334,Anzahl::N,nùmero,чот
335,Anzahl::N,quantità,чот
336,Art::N,tipo,вид
337,Art::N,specie,вид
338,Stück::N,pezzo,ка́тыш
339,Stück::N,pezzo,ла́стык
340,Teil::N,parte,ужа́ш
341,Hälfte::N,metà,пел
342,Hälfte::N,metà,пе́ле
343,Kreis::N,cìrcolo,ты́ртыш
344,Kreuz::N,croce,ыре́с
345,Linie::N,lìnea,ли́ний
346,Strich::N,tratto,коре́ш
347,Abstand::N,distanza,кокла́
348,Entfernung::N,distanza,тора́
349,Entfernung::N,distanza,ку́жыт
350,Entfernung::N,lontananza,тора́
351,Entfernung::N,lontananza,ку́жыт
352,Gegend::N,regione,кунде́м
353,Platz::N,posto,ку́мдык
354,Platz::N,spazio,ку́мдык
355,Ort::N,luogo,вер
356,Ort::N,luogo,о́лмо
357,Ort::N,località,вер
358,Ort::N,località,о́лмо
359,Seite::N,lato,ӧ́рдыж
360,Seite::N,parte,ӧ́рдыж
361,Mitte::N,mezzo,покше́л
362,Mitte::N,centro,покше́л
363,Gegenstand::N,oggetto,наста́
364,Sache::N,cosa,наста́
365,Rand::N,orlo,тӱр
366,Rand::N,bordo,тӱр
367,Kante::N,spìgolo,тӱр
368,Ecke::N,canto,лук
369,Spitze::N,punta,вуй
370,Ende::N,capo,муча́ш
371,Ende::N,estremità,муча́ш
372,Loch::N,buco,рож
373,Winkel::N,àngolo,лук
374,Muster::N,disegno,пеза́к
375,Muster::N,disegno,узо́р
376,Muster::N,disegno,ӱ́лгӧ
377,Größe::N,taglia,кӱ́кшыт
378,Größe::N,grandezza,кӱ́кшыт
379,Länge::N,lunghezza,ку́тыш
380,Höhe::N,altezza,кӱ́кшыт
381,Gewicht::N,peso,не́лыт
382,Menge::N,quantità,чот
383,Haufen::N,cùmulo,кы́шыл
384,Haufen::N,mucchio,кы́шыл
385,Reihe::N,fila,рада́м
386,Boot::N,barca,пуш
387,Boot::N,battello,пуш
388,Ruder::N,remo,эшка́к
389,Schlitten::N,slitta,тер
390,Schlitten::N,slitta,изде́р
391,Ski::N,sci,е́че
392,Lagerfeuer::N,falò,туло́то
393,Lagerfeuer::N,fuoco di bivacco,туло́то
394,Last::N,càrico,нӧ́лтыш
395,Gang::N,andata,ошкылма́ш
396,Schritt::N,passo,о́шкыл
397,Norden::N,nord,йӱдйыма́л
398,Norden::N,settentrione,йӱдйыма́л
399,Süden::N,sud,кечывалве́л
400,Süden::N,meridione,кечывалве́л
401,Westen::N,òvest,касве́л
402,Westen::N,occidente,касве́л
403,Osten::N,est,эрве́л
404,Osten::N,oriente,эрве́л
405,Holz::N,legno,пу
406,Brett::N,asse,оҥа́
407,Brett::N,tàvola,оҥа́
408,Platte::N,lastra,аста́р
409,Platte::N,piastra,аста́р
410,Stütze::N,supporto,чара́к
411,Stange::N,sbarra,лома́ш
412,Stange::N,pèrtica,лома́ш
413,Stock::N,verga,тоя́
414,Stock::N,bastone,тоя́
415,Stock::N,bacchetta,тоя́
416,Stab::N,asta,вара́
417,Stab::N,asta,кашта́
418,Rohr::N,tubo,пуч
419,Haus::N,casa,пӧрт
420,Heim::N,casa,мӧ́ҥгӧ
421,Ofen::N,stufa,комака́
422,Fußboden::N,pavimento,кӱва́р
423,Tisch::N,tàvolo,ӱсте́л
424,Stuhl::N,sedia,пӱке́н
425,Wiege::N,culla,шепка́
426,Bett::N,letto,ва́кшыш
427,Regal::N,scaffale,шӧ́рлык
428,Kiste::N,cassa,шо́ндык
429,Kiste::N,cassa,я́шлык
430,Fenster::N,finestra,окна́
431,Tür::N,porta,омса́
432,Tor::N,portone,капка́
433,Zaun::N,recinto,сава́р
434,Dach::N,tetto,леве́дыш
435,Leiter::N,scala,тошка́лтыш
436,Leiter::N,scala a pioli,тошка́лтыш
437,Besen::N,scopa,ӱштерво́штыр
438,Spaten::N,vanga,ко́льмо
439,Schaufel::N,pala,сово́к
440,Schaufel::N,pala,су́ско
441,Gabel::N,forchetta,ви́лке
442,Löffel::N,cucchiaio,па́не
443,Löffel::N,cucchiaio,совла́
444,Messer::N,coltello,кӱ́зӧ
445,Nagel::N,chiodo,пуда́
446,Netz::N,rete,вапш
447,Haken::N,uncino,са́гыле
448,Griff::N,mànico,кыл
449,Griff::N,maniglia,кыл
450,Schloss::N,serratura,кӧгӧ́н
451,Bild::N,quadro,сӱре́т
452,Bild::N,immàgine,сӱре́т
453,Figur::N,figura,фигу́р
454,Puppe::N,bàmbola,курча́к
455,Beutel::N,borsa,меша́к
456,Beutel::N,sacchetto,меша́к
457,Bündel::N,fascio,арша́ш
458,Bündel::N,fagotto,арша́ш
459,Tasche::N,borsa,сумка́
460,Eimer::N,secchio,ведра́
461,Deckel::N,coperchio,ко́мдыш
462,Geschirr::N,stoviglie,а́те
463,Sack::N,sacco,куль
464,Sack::N,sacco,меша́к
465,Tasse::N,tazza,чу́кыр
466,Tasse::N,tazza,чашка́
467,Topf::N,pèntola,ми́ске
468,Kessel::N,paiolo,под
469,Kessel::N,calderone,под
470,Essen::N,pasto,ко́чкыш
471,Essen::N,mangiare,ко́чкыш
472,Nahrung::N,cibo,ку́рго
473,Nahrung::N,alimento,ку́рго
474,Speise::N,piatto,ко́чкыш
475,Fleisch::N,carne,шыл
476,Getreide::N,cereali,шу́рно
477,Brei::N,purè,пу́чымыш
478,Brei::N,pappa,пу́чымыш
479,Brot::N,pane,ки́нде
480,Scheibe::N,fetta,ка́тыш
481,Scheibe::N,trancia,ка́тыш
482,Fett::N,grasso,коя́
483,Butter::N,burro,ӱй
484,Öl::N,olio,ӱй
485,Salz::N,sale,шинча́л
486,Suppe::N,zuppa,шӱр
487,Suppe::N,minestra,шӱр
488,Honig::N,miele,мӱй
489,Milch::N,latte,шӧр
490,Tee::N,tè,чай
491,Leder::N,pelle,сура́н
492,Leder::N,pelle,шӱ́штӧ
493,Wolle::N,lana,пун
494,Stoff::N,panno,куэ́м
495,Stoff::N,panno,посто́
496,Stoff::N,tessuto,куэ́м
497,Stoff::N,tessuto,посто́
498,Nadel::N,ago,и́ме
499,Faden::N,filo,шӱ́ртӧ
500,Knopf::N,bottone,по́лдыш
501,Knoten::N,nodo,пышке́м
502,Farbe::N,pittura,чия́
503,Kleidung::N,vestiti,чие́м
504,Kleidung::N,vestiti,вурге́м
505,Kleidung::N,vestiario,чие́м
506,Kleidung::N,vestiario,вурге́м
507,Hemd::N,camicia,ту́выр
508,Kragen::N,bàvero,сога́
509,Kragen::N,colletto,сога́
510,Ärmel::N,mànica,шокш
511,Hose::N,calzoni,йола́ш
512,Gürtel::N,cintura,ӱ́штӧ
513,Mütze::N,berretto,упш
514,Schuh::N,scarpa,боти́нке
515,Stiefel::N,stivale,кем
516,Ring::N,anello,шерга́ш
517,Band::N,nastro,тасма́
518,Band::N,nastro,ле́нте
519,Band::N,fettuccia,тасма́
520,Band::N,fettuccia,ле́нте
521,Kamm::N,pèttine,шерге́
522,Spiegel::N,specchio,вошто́нчыш
523,Riemen::N,cinghia,кӱзанӱ́штӧ
524,Schnur::N,corda,кере́м
525,Schnur::N,corda,кандыра́
526,Leine::N,guinzaglio,вӱра́ҥ
527,Decke::N,coperta,леве́дыш
528,Decke::N,coperta,одея́л
529,Kissen::N,cuscino,кӱ́пчык
530,Kissen::N,guanciale,кӱ́пчык
531,Tuch::N,fazzoletto,шо́выч
532,Handtuch::N,asciugamano,со́лык
533,Kraft::N,forza,вий
534,Kraft::N,forza,куа́т
535,Stärke::N,forza,куа́т
536,Stärke::N,forza,карма́н
537,Stärke::N,vigore,куа́т
538,Stärke::N,vigore,карма́н
539,Stärke::N,fortezza,куа́т
540,Stärke::N,fortezza,карма́н
541,Gesundheit::N,salute,таза́лык
542,Krankheit::N,malattìa,чер
543,Schmerz::N,dolore,ко́рштыш
544,Wunde::N,piaga,су́сыр
545,Wunde::N,ferita,су́сыр
546,Fieber::N,febbre,йӱштыму́ж
547,Fieber::N,febbre,лихора́дке
548,Arznei::N,fàrmaco,эм
549,Arznei::N,medicina,эм
550,Brücke::N,ponte,кӱва́р
551,Brunnen::N,pozzo,вӱдвыне́м
552,Weide::N,pàscolo,нурше́р
553,Pfad::N,sentiero,йолго́рно
554,Pfad::N,sentiero,сокма́к
555,Weg::N,via,ко́рно
556,Weg::N,cammino,ко́рно
557,Straße::N,strada,ко́рно
558,Dorf::N,paese,ял
559,Dorf::N,villaggio,ял
560,Stadt::N,città,ола́
561,Brief::N,lèttera,се́рыш
562,Buch::N,libro,книга́
563,Buchstabe::N,lèttera,буква́
564,Zeitung::N,giornale,газе́т
565,Leben::N,vita,и́лыш
566,Tod::N,morte,колыма́ш
567,Grab::N,tomba,шӱга́р
568,Grab::N,sepolcro,шӱга́р
569,Kirche::N,chiesa,че́рке
570,Sünde::N,peccato,су́лык
571,Gott::N,dio,ю́мо
572,Arbeiter::N,operaio,паша́зе
573,Arbeiter::N,lavoratore,паша́зе
574,Chef::N,capo,тӧра́
575,Chef::N,padrone,тӧра́
576,Meister::N,mastro,маста́р
577,Meister::N,maestro,маста́р
578,Arzt::N,mèdico,врач
579,Arzt::N,dottore,врач
580,Lehrer::N,professore,ту́ныктышо
581,Geld::N,soldi,окса́
582,Geld::N,denaro,окса́
583,Geschäft::N,affare,сатулыма́ш
584,Geschäft::N,negozio,сатулыма́ш
585,Laden::N,negozio,ке́выт
586,Preis::N,prezzo,ак
587,Ware::N,merce,сату́
588,Nutzen::N,ùtile,пайда́
589,Nutzen::N,profitto,пайда́
590,Reichtum::N,ricchezza,поя́нлык
591,Welt::N,mondo,тӱня́
592,Land::N,paese,эл
593,Staat::N,Stato,кугыжа́ныш
594,König::N,re,кугыжа́
595,Macht::N,potere,власть
596,Grenze::N,confine,грани́ца
597,Grenze::N,frontiera,грани́ца
598,Krieg::N,guerra,сар
599,Feind::N,nemico,тушма́н
600,Gewalt::N,violenza,виешлыма́ш
601,Kampf::N,lotta,кредалма́ш
602,Bogen[Waffe]::N,arco,юҥе́ж
603,Pfeil::N,freccia,пикш
604,Gewehr::N,fucile,пыча́л
605,Fehler::N,errore,йо́ҥылыш
606,Fehler::N,sbaglio,йо́ҥылыш
607,Lüge::N,bugìa,шоя́к
608,Lüge::N,menzogna,шоя́к
609,Schaden::N,danno,зия́н
610,Unglück::N,sfortuna,эҥге́к
611,Schuld::N,colpa,тита́к
612,Schuld::N,colpa,йола́
613,Alter::N,età,ийго́т
614,Schluss::N,fine,муча́ш
615,Zeit::N,tempo,жап
616,Zeit::N,tempo,па́гыт
617,Tag::N,giorno,ке́че
618,Tag::N,giornata,ке́че
619,Morgen::N,mattina,эр
620,Mittag::N,mezzogiorno,кечыва́л
621,Abend::N,sera,кас
622,Abend::N,serata,кас
623,Nacht::N,notte,йӱд
624,Woche::N,settimana,арня́
625,Monat::N,mese,ты́лзе
626,Jahr::N,anno,ий
627,Frühling::N,primavera,шо́шо
628,Sommer::N,estate,кеҥе́ж
629,Herbst::N,autunno,шы́же
630,Winter::N,inverno,те́ле
631,Januar::N,gennaio,шоркыйол
632,Januar::N,gennaio,идалыкву́й
633,Januar::N,gennaio,янва́рь
634,Februar::N,febbraio,пургыж
635,Februar::N,febbraio,февра́ль
636,März::N,marzo,ӱярня
637,März::N,marzo,март
638,April::N,aprile,апре́ль
639,Mai::N,maggio,ага
640,Mai::N,maggio,май
641,Juni::N,giugno,пеледыш
642,Juni::N,giugno,ию́нь
643,Juli::N,luglio,сӱрем
644,Juli::N,luglio,ию́ль
645,August::N,agosto,сорла
646,August::N,agosto,агарма́н
647,August::N,agosto,а́вгуст
648,September::N,settembre,идым
649,September::N,settembre,сентя́брь
650,Oktober::N,ottobre,шыжа
651,Oktober::N,ottobre,октя́брь
652,November::N,novembre,кылме тылзе
653,November::N,novembre,ноя́брь
654,Dezember::N,dicembre,дека́брь
655,Montag::N,lunedì,шо́чмо
656,Dienstag::N,martedì,ку́шкыжмо
657,Mittwoch::N,mercoledì,вӱрге́че
658,Donnerstag::N,giovedì,изарня́
659,Freitag::N,venerdì,кугарня́
660,Samstag::N,sàbato,шуматке́че
661,Sonntag::N,domenica,рушарня́
662,groß::A,grande,кугу́
663,klein::A,pìccolo,изи́
664,lang::A,lungo,кужу́
665,kurz::A,corto,кӱ́чык
666,breit::A,largo,кумда́
667,schmal::A,stretto,а́ҥысыр
668,dicht::A,denso,ну́гыдо
669,dick[Gegenstand]::A,spesso,кӱ́жгӧ
670,dünn::A,sottile,ви́чкыж
671,fein::A,fine,ты́гыде
672,fein::A,delicato,ты́гыде
673,fest::A,sodo,чо́ткыдо
674,fest::A,fisso,чо́ткыдо
675,flach::A,piano,лапка́
676,flach::A,piatto,лапка́
677,glatt::A,liscio,яклака́
678,hart::A,duro,пе́ҥгыде
679,weich::A,molle,пу́шкыдо
680,rund::A,rotondo,йырге́шке
681,spitz::A,aguzzo,коша́р
682,spitz::A,appuntito,коша́р
683,scharf::A,affilato,пӱ́сӧ
684,scharf::A,tagliente,пӱ́сӧ
685,stumpf::A,smussato,токма́к
686,schwer::A,pesante,не́ле
687,schön::A,bello,сы́лне
688,heiß::A,caldo,шо́кшо
689,heiß::A,bollente,шо́кшо
690,warm::A,caldo,ле́ве
691,kalt::A,freddo,йӱ́штӧ
692,kühl::A,fresco,юа́лге
693,kühl::A,fresco,южгата́
694,frisch::A,fresco,свежа́
695,feucht::A,ùmido,вӱ́дыжгӧ
696,nass::A,bagnato,нӧ́рӧ
697,trocken::A,secco,ку́кшо
698,voll::A,pieno,тич
699,leer::A,vuoto,яра́
700,offen::A,aperto,виш
701,geschlossen::A,chiuso,пе́тырыме
702,geschlossen::A,chiuso,тӱ́чмӧ
703,sauber::A,netto,ару́
704,sauber::A,netto,янда́р
705,sauber::A,pulito,ару́
706,sauber::A,pulito,янда́р
707,schmutzig::A,sporco,лавыра́н
708,schmutzig::A,sporco,ла́выргыше
709,schmutzig::A,sùdicio,лавыра́н
710,schmutzig::A,sùdicio,ла́выргыше
711,roh::A,crudo,кӱ́чымӧ
712,reif::A,maturo,лӧза́
713,lecker::A,ghiotto,ту́тло
714,lecker::A,squisito,ту́тло
715,süß::A,dolce,ше́ре
716,bitter::A,amaro,ко́чо
717,sauer::A,aspro,шо́по
718,sauer::A,acerbo,шо́по
719,hell::A,chiaro,во́лгыдо
720,dunkel::A,buio,пычке́мыш
721,dunkel::A,oscuro,пычке́мыш
722,schwarz::A,nero,шола́
723,weiß::A,bianco,ош
724,rot::A,rosso,йошка́р
725,gelb::A,giallo,сар
726,blau::A,blu,ка́нде
727,blau::A,azzurro,ка́нде
728,grün::A,verde,ужа́р
729,grau::A,grigio,сур
730,bunt::A,variopinto,олача́
731,billig::A,a buon prezzo,шу́лдо
732,billig::A,a buon mercato,шу́лдо
733,teuer::A,caro,ше́рге
734,wertvoll::A,prezioso,шергака́н
735,blind::A,cieco,со́кыр
736,taub::A,sordo,соҥгыра́
737,kräftig::A,forte,куа́тле
738,kräftig::A,robusto,куа́тле
739,stark::A,forte,вия́н
740,stark::A,vigoroso,вия́н
741,schwach::A,dèbole,а́лдыме
742,fett::A,grasso,коя́
743,schlank::A,snello,йоштката́
744,schlank::A,snello,яжу́
745,schlank::A,slanciato,йоштката́
