,Concept_ID,sl,la
99,Schaum::N,péna,spuma
100,Schmutz::N,nesnága,sordes
101,Schmutz::N,nesnága,squalor
102,See::N,jézero,lacus
103,Sumpf::N,močvírje,palus
104,Moor::N,bárje,palus
105,Wiese::N,trávnik,pratum
106,Wald::N,lés,silva
107,Wald::N,gòzd,silva
108,Hügel::N,brég,collis
109,Hügel::N,goríca,collis
110,Anhöhe::N,gríč,specula
111,Anhöhe::N,višína,specula
112,Berg::N,gôra,mons
113,Berg::N,planína,mons
114,Gipfel::N,vŕh,vertex
115,Höhle::N,jáma,caverna
116,Höhle::N,jáma,spelunca
117,Höhle::N,votlína,caverna
118,Höhle::N,votlína,spelunca
119,Abhang::N,pobóčje,declivum
120,Quelle::N,izvír,fons
121,Bach::N,pôtok,rivus
122,Fluss::N,réka,flumen
123,Ufer::N,brég,ripa
124,Küste::N,obála,litus
125,Küste::N,obréžje,litus
126,Festland::N,celína,continens
127,Festland::N,kopnína,continens
128,Meer::N,mórje,mare
129,Bucht::N,zalív,sinus
130,Insel::N,ôtok,insula
131,Blume::N,cvetlíca,flos
132,Gras::N,tráva,herba
133,Gras::N,tráva,gramen
134,Wurzel::N,korenína,radix
135,Baum::N,drevó,arbor
136,Stamm::N,dêblo,truncus
137,Rinde::N,lúbje,cortex
138,Rinde::N,skórja,cortex
139,Ast::N,véja,ramus
140,Zweig::N,véja,ramus
141,Blatt::N,líst,folium
142,Birke::N,bréza,betulla
143,Kiefer[Baum]::N,bòr,pinus
144,Weide[Baum]::N,vŕba,salix
145,Tanne::N,hója,abies
146,Horn::N,róg,cornu
147,Feder::N,peró,penna
148,Fell::N,kŕzno,pellis
149,Flügel::N,krílo,ala
150,Klaue::N,párkelj,unguis
151,Kralle::N,krémpelj,unguis
152,Schwanz::N,rèp,cauda
153,Ei::N,jájce,ovum
154,Nest::N,gnézdo,nidus
155,Bau::N,brlòg,cavum
156,Bau::N,brlòg,latibulum
157,Tier::N,živál,bestia
158,Herde::N,čréda,grex
159,Kuh::N,kráva,vacca
160,Bulle::N,bìk,taurus
161,Pferd::N,kònj,equus
162,Schaf::N,ôvca,ovis
163,Schwein::N,svínja,sus
164,Schwein::N,svínja,porcus
165,Hund::N,pès,canis
166,Katze::N,máčka,felis
167,Bär::N,mêdved,ursus
168,Eichhörnchen::N,véverica,sciurus
169,Elch::N,lós,alces
170,Fuchs::N,lisíca,vulpes
171,Hase::N,zájec,lepus
172,Maus::N,mìš,mus
173,Wolf::N,vólk,lupus
174,Vogel::N,ptìč,avis
175,Vogel::N,ptíca,avis
176,Schwarm::N,játa,examen
177,Huhn::N,kokóš,gallina
178,Hahn::N,petêlin,gallus
179,Gans::N,gós,anser
180,Adler::N,ôrel,aquila
181,Ente::N,ráca,anas
182,Eule::N,sôva,ulula
183,Eule::N,sôva,noctua
184,Kranich::N,žerjàv,grus
185,Krähe::N,vrána,cornix
186,Kuckuck::N,kúkavica,cuculus
187,Schwan::N,labód,olor
188,Schwan::N,labód,cycnus
189,Fisch::N,ríba,piscis
190,Barsch::N,ostríž,perca
191,Hecht::N,ščúka,esox
192,Schlange[Tier]::N,káča,serpens
193,Wurm::N,čr̀v,vermis
194,Wurm::N,glísta,vermis
195,Spinne::N,pájek,aranea
196,Ameise::N,mrávlja,formica
197,Laus::N,úš,pediculus
198,Mücke::N,komár,culex
199,Fliege::N,múha,musca
200,Schmetterling::N,metúlj,papilio
201,Beere::N,jágoda,baca
202,Apfel::N,jábolko,malum
203,Pilz::N,góba,fungus
204,Zwiebel::N,čebúla,cepa
205,Saat::N,séme,seges
206,Korn::N,zŕno,granum
207,Heu::N,senó,faenum
208,Schale::N,lupína,putamen
209,Grube::N,jáma,fovea
210,Falle::N,pást,pedica
211,Schlinge::N,zánka,laqueus
212,Schlinge::N,pêtlja,laqueus
213,Spur::N,sléd,vestigium
214,Asche::N,pepél,cinis
215,Dreck::N,bláto,lutum
216,Eisen::N,želézo,ferrum
217,Gold::N,zlató,aurum
218,Silber::N,srebró,argentum
219,Kohle::N,ógel,carbo
220,Glas::N,stêklo,vitrum
221,Lehm::N,ílo,lutum
222,Sand::N,pések,arena
223,Mensch::N,člôvek,homo
224,Mann::N,móž,vir
225,Mann::N,môški,vir
226,Frau::N,gospá,mulier
227,Frau::N,žénska,mulier
228,Kind::N,déte,puer
229,Kind::N,déte,infans
230,Kind::N,otròk,puer
231,Kind::N,otròk,infans
232,Junge::N,fànt,puer
233,Junge::N,déček,puer
234,Mädchen::N,deklè,puella
235,Mädchen::N,déklica,puella
236,Familie::N,družína,familia
237,Großvater::N,dèd,avus
238,Großvater::N,dédek,avus
239,Großmutter::N,bábica,avia
240,Eltern::N,stárši,parentes
241,Vater::N,ôče,pater
242,Mutter::N,máma,mater
243,Sohn::N,sín,filius
244,Tochter::N,hčí,filia
245,Tochter::N,hčérka,filia
246,Bruder::N,bràt,frater
247,Schwester::N,sêstra,soror
248,Onkel::N,újec,patruus
249,Onkel::N,újec,avunculus
250,Onkel::N,stríc,patruus
251,Onkel::N,stríc,avunculus
252,Tante::N,têta,amita
253,Tante::N,strína,amita
254,Ehemann::N,móž,maritus
255,Ehemann::N,sopróg,maritus
256,Ehefrau::N,žêna,uxor
257,Ehefrau::N,sopróga,uxor
258,Freude::N,rádost,gaudium
259,Freude::N,rádost,laetitia
260,Freude::N,vesêlje,gaudium
261,Freude::N,vesêlje,laetitia
262,Gelächter::N,sméh,risus
263,Gelächter::N,grohòt,risus
264,Glück::N,sréča,felicitas
265,Kummer::N,gorjé,aegritudo
266,Wunsch::N,žêlja,voluntas
267,Wunsch::N,žêlja,desiderium
268,Lust::N,poželênje,libido
269,Lust::N,poželênje,voluptas
270,Geist::N,dúša,mens
271,Geist::N,dúša,animus
272,Gedanke::N,mísel,sententia
273,Gedächtnis::N,pámet,memoria
274,Sinn::N,pomèn,sensus
275,Sinn::N,smísel,sensus
276,Grund::N,vzròk,causa
277,Wahrheit::N,resníca,veritas
278,Gespräch::N,pogóvor,sermo
279,Märchen::N,právljica,fabula
280,Erzählung::N,povést,fabula
281,Erzählung::N,povést,narratio
282,Nachricht::N,sporočílo,nuntius
283,Neuigkeit::N,novóst,novitas
284,Name::N,imé,nomen
285,Rätsel::N,ugánka,aenigma
286,Rede::N,góvor,oratio
287,Sprache::N,jêzik,lingua
288,Stimme::N,glás,vox
289,Wort::N,beséda,verbum
290,Wort::N,beséda,vocabulum
291,Zeichen::N,znák,signum
292,Ruf::N,klíc,clamor
293,Lärm::N,hrúp,strepitus
294,Lärm::N,trúšč,strepitus
295,Laut::N,glás,sonus
296,Ton::N,tón,sonus
297,Lied::N,pésem,carmen
298,Ruhe::N,pokòj,quies
299,Leute::N,ljudjé,homines
300,Volk::N,národ,populus
301,Arbeit::N,délo,labor
302,Gast::N,gòst,hospes
303,Gast::N,gòst,conviva
304,Geschenk::N,darílo,munus
305,Spiel::N,ígra,ludus
306,Gesellschaft::N,drúžba,societas
307,Hilfe::N,pomóč,auxilium
308,Hilfe::N,pomóč,subsidium
309,Freund::N,prijátelj,amicus
310,Kamerad::N,továriš,socius
311,Angelegenheit::N,zadéva,res
312,Anzahl::N,števílo,numerus
313,Art::N,vŕsta,genus
314,Stück::N,kós,frustum
315,Stück::N,kós,fragmentum
316,Teil::N,dél,pars
317,Hälfte::N,polovíca,dimidium
318,Kreis::N,króg,orbis
319,Kreis::N,króg,circus
320,Kreis::N,kolobár,orbis
321,Kreis::N,kolobár,circus
322,Kreuz::N,kríž,crux
323,Linie::N,próga,linea
324,Strich::N,čŕta,lineamentum
325,Abstand::N,preslédek,intervallum
326,Entfernung::N,oddáljenost,spatium
327,Gegend::N,kràj,loca
328,Gegend::N,kràj,regio
329,Gegend::N,dežêla,loca
330,Gegend::N,dežêla,regio
331,Platz::N,prôstor,locus
332,Ort::N,mésto,locus
333,Seite::N,bòk,latus
334,Seite::N,strán,latus
335,Mitte::N,sredína,medium
336,Gegenstand::N,prédmet,res
337,Sache::N,réč,res
338,Sache::N,stvár,res
339,Rand::N,kràj,margo
340,Kante::N,rób,angulus
341,Ecke::N,vogál,angulus
342,Spitze::N,óst,cacumen
343,Ende::N,kônec,caput
344,Loch::N,lúknja,foramen
345,Winkel::N,kót,angulus
346,Muster::N,vzórec,exemplum
347,Größe::N,veličína,magnitudo
348,Länge::N,dolžína,longitudo
349,Höhe::N,vršína,altitudo
350,Gewicht::N,téža,pondus
351,Menge::N,količína,copia
352,Haufen::N,kùp,acervus
353,Haufen::N,kopíca,acervus
354,Reihe::N,níz,ordo
355,Reihe::N,vŕsta,ordo
356,Boot::N,čóln,navicula
357,Ruder::N,vêslo,remus
358,Schlitten::N,saní,sclodia
359,Ski::N,smučí,narta
360,Lagerfeuer::N,táborni ôgenj,ignis
361,Last::N,tôvor,onus
362,Gang::N,hòd,cursus
363,Schritt::N,korák,gradus
364,Norden::N,séver,septentriones
365,Süden::N,júg,meridies
366,Westen::N,zapàd,occidens
367,Osten::N,vzhòd,oriens
368,Holz::N,lés,lignum
369,Brett::N,deskà,tabula
370,Platte::N,plôča,lamina
371,Stütze::N,opóra,adminiculum
372,Stütze::N,zaslómba,adminiculum
373,Stange::N,gréd,pertica
374,Stock::N,pálica,baculum
375,Stab::N,pálica,scipio
376,Rohr::N,cév,tubus
377,Haus::N,híša,aedes
378,Heim::N,dóm,domicilium
379,Ofen::N,péč,fornax
380,Fußboden::N,pòd,solum
381,Tisch::N,míza,mensa
382,Stuhl::N,stòl,sella
383,Wiege::N,zíbel,cunae
384,Bett::N,póstelja,lectus
385,Regal::N,políca,foruli
386,Kiste::N,zabòj,cista
387,Fenster::N,ôkno,fenestra
388,Tür::N,vráta,ianua
389,Tor::N,velíka vráta,porta
390,Zaun::N,ográja,saepes
391,Dach::N,stréha,tectum
392,Leiter::N,léstev,scalae
393,Besen::N,mêtla,scopae
394,Spaten::N,lopáta,pala
395,Schaufel::N,lopáta,pala
396,Gabel::N,vílice,fuscinula
397,Löffel::N,žlíca,coclear
398,Messer::N,nòž,culter
399,Nagel::N,žebèlj,clavus
400,Netz::N,mréža,rete
401,Haken::N,kljúka,hamus
402,Griff::N,ročáj,manubrium
403,Griff::N,oprijèm,manubrium
404,Schloss::N,ključávnica,claustra
405,Bild::N,slíka,tabula
406,Bild::N,slíka,pictura
407,Figur::N,figúra,statunculum
408,Figur::N,postáva,statunculum
409,Puppe::N,lútka,pupa
410,Beutel::N,môšnja,sacculus
411,Bündel::N,cúla,fascis
412,Bündel::N,svéženj,fascis
413,Tasche::N,tórba,sacculus
414,Tasche::N,tobôlec,sacculus
415,Eimer::N,vêdro,situla
416,Deckel::N,pokròv,operculum
417,Deckel::N,poklópec,operculum
418,Geschirr::N,posóda,vasa
419,Sack::N,vréča,saccus
420,Tasse::N,skodélica,pocillum
421,Topf::N,lônec,olla
422,Kessel::N,kôtel,aenum
423,Essen::N,hrána,cena
424,Nahrung::N,živílo,cibus
425,Nahrung::N,živílo,alimenta
426,Speise::N,jéd,cibus
427,Fleisch::N,mesó,caro
428,Getreide::N,žíto,frumentum
429,Brei::N,káša,puls
430,Brot::N,krùh,panis
431,Scheibe::N,réženj,frustum
432,Fett::N,mást,pingue
433,Fett::N,maščôba,pingue
434,Butter::N,máslo,butȳrum
435,Öl::N,ólje,oleum
436,Salz::N,sól,sal
437,Suppe::N,júha,ius
438,Honig::N,méd,mel
439,Milch::N,mléko,lac
440,Tee::N,čáj,thea
441,Leder::N,úsnje,corium
442,Wolle::N,vólna,lana
443,Stoff::N,blagó,textum
444,Nadel::N,ígla,acus
445,Faden::N,nít,filum
446,Knopf::N,gúmb,bulla
447,Knoten::N,vôzel,nodus
448,Farbe::N,bárva,pigmentum
449,Kleidung::N,obléka,vestimenta
450,Hemd::N,srájca,tunica
451,Kragen::N,ovrátnik,collare
452,Ärmel::N,rokáv,manica
453,Hose::N,hláče,bracae
454,Gürtel::N,pás,cingulum
455,Mütze::N,kápa,pilleus
456,Mütze::N,čépica,pilleus
457,Schuh::N,čévelj,calceus
458,Stiefel::N,škórenj,pero
459,Stiefel::N,škórenj,caliga
460,Ring::N,pŕstan,anulus
461,Band::N,trák,redimiculum
462,Kamm::N,glavník,pecten
463,Spiegel::N,zrcálo,speculum
464,Spiegel::N,ogledálo,speculum
465,Riemen::N,jêrmen,lorum
466,Schnur::N,vŕvca,linum
467,Leine::N,konôpec,retinaculum
468,Decke::N,odéja,lodix
469,Kissen::N,blazína,pulvinus
470,Tuch::N,pŕt,velum
471,Tuch::N,rúta,velum
472,Handtuch::N,brisáča,mantele
473,Kraft::N,síla,vis
474,Stärke::N,jákost,robur
475,Gesundheit::N,zdrávje,valetudo
476,Krankheit::N,bolézen,morbus
477,Schmerz::N,ból,dolor
478,Schmerz::N,bolečína,dolor
479,Wunde::N,rána,vulnus
480,Fieber::N,vročína,febris
481,Arznei::N,lék,remedium
482,Arznei::N,zdravílo,remedium
483,Brücke::N,móst,pons
484,Brunnen::N,vodnják,puteus
485,Weide::N,páša,pascua
486,Pfad::N,stezà,semita
487,Weg::N,pót,iter
488,Straße::N,césta,via
489,Dorf::N,vás,vicus
490,Stadt::N,mésto,urbs
491,Stadt::N,mésto,oppidum
492,Brief::N,písmo,epistula
493,Buch::N,knjíga,liber
494,Buchstabe::N,čŕka,littera
495,Zeitung::N,čásnik,diurnum
496,Leben::N,življênje,vita
497,Tod::N,smŕt,mors
498,Grab::N,gròb,sepulcrum
499,Kirche::N,cérkev,ecclesia
500,Sünde::N,gréh,peccatum
501,Gott::N,bóg,deus
502,Arbeiter::N,délavec,operarius
503,Chef::N,šéf,praefectus
504,Meister::N,mójster,magister
505,Arzt::N,zdravník,medicus
506,Lehrer::N,učítelj,magister
507,Geld::N,denár,aes
508,Geld::N,denár,pecunia
509,Geschäft::N,kupčíja,negotium
510,Laden::N,trgovína,taberna
511,Preis::N,céna,pretium
512,Ware::N,róba,merx
513,Nutzen::N,príd,utilitas
514,Reichtum::N,bogástvo,opes
515,Reichtum::N,bogástvo,divitiae
516,Welt::N,svét,mundus
517,Land::N,dežêla,terra
518,Staat::N,držáva,res publica
519,König::N,králj,rex
520,Macht::N,oblást,potestas
521,Grenze::N,mêja,limes
522,Krieg::N,vôjna,bellum
523,Feind::N,sovrážnik,inimicus
524,Gewalt::N,nasílje,vis
525,Kampf::N,bòj,pugna
526,Kampf::N,bórba,pugna
527,Bogen[Waffe]::N,lók,arcus
528,Pfeil::N,puščíca,sagitta
529,Gewehr::N,púška,sclopetum
530,Fehler::N,zmóta,error
531,Lüge::N,láž,mendacium
532,Schaden::N,okvára,damnum
533,Schaden::N,okvára,detrimentum
534,Unglück::N,nesréča,miseria
535,Unglück::N,nesréča,calamitas
536,Schuld::N,krívda,culpa
537,Alter::N,dôba,aetas
538,Schluss::N,kônec,finis
539,Zeit::N,čàs,tempus
540,Tag::N,dán,dies
541,Morgen::N,jútro,mane
542,Mittag::N,póldan,meridies
543,Abend::N,večér,vesper
544,Nacht::N,nóč,nox
545,Woche::N,téden,septimana
546,Monat::N,mésec,mensis
547,Jahr::N,léto,annus
548,Frühling::N,pomlád,ver
549,Sommer::N,polétje,aestas
550,Herbst::N,jesén,autumnus
551,Winter::N,zíma,hiems
552,Januar::N,jánuar,Ianuarius
553,Februar::N,fébruar,Februarius
554,März::N,márec,Martius
555,April::N,apríl,Aprilis
556,Mai::N,máj,Maius
557,Juni::N,júnij,Iunius
558,Juli::N,júlij,Iulius
559,August::N,avgúst,Augustus
560,September::N,septêmber,September
561,Oktober::N,október,Octobris
562,November::N,novêmber,Novembris
563,Dezember::N,decémber,December
564,Montag::N,ponedéljek,dies lunae
565,Dienstag::N,tôrek,dies Martis 
566,Mittwoch::N,sréda,dies Mercurii
567,Donnerstag::N,četŕtek,dies Iovis
568,Freitag::N,pétek,dies Veneris
569,Samstag::N,sobóta,dies Saturni
570,Sonntag::N,nedélja,dominicus
571,Sonntag::N,nedélja,dies solis
572,groß::A,vêlik,magnus
573,klein::A,májhen,parvus
574,lang::A,dólg,longus
575,kurz::A,krátek,brevis
576,breit::A,širòk,latus
577,schmal::A,ózek,angustus
578,dicht::A,góst,densus
579,dick[Gegenstand]::A,dêbel,crassus
580,dünn::A,tánek,tenuis
581,fein::A,drôben,subtilis
582,fest::A,tŕden,solidus
583,fest::A,tŕden,stabilis
584,flach::A,plán,planus
585,flach::A,plòsk,planus
586,glatt::A,gládek,levis
587,hart::A,tŕd,durus
588,weich::A,mehák,mollis
589,rund::A,okrógel,rotundus
590,spitz::A,šílast,acutus
591,scharf::A,óster,acer
592,stumpf::A,tóp,hebes
593,stumpf::A,skŕhan,hebes
594,schwer::A,têžek,gravis
595,schön::A,lép,pulcher
596,schön::A,lép,formosus
597,schön::A,krásen,pulcher
598,schön::A,krásen,formosus
599,heiß::A,vròč,fervidus
600,warm::A,tôpel,calidus
601,kalt::A,mŕzel,frigidus
602,kalt::A,hláden,frigidus
603,kühl::A,hláden,frigidus
604,frisch::A,svéž,recens
605,feucht::A,vlážen,umidus
606,nass::A,móker,madidus
607,trocken::A,súh,aridus
608,voll::A,póln,plenus
609,leer::A,prázen,vacuus
610,offen::A,odpŕt,apertus
611,geschlossen::A,zapŕt,clausus
612,sauber::A,číst,lautus
613,sauber::A,líčen,lautus
614,schmutzig::A,umázan,sordidus
615,roh::A,suròv,crudus
616,reif::A,zrèl,maturus
617,lecker::A,okúsen,delicatus
618,süß::A,sládek,dulcis
619,bitter::A,grenák,amarus
620,bitter::A,grenák,acerbus
621,sauer::A,kísel,acidus
622,hell::A,svetèl,clarus
623,dunkel::A,temèn,obscurus
624,schwarz::A,čŕn,niger
625,weiß::A,bél,albus
626,rot::A,rdèč,ruber
627,gelb::A,žólt,flavus
628,gelb::A,rumèn,flavus
629,blau::A,móder,caeruleus
630,grün::A,zelèn,viridis
631,grau::A,sív,canus
632,bunt::A,písan,varius
633,billig::A,pocéni,vilis
634,teuer::A,drág,carus
635,wertvoll::A,dragocén,pretiosus
636,blind::A,slép,caecus
637,taub::A,glúh,surdus
638,kräftig::A,močán,robustus
639,stark::A,ják,firmus
640,stark::A,ják,validus
641,schwach::A,šíbek,debilis
642,schwach::A,šíbek,infirmus
643,fett::A,dêbel,crassus
644,schlank::A,vítek,procerus
645,hübsch::A,lép,pulcher
646,böse::A,zèl,improbus
647,böse::A,hudôben,improbus
648,dumm::A,glúp,stultus
649,dumm::A,glúp,stupidus
650,dumm::A,bédast,stultus
651,dumm::A,bédast,stupidus
652,faul::A,lén,piger
653,fleißig::A,marljív,sedulus
654,geizig::A,škŕt,avarus
655,klug::A,pámeten,prudens
656,geschickt::A,spréten,sollers
657,lieb::A,míl,carus
658,lieb::A,ljúb,carus
659,lustig::A,vesél,iocosus
660,sanft::A,láhek,clemens
661,hungrig::A,láčen,impastus
662,krank::A,bolán,aeger
663,nackt::A,nág,nudus
664,traurig::A,túžen,maestus
665,lebendig::A,žív,vivus
666,gut::A,dóber,bonus
667,schlecht::A,malopríden,malus
668,richtig::A,pravílen,rectus
669,schlimm::A,húd,malus
670,wahr::A,resníčen,verus
671,alt::A,stàr,antiquus
672,neu::A,nòv,novus
673,ehemalig::A,nekdánji,pristinus
674,alt[Lebewesen]::A,stàr,vetus
675,jung::A,mlád,iuvenis
676,arm::A,ubóg,pauper
677,arm::A,réven,pauper
678,reich::A,bogàt,dives
679,bekannt::A,znán,notus
680,berühmt::A,sláven,celeber
681,berühmt::A,sláven,illustris
682,berühmt::A,znamenít,celeber
683,berühmt::A,znamenít,illustris
684,fremd::A,túj,peregrinus
685,verschieden::A,razlíčen,varius
686,nah::A,blížnji,propinquus
687,fern::A,dáleč,longinquus
688,linker::A,lévi,sinister
689,rechter::A,désni,dexter
690,anderer::A,drúgi,alius
691,erster::A,pŕvi,primus
692,zweiter::A,drúgi,secundus
693,dritter::A,trétji,tertius
694,letzter::A,poslédnji,ultimus
695,allein::ADV,sám,solum
696,auf einmal::ADV,obênem,simul
697,zusammen::ADV,skúpaj,una
698,lange::ADV,dólgo,diu
699,plötzlich::ADV,náglo,subito
700,plötzlich::ADV,náglo,repente
701,plötzlich::ADV,nenádoma,subito
702,plötzlich::ADV,nenádoma,repente
703,sofort::ADV,prècej,statim
704,später::ADV,poznêje,postea
705,jetzt::ADV,zdàj,nunc
706,heute::ADV,dánes,hodie
707,morgen::ADV,jútri,cras
708,bald::ADV,kmálu,mox
709,dann::ADV,nató,deinde
710,gestern::ADV,včéraj,heri
711,einst::ADV,nékdaj,olim
712,damals::ADV,tedàj,tum
713,damals::ADV,takràt,tum
714,danach::ADV,potèm,postea
715,vorher::ADV,poprèj,antea
716,zuerst::ADV,spŕva,primo
717,einmal::ADV,ênkrat,semel
718,manchmal::ADV,včásih,interdum
719,oft::ADV,pogósto,saepe
720,immer::ADV,védno,semper
721,immer::ADV,zméraj,semper
722,niemals::ADV,nikdàr,numquam
723,hier::ADV,tù,hic
724,hier::ADV,túkaj,hic
725,hierhin::ADV,sèmkaj,huc
726,von hier::ADV,od tú,hinc
727,dort::ADV,tàm,ibi
728,dorthin::ADV,tjà,eo
729,geradeaus::ADV,rávno napréj,recte
730,vorwärts::ADV,napréj,porro
731,rückwärts::ADV,zádaj,retro
732,zurück::ADV,nazáj,retro
733,unten::ADV,dôli,infra
734,unten::ADV,spôdaj,infra
735,hinab::ADV,dôl,pessum
736,oben::ADV,gôri,supra
737,oben::ADV,zgôraj,supra
738,hinauf::ADV,gôr,sursum
739,überall::ADV,povsód,ubique
740,nicht::ADV,ne,non
741,ein wenig::ADV,málo,paulum
742,kaum::ADV,kómaj,vix
743,kaum::ADV,kómaj,aegre
744,sehr::ADV,zeló,valde
745,sehr::ADV,zeló,magnopere
746,so::ADV,takó,ita
747,noch::ADV,še,etiam
748,nur::ADV,samó,solum
749,nur::ADV,samó,tantum
750,schon::ADV,žè,iam
751,wieder::ADV,spét,rursus
752,vergebens::ADV,zamàn,frustra
753,vergebens::ADV,zastónj,frustra
754,vor::PRP,pred,ante
755,hinter::PRP,za,post
756,unter::PRP,pod,sub
757,durch::PRP,skózi,per
758,neben::PRP,kràj,iuxta
759,neben::PRP,póleg,iuxta
760,zwischen::PRP,med,inter
761,zwischen::PRP,izmed,inter
762,wegen::PRP,zarádi,propter
763,dies::PRN,tó,hoc
764,das::PRN,tó,id
765,alles::PRN,vsè,omnia
766,ich::PRN,jàz,ego
767,du::PRN,tí,tu
768,er::PRN,òn,is
769,er::PRN,òn,ille
770,wir::PRN,mí,nos
771,ihr::PRN,ví,vos
772,sie::PRN,ôni,ii
773,sie::PRN,ôni,illi
774,was::FPRN,káj,quid
775,wer::FPRN,kdó,quis
776,wo::FADV,kjé,ubi
777,wohin::FADV,kám,quo
778,wie::FADV,kakó,quomodo
779,warum::FADV,zakáj,cur
780,wieviel::FNUM,kóliko,quantum
781,eins::NUM,êden,unus
782,zwei::NUM,dvá,duo
783,drei::NUM,trí,tres
784,vier::NUM,štíri,quattuor
785,fünf::NUM,pét,quinque
786,sechs::NUM,šést,sex
787,sieben::NUM,sédem,septem
788,acht::NUM,ósem,octo
789,neun::NUM,devét,novem
790,zehn::NUM,desét,decem
791,elf::NUM,enájst,undecim
792,zwölf::NUM,dvánajst,duodecim
793,zwanzig::NUM,dvájset,viginti
794,dreißig::NUM,trídeset,triginta
795,vierzig::NUM,štírideset,quadraginta
796,fünfzig::NUM,pétdeset,quinquaginta
797,sechzig::NUM,šéstdeset,sexaginta
798,siebzig::NUM,sédemdeset,septuaginta
799,achtzig::NUM,ósemdeset,octoginta
800,neunzig::NUM,devétdeset,nonaginta
801,hundert::NUM,stó,centum
802,tausend::NUM,tísoč,mille
803,und::CNJ,in,et
804,und::CNJ,in,-que
805,oder::CNJ,áli,vel
806,stehen::V,státi,stare
807,sitzen::V,sedéti,sedere
808,liegen::V,ležáti,iacere
809,hängen::V,viséti,pendere
810,werden::V,postáti,fieri
811,passieren::V,zgodíti se,accidere
812,beginnen::V,začéti se,incipere
813,enden::V,končáti se,finem habere
814,wechseln::V,ménjati se,mutari
815,aufgehen[Sonne]::V,vzíti,oriri
816,untergehen[Sonne]::V,zaíti,occidere
817,scheinen[Sonne]::V,sijáti,lucere
818,donnern::V,grméti,tonare
819,wehen::V,píhati,flare
820,strömen::V,líti,fluere
821,fließen::V,têči,manare
822,sich drehen::V,vrtéti se,torqueri
823,schwanken::V,kolébati,vacillare
