,Concept_ID,cs,ku
829,passieren::V,stát se,hatin serê kesî
830,beginnen::V,počít,li dest pêkirin
831,enden::V,končit,xalas bû
832,enden::V,skončit,xalas bû
833,wechseln::V,měnit se,guherandin
834,wechseln::V,měnit se,dêgiş kirin
835,aufgehen[Sonne]::V,vyjít,hilatin
836,untergehen[Sonne]::V,zapadnout,çun ava
837,scheinen[Sonne]::V,svítit,şewk de
838,donnern::V,hřmět,gire-gir
839,wehen::V,vát,ba le de
840,wehen::V,vanout,ba le de
841,strömen::V,proudit,xwe girtin
842,fließen::V,téct,herikîn
843,sich drehen::V,točit se,xwe zivirandin
844,schwanken::V,kolísat,hejandin
845,schwanken::V,houpat se,hejandin
846,schwingen::V,kývat se,libakirin
847,fallen::V,padat,ketin
848,brennen::V,hořet,şewitîn
849,rauchen::V,kouřit,kişandin
850,regnen::V,pršet,bahran tê
851,gefrieren::V,zamrznout,qefilandin
852,tauen::V,tát,helandin
853,schmelzen::V,tavit,helandin
854,trocknen::V,schnout,zuwabûn
855,sieden::V,vřít,kelîn
856,faulen::V,hnít,xerabûn
857,verfaulen::V,shnít,xerabûn
858,reißen::V,roztrhat se,jêkirin
859,versinken::V,topit se,xerq bûn
860,versinken::V,ponořit se,xerq bûn
861,vergehen::V,plynout,derbas bûn
862,erscheinen::V,objevit se,peyda bûn
863,verschwinden::V,zmizet,wendabûn
864,sinken::V,klesat,noq bûn
865,abnehmen::V,ubýt,kêm bûn
866,zunehmen::V,přibýt,qelew bûn
867,steigen::V,stoupat,hildan
868,wachsen::V,růst,mezin bûn
869,glänzen::V,lesknout se,biriqîn
870,funkeln::V,jiskřit se,çikisîn
871,lärmen::V,dělat hluk,guşîn
872,läuten::V,zvonit,lê de
873,klingeln::V,zvonit,sîl dan
874,klingeln::V,zvonit,ringerin
875,klirren::V,řinčet,zingzing hat
876,brausen::V,hučet,guşîn
877,rauschen::V,šumět,guşîn
878,klingen::V,znít,deng pe ketin
879,bellen::V,štěkat,kewtîn
880,heulen::V,výt,ûrîn
881,blasen::V,foukat,puf kirin
882,pfeifen::V,pískat,fîkandin
883,schreien::V,křičet,qîrîn
884,stöhnen::V,sténat,nalîn
885,zittern::V,třást se,hejîn
886,leben::V,žít,jihîn
887,geboren werden::V,rodit se,hatin dinyê
888,geboren werden::V,rodit se,bûn
889,atmen::V,dýchat,hilmijîn
890,trinken::V,pít,vexwarin
891,essen::V,jíst,xwarin
892,schlucken::V,polykat,daqulbandin
893,müde werden::V,unavit se,betilîln
894,müde werden::V,unavit se,qerimîn
895,einschlafen::V,usnout,razan
896,schlafen::V,spát,razan
897,schlafen::V,spát,razandin
898,aufwachen::V,probudit se,şiyarbûn
899,aufstehen::V,vstát,rabûn
900,sich erholen::V,zotavovat se,baş bûn
901,krank werden::V,onemocnět,nexweş kêt
902,krank sein::V,být nemocný,nexweş bû
903,schmerzen::V,bolet,êşandin
904,husten::V,kašlat,kuxin
905,genesen::V,uzdravit se,baş bûn
906,sterben::V,umřít,mirin
907,umkommen::V,zahynout,mirin
908,sich bewegen::V,pohnout se,leqîn
909,sich rühren::V,hnout se,leqîn
910,sich erheben::V,zdvihnout se,rabûn
911,sich setzen::V,posadit se,runiştin
912,hinfallen::V,upadnout,kêtin
913,laufen::V,běžet,meşîn
914,schreiten::V,kráčet,meşkirin
915,spazierengehen::V,procházet se,gerandin
916,eilen::V,spěchat,lezandin
917,sich beeilen::V,pospíšit si,zûkirin
918,sausen::V,fičet,fîzîn
919,rennen::V,pádit,baz dan
920,springen::V,skákat,hilpekîn
921,klettern::V,lézt,hilperikîn
922,klettern::V,šplhat,hilperikîn
923,schaukeln::V,houpat,lorandin
924,kriechen::V,lézt,xuşandin
925,kriechen::V,plazit se,xuşandin
926,schwimmen::V,plavat,avjenîn
927,tauchen::V,nořit se,qutxuyardin
928,tauchen::V,nořit se,noqîn
929,rudern::V,veslovat,qaîq ajotin
930,fahren::V,jet,ajotin
931,fahren::V,jezdit,ajotin
932,fliegen::V,létat,firîn
933,gehen::V,jít,çûn
934,weggehen::V,odejít,çûn
935,abfahren::V,odjet,çûyin
936,anhalten::V,zastavit se,rawestîn
937,hineingehen::V,vcházet se,ketin hundir
938,eintreten::V,vstoupit,têketin
939,kommen::V,přijít,hatin
940,ankommen::V,dojít,gihan
941,ankommen::V,dojít,gihîştin
942,zurückkommen::V,vrátit se,vegerandin
943,bleiben::V,zůstat,sekinîn
944,warten::V,čekat,payîn
945,erwarten::V,čekat na,payîn
946,suchen::V,hledat,lêgerîn
947,finden::V,najít,peyda kirin
948,versuchen::V,zkoušet,çeribandin
949,vorbereiten::V,připravit,amade kirin
950,lieben::V,milovat,hez kirin
951,mögen::V,mít rád,dil kirin
952,lachen::V,smát se,kenîn
953,rühren::V,dojmout,hêjan
954,weinen::V,plakat,girîn
955,schimpfen::V,nadávat,pevçûn
956,sich ärgern::V,pohoršit se,enirîn
957,sich fürchten::V,bát se,tirsîn
958,fürchten::V,bát se,tirsin
959,fliehen::V,utéct,bazdan
960,flüchten::V,prchnout,revîn
961,sehen::V,vidět,dîtin
962,anschauen::V,podívat se na,sêr kirin
963,ansehen::V,sledovat,hesibandin
964,hören::V,slyšet,guhdar jirin
965,zuhören::V,poslouchat,guhdarî kirin
966,probieren::V,ochutnávat,tehm kirin
967,riechen::V,cítit,bihn kirin
968,fühlen::V,cítit,hîs kirin
969,scheinen::V,zdát se,xoyer kir
970,zu sehen sein::V,moci být viděn,diyar bûn
971,vernehmen::V,uslyšet,bihîstin
972,frieren::V,mrznout,qerişîn
973,tun::V,dělat,kirin
974,können::V,moct,karin
975,wollen::V,chtít,xwestîn
976,anfangen::V,začít,dest pêkirin
977,beenden::V,ukončit,xelas kirin
978,aufhören::V,přestat,xelas kirin
979,gelingen::V,podařit se,çe bûn
980,geraten::V,dařit se,qewîmîn
981,öffnen::V,otevřít,vekirin
982,schließen::V,zavřít,girtin
983,stellen::V,postavit,danîn
984,setzen::V,posadit,rûniştin
985,legen::V,klást,danîn
986,legen::V,klást,razandin
987,legen::V,položit,danîn
988,legen::V,položit,razandin
989,berühren::V,dotýkat se,lêketin
990,verbinden::V,spojit,anîn pê
991,bedecken::V,pokrýt,sergirtin
992,aufhängen::V,oběsit,aliqandin
993,aufhängen::V,pověsit,aliqandin
994,anzünden::V,zapálit,pêxistin
995,anzünden::V,podpálit,pêxistin
996,aufheben::V,zvednout,hildan
997,aufheben::V,zdvihnout,hildan
998,zurücklassen::V,zanechat,hiştin
999,zurücklassen::V,zanechat,vehiştin
1000,verlieren::V,ztratit,wendakirin
1001,fallen lassen::V,upustit,xistin bixe
1002,fallen lassen::V,upustit,xistin
1003,machen::V,udělat,kirin
1004,machen::V,udělat,çêkirin
1005,herstellen::V,vyrobit,çê kirin
1006,herstellen::V,vyrobit,peyda kirin
1007,bauen::V,stavět,lêkirin
1008,bauen::V,budovat,lêkirin
1009,reparieren::V,opravit,veherînerîn
1010,verbessern::V,zlepšit,sererastkirin
1011,ändern::V,změnit,degiş kirin
1012,graben::V,rýt,kolandin
1013,graben::V,kopat,kolandin
1014,beugen::V,ohnout,tewîn
1015,beugen::V,ohnout,xwar kirin
1016,biegen::V,ohnout,tewandin
1017,biegen::V,ohnout,xwarkirin
1018,drehen::V,točit,fitilandin
1019,wenden::V,obrátit,zivîrin
1020,umdrehen::V,obrátit,vegerandin
1021,heben::V,zdvihnout,hildan
1022,hochheben::V,zvednout,hildan
1023,ergreifen::V,chopit se,dest avêtin
1024,halten::V,držet,hîştin
1025,halten::V,držet,sekinîn
1026,drücken::V,stisknout,pêl kirin
1027,schieben::V,posouvat,damdan
1028,kratzen::V,škrábat,xurandin
1029,lecken::V,lízat,alastin
1030,beißen::V,kousat,gez kirin
1031,abreißen::V,utrhat,hilşandin
1032,abreißen::V,odtrhat,hilşandin
1033,abschneiden::V,uřezat,jêkirin
1034,abschneiden::V,ukrojit,jêkirin
1035,binden::V,přivázat,girêdan
1036,stecken::V,strčit,têxistin
1037,brechen::V,lomit,şikandin
1038,klopfen::V,ťukat,kutandin
1039,klopfen::V,klepat,kutandin
1040,hauen::V,bít,li dan
1041,kleben::V,lepit,zeliqîn
1042,kleben::V,lepit,şirêz kirin
1043,reiben::V,třít,firikandin
1044,streichen::V,mazat,bax dan
1045,schleifen::V,brousit,çarkirin
1046,schneiden::V,řezat,jêkirin
1047,schneiden::V,střihat,jêkirin
1048,rütteln::V,třást,hejandin
1049,rütteln::V,otřást,hejandin
1050,schütteln::V,třást,daweşîn
1051,schütteln::V,zatřást,daweşîn
1052,schwenken::V,mávat,têwdan
1053,schütten::V,nasypat,rijandin
1054,füllen::V,naplnit,dagirtin
1055,einwickeln::V,zavinout,pêçandin
1056,tragen::V,nést,kişandin
1057,tragen::V,nést,rajtin
1058,schleppen::V,vléct,kişandin
1059,ziehen::V,tahat,kişandin
1060,ziehen::V,táhnout,kişandin
1061,aufbewahren::V,schovat,hilandin
1062,werfen::V,házet,avêtin
1063,fangen::V,chytat,sem kirin
1064,fangen::V,chytat,girtin
1065,packen::V,uchvátit,pê girtin
1066,verstecken::V,schovat,hîlanin
1067,teilen::V,rozdělit,parvekirin
1068,schicken::V,posílat,şandin
1069,bringen::V,přinést,anîn
1070,bringen::V,přinést,birin
1071,hinzufügen::V,připojit,dan ser
1072,hinzufügen::V,připojit,li tiştekî zêde kirin
1073,bekommen::V,dostat,standin
1074,erhalten::V,uchovat,standin
1075,nehmen::V,vzít,girtin
1076,wählen::V,zvolit,ray dan
1077,auswählen::V,vybrat,bijartin
1078,bewahren::V,uchránit,rê li ber girtin
1079,bewahren::V,uchránit,lê xwedî derketin
1080,behindern::V,překážet,bara wi
1081,verderben::V,zkazit,heram bûn
1082,beschädigen::V,porušit,xerab kirin
1083,beschädigen::V,poškodit,xerab kirin
1084,zerbrechen::V,rozlámat,şikênandin
1085,zerbrechen::V,rozlámat,perçe kirin
1086,zerreißen::V,roztrhnout,qelişandin
1087,zerstören::V,zničit,hilşandin
1088,verbrennen::V,spálit,şewitandin
1089,geben::V,dát,dan
1090,geben::V,dát,dayin
1091,reichen::V,podat,besbûn
1092,reichen::V,podat,têrkirin
1093,schenken::V,darovat,diyarî kirin
1094,versprechen::V,slíbit,soz dan
1095,wünschen::V,přát,dil kirin
1096,loben::V,chválit,pesinandin
1097,küssen::V,líbat,maçkirin
1098,wiegen::V,chovat,lorandin
1099,wiegen::V,chovat,wezinandin
1100,wiegen::V,kolébat,lorandin
1101,wiegen::V,kolébat,wezinandin
1102,zudecken::V,přikrýt,nixumandin
1103,zudecken::V,přiklopit,nixumandin
1104,wecken::V,vzbudit,bixwe hesandin
1105,zeigen::V,ukázat,şanîdan
1106,führen::V,vést,raber kirin
1107,lehren::V,učit,hîn kirin
1108,unterrichten::V,vyučovat,ders dan
1109,aufziehen::V,vychovat,mesinkirin
1110,leiten::V,vodit,rêberî kirin
1111,antreiben::V,nutit,bezandin
1112,lassen::V,dát,berdan
1113,lassen::V,dát,hiştin
1114,einladen::V,pozvat,dawet kirin
1115,vereinigen::V,spojit,bi yek kirin
1116,besuchen::V,návštívit,mêvan bûn
1117,treffen::V,potkat,rast hatin
1118,sich versammeln::V,shromáždit se,li hev çivîn
1119,spielen::V,hrát,listin
1120,singen::V,zpívat,stran
1121,tanzen::V,tančit,reqisîn
1122,sich trennen::V,rozejít se,hew berdan
1123,verlassen::V,opustit,tanê hişt
1124,verlassen::V,opustit,bêkes
1125,retten::V,zachránit,rihakirin
1126,bewachen::V,hlídat,raçavkirin
1127,schützen::V,chránit,hemet kirin
1128,verteidigen::V,obhájit,paraztin
1129,sich schlagen::V,bít se,li hev bezîn
1130,schießen::V,střílet,agir kirin
1131,siegen::V,zvítězit,biser ketin
1132,ärgern::V,zlobit,xeyirandin
1133,ärgern::V,pohoršit,xeyirandin
1134,schlagen::V,udeřit,lêdan
1135,schlagen::V,udeřit,lêxistin
1136,schlagen::V,praštit,lêdan
1137,schlagen::V,praštit,lêxistin
1138,treten::V,kopnout,têlekirin
1139,stechen::V,bodnout,têrekirin
1140,stechen::V,píchnout,têrekirin
1141,stoßen::V,strčit,lêketin
1142,stehlen::V,ukrást,dizîn
1143,stehlen::V,ukrást,dizî birin
1144,stören::V,vyrušit,aciz kirin
1145,belästigen::V,obtěžovat,li tela yeki ketin
1146,verbergen::V,skrýt,veşartin
1147,verbergen::V,skrýt,kemîndanîn
1148,täuschen::V,klamat,xapandin
1149,täuschen::V,klamat,lê zexeli kirin
1150,betrügen::V,podvést,xapandin
1151,töten::V,zabít,kûştin
1152,wohnen::V,bydlit,rûniştin
1153,arbeiten::V,pracovat,kar kirin
1154,arbeiten::V,pracovat,şêxulin
1155,sammeln::V,sebrat,komkirin
1156,pflücken::V,česat,çinîn
1157,jagen::V,uhonit,nêçîr kirin
1158,fischen::V,chytat ryby,masî girtin
1159,fassen::V,ulovit,pê girtin
1160,fassen::V,ulovit,sêm kirin
1161,hüten::V,pást,hei jê man
1162,treiben::V,hnát,bêherandin
1163,anbinden::V,přivázat,tewilandin
1164,füttern::V,krmit,xwarine dan lê
1165,melken::V,dojit,dotin
1166,hacken::V,seknout,kolandin
1167,gießen::V,zalít,av dan
1168,reifen::V,uzrát,kemilîn
1169,zubereiten::V,připravit,çe kirin
1170,kochen::V,vařit,xwarin çe kirin
1171,kochen::V,vařit,kelandin
1172,backen::V,péct,pijandin
1173,braten::V,smažit,qelandin
1174,braten::V,smažit,sor kirin
1175,umrühren::V,zamíchat,têvdan
1176,stricken::V,plést,hûnan
1177,nähen::V,šít,kêl kirin
1178,färben::V,nabarvit,boyax kirin
1179,reinigen::V,očistit,paqijkirin
1180,waschen::V,mýt,şuştin
1181,abwischen::V,utřít,pakîj kirin
1182,spülen::V,spláchnout,şuştin
1183,fegen::V,zamést,maliştin
1184,kehren::V,mést,maliştin
1185,baden::V,koupat se,serîşûştin
1186,sich waschen::V,mýt se,serîşûştin
1187,ausziehen::V,svléct,jê kirin
1188,anziehen::V,obléct,pê kirin
1189,sich anziehen::V,oblékat se,xwe kirin
1190,kämmen::V,učesat,şeh kirin
1191,schmücken::V,ozdobit,xemilandin
1192,sagen::V,říct,gotin
1193,sagen::V,říct,peyivîn
1194,sprechen::V,mluvit,peyivîn
1195,reden::V,hovořit,axaftin
1196,sich unterhalten::V,povídat se,hev biştaxilin
1197,fragen::V,zeptat se,pirsîn
1198,fragen::V,zeptat se,pirs kirin
1199,bitten::V,prosit,tika kirin
1200,erzählen::V,povídat,behs kirin
1201,mitteilen::V,sdělit,vegotin
1202,mitteilen::V,oznámit,vegotin
1203,nennen::V,nazvat,bi nav kirin
1204,rufen::V,volat,bakirin
1205,rufen::V,zavolat,bakirin
1206,prahlen::V,chlubit se,pesnê xwe dan
1207,übersetzen::V,přeložit,qulibandin
1208,übersetzen::V,přeložit,derbas kirin
1209,denken::V,myslit,fikirîn
1210,glauben::V,věřit,bawer bûn
1211,bemerken::V,zpozorovat,bala xwe dan
1212,bemerken::V,zpozorovat,çac lê ketin
1213,erkennen::V,poznat,pêhesîn
1214,begreifen::V,pochopit,fêmkirin
1215,verstehen::V,porozumět,fêmkirin
1216,lernen::V,učit se,halmandin
1217,lernen::V,učit se,fêrbun
1218,wissen::V,vědět,zanîn
1219,sich erinnern an::V,vzpomínat si na,bir bûn
1220,vergessen::V,zapomínat,ji bir kirin
1221,messen::V,měřit,pê kanîn
1222,zählen::V,spočítat,hejmardin
1223,rechnen::V,počítat,hesibandin
1224,lesen::V,číst,xwendin
1225,malen::V,malovat,rengandin
1226,malen::V,malovat,boyax kirin
1227,zeichnen::V,rýsovat,işaret kirin
1228,schreiben::V,psát,nivîsandin
1229,besitzen::V,mít,hebûn
1230,besitzen::V,vlastnit,hebûn
1231,kaufen::V,koupit,kirîn
1232,verkaufen::V,prodat,firotin
1233,bezahlen::V,zaplatit,pere dan
1234,zahlen::V,platit,pere dan
1235,zahlen::V,platit,dayin
1236,beherrschen::V,ovládat,zebt kirin
1237,beherrschen::V,ovládat,hukim kirin
1238,ertragen::V,snést,bihêzkirin
