,Concept_ID,zh,sk
131,Tanne::N,冷杉,jedľa
132,Horn::N,角,roh
133,Feder::N,羽毛,pero
134,Fell::N,皮毛,koža
135,Fell::N,皮毛,kožušina
136,Flügel::N,翅膀,krídlo
137,Klaue::N,爪子,paznecht
138,Kralle::N,爪子,pazúr
139,Schwanz::N,尾巴,chvost
140,Ei::N,蛋,vajce
141,Ei::N,蛋,vajíčko
142,Nest::N,巢,hniezdo
143,Bau::N,穴,nora
144,Tier::N,动物,zviera
145,Herde::N,群,stádo
146,Kuh::N,母牛,krava
147,Bulle::N,公牛,býk
148,Pferd::N,马,kôň
149,Schaf::N,羊,ovca
150,Schwein::N,猪,sviňa
151,Hund::N,狗,pes
152,Katze::N,猫,mačka
153,Bär::N,熊,medveď
154,Eichhörnchen::N,松鼠,veverička
155,Elch::N,麋鹿,los
156,Fuchs::N,狐狸,líška
157,Hase::N,兔子,zajac
158,Maus::N,老鼠,myš
159,Wolf::N,狼,vlk
160,Vogel::N,鸟,vták
161,Schwarm::N,群,roj
162,Huhn::N,鸡,kurča
163,Huhn::N,鸡,sliepka
164,Hahn::N,公鸡,kohút
165,Gans::N,鹅,hus
166,Adler::N,鹰,orol
167,Ente::N,鸭,kačka
168,Ente::N,鸭,kačica
169,Eule::N,猫头鹰,sova
170,Kranich::N,鹤,žeriav
171,Krähe::N,乌鸦,vrana
172,Kuckuck::N,布谷鸟,kukučka
173,Schwan::N,天鹅,labuť
174,Fisch::N,鱼,ryba
175,Barsch::N,鲈鱼,ostriež
176,Hecht::N,狗鱼,šťuka
177,Schlange[Tier]::N,蛇,had
178,Wurm::N,蠕虫,červ
179,Spinne::N,蜘蛛,pavúk
180,Ameise::N,蚂蚁,mravec
181,Laus::N,虱子,voš
182,Mücke::N,蚊子,komár
183,Fliege::N,苍蝇,mucha
184,Schmetterling::N,蝴蝶,motýľ
185,Beere::N,将果,bobuľa
186,Apfel::N,苹果,jablko
187,Pilz::N,蘑菇,hríb
188,Zwiebel::N,洋葱,cibuľa
189,Saat::N,种子,osivo
190,Korn::N,谷粒,zrno
191,Heu::N,干草,seno
192,Schale::N,壳,šupa
193,Schale::N,壳,škrupina
194,Grube::N,坑,jama
195,Falle::N,圈套,pasca
196,Falle::N,圈套,klepec
197,Schlinge::N,活扣,slučka
198,Spur::N,踪迹,stopa
199,Asche::N,灰烬,popol
200,Dreck::N,污垢,kal
201,Dreck::N,污垢,blato
202,Eisen::N,铁,železo
203,Gold::N,金子,zlato
204,Silber::N,银,striebro
205,Kohle::N,煤,uhlie
206,Glas::N,玻璃,sklo
207,Lehm::N,粘土,íl
208,Lehm::N,粘土,hlina
209,Sand::N,沙,piesok
210,Mensch::N,人,človek
211,Mann::N,男子,muž
212,Mann::N,男子,chlap
213,Frau::N,妇女,žena
214,Kind::N,小孩,dieťa
215,Junge::N,男孩,chlapec
216,Mädchen::N,女孩,dievka
217,Familie::N,家庭,rodina
218,Großvater::N,祖父,dedo
219,Großvater::N,祖父,starý otec
220,Großmutter::N,祖母,babička
221,Großmutter::N,祖母,stará mať
222,Eltern::N,父母,rodičia
223,Vater::N,父亲,otec
224,Mutter::N,母亲,mať
225,Mutter::N,母亲,matka
226,Sohn::N,儿子,syn
227,Tochter::N,女儿,dcéra
228,Bruder::N,兄弟,brat
229,Schwester::N,姐妹,sestra
230,Onkel::N,伯父,ujo
231,Onkel::N,伯父,strýko
232,Tante::N,阿姨,teta
233,Tante::N,阿姨,tetka
234,Ehemann::N,丈夫,muž
235,Ehemann::N,丈夫,manžel
236,Ehefrau::N,妻子,žena
237,Ehefrau::N,妻子,manželka
238,Freude::N,愉快,radosť
239,Gelächter::N,大笑,smiech
240,Glück::N,运气,šťastie
241,Kummer::N,苦恼,žiaľ
242,Kummer::N,苦恼,zármutok
243,Wunsch::N,愿望,prianie
244,Lust::N,乐趣,chuť
245,Geist::N,精神,duch
246,Gedanke::N,思想,myšlienka
247,Gedächtnis::N,记性,pamäť
248,Verstand::N,理智,rozum
249,Sinn::N,感觉,zmysel
250,Grund::N,理由,dôvod
251,Grund::N,理由,príčina
252,Wahrheit::N,真理,pravda
253,Gespräch::N,谈话,reč
254,Gespräch::N,谈话,rozhovor
255,Märchen::N,童话,rozprávka
256,Erzählung::N,故事,poviedka
257,Nachricht::N,消息,správa
258,Neuigkeit::N,新闻,novinka
259,Name::N,名字,meno
260,Rätsel::N,谜语,záhada
261,Rätsel::N,谜语,hádanka
262,Rede::N,讲话,reč
263,Sprache::N,语言,reč
264,Sprache::N,语言,jazyk
265,Stimme::N,声音,hlas
266,Wort::N,词,slovo
267,Zeichen::N,标记,znak
268,Ruf::N,呼喊,volanie
269,Ruf::N,呼喊,zavolanie
270,Lärm::N,噪音,hluk
271,Lärm::N,噪音,hurhaj
272,Laut::N,响声,zvuk
273,Ton::N,声音,tón
274,Ton::N,声音,zvuk
275,Lied::N,歌曲,pieseň
276,Ruhe::N,安静,pokoj
277,Leute::N,人们,ľudia
278,Volk::N,人民,ľud
279,Volk::N,人民,národ
280,Arbeit::N,劳动,práca
281,Arbeit::N,劳动,robota
282,Gast::N,客人,hosť
283,Geschenk::N,礼物,dar
284,Spiel::N,游戏,hra
285,Gesellschaft::N,陪同,spoločnosť
286,Hilfe::N,帮助,pomoc
287,Freund::N,朋友,priateľ
288,Kamerad::N,同志,kamarát
289,Angelegenheit::N,事情,vec
290,Angelegenheit::N,事情,záležitosť
291,Anzahl::N,数目,počet
292,Anzahl::N,数目,množstvo
293,Art::N,种类,druh
294,Stück::N,块,kus
295,Stück::N,块,kúsok
296,Teil::N,部分,časť
297,Hälfte::N,一半,polka
298,Hälfte::N,一半,polovica
299,Kreis::N,圆,kruh
300,Kreuz::N,十字架,kríž
301,Linie::N,线条,línia
302,Strich::N,划,čiara
303,Abstand::N,距离,vzdialenosť
304,Entfernung::N,距离,vzdialenosť
305,Gegend::N,地区,kraj
306,Gegend::N,地区,krajina
307,Platz::N,场所,miesto
308,Ort::N,地点,miesto
309,Seite::N,面,bok
310,Seite::N,面,strana
311,Mitte::N,中间,stred
312,Gegenstand::N,物品,predmet
313,Sache::N,物,vec
314,Rand::N,边,kraj
315,Rand::N,边,okraj
316,Kante::N,棱,hrana
317,Ecke::N,角,roh
318,Spitze::N,尖,hrot
319,Spitze::N,尖,špička
320,Ende::N,结尾,koniec
321,Loch::N,洞,diera
322,Winkel::N,角度,kút
323,Muster::N,模型,vzor
324,Muster::N,模型,vzorka
325,Größe::N,大小,veľkosť
326,Länge::N,长度,dĺžka
327,Höhe::N,高度,výška
328,Gewicht::N,重量,váha
329,Menge::N,数量,množstvo
330,Haufen::N,堆,hŕba
331,Reihe::N,行,rad
332,Boot::N,小船,čln
333,Ruder::N,奖,veslo
334,Schlitten::N,雪橇,sane
335,Ski::N,雪板,lyža
336,Lagerfeuer::N,营火,táborák
337,Last::N,负担,ťarcha
338,Last::N,负担,bremeno
339,Gang::N,行走,chôdza
340,Schritt::N,步伐,krok
341,Norden::N,北,sever
342,Süden::N,南,juh
343,Westen::N,西,západ
344,Osten::N,东,východ
345,Holz::N,木材,drevo
346,Brett::N,木板,doska
347,Platte::N,平板,doska
348,Platte::N,平板,platňa
349,Stütze::N,支架,opora
350,Stange::N,杆,tyč
351,Stock::N,棒,palica
352,Stab::N,棍,palica
353,Rohr::N,管子,rúra
354,Haus::N,房屋,dom
355,Heim::N,家,domov
356,Ofen::N,炉子,pec
357,Ofen::N,炉子,kachle
358,Fußboden::N,地板,dlážka
359,Fußboden::N,地板,podlaha
360,Tisch::N,桌子,stôl
361,Stuhl::N,椅子,stolička
362,Wiege::N,摇蓝,kolíska
363,Bett::N,床,lôžko
364,Bett::N,床,posteľ
365,Regal::N,架子,regál
366,Regal::N,架子,polica
367,Kiste::N,箱子,debna
368,Fenster::N,窗户,okno
369,Fenster::N,窗户,oblok
370,Tür::N,门,dvere
371,Tor::N,大门,vráta
372,Zaun::N,篱笆,plot
373,Zaun::N,篱笆,ohrada
374,Dach::N,屋顶,krov
375,Dach::N,屋顶,strecha
376,Leiter::N,梯子,rebrík
377,Leiter::N,梯子,rebrina
378,Besen::N,扫帚,metla
379,Spaten::N,铁锹,rýľ
380,Schaufel::N,铁锹,lopata
381,Gabel::N,叉,vidlička
382,Löffel::N,食匙,lyžica
383,Messer::N,刀,nôž
384,Nagel::N,钉子,klinec
385,Netz::N,网,sieť
386,Haken::N,钩子,hák
387,Haken::N,钩子,háčik
388,Griff::N,把柄,rukoväť
389,Schloss::N,锁,zámka
390,Bild::N,图画,obraz
391,Figur::N,人像,figúra
392,Puppe::N,娃娃,bábka
393,Puppe::N,娃娃,bábika
394,Beutel::N,袋子,vrece
395,Beutel::N,袋子,vrecko
396,Bündel::N,捆,uzlík
397,Bündel::N,捆,zväzok
398,Tasche::N,手提包,taška
399,Tasche::N,手提包,kabelka
400,Eimer::N,桶,vedro
401,Deckel::N,盖子,vrchnák
402,Deckel::N,盖子,pokrývka
403,Geschirr::N,餐具,nádoba
404,Sack::N,袋子,mech
405,Sack::N,袋子,vrece
406,Tasse::N,杯子,šálka
407,Topf::N,锅,hrniec
408,Kessel::N,水壶,kotol
409,Essen::N,进餐,jedlo
410,Nahrung::N,食物,strava
411,Nahrung::N,食物,potrava
412,Speise::N,菜肴,jedlo
413,Fleisch::N,肉,mäso
414,Getreide::N,谷物,obilie
415,Brei::N,粥,kaša
416,Brot::N,面包,chlieb
417,Scheibe::N,片,kotúč
418,Scheibe::N,片,krajec
419,Fett::N,脂肪,tuk
420,Fett::N,脂肪,masť
421,Butter::N,黄油,maslo
422,Öl::N,油,olej
423,Salz::N,盐,soľ
424,Suppe::N,汤,polievka
425,Honig::N,蜂蜜,med
426,Milch::N,奶,mlieko
427,Tee::N,茶,čaj
428,Leder::N,皮革,koža
429,Wolle::N,毛线,vlna
430,Stoff::N,织物,súkno
431,Nadel::N,针,ihla
432,Faden::N,线,niť
433,Faden::N,线,vlákno
434,Knopf::N,纽扣,gombík
435,Knoten::N,结,uzol
436,Farbe::N,颜色,farba
437,Kleidung::N,衣服,šaty
438,Kleidung::N,衣服,šatstvo
439,Hemd::N,衬衫,košeľa
440,Kragen::N,领子,golier
441,Ärmel::N,袖子,rukáv
442,Hose::N,裤子,nohavice
443,Gürtel::N,腰带,pás
444,Gürtel::N,腰带,opasok
445,Mütze::N,帽子,čiapka
446,Schuh::N,鞋,obuv
447,Schuh::N,鞋,topánka
448,Stiefel::N,靴子,čižma
449,Ring::N,戒指,prsteň
450,Band::N,带子,stuha
451,Kamm::N,梳子,hrebeň
452,Spiegel::N,镜子,zrkadlo
453,Riemen::N,皮带,remeň
454,Schnur::N,绳子,šnúra
455,Leine::N,皮带,vodidlo
456,Decke::N,被子,deka
457,Decke::N,被子,prikrývka
458,Kissen::N,软垫,poduška
459,Tuch::N,巾,šatka
460,Handtuch::N,手巾,uterák
461,Kraft::N,力,moc
462,Stärke::N,力量,sila
463,Gesundheit::N,健康,zdravie
464,Krankheit::N,病,nemoc
465,Krankheit::N,病,choroba
466,Schmerz::N,痛,bolesť
467,Wunde::N,伤口,rana
468,Fieber::N,发烧,horúčka
469,Arznei::N,药,liek
470,Brücke::N,桥,most
471,Brunnen::N,井,studňa
472,Weide::N,牧场,pastva
473,Pfad::N,小路,chodník
474,Weg::N,路,cesta
475,Straße::N,街,hradská
476,Dorf::N,村庄,dedina
477,Stadt::N,城市,mesto
478,Brief::N,信,list
479,Buch::N,书,kniha
480,Buchstabe::N,字母,litera
481,Buchstabe::N,字母,písmeno
482,Zeitung::N,报纸,noviny
483,Leben::N,生命,život
484,Tod::N,死亡,smrť
485,Grab::N,坟墓,hrob
486,Kirche::N,教堂,kostol
487,Sünde::N,罪,hriech
488,Gott::N,上帝,boh
489,Arbeiter::N,工人,robotník
490,Arbeiter::N,工人,pracnovík
491,Chef::N,上司,šéf
492,Chef::N,上司,riaditeľ
493,Meister::N,师傅,majster
494,Arzt::N,医生,lekár
495,Lehrer::N,教师,učiteľ
496,Geld::N,钱,peniaze
497,Geschäft::N,交易,obchod
498,Laden::N,商店,obchod
499,Preis::N,价格,cena
500,Ware::N,商品,tovar
501,Nutzen::N,好处,osoh
502,Nutzen::N,好处,úžitok
503,Reichtum::N,财富,bohatstvo
504,Welt::N,世界,svet
505,Land::N,国家,územie
506,Land::N,国家,krajina
507,Staat::N,国家,štát
508,König::N,国王,kráľ
509,Macht::N,权力,moc
510,Macht::N,权力,mocnosť
511,Grenze::N,边界,hranica
512,Krieg::N,战争,vojna
513,Feind::N,敌人,nepriateľ
514,Gewalt::N,暴力,násilie
515,Kampf::N,战斗,boj
516,Bogen[Waffe]::N,弓,luk
517,Pfeil::N,箭,šíp
518,Pfeil::N,箭,strela
519,Gewehr::N,枪,puška
520,Fehler::N,错误,omyl
521,Fehler::N,错误,chyba
522,Lüge::N,谎话,lož
523,Schaden::N,损失,ujma
524,Schaden::N,损失,škoda
525,Unglück::N,不幸,nešťastie
526,Schuld::N,过错,vina
527,Schuld::N,过错,previnenie
528,Alter::N,年龄,vek
529,Schluss::N,结束,záver
530,Schluss::N,结束,koniec
531,Zeit::N,时间,čas
532,Tag::N,天,deň
533,Morgen::N,早晨,ráno
534,Mittag::N,中午,poludnie
535,Abend::N,晚上,večer
536,Nacht::N,夜,noc
537,Woche::N,星期,týždeň
538,Monat::N,月,mesiac
539,Jahr::N,年,rok
540,Frühling::N,春天,jar
541,Sommer::N,夏天,leto
542,Herbst::N,秋天,jeseň
543,Winter::N,冬天,zima
544,Januar::N,一月,január
545,Februar::N,二月,február
546,März::N,三月,marec
547,April::N,四月,apríl
548,Mai::N,五月,máj
549,Juni::N,六月,jún
550,Juli::N,七月,júl
551,August::N,八月,august
552,September::N,九月,september
553,Oktober::N,十月,október
554,November::N,十一月,november
555,Dezember::N,十二月,december
556,Montag::N,星期一,pondelok
557,Dienstag::N,星期二,utorok
558,Mittwoch::N,星期三,streda
559,Donnerstag::N,星期四,štvrtok
560,Freitag::N,星期五,piatok
561,Samstag::N,星期六,sobota
562,Sonntag::N,星期日,nedeľa
563,groß::A,大,veľký
564,klein::A,小,malý
565,lang::A,长,dlhý
566,kurz::A,短,krátky
567,breit::A,宽,široký
568,schmal::A,细长的,úzky
569,dicht::A,密,hustý
570,dick[Gegenstand]::A,厚,tlstý
571,dünn::A,薄,tenký
572,fein::A,细小,jemný
573,fest::A,固体,pevný
574,flach::A,平坦,rovný
575,flach::A,平坦,plochý
576,glatt::A,光滑,hladký
577,hart::A,硬,tvrdý
578,weich::A,软,mäkký
579,rund::A,圆,guľatý
580,rund::A,圆,okrúhly
581,spitz::A,尖,končitý
582,scharf::A,锋利,ostrý
583,stumpf::A,钝,tupý
584,schwer::A,重,ťažký
585,schön::A,美丽,pekný
586,schön::A,美丽,krásny
587,heiß::A,烫,horúci
588,warm::A,暖和,teplý
589,kalt::A,冷,studený
590,kühl::A,凉,chladný
591,frisch::A,新鲜,svieži
592,feucht::A,潮湿,vlhký
593,feucht::A,潮湿,zvlhnutý
594,nass::A,湿,mokrý
595,trocken::A,干,suchý
596,voll::A,满,plný
597,leer::A,空,prázdny
598,offen::A,敞开,otvorený
599,geschlossen::A,关闭,zavretý
600,sauber::A,干净,čistý
601,schmutzig::A,肮脏,špinavý
602,roh::A,生,surový
603,reif::A,成熟,zrelý
604,lecker::A,好吃,chutný
605,süß::A,甜,sladký
606,bitter::A,苦,horký
607,sauer::A,酸,kyslý
608,hell::A,亮,jasný
609,hell::A,亮,svetlý
610,dunkel::A,阴暗,temný
611,schwarz::A,黑,čierny
612,weiß::A,白,biely
613,rot::A,红,červený
614,gelb::A,黄,žltý
615,blau::A,蓝,modrý
616,blau::A,蓝,belasý
617,grün::A,绿,zelený
618,grau::A,灰色,šedý
619,bunt::A,五彩,pestrý
620,billig::A,便宜,lacný
621,teuer::A,贵,drahý
622,wertvoll::A,贵重,cenný
623,blind::A,瞎,slepý
624,taub::A,聋,hluchý
625,kräftig::A,强壮,silný
626,stark::A,强壮,silný
627,schwach::A,弱,slabý
628,schwach::A,弱,bezvládny
629,fett::A,胖,tučný
630,schlank::A,苗条,štíhly
631,hübsch::A,漂亮,šumný
632,hübsch::A,漂亮,švárny
633,böse::A,邪恶,zlý
634,dumm::A,笨,hlúpy
635,faul::A,懒惰,lenivý
636,fleißig::A,勤奋,snaživý
637,fleißig::A,勤奋,usilovný
638,geizig::A,吝啬,skupý
639,geizig::A,吝啬,lakomý
640,klug::A,聪明,múdry
641,klug::A,聪明,bystrý
642,geschickt::A,灵巧,zručný
643,geschickt::A,灵巧,šikovný
644,lieb::A,可爱,milý
645,lustig::A,快乐,veselý
646,sanft::A,柔和,nežný
647,hungrig::A,饥饿,lačný
648,hungrig::A,饥饿,hladný
649,krank::A,患病,chorý
650,krank::A,患病,nemocný
651,nackt::A,裸体,nahý
652,traurig::A,悲哀,smutný
653,lebendig::A,活,živý
654,gut::A,好,dobrý
655,schlecht::A,坏,zlý
656,richtig::A,正确,správny
657,schlimm::A,糟糕,zlý
658,schlimm::A,糟糕,nepríjemný
659,wahr::A,真,pravý
660,wahr::A,真,pravdivý
661,alt::A,旧,starý
662,neu::A,新,nový
663,ehemalig::A,以前,bývalý
664,alt[Lebewesen]::A,老,starý
665,jung::A,年轻,mladý
666,arm::A,贫穷,chudobný
667,reich::A,富裕,bohatý
668,bekannt::A,出名,známy
669,berühmt::A,著名,slávny
670,berühmt::A,著名,povestný
671,fremd::A,陌生,cudzí
672,verschieden::A,不同,rôzny
673,verschieden::A,不同,rozličný
674,nah::A,近,blízky
675,fern::A,遥远,ďaleký
676,linker::A,左,ľavý
677,rechter::A,右,pravý
678,anderer::A,别的,iný
679,anderer::A,别的,druhý
680,erster::A,第一,prvý
681,zweiter::A,第二,druhý
682,dritter::A,第三,tretí
683,letzter::A,最后,ostatný
684,letzter::A,最后,posledný
685,allein::ADV,单独,sám
686,auf einmal::ADV,同时,zároveň
687,zusammen::ADV,一起,spolu
688,zusammen::ADV,一起,spoločne
689,lange::ADV,许久,dlho
690,plötzlich::ADV,忽然,náhle
691,sofort::ADV,立刻,hneď
692,sofort::ADV,立刻,ihneď
693,später::ADV,以后,neskoršie
694,jetzt::ADV,现在,teraz
695,heute::ADV,今天,dnes
696,morgen::ADV,明天,zajtra
697,bald::ADV,即将,skoro
698,dann::ADV,然后,nato
699,dann::ADV,然后,potom
700,gestern::ADV,昨天,včera
701,einst::ADV,曾经,kedysi
702,einst::ADV,曾经,niekedy
703,damals::ADV,当时,vtedy
704,danach::ADV,随后,potom
705,danach::ADV,随后,podľa toho
706,vorher::ADV,事先,napred
707,vorher::ADV,事先,predtým
708,zuerst::ADV,首先,najprv
709,einmal::ADV,一次,raz
710,einmal::ADV,一次,jedenkrát
711,manchmal::ADV,有时,občas
712,manchmal::ADV,有时,niekedy
713,oft::ADV,时常,často
714,immer::ADV,总是,vždy
715,immer::ADV,总是,ustavične
716,niemals::ADV,从未,nikdy
717,hier::ADV,这里,tu
718,hierhin::ADV,到这里,sem
719,hierhin::ADV,到这里,tade
720,von hier::ADV,由此,odtiaľto
721,dort::ADV,那里,tam
722,dorthin::ADV,到那里,ta
723,dorthin::ADV,到那里,tam
724,geradeaus::ADV,一直往前,rovno
725,geradeaus::ADV,一直往前,priamo
726,vorwärts::ADV,向前,napred
727,rückwärts::ADV,向后,nazad
728,zurück::ADV,退后,späť
729,zurück::ADV,退后,naspäť
730,unten::ADV,下面,dolu
731,unten::ADV,下面,naspodku
732,hinab::ADV,向下,dolu
733,oben::ADV,上面,hore
734,oben::ADV,上面,navrchu
735,hinauf::ADV,向上,hore
736,hinauf::ADV,向上,navrch
737,überall::ADV,到处,všade
738,nicht::ADV,不,nie
739,ein wenig::ADV,一点儿,trocha
740,kaum::ADV,几乎不,ledva
741,sehr::ADV,很,veľmi
742,so::ADV,如此,tak
743,so::ADV,如此,takto
744,noch::ADV,还,ešte
745,nur::ADV,只,len
746,schon::ADV,已经,už
747,wieder::ADV,又,zasa
748,vor::PRP,在...面前,pred
749,hinter::PRP,在...背后,za
750,unter::PRP,在...下面,pod
751,durch::PRP,穿过,cez
752,neben::PRP,在...旁,pri
753,neben::PRP,在...旁,vedľa
754,zwischen::PRP,在...之间,medzi
755,wegen::PRP,由于,pre
756,wegen::PRP,由于,kvôli
757,dies::PRN,这,to
758,dies::PRN,这,táto
759,das::PRN,那,to
760,alles::PRN,一切,všetko
761,ich::PRN,我,ja
762,du::PRN,你,ty
763,er::PRN,他,on
764,wir::PRN,我们,my
765,ihr::PRN,你们,vy
766,sie::PRN,她,oni
767,was::FPRN,什么,čo
768,wer::FPRN,谁,kto
769,wo::FADV,哪里,kde
770,wohin::FADV,去哪里,kam
771,wie::FADV,怎么,ako
772,warum::FADV,为什么,prečo
773,wieviel::FNUM,多少,koľko
774,eins::NUM,一,jeden
775,zwei::NUM,二,dva
776,drei::NUM,三,tri
777,vier::NUM,四,štyri
778,fünf::NUM,五,päť
779,sechs::NUM,六,šesť
780,sieben::NUM,七,sedem
781,acht::NUM,八,osem
782,neun::NUM,九,deväť
783,zehn::NUM,十,desať
784,elf::NUM,十一,jedenásť
785,zwölf::NUM,十二,dvanásť
786,zwanzig::NUM,二十,dvadsať
787,dreißig::NUM,三十,tridsať
788,vierzig::NUM,四十,štyridsať
789,fünfzig::NUM,五十,päťdesiat
790,sechzig::NUM,六十,šesťdesiat
791,siebzig::NUM,七十,sedemdesiat
792,achtzig::NUM,八十,osemdesiat
793,neunzig::NUM,九十,deväťdesiat
794,hundert::NUM,百,sto
795,tausend::NUM,千,tisíc
796,und::CNJ,和,i
797,oder::CNJ,或者,alebo
798,stehen::V,站,stáť
799,sitzen::V,坐,sedieť
800,liegen::V,躺着,ležať
801,hängen::V,挂着,visieť
802,werden::V,成为,stať sa
803,passieren::V,发生,stať sa
804,beginnen::V,开始,začať sa
805,enden::V,终止,končiť sa
806,wechseln::V,变迁,meniť sa
807,aufgehen[Sonne]::V,升起,vychádzať
808,untergehen[Sonne]::V,下落,zapadnúť
809,scheinen[Sonne]::V,照射,svietiť
810,donnern::V,打雷,hrmieť
811,wehen::V,飘扬,viať
812,strömen::V,流,prúdiť
813,fließen::V,流动,tiecť
814,sich drehen::V,转动,točiť sa
815,sich drehen::V,转动,krútiť sa
816,schwanken::V,摇摆,kolísať
817,schwanken::V,摇摆,klátiť sa
818,schwingen::V,摇,kývať sa
819,schwingen::V,摇,chvieť sa
820,fallen::V,坠落,padať
821,brennen::V,燃烧,páliť
822,brennen::V,燃烧,horieť
823,rauchen::V,冒烟,dymiť sa
824,regnen::V,下雨,pršať
825,gefrieren::V,结冰,zamrznút
826,tauen::V,融化,taviť sa
827,schmelzen::V,溶化,taviť sa
828,trocknen::V,变干,schnúť
829,sieden::V,煮,vrieť
830,faulen::V,腐烂,hniť
831,verfaulen::V,腐烂,zhniť
832,reißen::V,撕,pretrhnúť sa
833,versinken::V,下沉,zapadnúť
834,versinken::V,下沉,potopiť sa
835,vergehen::V,流逝,plynúť
836,erscheinen::V,出现,objaviť sa
837,verschwinden::V,消失,zmiznúť
838,sinken::V,下降,klesať
839,abnehmen::V,减少,ubúdať
840,zunehmen::V,增加,pribúdať
841,steigen::V,上升,stúpať
842,wachsen::V,生长,rásť
843,glänzen::V,发光,jagať sa
844,glänzen::V,发光,lesknúť sa
845,funkeln::V,闪烁,iskriť sa
846,lärmen::V,吵闹,lomoziť
847,läuten::V,响,cengať
