,Concept_ID,ar,cv
715,hübsch::A,جميل,хитре
716,böse::A,رديء,усал
717,dumm::A,أبله,ухмах
718,dumm::A,أحمق,ухмах
719,faul::A,كسلان,наян
720,faul::A,كسلان,юлхав
721,faul::A,كسلان,ӳркенчӗк
722,fleißig::A,مجتهد,хастар
723,geizig::A,بخيل,хытӑ
724,klug::A,ذكي,ӑслӑ
725,klug::A,عاقل,ӑслӑ
726,geschickt::A,ماهر,ӑста
727,lieb::A,عزيز,савнӑ
728,lustig::A,مرح,хаваслӑ
729,sanft::A,حليم,ачаш
730,hungrig::A,جائع,выҫӑ
731,krank::A,مريض,чирлӗ
732,nackt::A,عار,ҫара
733,traurig::A,حزين,салхуллӑ
734,lebendig::A,حي,чӗрӗ
735,gut::A,جيد,аван
736,gut::A,جيد,лайӑх
737,schlecht::A,سيء,япӑх
738,schlecht::A,سيء,начар
739,richtig::A,صحيح,тӗрӗс
740,schlimm::A,خبيث,йӗрӗнчӗк
741,wahr::A,حق,чӑн
742,alt::A,قديم,кивӗ
743,neu::A,جديد,ҫӗнӗ
744,ehemalig::A,سابق,пулнӑ
745,alt[Lebewesen]::A,مسن,ватӑ
746,jung::A,شاب,яш
747,jung::A,شاب,ҫамрӑк
748,jung::A,صغير,яш
749,jung::A,صغير,ҫамрӑк
750,arm::A,فقير,чухӑн
751,reich::A,غني,пуян
752,bekannt::A,معلوم,пӗлӗш
753,berühmt::A,مشهور,чаплӑ
754,fremd::A,أجنبي,ют
755,verschieden::A,مختلف,расна
756,nah::A,قريب,ҫывӑх
757,nah::A,قريب,ҫывӑхри
758,fern::A,بعيد,инҫе
759,fern::A,بعيد,аякри
760,linker::A,يسار,сулахай
761,rechter::A,يمين,сылтӑм
762,anderer::A,آخر,урӑх
763,erster::A,أول,пӗрремӗш
764,zweiter::A,ثان,иккӗмӗш
765,dritter::A,ثالث,виҫҫӗмӗш
766,letzter::A,أخير,юлашки
767,allein::ADV,وحده,пӗччен
768,auf einmal::ADV,بالمرة,кӗмӗрккен
769,zusammen::ADV,معا,пӗрле
770,lange::ADV,مدة طويلة,вӑрах
771,plötzlich::ADV,فجأة,сасартӑк
772,sofort::ADV,حالا,тӳрех
773,sofort::ADV,فورا,тӳрех
774,später::ADV,فيما بعد,кайран
775,jetzt::ADV,الآن,халь
776,jetzt::ADV,الآن,халӗ
777,jetzt::ADV,حاليا,халь
778,jetzt::ADV,حاليا,халӗ
779,heute::ADV,اليوم,паян
780,morgen::ADV,غدا,ыран
781,bald::ADV,قريبا,халех
782,bald::ADV,قريبا,кӗҫех
783,dann::ADV,ثم,унтан
784,gestern::ADV,أمس,ӗнер
785,gestern::ADV,البارحة,ӗнер
786,einst::ADV,قديما,пӗррехинче
787,damals::ADV,حينئذ,ун чухне
788,damals::ADV,حينئذ,апла пулсан
789,danach::ADV,ثم,унтан
790,danach::ADV,بعد ذلك,унтан
791,vorher::ADV,من قبل,малтан
792,vorher::ADV,قبل ذلك,малтан
793,zuerst::ADV,أولا,пирвай
794,einmal::ADV,مرة,пӗррехинче
795,manchmal::ADV,أحيانا,хӑш чухне
796,oft::ADV,كثيرا,тӑтӑш
797,immer::ADV,دائما,ялан
798,niemals::ADV,لا أبدا,нихӑҫан та
799,hier::ADV,هنا,кунта
800,hierhin::ADV,إلى هنا,кунта
801,von hier::ADV,من هنا,кунтан
802,dort::ADV,هناك,унта
803,dort::ADV,هناك,ҫавӑнта
804,dorthin::ADV,إلى هناك,унта
805,dorthin::ADV,إلى هناك,ҫавӑнта
806,geradeaus::ADV,إلى الأمام,тикӗс
807,vorwärts::ADV,إلى الأمام,малалла
808,rückwärts::ADV,إلى الوراء,хыҫала
809,zurück::ADV,عودا,каялла
810,zurück::ADV,إلى الخلف,каялла
811,unten::ADV,تحت,аялта
812,unten::ADV,في الأسفل,аялта
813,hinab::ADV,إلى تحت,аялта
814,oben::ADV,فوق,ҫӳлте
815,oben::ADV,في الأعلى,ҫӳлте
816,hinauf::ADV,إلى فوق,ҫӳле
817,hinauf::ADV,إلى الأعلى,ҫӳле
818,überall::ADV,في كل مكان,таҫта та
819,überall::ADV,في كل مكان,пур ҫӗрте те
820,überall::ADV,في كل مكان,кирек ӑҫта та
821,nicht::ADV,لا,мар
822,nicht::ADV,لم,мар
823,ein wenig::ADV,قليلا,пӑртак
824,kaum::ADV,كاد لا,аран
825,sehr::ADV,جدا,питӗ
826,sehr::ADV,كثيرا,питӗ
827,so::ADV,كذا,апла
828,so::ADV,كذلك,апла
829,noch::ADV,ما زال,татах
830,nur::ADV,فقط,ҫех
831,schon::ADV,قد,ӗнтӗ
832,wieder::ADV,من جديد,каллех
833,wieder::ADV,مرة أخرى,каллех
834,vergebens::ADV,عبثا,харам
835,vor::PRP,أمام,умӗнче
836,hinter::PRP,خلف,кайра
837,hinter::PRP,وراء,кайра
838,unter::PRP,تحت,айне
839,unter::PRP,تحت,айӗпе
840,unter::PRP,تحت,айӗнче
841,unter::PRP,تحت,ҫитеспе
842,durch::PRP,عبر,витӗр
843,durch::PRP,خلال,витӗр
844,neben::PRP,جنب,патӗнче
845,neben::PRP,بجانب,патӗнче
846,zwischen::PRP,بين,хушшинче
847,wegen::PRP,بسبب,пула
848,wegen::PRP,بسبب,пирки
849,dies::PRN,هذا,ку
850,dies::PRN,هذا,ҫак
851,das::PRN,ذلك,ҫав
852,alles::PRN,الكل,пурте
853,alles::PRN,الكل,йӑлт
854,ich::PRN,أنا,эп
855,du::PRN,أنت,эс
856,er::PRN,هو,вӑл
857,wir::PRN,نحن,эпир
858,ihr::PRN,أنتم,эсир
859,ihr::PRN,أنتن,эсир
860,sie::PRN,هم,вӗсем
861,sie::PRN,هن,вӗсем
862,was::FPRN,ما,мӗн
863,was::FPRN,ما,мӗскер
864,was::FPRN,ما,мӗн те пулин
865,wer::FPRN,من,кам
866,wo::FADV,أين,ӑҫта
867,wohin::FADV,إلى أين,ӑҫта
868,wie::FADV,كيف,епле
869,wie::FADV,كيف,мӗнле
870,warum::FADV,لماذا,ма
871,warum::FADV,لماذا,мӗншӗн
872,wieviel::FNUM,كم,миҫе
873,eins::NUM,واحد,пӗр
874,eins::NUM,واحد,пӗрре
875,zwei::NUM,اثنين,ик
876,zwei::NUM,اثنين,икӗ
877,zwei::NUM,اثنين,иккӗ
878,drei::NUM,ثلاثة,виҫ
879,drei::NUM,ثلاثة,виҫӗ
880,drei::NUM,ثلاثة,виҫҫӗ
881,vier::NUM,أربعة,тӑват
882,fünf::NUM,خمسة,пилӗк
883,fünf::NUM,خمسة,пиллӗк
884,sechs::NUM,ستة,улт
885,sechs::NUM,ستة,ултӑ
886,sechs::NUM,ستة,улттӑ
887,sieben::NUM,سبعة,ҫич
888,sieben::NUM,سبعة,ҫичӗ
889,sieben::NUM,سبعة,ҫиччӗ
890,acht::NUM,ثمانية,сакӑр
891,acht::NUM,ثمانية,саккӑр
892,neun::NUM,تسعة,тӑхӑр
893,neun::NUM,تسعة,тӑххӑр
894,zehn::NUM,عشرة,вунӑ
895,zehn::NUM,عشرة,вуннӑ
896,elf::NUM,أحد عشر,вун пӗр
897,zwölf::NUM,اثنا عشر,вун ик
898,zwölf::NUM,اثنا عشر,вун икӗ
899,zwölf::NUM,اثنا عشر,вун иккӗ
900,zwanzig::NUM,عشرون,ҫирӗм
901,dreißig::NUM,ثلاثون,вӑтӑр
902,vierzig::NUM,أربعون,хӗрӗх
903,fünfzig::NUM,خمسون,аллӑ
904,sechzig::NUM,ستون,утмӑл
905,siebzig::NUM,سبعون,ҫитмӗл
906,achtzig::NUM,ثمانون,сакӑр вунӑ
907,achtzig::NUM,ثمانون,сакӑр вуннӑ
908,neunzig::NUM,تسعون,тӑхӑр вун
909,neunzig::NUM,تسعون,тӑхӑр вунӑ
910,neunzig::NUM,تسعون,тӑхӑр вуннӑ
911,hundert::NUM,مئة,ҫӗр
912,tausend::NUM,ألف,пин
913,und::CNJ,و,та
914,oder::CNJ,أو,е
915,stehen::V,وقف,тӑр
916,sitzen::V,جلس,лар
917,liegen::V,رقد,вырт
918,hängen::V,تعلق,усӑнса тӑр
919,hängen::V,تعلق,ҫакӑнса тӑр
920,werden::V,صار,пул
921,werden::V,أصبح,пул
922,passieren::V,حدث,пул
923,beginnen::V,ابتدأ,пуҫлан
924,enden::V,انتهى,пӗт
925,enden::V,انتهى,вӗҫлен
926,wechseln::V,تغير,улшӑн
927,aufgehen[Sonne]::V,شرق,тух
928,untergehen[Sonne]::V,غرب,анса лар
929,scheinen[Sonne]::V,أضاء,пӑх
930,donnern::V,رعد,кӗмсӗртет
931,donnern::V,رعد,авӑт
932,wehen::V,هب,варкӑш
933,strömen::V,جرى,тӑкӑн
934,fließen::V,سال,юх
935,sich drehen::V,دار,ҫаврӑн
936,schwanken::V,ترنح,чӳхен
937,schwingen::V,ترجح,суллан
938,fallen::V,سقط,кип
939,fallen::V,سقط,тӳр кип
940,fallen::V,سقط,татӑлса ан
941,brennen::V,احترق,ҫун
942,rauchen::V,دخن,мӑкӑрлан
943,rauchen::V,دخن,тӗтӗм кӑлар
944,regnen::V,أمطر,ҫумӑр ҫӑвать
945,gefrieren::V,تجمد,шӑн
946,tauen::V,ذاب,ирӗл
947,schmelzen::V,ذاب,ирӗл
948,trocknen::V,نشف,тип
949,sieden::V,غلى,вӗре
950,faulen::V,فسد,ҫӗр
951,verfaulen::V,تعفن,ҫӗр
952,reißen::V,انقطع,ҫурӑл
953,versinken::V,غرق,пут
954,vergehen::V,مضى,ирт
955,erscheinen::V,لاح,курӑн
956,erscheinen::V,لاح,курӑнса кай
957,erscheinen::V,ظهر,курӑн
958,erscheinen::V,ظهر,курӑнса кай
959,verschwinden::V,غاب,ҫухал
960,sinken::V,هبط,чак
961,abnehmen::V,نقص,чак
962,zunehmen::V,ازداد,пысӑклан
963,steigen::V,صعد,ҫӗклен
964,steigen::V,ارتفع,ҫӗклен
965,wachsen::V,نما,ӳс
966,wachsen::V,نبت,ӳс
967,glänzen::V,لمع,ҫиҫ
968,funkeln::V,تلألأ,ялкӑш
969,funkeln::V,تلألأ,йӑлтӑртат
970,lärmen::V,ضج,шавла
971,lärmen::V,صخب,шавла
972,läuten::V,قرع,шӑнкӑравла
973,klingeln::V,دق,шӑнкӑравла
974,klirren::V,قعقع,калтлат
975,klirren::V,قعقع,шӑнкӑлтат
976,brausen::V,عج,ахӑр
977,rauschen::V,حف,вашӑлтат
978,rauschen::V,حف,чашӑлтат
979,klingen::V,رن,янӑра
980,bellen::V,نبح,вӗр
981,heulen::V,عوى,ула
982,blasen::V,نفخ,вӗр
983,pfeifen::V,صفر,шӑхӑр
984,schreien::V,صرخ,кӑшкӑр
985,stöhnen::V,أن,йынӑш
986,zittern::V,ارتعش,чӗтре
987,leben::V,عاش,пурӑн
988,geboren werden::V,ولد,ҫурал
989,atmen::V,تنفس,сывла
990,trinken::V,شرب,ӗҫ
991,essen::V,أكل,ҫи
992,schlucken::V,جرع,ҫӑт
993,müde werden::V,تعب,ӗшен
994,einschlafen::V,نام,ыйха пут
995,einschlafen::V,نام,ҫывӑрса кай
996,schlafen::V,نام,ҫывӑр
997,aufwachen::V,استيقظ,вӑран
998,aufstehen::V,قام,тӑр
999,sich erholen::V,استجم,кан
1000,krank werden::V,مرض,чирле
1001,krank sein::V,مرض,чирле
1002,schmerzen::V,آلم,сур
1003,schmerzen::V,آلم,ырат
1004,husten::V,كح,ӳсӗр
1005,husten::V,سعل,ӳсӗр
1006,genesen::V,نقه,сывал
1007,genesen::V,نقه,тӳрлен
1008,sterben::V,مات,вил
1009,umkommen::V,هلك,вил
1010,sich bewegen::V,تحرك,куҫ
1011,sich rühren::V,تحرك,хускал
1012,sich erheben::V,قام,тӑр
1013,sich setzen::V,جلس,лар
1014,hinfallen::V,وقع,ӳк
1015,laufen::V,مشى,ут
1016,schreiten::V,خطا,ут
1017,spazierengehen::V,تنزه,уҫӑлса ҫӳре
1018,spazierengehen::V,تنزه,уткаласа ҫӳре
1019,eilen::V,عجل,васка
1020,eilen::V,عجل,хыпалан
1021,sich beeilen::V,استعجل,васка
1022,sich beeilen::V,استعجل,хыпалан
1023,sausen::V,أسرع,ыткӑн
1024,sausen::V,أسرع,вӗҫтер
1025,rennen::V,عدا,чуп
1026,rennen::V,ركض,чуп
1027,springen::V,قفز,сик
1028,klettern::V,تسلق,улӑх
1029,schaukeln::V,تأرجح,йӳрӗн
1030,kriechen::V,دب,шу
1031,kriechen::V,دب,упален
1032,kriechen::V,زحف,шу
1033,kriechen::V,زحف,упален
1034,schwimmen::V,سبح,иш
1035,tauchen::V,غطس,чӑм
1036,rudern::V,جذف,авӑс
1037,fahren::V,ركب,пыр
1038,fahren::V,سافر,пыр
1039,fliegen::V,طار,вӗҫ
1040,gehen::V,سار,кай
1041,gehen::V,ذهب,кай
1042,weggehen::V,ذهب,кай
1043,weggehen::V,انصرف,кай
1044,abfahren::V,رحل,тапран
1045,anhalten::V,توقف,чарӑн
1046,hineingehen::V,دخل,кӗр
1047,eintreten::V,دخل,кӗр
1048,kommen::V,أتى,кил
1049,kommen::V,جاء,кил
1050,ankommen::V,وصل,ҫит
1051,zurückkommen::V,عاد,таврӑн
1052,zurückkommen::V,عاد,каялла кил
1053,zurückkommen::V,رجع,таврӑн
1054,zurückkommen::V,رجع,каялла кил
1055,bleiben::V,مكث,юл
1056,warten::V,انتظر,кӗт
1057,erwarten::V,ترقب,кӗт
1058,erwarten::V,انتظر,кӗт
1059,suchen::V,بحث,шыра
1060,finden::V,وجد,туп
1061,versuchen::V,حاول,пикен
1062,vorbereiten::V,أعد,хатӗрле
1063,vorbereiten::V,حضر,хатӗрле
1064,lieben::V,أحب,юрат
1065,mögen::V,أحب,кӑмӑлла
1066,mögen::V,أحب,килӗштер
1067,lachen::V,ضحك,кул
1068,lachen::V,ضحك,ахӑлтат
1069,rühren::V,أثر,ҫулӑх
1070,weinen::V,بكى,йӗр
1071,weinen::V,بكى,макӑр
1072,schimpfen::V,سب,вӑрҫ
1073,schimpfen::V,سب,ятлаҫ
1074,schimpfen::V,شتم,вӑрҫ
1075,schimpfen::V,شتم,ятлаҫ
1076,sich ärgern::V,زعل,ҫиллен
1077,sich fürchten::V,هاب,шиклен
1078,fürchten::V,خاف,хӑра
1079,fürchten::V,خشي,хӑра
1080,fliehen::V,هرب,тар
1081,flüchten::V,فر,чупса тар
1082,sehen::V,رأى,кур
1083,anschauen::V,نظر,пӑхса ил
1084,ansehen::V,نظر,пӑх
1085,hören::V,سمع,илт
1086,zuhören::V,أصغى,итле
1087,zuhören::V,أصغى,тӑнла
1088,probieren::V,ذاق,астив
1089,riechen::V,شم,шӑршла
1090,riechen::V,استنشق,шӑршла
1091,fühlen::V,شعر,туй
1092,fühlen::V,شعر,сис
1093,scheinen::V,ظهر,туйӑн
1094,zu sehen sein::V,ظهر,курӑн
1095,vernehmen::V,سمع,пӑл
1096,frieren::V,بردان,йӳтен
1097,tun::V,فعل,ту
1098,können::V,قدر,пултар
1099,können::V,استطاع,пултар
1100,wollen::V,شاء,те
1101,wollen::V,أراد,те
1102,anfangen::V,بدأ,пуҫла
1103,beenden::V,أنهى,пӗтер
1104,aufhören::V,توقف,пӑрах
1105,aufhören::V,انقطع,пӑрах
1106,gelingen::V,نجح,ӑн
1107,geraten::V,طلع,пул
1108,öffnen::V,فتح,уҫ
1109,schließen::V,أغلق,хуп
1110,stellen::V,وضع,ларт
1111,stellen::V,وضع,тӑрат
1112,stellen::V,أقام,ларт
1113,stellen::V,أقام,тӑрат
1114,setzen::V,أجلس,ларт
1115,legen::V,وضع,хур
1116,berühren::V,مس,перӗн
1117,berühren::V,لمس,перӗн
1118,verbinden::V,ربط,сып
1119,verbinden::V,وصل,сып
1120,bedecken::V,غطى,вит
1121,aufhängen::V,علق,ҫак
1122,anzünden::V,أوقد,ҫут
1123,aufheben::V,لقط,ҫӗкле
1124,zurücklassen::V,ترك,манса хӑвар
1125,verlieren::V,فقد,ҫӗтер
1126,fallen lassen::V,أسقط,ӳкер
1127,machen::V,فعل,ту
1128,herstellen::V,صنع,ӑстала
1129,herstellen::V,أنتج,ӑстала
1130,bauen::V,بنى,ту
1131,bauen::V,شيد,ту
1132,reparieren::V,صلح,юса
1133,verbessern::V,صحح,лайӑхлат
1134,ändern::V,غير,улӑштар
1135,graben::V,حفر,чав
1136,graben::V,حفر,чакала
1137,beugen::V,ثنى,кукӑрт
1138,beugen::V,أحنى,кукӑрт
1139,biegen::V,لوى,ав
1140,biegen::V,لوى,кукӑрт
1141,drehen::V,أدار,ҫавӑр
1142,drehen::V,دور,ҫавӑр
1143,wenden::V,قلب,ӳпӗнтер
1144,umdrehen::V,قلب,ҫавӑр
1145,heben::V,رفع,хӑпарт
1146,hochheben::V,رفع,йӑт
1147,ergreifen::V,مسك,тыт
1148,halten::V,مسك,тыт
1149,drücken::V,ضغط,пус
1150,schieben::V,حرك,тӗк
1151,schieben::V,حرك,тӗрт
1152,kratzen::V,خدش,хыр
1153,lecken::V,لعق,ҫула
1154,beißen::V,عض,ҫырт
1155,beißen::V,عض,хып
1156,abreißen::V,قلع,тат
1157,abschneiden::V,قطع,кас
1158,binden::V,ربط,ҫых
1159,stecken::V,دس,чик
1160,brechen::V,كسر,хуҫ
1161,klopfen::V,طرق,такка
1162,hauen::V,ضرب,шакка
1163,kleben::V,ألصق,ҫыпӑҫтар
1164,reiben::V,حك,сӑтӑр
1165,streichen::V,نشر,сӗр
1166,schleifen::V,سن,хӑйра
1167,schneiden::V,قطع,кас
1168,rütteln::V,رج,лӑка
1169,rütteln::V,رج,силлентер
1170,schütteln::V,هز,лӑка
1171,schütteln::V,هز,силлентер
1172,schwenken::V,لوح,сулла
1173,schütten::V,صب,тултар
1174,füllen::V,ملأ,тултар
1175,einwickeln::V,لف,чӗрке
1176,tragen::V,حمل,ҫӗкле
1177,schleppen::V,سحب,сӗтӗр
1178,ziehen::V,سحب,тӑс
1179,aufbewahren::V,حفظ,усра
1180,werfen::V,رمى,пӑрах
1181,werfen::V,ألقى,пӑрах
1182,fangen::V,التقط,тыт
1183,packen::V,مسك,тыт
1184,verstecken::V,خبأ,пытарса хур
1185,teilen::V,قسم,уйӑр
1186,teilen::V,قسم,пайла
1187,schicken::V,بعث,яр
1188,schicken::V,أرسل,яр
1189,bringen::V,جلب,кӳр
1190,hinzufügen::V,أضاف,хуш
1191,bekommen::V,حصل,ил
1192,bekommen::V,حصل,туян
1193,erhalten::V,استلم,ил
1194,erhalten::V,استلم,туян
1195,nehmen::V,أخذ,ил
1196,wählen::V,اختار,суйла
1197,auswählen::V,انتقى,суйла
1198,bewahren::V,حافظ,упра
1199,behindern::V,عاق,кансӗрле
1200,behindern::V,عاق,чӑрмантар
1201,verderben::V,أفسد,пӑс
1202,beschädigen::V,أضر,пӑс
1203,zerbrechen::V,كسر,ват
1204,zerbrechen::V,كسر,ҫӗмӗр
1205,zerreißen::V,مزق,ҫур
1206,zerstören::V,دمر,иш
1207,verbrennen::V,حرق,ҫунтар
1208,geben::V,أعطى,пар
1209,reichen::V,ناول,пар
1210,schenken::V,وهب,парнеле
1211,versprechen::V,وعد,тума пул
1212,versprechen::V,وعد,сӑмах пар
1213,wünschen::V,تمنى,сун
1214,loben::V,مدح,ырла
1215,küssen::V,قبل,чуп ту
1216,wiegen::V,هدهد,сиктер
1217,wiegen::V,هدهد,силле
1218,zudecken::V,غطى,вит
1219,wecken::V,أيقظ,вӑрат
1220,zeigen::V,أرى,кӑтарт
1221,führen::V,دل,илсе пыр
1222,führen::V,دل,ҫавӑтса пыр
1223,lehren::V,علم,вёрент
1224,unterrichten::V,علم,вёрент
1225,aufziehen::V,ربى,вӗрент
1226,leiten::V,دل,тытса пыр
1227,leiten::V,أدار,тытса пыр
1228,antreiben::V,حث,васкат
1229,lassen::V,حدا,пусахла
1230,lassen::V,حدا,хуш
1231,einladen::V,دعا,чӗн
1232,vereinigen::V,وحد,пӗрлештер
1233,besuchen::V,زار,ҫит
1234,besuchen::V,زار,кӗрсе кур
1235,treffen::V,قابل,тӗл пул
1236,sich versammeln::V,اجتمع,пуҫтарӑн
1237,spielen::V,لعب,выля
1238,singen::V,غنى,юрла
1239,tanzen::V,رقص,ташла
1240,sich trennen::V,افترق,уйрӑл
1241,verlassen::V,ترك,хӑвар
1242,retten::V,نجى,ҫӑл
1243,retten::V,أنقذ,ҫӑл
1244,bewachen::V,حرس,хуралла
1245,schützen::V,حمى,сыхла
1246,verteidigen::V,دافع,хӳтӗле
1247,sich schlagen::V,تضارب,ҫапӑҫ
1248,schießen::V,أطلق,пер
1249,siegen::V,انتصر,ҫӗн
1250,siegen::V,انتصر,ҫӗнтер
1251,ärgern::V,أزعل,тарӑхтар
1252,ärgern::V,أزعل,ҫиллентер
1253,schlagen::V,ضرب,ҫап
1254,treten::V,رفس,тап
1255,stechen::V,شك,чик
1256,stoßen::V,دفع,чыш
1257,stehlen::V,سرق,вӑрла
1258,stören::V,ضايق,кансӗрле
1259,belästigen::V,أزعج,аптӑрат
1260,belästigen::V,أزعج,хупла
1261,verbergen::V,كتم,пытар
1262,täuschen::V,خدع,суй
1263,betrügen::V,غش,ултала
1264,töten::V,قتل,вӗлер
1265,wohnen::V,سكن,чуна пар
1266,wohnen::V,سكن,парӑнса тӑр
1267,arbeiten::V,عمل,ӗҫле
1268,arbeiten::V,اشتغل,ӗҫле
1269,sammeln::V,جمع,пух
1270,pflücken::V,جنى,тат
1271,pflücken::V,قطف,тат
1272,jagen::V,صاد,сунара ҫӳре
1273,fischen::V,اصطاد,пулӑ тыт
1274,fassen::V,قبض,тыт
1275,hüten::V,رعى,кӗт
1276,treiben::V,ساق,хӑвала
1277,anbinden::V,ربط,кӑкар
1278,füttern::V,علف,ҫитер
1279,melken::V,حلب,су
1280,hacken::V,فرم,вакла
1281,gießen::V,سقى,шӑвар
1282,reifen::V,نضج,пиҫ
1283,zubereiten::V,حضر,пӗҫер
1284,kochen::V,طبخ,пӗҫер
1285,backen::V,خبز,пӗҫер
1286,braten::V,قلى,ӑшала
1287,braten::V,حمر,ӑшала
1288,umrühren::V,قلب,хутӑштар
1289,stricken::V,حاك,ҫых
1290,nähen::V,خاط,ҫӗле
1291,färben::V,صبغ,пӗвет
1292,färben::V,لون,пӗвет
1293,reinigen::V,نظف,тасат
1294,waschen::V,غسل,ҫу
1295,abwischen::V,مسح,шӑл
1296,spülen::V,شطف,чӳхе
1297,fegen::V,كنس,шӑл
1298,kehren::V,كنس,шӑл
1299,baden::V,استحم,шыва кӗр
1300,sich waschen::V,اغتسل,ҫӑвӑн
1301,ausziehen::V,خلع,салан
1302,anziehen::V,لبس,тӑхӑн
1303,sich anziehen::V,اكتسى,тӑхӑн
1304,kämmen::V,مشط,тура
1305,schmücken::V,زين,илемлет
1306,sagen::V,قال,те
1307,sprechen::V,تكلم,кала
1308,reden::V,تكلم,сӑмахла
1309,reden::V,تكلم,калаҫ
1310,sich unterhalten::V,تحادث,пупле
1311,fragen::V,سأل,ыйт
1312,bitten::V,رجا,ыйт
1313,erzählen::V,حكي,каласа пар
1314,mitteilen::V,بلغ,пӗлтер
1315,mitteilen::V,بلغ,хыпарла
1316,nennen::V,سمى,те
1317,nennen::V,سمى,чӗн
1318,rufen::V,نادى,чӗн
1319,prahlen::V,فشر,мухтан
1320,prahlen::V,فشر,вӗҫкӗнлен
1321,prahlen::V,تفاخر,мухтан
1322,prahlen::V,تفاخر,вӗҫкӗнлен
1323,übersetzen::V,ترجم,куҫар
1324,denken::V,فكر,шухӑшла
1325,glauben::V,اعتقد,ӗнен
1326,bemerken::V,لاحظ,асӑрха
1327,erkennen::V,عرف,палла
1328,begreifen::V,فهم,ӑнлан
1329,begreifen::V,أدرك,ӑнлан
1330,verstehen::V,فهم,пӗл
1331,lernen::V,درس,вӗрен
1332,wissen::V,علم,пӗл
1333,wissen::V,علم,ӑнкар
1334,sich erinnern an::V,تذكر,аса ил
1335,vergessen::V,نسي,ман
1336,vergessen::V,نسي,манса кай
1337,messen::V,قاس,виҫ
1338,zählen::V,عد,шутла
1339,zählen::V,أحصى,шутла
1340,rechnen::V,حسب,шутла
1341,lesen::V,قرأ,вула
1342,malen::V,صور,ӳкер
1343,zeichnen::V,رسم,ӳкер
1344,schreiben::V,كتب,ҫыр
1345,besitzen::V,حاز,тыт
1346,besitzen::V,ملك,тыт
1347,kaufen::V,اشترى,ил
1348,kaufen::V,اشترى,туян
1349,verkaufen::V,باع,сут
1350,bezahlen::V,دفع,тӳле
1351,zahlen::V,سدد,тӳле
1352,beherrschen::V,حكم,тыт
1353,ertragen::V,أطاق,тӳс
1354,ertragen::V,تحمل,тӳс
