,Concept_ID,et,mn
810,anderer::A,muu,өөр
811,anderer::A,muu,нөгөө
812,anderer::A,teine,өөр
813,anderer::A,teine,нөгөө
814,erster::A,esimene,нэгдэх
815,erster::A,esimene,нэгдүгээр
816,zweiter::A,teine,хоёрдугаар
817,dritter::A,kolmas,гуравдугаар
818,letzter::A,viimane,сүүлийн
819,allein::ADV,üksi,ганцаараа
820,auf einmal::ADV,korraga,нэгмөсөн
821,auf einmal::ADV,ühekorraga,нэгмөсөн
822,zusammen::ADV,koos,цуг
823,zusammen::ADV,koos,хамт
824,zusammen::ADV,üheskoos,цуг
825,zusammen::ADV,üheskoos,хамт
826,lange::ADV,kaua,удаан
827,plötzlich::ADV,äkki,гэнэт
828,plötzlich::ADV,järsku,гэнэт
829,sofort::ADV,kohe,дороо
830,später::ADV,hiljem,дараа
831,jetzt::ADV,nüüd,өнөө
832,heute::ADV,täna,өнөө
833,heute::ADV,täna,өнөөдөр
834,morgen::ADV,homme,маргааш
835,morgen::ADV,homme,маргаадар
836,bald::ADV,pea,түргэн
837,bald::ADV,pea,удахгүй
838,bald::ADV,varsti,түргэн
839,bald::ADV,varsti,удахгүй
840,dann::ADV,siis,хожим
841,dann::ADV,siis,тэгээд
842,gestern::ADV,eile,өчигдөр
843,einst::ADV,vanasti,нэг
844,damals::ADV,tookord,тэгэхэд
845,danach::ADV,seejärel,тэгээд
846,danach::ADV,seejärel,дараа нь
847,vorher::ADV,enne,урьд
848,zuerst::ADV,enne,анх
849,zuerst::ADV,enne,эхлээд
850,zuerst::ADV,esmalt,анх
851,zuerst::ADV,esmalt,эхлээд
852,einmal::ADV,kord,нэг удаа
853,einmal::ADV,üks kord,нэг удаа
854,manchmal::ADV,mõnikord,хааяа
855,manchmal::ADV,mõnikord,заримдаа
856,oft::ADV,tihti,олонтоо
857,oft::ADV,sageli,олонтоо
858,immer::ADV,ikka,байнга
859,immer::ADV,alati,байнга
860,niemals::ADV,mitte kunagi,хэзээ ч
861,niemals::ADV,mitte kunagi,хэдийд ч
862,hier::ADV,siin,энд
863,hierhin::ADV,siia,нааш
864,von hier::ADV,siit,эндээс
865,dort::ADV,seal,тэнд
866,dorthin::ADV,sinna,тийш
867,geradeaus::ADV,otse edasi,шулуун
868,vorwärts::ADV,edasi,урагшаа
869,rückwärts::ADV,tagurpidi,буцаан
870,rückwärts::ADV,tagurpidi,сөөргөө
871,zurück::ADV,tagasi,буцаж
872,zurück::ADV,tagasi,гэдрэг
873,unten::ADV,all,дор
874,unten::ADV,allpool,дор
875,hinab::ADV,alla,уруу
876,oben::ADV,ülal,дээр
877,hinauf::ADV,üles,өөд
878,hinauf::ADV,üles,дээш
879,überall::ADV,kõikjal,хааяагүй
880,überall::ADV,kõikjal,энд тэндгүй
881,nicht::ADV,ei,эс
882,nicht::ADV,ei,-гүй
883,nicht::ADV,mitte,эс
884,nicht::ADV,mitte,-гүй
885,ein wenig::ADV,veidi,жаахан
886,ein wenig::ADV,natuke,жаахан
887,kaum::ADV,vaevalt,арай
888,kaum::ADV,vaevalt,арай гэж
889,sehr::ADV,väga,тун
890,so::ADV,nii,тэгж
891,so::ADV,nii,ингээд
892,noch::ADV,veel,дахин
893,noch::ADV,veel,дахиад
894,nur::ADV,ainult,зөвхөн
895,nur::ADV,ainult,гагцхүү
896,schon::ADV,juba,нэгэнт
897,wieder::ADV,jälle,дахин
898,wieder::ADV,jälle,дахиад
899,vergebens::ADV,asjata,хий
900,vor::PRP,ees,өмнө
901,hinter::PRP,taha,ард
902,unter::PRP,all,доор
903,durch::PRP,läbi,дундуур
904,durch::PRP,kaudu,дундуур
905,neben::PRP,kõrval,хажууд
906,zwischen::PRP,vahel,завсар
907,zwischen::PRP,vahel,хооронд
908,wegen::PRP,tõttu,төлөө
909,wegen::PRP,tõttu,дээрээс
910,wegen::PRP,pärast,төлөө
911,wegen::PRP,pärast,дээрээс
912,dies::PRN,see,энэ
913,das::PRN,see,тэр
914,alles::PRN,kõik,цөм
915,alles::PRN,kõik,бүгд
916,ich::PRN,mina,би
917,du::PRN,sina,чи
918,er::PRN,tema,тэр
919,er::PRN,tema,тэр хүн
920,wir::PRN,me,бид
921,ihr::PRN,te,та нар
922,sie::PRN,nad,тэд
923,was::FPRN,mis,юу
924,wer::FPRN,kes,хэн
925,wo::FADV,kus,хаа
926,wo::FADV,kus,хаана
927,wohin::FADV,kuhu,хааш
928,wohin::FADV,kuhu,хаана
929,wie::FADV,kuidas,яаж
930,wie::FADV,kuidas,хэрхэн
931,warum::FADV,miks,юунд
932,warum::FADV,miks,яагаад
933,wieviel::FNUM,mitu,хэдий
934,wieviel::FNUM,mitu,хэд
935,wieviel::FNUM,kui palju,хэдий
936,wieviel::FNUM,kui palju,хэд
937,eins::NUM,üks,нэг
938,zwei::NUM,kaks,хоёр
939,drei::NUM,kolm,гурав
940,vier::NUM,neli,дөрөв
941,fünf::NUM,viis,тав
942,sechs::NUM,kuus,зургаа
943,sieben::NUM,seitse,долоо
944,acht::NUM,kaheksa,найм
945,neun::NUM,üheksa,ес
946,zehn::NUM,kümme,арав
947,elf::NUM,üksteist,арван нэг
948,zwölf::NUM,kaksteist,арван хоёр
949,zwanzig::NUM,kakskümmend,хорь
950,dreißig::NUM,kolmkümmend,гуч
951,vierzig::NUM,nelikümmend,дөч
952,fünfzig::NUM,viiskümmend,тавь
953,sechzig::NUM,kuuskümmend,жар
954,siebzig::NUM,seitsekümmend,дал
955,achtzig::NUM,kaheksakümmend,ная
956,neunzig::NUM,üheksakümmend,ер
957,hundert::NUM,sada,зуу
958,tausend::NUM,tuhat,мянга
959,und::CNJ,ja,ч
960,und::CNJ,ja,болон
961,oder::CNJ,või,буюу
962,stehen::V,seisma,зогсох
963,sitzen::V,istuma,суух
964,liegen::V,lamama,хэвтэх
965,hängen::V,rippuma,өлгөөтэй байх
966,hängen::V,rippuma,дүүжлээтэй байх
967,werden::V,saama,болох
968,werden::V,hakkama,болох
969,passieren::V,juhtuma,тохиох
970,beginnen::V,algama,эхлэх
971,beginnen::V,hakkama,эхлэх
972,enden::V,lõppema,дүүрэх
973,wechseln::V,vahelduma,хувирах
974,aufgehen[Sonne]::V,tõusma,мандах
975,untergehen[Sonne]::V,loojuma,жаргах
976,scheinen[Sonne]::V,paistma,гэрэлтэх
977,donnern::V,kõmisema,дуугарах
978,wehen::V,puhuma,салхилах
979,wehen::V,puhuma,хөөрөгдөх
980,strömen::V,voolama,гүйх
981,strömen::V,voolama,урсах
982,fließen::V,voolama,урсах
983,sich drehen::V,pöörduma,эргэлдэх
984,schwanken::V,kõikuma,хэлбэлзэх
985,schwingen::V,võnkuma,ганхах
986,schwingen::V,võnkuma,хэлбэлзэх
987,fallen::V,langema,унах
988,brennen::V,põlema,шатах
989,rauchen::V,suitsema,баагих
990,regnen::V,sadama,бороо орно
991,gefrieren::V,kinni külmuma,хөлдөх
992,tauen::V,sulama,хайлах
993,schmelzen::V,sulama,уярах
994,trocknen::V,kuivama,хатах
995,sieden::V,keema,буцлах
996,sieden::V,keema,даргилах
997,faulen::V,mädanema,үжрэх
998,faulen::V,mädanema,өмхийрөх
999,verfaulen::V,mädanema,бээх
1000,verfaulen::V,mädanema,өгрөх
1001,reißen::V,rebenema,цуурах
1002,versinken::V,uppuma,живэх
1003,vergehen::V,mööduma,нөгчих
1004,vergehen::V,mööduma,өнгөрөх
1005,erscheinen::V,ilmuma,гарах
1006,erscheinen::V,ilmuma,бултайх
1007,verschwinden::V,kaduma,далд орох
1008,verschwinden::V,kaduma,алга болох
1009,sinken::V,vajuma,татрах
1010,sinken::V,vajuma,доошлох
1011,sinken::V,langema,татрах
1012,sinken::V,langema,доошлох
1013,abnehmen::V,vähenema,багасах
1014,abnehmen::V,vähenema,хорогдох
1015,abnehmen::V,kahenema,багасах
1016,abnehmen::V,kahenema,хорогдох
1017,zunehmen::V,kasvama,ихсэх
1018,steigen::V,tõusma,нэмэгдэх
1019,steigen::V,üles minema,нэмэгдэх
1020,wachsen::V,kasvama,өсөх
1021,wachsen::V,kasvama,ургах
1022,glänzen::V,läikimä,гилгэнэх
1023,glänzen::V,läikimä,гилбэгнэх
1024,funkeln::V,sädelema,гялжах
1025,funkeln::V,sädelema,гялалзах
1026,lärmen::V,lärmama,шуугих
1027,läuten::V,helisema,цохих
1028,klingeln::V,helisema,хонхдох
1029,klingeln::V,helisema,дуугарах
1030,klirren::V,kõlisema,хангир жингэр хийх
1031,brausen::V,kohisema,бургилах
1032,rauschen::V,kohisema,сэржигнэх
1033,klingen::V,kõlama,хангинах
1034,bellen::V,haukuma,хуцах
1035,heulen::V,uluma,улих
1036,blasen::V,puhuma,үлзэх
1037,pfeifen::V,vilistama,исгэрэх
1038,schreien::V,karjuma,хашгирах
1039,stöhnen::V,oigama,ёолох
1040,stöhnen::V,oigama,гэнгэнэх
1041,zittern::V,värisema,дагжих
1042,leben::V,elama,амьдрах
1043,leben::V,elus olema,амьдрах
1044,geboren werden::V,sündima,төрөх
1045,atmen::V,hingama,амьсгалах
1046,trinken::V,jooma,уух
1047,essen::V,sööma,идэх
1048,schlucken::V,neelama,залгих
1049,müde werden::V,väsima,ядрах
1050,einschlafen::V,uinuma,унтчих
1051,schlafen::V,magama,унтах
1052,aufwachen::V,ärkama,сэрэх
1053,aufstehen::V,ärkama,босох
1054,aufstehen::V,üles tõusma,босох
1055,sich erholen::V,puhkama,амрах
1056,krank werden::V,haigestuma,өвдөж эхлэх
1057,krank werden::V,haigeks jääma,өвдөж эхлэх
1058,krank sein::V,haige olema,өвдөх
1059,schmerzen::V,valutama,өвдөх
1060,schmerzen::V,valutama,шархирах
1061,husten::V,köhima,ханиах
1062,genesen::V,toibuma,засрах
1063,sterben::V,surema,үхэх
1064,sterben::V,surema,нас барах
1065,umkommen::V,surma saama,үхэх
1066,sich bewegen::V,liikuma,хөдлөх
1067,sich rühren::V,liikuma,хөдлөх
1068,sich erheben::V,kerkima,босох
1069,sich setzen::V,istet võtma,суух
1070,hinfallen::V,kukkuma,ойчих
1071,hinfallen::V,maha kukkuma,ойчих
1072,laufen::V,kõndima,явган явах
1073,schreiten::V,astuma,алхах
1074,spazierengehen::V,jalutama,зугаалах
1075,eilen::V,ruttama,хурдлах
1076,eilen::V,kiirustama,хурдлах
1077,sich beeilen::V,ruttama,яарах
1078,sich beeilen::V,ruttama,шамдах
1079,sich beeilen::V,kiirustama,яарах
1080,sich beeilen::V,kiirustama,шамдах
1081,sausen::V,kihutama,давхих
1082,sausen::V,tormama,давхих
1083,rennen::V,jooksma,гүйх
1084,rennen::V,kihutama,гүйх
1085,springen::V,hüppama,харайх
1086,springen::V,hüppama,дэвхрэх
1087,klettern::V,ronima,авирах
1088,schaukeln::V,kiikuma,ганхалзах
1089,kriechen::V,roomama,мөлхөх
1090,schwimmen::V,ujuma,сэлэх
1091,tauchen::V,sukelduma,шунгах
1092,rudern::V,sõudma,сэлүүрдэх
1093,fahren::V,sõitma,явах
1094,fliegen::V,lendama,нисэх
1095,gehen::V,käima,явах
1096,gehen::V,minema,явах
1097,weggehen::V,ära minema,явах
1098,weggehen::V,välja minema,явах
1099,abfahren::V,väljuma,одох
1100,abfahren::V,väljuma,хөдлөх
1101,abfahren::V,ära sõitma,одох
1102,abfahren::V,ära sõitma,хөдлөх
1103,anhalten::V,peatuma,зогсох
1104,hineingehen::V,sisenema,орох
1105,hineingehen::V,sisse minema,орох
1106,eintreten::V,sisenema,орох
1107,eintreten::V,sisse astuma,орох
1108,kommen::V,tulema,ирэх
1109,ankommen::V,saabuma,хүрэх
1110,zurückkommen::V,tagasi tulema,харих
1111,zurückkommen::V,tagasi tulema,буцаж ирэх
1112,bleiben::V,jääma,үлдэх
1113,warten::V,ootama,хүлээх
1114,erwarten::V,ootama,хүлээх
1115,erwarten::V,lootma,хүлээх
1116,suchen::V,otsima,эрэх
1117,suchen::V,otsima,бэдрэх
1118,finden::V,leidma,олох
1119,versuchen::V,püüdma,оролдох
1120,versuchen::V,üritama,оролдох
1121,versuchen::V,katsetama,оролдох
1122,vorbereiten::V,valmistama,бэлтгэх
1123,lieben::V,armastama,янаглах
1124,mögen::V,sallima,таалах
1125,mögen::V,meeldima,таалах
1126,lachen::V,naerma,инээх
1127,rühren::V,liigutama,сэтгэл уяруулах
1128,rühren::V,heldima panema,сэтгэл уяруулах
1129,weinen::V,nutma,уйлах
1130,schimpfen::V,sõimama,хараах
1131,sich ärgern::V,ärrituma,уурлах
1132,sich ärgern::V,vihastuma,уурлах
1133,sich fürchten::V,kartma,айх
1134,sich fürchten::V,hirmu tundma,айх
1135,fürchten::V,kartma,айх
1136,fliehen::V,põgenema,зугтах
1137,fliehen::V,põgenema,гүйж очих
1138,flüchten::V,põgenema,оргох
1139,sehen::V,nägema,үзэх
1140,anschauen::V,vaatama,харах
1141,ansehen::V,vaatama,харах
1142,hören::V,kuulma,дуулах
1143,zuhören::V,kuulama,чагнах
1144,probieren::V,proovima,амсаж үзэх
1145,riechen::V,nuusutama,үнэрлэх
1146,fühlen::V,tundma,мэдрэх
1147,scheinen::V,näida,шиг үзэгдэх
1148,scheinen::V,ilmuda,шиг үзэгдэх
1149,zu sehen sein::V,ilmuma,үзэгдэх
1150,zu sehen sein::V,ilmuma,харагдах
1151,vernehmen::V,üle kuulama,дуулах
1152,frieren::V,külmetada,даарах
1153,tun::V,tegema,хийх
1154,tun::V,tegema,үйлдэх
1155,können::V,võima,болох
1156,können::V,oskama,болох
1157,wollen::V,tahtma,хүсэх
1158,anfangen::V,hakkama,эхлэх
1159,anfangen::V,alustama,эхлэх
1160,beenden::V,lõpetama,дуусгах
1161,aufhören::V,lakkama,болих
1162,aufhören::V,lakkama,зогсох
1163,gelingen::V,õnnestuma,бүтэх
1164,geraten::V,jõudma,илрэх
1165,öffnen::V,avama,нээх
1166,öffnen::V,avama,тайлах
1167,schließen::V,sulgema,хаах
1168,stellen::V,panema,тавих
1169,stellen::V,panema,босгох
1170,stellen::V,asetama,тавих
1171,stellen::V,asetama,босгох
1172,setzen::V,panema,суулгах
1173,legen::V,panema,хийх
1174,legen::V,panema,тавих
1175,legen::V,asetama,хийх
1176,legen::V,asetama,тавих
1177,berühren::V,riivama,шүргэх
1178,berühren::V,puudutama,шүргэх
1179,verbinden::V,ühendama,залгах
1180,bedecken::V,katma,бүрэх
1181,aufhängen::V,riputama,өлгөх
1182,aufhängen::V,riputama,дүүжлэх
1183,anzünden::V,süütama,асаах
1184,anzünden::V,süütama,ноцоох
1185,aufheben::V,üles tõstma,өргөх
1186,zurücklassen::V,jätma,орхих
1187,zurücklassen::V,jätma,үлдээх
1188,verlieren::V,kaotama,гээх
1189,fallen lassen::V,maha pillama,унагах
1190,fallen lassen::V,kukkuda laskma,унагах
1191,machen::V,tegema,хийх
1192,machen::V,tegema,гаргах
1193,herstellen::V,valmistama,бүтээх
1194,bauen::V,ehitama,барих
1195,reparieren::V,parandama,засах
1196,reparieren::V,parandama,сэлбэх
1197,verbessern::V,parandama,засах
1198,verbessern::V,parandama,сайжруулах
1199,ändern::V,muutma,өөрчлөх
1200,ändern::V,ümber tegema,өөрчлөх
1201,graben::V,kaevama,малтах
1202,beugen::V,painutama,бөгтийлгөх
1203,biegen::V,painutama,матах
1204,biegen::V,painutama,муруйлгах
1205,drehen::V,keerama,эргүүлэх
1206,wenden::V,ümber pöörama,эргүүлэх
1207,umdrehen::V,ümber keerama,хөрвүүлэх
1208,heben::V,tõstma,өргөх
1209,hochheben::V,üles tõstma,өргөх
1210,hochheben::V,kõrgele tõstma,өргөх
1211,ergreifen::V,haarama,атгах
1212,halten::V,hoidma,барих
1213,drücken::V,pigistama,дарах
1214,schieben::V,lükkama,түлхэх
1215,kratzen::V,kraapima,хусах
1216,kratzen::V,kraapima,маажих
1217,lecken::V,lakkuma,долоох
1218,beißen::V,purema,зуух
1219,beißen::V,purema,хазах
1220,beißen::V,hammustama,зуух
1221,beißen::V,hammustama,хазах
1222,abreißen::V,rebima,таслах
1223,abreißen::V,ära rebima,таслах
1224,abschneiden::V,ära lõikama,тайрах
1225,binden::V,siduma,боох
1226,binden::V,siduma,хүлэх
1227,stecken::V,pistma,шаах
1228,stecken::V,pistma,шигтгэх
1229,brechen::V,murdma,хугалах
1230,klopfen::V,koputama,цохих
1231,klopfen::V,koputama,тогших
1232,hauen::V,lööma,дэлдэх
1233,kleben::V,kleepima,наах
1234,reiben::V,hõõruma,нухах
1235,reiben::V,hõõruma,нидчих
1236,streichen::V,silitama,нялах
1237,streichen::V,silitama,түрхэх
1238,schleifen::V,lihvima,билүүдэх
1239,schleifen::V,lihvima,гуранздах
1240,schleifen::V,teritama,билүүдэх
1241,schleifen::V,teritama,гуранздах
1242,schneiden::V,lõikama,огтлох
1243,rütteln::V,raputama,холхнулах
1244,schütteln::V,raputama,сэгсрэх
1245,schütteln::V,loksutama,сэгсрэх
1246,schwenken::V,vehkima,дэвэх
1247,schwenken::V,vehkima,даллах
1248,schwenken::V,lehvitama,дэвэх
1249,schwenken::V,lehvitama,даллах
1250,schütten::V,kallama,цутгах
1251,schütten::V,kallama,аягалах
1252,füllen::V,täitma,дүүргэх
1253,einwickeln::V,sisse mähkima,боох
1254,einwickeln::V,sisse mähkima,ороох
1255,tragen::V,kandma,авчрах
1256,schleppen::V,tassima,чирэх
1257,schleppen::V,lohistama,чирэх
1258,ziehen::V,vedama,татах
1259,ziehen::V,tõmbama,татах
1260,aufbewahren::V,säilitama,хадгалах
1261,aufbewahren::V,alal hoidma,хадгалах
1262,werfen::V,viskama,хаях
1263,werfen::V,viskama,шидэх
1264,fangen::V,püüdma,барих
1265,packen::V,kinni haarama,шүүрэх
1266,packen::V,kinni võtma,шүүрэх
1267,verstecken::V,peitma,нуух
1268,teilen::V,jagama,хуваах
1269,teilen::V,jaotama,хуваах
1270,schicken::V,saatma,илгээх
1271,schicken::V,saatma,явуулах
1272,bringen::V,viima,авчрах
1273,bringen::V,viima,аваачих
1274,hinzufügen::V,lisama,нэмэх
1275,bekommen::V,saama,хүлээн авах
1276,erhalten::V,saama,хүлээн авах
1277,nehmen::V,võtma,авах
1278,wählen::V,valima,сонгох
1279,auswählen::V,valima,шилэх
1280,bewahren::V,hoidma,гамнах
1281,behindern::V,takistama,саад хийх
1282,behindern::V,takistama,тотгор болох
1283,verderben::V,rikkuma,эвдэх
1284,beschädigen::V,rikkuma,гэмтээх
1285,zerbrechen::V,katki tegema,хагалах
1286,zerbrechen::V,katki tegema,хага цохих
1287,zerreißen::V,katki rebima,урах
1288,zerstören::V,purustama,эвдэх
1289,zerstören::V,purustama,сүйтгэх
1290,verbrennen::V,põletama,шатаах
1291,geben::V,andma,өгөх
1292,reichen::V,andma,өгөх
1293,reichen::V,andma,дамжуулах
1294,reichen::V,ulatama,өгөх
1295,reichen::V,ulatama,дамжуулах
1296,schenken::V,kinkima,бэлэглэх
1297,versprechen::V,lubama,амлах
1298,versprechen::V,tõotama,амлах
1299,wünschen::V,soovima,ерөөх
1300,loben::V,kiitma,магтах
1301,loben::V,kiitma,сайшаах
1302,küssen::V,suudlema,озох
1303,küssen::V,suudlema,үнсэх
1304,wiegen::V,hällitama,бүүвэйлэх
1305,zudecken::V,kaanetama,хучих
1306,zudecken::V,kaanetama,бүтээх
1307,zudecken::V,kinni katma,хучих
1308,zudecken::V,kinni katma,бүтээх
1309,wecken::V,äratama,сэрээх
1310,zeigen::V,näitama,үзүүлэх
1311,führen::V,juhatama,хөтлөх
1312,lehren::V,õpetama,заах
1313,unterrichten::V,õpetama,сургах
1314,aufziehen::V,üles kasvatama,өсгөх
1315,aufziehen::V,üles kasvatama,хүмүүжүүлэх
1316,leiten::V,juhtima,удирдах
1317,antreiben::V,ergutama,шамдуулах
1318,lassen::V,laskma,-уулах
1319,einladen::V,kutsuma,залах
1320,vereinigen::V,ühendama,нэгтгэх
1321,vereinigen::V,ühendama,хамтруулах
1322,besuchen::V,külastama,зочлох
1323,treffen::V,kohtama,учрах
1324,treffen::V,kohtama,дайралдах
1325,sich versammeln::V,kogunema,хуралдах
1326,spielen::V,mängima,наадах
1327,singen::V,laulma,дуулах
1328,tanzen::V,tantsima,бүжиглэх
1329,sich trennen::V,lahku minema,салах
1330,verlassen::V,maha jätma,хаях
1331,retten::V,päästma,гэтэлгэх
1332,bewachen::V,valvama,сахих
1333,schützen::V,kaitsma,хамгаалах
1334,verteidigen::V,kaitsma,хамгаалах
1335,sich schlagen::V,kaklema,зодолдох
1336,schießen::V,tulistama,харвах
1337,schießen::V,tulistama,буу буудах
1338,siegen::V,võitma,ялах
1339,ärgern::V,ärritama,уурлуулах
1340,ärgern::V,ärritama,уур хүргэх
1341,ärgern::V,vihastama,уурлуулах
1342,ärgern::V,vihastama,уур хүргэх
1343,schlagen::V,lööma,цохих
1344,treten::V,sõtkuma,өшиглөх
1345,stechen::V,pistma,хатгах
1346,stechen::V,torkama,хатгах
1347,stoßen::V,tõukama,ёврох
1348,stoßen::V,tõukama,нудрах
1349,stehlen::V,varastama,хулгайлах
1350,stören::V,segama,саад болох
1351,stören::V,häirima,саад болох
1352,belästigen::V,ahistama,зовоох
1353,belästigen::V,ahistama,амраахгүй байх
1354,verbergen::V,peitma,нуух
1355,verbergen::V,peitma,далдлах
1356,verbergen::V,varjama,нуух
1357,verbergen::V,varjama,далдлах
1358,täuschen::V,petma,мэхлэх
1359,täuschen::V,tüssama,мэхлэх
1360,betrügen::V,petma,хуурах
1361,betrügen::V,tüssama,хуурах
1362,betrügen::V,truudust murtma,хуурах
1363,töten::V,tapma,алах
1364,töten::V,surmama,алах
1365,wohnen::V,elama,суух
1366,wohnen::V,elama,амьдрах
1367,arbeiten::V,töötama,ажиллах
1368,arbeiten::V,töötama,хөдөлмөрлөх
1369,sammeln::V,koguma,түүх
1370,sammeln::V,koguma,хураах
1371,sammeln::V,korjama,түүх
1372,sammeln::V,korjama,хураах
1373,pflücken::V,noppima,түүх
1374,jagen::V,jahtima,агнах
1375,jagen::V,jahtima,гөрөөлөх
1376,fischen::V,kalastama,загасчлах
1377,fischen::V,kalastama,загас барих
1378,fischen::V,kala püüdma,загасчлах
1379,fischen::V,kala püüdma,загас барих
1380,fassen::V,püüdma,барих
1381,hüten::V,karjatama,маллах
1382,hüten::V,karjatama,хариулах
1383,treiben::V,ajama,туух
1384,anbinden::V,kinni siduma,уях
1385,füttern::V,söötma,тэжээх
1386,melken::V,lüpsma,саах
1387,hacken::V,raiuma,цавчих
1388,hacken::V,lõhkuma,цавчих
1389,gießen::V,kastma,услах
1390,reifen::V,valmima,боловсрох
1391,zubereiten::V,valmistama,бэлдэх
1392,kochen::V,keetma,чанах
1393,backen::V,küpsetama,жигнэх
1394,braten::V,praadima,шарах
1395,braten::V,praadima,хайрах
1396,umrühren::V,segama,хутгах
1397,stricken::V,kuduma,нэхэх
1398,stricken::V,kuduma,сүлжих
1399,nähen::V,õmblema,оёх
1400,färben::V,värvima,будах
1401,reinigen::V,puhastama,арилгах
1402,reinigen::V,puhastama,цэвэрлэх
1403,waschen::V,pesema,угаах
1404,abwischen::V,puhtaks pühkima,арчих
1405,spülen::V,uhtma,зайлах
1406,fegen::V,pühkima,хамах
1407,fegen::V,pühkima,шүүрдэх
1408,kehren::V,pühkima,шүүрдэх
1409,kehren::V,pühkima,туужуудах
1410,baden::V,suplema,усанд орох
1411,baden::V,kümblema,усанд орох
1412,sich waschen::V,end pesema,биеэ угаах
1413,ausziehen::V,käest võtma,тайлах
1414,ausziehen::V,jalast võtma,тайлах
1415,ausziehen::V,seljast võtma,тайлах
1416,anziehen::V,jalga panema,өмсөх
1417,sich anziehen::V,riietuma,хувцаслах
1418,kämmen::V,kammima,самнах
1419,schmücken::V,kaunistama,гоёх
1420,schmücken::V,kaunistama,чимэх
1421,sagen::V,ütlema,гэх
1422,sagen::V,ütlema,хэлэх
1423,sprechen::V,rääkima,ярих
1424,sprechen::V,rääkima,өгүүлэх
1425,sprechen::V,kõnelema,ярих
1426,sprechen::V,kõnelema,өгүүлэх
1427,reden::V,kõnelema,хэлэх
1428,reden::V,kõnelema,хөөрөлдөх
1429,sich unterhalten::V,vestlema,ярилцах
1430,fragen::V,küsima,асуух
1431,bitten::V,paluma,гуйх
1432,erzählen::V,jutustama,өгүүлэх
1433,mitteilen::V,teatama,дуулгах
1434,mitteilen::V,teatama,мэдээлэх
1435,mitteilen::V,teada andma,дуулгах
1436,mitteilen::V,teada andma,мэдээлэх
1437,nennen::V,nimetama,нэрлэх
1438,rufen::V,kutsuma,дуудах
1439,prahlen::V,hooplema,бардах
1440,prahlen::V,hooplema,сайрхах
1441,übersetzen::V,tõlkima,орчуулах
1442,denken::V,mõtlema,санах
1443,glauben::V,uskuma,итгэх
1444,bemerken::V,märkama,ажих
1445,bemerken::V,märkama,ажиглах
1446,erkennen::V,ära tundma,таних
1447,begreifen::V,aru saama,ойлгох
1448,verstehen::V,mõistma,мэдэж авах
1449,lernen::V,õppima,сурах
1450,wissen::V,teadma,мэдэх
1451,sich erinnern an::V,mäletama,дурсах
1452,vergessen::V,unustama,мартах
1453,messen::V,mõõtma,хэмжих
1454,zählen::V,loendama,тоолох
1455,rechnen::V,arvutama,тооцоох
1456,lesen::V,lugema,унших
1457,malen::V,maalima,зурах
1458,zeichnen::V,joonistama,дүрслэн бичих
1459,schreiben::V,kirjutama,бичих
1460,besitzen::V,omama,эзэмших
1461,kaufen::V,ostma,худалдан авах
1462,verkaufen::V,müüma,худалдах
1463,bezahlen::V,tasuma,төлөх
1464,zahlen::V,maksma,төлөх
1465,beherrschen::V,valitsema,эзэмших
1466,ertragen::V,taluma,тэсэх
