,Concept_ID,kl,ta
633,alt::A,pisoqaq,பழைய
634,neu::A,nutaavoq,புதிய
635,alt[Lebewesen]::A,utoqqaq,வயதான
636,jung::A,inuusuppoq,இளமையான
637,jung::A,kingulliarsuk,இளமையான
638,arm::A,piillasoq,ஏழ்மையான
639,arm::A,piitsuuvoq,ஏழ்மையான
640,reich::A,pisuuvoq,செல்வம் படைத்த
641,berühmt::A,tusaamasaq,புகழ்பெற்ற
642,fremd::A,ajasoornarpoq,அயல் நாட்டு
643,verschieden::A,allatut,வித்தியாசமான
644,verschieden::A,tamalaat,வித்தியாசமான
645,nah::A,qanippoq,பக்கத்தில் உள்ள
646,fern::A,ungasippoq,தொலை தூரத்தில்
647,linker::A,saamerleq,மீந்திருக்கும்
648,rechter::A,innarluissut,வலதுபக்கம்
649,erster::A,siulleq,முதனமையான
650,zweiter::A,qataatsup tullia,இரண்டாவது
651,dritter::A,pingajorarterut,மூன்றாவது
652,letzter::A,kingulleq,கடைசி
653,allein::ADV,kisimiippoq,தனியாக
654,auf einmal::ADV,tassanngaannaq,தடீரென்று
655,zusammen::ADV,attaasa,சேர்ந்து
656,zusammen::ADV,attarmik,சேர்ந்து
657,lange::ADV,akuni,அதிக நோம்
658,plötzlich::ADV,tassanngaannaq,தடீரென்று
659,sofort::ADV,erniinnaq,உடனடியாக
660,später::ADV,kingorna,பிறகு
661,jetzt::ADV,maanna,இப்பொழது
662,jetzt::ADV,massakkut,இப்பொழது
663,heute::ADV,ullumi,இன்று
664,morgen::ADV,aqagu,நாளைக்கு
665,bald::ADV,erniinnaq,சீக்கிரம்
666,dann::ADV,taava,அப்பொழுது
667,gestern::ADV,ippassaq,நேற்று
668,einst::ADV,ataatsimik,ஒரே முறை
669,einst::ADV,ilaanni,ஒரே முறை
670,damals::ADV,taamani,அப்பொழுது
671,damals::ADV,taamanikkut,அப்பொழுது
672,damals::ADV,taassumuunakkut,அப்பொழுது
673,danach::ADV,taava,பிற்பாடு
674,vorher::ADV,siornagut,முன்பாக
675,einmal::ADV,ilaanni,ஒரே முறை
676,einmal::ADV,ataatsimik,ஒரே முறை
677,manchmal::ADV,qaqutigu,சில நேரங்களில்
678,manchmal::ADV,qaqutigut,சில நேரங்களில்
679,oft::ADV,akulikitsumik,அடிக்கடி
680,immer::ADV,tamatigut,எப்பொழுதும்
681,hier::ADV,maani,இங்கே
682,hierhin::ADV,maani,இவ்விடத்திற்கு
683,dorthin::ADV,ikuuna,அவ்விடத்திற்கு
684,geradeaus::ADV,narlumut,முன்னாலிருக்கும்
685,vorwärts::ADV,pilangavoc,முன்புறமாக
686,rückwärts::ADV,kingumut,பின்னோக்கி
687,rückwärts::ADV,tunumut or tunummut,பின்னோக்கி
688,zurück::ADV,kingumut,பின்பக்கம்
689,zurück::ADV,tunumut or tunummut,பின்பக்கம்
690,unten::ADV,kana,கீழாக
691,hinab::ADV,qiviu,கீழ் நோக்கி
692,überall::ADV,tamaginni,எல்லா இடத்திலும்
693,überall::ADV,tamani tamaani,எல்லா இடத்திலும்
694,kaum::ADV,qaqutigorsuaq,அரிதாக
695,sehr::ADV,assut,மிக்க
696,noch::ADV,qeratavoq,இப்பொழுதும்
697,schon::ADV,taava-una,ஏற்கனவே
698,wieder::ADV,kingumut,மறுபடியும்
699,vergebens::ADV,angiluk,வீண்
700,dies::PRN,manna,இது
701,dies::PRN,matuma,இது
702,das::PRN,ua,அது
703,ich::PRN,uanga,நான்
704,du::PRN,illit,நீ
705,er::PRN,una,அவன்
706,wir::PRN,uagut,நாம்
707,wir::PRN,uagut,நாங்கள்
708,ihr::PRN,ilissi,நீங்கள்
709,sie::PRN,uku,அவர்கள்
710,was::FPRN,aat?,என்ன
711,wer::FPRN,kikkut,யார்
712,wo::FADV,sumi,எங்கே
713,wohin::FADV,sumut,எதற்கு
714,wie::FADV,qanoq,எப்படி
715,warum::FADV,sooq,ஏன்
716,wieviel::FNUM,qassit,எவ்வளவு
717,wieviel::FNUM,qanoq atsigisumik?,எவ்வளவு
718,eins::NUM,ataaseq,ஒன்று
719,zwei::NUM,marluk,இரண்டு
720,drei::NUM,pingasut,மூன்று
721,vier::NUM,sisamat,நான்கு
722,vier::NUM,qajuusat,நான்கு
723,fünf::NUM,tallimat,ஐந்து
724,sechs::NUM,arfineq,ஆறு
725,sechs::NUM,arfinillit,ஆறு
726,sieben::NUM,arfineq-marluk,ஏழு
727,acht::NUM,arfineq pingasut,எட்டு
728,neun::NUM,qulingiluat,ஒன்பது
729,neun::NUM,arfineq sisamat,ஒன்பது
730,zehn::NUM,qulit,பத்து
731,elf::NUM,aqqaneq,பதினொன்று
732,zwölf::NUM,aqqaneq-marluk,பன்னிரண்டு
733,zwanzig::NUM,tyve,இருபது
734,dreißig::NUM,tredive,முப்பது
735,dreißig::NUM,pingasunik qulillit,முப்பது
736,vierzig::NUM,fyrre,நாற்பது
737,fünfzig::NUM,halvtreds,ஐமபது
738,fünfzig::NUM,tallimanik qulillit,ஐமபது
739,sechzig::NUM,tres,அறுபது
740,siebzig::NUM,halvfjerds,எழுபது
741,achtzig::NUM,firs,எண்பது
742,neunzig::NUM,halvfems,தொன்னூறு
743,hundert::NUM,et hundrede,நூறு
744,tausend::NUM,et tusinde,ஆயிரம்
745,und::CNJ,aamma,மற்றும்
746,oder::CNJ,imalluunnit,அல்லது
747,stehen::V,sikingavoq,நில்
748,sitzen::V,ingippoq,உட்கார்
749,liegen::V,nalavoq,படு
750,liegen::V,aqupivoq,படு
751,hängen::V,nivinngarpaa,தொங்கச் செய்
752,werden::V,pinngorpoq,ஆகு
753,passieren::V,pivoq,நிகழ்
754,beginnen::V,aallarnerpaa,ஆரம்பி
755,enden::V,naggaserpaa,முடி
756,wechseln::V,immikkut ilivoq,மாற்று
757,untergehen[Sonne]::V,ilioqqaasoq,பொறுத்து
758,scheinen[Sonne]::V,qinnorpoq,பிரகாசி
759,scheinen[Sonne]::V,qinngorpoq,பிரகாசி
760,donnern::V,kalleq,இடி
761,wehen::V,timmivoq,வீசு
762,sich drehen::V,ipippaa,சுழல்
763,schwanken::V,aalavoq,தள்ளாடு
764,schwingen::V,issakajaat or issakatsiaarut,ஆடு
765,fallen::V,quasivaa,விழு
766,brennen::V,seerpoq,எரி
767,brennen::V,uuppaa,எரி
768,rauchen::V,pujoorpoq,பகை பிடி
769,regnen::V,siallerpoq,மழை பெய்
770,gefrieren::V,qiulerpoq,உறைந்துவிடு
771,tauen::V,aappoq,உருகு
772,schmelzen::V,aappoq,உருகு
773,schmelzen::V,aatsippaa,உருகு
774,trocknen::V,panerserpaa,உலர்த்து
775,sieden::V,qalappoq,கொதிக்க வை
776,reißen::V,qulli,திடீரென அறு
777,reißen::V,alittorpaa,திடீரென அறு
778,reißen::V,kimillanneq,திடீரென அறு
779,versinken::V,kivivaa,மூழ்கு
780,versinken::V,apparpoq,மூழ்கு
781,vergehen::V,qaangerpaa,கடந்துசெல்
782,vergehen::V,sarsuppoq,கடந்துசெல்
783,erscheinen::V,takutippoq,தோன்றச்
784,sinken::V,kivivaa,பதைவுறு
785,sinken::V,apparpoq,பதைவுறு
786,abnehmen::V,ikillipput,குறை
787,zunehmen::V,allisippaa,உயர்த்து
788,steigen::V,allisippaa,உயர எழு
789,wachsen::V,allivoq,வளர்
790,glänzen::V,qinngorpoq,மிளிர்
791,glänzen::V,qinnorpoq,மிளிர்
792,funkeln::V,uisorilavoq,பிரகாசி
793,läuten::V,avilualaarpoq,மணியொலியிசை
794,klingeln::V,aviluarpoq,மணி அடி
795,klingeln::V,aviluarpaluppoq,மணி அடி
796,brausen::V,ittuk,இரைதல்
797,brausen::V,ittuppoq,இரைதல்
798,brausen::V,ittuppaluppoq,இரைதல்
799,bellen::V,qiluppoq,குரை
800,heulen::V,maarpoq,ஊளையிடு
801,heulen::V,maalavoq,ஊளையிடு
802,heulen::V,miaggoorpoq,ஊளையிடு
803,blasen::V,aporneq,ஊது
804,pfeifen::V,siggartartitsivoq,சீழ்க்கை எழப்பு
805,pfeifen::V,siorsulavoq,சீழ்க்கை எழப்பு
806,schreien::V,suaarpoq,கூச்சலிடு
807,stöhnen::V,nipiliorpoq,வேதனை
808,stöhnen::V,nipilliorpoq,வேதனை
809,zittern::V,qarsulivik,நடுங்கு
810,leben::V,inuuvoq,உயிருடனிரு
811,geboren werden::V,inuuvoq,பிற
812,geboren werden::V,inunngorpoq,பிற
813,atmen::V,anersaarpoq,சுவாசி
814,trinken::V,imerpoq,குடி
815,essen::V,tamorpoq,சாப்பிடு
816,schlucken::V,tuluarnaq,முழுங்கு
817,einschlafen::V,sinippoq,தூங்க
818,schlafen::V,sinik,தூங்கு
819,aufwachen::V,iterpoq,எழுப்பு
820,aufwachen::V,eqqumavoq,எழுப்பு
821,aufstehen::V,makippoq,எழுந்திரு
822,sich erholen::V,qasuerserpoq,இளைப்பாறு
823,schmerzen::V,anneraa,நோவுறு
824,schmerzen::V,annernarpoq,நோவுறு
825,husten::V,quersorpoq,இருமு
826,genesen::V,ajunngissivoq,குணம் அடை
827,genesen::V,ilisimmarpoq,குணம் அடை
828,genesen::V,ilorrippoq,குணம் அடை
829,sterben::V,toquvoq,மரணமடை
830,sich bewegen::V,ingerlavoq,நகர்த்து
831,sich setzen::V,ingippoq,உட்கார்
832,laufen::V,arpappoq,நட
833,schreiten::V,ingerlavoq,கவடுவைத்தல்
834,spazierengehen::V,utertakajaarpoq,உலவு
835,spazierengehen::V,utertakattajaarpoq,உலவு
836,eilen::V,qaa qaa,விரைந்து
837,eilen::V,qiilasaarpoq,விரைந்து
838,eilen::V,ingerlasaarpaa,விரைந்து
839,sich beeilen::V,tuaviorpoq,அவசரப்படுத்து
840,sausen::V,uiguut,விரைந்து செல்
841,rennen::V,igivoq,ஓடு
842,springen::V,upernassaq,குதி
843,klettern::V,pilaakkeerpoq,ஏறு
844,schaukeln::V,aalavoq,தள்ளாடு
845,schwimmen::V,naluppoq,நீந்து
846,tauchen::V,allorpoq,மூழ்கி நீச்சலடி
847,rudern::V,ipuppaa,துடுப்புப் போடு
848,fahren::V,qimusserpoq,ஓட்டு
849,fliegen::V,timmivoq,பற
850,weggehen::V,piiarpoq,விலகிச் செல்
851,anhalten::V,unitsippaa,நின்றுவிடு
852,hineingehen::V,timaappaa,மறையச் செய்
853,eintreten::V,allattorpaa,நுழை
854,kommen::V,qaa-,வா
855,kommen::V,pivaa,வா
856,ankommen::V,tikippoq,வநது சேர்
857,zurückkommen::V,angerlarpoq,திரும்பி வா
858,bleiben::V,uninngavoq,இரு
859,warten::V,paavoq,தாமதி
860,warten::V,utaqqivoq,தாமதி
861,suchen::V,nivivaa,தேடு
862,finden::V,nanivaa,கண்டுபிடி
863,versuchen::V,uuppaa,முயற்சி செய்
864,versuchen::V,ussersarpaa,முயற்சி செய்
865,vorbereiten::V,piareersarpaa,ஆயத்தம் செய்
866,lieben::V,asavaa,அன்பு செலுத்து
867,mögen::V,akaaraa,விரும்பு
868,rühren::V,qeerlerpaa,இதயத்தைத் தொடு
869,weinen::V,qiavoq,அழு
870,schimpfen::V,qatimaarpoq,சாபமிடு
871,sich ärgern::V,ugguutigaa,கோப்பபடு
872,sich fürchten::V,eqqanaarpoq,பயப்படு
873,fürchten::V,ersigaa,பயப்படுத்து
874,fliehen::V,qimaavoq,ஓடு
875,flüchten::V,allikarfigaa,தப்பிவிடு
876,sehen::V,isigaa,பார்
877,ansehen::V,alaatsinaappaa,கவனி
878,hören::V,tusarpaa,கேள்
879,zuhören::V,naalappoq,சுவைத்துப் பார்
880,riechen::V,tipippoq,முகர்ந்து பார்
881,fühlen::V,misigaa,தொட்டுணர்
882,scheinen::V,takutippoq,காணப்படு
883,frieren::V,qiiavoq,குதுகுதுகு
884,tun::V,iliorpoq,செய்
885,wollen::V,piumavaa,விரும்பு
886,anfangen::V,pilerpoq,தொடங்கு
887,beenden::V,naggaserpaa,முடி
888,aufhören::V,naammatsippaa,நிறுத்து
889,öffnen::V,ammarpaa,திற
890,schließen::V,matuaa,மூடு
891,stellen::V,ilivaa,வை
892,stellen::V,iliorarpai,வை
893,stellen::V,ilioqqarpai,வை
894,setzen::V,iliorarpai,வை
895,setzen::V,ilioqqarpai,வை
896,legen::V,ilivaa,பரப்பி வை
897,berühren::V,attorpaa,பதி
898,verbinden::V,taperserpaa,சேர்
899,bedecken::V,iikkerpaa,உறைபோடு
900,bedecken::V,iikkersorpaa,உறைபோடு
901,aufhängen::V,inivaa,தொங்கவிடு
902,aufhängen::V,iniorarpai,தொங்கவிடு
903,anzünden::V,saggaavoq,எரியூட்டு
904,aufheben::V,allisippaa,பொறுக்கி எடு
905,zurücklassen::V,aallarpoq,விட்டுச் செல்
906,verlieren::V,annaavaa,இழ
907,fallen lassen::V,nakkaavaa,அளவில் குறைவு
908,machen::V,iliorpoq,தயார்செய்
909,herstellen::V,anillatsippaa,உற்பத்தி செய்
910,bauen::V,marrarterpaa,கட்டு
911,reparieren::V,iluarsaappaa,பழுது பார்
912,verbessern::V,naqqippaa,மேம்படுத்து
913,graben::V,assappaa,குழி வெட்டு
914,beugen::V,qappappoq,வனை
915,biegen::V,qappappoq,வனை
916,wenden::V,assappaa,குடைகவிழு
917,wenden::V,assakarpoq,குடைகவிழு
918,umdrehen::V,assakartippaa,சுற்றும் முற்றும் பார்
919,heben::V,kivippaa,தூக்கு
920,hochheben::V,kissumiarpaa,தூக்கு
921,ergreifen::V,isaappaa,பறி
922,ergreifen::V,isaguppaa,பறி
923,halten::V,minarpaa,பிடித்துக் கொள்
924,drücken::V,naqittaat,அழுத்து
925,kratzen::V,qitsuppaa,கீறு
926,lecken::V,aluppaa,நக்கு
927,beißen::V,kiivaa,கடி
928,abreißen::V,aqqarpaa,கிழி
929,abreißen::V,isaterpaa,கிழி
930,abschneiden::V,kipivaa,வெட்டி எடு
931,binden::V,kakkersarpaa,கட்டு
932,stecken::V,kussunneq,பதிய வை
933,brechen::V,nallorpaa,உடை
934,klopfen::V,pattappaa,தட்டு
935,hauen::V,aqivaa,அடி
936,kleben::V,qaappoq,ஒட்டு
937,reiben::V,tagiarpaa,தேய்
938,reiben::V,tangiarpaa,தேய்
939,streichen::V,erlerpoq,பரவச்செய்
940,schleifen::V,sequppaa,அரை
941,schneiden::V,uullivoq,துண்டாக்கு
942,schütteln::V,aalavoq,குலுக்கு
943,schwenken::V,issarpoq,ஊஞ்சலாடு
944,füllen::V,immerpaa,நிரப்பு
945,einwickeln::V,immoqquserpaa,சுற்று
946,tragen::V,maqippaa,எடுத்துச் செல்
947,tragen::V,assartorpoq,எடுத்துச் செல்
948,schleppen::V,assartorpoq,இழுத்துச் செல்
949,ziehen::V,kalippaa,இழு
950,ziehen::V,kalissarpoq,இழு
951,aufbewahren::V,toqqorpaa,வைத்துக் கொள்
952,werfen::V,kuivaa,வீசி எறி
953,fangen::V,anguaa,பிடி
954,verstecken::V,anngigaa,மறை
955,teilen::V,agguut,பாகங்களாகப் பிரி
956,teilen::V,agguusersorpaa,பாகங்களாகப் பிரி
957,schicken::V,nassiuppaa,அனுப்பு
958,bringen::V,aggiuppaa,கொண்டு வா
959,bringen::V,nassataraa,கொண்டு வா
960,bekommen::V,tiguaa,பெறு
961,erhalten::V,tiguaa,பெறு
962,nehmen::V,pivoq,எடு
963,nehmen::V,tiguaa,எடு
964,bewahren::V,sukkunik simerserpaa,கெடாது பேணு
965,verderben::V,asiutippaa,நாசமாக்கு
966,verderben::V,piuneerunnerit,நாசமாக்கு
967,zerbrechen::V,ukuvoq,உடை
968,zerreißen::V,tisavaa,கிழி
969,zerreißen::V,alittorpaa,கிழி
970,zerstören::V,aserorpaa,அழி
971,verbrennen::V,seerpoq,எரியூட்டு
972,geben::V,pivoq,கொடு
973,versprechen::V,neriorsorpaa,உறுதியளி
974,wünschen::V,kissaat,ஆசைப்படு
975,loben::V,nersorpaa,புகழ்ச்சி கூறு
976,loben::V,nersornaat,புகழ்ச்சி கூறு
977,küssen::V,kunippaa,முத்தமிடு
978,küssen::V,kunissorpaa,முத்தமிடு
979,zudecken::V,majorpaa,உறைபோடு
980,wecken::V,itersarpaa,எழுப்பு
981,zeigen::V,tikkuuppaa,காட்டு
982,führen::V,tasissiuppaa,வழிகாட்டி
983,führen::V,ilitsersorpaa,வழிகாட்டி
984,führen::V,tasissersuuppaa,வழிகாட்டி
985,lehren::V,ilinniartippaa,சொல்லிக் கொடு
986,unterrichten::V,ajoqerpaa,அறிவுரை கூறு
987,unterrichten::V,ajoqersorpaa,அறிவுரை கூறு
988,unterrichten::V,ilinniartitsivoq,அறிவுரை கூறு
989,aufziehen::V,inororsarpaa,வளர்
990,leiten::V,iluatsippaa,அழைத்துச் செல்
991,antreiben::V,ikusimmippaa,தூண்டு
992,einladen::V,qaaqquaa,அழை
993,einladen::V,qaasarpaa,அழை
994,vereinigen::V,taperserpaa,ஒன்றாகச் சேர்
995,besuchen::V,tikeraarpaa,வருகை புரி
996,treffen::V,aporappaa,சந்தி
997,sich versammeln::V,majorpoq,தொகுப்பு
998,spielen::V,pinnguarpoq,விளையாடு
999,singen::V,erinarsorpoq,பாடு
1000,tanzen::V,qitippoq,நடனமாடு
1001,sich trennen::V,immikkoortippaa,தனிப்படடுத்து
1002,retten::V,annaappaa,காப்பாற்று
1003,schützen::V,eriagaa,பாதுகாப்பு செய்
1004,schützen::V,pineqartaalivaa,பாதுகாப்பு செய்
1005,schießen::V,aallaavaa,சுட்டுக் கொல்
1006,schießen::V,piseriuppaa,சுட்டுக் கொல்
1007,ärgern::V,ninngassarpaa,எரிச்சலூட்டு
1008,ärgern::V,ninngassaarpaa,எரிச்சலூட்டு
1009,schlagen::V,unatarpaa,அடி
1010,treten::V,tukerpoq,உதை
1011,stechen::V,iguppaa,கொட்டு
1012,stechen::V,qasilippoq,கொட்டு
1013,stoßen::V,ikuserpaa,நெருக்கு
1014,stoßen::V,ikusimmippaa,நெருக்கு
1015,stehlen::V,tillippaa,திருடு
1016,stören::V,akornuserpaa,தொல்லைகொடு
1017,verbergen::V,anngigaa,மறை
1018,betrügen::V,peqquserluttuliorfigaa,ஏமாற்று
1019,töten::V,maappaa,கொல்
1020,töten::V,toquppaa,கொல்
1021,wohnen::V,najugaqarpoq,தங்கியிரு
1022,arbeiten::V,sulivoq,வேலை செய்
1023,sammeln::V,katersorpai,ஒன்றுசேர்
1024,jagen::V,piniarpoq,வேட்டையாடு
1025,fischen::V,aalisarpoq,மீன் பிடி
1026,anbinden::V,qilerut,கட்டு
1027,anbinden::V,qilersorpaa,கட்டு
1028,anbinden::V,ungerlatserpaa,கட்டு
1029,füttern::V,nerlerpaa,உணவளி
1030,gießen::V,imerterpaa,நீர்ப் பாய்ச்சு
1031,kochen::V,igavoq,வேகவை
1032,braten::V,siappaa,பொரியச் செய்
1033,umrühren::V,qeerlerpaa,கலக்கு
1034,färben::V,misuppaa,வண்ணம் பெறச் செய்
1035,reinigen::V,sanniarpaa,சுத்தம் செய்
1036,waschen::V,asappaa,கழுவு
1037,abwischen::V,saligarpaa,துடை
1038,abwischen::V,saligartorpaa,துடை
1039,fegen::V,sanngiarpaa,பெறுக்கு
1040,baden::V,uffarpoq,குளி
1041,sich waschen::V,uffarpoq,கழுவு
1042,ausziehen::V,annoraajarpaa,கழற்று
1043,anziehen::V,ativaa,புனைதல்
1044,anziehen::V,atitippaa,புனைதல்
1045,sich anziehen::V,atisalersorpoq,உடுத்துதல்
1046,sagen::V,oqarpoq,சொல்
1047,sprechen::V,oqaluttarpoq,பேசு
1048,reden::V,oqaluppoq,பெசு
1049,fragen::V,aperaa,கேள்
1050,bitten::V,aperaa,வேண்டு
1051,bitten::V,qinnuigaa,வேண்டு
1052,erzählen::V,oqaluttuaraa,சொல்
1053,mitteilen::V,oqalualaarpoq,சொல்
1054,rufen::V,qaaqquaa,கூச்சலிடு
1055,prahlen::V,oqqartuvoq,தற்பெருமை பேசு
1056,prahlen::V,oqallortuvoq,தற்பெருமை பேசு
1057,übersetzen::V,ikaarpoq,மொழிபெயர்ப்பு செய்
1058,übersetzen::V,nutserpaa,மொழிபெயர்ப்பு செய்
1059,denken::V,isumaqarpoq,யோசி
1060,glauben::V,upperaa,நம்பு
1061,glauben::V,isumaqarpoq,நம்பு
1062,erkennen::V,ilisaraa,அடையாளம் கண்டுகொள்
1063,verstehen::V,paasivaa,புரிந்து கொள்
1064,lernen::V,ilinniarpoq,கற்றுக்கொள்
1065,wissen::V,nalunngilaa,தெரிந்திரு
1066,sich erinnern an::V,eqqaavaa,நினைவு கூர்
1067,vergessen::V,puiorpaa,மற
1068,messen::V,ussersarpaa,அளவிடு
1069,zählen::V,kisitsivoq,எண்ணு
1070,rechnen::V,kisitsivoq,கணக்கிடு
1071,lesen::V,atuarpoq,படி
1072,malen::V,qalipappaa,வண்ணச்சித்திரம்
1073,schreiben::V,allappoq,எழுது
1074,kaufen::V,pisiaraa,வாங்கு
1075,verkaufen::V,akigaa,விற்பனை செய்
1076,bezahlen::V,akilerpaa,இறுத்தல்
1077,beherrschen::V,inappaa,ஆட்சிசெய்
1078,ertragen::V,ernertaaraa,தாங்கு
1079,Nase::N,,மூக்கு
1080,Schnurrbart::N,,மீசை
1081,Fuß::N,,கால்
1082,Schlaf::N,,தூக்கம்
1083,Strömung::N,,நீரோட்டம்
1084,Moor::N,,முட்புதற்காடு
1085,Wald::N,,காடு
1086,Anhöhe::N,,பதுக்கை
1087,Gipfel::N,,உச்சி மாநாடு
1088,Quelle::N,,மூலம்
1089,Festland::N,,நிலம்
1090,Kiefer[Baum]::N,,தேவதாரு மரம்
1091,Pferd::N,,குதிரை
1092,Elch::N,,கடம்பை
1093,Schwarm::N,,தொகுதி
1094,Ente::N,,வாத்து
1095,Barsch::N,,பேர்ச்
1096,Hecht::N,,கோலாச்சி மீன்
1097,Wurm::N,,புழு
1098,Heu::N,,வைக்கோல்
1099,Kummer::N,,துயரம்
1100,Gespräch::N,,பெசு
1101,Spiel::N,,விளையாட்டு
1102,Gesellschaft::N,,சமுதாயம்
1103,Angelegenheit::N,,செய்தி
1104,Anzahl::N,,எண்ணிக்கை
1105,Strich::N,,வாத நோய்
1106,Gegenstand::N,,உருப்படி
1107,Höhe::N,,உயரம்
1108,Lagerfeuer::N,,மூட்டம்
1109,Gang::N,,நடை
1110,Heim::N,,வீடு
1111,Beutel::N,,பை
1112,Eimer::N,,வாளி
1113,Sack::N,,பை
1114,Brei::N,,கஞ்சி
1115,Leder::N,,பதம் செய்யப்பட்ட தோல்
1116,Gott::N,,கடவுள்
1117,Reichtum::N,,சொத்து
1118,Staat::N,,நாடு
1119,Gewalt::N,,வன்முறை
1120,Bogen[Waffe]::N,,வில்
1121,Lüge::N,,பொய்
1122,Schaden::N,,சேதாரம்
1123,April::N,,ஏப்ரல் மாதம்
1124,frisch::A,,சுத்தமான
1125,lecker::A,,சுவைமிக்க
1126,sauer::A,,புளிப்பாக
1127,bunt::A,,வண்ண மயமான
1128,teuer::A,,விலை அதிகமான
1129,geschickt::A,,திறமையள்ள
1130,nackt::A,,ஆடையற்ற
1131,ehemalig::A,,முன்நாள்
1132,bekannt::A,,பழக்கப்பட்ட
1133,anderer::A,,மற்ற
1134,zuerst::ADV,,முதலில்
1135,niemals::ADV,,ஒருபோதும் இல்லை
1136,von hier::ADV,,இனி
1137,dort::ADV,,அங்கே
1138,oben::ADV,,மேலே
1139,hinauf::ADV,,மேலே
1140,nicht::ADV,,இல்லை
1141,ein wenig::ADV,,கொஞ்சம்
1142,so::ADV,,மிகவும்
1143,nur::ADV,,மட்டும்
1144,vor::PRP,,முன்
1145,hinter::PRP,,பின்பக்கம்
1146,unter::PRP,,கீழே
1147,durch::PRP,,ஊடே
1148,neben::PRP,,அடுத்து
1149,zwischen::PRP,,இடையில்
1150,wegen::PRP,,ஏனெனில்
1151,alles::PRN,,ஒவ்வொன்றும்
1152,aufgehen[Sonne]::V,,உயர எழு
1153,strömen::V,,பாயதல்
1154,fließen::V,,நீரோட்டம் போக்கில் போ
1155,faulen::V,,அழுகச் செய்
1156,verfaulen::V,,அழுகச் செய்
1157,verschwinden::V,,மறைந்து போ
1158,lärmen::V,,கொம்பு
1159,klirren::V,,கிலுங்கு
1160,rauschen::V,,சலசலப்பு
1161,klingen::V,,சிலம்புதல்
1162,müde werden::V,,கையயர்தல்
1163,krank werden::V,,விழுதல்
1164,krank sein::V,,நருக்கலாயிருக்க
1165,umkommen::V,,நசி
1166,sich rühren::V,,அசை
1167,sich erheben::V,,எழுந்து நில்
1168,hinfallen::V,,விழு
1169,kriechen::V,,மெதுவாக நடந்து செல்
1170,gehen::V,,போ
1171,abfahren::V,,புறப்பட்டுச் செல்
1172,erwarten::V,,எதிர்நோக்கு
1173,lachen::V,,சிரி
1174,anschauen::V,,கூர்ந்து கவனி
1175,probieren::V,,ருசி
1176,zu sehen sein::V,,தோன்றுதல்
1177,vernehmen::V,,கேள்
1178,können::V,,இயல்வது
1179,gelingen::V,,வெற்றி
1180,geraten::V,,ஏற்படுத்து
1181,ändern::V,,மாற்றி அமை
1182,drehen::V,,சுழல்
1183,schieben::V,,தள்ளு
1184,rütteln::V,,மெல்ல தள்ளு
1185,schütten::V,,ஊற்று
1186,packen::V,,பிடித்துக்கொள்
1187,hinzufügen::V,,சேர்
1188,wählen::V,,தேர்ந்தெடு
1189,auswählen::V,,தேர்ல்தெடு
1190,behindern::V,,தடங்கல் செய்
1191,beschädigen::V,,சேதப்படுத்து
1192,reichen::V,,வழங்கு
1193,schenken::V,,மொயத்தல்
1194,wiegen::V,,ஆட்டுத்தல்
1195,lassen::V,,விடு
1196,verlassen::V,,கைவிடு
1197,bewachen::V,,காவல் செய்
1198,verteidigen::V,,எதிர்த்து நில்
1199,sich schlagen::V,,பூசலிடு
1200,siegen::V,,வெற்றி பெறு
1201,belästigen::V,,தொல்லை கொடு
1202,täuschen::V,,ஏமாற்று
1203,pflücken::V,,கொய்து எடு
1204,fassen::V,,பிடி
1205,hüten::V,,காவல் செய்
1206,treiben::V,,ஓட்டு
1207,melken::V,,பால் கற
1208,hacken::V,,வெட்டி எடு
1209,reifen::V,,பழு
1210,zubereiten::V,,சமையல் செய்
1211,backen::V,,வெப்பத்தில் வாட்டு
1212,stricken::V,,பின்னியிழை
1213,nähen::V,,தையல் வேலை செய்
1214,spülen::V,,அலசு
1215,kehren::V,,பெறுக்கு
1216,kämmen::V,,தலை வாரிக் கொள்
1217,schmücken::V,,அழகுபடுத்து
1218,sich unterhalten::V,,இயல்பாக பேசிக்கொண்டிரு
1219,nennen::V,,பெயரிடுதல்
1220,bemerken::V,,கவனி
1221,begreifen::V,,பற்றிக்கொள்
1222,zeichnen::V,,வரை
1223,besitzen::V,,உடைமையாகக் கொண்டிரு
1224,zahlen::V,,பணம் செலுத்து
