,Concept_ID,se,ro
167,Bauch::N,чо̄ввьй,burtă
168,Bauch::N,чо̄ввьй,pântece
169,Nabel::N,naepie,buric
170,Nabel::N,náhpe,buric
171,Nabel::N,náhpi,buric
172,Nabel::N,nääpi,buric
173,Nabel::N,nää´pp,buric
174,Nabel::N,на̄бпь,buric
175,Busen::N,boenge,sân
176,Busen::N,bållå,sân
177,Busen::N,čižži,sân
178,Busen::N,njamma,sân
179,Busen::N,njižže,sân
180,Busen::N,nje´ǯǯ,sân
181,Busen::N,раннҍт,sân
182,Brust::N,mïelke,piept
183,Brust::N,radde,piept
184,Brust::N,mielgga,piept
185,Brust::N,raddi,piept
186,Brust::N,radde,piept
187,Brust::N,râ´dd,piept
188,Brust::N,раннҍт,piept
189,Schulter::N,åelkie,umăr
190,Schulter::N,åelkie,spate
191,Schulter::N,oalgge,umăr
192,Schulter::N,oalgge,spate
193,Schulter::N,hárdu,umăr
194,Schulter::N,hárdu,spate
195,Schulter::N,ärdee,umăr
196,Schulter::N,ärdee,spate
197,Schulter::N,uál'gi,umăr
198,Schulter::N,uál'gi,spate
199,Schulter::N,a´rddi,umăr
200,Schulter::N,a´rddi,spate
201,Schulter::N,vuä´lǧǧ,umăr
202,Schulter::N,vuä´lǧǧ,spate
203,Schulter::N,вуэллык,umăr
204,Schulter::N,вуэллык,spate
205,Arm::N,gïete,braț
206,Arm::N,giehta,braț
207,Arm::N,giehta,braț
208,Arm::N,kietâ,braț
209,Arm::N,kie'tâkaaṿâ,braț
210,Arm::N,ǩiõtt,braț
211,Arm::N,кӣдт,braț
212,Ellenbogen::N,gernjere,cot
213,Ellenbogen::N,garŋŋel,cot
214,Ellenbogen::N,gargŋil,cot
215,Ellenbogen::N,käŋŋir,cot
216,Ellenbogen::N,kõõnjâr,cot
217,Ellenbogen::N,карьнэль,cot
218,Hand::N,gïete,mână
219,Hand::N,giehta,mână
220,Hand::N,giehta,mână
221,Hand::N,kietâ,mână
222,Hand::N,ǩiõtt,mână
223,Hand::N,кӣдт,mână
224,Handfläche::N,gïeten-låapoe,palmă
225,Handfläche::N,giehtavuodo,palmă
226,Handfläche::N,tjårmmåvuodo,palmă
227,Handfläche::N,giehtaloahpu,palmă
228,Handfläche::N,kiämád,palmă
229,Handfläche::N,kuámmir,palmă
230,Handfläche::N,kuä´m'mer,palmă
231,Handfläche::N,ǩiõttǩeä´m'men,palmă
232,Handfläche::N,ко̄а̄ллдэгк,palmă
233,Handfläche::N,кӣдткоалдэгк,palmă
234,Finger::N,soerme,deget
235,Finger::N,tjuvdde,deget
236,Finger::N,suorbma,deget
237,Finger::N,čuvde,deget
238,Finger::N,suor'mâ,deget
239,Finger::N,suõrmm,deget
240,Finger::N,це̄ххп,deget
241,Fingernagel::N,gadtse,unghie
242,Fingernagel::N,guehpere,unghie
243,Fingernagel::N,gadtsa,unghie
244,Fingernagel::N,gazza,unghie
245,Fingernagel::N,kozzâ,unghie
246,Fingernagel::N,kõʒʒ,unghie
247,Fingernagel::N,кэ̄ннц,unghie
248,Nagel[Anatomie]::N,gadtse,unghie
249,Nagel[Anatomie]::N,guehpere,unghie
250,Nagel[Anatomie]::N,gadtsa,unghie
251,Nagel[Anatomie]::N,gazza,unghie
252,Nagel[Anatomie]::N,kozzâ,unghie
253,Nagel[Anatomie]::N,kõʒʒ,unghie
254,Nagel[Anatomie]::N,кэ̄ннц,unghie
255,Zeh::N,tjiehtjere,deget de la picior
256,Zeh::N,juolggetjuvdde,deget de la picior
257,Zeh::N,juolgesuorbma,deget de la picior
258,Zeh::N,jyel'gisuor'mâ,deget de la picior
259,Zeh::N,jue´lǧǧsuõrmm,deget de la picior
260,Zeh::N,ю̄лльк-це̄һп,deget de la picior
261,Fuß::N,juelkie,picior
262,Fuß::N,juolgge,picior
263,Fuß::N,juolgi,picior
264,Fuß::N,jyel'gi,picior
265,Fuß::N,jue´lǧǧ,picior
266,Fuß::N,ла̄бпь,picior
267,Ferse::N,båetskie,călcâi
268,Ferse::N,boasske,călcâi
269,Ferse::N,šušmi,călcâi
270,Ferse::N,šušme,călcâi
271,Ferse::N,jue´lǧǧkädd,călcâi
272,Ferse::N,ка̄ннт,călcâi
273,Knie::N,boelve,genunchi
274,Knie::N,buolvva,genunchi
275,Knie::N,čibbi,genunchi
276,Knie::N,veaŋki,genunchi
277,Knie::N,iidâ,genunchi
278,Knie::N,puõlvv,genunchi
279,Knie::N,пуллв,genunchi
280,Oberschenkel::N,ruaksja,coapsă
281,Oberschenkel::N,tjibbe,coapsă
282,Oberschenkel::N,gassaváhkká,coapsă
283,Oberschenkel::N,badjeváhkáa,coapsă
284,Oberschenkel::N,čuár'bpeeḷi,coapsă
285,Oberschenkel::N,če´bb,coapsă
286,Oberschenkel::N,чуаррбе̄лль,coapsă
287,Bein::N,juelkie,picior
288,Bein::N,juolgge,picior
289,Bein::N,juolgi,picior
290,Bein::N,jyel'gi,picior
291,Bein::N,jue´lǧǧ,picior
292,Bein::N,ю̄лльк,picior
293,Körper::N,kråahpe,corp
294,Körper::N,rumáj,corp
295,Körper::N,rumaš,corp
296,Körper::N,ruumâš,corp
297,Körper::N,rå´pp,corp
298,Körper::N,лышшьк,corp
299,Körper::N,роаӈӈьк,corp
300,Haut::N,njaltja,piele
301,Haut::N,lijkke,piele
302,Haut::N,tjuobma,piele
303,Haut::N,liiki,piele
304,Haut::N,liške,piele
305,Haut::N,le´šǩǩ,piele
306,Haut::N,лышшьк,piele
307,Blut::N,vïrre,sânge
308,Blut::N,maelie,sânge
309,Blut::N,varra,sânge
310,Blut::N,varra,sânge
311,Blut::N,vorrâ,sânge
312,Blut::N,võrr,sânge
313,Blut::N,вэ̄рр,sânge
314,Ader::N,åerie,vână
315,Ader::N,åerie,arteră
316,Ader::N,aajroe,vână
317,Ader::N,aajroe,arteră
318,Ader::N,suodna,vână
319,Ader::N,suodna,arteră
320,Ader::N,varrasuotna,vână
321,Ader::N,varrasuotna,arteră
322,Ader::N,suoṇâ,vână
323,Ader::N,suoṇâ,arteră
324,Ader::N,suõnn,vână
325,Ader::N,suõnn,arteră
326,Ader::N,сӯнн,vână
327,Ader::N,сӯнн,arteră
328,Sehne::N,soene,tendon
329,Sehne::N,gåårtenje,tendon
330,Sehne::N,suodna,tendon
331,Sehne::N,suotna,tendon
332,Sehne::N,suoṇâ,tendon
333,Sehne::N,suõnn,tendon
334,Sehne::N,сӯнн,tendon
335,Knochen::N,måara,os
336,Knochen::N,måaroe,os
337,Knochen::N,dákte,os
338,Knochen::N,dákti,os
339,Knochen::N,tähti,os
340,Knochen::N,tä´htt,os
341,Knochen::N,та̄ххт,os
342,Knochen::N,та̄ффьт,os
343,Gehirn::N,aajla,creier
344,Gehirn::N,vuojŋam,creier
345,Gehirn::N,vuoigŋašat,creier
346,Gehirn::N,vuoi'ŋâšeh,creier
347,Gehirn::N,vuo'ivâšneh,creier
348,Gehirn::N,vuõivâšn,creier
349,Gehirn::N,вуэййвэшна,creier
350,Herz::N,vaajmoe,inimă
351,Herz::N,tsåhke,inimă
352,Herz::N,váibmu,inimă
353,Herz::N,váimu,inimă
354,Herz::N,čââ´đ,inimă
355,Herz::N,кӯттҌк,inimă
356,Magen::N,tjåejjie,stomac
357,Magen::N,tjoajvve,stomac
358,Magen::N,čoavji,stomac
359,Magen::N,čuáv'ji,stomac
360,Magen::N,čåu´jj,stomac
361,Magen::N,чо̄ввьй,stomac
362,Leber::N,mueksie,ficat
363,Leber::N,librre,ficat
364,Leber::N,vuoivvas,ficat
365,Leber::N,vuoivâs,ficat
366,Leber::N,vuõivâs,ficat
367,Leber::N,вуйвас,ficat
368,Atem::N,voejngehtasse,răsuflare
369,Atem::N,voejngehtasse,respirație
370,Atem::N,båssånis,răsuflare
371,Atem::N,båssånis,respirație
372,Atem::N,vuojŋadahka,răsuflare
373,Atem::N,vuojŋadahka,respirație
374,Atem::N,vuoiŋŋahat,răsuflare
375,Atem::N,vuoiŋŋahat,respirație
376,Atem::N,vuo'iŋâstim,răsuflare
377,Atem::N,vuo'iŋâstim,respirație
378,Atem::N,jiõg'g,răsuflare
379,Atem::N,jiõg'g,respirație
380,Atem::N,вӯйнас,răsuflare
381,Atem::N,вӯйнас,respirație
382,Atem::N,вӯййнмушш,răsuflare
383,Atem::N,вӯййнмушш,respirație
384,Hunger::N,nielkie,foame
385,Hunger::N,nielgge,foame
386,Hunger::N,nealgi,foame
387,Hunger::N,nelgi,foame
388,Hunger::N,neä´lǧǧ,foame
389,Hunger::N,не̄лльк,foame
390,Träne::N,gïknjele,lacrimă
391,Träne::N,ganjál,lacrimă
392,Träne::N,ganjal,lacrimă
393,Träne::N,koonjâl,lacrimă
394,Träne::N,kõõnjâl,lacrimă
395,Träne::N,кэ̄нял,lacrimă
396,Geschmack::N,aelmie,gust
397,Geschmack::N,muosse,gust
398,Geschmack::N,smáhkka,gust
399,Geschmack::N,máhku,gust
400,Geschmack::N,smáhkka,gust
401,Geschmack::N,mááhu,gust
402,Geschmack::N,smakkâ,gust
403,Geschmack::N,njõõd,gust
404,Geschmack::N,smääkk,gust
405,Geschmack::N,ня̄лльк,gust
406,Geruch::N,haaje,miros
407,Geruch::N,habjja,miros
408,Geruch::N,hádja,miros
409,Geruch::N,opsâ,miros
410,Geruch::N,haajâ,miros
411,Geruch::N,õpss,miros
412,Geruch::N,haajj,miros
413,Geruch::N,апс,miros
414,Geruch::N,лэ̄гк,miros
415,Schlaf::N,nahkerh,somn
416,Schlaf::N,nager,somn
417,Schlaf::N,oados,somn
418,Schlaf::N,nagir,somn
419,Schlaf::N,naṿer,somn
420,Schlaf::N,nââ´er,somn
421,Schlaf::N,нагерь,somn
422,Traum::N,nahkere,vis
423,Traum::N,niehko,vis
424,Traum::N,niehku,vis
425,Traum::N,naṿer,vis
426,Traum::N,nââ´er,vis
427,Traum::N,нагерь,vis
428,Himmel::N,elmie,cer
429,Himmel::N,almme,cer
430,Himmel::N,albmi,cer
431,Himmel::N,alme,cer
432,Himmel::N,â´lmm,cer
433,Himmel::N,алльм,cer
434,Sonne::N,biejjie,soare
435,Sonne::N,bæjvásj,soare
436,Sonne::N,beaivváš,soare
437,Sonne::N,peivi,soare
438,Sonne::N,piäiváš,soare
439,Sonne::N,pei´vv,soare
440,Sonne::N,пе̄ййв,soare
441,Mond::N,aske,lună
442,Mond::N,mánno,lună
443,Mond::N,mánnu,lună
444,Mond::N,máánu,lună
445,Mond::N,mään,lună
446,Mond::N,ма̄нн,lună
447,Stern::N,daasta,stea
448,Stern::N,naestie,stea
449,Stern::N,násste,stea
450,Stern::N,násti,stea
451,Stern::N,täsni,stea
452,Stern::N,tä´snn,stea
453,Stern::N,та̄ссьт,stea
454,Luft::N,elmie,aer
455,Luft::N,ájmmo,aer
456,Luft::N,áibmu,aer
457,Luft::N,áimu,aer
458,Luft::N,šõŋŋ,aer
459,Luft::N,вӯйнас,aer
460,Wind::N,bïegke,vânt
461,Wind::N,biegga,vânt
462,Wind::N,biegga,vânt
463,Wind::N,pieg'gâ,vânt
464,Wind::N,piõg'g,vânt
465,Wind::N,пӣӈӈк,vânt
466,Welle::N,baaroe,val
467,Welle::N,baaroe,undă
468,Welle::N,bárro,val
469,Welle::N,bárro,undă
470,Welle::N,bárru,val
471,Welle::N,bárru,undă
472,Welle::N,pááṛu,val
473,Welle::N,pááṛu,undă
474,Welle::N,päärr,val
475,Welle::N,päärr,undă
476,Welle::N,нэ̄ммп,val
477,Welle::N,нэ̄ммп,undă
478,Wasser::N,tjaetsie,apă
479,Wasser::N,tjáhtje,apă
480,Wasser::N,čáhci,apă
481,Wasser::N,čääci,apă
482,Wasser::N,čää´cc,apă
483,Wasser::N,ча̄дзь,apă
484,Stein::N,gierkie,piatră
485,Stein::N,giergge,piatră
486,Stein::N,geađgi,piatră
487,Stein::N,keđgi,piatră
488,Stein::N,ǩeä´dǧǧ,piatră
489,Stein::N,ке̄ддҌк,piatră
490,Boden::N,betnie,sol
491,Boden::N,betnie,pământ
492,Boden::N,ednam,sol
493,Boden::N,ednam,pământ
494,Boden::N,bodni,sol
495,Boden::N,bodni,pământ
496,Boden::N,vuođđu,sol
497,Boden::N,vuođđu,pământ
498,Boden::N,ponne,sol
499,Boden::N,ponne,pământ
500,Boden::N,vuáđ̣u,sol
501,Boden::N,vuáđ̣u,pământ
502,Boden::N,vuâđđ,sol
503,Boden::N,vuâđđ,pământ
504,Boden::N,лаввьн,sol
505,Boden::N,лаввьн,pământ
506,Boden::N,е̄ммьне,sol
507,Boden::N,е̄ммьне,pământ
508,Erde::N,jåarta,pământ
509,Erde::N,mueltie,pământ
510,Erde::N,ednam,pământ
511,Erde::N,mållde,pământ
512,Erde::N,eana,pământ
513,Erde::N,eennâm,pământ
514,Erde::N,mädd,pământ
515,Erde::N,jânnam,pământ
516,Erde::N,е̄ммьне,pământ
517,Staub::N,heblie,praf
518,Staub::N,tsumhtsie,praf
519,Staub::N,dubme,praf
520,Staub::N,dopmu,praf
521,Staub::N,kovjâ,praf
522,Staub::N,põõ´l,praf
523,Staub::N,кэ̄ббьй,praf
524,Rauch::N,soeve,fum
525,Rauch::N,suovva,fum
526,Rauch::N,suovva,fum
527,Rauch::N,suoṿâ,fum
528,Rauch::N,suõvv,fum
529,Rauch::N,сӯвв,fum
530,Funke::N,naestie,scânteie
531,Funke::N,tjuonam,scânteie
532,Funke::N,čuotnan,scânteie
533,Funke::N,čuođâlm,scânteie
534,Funke::N,iiskâr,scânteie
535,Funke::N,čuõzzâm,scânteie
536,Funke::N,чӯссэм,scânteie
537,Feuer::N,dålle,foc
538,Feuer::N,dållå,foc
539,Feuer::N,dolla,foc
540,Feuer::N,tullâ,foc
541,Feuer::N,toll,foc
542,Feuer::N,то̄лл,foc
543,Licht::N,tjoevke,lumină
544,Licht::N,tjuovgga,lumină
545,Licht::N,čuovga,lumină
546,Licht::N,čuovggas,lumină
547,Licht::N,čuoṿâ,lumină
548,Licht::N,toll,lumină
549,Licht::N,čuõvv,lumină
550,Licht::N,то̄лл,lumină
551,Schatten::N,skugkie,umbră
552,Schatten::N,soejvene,umbră
553,Schatten::N,irkes,umbră
554,Schatten::N,sieges,umbră
555,Schatten::N,itku,umbră
556,Schatten::N,suoivâ,umbră
557,Schatten::N,õõtt,umbră
558,Schatten::N,ǩeeu´niǩ,umbră
559,Schatten::N,кывьнэхь,umbră
560,Wetter::N,vïerhtse,timp
561,Wetter::N,vïerhtse,vreme
562,Wetter::N,dálkke,timp
563,Wetter::N,dálkke,vreme
564,Wetter::N,dálki,timp
565,Wetter::N,dálki,vreme
566,Wetter::N,šoŋŋâ,timp
567,Wetter::N,šoŋŋâ,vreme
568,Wetter::N,šõŋŋ,timp
569,Wetter::N,šõŋŋ,vreme
570,Wetter::N,шэ̄ӈӈ,timp
571,Wetter::N,шэ̄ӈӈ,vreme
572,Nebel::N,såavla,ceață
573,Nebel::N,såavla,negură
574,Nebel::N,mearhka,ceață
575,Nebel::N,mearhka,negură
576,Nebel::N,murkko,ceață
577,Nebel::N,murkko,negură
578,Nebel::N,mierkká,ceață
579,Nebel::N,mierkká,negură
580,Nebel::N,mierká,ceață
581,Nebel::N,mierká,negură
582,Nebel::N,miär'kká,ceață
583,Nebel::N,miär'kká,negură
584,Nebel::N,oṃo,ceață
585,Nebel::N,oṃo,negură
586,Nebel::N,sue´lnn,ceață
587,Nebel::N,sue´lnn,negură
588,Nebel::N,цӣгк,ceață
589,Nebel::N,цӣгк,negură
590,Nebel::N,сулльн,ceață
591,Nebel::N,сулльн,negură
592,Wolke::N,balve,nor
593,Wolke::N,balvva,nor
594,Wolke::N,balva,nor
595,Wolke::N,polvâ,nor
596,Wolke::N,põlvv,nor
597,Wolke::N,пэллв,nor
598,Regen::N,ebrie,ploaie
599,Regen::N,harvve,ploaie
600,Regen::N,arvi,ploaie
601,Regen::N,arve,ploaie
602,Regen::N,â´brr,ploaie
603,Regen::N,аббьр,ploaie
604,Schnee::N,lopme,zăpadă
605,Schnee::N,moehtege,zăpadă
606,Schnee::N,muohta,zăpadă
607,Schnee::N,muohta,zăpadă
608,Schnee::N,muotâ,zăpadă
609,Schnee::N,muõtt,zăpadă
610,Schnee::N,вэ̄дз,zăpadă
611,Schnee::N,куэллт,zăpadă
612,Eis::N,jïenge,gheață
613,Eis::N,jiegŋa,gheață
614,Eis::N,jiekŋa,gheață
615,Eis::N,jieŋ̣â,gheață
616,Eis::N,jiõŋŋ,gheață
617,Eis::N,ӣӈӈ,gheață
618,Frost::N,baajkoe,ger
619,Frost::N,tjoasskem,ger
620,Frost::N,buolaš,ger
621,Frost::N,puolâš,ger
622,Frost::N,puõlâš,ger
623,Frost::N,мӯнь,ger
624,Kälte::N,jueskie,frig
625,Kälte::N,tjåetskeme,frig
626,Kälte::N,tjoasskem,frig
627,Kälte::N,čoaskin,frig
628,Kälte::N,ko'lmâsvuotâ,frig
629,Kälte::N,ijss,frig
630,Kälte::N,čuä´cǩǩem,frig
631,Kälte::N,tuârggnjõs,frig
632,Kälte::N,кэ̄лмас,frig
633,Hitze::N,baahke,arșiță
634,Hitze::N,baahke,căldură
635,Hitze::N,báhkka,arșiță
636,Hitze::N,báhkka,căldură
637,Hitze::N,báhkka,arșiță
638,Hitze::N,báhkka,căldură
639,Hitze::N,pakkâ,arșiță
640,Hitze::N,pakkâ,căldură
641,Hitze::N,kuṃe,arșiță
642,Hitze::N,kuṃe,căldură
643,Hitze::N,paašt,arșiță
644,Hitze::N,paašt,căldură
645,Hitze::N,жоарр,arșiță
646,Hitze::N,жоарр,căldură
647,Raureif::N,jyjse,chiciură
648,Raureif::N,ridne,chiciură
649,Raureif::N,goarre,chiciură
650,Raureif::N,ritni,chiciură
651,Raureif::N,suhči,chiciură
652,Raureif::N,riṇe,chiciură
653,Raureif::N,ай,chiciură
654,Regenbogen::N,aatjan goengere,curcubeu
655,Regenbogen::N,aatjan joekse,curcubeu
656,Regenbogen::N,ádjájuoksa,curcubeu
657,Regenbogen::N,arvedávgi,curcubeu
658,Regenbogen::N,bajándávgi,curcubeu
659,Regenbogen::N,äijihtävgi,curcubeu
660,Regenbogen::N,teârmmazjohss,curcubeu
661,Regenbogen::N,тӣрмесью̄ккс,curcubeu
662,Donner::N,raejrie,tunet
663,Donner::N,átjek,tunet
664,Donner::N,átjárájdde,tunet
665,Donner::N,áddjá,tunet
666,Donner::N,baján,tunet
667,Donner::N,juuṛâ,tunet
668,Donner::N,tie´rmes,tunet
669,Donner::N,тӣрмесь,tunet
670,Donner::N,ча̄ркнэгк,tunet
671,Strömung::N,njuvvie,curent
672,Strömung::N,ájggedáhpe,curent
673,Strömung::N,rávdnji,curent
674,Strömung::N,virde,curent
675,Strömung::N,ve´rdd,curent
676,Strömung::N,выррьт,curent
677,Tropfen::N,gåajhkohts,picătură
678,Tropfen::N,gåjkudis,picătură
679,Tropfen::N,goaikkanas,picătură
680,Tropfen::N,čalme,picătură
681,Tropfen::N,čâ´lmm,picătură
682,Tropfen::N,ча̄лльм,picătură
683,Schaum::N,sapte,spumă
684,Schaum::N,såpptå,spumă
685,Schaum::N,sokta,spumă
686,Schaum::N,suptâ,spumă
687,Schaum::N,soptt,spumă
688,Schaum::N,со̄ппт,spumă
689,Schmutz::N,haaskoe,murdărie
690,Schmutz::N,duolvva,murdărie
691,Schmutz::N,duolva,murdărie
692,Schmutz::N,durdi,murdărie
693,Schmutz::N,stänži,murdărie
694,Schmutz::N,sähss,murdărie
695,Schmutz::N,са̄ккьс,murdărie
696,Schmutz::N,не̄шшь,murdărie
697,See::N,jaevrie,lac
698,See::N,jávrre,lac
699,See::N,jávri,lac
700,See::N,jävri,lac
701,See::N,jâu´rr,lac
702,See::N,я̄ввьр,lac
703,Sumpf::N,pluevie,mlaștină
704,Sumpf::N,áhpe,mlaștină
705,Sumpf::N,sæmssa,mlaștină
706,Sumpf::N,jeaggi,mlaștină
707,Sumpf::N,jeggi,mlaștină
708,Sumpf::N,jeä´ǧ'ǧ,mlaștină
709,Sumpf::N,ла̄ммьп,mlaștină
710,Moor::N,pluevie,bărăgan
711,Moor::N,jiegge,bărăgan
712,Moor::N,suotnju,bărăgan
713,Moor::N,karrii,bărăgan
714,Moor::N,kä´rev,bărăgan
715,Moor::N,veättaǩ,bărăgan
716,Moor::N,ла̄ммьп,bărăgan
717,Wiese::N,ïentje,fânaț
718,Wiese::N,ïentje,livadă
719,Wiese::N,giedde,fânaț
720,Wiese::N,giedde,livadă
721,Wiese::N,gieddi,fânaț
722,Wiese::N,gieddi,livadă
723,Wiese::N,nijtto,fânaț
724,Wiese::N,nijtto,livadă
725,Wiese::N,пуэшенҍ,fânaț
726,Wiese::N,пуэшенҍ,livadă
727,Wald::N,skåake,codru
728,Wald::N,skåake,pădure
729,Wald::N,skåajje,codru
730,Wald::N,skåajje,pădure
731,Wald::N,miehtsie,codru
732,Wald::N,miehtsie,pădure
733,Wald::N,vuovdde,codru
734,Wald::N,vuovdde,pădure
735,Wald::N,miehttse,codru
736,Wald::N,miehttse,pădure
737,Wald::N,vuovdi,codru
738,Wald::N,vuovdi,pădure
739,Wald::N,meahcci,codru
740,Wald::N,meahcci,pădure
741,Wald::N,mecci,codru
742,Wald::N,mecci,pădure
743,Wald::N,vyemi,codru
744,Wald::N,vyemi,pădure
745,Wald::N,vue´mm,codru
746,Wald::N,vue´mm,pădure
747,Wald::N,meä´c'c,codru
748,Wald::N,meä´c'c,pădure
749,Wald::N,ля̄ммт,codru
