,Concept_ID,sl,uz
792,verschwinden::V,izgíniti,yo'qolmoq
793,sinken::V,péšati,pasaymoq
794,abnehmen::V,pojémati,kamaymoq
795,zunehmen::V,véčati se,urchimoq
796,zunehmen::V,množíti se,urchimoq
797,steigen::V,dvígati se,oshmoq
798,wachsen::V,rásti,o'smoq
799,glänzen::V,sijáti,porlamoq
800,funkeln::V,ískriti se,yalt ätmoq
801,lärmen::V,ropotáti,taraq ätmoq
802,lärmen::V,razgrájati,taraq ätmoq
803,läuten::V,zvoníti,jiringlamoq
804,klingeln::V,zvončkljáti,jiringlamoq
805,klirren::V,žvenketáti,sharaqlamoq
806,brausen::V,šuméti,vag'illamoq
807,rauschen::V,šuštéti,shitirlamoq
808,rauschen::V,šelestéti,shitirlamoq
809,klingen::V,zvenéti,yangramoq
810,bellen::V,lájati,hurmoq
811,heulen::V,zavíjati,uvlamoq
812,blasen::V,píhniti,puflamoq
813,pfeifen::V,pískati,xushtak chalmoq 
814,pfeifen::V,žvížgati,xushtak chalmoq 
815,schreien::V,kričáti,qiyqirmoq
816,stöhnen::V,stókati,nola qilmoq
817,zittern::V,drgetáti,titramoq
818,leben::V,živéti,yashamoq
819,geboren werden::V,rodíti se,tug'ilmoq
820,atmen::V,díhati,nafas chiqarmoq
821,trinken::V,píti,ichmoq
822,essen::V,jésti,emoq
823,schlucken::V,požírati,yutmoq
824,müde werden::V,péšati,horimoq
825,müde werden::V,utrúditi se,horimoq
826,einschlafen::V,zaspáti,uxlab qolmoq
827,schlafen::V,spáti,uxlamoq
828,aufwachen::V,zbudíti se,uyg'onmoq
829,aufstehen::V,vstáti,qo'pmoq
830,sich erholen::V,oddahníti se,dam olmoq
831,krank werden::V,oboléti,kasallanmoq
832,krank sein::V,bíti bolán,betob yotmoq
833,schmerzen::V,boléti,og'rimoq
834,husten::V,kášljati,yo'talmoq
835,genesen::V,okrévati,tuzalmoq
836,sterben::V,umréti,o'lmoq
837,umkommen::V,pogíniti,halok bo'lmoq
838,sich bewegen::V,zganíti se,harakat qilmoq
839,sich rühren::V,premakníti se,qimirlamoq
840,sich erheben::V,vstájati,qo'pmoq
841,sich erheben::V,vzdígniti se,qo'pmoq
842,sich setzen::V,sésti,o'tirmoq
843,hinfallen::V,pásti dôl,yiqilmoq
844,laufen::V,hodíti,yurmoq
845,schreiten::V,stópati,yurmoq
846,spazierengehen::V,na sprehòd íti,sayr ätmoq
847,eilen::V,drvéti,tezlamoq
848,sich beeilen::V,hitéti,shoshmoq
849,sausen::V,dírkati,chopqillamoq
850,rennen::V,dírjati,yugurmoq
851,springen::V,skákati,sakramoq
852,klettern::V,plézati,yuqorilamoq
853,schaukeln::V,kolébati,irg'amoq
854,kriechen::V,pláziti se,ämaklamoq
855,schwimmen::V,plávati,suzmoq
856,tauchen::V,potápljati se,chu'mmoq
857,rudern::V,vesláti,eshkak eshmoq
858,fahren::V,vozíti se,haydamoq
859,fahren::V,peljáti se,haydamoq
860,fliegen::V,létati,uchmoq
861,gehen::V,íti,bormoq
862,weggehen::V,odíti,ketoq
863,abfahren::V,odpeljáti se,jo'namoq
864,anhalten::V,ustáviti se,to'xtamoq
865,hineingehen::V,íti nóter,kirmoq
866,eintreten::V,vstopíti,kirmoq
867,kommen::V,príti,kelmoq
868,ankommen::V,prispéti,etib kelmoq
869,ankommen::V,prihájati,etib kelmoq
870,zurückkommen::V,vrníti se,qaytib kelmoq
871,bleiben::V,ostáti,qolmoq
872,warten::V,čákati,poylamoq
873,erwarten::V,pričakováti,kutmoq
874,suchen::V,iskáti,izlamoq
875,finden::V,nájti,topmoq
876,versuchen::V,poskúšati,chalishmoq
877,vorbereiten::V,pripráviti,hozirlamoq
878,lieben::V,ljubíti,sevmoq
879,mögen::V,márati,ardoqlamoq
880,lachen::V,smejáti se,kulmoq
881,rühren::V,ganíti,ta'sirlantirmoq
882,weinen::V,jókati,yig'lamoq
883,weinen::V,plákati,yig'lamoq
884,schimpfen::V,psováti,koyinmoq
885,schimpfen::V,zmérjati,koyinmoq
886,sich ärgern::V,jezíti se,g'azab qilmoq
887,sich fürchten::V,báti se,hurkmoq
888,fürchten::V,báti se,qo'rqmoq
889,fliehen::V,bežáti,qochmoq
890,flüchten::V,pobégniti,qochmoq
891,sehen::V,vídeti,ko'rmoq
892,anschauen::V,oglédati,razm solmoq
893,ansehen::V,glédati,razm qilmoq
894,hören::V,slíšati,äshitmoq
895,zuhören::V,poslúšati,tinglamoq
896,probieren::V,poskúšati,tatib ko'rmoq
897,riechen::V,dúhati,iskamoq
898,fühlen::V,čutíti,sezmoq
899,scheinen::V,zdéti se,tuyilmoq
900,zu sehen sein::V,vídeti se,ko'rinmoq
901,vernehmen::V,čúti,äshitmoq
902,frieren::V,zébsti,sovuq qotmoq
903,tun::V,délati,ätmoq
904,können::V,môči,-a olmoq
905,können::V,môči,-y olmoq
906,wollen::V,hotéti,istamoq
907,anfangen::V,začéti,boshlamoq
908,beenden::V,dokončáti,bitirmoq
909,aufhören::V,prenéhati,tinmoq
910,gelingen::V,uspéti,muvaffaqiyat qozonmoq
911,gelingen::V,posréčiti se,muvaffaqiyat qozonmoq
912,geraten::V,obnêsti se,bo'lmoq
913,öffnen::V,odpréti,ochmoq
914,schließen::V,zapréti,yopmoq
915,stellen::V,postáviti,qo'ymoq
916,setzen::V,posadíti,o'tqazmoq
917,legen::V,položíti,yotqizmoq
918,berühren::V,dotíkati se,tegmoq
919,verbinden::V,obvézati,ulamoq
920,bedecken::V,pokríti,bekitmoq
921,aufhängen::V,obésiti,ildirmoq
922,anzünden::V,zažgáti,yondirmoq
923,aufheben::V,vzdígniti,ko'tarmoq
924,zurücklassen::V,zapustíti,ayrilmoq
925,verlieren::V,izgubíti,yo'qotmoq
926,fallen lassen::V,navréči,tushirmoq
927,machen::V,naredíti,qilmoq
928,machen::V,napráviti,qilmoq
929,herstellen::V,izdélati,chiqarmoq
930,bauen::V,gradíti,solmoq
931,reparieren::V,popráviti,tuzatmoq
932,verbessern::V,izbóljšati,isloh qilmoq
933,ändern::V,spremeníti,o'zgartirmoq
934,graben::V,kopáti,qazimoq
935,graben::V,grêbsti,qazimoq
936,beugen::V,upogníti,bukmoq
937,biegen::V,zavíjati,bukmoq
938,drehen::V,vrtéti,aylantirmoq
939,wenden::V,obrníti,burmoq
940,umdrehen::V,zasúkati,ag'darmoq
941,heben::V,dvígati,yuksaltirmoq
942,hochheben::V,privzdígniti,ko'tarmoq
943,ergreifen::V,zgrábiti,tutamlamoq
944,halten::V,držáti,tutmoq
945,drücken::V,tiščáti,bosmoq
946,schieben::V,ríniti,surmoq
947,kratzen::V,práskati,qashimoq
948,lecken::V,lízati,mijimoq
949,beißen::V,grísti,tishlamoq
950,abreißen::V,odtŕgati,emirmoq
951,abschneiden::V,odrézati,cho'rt kesmoq
952,binden::V,vézati,bog'lamoq
953,stecken::V,vtakníti,suqmoq
954,brechen::V,lomíti,sindirmoq
955,klopfen::V,tólči,dukurlamoq
956,hauen::V,séči,urmoq
957,kleben::V,lépiti,yopishtirmoq
958,reiben::V,tréti,surkamoq
959,reiben::V,dŕgniti,surkamoq
960,streichen::V,namázati,surkamoq
961,schleifen::V,brúsiti,qayramoq
962,schneiden::V,rézati,kesmoq
963,rütteln::V,strésti,chayqamoq
964,schütteln::V,majáti,chayqamoq
965,schwenken::V,obrníti,chayqatmoq
966,schütten::V,sípati,quymoq
967,füllen::V,napolníti,to'ldirmoq
968,einwickeln::V,zavíti,chulg'amoq
969,tragen::V,nêsti,tashimoq
970,schleppen::V,vláčiti,sudramoq
971,ziehen::V,vléči,tortmoq
972,aufbewahren::V,shranjeváti,tutmoq
973,werfen::V,lúčati,tashlamoq
974,fangen::V,ujéti,tutmoq
975,packen::V,prijéti,opqochmoq
976,verstecken::V,skríti,yashirmoq
977,teilen::V,razdelíti,bo'lmoq
978,schicken::V,pošíljati,yubormoq
979,bringen::V,prinêsti,keltirmoq
980,hinzufügen::V,pristáviti,tirkamoq
981,bekommen::V,dobíti,olmoq
982,erhalten::V,prejéti,olmoq
983,nehmen::V,vzéti,olmoq
984,wählen::V,izbírati,saylamoq
985,auswählen::V,izbráti,saylamoq
986,bewahren::V,ohraníti,saqlamoq
987,behindern::V,ovírati,xalal bermoq
988,verderben::V,pokváriti,xazon qilmoq
989,beschädigen::V,poškodováti,buzmoq
990,zerbrechen::V,razlomíti,sindirmoq
991,zerreißen::V,raztŕgati,yirtmoq
992,zerstören::V,razrúšiti,vayron qilmoq
993,verbrennen::V,sežgáti,kuydirmoq
994,geben::V,dáti,bermoq
995,reichen::V,séči,bermoq
996,reichen::V,molíti,bermoq
997,schenken::V,podáriti,sovg'a qilmoq
998,versprechen::V,obljubíti,va'da bermoq
999,wünschen::V,vóščiti,orziqmoq
1000,loben::V,hváliti,maqtamoq
1001,küssen::V,poljubováti,o'pmoq
1002,wiegen::V,zíbati,tebratmoq
1003,zudecken::V,pokríti,yopmoq
1004,wecken::V,zbudíti,uyg'otmoq
1005,zeigen::V,pokázati,ko'rsatmoq
1006,führen::V,vêsti,boshlik bo'lmoq
1007,lehren::V,učíti,o'rgatmoq
1008,unterrichten::V,poučeváti,dars bermoq
1009,aufziehen::V,vzgojíti,o'stirmoq
1010,leiten::V,uprávljati,boshqarmoq
1011,antreiben::V,goníti,shoshiltirmoq
1012,lassen::V,povzročíti,ruxsat bermoq
1013,einladen::V,povábiti,taklif kilmoq
1014,vereinigen::V,zdrúžiti,qo'shmoq
1015,besuchen::V,obiskáti,mehmonga bormoq
1016,treffen::V,pogodíti,duchor bo'lmoq
1017,sich versammeln::V,zbráti se,to'planmoq
1018,spielen::V,igráti se,o'ynamoq
1019,singen::V,péti,yalla qilmoq
1020,tanzen::V,plésati,raqs qilmoq
1021,sich trennen::V,ločíti se,yakkalanmoq
1022,verlassen::V,zapustíti,qoldirmoq
1023,retten::V,réšiti,qutqazmoq
1024,bewachen::V,strážiti,qo'rimoq
1025,schützen::V,sčítiti,yoniga olmoq
1026,verteidigen::V,braníti,yoqlamoq
1027,sich schlagen::V,têpsti se,yoqalashmoq
1028,schießen::V,stréljati,otmoq
1029,siegen::V,zmágati,engmoq
1030,ärgern::V,jezíti,jahl chiqarmoq
1031,ärgern::V,razbúriti,jahl chiqarmoq
1032,schlagen::V,têpsti,urmoq
1033,schlagen::V,udáriti,urmoq
1034,treten::V,teptáti,tepmoq
1035,stechen::V,ubôsti,qadamoq
1036,stoßen::V,peháti,turtmoq
1037,stoßen::V,drégniti,turtmoq
1038,stehlen::V,ukrásti,o'g'rilamoq
1039,stehlen::V,pokrásti,o'g'rilamoq
1040,stören::V,motíti,tebratmoq
1041,belästigen::V,nadlegováti,g'ashini keltirmoq
1042,verbergen::V,skríti,berkitmoq
1043,täuschen::V,slepíti,aldamoq
1044,betrügen::V,várati,tirriq qilmoq
1045,betrügen::V,ogoljufáti,tirriq qilmoq
1046,töten::V,ubíti,o'ldirmoq
1047,wohnen::V,prebívati,istiqomat qilmoq
1048,arbeiten::V,délati,ishlamoq
1049,sammeln::V,zbráti,yig'moq
1050,pflücken::V,obráti,termoq
1051,jagen::V,lovíti,ov qilmoq
1052,fischen::V,ribáriti,baliq ovlamoq
1053,fassen::V,zajéti,ilinmoq
1054,hüten::V,pásti,boqtirmoq
1055,treiben::V,pogánjati,haydamoq
1056,anbinden::V,privézati,bog'lamoq
1057,füttern::V,kŕmiti,edirmoq
1058,melken::V,mólsti,sog'moq
1059,hacken::V,sékati,chopmoq
1060,gießen::V,ulíti,oqizmoq
1061,reifen::V,zoréti,qizarmoq
1062,zubereiten::V,pripráviti,pishirmoq
1063,kochen::V,kúhati,qaynatmoq
1064,backen::V,cvréti,yopmoq
1065,braten::V,pêči,qovurmoq
1066,umrühren::V,preméšati,atalamoq
1067,stricken::V,plêsti,to'qimoq
1068,nähen::V,šívati,tikmoq
1069,färben::V,bárvati,bo'yoqlamoq
1070,reinigen::V,očístiti,tozalamoq
1071,waschen::V,opráti,yuvmoq
1072,abwischen::V,obrísati,surkamoq
1073,spülen::V,splakováti,chaymoq
1074,fegen::V,pométati,cho'tkalamoq
1075,kehren::V,mésti,supurmoq
1076,baden::V,kópati se,cho'milmoq
1077,sich waschen::V,umíti se,yuvinmoq
1078,ausziehen::V,izvléči,echintirmoq
1079,anziehen::V,obléči,kiymoq
1080,sich anziehen::V,obléči se,kiyinmoq
1081,kämmen::V,česáti,taramoq
1082,schmücken::V,okrasíti,yasatmoq
1083,sagen::V,dejáti,aytmoq
1084,sprechen::V,govoríti,so'zlamoq
1085,reden::V,rêči,gapirmoq
1086,sich unterhalten::V,razgovárjati se,suhbatlashmoq
1087,fragen::V,vprášati,so'ramoq
1088,bitten::V,prosíti,iltimos qilmoq
1089,erzählen::V,práviti,aytib bermoq
1090,mitteilen::V,naznániti,bildirmoq
1091,nennen::V,imenováti,atamoq
1092,rufen::V,klícati,chaqirmoq
1093,prahlen::V,baháti se,gerdaymoq
1094,übersetzen::V,prevêsti,tarjima qilmoq
1095,denken::V,mísliti,o'ylamoq
1096,glauben::V,verjéti,ishonmoq
1097,bemerken::V,opáziti,payqamoq
1098,erkennen::V,spoznáti,tanimoq
1099,begreifen::V,pôjmiti,tushunmoq
1100,verstehen::V,razuméti,anglamoq
1101,lernen::V,učíti se,o'qimoq
1102,wissen::V,znáti,bilmoq
1103,wissen::V,védeti,bilmoq
1104,sich erinnern an::V,spómniti se,äsni tanimoq
1105,vergessen::V,pozábiti,unutmoq
1106,messen::V,mériti,o'lchamoq
1107,zählen::V,štéti,raqamlamoq
1108,rechnen::V,račúnati,cho'tlamoq
1109,lesen::V,bráti,o'qimoq
1110,lesen::V,čítati,o'qimoq
1111,malen::V,slíkati,rasm solmoq
1112,zeichnen::V,rísati,chizmoq
1113,schreiben::V,písati,yozmoq
1114,besitzen::V,iméti,ägalamoq
1115,kaufen::V,kupíti,olmoq
1116,verkaufen::V,prodáti,sotmoq
1117,bezahlen::V,pláčati,to'lamoq
1118,zahlen::V,plačeváti,to'lamoq
1119,beherrschen::V,obvládati,ägalamoq
1120,ertragen::V,prenêsti,chidamoq
1121,Verstand::N,,aql
