,Concept_ID,it,el
740,schlank::A,snello,λεπτός
741,schlank::A,snello,λυγερός
742,schlank::A,slanciato,λεπτός
743,schlank::A,slanciato,λυγερός
744,hübsch::A,bello,όμορφος
745,hübsch::A,bello,χαριτωμένος
746,hübsch::A,carino,όμορφος
747,hübsch::A,carino,χαριτωμένος
748,böse::A,cattivo,κακός
749,dumm::A,stùpido,κουτός
750,dumm::A,stùpido,ανόητος
751,faul::A,pigro,τεμπέλης
752,fleißig::A,diligente,εργατικός
753,geizig::A,avaro,τσιγγούνης
754,klug::A,intelligente,έξυπνος
755,geschickt::A,àbile,επιδέξιος
756,lieb::A,caro,φίλος
757,lieb::A,caro,αγαπητός
758,lustig::A,gaio,εύθυμος
759,lustig::A,gaio,χαρούμενος
760,lustig::A,allegro,εύθυμος
761,lustig::A,allegro,χαρούμενος
762,sanft::A,dolce,ήπιος
763,hungrig::A,affamato,πεινασμένος
764,krank::A,malato,άρρωστος
765,krank::A,infermo,άρρωστος
766,nackt::A,nudo,γυμνός
767,traurig::A,triste,λυπημένος
768,lebendig::A,vivo,ζωντανός
769,gut::A,buono,καλός
770,schlecht::A,cattivo,κακός
771,richtig::A,giusto,σωστός
772,schlimm::A,grave,άσχημος
773,wahr::A,vero,αληθής
774,wahr::A,vero,αληθινός
775,alt::A,vecchio,παλιός
776,neu::A,nuovo,νέος
777,neu::A,nuovo,καινούργιος
778,ehemalig::A,vecchio,παλιός
779,ehemalig::A,d'una_volta,παλιός
780,alt[Lebewesen]::A,anziano,γέρος
781,jung::A,giovane,νέος
782,arm::A,pòvero,φτωχός
783,reich::A,ricco,πλούσιος
784,bekannt::A,noto,γνωστός
785,bekannt::A,conosciuto,γνωστός
786,berühmt::A,famoso,περίφημος
787,berühmt::A,famoso,ξακουσμένος
788,berühmt::A,cèlebre,περίφημος
789,berühmt::A,cèlebre,ξακουσμένος
790,fremd::A,estràneo,ξένος
791,fremd::A,straniero,ξένος
792,verschieden::A,diverso,διαφορετικός
793,verschieden::A,differente,διαφορετικός
794,nah::A,vicino,κοντινός
795,nah::A,propinquo,κοντινός
796,fern::A,lontano,μακριά
797,linker::A,sinistro,αριστερός
798,rechter::A,destro,δεξιός
799,anderer::A,altro,άλλος
800,erster::A,primo,πρώτος
801,zweiter::A,secondo,δεύτερος
802,dritter::A,terzo,τρίτος
803,letzter::A,ùltimo,τελευταίος
804,allein::ADV,solo,μόνος
805,allein::ADV,da solo,μόνος
806,auf einmal::ADV,insieme,εφάπαξ
807,zusammen::ADV,insieme,μαζί
808,lange::ADV,a lungo,πολύν καιρό
809,plötzlich::ADV,all'improvviso,έξαφνα
810,sofort::ADV,sùbito,αμέσως
811,sofort::ADV,all'istante,αμέσως
812,später::ADV,più tardi,αργότερα
813,jetzt::ADV,ora,τώρα
814,jetzt::ADV,adesso,τώρα
815,heute::ADV,oggi,σήμερα
816,morgen::ADV,domani,αύριο
817,bald::ADV,presto,σε λίγο
818,bald::ADV,presto,εντός ολίγου
819,bald::ADV,tra poco,σε λίγο
820,bald::ADV,tra poco,εντός ολίγου
821,dann::ADV,allora,ύστερα
822,gestern::ADV,ieri,χτες
823,einst::ADV,prima,ποτέ
824,einst::ADV,prima,άλλοτε
825,einst::ADV,un tempo,ποτέ
826,einst::ADV,un tempo,άλλοτε
827,damals::ADV,allora,τότε
828,danach::ADV,poi,μετά
829,danach::ADV,poi,ύστερα
830,danach::ADV,dopo,μετά
831,danach::ADV,dopo,ύστερα
832,vorher::ADV,prima,πριν
833,vorher::ADV,prima,προηγουμένως
834,zuerst::ADV,prima,πρώτα
835,zuerst::ADV,dapprima,πρώτα
836,einmal::ADV,una volta,μία φορά
837,manchmal::ADV,talvolta,κάποτε
838,manchmal::ADV,qualche volta,κάποτε
839,oft::ADV,spesso,συχνά
840,oft::ADV,spesso,πολλές φορές
841,immer::ADV,sempre,πάντα
842,immer::ADV,sempre,πάντοτε
843,niemals::ADV,non mai,ποτέ
844,hier::ADV,qua,εδώ
845,hierhin::ADV,qua,εδώ
846,von hier::ADV,ne,από δω
847,von hier::ADV,da qui,από δω
848,dort::ADV,lì,εκεί
849,dorthin::ADV,là,προς τα κει
850,geradeaus::ADV,diritto,κατευθείαν
851,vorwärts::ADV,avanti,εμπρός
852,rückwärts::ADV,all'indietro,πίσω
853,zurück::ADV,di indietro,πίσω
854,unten::ADV,giù,κάτω
855,unten::ADV,sotto,κάτω
856,hinab::ADV,giù,προς τα κάτω
857,hinab::ADV,in giù,προς τα κάτω
858,oben::ADV,su,πάνω
859,oben::ADV,su,επάνω
860,oben::ADV,sopra,πάνω
861,oben::ADV,sopra,επάνω
862,hinauf::ADV,in sù,προς τα πάνω
863,hinauf::ADV,in alto,προς τα πάνω
864,überall::ADV,dappertutto,παντού
865,nicht::ADV,non,δεν
866,ein wenig::ADV,un po',λιγάκι
867,ein wenig::ADV,un poco,λιγάκι
868,kaum::ADV,a appena,μόλις
869,sehr::ADV,molto,πολύ
870,so::ADV,così,έτσι
871,so::ADV,tanto,έτσι
872,noch::ADV,ancora,ακόμα
873,nur::ADV,solo,μόνο
874,nur::ADV,soltanto,μόνο
875,schon::ADV,già,ήδη
876,schon::ADV,già,κιόλας
877,wieder::ADV,di nuovo,ξανά
878,vergebens::ADV,invano,μάταια
879,vor::PRP,davanti a,μπροστά σε
880,vor::PRP,davanti a,μπροστά από
881,hinter::PRP,dietro,πίσω από 
882,unter::PRP,sotto,υπό
883,unter::PRP,sotto,κάτω από
884,durch::PRP,per,διά
885,durch::PRP,per,διά μέσου
886,durch::PRP,attraverso,διά
887,durch::PRP,attraverso,διά μέσου
888,neben::PRP,a accanto a,δίπλα σε
889,zwischen::PRP,fra,μεταξύ
890,zwischen::PRP,fra,ανάμεσα σε
891,wegen::PRP,a causa di,για
892,wegen::PRP,a causa di,λόγω
893,dies::PRN,ciò,αυτό
894,dies::PRN,questo,αυτό
895,das::PRN,ciò,το
896,das::PRN,quello,το
897,alles::PRN,tutto,όλα
898,ich::PRN,ìo,εγώ
899,du::PRN,tu,σύ
900,du::PRN,tu,εσύ
901,er::PRN,lui,αυτός
902,er::PRN,egli,αυτός
903,wir::PRN,noi,εμείς
904,ihr::PRN,voi,εσείς
905,sie::PRN,loro,αυτοί
906,was::FPRN,che,τι
907,was::FPRN,che cosa,τι
908,wer::FPRN,chi,ποιος
909,wo::FADV,dove,πού
910,wohin::FADV,dove,πού
911,wohin::FADV,dove,για πού
912,wie::FADV,come,πώς
913,warum::FADV,perche,γιατί
914,wieviel::FNUM,quanto,πόσος
915,eins::NUM,uno,ένα
916,zwei::NUM,due,δύο
917,drei::NUM,tre,τρία
918,drei::NUM,tre,τρεις
919,vier::NUM,quattro,τέσσερα
920,vier::NUM,quattro,τέσσερις
921,fünf::NUM,cinque,πέντε
922,sechs::NUM,sei,έξι
923,sieben::NUM,sette,εφτά
924,acht::NUM,otto,οχτώ
925,neun::NUM,nove,εννιά
926,zehn::NUM,dieci,δέκα
927,elf::NUM,ùndici,έντεκα
928,zwölf::NUM,dodici,δώδεκα
929,zwanzig::NUM,venti,είκοσι
930,dreißig::NUM,trenta,τριάντα
931,vierzig::NUM,quaranta,σαράντα
932,fünfzig::NUM,cinquanta,πενήντα
933,sechzig::NUM,sessanta,εξήντα
934,siebzig::NUM,settanta,εβδομήντα
935,achtzig::NUM,ottanta,ογδόντα
936,neunzig::NUM,novanta,ενενήντα
937,hundert::NUM,cento,εκατό
938,tausend::NUM,mille,χίλιοι
939,und::CNJ,e,και
940,oder::CNJ,o,ή
941,stehen::V,stare in piedi,στέκομαι
942,stehen::V,stare in piedi,είμαι όρθιος
943,sitzen::V,sedere,κάθομαι
944,sitzen::V,stare seduto,κάθομαι
945,liegen::V,giacere,είμαι ξαπλωμένος
946,hängen::V,pèndere,κρέμομαι
947,hängen::V,èssere appeso,κρέμομαι
948,werden::V,farsi,γίνομαι
949,werden::V,diventare,γίνομαι
950,passieren::V,succèdere,συμβαίνω
951,beginnen::V,cominciare,αρχίζω
952,enden::V,finire,τελειώνω
953,enden::V,terminare,τελειώνω
954,wechseln::V,variare,αλλάζω
955,wechseln::V,cambiare,αλλάζω
956,aufgehen[Sonne]::V,sòrgere,βγαίνω
957,aufgehen[Sonne]::V,sòrgere,ανατέλλω
958,aufgehen[Sonne]::V,spuntare,βγαίνω
959,aufgehen[Sonne]::V,spuntare,ανατέλλω
960,untergehen[Sonne]::V,tramontare,δύω
961,untergehen[Sonne]::V,tramontare,βασιλεύω
962,scheinen[Sonne]::V,splèndere,λάμπω
963,donnern::V,tonare,βροντώ
964,wehen::V,soffiare,φυσώ
965,strömen::V,fluire,ρέω
966,strömen::V,fluire,τρέχω
967,fließen::V,fluire,ρέω
968,fließen::V,scorrere,ρέω
969,sich drehen::V,girarsi,γυρίζω
970,sich drehen::V,girarsi,στρέφομαι
971,schwanken::V,oscillare,ταλαντεύομαι
972,schwanken::V,barcollare,ταλαντεύομαι
973,schwingen::V,vibrare,αιωρούμαι
974,schwingen::V,vibrare,ταλαντεύομαι
975,schwingen::V,oscillare,αιωρούμαι
976,schwingen::V,oscillare,ταλαντεύομαι
977,fallen::V,cadere,πέφτω
978,brennen::V,àrdere,καίω
979,brennen::V,bruciare,καίω
980,rauchen::V,fumare,καπνίζω
981,regnen::V,piòvere,βρέχω
982,gefrieren::V,gelarsi,παγώνω
983,gefrieren::V,congelarsi,παγώνω
984,tauen::V,sciògliersi,λειώνω
985,schmelzen::V,fòndere,λειώνω
986,schmelzen::V,sciògliersi,λειώνω
987,trocknen::V,asciugarsi,στεγνώνω
988,sieden::V,bollire,βράζω
989,faulen::V,marcire,σαπίζω
990,verfaulen::V,imputridire,σαπίζω
991,reißen::V,strapparsi,σχίζω
992,versinken::V,affondare,βουλιάζω
993,versinken::V,affondare,βυθίζομαι
994,vergehen::V,passare,περνώ
995,erscheinen::V,apparire,εμφανίζομαι
996,erscheinen::V,comparire,εμφανίζομαι
997,verschwinden::V,sparire,χάνομαι
998,verschwinden::V,sparire,εξαφανίζομαι
999,verschwinden::V,scomparire,χάνομαι
1000,verschwinden::V,scomparire,εξαφανίζομαι
1001,sinken::V,calare,κατεβαίνω
1002,sinken::V,scendere,κατεβαίνω
1003,abnehmen::V,diminuire,μειώνομαι 
1004,zunehmen::V,aumentare,αυξάνω
1005,zunehmen::V,aumentare,μεγαλώνω
1006,steigen::V,salire,ανεβαίνω
1007,steigen::V,montare,ανεβαίνω
1008,wachsen::V,crescere,μεγαλώνω
1009,glänzen::V,splèndere,γυαλίζω
1010,funkeln::V,brillare,αστράφτω
1011,funkeln::V,brillare,σπιθοβολώ
1012,funkeln::V,scintillare,αστράφτω
1013,funkeln::V,scintillare,σπιθοβολώ
1014,lärmen::V,strepitare,θορυβώ
1015,lärmen::V,fare chiasso,θορυβώ
1016,läuten::V,suonare,χτυπώ 
1017,klingeln::V,suonare,κουδουνίζω
1018,klirren::V,tintinnare,κουδουνίζω
1019,brausen::V,rombare,βουΐζω
1020,brausen::V,rumoreggiare,βουΐζω
1021,rauschen::V,frusciare,βουΐζω
1022,klingen::V,suonare,ηχώ
1023,bellen::V,latrare,γαυγίζω
1024,bellen::V,abbaiare,γαυγίζω
1025,heulen::V,urlare,ουρλιάζω
1026,heulen::V,ululare,ουρλιάζω
1027,blasen::V,soffiare,φυσώ
1028,pfeifen::V,fischiare,σφυρίζω
1029,schreien::V,gridare,κραυγάζω
1030,stöhnen::V,gèmere,βογγώ
1031,zittern::V,tremare,τρέμω
1032,leben::V,vìvere,ζω
1033,geboren werden::V,nàscere,γεννιέμαι
1034,atmen::V,respirare,αναπνέω
1035,trinken::V,bere,πίνω
1036,essen::V,mangiare,τρώω
1037,schlucken::V,inghiottire,καταπίνω
1038,müde werden::V,stancarsi,κουράζομαι
1039,einschlafen::V,addormentarsi,αποκοιμιέμαι
1040,schlafen::V,dormire,κοιμάμαι
1041,aufwachen::V,svegliarsi,ξυπνώ
1042,aufstehen::V,levarsi,σηκώνομαι
1043,sich erholen::V,riposarsi,ξεκουράζομαι
1044,krank werden::V,ammalarsi,αρρωσταίνω
1045,krank sein::V,èssere malato,ασθενώ
1046,schmerzen::V,dolere,πονώ
1047,husten::V,tossire,βήχω
1048,genesen::V,guarire,θεραπεύομαι
1049,sterben::V,morire,πεθαίνω
1050,umkommen::V,perire,πεθαίνω
1051,sich bewegen::V,agitarsi,κουνιέμαι
1052,sich rühren::V,muòversi,σαλεύω
1053,sich erheben::V,alzarsi,επαναστατώ
1054,sich setzen::V,sedersi,κάθομαι
1055,hinfallen::V,cadere,πέφτω κάτω
1056,laufen::V,camminare,τρέχω
1057,laufen::V,andare a piedi,τρέχω
1058,schreiten::V,andare,βαδίζω
1059,schreiten::V,procedere,βαδίζω
1060,spazierengehen::V,passeggiare,κάνω βόλτα
1061,spazierengehen::V,passeggiare,πηγαίνω περίπατο
1062,spazierengehen::V,andare a passeggio,κάνω βόλτα
1063,spazierengehen::V,andare a passeggio,πηγαίνω περίπατο
1064,eilen::V,andare in fretta,σπεύδω
1065,sich beeilen::V,affrettarsi,βιάζομαι
1066,sausen::V,volare,τρέχω γρήγορα
1067,sausen::V,correre,τρέχω γρήγορα
1068,rennen::V,correre,τρέχω
1069,springen::V,saltare,πηδώ
1070,klettern::V,arrampicarsi,σκαρφαλώνω
1071,schaukeln::V,fare l'altalena,κουνιέμαι
1072,kriechen::V,strisciare,έρπω
1073,kriechen::V,strisciare,σέρνομαι
1074,schwimmen::V,nuotare,κολυμπώ
1075,tauchen::V,tuffarsi,βουτώ
1076,tauchen::V,immèrgersi,βουτώ
1077,rudern::V,remare,κωπηλατώ
1078,fahren::V,andare,πηγαίνω
1079,fahren::V,viaggiare,πηγαίνω
1080,fliegen::V,volare,πετώ
1081,gehen::V,andare,βαδίζω
1082,gehen::V,andare,πηγαίνω
1083,weggehen::V,andàrsene,φεύγω
1084,weggehen::V,andare via,φεύγω
1085,abfahren::V,partire,ξεκινώ
1086,abfahren::V,partire,αναχωρώ
1087,anhalten::V,fermarsi,σταματώ
1088,hineingehen::V,entrare,μπαίνω
1089,eintreten::V,entrare,μπαίνω
1090,eintreten::V,entrare,εισέρχομαι
1091,kommen::V,venire,έρχομαι
1092,ankommen::V,arrivare,φτάνω
1093,zurückkommen::V,ritornare,επιστρέφω
1094,bleiben::V,restare,μένω
1095,bleiben::V,rimanere,μένω
1096,warten::V,aspettare,περιμένω
1097,erwarten::V,attèndere,αναμένω
1098,erwarten::V,attèndere,περιμένω
1099,suchen::V,cercare,ψάχνω
1100,finden::V,trovare,βρίσκω
1101,versuchen::V,tentare,προσπαθώ
1102,vorbereiten::V,preparare,προετοιμάζω
1103,lieben::V,amare,αγαπώ
1104,mögen::V,piacere a,μου αρέσει
1105,mögen::V,volere bene a,μου αρέσει
1106,lachen::V,rìdere,γελώ
1107,rühren::V,commuòvere,συγκινώ
1108,weinen::V,piàngere,κλαίω
1109,schimpfen::V,imprecare,βρίζω
1110,sich ärgern::V,stizzirsi,θυμώνω
1111,sich ärgern::V,arrabbiarsi,θυμώνω
1112,sich fürchten::V,avere paura,φοβάμαι
1113,fürchten::V,temere,φοβάμαι
1114,fliehen::V,fuggire,φεύγω
1115,flüchten::V,sfuggire,δραπετεύω
1116,sehen::V,vedere,βλέπω
1117,anschauen::V,guardare,κοιτάζω
1118,ansehen::V,guardare,βλέπω
1119,hören::V,udire,ακούω
1120,hören::V,sentire,ακούω
1121,zuhören::V,ascoltare,ακούω
1122,probieren::V,degustare,δοκιμάζω
1123,probieren::V,assaggiare,δοκιμάζω
1124,riechen::V,sentire,μυρίζω
1125,riechen::V,sentire,οσφραίνομαι
1126,fühlen::V,sentire,αισθάνομαι
1127,scheinen::V,parere,φαίνομαι
1128,scheinen::V,sembrare,φαίνομαι
1129,zu sehen sein::V,vedersi,φαίνομαι
1130,vernehmen::V,sentire,ακούω
1131,vernehmen::V,sentire,μαθαίνω
1132,vernehmen::V,percepire,ακούω
1133,vernehmen::V,percepire,μαθαίνω
1134,frieren::V,aver freddo,κρυώνω
1135,tun::V,fare,κάνω
1136,können::V,sapere,ξέρω
1137,können::V,sapere,μπορώ
1138,wollen::V,volere,θέλω
1139,anfangen::V,iniziare,αρχίζω
1140,anfangen::V,cominciare,αρχίζω
1141,beenden::V,finire,τελειώνω
1142,beenden::V,terminare,τελειώνω
1143,aufhören::V,finire,παύω
1144,aufhören::V,cessare,παύω
1145,gelingen::V,riuscire,πετυχαίνω
1146,geraten::V,stare,γίνομαι
1147,öffnen::V,aprire,ανοίγω
1148,schließen::V,chiùdere,κλείνω
1149,stellen::V,porre,θέτω
1150,stellen::V,mettere,θέτω
1151,setzen::V,porre,θέτω
1152,setzen::V,mettere,θέτω
1153,legen::V,posare,θέτω
1154,legen::V,mettere,θέτω
1155,berühren::V,toccare,εγγίζω
1156,verbinden::V,unire,συνδέω
1157,verbinden::V,congiùngere,συνδέω
1158,bedecken::V,coprire,σκεπάζω
1159,bedecken::V,ricoprire,σκεπάζω
1160,aufhängen::V,attaccare,κρεμώ
1161,anzünden::V,accèndere,ανάβω
1162,anzünden::V,incendiare,ανάβω
1163,aufheben::V,raccògliere,σηκώνω
1164,zurücklassen::V,lasciare,εγκαταλείπω
1165,zurücklassen::V,lasciare indietro,εγκαταλείπω
1166,verlieren::V,pèrdere,χάνω
1167,fallen lassen::V,lasciare cadere,αφήνω να πέσει
1168,machen::V,fare,κάνω
1169,machen::V,fare,φτιάχνω
1170,herstellen::V,produrre,κατασκευάζω
1171,herstellen::V,fabbricare,κατασκευάζω
1172,bauen::V,costruire,χτίζω
1173,bauen::V,costruire,οικοδομώ
1174,reparieren::V,riparare,επισκευάζω
1175,reparieren::V,riparare,επιδιορθώνω
1176,verbessern::V,migliorare,βελτιώνω
1177,verbessern::V,migliorare,καλυτερεύω
1178,ändern::V,mutare,αλλάζω
1179,ändern::V,cambiare,αλλάζω
1180,graben::V,scavare,σκάβω
1181,beugen::V,chinare,λυγίζω
1182,beugen::V,flettere,λυγίζω
1183,biegen::V,tòrcere,κάμπτω
1184,drehen::V,girare,στρέφω
1185,wenden::V,girare,γυρίζω
1186,wenden::V,voltare,γυρίζω
1187,umdrehen::V,rivoltare,γυρίζω
1188,heben::V,levare,υψώνω
1189,heben::V,levare,σηκώνω
1190,hochheben::V,levare,υψώνω
1191,hochheben::V,levare,σηκώνω
1192,hochheben::V,sollevare,υψώνω
1193,hochheben::V,sollevare,σηκώνω
1194,ergreifen::V,afferrare,πιάνω
1195,ergreifen::V,afferrare,αρπάζω
1196,halten::V,tenere,βαστώ
1197,drücken::V,premere,πιέζω
1198,schieben::V,spìngere,σπρώχνω
1199,kratzen::V,grattare,γρατσουνίζω
1200,kratzen::V,graffiare,γρατσουνίζω
1201,lecken::V,leccare,γλείφω
1202,beißen::V,mòrdere,δαγκάνω
1203,abreißen::V,staccarsi,κόβω
1204,abreißen::V,staccarsi,σχίζω
1205,abreißen::V,strapparsi,κόβω
1206,abreißen::V,strapparsi,σχίζω
1207,abschneiden::V,tagliare,αποκόπτω
1208,binden::V,legare,δένω
1209,binden::V,bendare,δένω
1210,stecken::V,ficcare,χώνω
1211,brechen::V,rompere,σπάζω
1212,klopfen::V,bàttere,χτυπώ
1213,klopfen::V,bàttere,τινάζω
1214,hauen::V,picchiare,χτυπώ
1215,kleben::V,incollare,κολλώ
1216,reiben::V,fregare,τρίβω
1217,streichen::V,spalmare,αλείφω
1218,schleifen::V,arrotare,ακονίζω
1219,schneiden::V,tagliare,κόβω
1220,rütteln::V,scuòtere,σείω
1221,rütteln::V,scuòtere,τινάζω
1222,schütteln::V,agitare,σείω
1223,schütteln::V,agitare,κουνώ
1224,schütteln::V,scuòtere,σείω
1225,schütteln::V,scuòtere,κουνώ
1226,schwenken::V,agitare,κουνώ
1227,schwenken::V,sventolare,κουνώ
1228,schütten::V,versare,χύνω
1229,füllen::V,riempire,γεμίζω
1230,einwickeln::V,involtare,τυλίγω
1231,tragen::V,portare,φέρνω
1232,schleppen::V,trainare,κουβαλώ
1233,schleppen::V,trascinare,κουβαλώ
1234,ziehen::V,tirare,τραβώ
1235,aufbewahren::V,custodire,φυλάω
1236,aufbewahren::V,conservare,φυλάω
1237,werfen::V,gettare,ρίχνω
1238,werfen::V,lanciare,ρίχνω
1239,fangen::V,prèndere,πιάνω
1240,fangen::V,acchiappare,πιάνω
1241,packen::V,pigliare,τσακώνω
1242,packen::V,afferrare,τσακώνω
1243,verstecken::V,nascondere,κρύβω
1244,teilen::V,divìdere,μερίζω
1245,schicken::V,inviare,στέλνω
1246,bringen::V,portare,φέρνω
1247,bringen::V,apportare,φέρνω
1248,hinzufügen::V,aggiùngere,προσθέτω
1249,bekommen::V,ricevere,προσκομίζω
1250,erhalten::V,ricevere,παίρνω
1251,erhalten::V,ricevere,λαμβάνω
1252,nehmen::V,prèndere,πιάνω
1253,nehmen::V,prèndere,παίρνω
1254,wählen::V,elèggere,εκλέγω
1255,wählen::V,scegliere,εκλέγω
1256,auswählen::V,scegliere,διαλέγω
1257,bewahren::V,conservare,διατηρώ
1258,behindern::V,impedire,εμποδίζω
1259,verderben::V,guastare,χαλώ
1260,beschädigen::V,danneggiare,ζημιώνω
1261,zerbrechen::V,rompere,σπάζω
1262,zerbrechen::V,spezzare,σπάζω
1263,zerreißen::V,stracciare,σχίζω
1264,zerstören::V,distrùggere,καταστρέφω
1265,verbrennen::V,bruciare,καίω
1266,geben::V,dare,δίνω
1267,reichen::V,pòrgere,δίνω
1268,schenken::V,regalare,χαρίζω
1269,versprechen::V,promettere,υπόσχομαι
1270,wünschen::V,augurare,εύχομαι
1271,loben::V,lodare,επαινώ
1272,küssen::V,baciare,φιλώ
1273,wiegen::V,cullare,κουνώ
1274,wiegen::V,cullare,νανουρίζω
1275,wiegen::V,dondolare,κουνώ
1276,wiegen::V,dondolare,νανουρίζω
1277,zudecken::V,coprire,σκεπάζω
1278,wecken::V,svegliare,ξυπνώ
1279,zeigen::V,indicare,δείχνω
1280,führen::V,guidare,οδηγώ
1281,führen::V,condurre,οδηγώ
1282,lehren::V,insegnare,διδάσκω
1283,unterrichten::V,istruire,διδάσκω
1284,unterrichten::V,insegnare,διδάσκω
1285,aufziehen::V,allevare,ανατρέφω
1286,leiten::V,avviare,ηγούμαι
1287,leiten::V,avviare,διευθύνω
1288,leiten::V,dirìgere,ηγούμαι
1289,leiten::V,dirìgere,διευθύνω
1290,antreiben::V,incitare,σπρώχνω
1291,antreiben::V,incitare,παρακινώ
1292,lassen::V,fare,αφήνω
1293,einladen::V,invitare,προσκαλώ
1294,vereinigen::V,unire,ενώνω
1295,besuchen::V,visitare,επισκέπτομαι
1296,besuchen::V,far vìsita a,επισκέπτομαι
1297,treffen::V,incontrare,συναντώ
1298,sich versammeln::V,rinunirsi,μαζεύομαι
1299,spielen::V,giocare,παίζω
1300,singen::V,cantare,τραγουδώ
1301,tanzen::V,danzare,χορεύω
1302,sich trennen::V,separarsi,αποχωρίζομαι
1303,verlassen::V,lasciare,εγκαταλείπω
1304,verlassen::V,abbandonare,εγκαταλείπω
1305,retten::V,salvare,σώζω
1306,bewachen::V,custodire,φρουρώ
1307,schützen::V,protèggere,προστατεύω
1308,verteidigen::V,difèndere,υπερασπίζω
1309,sich schlagen::V,bàttersi,χτυπιέμαι
1310,schießen::V,sparare,πυροβολώ
1311,siegen::V,vìncere,νικώ
1312,ärgern::V,stizzire,τσαντίζω
1313,schlagen::V,bàttere,χτυπώ
1314,treten::V,calciare,κλοτσώ
1315,stechen::V,pùngere,τρυπώ
1316,stoßen::V,urtare,ωθώ
1317,stoßen::V,urtare,σπρώχνω
1318,stoßen::V,spìngere,ωθώ
1319,stoßen::V,spìngere,σπρώχνω
1320,stehlen::V,rubare,κλέβω
1321,stören::V,disturbare,διαταράσσω
1322,belästigen::V,molestare,ενοχλώ
1323,belästigen::V,importunare,ενοχλώ
1324,verbergen::V,celare,κρύβω
1325,verbergen::V,nascondere,κρύβω
1326,täuschen::V,ingannare,παραπλανώ
1327,betrügen::V,frodare,απατώ
1328,betrügen::V,truffare,απατώ
1329,töten::V,uccìdere,σκοτώνω
1330,töten::V,uccìdere,θανατώνω
1331,wohnen::V,abitare,μένω
1332,wohnen::V,abitare,κατοικώ
1333,arbeiten::V,lavorare,δουλεύω
1334,arbeiten::V,lavorare,εργάζομαι
1335,sammeln::V,raccògliere,μαζεύω
1336,sammeln::V,raccògliere,συλλέγω
1337,sammeln::V,collezionare,μαζεύω
1338,sammeln::V,collezionare,συλλέγω
1339,pflücken::V,cògliere,κόβω
1340,jagen::V,cacciare,κυνηγώ
1341,fischen::V,pescare,ψαρεύω
1342,fassen::V,catturare,πιάνω
1343,fassen::V,acchiappare,πιάνω
1344,hüten::V,pascolare,φυλάγω
1345,hüten::V,pascolare,προσέχω
1346,treiben::V,spìngere,οδηγώ
1347,anbinden::V,legare,δένω
1348,anbinden::V,attaccare,δένω
1349,füttern::V,dar da mangiare a,ταΐζω
1350,melken::V,mùngere,αρμέγω
1351,hacken::V,tritare,κόβω
1352,hacken::V,spaccare,κόβω
1353,gießen::V,annaffiare,ποτίζω
1354,reifen::V,maturare,ωριμάζω
1355,zubereiten::V,preparare,ετοιμάζω
1356,kochen::V,cuòcere,βράζω
1357,backen::V,cuòcere,ψήνω
1358,backen::V,cuòcere al forno,ψήνω
1359,braten::V,frìggere,τηγανίζω
1360,braten::V,arrostire,τηγανίζω
1361,umrühren::V,mescolare,ανακατεύω
1362,stricken::V,llavorare a maglia,πλέκω
1363,nähen::V,cucire,ράβω
1364,färben::V,tìngere,βάφω
1365,färben::V,tìngere,χρωματίζω
1366,reinigen::V,pulire,καθαρίζω
1367,reinigen::V,nettare,καθαρίζω
1368,waschen::V,lavare,πλένω
1369,abwischen::V,asciugare,σφουγγίζω
1370,spülen::V,lavare,ξεπλένω
1371,spülen::V,sciacquare,ξεπλένω
1372,fegen::V,spazzare,σκουπίζω
1373,kehren::V,spazzare,σκουπίζω
1374,baden::V,bagnarsi,κάνω μπάνιο
1375,baden::V,fare il bagno,κάνω μπάνιο
1376,sich waschen::V,lavarsi,πλένομαι
1377,ausziehen::V,tògliersi,βγάζω
1378,anziehen::V,mettersi,φορώ
1379,anziehen::V,indossare,φορώ
1380,sich anziehen::V,vestirsi,ντύνομαι
1381,kämmen::V,pettinare,χτενίζω
1382,schmücken::V,ornare,στολίζω
1383,schmücken::V,decorare,στολίζω
1384,sagen::V,dire,λέω
1385,sprechen::V,parlare,μιλώ
1386,reden::V,parlare,μιλώ
1387,reden::V,parlare,κουβεντιάζω
1388,sich unterhalten::V,conversare,συνομιλώ
1389,sich unterhalten::V,conversare,κουβεντιάζω
1390,fragen::V,chièdere,ρωτώ
1391,fragen::V,domandare,ρωτώ
1392,bitten::V,pregare,ζητώ
1393,bitten::V,pregare,παρακαλώ
1394,erzählen::V,narrare,διηγούμαι
1395,erzählen::V,raccontare,διηγούμαι
1396,mitteilen::V,comunicare,πληροφορώ
1397,nennen::V,nominare,ονομάζω
1398,rufen::V,chiamare,φωνάζω
1399,prahlen::V,vantarsi,καυχιέμαι
1400,übersetzen::V,tradurre,μεταφράζω
1401,denken::V,pensare,σκέφτομαι
1402,glauben::V,credere,πιστεύω
1403,bemerken::V,notare,παρατηρώ
1404,bemerken::V,osservare,παρατηρώ
1405,erkennen::V,riconoscere,αναγνωρίζω
1406,begreifen::V,capire,καταλαβαίνω
1407,begreifen::V,comprèndere,καταλαβαίνω
1408,verstehen::V,intèndere,ακούω
1409,verstehen::V,comprèndere,ακούω
1410,lernen::V,imparare,μαθαίνω
1411,lernen::V,apprèndere,μαθαίνω
1412,wissen::V,sapere,ξέρω
1413,sich erinnern an::V,ricordare,θυμάμαι
