,Concept_ID,he,ml
631,dann::ADV,אחר-כך,അപ്പോൾ
632,gestern::ADV,אתמול,ഇന്നലെ
633,einst::ADV,לפנים,പണ്ടൊരിക്കല്
634,damals::ADV,אז,അപ്പോൾ
635,danach::ADV,אחר-כך,പിന്നീട്
636,vorher::ADV,לפני זה,മുൻപ്
637,zuerst::ADV,קדם,ആദ്യം
638,einmal::ADV,פעם,ഒരിക്കൽ
639,manchmal::ADV,לפעמים,ചിലപ്പോൾ
640,oft::ADV,לעתים קרובות,പലപ്പോഴും
641,immer::ADV,תמיד,എപ്പോഴും
642,niemals::ADV,אף פעם,ഒരിക്കലും
643,hier::ADV,כאן,ഇവിടെ
644,hierhin::ADV,פה,ഇവിടേക്ക്
645,von hier::ADV,מפה,ഇവിടെനിന്ന്
646,dort::ADV,שם,അവിടെ
647,dorthin::ADV,שם,അവിടേക്ക്
648,geradeaus::ADV,ישר,മുമ്പിൽ
649,geradeaus::ADV,ישר,മുമന്നോട്ട്
650,vorwärts::ADV,קדימה,മുന്നോട്ട്
651,rückwärts::ADV,לאחור,തലതിരിച്ച്
652,zurück::ADV,בחזרה,പുറകിലേക്ക്
653,zurück::ADV,אחורנית,പുറകിലേക്ക്
654,unten::ADV,למטה,താഴെ
655,hinab::ADV,למטה,താഴേക്ക്
656,oben::ADV,מעל,മുകളിൽ
657,oben::ADV,למעלה,മുകളിൽ
658,hinauf::ADV,למעלה,മുകളിൽ
659,überall::ADV,בכל מקום,എല്ലായിടത്തും
660,nicht::ADV,לא,ഇല്ല
661,ein wenig::ADV,קצת,കുറച്ച്
662,kaum::ADV,בקשי,കഷ്ടിച്ച്
663,sehr::ADV,מאוד,വളരെ
664,so::ADV,כך,അങ്ങനെ
665,so::ADV,ככה,അങ്ങനെ
666,noch::ADV,עוד,ഇപ്പോഴും
667,noch::ADV,עדין,ഇപ്പോഴും
668,nur::ADV,רק,മാത്രം
669,schon::ADV,כבר,നേരത്തേ തന്നെ
670,wieder::ADV,שוב,വീണ്ടും
671,vergebens::ADV,לריק,വിഫല
672,vergebens::ADV,לשוא,വിഫല
673,vor::PRP,מול,മുമ്പിൽ
674,hinter::PRP,מאחורי,പുറകിൽ
675,unter::PRP,מתחת,കീഴിൽ
676,durch::PRP,דרך,ഉള്ളിലൂടെ
677,neben::PRP,ליד,അടുത്ത്
678,neben::PRP,על-יד,അടുത്ത്
679,zwischen::PRP,בין,ഇടയ്ക്ക്
680,wegen::PRP,בשל,നിമിത്തം
681,wegen::PRP,בגלל,നിമിത്തം
682,dies::PRN,זה,ഇത്
683,das::PRN,זה,അത്
684,alles::PRN,הכל,എല്ലാം
685,ich::PRN,אני,ഞാൻ
686,du::PRN,את,നിങ്ങൾ
687,du::PRN,אתה,നിങ്ങൾ
688,er::PRN,הוא,അദ്ദേഹം
689,er::PRN,הוא,അയാൾ
690,er::PRN,הוא,അവൻ
691,er::PRN,הוא,അവർ
692,er::PRN,הוא,അവൾ
693,wir::PRN,אנחנו,നമ്മൾ
694,ihr::PRN,לה,നിങ്ങൾ
695,sie::PRN,הם,അവർ
696,was::FPRN,מה,എന്ത്
697,wer::FPRN,מי,ആര്
698,wo::FADV,איפה,എവിടെ
699,wohin::FADV,לאן,എവിടേക്ക്
700,wie::FADV,איך,എങ്ങനെ
701,warum::FADV,למה,എന്തുകൊണ്ട്
702,wieviel::FNUM,כמה,എത്ര
703,eins::NUM,אחד,ഒന്ന്
704,zwei::NUM,שתים,രണ്ട്
705,drei::NUM,שלושה,മൂന്ന്
706,vier::NUM,ארבעה,നാല്
707,fünf::NUM,חמשה,അഞ്ച്
708,sechs::NUM,ששה,ആറ്
709,sieben::NUM,שבעה,ഏഴ്
710,acht::NUM,שמונה,എട്ട്
711,neun::NUM,תשעה,ഒമ്പത്
712,zehn::NUM,עשרה,പത്ത്
713,elf::NUM,אחת עשרה,പതിനൊന്ന്
714,zwölf::NUM,שתים עשרה,പന്ത്രണ്ട്
715,zwanzig::NUM,עשרים,ഇരുപത്
716,dreißig::NUM,שלושים,മുപ്പത്
717,vierzig::NUM,ארבעים,നാൽപ്പത്
718,fünfzig::NUM,חמשים,അൻപത്
719,sechzig::NUM,ששים,അറുപത്
720,siebzig::NUM,שבעים,എഴുപത്
721,achtzig::NUM,שמונים,എൺപത്
722,neunzig::NUM,תשעים,തൊണ്ണൂറ്
723,hundert::NUM,מאה,നൂറ്
724,tausend::NUM,אלף,ആയിരം
725,und::CNJ,ו,ഉം
726,oder::CNJ,או,അഥവാ
727,stehen::V,עמד,നിൽക്കുക
728,sitzen::V,ישב,ഇരിക്കുക
729,liegen::V,שכב,കിടക്കുക
730,hängen::V,היה תלוי,തൂങ്ങുക
731,werden::V,הפך ל,ആയിത്തീരുക
732,passieren::V,קרה,സംഭവിക്കുക
733,beginnen::V,התחיל,ആരംഭിക്കുക
734,enden::V,הסתים,അവസാനിപ്പിക്കുക
735,wechseln::V,השתנה,മാറ്റുക
736,aufgehen[Sonne]::V,זרח,ഉയരുക
737,untergehen[Sonne]::V,שקע,അടുക്കി_വയ്ക്കുക
738,scheinen[Sonne]::V,בהק,പ്രകാശിക്കുക
739,donnern::V,רעם,ഇടിവെട്ടുക
740,wehen::V,נשב,വീശുക
741,strömen::V,זרם,ഒഴുകുക
742,fließen::V,זרם,ഒഴുകുക
743,sich drehen::V,הסתובב,ചുറ്റുക
744,sich drehen::V,הסתובב,കറക്കുക
745,schwanken::V,התנודד,ഇരുവശത്തേയ്ക്കും_ആടുക
746,schwingen::V,התנענע,ആടുക
747,fallen::V,נפל,വീഴുക
748,brennen::V,בער,കത്തുക
749,rauchen::V,עשן,പുകയുക
750,regnen::V,ירד גשם,മഴ_പെയ്യുക
751,gefrieren::V,קפא,തണത്ത്_മരവിക്കുക
752,tauen::V,נמס,അലിയുക
753,schmelzen::V,התיך,ഉരുകുക
754,trocknen::V,התיבש,വരളുക
755,sieden::V,רתח,തിളപ്പിക്കുക
756,faulen::V,רקב,ചീയുക
757,verfaulen::V,רקב,അഴുകുക
758,reißen::V,נקרע,ശബ്ദത്തോടെ_മുറിയുക
759,versinken::V,טבע,മുക്കുക
760,vergehen::V,עבר,കടന്നുപോകുക
761,erscheinen::V,נגלה,പ്രത്യക്ഷപ്പെടുക
762,erscheinen::V,הופיע,പ്രത്യക്ഷപ്പെടുക
763,verschwinden::V,נעלם,അദൃശ്യമാകുക
764,sinken::V,ירד,താഴുക
765,abnehmen::V,הפחית,കുറിയുക
766,zunehmen::V,רבה,വർദ്ധിക്കുക
767,steigen::V,עלה,ഉയരുക
768,wachsen::V,גדל,വളരുക
769,glänzen::V,נצץ,മിന്നുക
770,glänzen::V,בהק,മിന്നുക
771,funkeln::V,נצנץ,തിളങ്ങുക
772,lärmen::V,רעש,ശബ്ദമുണ്ടാക്കുക
773,läuten::V,צלצל,മണിമുഴങ്ങുക
774,klingeln::V,צלצל,ചിലമ്പുക
775,klirren::V,קרקש,കിലുക്കുക
776,brausen::V,געש,മുഴങ്ങുക
777,rauschen::V,רשרש,അനങ്ങുക
778,klingen::V,נשמע,മുഴക്കുക
779,bellen::V,נבח,കുരയ്ക്കുക
780,heulen::V,ילל,ഓരിയിടുക
781,blasen::V,נשף,ഊതുക
782,pfeifen::V,שרק,വിസിലടിക്കുക
783,schreien::V,צעק,ആക്രോശിക്കുക
784,stöhnen::V,נאנק,അരക്കം
785,stöhnen::V,נאנק,ആർത്തനാദം
786,zittern::V,רעד,വിറയ്ക്കുക
787,leben::V,חי,താമസിക്കുക
788,geboren werden::V,נולד,ജനിക്കുക
789,atmen::V,נשם,ശ്വസിക്കുക
790,trinken::V,שתה,കുടിക്കുക
791,essen::V,אכל,കഴിക്കുക
792,schlucken::V,בלע,വിഴുങ്ങുക
793,müde werden::V,התעיף,ക്ഷീണിക്കുക
794,einschlafen::V,נרדם,നിദ്രിക്കുക
795,schlafen::V,ישן,ഉറങ്ങുക
796,aufwachen::V,התעורר,ഉണരുക
797,aufstehen::V,קם,എഴുന്നേൽക്കുക
798,sich erholen::V,נפש,വിശ്രമിക്കുക
799,krank werden::V,חלה,ദീനംപിടിക്കുക
800,krank sein::V,היה חולה,രോഗികളാകുക
801,schmerzen::V,כאב,വേദനിക്കുക
802,husten::V,השתעל,ചുമയ്ക്കുക
803,genesen::V,הבריא,സുഖപ്പെടുക
804,sterben::V,מת,മരിക്കുക
805,umkommen::V,נספה,മരിക്കുക
806,sich bewegen::V,נע,സ്ഥലം_മാറുക
807,sich rühren::V,זז,ചലിക്കുക
808,sich erheben::V,קם,നിൽക്കുക
809,sich setzen::V,התישב,ഇരിക്കുക
810,hinfallen::V,נפל,വീഴുക
811,laufen::V,הלך ברגל,നടക്കുക
812,schreiten::V,פסע,നടക്കുക
813,spazierengehen::V,טיל,ഉലാത്തുക
814,eilen::V,אץ,പാഞ്ഞെത്തുക
815,eilen::V,מהר,പാഞ്ഞെത്തുക
816,sich beeilen::V,מהר,തിരിക്കുകൂട്ടുക
817,sich beeilen::V,מהר,തിടുക്കം_കാട്ടുക
818,sausen::V,אץ,കുതിക്കുക
819,rennen::V,רץ,ഓടുക
820,springen::V,קפץ,ചാടുക
821,klettern::V,טפס,കയറുക
822,schaukeln::V,התנדנד,ഇളകുക
823,kriechen::V,זחל,പതുങ്ങികയറുക
824,schwimmen::V,שחה,നീന്തുക
825,tauchen::V,צלל,വെള്ളത്തിലേക്ക് ചാടുക
826,rudern::V,חתר,തുഴയുക
827,fahren::V,נסע,വാഹനം ഓടിക്കുക
828,fliegen::V,עף,പറക്കുക
829,gehen::V,הלך,പോകുക
830,weggehen::V,עזב,വിടുക
831,abfahren::V,יצא,പുറപ്പെടുക
832,anhalten::V,עצר,നിർത്തുക
833,hineingehen::V,נכנס,പ്രവേശിക്കുക
834,eintreten::V,נכנס,പ്രവേശിക്കുക
835,kommen::V,בא,വരുക
836,ankommen::V,הגיע,എത്തിച്ചേരുക
837,zurückkommen::V,שב,തിരിച്ചു വരുക
838,zurückkommen::V,חזר,തിരിച്ചു വരുക
839,bleiben::V,נשאר,തുടരുക
840,warten::V,חכה,കാത്തിരിക്കുക
841,warten::V,המתין,കാത്തിരിക്കുക
842,erwarten::V,צפה,പ്രതീക്ഷിക്കുക
843,suchen::V,חפש,തിരയുക
844,finden::V,מצא,കണ്ടെത്തുക
845,versuchen::V,נסה,ശ്രമിക്കുക
846,vorbereiten::V,הכין,തയ്യാറെടുക്കുക
847,lieben::V,אהב,സ്നേഹിക്കുക
848,mögen::V,אהב,ഇഷ്ടപ്പെടുക
849,lachen::V,צחק,ചിരിക്കുക
850,rühren::V,נגע ללב,ഹൃദയം സ്പർശിക്കുക
851,weinen::V,בכה,തേങ്ങുക
852,schimpfen::V,גער,പിറുപിറുക്കുക
853,sich ärgern::V,זעם,കോപിക്കുക
854,sich ärgern::V,כעס,കോപിക്കുക
855,sich fürchten::V,פחד,പേടിക്കുക
856,sich fürchten::V,חשש,പേടിക്കുക
857,fürchten::V,פחד מ,പേടിക്കുക
858,fürchten::V,חשש מ,പേടിക്കുക
859,fliehen::V,ברח,രക്ഷപ്പെടുക
860,flüchten::V,נמלט,രക്ഷപ്പെടുക
861,sehen::V,ראה,കാണുക
862,anschauen::V,הביט,നോക്കുക
863,ansehen::V,התבונן,നോക്കുക
864,hören::V,שמע,കേൾക്കുക
865,zuhören::V,הקשיב,ശ്രദ്ധിക്കുക
866,probieren::V,נסה,രുചിയുള്ളതായി_തോന്നുക
867,riechen::V,הריח,മണത്തു_നോക്കുക
868,fühlen::V,חש,സ്പർശിച്ചറിയുക
869,scheinen::V,נדמה,കാണപ്പെടുക
870,zu sehen sein::V,נראה,വെളിച്ചപ്പെടുക
871,vernehmen::V,נודע ל,കേൾക്കുക
872,frieren::V,קר ל,വിറയ്ക്കുക
873,tun::V,פעל,ചെയ്യുക
874,können::V,יכל,കഴിയുക
875,wollen::V,רצה,വേണുക
876,anfangen::V,התחיל,തുടങ്ങുക
877,beenden::V,גמר,പൂർത്തിയാക്കുക
878,aufhören::V,סים,നിർത്തുക
879,gelingen::V,הצליח,വിജയിക്കുക
880,geraten::V,עלה,പരിണമിക്കുക
881,öffnen::V,פתח,തുറക്കുക
882,schließen::V,סגר,അടയ്ക്കുക
883,stellen::V,העמיד,വയ്ക്കുക
884,setzen::V,הושיב,വയ്ക്കുക
885,legen::V,שם,ഇടുക
886,berühren::V,נגע,തൊടുക
887,verbinden::V,קשר,ഘടിപ്പിക്കുക
888,bedecken::V,כסה,മുടുക
889,aufhängen::V,תלה,കെട്ടിതൂക്കുക
890,anzünden::V,הצית,കത്തിക്കുക
891,aufheben::V,אסף,പെറുക്കിയെടുക്കുക
892,zurücklassen::V,השאיר,വച്ചുപോരുക
893,verlieren::V,אבד,നഷ്ടപ്പെടുക
894,fallen lassen::V,שמט,വീഴ്ത്തുക
895,fallen lassen::V,הפיל,വീഴ്ത്തുക
896,machen::V,עשה,ഉണ്ടാക്കുക
897,herstellen::V,יצר,ഉൽപാദിപ്പിക്കുക
898,bauen::V,בנה,നിർമ്മിക്കുക
899,reparieren::V,תקן,നന്നാക്കുക
900,verbessern::V,שפר,മെച്ചപ്പെടുക
901,ändern::V,שנה,മാറ്റംവരുത്തുക
902,graben::V,חפר,കുഴിക്കുക
903,beugen::V,כפף,വണങ്ങുക
904,biegen::V,כופף,കുനിയുക
905,drehen::V,סובב,തിരിക്കുക
906,wenden::V,הפך,തിരിയുക
907,umdrehen::V,סובב,തിരിയുക
908,heben::V,הרים,ഉയർത്തുക
909,hochheben::V,הרים,ഉയർത്തുക
910,ergreifen::V,אחז,ബലമായി_പിടിക്കുക
911,halten::V,החזיק,പിടിക്കുക
912,drücken::V,לחץ,അമർത്തുക
913,schieben::V,הזיז,തള്ളുക
914,kratzen::V,שרט,ചുരണ്ടുക
915,kratzen::V,שפשף,ചുരണ്ടുക
916,lecken::V,לקק,നക്കുക
917,beißen::V,נשך,കടിക്കുക
918,abreißen::V,קרע,കീറിക്കളയുക
919,abschneiden::V,חתך,മുറിച്ചുമാറ്റുക
920,binden::V,קשר,കെട്ടുക
921,stecken::V,תקע,തുളയ്ക്കുക
922,brechen::V,שבר,ഉടയുക
923,klopfen::V,נקש,തട്ടുക
924,hauen::V,הכה,അടിക്കുക
925,kleben::V,הדביק,ഒട്ടിക്കുക
926,reiben::V,שפשף,തിരുമ്മിത്തുടയ്ക്കുക
927,streichen::V,מרח,പടർത്തുക
928,schleifen::V,השחיז,പൊടിക്കുക
929,schneiden::V,גזר,മുറിക്കുക
930,rütteln::V,נענע,മുട്ടുക
931,schütteln::V,נער,കുലുക്കുക
932,schwenken::V,נופף,ആടുക
933,schwenken::V,טלטל,ആടുക
934,schütten::V,שפך,ഒഴിക്കുക
935,füllen::V,מלא,നിറയ്ക്കുക
936,einwickeln::V,עטף,പൊതിയുക
937,tragen::V,נשא,വഹിക്കുക
938,schleppen::V,סחב,വലിച്ചിഴയ്ക്കുക
939,ziehen::V,משך,വലിക്കുക
940,aufbewahren::V,שמר,വയ്ക്കുക
941,werfen::V,זרק,എറിയുക
942,fangen::V,תפס,പിടിക്കുക
943,packen::V,אחז,തട്ടിപ്പറിക്കുക
944,verstecken::V,החביא,മറയ്ക്കുക
945,teilen::V,חלק,വിഭജിക്കുക
946,schicken::V,שלח,അയയ്ക്കുക
947,bringen::V,הביא,കൊണ്ടുവരുക
948,hinzufügen::V,הוסיף,കൂട്ടുക
949,bekommen::V,תפס,കിട്ടുക
950,erhalten::V,קבל,സ്വീകരിക്കുക
951,nehmen::V,אחז,എടുക്കുക
952,wählen::V,בחר,തിരഞ്ഞെടുക്കുക
953,auswählen::V,בחר ב,തിരഞ്ഞെടുക്കുക
954,bewahren::V,קים,പുലർത്തുക
955,behindern::V,מנע,തടയിടുക
956,verderben::V,מנע,നശിപ്പിക്കുക
957,beschädigen::V,הזיק,ക്ഷതമേൽപ്പിക്കുക
958,zerbrechen::V,נשבר,ഉടയുക
959,zerreißen::V,קרע,കീറുക
960,zerstören::V,הרס,നശിപ്പിക്കുക
961,zerstören::V,השמיד,നശിപ്പിക്കുക
962,verbrennen::V,שרף,കത്തിനശിക്കുക
963,verbrennen::V,שרף,കത്തിച്ചുകളയുക
964,geben::V,נתן,കൊടുക്കുക
965,geben::V,נתן,തരുക
966,reichen::V,העביר,കൈമാറുക
967,schenken::V,נתן במתנה,സമ്മാനം കൊടുക്കുക
968,versprechen::V,הבטיח,വാഗ്ദാനം_നൽകുക
969,wünschen::V,אחל,ആഗ്രഹിക്കുക
970,loben::V,שבח,പുകഴ്ത്തുക
971,küssen::V,נשק,ഉമ്മവയ്ക്കുക
972,wiegen::V,נדנד,ഇളകുക
973,zudecken::V,כסה,മുടുക
974,wecken::V,עורר,ഉണർത്തുക
975,zeigen::V,הראה,കാണിക്കുക
976,führen::V,הביא,നടത്തുക
977,führen::V,הוביל,നടത്തുക
978,lehren::V,למד,പഠിപ്പിക്കുക
979,unterrichten::V,למד,പരിശീലിപ്പിക്കുക
980,aufziehen::V,רומם,വളർത്തിക്കൊണ്ടുവരുക
981,leiten::V,נהל,നയിക്കുക
982,antreiben::V,המרץ,പ്രേരിപ്പിക്കുക
983,lassen::V,נתן,അനുവദിക്കുക
984,einladen::V,הזמין,ക്ഷണിക്കുക
985,vereinigen::V,אחד,കൂടിച്ചേരുക
986,vereinigen::V,לכד,കൂടിച്ചേരുക
987,besuchen::V,בקר,സന്ദർശിക്കുക
988,treffen::V,פגש,തമ്മിൽ കാണുക
989,sich versammeln::V,התאסף,സംയോജിപ്പിക്കുക
990,spielen::V,שחק,കളിക്കുക
991,singen::V,שר,പാടുക
992,tanzen::V,רקד,നൃത്തം ചെയ്യുക
993,sich trennen::V,נפרד,നേർപെടുത്തുക
994,verlassen::V,עזב,പിൻവാങ്ങുക
995,retten::V,הציל,രക്ഷിക്കുക
996,bewachen::V,שמר,കാവൽനിൽക്കുക
997,schützen::V,אבטח,പരിരക്ഷിക്കുക
998,verteidigen::V,הגן,പ്രതിരോധിക്കുക
999,sich schlagen::V,התכתש,കലഹിക്കുക
1000,schießen::V,ירה,വെടിവെക്കുക
1001,siegen::V,גבר,വിജയിക്കുക
1002,siegen::V,נצח,വിജയിക്കുക
1003,ärgern::V,עצבן,വിഷമിപ്പിക്കുക
1004,schlagen::V,הכה,അടിക്കുക
1005,schlagen::V,הלקה,അടിക്കുക
1006,treten::V,בעט,തൊഴിക്കുക
1007,stechen::V,דקר,കുത്തുക
1008,stoßen::V,דחק,തള്ളുക
1009,stehlen::V,גנב,മോഷ്ടിക്കുക
1010,stören::V,קטע,ശല്യപ്പെടുത്തുക
1011,stören::V,הפריע,ശല്യപ്പെടുത്തുക
1012,belästigen::V,הציק,മെനക്കെടുക
1013,belästigen::V,הטריד,മെനക്കെടുക
1014,verbergen::V,הצניע,മറയ്ക്കുക
1015,verbergen::V,הצניע,ഒളിക്കുക
1016,täuschen::V,שגע,കബളിപ്പിക്കുക
1017,betrügen::V,הונה,ചതിക്കുക
1018,töten::V,הרג,കൊല്ലുക
1019,wohnen::V,גר,താമസിക്കുക
1020,arbeiten::V,עבד,ജോലിചെയ്യുക
1021,sammeln::V,אסף,സഞ്ചയിക്കുക
1022,pflücken::V,קטף,പറിച്ചെടുക്കുക
1023,jagen::V,צד,വേട്ടയാടുക
1024,fischen::V,דג,മീൻ പിടിക്കുക
1025,fassen::V,תפס,പിടിക്കുക
1026,hüten::V,רעה,ചേർക്കുക
1027,treiben::V,הוציא,വാഹനം_ഓടിക്കുക
1028,anbinden::V,קשר,കെട്ടിയിടുക
1029,füttern::V,הלעיט,തീറ്റുക
1030,melken::V,חלב,പാലുകറക്കുക
1031,hacken::V,קצץ,വെട്ടിമുറിക്കുക
1032,gießen::V,השקה,നനയ്ക്കുക
1033,reifen::V,בשל,പാകമാകുക
1034,zubereiten::V,הכין,പാചകം_ചെയ്യുക
1035,kochen::V,בשל,വേവിക്കുക
1036,backen::V,אפה,ബേക്ക് ചെയ്യുക
1037,braten::V,צלה,പോരിക്കുക
1038,braten::V,טגן,പോരിക്കുക
1039,umrühren::V,ערבב,ഇളക്കുക
1040,stricken::V,סרג,മെടയുക
1041,nähen::V,תפר,തുന്നുക
1042,färben::V,צבע,ചായം പൂശുക
1043,reinigen::V,נקה,വൃത്തിയാക്കുക
1044,waschen::V,רחץ,കഴുകുക
1045,waschen::V,כבס,കഴുകുക
1046,abwischen::V,נגב,തുടയ്ക്കുക
1047,spülen::V,שטף,കഴുകുക
1048,fegen::V,טאטא,അടിച്ചുവാരുക
1049,kehren::V,טאטא,അടിച്ചുവാരുക
1050,baden::V,טבל,നീന്തിത്തുടിക്കുക
1051,baden::V,שחה,നീന്തിത്തുടിക്കുക
1052,sich waschen::V,התרחץ,കഴുകുക
1053,ausziehen::V,הוריד,ഇഴുക്കുക
1054,anziehen::V,לבש,ഉടുക്കുക
1055,sich anziehen::V,התלבש,ധരിച്ച നേടുകയുക
1056,kämmen::V,סרק,മുടിചീകുക
1057,schmücken::V,קשט,അലങ്കരിക്കുക
1058,sagen::V,אמר,പറയുക
1059,sprechen::V,דבר,സംസാരിക്കുക
1060,reden::V,דבר,സംസാരിക്കുക
1061,sich unterhalten::V,שוחח,നർമ്മസല്ലാപം നടത്തുക
1062,fragen::V,שאל,ചോദിക്കുക
1063,bitten::V,בקש,അപേക്ഷിക്കുക
1064,erzählen::V,ספר,പറയുക
1065,mitteilen::V,מסר,അറിയിക്കുക
1066,mitteilen::V,הודיע,അറിയിക്കുക
1067,nennen::V,קרא בשם,പേരിടുക
1068,rufen::V,גיס,വിളിക്കുക
1069,rufen::V,הזמין לבוא,വിളിക്കുക
1070,prahlen::V,התרברב,പൊങ്ങച്ചം പറയുക
1071,übersetzen::V,תרגם,പരിഭാഷപ്പെടുത്തുക
1072,denken::V,חשב,ചിന്തിക്കുക
1073,glauben::V,האמין,വിശ്വസിക്കുക
1074,bemerken::V,הבחין,ശ്രദ്ധിക്കുക
1075,erkennen::V,זהה,തിരിചറിയുക
1076,begreifen::V,קלט,കൈപ്പിടിയിലാക്കുക
1077,begreifen::V,הבין,കൈപ്പിടിയിലാക്കുക
1078,verstehen::V,הבין,മനസ്സിലാക്കുക
1079,lernen::V,למד,പഠിക്കുക
1080,wissen::V,ידע,അറിയുക
1081,sich erinnern an::V,זכר,ഓർമിക്കുക
1082,vergessen::V,שכח,മറക്കുക
1083,messen::V,מדד,അളക്കുക
1084,zählen::V,ספר,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1085,rechnen::V,חשב,ഗണിക്കുക
1086,lesen::V,קרא,വായിക്കുക
1087,malen::V,ציר,ചിത്രം വരയ്ക്കുക
1088,zeichnen::V,שרטט,വരയ്ക്കുക
1089,schreiben::V,כתב,എഴുതുക
1090,besitzen::V,היה בעל של,സ്വന്തമാക്കുക
1091,kaufen::V,קנה,വാങ്ങുക
1092,kaufen::V,רכש,വാങ്ങുക
1093,verkaufen::V,מכר,വിൽക്കുക
1094,bezahlen::V,שלם,പരിഹാരം ചെയ്യുക
1095,zahlen::V,שלם,പണം അടയ്ക്കുക
1096,beherrschen::V,שלט,ഭരിക്കുക
1097,ertragen::V,סבל,താങ്ങുക
