,Concept_ID,ar,ja
823,werden::V,أصبح,なる
824,passieren::V,حدث,起こる
825,beginnen::V,ابتدأ,始まる
826,enden::V,انتهى,終わる
827,wechseln::V,تغير,変わる
828,aufgehen[Sonne]::V,شرق,出る
829,untergehen[Sonne]::V,غرب,沈む
830,scheinen[Sonne]::V,أضاء,輝く
831,donnern::V,رعد,雷が鳴る
832,wehen::V,هب,吹く
833,strömen::V,جرى,流れる
834,fließen::V,سال,流れる
835,sich drehen::V,دار,回転する
836,schwanken::V,ترنح,揺れる
837,schwingen::V,ترجح,振動する
838,fallen::V,سقط,落ちる
839,brennen::V,احترق,燃える
840,rauchen::V,دخن,煙を出す
841,regnen::V,أمطر,雨が降る
842,gefrieren::V,تجمد,凍る
843,tauen::V,ذاب,溶ける
844,schmelzen::V,ذاب,溶ける
845,trocknen::V,نشف,乾く
846,sieden::V,غلى,沸く
847,faulen::V,فسد,腐る
848,verfaulen::V,تعفن,朽ちる
849,reißen::V,انقطع,切れる
850,versinken::V,غرق,沈む
851,vergehen::V,مضى,経つ
852,erscheinen::V,لاح,現れる
853,erscheinen::V,ظهر,現れる
854,verschwinden::V,غاب,消える
855,sinken::V,هبط,下がる
856,abnehmen::V,نقص,減る
857,zunehmen::V,ازداد,増える
858,steigen::V,صعد,上がる
859,steigen::V,ارتفع,上がる
860,wachsen::V,نما,伸びる
861,wachsen::V,نبت,伸びる
862,glänzen::V,لمع,輝く
863,funkeln::V,تلألأ,ぴかぴか光る
864,lärmen::V,ضج,騒ぐ
865,lärmen::V,صخب,騒ぐ
866,läuten::V,قرع,鳴る
867,klingeln::V,دق,鳴る
868,klirren::V,قعقع,がらんがらんと鳴る
869,brausen::V,عج,逆巻く
870,rauschen::V,حف,戦ぐ
871,klingen::V,رن,鳴る
872,bellen::V,نبح,吠える
873,heulen::V,عوى,きゃんきゃん鳴く
874,blasen::V,نفخ,吹く
875,pfeifen::V,صفر,口笛を吹く
876,schreien::V,صرخ,叫ぶ
877,stöhnen::V,أن,うめく
878,zittern::V,ارتعش,震える
879,leben::V,عاش,生きている
880,geboren werden::V,ولد,生まれる
881,atmen::V,تنفس,呼吸する
882,trinken::V,شرب,飲む
883,essen::V,أكل,食べる
884,schlucken::V,جرع,飲み込む
885,müde werden::V,تعب,眠くなる
886,einschlafen::V,نام,寝付く
887,schlafen::V,نام,眠る
888,aufwachen::V,استيقظ,目が覚める
889,aufstehen::V,قام,起きる
890,sich erholen::V,استجم,休養する
891,krank werden::V,مرض,病気になる
892,krank sein::V,مرض,病気である
893,schmerzen::V,آلم,痛む
894,husten::V,كح,咳をする
895,husten::V,سعل,咳をする
896,genesen::V,نقه,元気になる
897,sterben::V,مات,死ぬ
898,sterben::V,مات,亡くなる
899,umkommen::V,هلك,死亡する
900,sich bewegen::V,تحرك,移動する
901,sich rühren::V,تحرك,動く
902,sich erheben::V,قام,立ち上がる
903,sich setzen::V,جلس,座る
904,hinfallen::V,وقع,転ぶ
905,laufen::V,مشى,歩く
906,schreiten::V,خطا,跨ぐ
907,spazierengehen::V,تنزه,散歩する
908,eilen::V,عجل,急ぐ
909,sich beeilen::V,استعجل,焦る
910,sausen::V,أسرع,疾駆する
911,rennen::V,عدا,走る
912,rennen::V,ركض,走る
913,springen::V,قفز,跳ぶ
914,klettern::V,تسلق,よじ登る
915,schaukeln::V,تأرجح,ぶらんこに乗る
916,kriechen::V,دب,這う
917,kriechen::V,زحف,這う
918,schwimmen::V,سبح,泳ぐ
919,tauchen::V,غطس,潜る
920,rudern::V,جذف,漕ぐ
921,fahren::V,ركب,行く
922,fahren::V,ركب,乗車する
923,fahren::V,سافر,行く
924,fahren::V,سافر,乗車する
925,fliegen::V,طار,飛ぶ
926,gehen::V,سار,行く
927,gehen::V,ذهب,行く
928,weggehen::V,ذهب,立ち去る
929,weggehen::V,انصرف,立ち去る
930,abfahren::V,رحل,出発する
931,anhalten::V,توقف,止まる
932,hineingehen::V,دخل,入る
933,eintreten::V,دخل,中に入る
934,kommen::V,أتى,来る
935,kommen::V,جاء,来る
936,ankommen::V,وصل,着く
937,ankommen::V,وصل,到着する
938,zurückkommen::V,عاد,帰る
939,zurückkommen::V,رجع,帰る
940,bleiben::V,مكث,留まる
941,warten::V,انتظر,待つ
942,erwarten::V,ترقب,期待する
943,erwarten::V,انتظر,期待する
944,suchen::V,بحث,探る
945,finden::V,وجد,見つける
946,versuchen::V,حاول,試す
947,vorbereiten::V,أعد,準備する
948,vorbereiten::V,حضر,準備する
949,lieben::V,أحب,愛する
950,mögen::V,أحب,好きである
951,lachen::V,ضحك,笑う
952,rühren::V,أثر,感情を動かす
953,weinen::V,بكى,泣く
954,schimpfen::V,سب,叱る
955,schimpfen::V,شتم,叱る
956,sich ärgern::V,زعل,怒る
957,sich ärgern::V,زعل,腹を立てる
958,sich fürchten::V,هاب,怖がる
959,fürchten::V,خاف,恐れる
960,fürchten::V,خشي,恐れる
961,fliehen::V,هرب,逃げる
962,flüchten::V,فر,逃亡する
963,sehen::V,رأى,見る
964,anschauen::V,نظر,眺める
965,ansehen::V,نظر,見る
966,hören::V,سمع,聞く
967,zuhören::V,أصغى,聴く
968,probieren::V,ذاق,食べてみる
969,riechen::V,شم,気取る
970,riechen::V,استنشق,気取る
971,fühlen::V,شعر,感じる
972,scheinen::V,ظهر,ように見える
973,zu sehen sein::V,ظهر,見える
974,vernehmen::V,سمع,承る
975,frieren::V,بردان,寒気がする
976,tun::V,فعل,する
977,können::V,قدر,出来る
978,können::V,استطاع,出来る
979,wollen::V,شاء,-たい
980,wollen::V,أراد,-たい
981,anfangen::V,بدأ,始める
982,beenden::V,أنهى,終える
983,aufhören::V,توقف,止める
984,aufhören::V,انقطع,止める
985,gelingen::V,نجح,成功する
986,geraten::V,طلع,当たる
987,öffnen::V,فتح,開く
988,öffnen::V,فتح,開ける
989,schließen::V,أغلق,閉める
990,stellen::V,وضع,置く
991,stellen::V,وضع,据える
992,stellen::V,أقام,置く
993,stellen::V,أقام,据える
994,setzen::V,أجلس,座らせる
995,legen::V,وضع,置く
996,berühren::V,مس,触る
997,berühren::V,مس,触れる
998,berühren::V,لمس,触る
999,berühren::V,لمس,触れる
1000,verbinden::V,ربط,結びつける
1001,verbinden::V,وصل,結びつける
1002,bedecken::V,غطى,覆う
1003,aufhängen::V,علق,掛ける
1004,anzünden::V,أوقد,燃やす
1005,anzünden::V,أوقد,火をつける
1006,aufheben::V,لقط,拾う
1007,zurücklassen::V,ترك,残す
1008,verlieren::V,فقد,無くす
1009,fallen lassen::V,أسقط,落とす
1010,machen::V,فعل,作る
1011,herstellen::V,صنع,製造する
1012,herstellen::V,أنتج,製造する
1013,bauen::V,بنى,建設する
1014,bauen::V,شيد,建設する
1015,reparieren::V,صلح,直す
1016,reparieren::V,صلح,修理する
1017,verbessern::V,صحح,改良する
1018,ändern::V,غير,変える
1019,graben::V,حفر,掘る
1020,beugen::V,ثنى,折る
1021,beugen::V,أحنى,折る
1022,biegen::V,لوى,曲げる
1023,drehen::V,أدار,回す
1024,drehen::V,دور,回す
1025,wenden::V,قلب,裏返す
1026,umdrehen::V,قلب,裏返す
1027,heben::V,رفع,挙げる
1028,hochheben::V,رفع,持ち上げる
1029,ergreifen::V,مسك,取り上げる
1030,halten::V,مسك,持つ
1031,drücken::V,ضغط,押す
1032,schieben::V,حرك,ずらす
1033,kratzen::V,خدش,引っ掻く
1034,lecken::V,لعق,なめる
1035,beißen::V,عض,噛む
1036,abreißen::V,قلع,剝ぎ取る
1037,abschneiden::V,قطع,切り取る
1038,binden::V,ربط,縛る
1039,stecken::V,دس,差し込む
1040,brechen::V,كسر,破る
1041,klopfen::V,طرق,とんとん叩く
1042,hauen::V,ضرب,叩く
1043,kleben::V,ألصق,貼る
1044,kleben::V,ألصق,くっ付ける
1045,reiben::V,حك,擦る
1046,streichen::V,نشر,塗る
1047,schleifen::V,سن,研ぐ
1048,schneiden::V,قطع,切る
1049,rütteln::V,رج,揺さぶる
1050,schütteln::V,هز,振る
1051,schütteln::V,هز,揺さぶる
1052,schwenken::V,لوح,振る
1053,schütten::V,صب,注ぐ
1054,füllen::V,ملأ,いっぱいにする
1055,einwickeln::V,لف,包む
1056,tragen::V,حمل,運ぶ
1057,schleppen::V,سحب,引きずる
1058,ziehen::V,سحب,引く
1059,aufbewahren::V,حفظ,預かる
1060,werfen::V,رمى,投げる
1061,werfen::V,ألقى,投げる
1062,fangen::V,التقط,受ける
1063,packen::V,مسك,掴む
1064,verstecken::V,خبأ,隠す
1065,teilen::V,قسم,分ける
1066,schicken::V,بعث,送る
1067,schicken::V,أرسل,送る
1068,bringen::V,جلب,持って行く
1069,hinzufügen::V,أضاف,加える
1070,bekommen::V,حصل,得る
1071,erhalten::V,استلم,受ける
1072,nehmen::V,أخذ,取る
1073,wählen::V,اختار,選ぶ
1074,auswählen::V,انتقى,選ぶ
1075,bewahren::V,حافظ,保存する
1076,behindern::V,عاق,妨害する
1077,verderben::V,أفسد,台無しにする
1078,beschädigen::V,أضر,損傷する
1079,zerbrechen::V,كسر,割る
1080,zerreißen::V,مزق,引き裂く
1081,zerstören::V,دمر,破壊する
1082,verbrennen::V,حرق,焼く
1083,geben::V,أعطى,上げる
1084,reichen::V,ناول,渡す
1085,schenken::V,وهب,贈る
1086,versprechen::V,وعد,約束する
1087,wünschen::V,تمنى,望む
1088,loben::V,مدح,褒める
1089,küssen::V,قبل,キスする
1090,wiegen::V,هدهد,揺する
1091,zudecken::V,غطى,覆う
1092,wecken::V,أيقظ,起こす
1093,zeigen::V,أرى,見せる
1094,führen::V,دل,案内する
1095,lehren::V,علم,教える
1096,unterrichten::V,علم,通知する
1097,aufziehen::V,ربى,育てる
1098,leiten::V,دل,導く
1099,leiten::V,أدار,導く
1100,antreiben::V,حث,励ます
1101,lassen::V,حدا,～させる
1102,einladen::V,دعا,誘う
1103,einladen::V,دعا,招待する
1104,vereinigen::V,وحد,一つにする
1105,besuchen::V,زار,訪ねる
1106,treffen::V,قابل,出会う
1107,sich versammeln::V,اجتمع,集まる
1108,spielen::V,لعب,遊ぶ
1109,singen::V,غنى,歌う
1110,tanzen::V,رقص,踊る
1111,sich trennen::V,افترق,別れる
1112,verlassen::V,ترك,別れる
1113,retten::V,نجى,救う
1114,retten::V,نجى,助ける
1115,retten::V,أنقذ,救う
1116,retten::V,أنقذ,助ける
1117,bewachen::V,حرس,見張る
1118,bewachen::V,حرس,軽微する
1119,schützen::V,حمى,保護する
1120,verteidigen::V,دافع,守る
1121,sich schlagen::V,تضارب,殴る
1122,schießen::V,أطلق,撃つ
1123,siegen::V,انتصر,勝つ
1124,ärgern::V,أزعل,怒らせる
1125,schlagen::V,ضرب,殴る
1126,treten::V,رفس,蹴る
1127,stechen::V,شك,突く
1128,stoßen::V,دفع,突く
1129,stehlen::V,سرق,盗る
1130,stören::V,ضايق,構う
1131,belästigen::V,أزعج,邪魔する
1132,verbergen::V,كتم,隠す
1133,täuschen::V,خدع,だます
1134,betrügen::V,غش,だます
1135,töten::V,قتل,殺す
1136,wohnen::V,سكن,住む
1137,arbeiten::V,عمل,働く
1138,arbeiten::V,اشتغل,働く
1139,sammeln::V,جمع,集める
1140,sammeln::V,جمع,収集する
1141,pflücken::V,جنى,摘む
1142,pflücken::V,قطف,摘む
1143,jagen::V,صاد,狩りをする
1144,fischen::V,اصطاد,釣る
1145,fassen::V,قبض,捕る
1146,hüten::V,رعى,放牧する
1147,treiben::V,ساق,追う
1148,anbinden::V,ربط,繋ぐ
1149,füttern::V,علف,餌をやる
1150,melken::V,حلب,搾乳する
1151,hacken::V,فرم,刻む
1152,gießen::V,سقى,水をやる
1153,reifen::V,نضج,熟す
1154,zubereiten::V,حضر,調理する
1155,kochen::V,طبخ,煮る
1156,backen::V,خبز,焼く
1157,braten::V,قلى,焼く
1158,braten::V,قلى,炒める
1159,braten::V,حمر,焼く
1160,braten::V,حمر,炒める
1161,umrühren::V,قلب,混ぜる
1162,stricken::V,حاك,編む
1163,nähen::V,خاط,縫う
1164,färben::V,صبغ,染める
1165,färben::V,لون,染める
1166,reinigen::V,نظف,掃除する
1167,waschen::V,غسل,洗う
1168,waschen::V,غسل,洗濯する
1169,abwischen::V,مسح,拭く
1170,spülen::V,شطف,洗う
1171,spülen::V,شطف,すすぐ
1172,fegen::V,كنس,掃除する
1173,kehren::V,كنس,掃く
1174,baden::V,استحم,入浴する
1175,sich waschen::V,اغتسل,洗う
1176,ausziehen::V,خلع,脱ぐ
1177,anziehen::V,لبس,着る
1178,sich anziehen::V,اكتسى,着る
1179,kämmen::V,مشط,梳く
1180,schmücken::V,زين,飾る
1181,sagen::V,قال,言う
1182,sprechen::V,تكلم,話す
1183,reden::V,تكلم,話す
1184,sich unterhalten::V,تحادث,話をする
1185,fragen::V,سأل,聞く
1186,bitten::V,رجا,頼む
1187,bitten::V,رجا,お願いする
1188,erzählen::V,حكي,物語る
1189,mitteilen::V,بلغ,伝える
1190,nennen::V,سمى,名づける
1191,rufen::V,نادى,呼ぶ
1192,prahlen::V,فشر,自慢する
1193,prahlen::V,تفاخر,自慢する
1194,übersetzen::V,ترجم,訳す
1195,denken::V,فكر,考える
1196,glauben::V,اعتقد,信じる
1197,bemerken::V,لاحظ,気が付く
1198,erkennen::V,عرف,認識する
1199,begreifen::V,فهم,分かる
1200,begreifen::V,أدرك,分かる
1201,verstehen::V,فهم,聞き取る
1202,lernen::V,درس,学ぶ
1203,lernen::V,درس,勉強する
1204,wissen::V,علم,知っている
1205,sich erinnern an::V,تذكر,思い出す
1206,vergessen::V,نسي,忘れる
1207,messen::V,قاس,計る
1208,messen::V,قاس,測定する
1209,zählen::V,عد,数える
1210,zählen::V,أحصى,数える
1211,rechnen::V,حسب,計算する
1212,lesen::V,قرأ,読む
1213,malen::V,صور,描く
1214,zeichnen::V,رسم,写生する
1215,schreiben::V,كتب,書く
1216,besitzen::V,حاز,所持する
1217,besitzen::V,ملك,所持する
1218,kaufen::V,اشترى,買う
1219,verkaufen::V,باع,売る
1220,bezahlen::V,دفع,払う
1221,zahlen::V,سدد,支払う
1222,beherrschen::V,حكم,支配する
1223,ertragen::V,أطاق,耐える
1224,ertragen::V,تحمل,耐える
