,Concept_ID,ps,it
188,Wolf::N,لېوه,lupo
189,Vogel::N,مرغه,uccello
190,Schwarm::N,سېل,stormo
191,Huhn::N,چرګه,gallina
192,Hahn::N,چرګ,gallo
193,Gans::N,بته,oca
194,Adler::N,عقاب,àquila
195,Ente::N,ایلۍ,ànatra
196,Eule::N,ګونګی,gufo
197,Eule::N,ګونګی,civetta
198,Kranich::N,کلنګ,gru
199,Krähe::N,کارغه,cornacchia
200,Kuckuck::N,فاخته,cuccù
201,Kuckuck::N,فاخته,cùculo
202,Schwan::N,قو,cigno
203,Fisch::N,کب,pesce
204,Fisch::N,ماهی,pesce
205,Schlange[Tier]::N,مار,serpente
206,Wurm::N,چینجی,baco
207,Wurm::N,چینجی,verme
208,Spinne::N,غڼه,ragno
209,Spinne::N,تارکښ,ragno
210,Ameise::N,مېږی,formica
211,Laus::N,سپږه,pidocchio
212,Mücke::N,ماشی,zanzara
213,Fliege::N,مچ,mosca
214,Schmetterling::N,پتنګ,farfalla
215,Beere::N,مېوۍ,bacca
216,Apfel::N,مڼه,mela
217,Pilz::N,خرېړی,fungo
218,Zwiebel::N,پیاز,cipolla
219,Saat::N,تخم,semente
220,Korn::N,تخم,grano
221,Korn::N,دانه,grano
222,Heu::N,بوس,fieno
223,Heu::N,پروړه,fieno
224,Schale::N,پوستکی,buccia
225,Grube::N,کنده,cava
226,Grube::N,کنده,fossa
227,Falle::N,دام,tràppola
228,Falle::N,لومه,tràppola
229,Schlinge::N,کړۍ,laccio
230,Spur::N,نښه,traccia
231,Asche::N,آس,cenere
232,Asche::N,ایره,cenere
233,Dreck::N,ناپاکي,fango
234,Eisen::N,اوسپنه,ferro
235,Gold::N,سره زر,oro
236,Silber::N,نقره,argento
237,Silber::N,سپین زر,argento
238,Kohle::N,سکور,carbone
239,Kohle::N,سکاره,carbone
240,Glas::N,ښيښه,vetro
241,Lehm::N,خټه,argilla
242,Sand::N,شګه,arena
243,Sand::N,شګه,sabbia
244,Mensch::N,انسان,uomo
245,Mensch::N,انسان,èssere umano
246,Mann::N,سړی,uomo
247,Mann::N,نارینه,uomo
248,Frau::N,ښځه,donna
249,Kind::N,بچی,bambino
250,Kind::N,ماشوم,bambino
251,Junge::N,هلک,ragazzo
252,Mädchen::N,نجلۍ,ragazza
253,Familie::N,کورنۍ,famiglia
254,Großvater::N,بابا,nonno
255,Großmutter::N,انا,nonna
256,Eltern::N,مور او پلار,genitori
257,Vater::N,پلار,padre
258,Mutter::N,مور,madre
259,Sohn::N,زوی,figlio
260,Tochter::N,لور,figlia
261,Bruder::N,ورور,fratello
262,Schwester::N,خور,sorella
263,Onkel::N,تره,zio
264,Onkel::N,ماما,zio
265,Tante::N,خاله,zia
266,Ehemann::N,مېړه,marito
267,Ehefrau::N,مېرمن,moglie
268,Freude::N,خوشحالي,gioia
269,Freude::N,خوشحالي,piacere
270,Gelächter::N,خندا,risata
271,Glück::N,بخت,felicità
272,Kummer::N,غم,afflizione
273,Wunsch::N,هيله,desiderio
274,Wunsch::N,غوښتنه,desiderio
275,Lust::N,شوق,voglia
276,Lust::N,مینه,voglia
277,Geist::N,روح,mente
278,Geist::N,روح,spìrito
279,Gedanke::N,فکر,idea
280,Gedanke::N,فکر,pensiero
281,Gedächtnis::N,یاد,memoria
282,Gedächtnis::N,حافظه,memoria
283,Verstand::N,عقل,intelletto
284,Verstand::N,شعور,intelletto
285,Sinn::N,معنی,senso
286,Sinn::N,معنی,significato
287,Grund::N,علت,causa
288,Grund::N,علت,motivo
289,Grund::N,علت,ragione
290,Grund::N,اساس,causa
291,Grund::N,اساس,motivo
292,Grund::N,اساس,ragione
293,Wahrheit::N,حقیقت,verità
294,Gespräch::N,مرکه,discorso
295,Gespräch::N,مرکه,conversazione
296,Gespräch::N,خبرې اترې,discorso
297,Gespräch::N,خبرې اترې,conversazione
298,Märchen::N,افسانه,fiaba
299,Märchen::N,افسانه,fàvola
300,Erzählung::N,قصه,racconto
301,Erzählung::N,قصه,narrazione
302,Erzählung::N,کیسه,racconto
303,Erzählung::N,کیسه,narrazione
304,Nachricht::N,خبر,messaggio
305,Neuigkeit::N,نوی خبر,notizia
306,Name::N,نوم,nome
307,Rätsel::N,کیسۍ,indovinello
308,Rätsel::N,چیستان,indovinello
309,Rede::N,وینا,discorso
310,Sprache::N,ژبه,lingua
311,Sprache::N,ژبه,linguaggio
312,Stimme::N,غږ,voce
313,Stimme::N,اواز,voce
314,Wort::N,لغت,parola
315,Wort::N,کلمه,parola
316,Zeichen::N,نښه,segno
317,Zeichen::N,نښه,segnale
318,Zeichen::N,اشاره,segno
319,Zeichen::N,اشاره,segnale
320,Ruf::N,ږغ,chiamata
321,Ruf::N,بلنه,chiamata
322,Lärm::N,غالمغال,chiasso
323,Lärm::N,غالمغال,strèpito
324,Laut::N,ږغ,suono
325,Ton::N,اواز,tono
326,Lied::N,غزله,canto
327,Lied::N,غزله,canzone
328,Lied::N,سندره,canto
329,Lied::N,سندره,canzone
330,Ruhe::N,ارامي,calma
331,Ruhe::N,ارامي,tranquillità
332,Leute::N,خلک,gente
333,Volk::N,ولس,pòpolo
334,Arbeit::N,کار,lavoro
335,Gast::N,مېلمه,òspite
336,Gast::N,مېلمه,invitato
337,Geschenk::N,تحفه,regalo
338,Geschenk::N,سوغات,regalo
339,Spiel::N,لوبه,gioco
340,Gesellschaft::N,ډله,compagnìa
341,Hilfe::N,کومک,aiuto
342,Hilfe::N,کومک,soccorso
343,Hilfe::N,مرسته,aiuto
344,Hilfe::N,مرسته,soccorso
345,Freund::N,ملګری,amico
346,Kamerad::N,انډيوال,camerata
347,Angelegenheit::N,موضوع,affare
348,Angelegenheit::N,موضوع,faccenda
349,Anzahl::N,شمېر,nùmero
350,Anzahl::N,شمېر,quantità
351,Anzahl::N,تعداد,nùmero
352,Anzahl::N,تعداد,quantità
353,Art::N,ډول,tipo
354,Art::N,ډول,specie
355,Stück::N,ټوټه,pezzo
356,Teil::N,برخه,parte
357,Hälfte::N,نیم,metà
358,Kreis::N,دایره,cìrcolo
359,Kreuz::N,صلیب,croce
360,Linie::N,خط,lìnea
361,Linie::N,لیکه,lìnea
362,Strich::N,کرښه,tratto
363,Abstand::N,فاصله,distanza
364,Entfernung::N,واټن,distanza
365,Entfernung::N,واټن,lontananza
366,Gegend::N,سیمه,regione
367,Gegend::N,منطقه,regione
368,Platz::N,ځای,posto
369,Platz::N,ځای,spazio
370,Ort::N,ځای,luogo
371,Ort::N,ځای,località
372,Seite::N,مخ,lato
373,Seite::N,مخ,parte
374,Seite::N,اړخ,lato
375,Seite::N,اړخ,parte
376,Mitte::N,وسط,mezzo
377,Mitte::N,وسط,centro
378,Mitte::N,مینځ,mezzo
379,Mitte::N,مینځ,centro
380,Gegenstand::N,شی,oggetto
381,Sache::N,شی,cosa
382,Sache::N,څيز,cosa
383,Rand::N,څنډه,orlo
384,Rand::N,څنډه,bordo
385,Rand::N,کناره,orlo
386,Rand::N,کناره,bordo
387,Kante::N,اړخ,spìgolo
388,Ecke::N,ګوټ,canto
389,Spitze::N,څوکه,punta
390,Ende::N,څوکه,capo
391,Ende::N,څوکه,estremità
392,Loch::N,سوری,buco
393,Winkel::N,کنج,àngolo
394,Winkel::N,کوتی,àngolo
395,Muster::N,نمونه,disegno
396,Größe::N,قد,taglia
397,Größe::N,قد,grandezza
398,Größe::N,لويوالی,taglia
399,Größe::N,لويوالی,grandezza
400,Länge::N,طول,lunghezza
401,Länge::N,اوږد والی,lunghezza
402,Höhe::N,جګوالی,altezza
403,Gewicht::N,وزن,peso
404,Menge::N,اندازه,quantità
405,Haufen::N,کوټه,cùmulo
406,Haufen::N,کوټه,mucchio
407,Reihe::N,صف,fila
408,Reihe::N,کتار,fila
409,Boot::N,قايق,barca
410,Boot::N,قايق,battello
411,Ruder::N,چپه,remo
412,Schlitten::N,ښویېدونی,slitta
413,Ski::N,سکي,sci
414,Lagerfeuer::N,اور,falò
415,Lagerfeuer::N,اور,fuoco di bivacco
416,Last::N,بار,càrico
417,Last::N,پېټی,càrico
418,Gang::N,تګ,andata
419,Schritt::N,ګام,passo
420,Norden::N,شمال,nord
421,Norden::N,شمال,settentrione
422,Süden::N,سوېل,sud
423,Süden::N,سوېل,meridione
424,Westen::N,لوېدېځ,òvest
425,Westen::N,لوېدېځ,occidente
426,Osten::N,شرق,est
427,Osten::N,شرق,oriente
428,Osten::N,ختیځ,est
429,Osten::N,ختیځ,oriente
430,Holz::N,لرګی,legno
431,Brett::N,تخته,asse
432,Brett::N,تخته,tàvola
433,Platte::N,تخته,lastra
434,Platte::N,تخته,piastra
435,Stütze::N,تکیوان,supporto
436,Stange::N,ډاګه,sbarra
437,Stange::N,ډاګه,pèrtica
438,Stock::N,لرګی,verga
439,Stock::N,لرګی,bastone
440,Stock::N,لرګی,bacchetta
441,Stab::N,چيخله,asta
442,Rohr::N,نل,tubo
443,Haus::N,کور,casa
444,Heim::N,کور,casa
445,Ofen::N,تودنۍ,stufa
446,Fußboden::N,غولی,pavimento
447,Tisch::N,مېز,tàvolo
448,Stuhl::N,چوکۍ,sedia
449,Wiege::N,زانګو,culla
450,Bett::N,کټ,letto
451,Bett::N,چپرکټ,letto
452,Regal::N,تاخچۍ,scaffale
453,Kiste::N,صندوق,cassa
454,Fenster::N,کړکۍ,finestra
455,Tür::N,دروازه,porta
456,Tor::N,دروازه,portone
457,Zaun::N,کټاره,recinto
458,Dach::N,بام,tetto
459,Leiter::N,زينه,scala
460,Leiter::N,زينه,scala a pioli
461,Besen::N,جارو,scopa
462,Spaten::N,یوم,vanga
463,Schaufel::N,بېلچه,pala
464,Gabel::N,پنجه,forchetta
465,Löffel::N,کاشوغه,cucchiaio
466,Messer::N,چاقو,coltello
467,Nagel::N,ميخ,chiodo
468,Netz::N,جال,rete
469,Haken::N,څنګک,uncino
470,Griff::N,لاستی,mànico
471,Griff::N,لاستی,maniglia
472,Schloss::N,کلپ,serratura
473,Bild::N,رسم,quadro
474,Bild::N,رسم,immàgine
475,Figur::N,قدوقامت,figura
476,Puppe::N,ګوډۍ,bàmbola
477,Beutel::N,کڅوړه,borsa
478,Beutel::N,کڅوړه,sacchetto
479,Bündel::N,دسته,fascio
480,Bündel::N,دسته,fagotto
481,Tasche::N,بکس,borsa
482,Tasche::N,توبره,borsa
483,Eimer::N,سطل,secchio
484,Deckel::N,سرپوښ,coperchio
485,Geschirr::N,لوښی,stoviglie
486,Sack::N,جوال,sacco
487,Tasse::N,پیاله,tazza
488,Topf::N,دېګی,pèntola
489,Kessel::N,دېګ,paiolo
490,Kessel::N,دېګ,calderone
491,Essen::N,خوراک,pasto
492,Essen::N,خوراک,mangiare
493,Nahrung::N,خوراک,cibo
494,Nahrung::N,خوراک,alimento
495,Speise::N,خواړه,piatto
496,Fleisch::N,غوښه,carne
497,Getreide::N,غله,cereali
498,Brei::N,اوګره,purè
499,Brei::N,اوګره,pappa
500,Brot::N,ډوډۍ,pane
501,Scheibe::N,مړۍ,fetta
502,Scheibe::N,مړۍ,trancia
503,Fett::N,غوړي,grasso
504,Butter::N,کوچ,burro
505,Öl::N,تېل,olio
506,Salz::N,مالګه,sale
507,Suppe::N,شوربا,zuppa
508,Suppe::N,شوربا,minestra
509,Honig::N,شات,miele
510,Milch::N,شوده,latte
511,Tee::N,چای,tè
512,Leder::N,څرمن,pelle
513,Wolle::N,پشم,lana
514,Stoff::N,ټوټه,panno
515,Stoff::N,ټوټه,tessuto
516,Nadel::N,ستن,ago
517,Faden::N,تار,filo
518,Knopf::N,تڼۍ,bottone
519,Knopf::N,تکمه,bottone
520,Knoten::N,غوټه,nodo
521,Farbe::N,رنګ,pittura
522,Kleidung::N,کالي,vestiti
523,Kleidung::N,کالي,vestiario
524,Hemd::N,کميس,camicia
525,Kragen::N,غاړه,bàvero
526,Kragen::N,غاړه,colletto
527,Ärmel::N,لستوڼی,mànica
528,Hose::N,پطلون,calzoni
529,Gürtel::N,کمربند,cintura
530,Mütze::N,خولۍ,berretto
531,Schuh::N,بوټ,scarpa
532,Stiefel::N,موزه,stivale
533,Ring::N,ګوته,anello
534,Band::N,فيته,nastro
535,Band::N,فيته,fettuccia
536,Kamm::N,ګمنځ,pèttine
537,Spiegel::N,ایینه,specchio
538,Spiegel::N,هنداره,specchio
539,Riemen::N,تسمه,cinghia
540,Schnur::N,مزی,corda
541,Leine::N,رسۍ,guinzaglio
542,Decke::N,بړستن,coperta
543,Kissen::N,بالښت,cuscino
544,Kissen::N,بالښت,guanciale
545,Tuch::N,ټیکری,fazzoletto
546,Handtuch::N,دسمال,asciugamano
547,Kraft::N,زور,forza
548,Kraft::N,توان,forza
549,Stärke::N,قوت,forza
550,Stärke::N,قوت,vigore
551,Stärke::N,قوت,fortezza
552,Gesundheit::N,صحت,salute
553,Gesundheit::N,روغتیا,salute
554,Krankheit::N,مرض,malattìa
555,Krankheit::N,ناروغي,malattìa
556,Schmerz::N,درد,dolore
557,Wunde::N,ټپ,piaga
558,Wunde::N,ټپ,ferita
559,Wunde::N,زخم,piaga
560,Wunde::N,زخم,ferita
561,Fieber::N,تبه,febbre
562,Arznei::N,دوا,fàrmaco
563,Arznei::N,دوا,medicina
564,Arznei::N,دارو,fàrmaco
565,Arznei::N,دارو,medicina
566,Brücke::N,پول,ponte
567,Brunnen::N,څاه,pozzo
568,Brunnen::N,کوهی,pozzo
569,Weide::N,وله,pàscolo
570,Pfad::N,تړه,sentiero
571,Weg::N,لیار,via
572,Weg::N,لیار,cammino
573,Straße::N,سړک,strada
574,Dorf::N,کلی,paese
575,Dorf::N,کلی,villaggio
576,Stadt::N,ښار,città
577,Brief::N,لیک,lèttera
578,Brief::N,مکتوب,lèttera
579,Buch::N,کتاب,libro
580,Buchstabe::N,حرف,lèttera
581,Buchstabe::N,توری,lèttera
582,Zeitung::N,اخبار,giornale
583,Leben::N,ژوند,vita
584,Tod::N,مرګ,morte
585,Tod::N,مړینه,morte
586,Grab::N,قبر,tomba
587,Grab::N,قبر,sepolcro
588,Grab::N,ډورۍ,tomba
589,Grab::N,ډورۍ,sepolcro
590,Kirche::N,کلیسا,chiesa
591,Sünde::N,ګناه,peccato
592,Gott::N,خدای,dio
593,Arbeiter::N,کاریګر,operaio
594,Arbeiter::N,کاریګر,lavoratore
595,Chef::N,آمر,capo
596,Chef::N,آمر,padrone
597,Meister::N,استاد,mastro
598,Meister::N,استاد,maestro
599,Arzt::N,طبیب,mèdico
600,Arzt::N,طبیب,dottore
601,Arzt::N,ډاکټر,mèdico
602,Arzt::N,ډاکټر,dottore
603,Lehrer::N,معلم,professore
604,Lehrer::N,ښوونکی,professore
605,Geld::N,پیسې,soldi
606,Geld::N,پیسې,denaro
607,Geschäft::N,سوداګري,affare
608,Geschäft::N,سوداګري,negozio
609,Laden::N,دکان,negozio
610,Laden::N,مغازه,negozio
611,Preis::N,بیه,prezzo
612,Ware::N,مال,merce
613,Nutzen::N,ګټه,ùtile
614,Nutzen::N,ګټه,profitto
615,Reichtum::N,شتمني,ricchezza
616,Welt::N,نړۍ,mondo
617,Welt::N,دنیا,mondo
618,Land::N,هېواد,paese
619,Staat::N,دولت,Stato
620,König::N,باچا,re
621,König::N,پادشاه,re
622,Macht::N,قدرت,potere
623,Grenze::N,حد,confine
624,Grenze::N,حد,frontiera
625,Grenze::N,سرحد,confine
626,Grenze::N,سرحد,frontiera
627,Krieg::N,جګړه,guerra
628,Feind::N,دښمن,nemico
629,Gewalt::N,زور,violenza
630,Gewalt::N,تشدد,violenza
631,Kampf::N,جنګ,lotta
632,Kampf::N,مبارزه,lotta
633,Bogen[Waffe]::N,لیندۍ,arco
634,Pfeil::N,غشی,freccia
635,Gewehr::N,ټوپک,fucile
636,Fehler::N,خطا,errore
637,Fehler::N,خطا,sbaglio
638,Fehler::N,غلطي,errore
639,Fehler::N,غلطي,sbaglio
640,Lüge::N,دروغ,bugìa
641,Lüge::N,دروغ,menzogna
642,Schaden::N,زیان,danno
643,Schaden::N,تاوان,danno
644,Unglück::N,بدبختي,sfortuna
645,Schuld::N,ګناه,colpa
646,Alter::N,منګ,età
647,Schluss::N,اخر,fine
648,Zeit::N,وخت,tempo
649,Tag::N,ورځ,giorno
650,Tag::N,ورځ,giornata
651,Morgen::N,سبا,mattina
652,Morgen::N,سهار,mattina
653,Mittag::N,غرمه,mezzogiorno
654,Abend::N,ماښام,sera
655,Abend::N,ماښام,serata
656,Nacht::N,شپه,notte
657,Woche::N,اونۍ,settimana
658,Monat::N,مياشت,mese
659,Jahr::N,کال,anno
660,Frühling::N,پسرلی,primavera
661,Sommer::N,دوبی,estate
662,Herbst::N,منی,autunno
663,Herbst::N,خزان,autunno
664,Winter::N,ژمی,inverno
665,Januar::N,جنوري,gennaio
666,Februar::N,فبروري,febbraio
667,März::N,مارچ,marzo
668,April::N,اپریل,aprile
669,Mai::N,مې,maggio
670,Juni::N,جون,giugno
671,Juli::N,جولای,luglio
672,August::N,اګست,agosto
673,September::N,سپټامبر,settembre
674,Oktober::N,اکتوبر,ottobre
675,November::N,نومبر,novembre
676,Dezember::N,دسمبر,dicembre
677,Montag::N,دوشنبه,lunedì
678,Dienstag::N,سه شنبه,martedì
679,Mittwoch::N,چارشنبه,mercoledì
680,Donnerstag::N,پنجشنبه,giovedì
681,Freitag::N,جمعه,venerdì
682,Samstag::N,خالي,sàbato
683,Sonntag::N,یکشنبه,domenica
684,groß::A,لوی,grande
685,klein::A,وړوکی,pìccolo
686,lang::A,اوړد,lungo
687,kurz::A,لنډ,corto
688,breit::A,پراخه,largo
689,schmal::A,تنګ,stretto
690,dicht::A,ګڼ,denso
691,dick[Gegenstand]::A,پنډ,spesso
692,dünn::A,نری,sottile
693,fein::A,نازک,fine
694,fein::A,نازک,delicato
695,fest::A,کلک,sodo
696,fest::A,کلک,fisso
697,fest::A,ټینګ,sodo
698,fest::A,ټینګ,fisso
699,flach::A,هوار,piano
700,flach::A,هوار,piatto
701,glatt::A,ښوی,liscio
702,hart::A,کلک,duro
703,weich::A,نرم,molle
704,weich::A,پوست,molle
705,rund::A,ګرد,rotondo
706,spitz::A,تېره,aguzzo
707,spitz::A,تېره,appuntito
708,scharf::A,تېز,affilato
709,scharf::A,تېز,tagliente
710,scharf::A,تېره,affilato
711,scharf::A,تېره,tagliente
712,stumpf::A,پڅ,smussato
713,schwer::A,دروند,pesante
714,schön::A,ښکلی,bello
715,heiß::A,تود,caldo
716,heiß::A,تود,bollente
717,warm::A,تود,caldo
718,kalt::A,ېخ,freddo
719,kalt::A,سوړ,freddo
720,kühl::A,ېخ,fresco
721,kühl::A,سوړ,fresco
722,frisch::A,تازه,fresco
723,feucht::A,مرطوب,ùmido
724,nass::A,لوند,bagnato
725,trocken::A,وچ,secco
726,voll::A,ډک,pieno
727,leer::A,خالی,vuoto
728,offen::A,خلاص,aperto
729,offen::A,پرانیستی,aperto
730,geschlossen::A,تړلی,chiuso
731,sauber::A,پاک,netto
732,sauber::A,پاک,pulito
733,schmutzig::A,چټل,sporco
734,schmutzig::A,چټل,sùdicio
735,roh::A,خام,crudo
736,reif::A,پوخ,maturo
737,reif::A,رسېدلی,maturo
738,lecker::A,خوندور,ghiotto
739,lecker::A,خوندور,squisito
740,lecker::A,مزه دار,ghiotto
741,lecker::A,مزه دار,squisito
742,süß::A,خوږ,dolce
743,süß::A,شیرین,dolce
744,bitter::A,تریخ,amaro
745,sauer::A,ټاک,aspro
746,sauer::A,ټاک,acerbo
747,sauer::A,تريو,aspro
748,sauer::A,تريو,acerbo
749,hell::A,روڼ,chiaro
750,hell::A,روښان,chiaro
751,dunkel::A,تیاره,buio
752,dunkel::A,تیاره,oscuro
753,schwarz::A,تور,nero
754,weiß::A,سپين,bianco
755,rot::A,سور,rosso
756,gelb::A,زېړ,giallo
757,blau::A,شین,blu
758,blau::A,شین,azzurro
759,blau::A,اسماني رنګه,blu
760,blau::A,اسماني رنګه,azzurro
761,grün::A,زرغون,verde
762,grau::A,خړ,grigio
763,bunt::A,رنګارنګ,variopinto
764,billig::A,ارزان,a buon prezzo
765,billig::A,ارزان,a buon mercato
766,teuer::A,ګران,caro
767,wertvoll::A,قیمتي,prezioso
768,blind::A,ړوند,cieco
769,taub::A,کوڼ,sordo
770,kräftig::A,قوی,forte
771,kräftig::A,قوی,robusto
772,stark::A,قوی,forte
773,stark::A,قوی,vigoroso
774,stark::A,تکړه,forte
775,stark::A,تکړه,vigoroso
776,schwach::A,ضعیف,dèbole
777,schwach::A,کمزوری,dèbole
778,fett::A,چاغ,grasso
779,schlank::A,خوش اندام,snello
780,schlank::A,خوش اندام,slanciato
781,hübsch::A,ښکلی,bello
782,hübsch::A,ښکلی,carino
783,hübsch::A,ښایسته,bello
784,hübsch::A,ښایسته,carino
785,böse::A,شریر,cattivo
786,böse::A,قهرناک,cattivo
787,dumm::A,احمق,stùpido
788,faul::A,لټ,pigro
789,faul::A,تنبل,pigro
790,fleißig::A,زحمت کښ,diligente
791,geizig::A,بخیل,avaro
792,klug::A,عاقل,intelligente
793,klug::A,هوښیار,intelligente
794,geschickt::A,ماهر,àbile
795,lieb::A,عزیز,caro
