,Concept_ID,ru,ta
703,wechseln::V,меняться,மாற்று
704,aufgehen[Sonne]::V,взойти,உயர எழு
705,untergehen[Sonne]::V,зайти,பொறுத்து
706,scheinen[Sonne]::V,светить,பிரகாசி
707,donnern::V,греметь,இடி
708,wehen::V,дуть,வீசு
709,strömen::V,литься,பாயதல்
710,fließen::V,течь,நீரோட்டம் போக்கில் போ
711,sich drehen::V,вращаться,சுழல்
712,schwanken::V,колебаться,தள்ளாடு
713,schwingen::V,качаться,ஆடு
714,fallen::V,падать,விழு
715,brennen::V,гореть,எரி
716,rauchen::V,дымить,பகை பிடி
717,regnen::V,дождить,மழை பெய்
718,gefrieren::V,замерзнуть,உறைந்துவிடு
719,tauen::V,таять,உருகு
720,schmelzen::V,плавиться,உருகு
721,trocknen::V,сохнуть,உலர்த்து
722,sieden::V,кипеть,கொதிக்க வை
723,faulen::V,гнить,அழுகச் செய்
724,verfaulen::V,сгнить,அழுகச் செய்
725,reißen::V,рваться,திடீரென அறு
726,versinken::V,тонуть,மூழ்கு
727,vergehen::V,проходить,கடந்துசெல்
728,erscheinen::V,появиться,தோன்றச்
729,verschwinden::V,исчезнуть,மறைந்து போ
730,sinken::V,спадать,பதைவுறு
731,abnehmen::V,уменьшиться,குறை
732,zunehmen::V,увеличиваться,உயர்த்து
733,steigen::V,подниматься,உயர எழு
734,wachsen::V,расти,வளர்
735,glänzen::V,блестеть,மிளிர்
736,funkeln::V,сверкать,பிரகாசி
737,lärmen::V,шуметь,கொம்பு
738,läuten::V,звонить,மணியொலியிசை
739,klingeln::V,звонить,மணி அடி
740,klirren::V,звякать,கிலுங்கு
741,brausen::V,бушевать,இரைதல்
742,rauschen::V,шелестеть,சலசலப்பு
743,klingen::V,звучать,சிலம்புதல்
744,bellen::V,лаять,குரை
745,heulen::V,выть,ஊளையிடு
746,blasen::V,дунуть,ஊது
747,pfeifen::V,свистеть,சீழ்க்கை எழப்பு
748,schreien::V,кричать,கூச்சலிடு
749,stöhnen::V,стонать,வேதனை
750,zittern::V,дрожать,நடுங்கு
751,leben::V,жить,உயிருடனிரு
752,geboren werden::V,родиться,பிற
753,atmen::V,дышать,சுவாசி
754,trinken::V,пить,குடி
755,essen::V,есть,சாப்பிடு
756,essen::V,кушать,சாப்பிடு
757,schlucken::V,глотать,முழுங்கு
758,müde werden::V,устать,கையயர்தல்
759,einschlafen::V,заснуть,தூங்க
760,schlafen::V,спать,தூங்கு
761,aufwachen::V,проснуться,எழுப்பு
762,aufstehen::V,встать,எழுந்திரு
763,sich erholen::V,отдыхать,இளைப்பாறு
764,krank werden::V,заболеть,விழுதல்
765,krank sein::V,болеть,நருக்கலாயிருக்க
766,schmerzen::V,болеть,நோவுறு
767,husten::V,кашлять,இருமு
768,genesen::V,поправиться,குணம் அடை
769,sterben::V,умереть,மரணமடை
770,umkommen::V,погибнуть,நசி
771,sich bewegen::V,двигаться,நகர்த்து
772,sich rühren::V,шевельнуться,அசை
773,sich erheben::V,встать,எழுந்து நில்
774,sich setzen::V,сесть,உட்கார்
775,hinfallen::V,упасть,விழு
776,laufen::V,ходить,நட
777,schreiten::V,шагать,கவடுவைத்தல்
778,spazierengehen::V,гулять,உலவு
779,eilen::V,спешить,விரைந்து
780,sich beeilen::V,торопиться,அவசரப்படுத்து
781,sausen::V,мчаться,விரைந்து செல்
782,rennen::V,бегать,ஓடு
783,springen::V,прыгать,குதி
784,klettern::V,лазать,ஏறு
785,schaukeln::V,раскачиваться,தள்ளாடு
786,kriechen::V,ползать,மெதுவாக நடந்து செல்
787,schwimmen::V,плавать,நீந்து
788,tauchen::V,нырять,மூழ்கி நீச்சலடி
789,rudern::V,грести,துடுப்புப் போடு
790,fahren::V,ехать,ஓட்டு
791,fliegen::V,летать,பற
792,gehen::V,идти,போ
793,weggehen::V,уйти,விலகிச் செல்
794,abfahren::V,отправиться,புறப்பட்டுச் செல்
795,anhalten::V,остановиться,நின்றுவிடு
796,hineingehen::V,входить,மறையச் செய்
797,eintreten::V,войти,நுழை
798,kommen::V,прийти,வா
799,ankommen::V,прибыть,வநது சேர்
800,zurückkommen::V,возвратиться,திரும்பி வா
801,bleiben::V,остаться,இரு
802,warten::V,ждать,தாமதி
803,erwarten::V,ожидать,எதிர்நோக்கு
804,suchen::V,искать,தேடு
805,finden::V,найти,கண்டுபிடி
806,versuchen::V,пытаться,முயற்சி செய்
807,vorbereiten::V,подготовить,ஆயத்தம் செய்
808,lieben::V,любить,அன்பு செலுத்து
809,mögen::V,любить,விரும்பு
810,lachen::V,смеяться,சிரி
811,rühren::V,растрогать,இதயத்தைத் தொடு
812,weinen::V,плакать,அழு
813,schimpfen::V,ругаться,சாபமிடு
814,sich ärgern::V,сердиться,கோப்பபடு
815,sich fürchten::V,бояться,பயப்படு
816,fürchten::V,бояться,பயப்படுத்து
817,fliehen::V,убегать,ஓடு
818,flüchten::V,убежать,தப்பிவிடு
819,sehen::V,видеть,பார்
820,anschauen::V,посмотреть,கூர்ந்து கவனி
821,ansehen::V,смотреть,கவனி
822,hören::V,слышать,கேள்
823,zuhören::V,слушать,சுவைத்துப் பார்
824,probieren::V,пробовать,ருசி
825,riechen::V,нюхать,முகர்ந்து பார்
826,fühlen::V,чувствовать,தொட்டுணர்
827,scheinen::V,казаться,காணப்படு
828,zu sehen sein::V,виднеться,தோன்றுதல்
829,vernehmen::V,услышать,கேள்
830,frieren::V,мерзнуть,குதுகுதுகு
831,tun::V,делать,செய்
832,können::V,мочь,இயல்வது
833,können::V,уметь,இயல்வது
834,wollen::V,хотеть,விரும்பு
835,anfangen::V,начать,தொடங்கு
836,beenden::V,закончить,முடி
837,aufhören::V,перестать,நிறுத்து
838,gelingen::V,удаться,வெற்றி
839,geraten::V,оказаться,ஏற்படுத்து
840,öffnen::V,открыть,திற
841,schließen::V,закрыть,மூடு
842,stellen::V,поставить,வை
843,setzen::V,посадить,வை
844,legen::V,класть,பரப்பி வை
845,berühren::V,трогать,பதி
846,verbinden::V,связать,சேர்
847,bedecken::V,покрыть,உறைபோடு
848,aufhängen::V,повесить,தொங்கவிடு
849,anzünden::V,зажечь,எரியூட்டு
850,aufheben::V,поднять,பொறுக்கி எடு
851,zurücklassen::V,оставить,விட்டுச் செல்
852,verlieren::V,потерять,இழ
853,fallen lassen::V,уронить,அளவில் குறைவு
854,machen::V,сделать,தயார்செய்
855,herstellen::V,изготовить,உற்பத்தி செய்
856,bauen::V,строить,கட்டு
857,reparieren::V,чинить,பழுது பார்
858,verbessern::V,улучшить,மேம்படுத்து
859,ändern::V,изменить,மாற்றி அமை
860,graben::V,копать,குழி வெட்டு
861,beugen::V,согнуть,வனை
862,biegen::V,погнуть,வனை
863,drehen::V,вертеть,சுழல்
864,wenden::V,повернуть,குடைகவிழு
865,umdrehen::V,перевернуть,சுற்றும் முற்றும் பார்
866,heben::V,поднимать,தூக்கு
867,hochheben::V,поднять,தூக்கு
868,ergreifen::V,схватить,பறி
869,halten::V,держать,பிடித்துக் கொள்
870,drücken::V,нажимать,அழுத்து
871,schieben::V,толкать,தள்ளு
872,kratzen::V,скрести,கீறு
873,lecken::V,лизать,நக்கு
874,beißen::V,кусать,கடி
875,abreißen::V,оторвать,கிழி
876,abschneiden::V,отрезать,வெட்டி எடு
877,binden::V,вязать,கட்டு
878,stecken::V,воткнуть,பதிய வை
879,brechen::V,сломать,உடை
880,klopfen::V,стучать,தட்டு
881,hauen::V,бить,அடி
882,kleben::V,клеить,ஒட்டு
883,reiben::V,тереть,தேய்
884,streichen::V,намазать,பரவச்செய்
885,schleifen::V,точить,அரை
886,schneiden::V,резать,துண்டாக்கு
887,rütteln::V,шатать,மெல்ல தள்ளு
888,schütteln::V,трясти,குலுக்கு
889,schwenken::V,махать,ஊஞ்சலாடு
890,schütten::V,налить,ஊற்று
891,füllen::V,наполнить,நிரப்பு
892,einwickeln::V,завернуть,சுற்று
893,tragen::V,нести,எடுத்துச் செல்
894,schleppen::V,тащить,இழுத்துச் செல்
895,ziehen::V,тянуть,இழு
896,aufbewahren::V,хранить,வைத்துக் கொள்
897,werfen::V,бросать,வீசி எறி
898,fangen::V,ловить,பிடி
899,packen::V,схватить,பிடித்துக்கொள்
900,verstecken::V,спрятать,மறை
901,teilen::V,разделить,பாகங்களாகப் பிரி
902,schicken::V,посылать,அனுப்பு
903,bringen::V,принести,கொண்டு வா
904,hinzufügen::V,добавить,சேர்
905,bekommen::V,достать,பெறு
906,erhalten::V,получить,பெறு
907,nehmen::V,взять,எடு
908,wählen::V,выбрать,தேர்ந்தெடு
909,auswählen::V,отобрать,தேர்ல்தெடு
910,bewahren::V,сохранить,கெடாது பேணு
911,behindern::V,препятствовать,தடங்கல் செய்
912,verderben::V,испортить,நாசமாக்கு
913,beschädigen::V,повредить,சேதப்படுத்து
914,zerbrechen::V,разбить,உடை
915,zerreißen::V,разорвать,கிழி
916,zerstören::V,разрушить,அழி
917,verbrennen::V,сжечь,எரியூட்டு
918,geben::V,дать,கொடு
919,reichen::V,передать,வழங்கு
920,schenken::V,дарить,மொயத்தல்
921,versprechen::V,обещать,உறுதியளி
922,wünschen::V,желать,ஆசைப்படு
923,loben::V,хвалить,புகழ்ச்சி கூறு
924,küssen::V,целовать,முத்தமிடு
925,wiegen::V,качать,ஆட்டுத்தல்
926,zudecken::V,накрыть,உறைபோடு
927,wecken::V,разбудить,எழுப்பு
928,zeigen::V,показать,காட்டு
929,führen::V,вести,வழிகாட்டி
930,lehren::V,учить,சொல்லிக் கொடு
931,unterrichten::V,преподавать,அறிவுரை கூறு
932,aufziehen::V,воспитать,வளர்
933,leiten::V,руководить,அழைத்துச் செல்
934,antreiben::V,подгонять,தூண்டு
935,lassen::V,заставить,விடு
936,einladen::V,пригласить,அழை
937,vereinigen::V,объединить,ஒன்றாகச் சேர்
938,besuchen::V,посетить,வருகை புரி
939,treffen::V,встретить,சந்தி
940,sich versammeln::V,собраться,தொகுப்பு
941,spielen::V,играть,விளையாடு
942,singen::V,петь,பாடு
943,tanzen::V,плясать,நடனமாடு
944,tanzen::V,танцевать,நடனமாடு
945,sich trennen::V,расстаться,தனிப்படடுத்து
946,verlassen::V,покинуть,கைவிடு
947,retten::V,спасти,காப்பாற்று
948,bewachen::V,охранять,காவல் செய்
949,schützen::V,уберегать,பாதுகாப்பு செய்
950,verteidigen::V,защитить,எதிர்த்து நில்
951,sich schlagen::V,драться,பூசலிடு
952,schießen::V,стрелять,சுட்டுக் கொல்
953,siegen::V,победить,வெற்றி பெறு
954,ärgern::V,сердить,எரிச்சலூட்டு
955,schlagen::V,ударить,அடி
956,treten::V,пинать,உதை
957,stechen::V,уколоть,கொட்டு
958,stoßen::V,толкнуть,நெருக்கு
959,stehlen::V,украсть,திருடு
960,stören::V,помешать,தொல்லைகொடு
961,belästigen::V,надоедать,தொல்லை கொடு
962,verbergen::V,скрыть,மறை
963,täuschen::V,обмануть,ஏமாற்று
964,betrügen::V,смошенничать,ஏமாற்று
965,töten::V,убить,கொல்
966,wohnen::V,проживать,தங்கியிரு
967,arbeiten::V,работать,வேலை செய்
968,sammeln::V,собрать,ஒன்றுசேர்
969,pflücken::V,рвать,கொய்து எடு
970,pflücken::V,срывать,கொய்து எடு
971,jagen::V,охотиться,வேட்டையாடு
972,fischen::V,рыбачить,மீன் பிடி
973,fassen::V,поймать,பிடி
974,hüten::V,пасти,காவல் செய்
975,treiben::V,гнать,ஓட்டு
976,anbinden::V,привязать,கட்டு
977,füttern::V,кормить,உணவளி
978,melken::V,доить,பால் கற
979,hacken::V,рубить,வெட்டி எடு
980,gießen::V,полить,நீர்ப் பாய்ச்சு
981,reifen::V,созреть,பழு
982,zubereiten::V,приготовить,சமையல் செய்
983,kochen::V,варить,வேகவை
984,backen::V,печь,வெப்பத்தில் வாட்டு
985,braten::V,жарить,பொரியச் செய்
986,umrühren::V,перемешать,கலக்கு
987,stricken::V,вязать,பின்னியிழை
988,nähen::V,шить,தையல் வேலை செய்
989,färben::V,покрасить,வண்ணம் பெறச் செய்
990,reinigen::V,очистить,சுத்தம் செய்
991,waschen::V,стирать,கழுவு
992,abwischen::V,вытереть,துடை
993,spülen::V,полоскать,அலசு
994,fegen::V,подметать,பெறுக்கு
995,kehren::V,мести,பெறுக்கு
996,baden::V,купаться,குளி
997,sich waschen::V,мыться,கழுவு
998,ausziehen::V,снять,கழற்று
999,anziehen::V,надеть,புனைதல்
1000,sich anziehen::V,одеться,உடுத்துதல்
1001,kämmen::V,причесать,தலை வாரிக் கொள்
1002,schmücken::V,украсить,அழகுபடுத்து
1003,sagen::V,сказать,சொல்
1004,sprechen::V,говорить,பேசு
1005,reden::V,разговаривать,பெசு
1006,sich unterhalten::V,беседовать,இயல்பாக பேசிக்கொண்டிரு
1007,fragen::V,спросить,கேள்
1008,bitten::V,просить,வேண்டு
1009,erzählen::V,рассказать,சொல்
1010,mitteilen::V,сообщить,சொல்
1011,nennen::V,назвать,பெயரிடுதல்
1012,rufen::V,звать,கூச்சலிடு
1013,prahlen::V,хвастаться,தற்பெருமை பேசு
1014,übersetzen::V,перевести,மொழிபெயர்ப்பு செய்
1015,denken::V,думать,யோசி
1016,glauben::V,верить,நம்பு
1017,bemerken::V,заметить,கவனி
1018,erkennen::V,узнать,அடையாளம் கண்டுகொள்
1019,begreifen::V,понять,பற்றிக்கொள்
1020,begreifen::V,постичь,பற்றிக்கொள்
1021,verstehen::V,услышать,புரிந்து கொள்
1022,lernen::V,учиться,கற்றுக்கொள்
1023,wissen::V,знать,தெரிந்திரு
1024,sich erinnern an::V,вспомнить,நினைவு கூர்
1025,vergessen::V,забыть,மற
1026,messen::V,мерить,அளவிடு
1027,zählen::V,считать,எண்ணு
1028,rechnen::V,считать,கணக்கிடு
1029,lesen::V,читать,படி
1030,malen::V,рисовать,வண்ணச்சித்திரம்
1031,zeichnen::V,рисовать,வரை
1032,schreiben::V,писать,எழுது
1033,besitzen::V,иметь,உடைமையாகக் கொண்டிரு
1034,kaufen::V,купить,வாங்கு
1035,verkaufen::V,продать,விற்பனை செய்
1036,bezahlen::V,заплатить,இறுத்தல்
1037,zahlen::V,платить,பணம் செலுத்து
1038,beherrschen::V,владеть,ஆட்சிசெய்
1039,ertragen::V,вытерпеть,தாங்கு
