,Concept_ID,uk,ku
826,zunehmen::V,збільшуватися,qelew bûn
827,steigen::V,підніматися,hildan
828,wachsen::V,рости,mezin bûn
829,glänzen::V,блищати,biriqîn
830,funkeln::V,блискати,çikisîn
831,lärmen::V,шуміти,guşîn
832,läuten::V,дзвонити,lê de
833,klingeln::V,дзвонити,sîl dan
834,klingeln::V,дзвонити,ringerin
835,klirren::V,дзвякати,zingzing hat
836,brausen::V,бушувати,guşîn
837,rauschen::V,шелестіти,guşîn
838,klingen::V,лунати,deng pe ketin
839,klingen::V,звучати,deng pe ketin
840,bellen::V,гавкати,kewtîn
841,heulen::V,вити,ûrîn
842,blasen::V,дунути,puf kirin
843,pfeifen::V,свистіти,fîkandin
844,schreien::V,кричати,qîrîn
845,stöhnen::V,стогнати,nalîn
846,zittern::V,тремтіти,hejîn
847,leben::V,жити,jihîn
848,geboren werden::V,народитися,hatin dinyê
849,geboren werden::V,народитися,bûn
850,atmen::V,дихати,hilmijîn
851,trinken::V,пити,vexwarin
852,essen::V,їсти,xwarin
853,schlucken::V,ковтати,daqulbandin
854,müde werden::V,втомитися,betilîln
855,müde werden::V,втомитися,qerimîn
856,einschlafen::V,заснути,razan
857,schlafen::V,спати,razan
858,schlafen::V,спати,razandin
859,aufwachen::V,прокинутися,şiyarbûn
860,aufstehen::V,встати,rabûn
861,sich erholen::V,відпочивати,baş bûn
862,krank werden::V,захворіти,nexweş kêt
863,krank sein::V,хворіти,nexweş bû
864,schmerzen::V,боліти,êşandin
865,husten::V,кашляти,kuxin
866,genesen::V,одужати,baş bûn
867,genesen::V,видужати,baş bûn
868,sterben::V,померти,mirin
869,umkommen::V,згинути,mirin
870,sich bewegen::V,рухатися,leqîn
871,sich rühren::V,ворушитися,leqîn
872,sich erheben::V,встати,rabûn
873,sich setzen::V,сісти,runiştin
874,hinfallen::V,упасти,kêtin
875,laufen::V,ходити,meşîn
876,schreiten::V,крокувати,meşkirin
877,spazierengehen::V,гуляти,gerandin
878,eilen::V,спішити,lezandin
879,sich beeilen::V,поспішати,zûkirin
880,sausen::V,мчатися,fîzîn
881,rennen::V,бігати,baz dan
882,springen::V,скакати,hilpekîn
883,springen::V,стрибати,hilpekîn
884,klettern::V,лазити,hilperikîn
885,schaukeln::V,гойдатися,lorandin
886,kriechen::V,повзати,xuşandin
887,schwimmen::V,пливти,avjenîn
888,schwimmen::V,плавати,avjenîn
889,tauchen::V,пірнати,qutxuyardin
890,tauchen::V,пірнати,noqîn
891,rudern::V,гребти,qaîq ajotin
892,rudern::V,веслувати,qaîq ajotin
893,fahren::V,їхати,ajotin
894,fliegen::V,літати,firîn
895,gehen::V,іти,çûn
896,weggehen::V,піти,çûn
897,abfahren::V,від’їхати,çûyin
898,abfahren::V,відправитися,çûyin
899,anhalten::V,зупинитися,rawestîn
900,hineingehen::V,входити,ketin hundir
901,eintreten::V,увійти,têketin
902,kommen::V,прийти,hatin
903,ankommen::V,прибути,gihan
904,ankommen::V,прибути,gihîştin
905,zurückkommen::V,повернутися,vegerandin
906,bleiben::V,залишитися,sekinîn
907,warten::V,чекати,payîn
908,erwarten::V,чекати,payîn
909,suchen::V,шукати,lêgerîn
910,finden::V,знайти,peyda kirin
911,versuchen::V,випробовувати,çeribandin
912,vorbereiten::V,підготувати,amade kirin
913,lieben::V,любити,hez kirin
914,mögen::V,любити,dil kirin
915,mögen::V,подобатися,dil kirin
916,lachen::V,сміятися,kenîn
917,rühren::V,розчулити,hêjan
918,weinen::V,плакати,girîn
919,schimpfen::V,лаятися,pevçûn
920,sich ärgern::V,сердитися,enirîn
921,sich fürchten::V,боятися,tirsîn
922,fürchten::V,боятися,tirsin
923,fliehen::V,тікати,bazdan
924,flüchten::V,утекти,revîn
925,sehen::V,бачити,dîtin
926,anschauen::V,поглянути,sêr kirin
927,ansehen::V,дивитися на,hesibandin
928,hören::V,чути,guhdar jirin
929,zuhören::V,слухати,guhdarî kirin
930,probieren::V,покуштувати,tehm kirin
931,riechen::V,нюхати,bihn kirin
932,fühlen::V,відчувати,hîs kirin
933,scheinen::V,здаватися,xoyer kir
934,zu sehen sein::V,виднітися,diyar bûn
935,vernehmen::V,почути,bihîstin
936,frieren::V,мерзнути,qerişîn
937,tun::V,робити,kirin
938,können::V,могти,karin
939,wollen::V,хотіти,xwestîn
940,anfangen::V,почати,dest pêkirin
941,beenden::V,закінчити,xelas kirin
942,aufhören::V,перестати,xelas kirin
943,gelingen::V,вдатися,çe bûn
944,geraten::V,опинитися,qewîmîn
945,öffnen::V,відкрити,vekirin
946,schließen::V,закрити,girtin
947,stellen::V,поставити,danîn
948,setzen::V,посадити,rûniştin
949,legen::V,класти,danîn
950,legen::V,класти,razandin
951,berühren::V,чіпати,lêketin
952,verbinden::V,зв’язати,anîn pê
953,bedecken::V,покрити,sergirtin
954,aufhängen::V,повісити,aliqandin
955,anzünden::V,запалити,pêxistin
956,aufheben::V,підняти,hildan
957,zurücklassen::V,залишити,hiştin
958,zurücklassen::V,залишити,vehiştin
959,verlieren::V,загубити,wendakirin
960,fallen lassen::V,упустити,xistin bixe
961,fallen lassen::V,упустити,xistin
962,machen::V,зробити,kirin
963,machen::V,зробити,çêkirin
964,herstellen::V,виготовити,çê kirin
965,herstellen::V,виготовити,peyda kirin
966,bauen::V,будувати,lêkirin
967,reparieren::V,лагодити,veherînerîn
968,verbessern::V,поліпшити,sererastkirin
969,ändern::V,змінити,degiş kirin
970,graben::V,копати,kolandin
971,beugen::V,зігнути,tewîn
972,beugen::V,зігнути,xwar kirin
973,biegen::V,погнути,tewandin
974,biegen::V,погнути,xwarkirin
975,drehen::V,вертіти,fitilandin
976,wenden::V,повернути,zivîrin
977,umdrehen::V,перевернути,vegerandin
978,heben::V,піднімати,hildan
979,hochheben::V,підняти,hildan
980,ergreifen::V,схопити,dest avêtin
981,halten::V,тримати,hîştin
982,halten::V,тримати,sekinîn
983,drücken::V,натискати,pêl kirin
984,schieben::V,пхати,damdan
985,schieben::V,штовхати,damdan
986,kratzen::V,шкребти,xurandin
987,lecken::V,лизати,alastin
988,beißen::V,кусати,gez kirin
989,abreißen::V,відірвати,hilşandin
990,abschneiden::V,відрізати,jêkirin
991,binden::V,в’язати,girêdan
992,stecken::V,увіткнути,têxistin
993,brechen::V,зламати,şikandin
994,klopfen::V,стукати,kutandin
995,hauen::V,бити,li dan
996,kleben::V,клеїти,zeliqîn
997,kleben::V,клеїти,şirêz kirin
998,reiben::V,терти,firikandin
999,streichen::V,намазати,bax dan
1000,schleifen::V,точити,çarkirin
1001,schneiden::V,різати,jêkirin
1002,rütteln::V,хитати,hejandin
1003,schütteln::V,трясти,daweşîn
1004,schwenken::V,махати,têwdan
1005,schütten::V,налити,rijandin
1006,füllen::V,наповнити,dagirtin
1007,einwickeln::V,загорнути,pêçandin
1008,tragen::V,нести,kişandin
1009,tragen::V,нести,rajtin
1010,schleppen::V,тягти,kişandin
1011,ziehen::V,тягнути,kişandin
1012,aufbewahren::V,зберігати,hilandin
1013,werfen::V,кидати,avêtin
1014,fangen::V,ловити,sem kirin
1015,fangen::V,ловити,girtin
1016,packen::V,схопити,pê girtin
1017,verstecken::V,сховати,hîlanin
1018,teilen::V,розділити,parvekirin
1019,schicken::V,посилати,şandin
1020,bringen::V,принести,anîn
1021,bringen::V,принести,birin
1022,hinzufügen::V,додати,dan ser
1023,hinzufügen::V,додати,li tiştekî zêde kirin
1024,bekommen::V,дістати,standin
1025,erhalten::V,одержати,standin
1026,nehmen::V,взяти,girtin
1027,wählen::V,вибрати,ray dan
1028,auswählen::V,відібрати,bijartin
1029,bewahren::V,зберегти,rê li ber girtin
1030,bewahren::V,зберегти,lê xwedî derketin
1031,behindern::V,перешкоджати,bara wi
1032,verderben::V,зіпсувати,heram bûn
1033,beschädigen::V,зашкодити,xerab kirin
1034,zerbrechen::V,розбити,şikênandin
1035,zerbrechen::V,розбити,perçe kirin
1036,zerreißen::V,розірвати,qelişandin
1037,zerstören::V,зруйнувати,hilşandin
1038,verbrennen::V,спалити,şewitandin
1039,geben::V,дати,dan
1040,geben::V,дати,dayin
1041,reichen::V,передати,besbûn
1042,reichen::V,передати,têrkirin
1043,schenken::V,дарувати,diyarî kirin
1044,versprechen::V,обіцяти,soz dan
1045,wünschen::V,бажати,dil kirin
1046,loben::V,хвалити,pesinandin
1047,küssen::V,цілувати,maçkirin
1048,wiegen::V,качати,lorandin
1049,wiegen::V,качати,wezinandin
1050,zudecken::V,накрити,nixumandin
1051,wecken::V,розбудити,bixwe hesandin
1052,zeigen::V,показати,şanîdan
1053,führen::V,вести,raber kirin
1054,lehren::V,вчити,hîn kirin
1055,unterrichten::V,викладати,ders dan
1056,aufziehen::V,виховати,mesinkirin
1057,leiten::V,керувати,rêberî kirin
1058,antreiben::V,підганяти,bezandin
1059,lassen::V,змусити,berdan
1060,lassen::V,змусити,hiştin
1061,einladen::V,запросити,dawet kirin
1062,vereinigen::V,об’єднати,bi yek kirin
1063,besuchen::V,завітати,mêvan bûn
1064,besuchen::V,відвідати,mêvan bûn
1065,treffen::V,зустріти,rast hatin
1066,sich versammeln::V,зібратися,li hev çivîn
1067,spielen::V,грати,listin
1068,singen::V,співати,stran
1069,tanzen::V,танцювати,reqisîn
1070,sich trennen::V,розлучитися,hew berdan
1071,verlassen::V,покинути,tanê hişt
1072,verlassen::V,покинути,bêkes
1073,retten::V,врятувати,rihakirin
1074,bewachen::V,охороняти,raçavkirin
1075,schützen::V,уберігати,hemet kirin
1076,verteidigen::V,захистити,paraztin
1077,sich schlagen::V,битися,li hev bezîn
1078,sich schlagen::V,дратися,li hev bezîn
1079,schießen::V,стріляти,agir kirin
1080,siegen::V,перемогти,biser ketin
1081,ärgern::V,сердити,xeyirandin
1082,schlagen::V,ударити,lêdan
1083,schlagen::V,ударити,lêxistin
1084,treten::V,штовхати,têlekirin
1085,stechen::V,вколоти,têrekirin
1086,stoßen::V,штовхнути,lêketin
1087,stehlen::V,украсти,dizîn
1088,stehlen::V,украсти,dizî birin
1089,stören::V,перешкодити,aciz kirin
1090,belästigen::V,докучати,li tela yeki ketin
1091,verbergen::V,сховати,veşartin
1092,verbergen::V,сховати,kemîndanîn
1093,täuschen::V,обдурити,xapandin
1094,täuschen::V,обдурити,lê zexeli kirin
1095,betrügen::V,зшахраювати,xapandin
1096,töten::V,убити,kûştin
1097,wohnen::V,жити,rûniştin
1098,wohnen::V,мешкати,rûniştin
1099,arbeiten::V,працювати,kar kirin
1100,arbeiten::V,працювати,şêxulin
1101,sammeln::V,зібрати,komkirin
1102,pflücken::V,зривати,çinîn
1103,jagen::V,полювати,nêçîr kirin
1104,fischen::V,рибалити,masî girtin
1105,fassen::V,піймати,pê girtin
1106,fassen::V,піймати,sêm kirin
1107,hüten::V,пасти,hei jê man
1108,treiben::V,гнати,bêherandin
1109,anbinden::V,прив’язати,tewilandin
1110,füttern::V,годувати,xwarine dan lê
1111,füttern::V,харчувати,xwarine dan lê
1112,melken::V,доїти,dotin
1113,hacken::V,рубати,kolandin
1114,gießen::V,полити,av dan
1115,reifen::V,дозріти,kemilîn
1116,zubereiten::V,зготовити,çe kirin
1117,zubereiten::V,приготувати,çe kirin
1118,kochen::V,варити,xwarin çe kirin
1119,kochen::V,варити,kelandin
1120,kochen::V,готувати,xwarin çe kirin
1121,kochen::V,готувати,kelandin
1122,backen::V,пекти,pijandin
1123,braten::V,смажити,qelandin
1124,braten::V,смажити,sor kirin
1125,umrühren::V,переміщати,têvdan
1126,stricken::V,в’язати,hûnan
1127,nähen::V,шити,kêl kirin
1128,färben::V,пофарбувати,boyax kirin
1129,reinigen::V,очистити,paqijkirin
1130,waschen::V,мити,şuştin
1131,abwischen::V,витерти,pakîj kirin
1132,spülen::V,полоскати,şuştin
1133,fegen::V,підмітати,maliştin
1134,kehren::V,мести,maliştin
1135,baden::V,купатися,serîşûştin
1136,sich waschen::V,митися,serîşûştin
1137,ausziehen::V,зняти,jê kirin
1138,anziehen::V,надіти,pê kirin
1139,sich anziehen::V,одягтися,xwe kirin
1140,sich anziehen::V,одягнутися,xwe kirin
1141,kämmen::V,зачесати,şeh kirin
1142,schmücken::V,оздобити,xemilandin
1143,sagen::V,сказати,gotin
1144,sagen::V,сказати,peyivîn
1145,sprechen::V,говорити,peyivîn
1146,reden::V,розмовляти,axaftin
1147,sich unterhalten::V,бесідувати,hev biştaxilin
1148,fragen::V,запитати,pirsîn
1149,fragen::V,запитати,pirs kirin
1150,bitten::V,просити,tika kirin
1151,erzählen::V,розповісти,behs kirin
1152,mitteilen::V,повідомити,vegotin
1153,nennen::V,назвати,bi nav kirin
1154,rufen::V,кликати,bakirin
1155,prahlen::V,хвалитися,pesnê xwe dan
1156,übersetzen::V,перекласти,qulibandin
1157,übersetzen::V,перекласти,derbas kirin
1158,denken::V,думати,fikirîn
1159,denken::V,мислити,fikirîn
1160,glauben::V,вірити,bawer bûn
1161,bemerken::V,помітити,bala xwe dan
1162,bemerken::V,помітити,çac lê ketin
1163,erkennen::V,пізнати,pêhesîn
1164,begreifen::V,осягнути,fêmkirin
1165,verstehen::V,почути,fêmkirin
1166,lernen::V,навчатися,halmandin
1167,lernen::V,навчатися,fêrbun
1168,wissen::V,знати,zanîn
1169,sich erinnern an::V,пам’ятати,bir bûn
1170,vergessen::V,забути,ji bir kirin
1171,messen::V,міряти,pê kanîn
1172,zählen::V,лічити,hejmardin
1173,rechnen::V,рахувати,hesibandin
1174,lesen::V,читати,xwendin
1175,malen::V,малювати,rengandin
1176,malen::V,малювати,boyax kirin
1177,zeichnen::V,рисувати,işaret kirin
1178,schreiben::V,писати,nivîsandin
1179,besitzen::V,мати,hebûn
1180,kaufen::V,купити,kirîn
1181,verkaufen::V,продати,firotin
1182,bezahlen::V,заплатити,pere dan
1183,zahlen::V,платити,pere dan
1184,zahlen::V,платити,dayin
1185,beherrschen::V,володіти,zebt kirin
1186,beherrschen::V,володіти,hukim kirin
1187,ertragen::V,витерпіти,bihêzkirin
