,Concept_ID,tt,es
826,dies::PRN,бу,esto
827,das::PRN,ул,eso
828,das::PRN,ул,esto
829,alles::PRN,һәммә,todo
830,ich::PRN,мин,yo
831,du::PRN,син,tú
832,er::PRN,ул,él
833,wir::PRN,без,nosotros
834,ihr::PRN,сез,vosotros
835,sie::PRN,ул,ellos
836,was::FPRN,ни,qué
837,was::FPRN,нәрсә,qué
838,wer::FPRN,кем,quién
839,wo::FADV,кайда,dónde
840,wohin::FADV,кая,adónde
841,wohin::FADV,кая,hacia dónde
842,wie::FADV,ничек,cómo
843,warum::FADV,нигә,por qué
844,wieviel::FNUM,ничә,cuánto
845,eins::NUM,бер,uno
846,zwei::NUM,ике,dos
847,drei::NUM,өч,tres
848,vier::NUM,дүрт,cuatro
849,fünf::NUM,биш,cinco
850,sechs::NUM,алты,seis
851,sieben::NUM,җиде,siete
852,acht::NUM,сигез,ocho
853,neun::NUM,тугыз,nueve
854,zehn::NUM,ун,diez
855,elf::NUM,унбер,once
856,zwölf::NUM,унике,doce
857,zwanzig::NUM,егерме,veinte
858,dreißig::NUM,утыз,treinta
859,vierzig::NUM,кырык,cuarenta
860,fünfzig::NUM,илле,cincuenta
861,sechzig::NUM,алтмыш,sesenta
862,siebzig::NUM,җитмеш,setenta
863,achtzig::NUM,сиксән,ochenta
864,neunzig::NUM,туксан,noventa
865,hundert::NUM,йөз,cien
866,hundert::NUM,йөз,ciento
867,tausend::NUM,мең,mil
868,und::CNJ,вә,y
869,oder::CNJ,яки,o
870,oder::CNJ,яисә,o
871,stehen::V,тору,estar de pie
872,sitzen::V,утыру,estar sentado
873,liegen::V,яту,yacer
874,liegen::V,яту,estar acostado
875,hängen::V,эленү,pender
876,werden::V,булу,hacerse
877,passieren::V,булу,suceder
878,beginnen::V,башлану,iniciarse
879,beginnen::V,башлану,principiar
880,enden::V,бетү,acabar
881,enden::V,бетү,terminar
882,wechseln::V,үзгәртү,variar
883,wechseln::V,үзгәртү,alternar
884,aufgehen[Sonne]::V,чыгу,salir
885,untergehen[Sonne]::V,бату,ponerse
886,untergehen[Sonne]::V,бату,descender
887,scheinen[Sonne]::V,яктырту,brillar
888,donnern::V,күкрәү,tronar
889,wehen::V,исү,soplar
890,strömen::V,агу,afluir
891,fließen::V,агу,fluir
892,fließen::V,агу,correr
893,sich drehen::V,бөтерелү,girar
894,schwanken::V,икеләнү,vacilar
895,schwingen::V,тирбәлү,oscilar
896,fallen::V,егылу,caer
897,brennen::V,яну,arder
898,brennen::V,яну,quemar
899,rauchen::V,төтәү,humear
900,rauchen::V,төтәү,echar humo
901,rauchen::V,төтенләү,humear
902,rauchen::V,төтенләү,echar humo
903,regnen::V,яву,llover
904,gefrieren::V,кату,helarse
905,tauen::V,эрү,deshelarse
906,tauen::V,эретү,deshelarse
907,schmelzen::V,эрү,fundirse
908,schmelzen::V,эрү,derretirse
909,schmelzen::V,эретү,fundirse
910,schmelzen::V,эретү,derretirse
911,trocknen::V,кибү,secarse
912,sieden::V,ургылу,hervir
913,faulen::V,черү,pudrirse
914,verfaulen::V,черү,pudrirse
915,reißen::V,өзелү,romperse
916,versinken::V,бату,hundirse
917,vergehen::V,авышу,pasar
918,erscheinen::V,пәйда булу,aparecer
919,verschwinden::V,югалу,desaparecer
920,verschwinden::V,юк булу,desaparecer
921,sinken::V,кимү,bajar
922,sinken::V,кайту,bajar
923,abnehmen::V,азаю,decrecer
924,abnehmen::V,азаю,disminuir
925,zunehmen::V,арту,crecer
926,zunehmen::V,арту,aumentar
927,zunehmen::V,күбәю,crecer
928,zunehmen::V,күбәю,aumentar
929,zunehmen::V,ишәю,crecer
930,zunehmen::V,ишәю,aumentar
931,steigen::V,үсү,subir
932,steigen::V,үсү,ascender
933,wachsen::V,үсү,crecer
934,glänzen::V,ялкылдау,brillar
935,glänzen::V,ялкылдау,resplandecer
936,funkeln::V,ялтырау,chispear
937,lärmen::V,шаулау,hacer ruido
938,läuten::V,шалтырату,sonar
939,läuten::V,шалтырату,repicar
940,klingeln::V,шалтырату,tocar el timbre
941,klirren::V,чылтырау,tintinear
942,brausen::V,давыллау,zumbar
943,brausen::V,дулау,zumbar
944,rauschen::V,кыштырдау,murmurar
945,klingen::V,ишетелү,sonar
946,bellen::V,өрү,ladrar
947,heulen::V,улау,ulular
948,blasen::V,өрү,soplar
949,pfeifen::V,сызгырту,silbar
950,schreien::V,кычкыру,gritar
951,stöhnen::V,ыңгырашу,gemir
952,zittern::V,калтырау,temblar
953,zittern::V,калтырану,temblar
954,leben::V,яшәү,vivir
955,leben::V,гомер итү,vivir
956,geboren werden::V,туу,nacer
957,atmen::V,сулау,respirar
958,trinken::V,эчү,beber
959,essen::V,ашау,comer
960,schlucken::V,йоту,tragar
961,müde werden::V,ялыгу,cansarse
962,müde werden::V,ялыгу,fatigarse
963,müde werden::V,йөгенү,cansarse
964,müde werden::V,йөгенү,fatigarse
965,einschlafen::V,йокыга китү,dormirse
966,schlafen::V,йоклау,dormir
967,aufwachen::V,уяну,despertarse
968,aufstehen::V,тору,levantarse
969,sich erholen::V,ял алу,reposar
970,sich erholen::V,ял алу,descansar
971,sich erholen::V,истирахәт итү,reposar
972,sich erholen::V,истирахәт итү,descansar
973,krank werden::V,чирләү,caer enfermo
974,krank sein::V,чирләү,estar enfermo
975,schmerzen::V,авырту,doler
976,husten::V,ютәлләү,toser
977,genesen::V,савыгу,convalecer
978,genesen::V,савыгу,restablecerse
979,genesen::V,сәламәтләнү,convalecer
980,genesen::V,сәламәтләнү,restablecerse
981,sterben::V,үлү,morir
982,sterben::V,дөнья кую,morir
983,sterben::V,вафат булу,morir
984,umkommen::V,үлү,perecer
985,sich bewegen::V,йөрү,moverse
986,sich rühren::V,кыймылдау,rebullir
987,sich erheben::V,басу,levantarse
988,sich setzen::V,утыру,sentarse
989,hinfallen::V,егылу,caerse
990,laufen::V,җәяүләү,andar
991,schreiten::V,атлау,proceder
992,spazierengehen::V,йөрү,pasear
993,spazierengehen::V,йөрү,pasearse
994,spazierengehen::V,йөргенү,pasear
995,spazierengehen::V,йөргенү,pasearse
996,eilen::V,ашыгу,correr prisa
997,sich beeilen::V,ашыгу,darse prisa
998,sich beeilen::V,кызулау,darse prisa
999,sausen::V,җилдерү,correr
1000,rennen::V,йөгерү,correr
1001,springen::V,сикерү,saltar
1002,klettern::V,үрмәләү,trepar
1003,klettern::V,үрмәләү,escalar
1004,schaukeln::V,атыну,bambolearse
1005,kriechen::V,шуышу,reptar
1006,kriechen::V,шуышу,arrastrarse
1007,kriechen::V,үрмәләү,reptar
1008,kriechen::V,үрмәләү,arrastrarse
1009,schwimmen::V,йөзү,nadar
1010,tauchen::V,чуму,bucear
1011,tauchen::V,чуму,sumergirse
1012,rudern::V,ишү,remar
1013,fahren::V,бару,ir
1014,fliegen::V,очу,volar
1015,gehen::V,йөрү,ir
1016,gehen::V,йөрү,andar
1017,weggehen::V,китү,irse
1018,weggehen::V,китү,marcharse
1019,abfahren::V,кузгалу,salir
1020,abfahren::V,кузгалу,partir
1021,anhalten::V,тукталу,parar
1022,anhalten::V,тукталу,pararse
1023,hineingehen::V,инү,entrar
1024,eintreten::V,инү,entrar
1025,kommen::V,килү,venir
1026,ankommen::V,бару,llegar
1027,zurückkommen::V,кире кайту,volver
1028,zurückkommen::V,кире кайту,regresar
1029,bleiben::V,калу,quedarse
1030,warten::V,көтү,esperar
1031,erwarten::V,көтү,esperar
1032,suchen::V,эзләү,buscar
1033,finden::V,табу,hallar
1034,finden::V,табу,encontrar
1035,versuchen::V,маташу,intentar
1036,vorbereiten::V,хәзерләү,preparar
1037,lieben::V,сөю,amar
1038,lieben::V,сөю,querer
1039,lieben::V,ярату,amar
1040,lieben::V,ярату,querer
1041,mögen::V,өнәү,querer
1042,lachen::V,көлү,reír
1043,rühren::V,дулкынландыру,conmover
1044,weinen::V,елау,llorar
1045,schimpfen::V,сүгү,regañar
1046,schimpfen::V,сүгенү,regañar
1047,sich ärgern::V,ачулану,enfadarse
1048,sich fürchten::V,курку,tener miedo
1049,fürchten::V,калтырау,temer
1050,fürchten::V,калтырау,tener miedo a
1051,fürchten::V,калтырану,temer
1052,fürchten::V,калтырану,tener miedo a
1053,fliehen::V,арка бирү,huir
1054,flüchten::V,качу,escaparse
1055,sehen::V,күрү,ver
1056,anschauen::V,карау,mirar
1057,ansehen::V,карау,mirar
1058,ansehen::V,күзәтү,mirar
1059,hören::V,ишетү,oír
1060,zuhören::V,тыңлау,escuchar
1061,probieren::V,тату,probar
1062,probieren::V,тату,degustar
1063,riechen::V,иснәү,oler
1064,fühlen::V,тою,sentir
1065,fühlen::V,сизү,sentir
1066,scheinen::V,күренү,parecer
1067,zu sehen sein::V,күренү,poder verse
1068,vernehmen::V,ишетү,oír
1069,vernehmen::V,ишетү,percibir
1070,frieren::V,өшү,tener frío
1071,frieren::V,күшегү,tener frío
1072,tun::V,итү,hacer
1073,können::V,алу,poder
1074,wollen::V,теләү,querer
1075,anfangen::V,керешү,iniciar
1076,beenden::V,бетерү,acabar
1077,beenden::V,бетерү,terminar
1078,beenden::V,тәмамлау,acabar
1079,beenden::V,тәмамлау,terminar
1080,aufhören::V,бетү,cesar
1081,gelingen::V,уңу,salir bien
1082,geraten::V,сабышу,salir
1083,geraten::V,сабышу,dar resultado
1084,öffnen::V,ачу,abrir
1085,schließen::V,ябу,cerrar
1086,stellen::V,кую,poner
1087,stellen::V,кую,colocar
1088,setzen::V,утырту,poner
1089,setzen::V,утырту,colocar
1090,legen::V,яткыру,poner
1091,berühren::V,тию,tocar
1092,verbinden::V,ялгау,unir
1093,verbinden::V,ялгау,juntar
1094,bedecken::V,өрту,tapar
1095,bedecken::V,өрту,cubrir
1096,bedecken::V,каплау,tapar
1097,bedecken::V,каплау,cubrir
1098,bedecken::V,томалау,tapar
1099,bedecken::V,томалау,cubrir
1100,aufhängen::V,асу,colgar
1101,anzünden::V,кабызу,encender
1102,aufheben::V,күтәрү,recoger
1103,zurücklassen::V,калдыру,dejar
1104,verlieren::V,югалту,perder
1105,fallen lassen::V,төшерү,dejar caer
1106,machen::V,ясау,hacer
1107,machen::V,эшләү,hacer
1108,herstellen::V,ясау,fabricar
1109,bauen::V,кору,construir
1110,reparieren::V,төзәтү,reparar
1111,verbessern::V,яхшырту,mejorar
1112,ändern::V,үзгәртү,mudar
1113,ändern::V,үзгәртү,modificar
1114,graben::V,казу,cavar
1115,beugen::V,ию,doblar
1116,beugen::V,ию,inclinar
1117,biegen::V,бөгү,doblar
1118,drehen::V,бору,volver
1119,drehen::V,бору,hacer girar
1120,drehen::V,бөтерү,volver
1121,drehen::V,бөтерү,hacer girar
1122,wenden::V,бору,volver
1123,umdrehen::V,түнтәрү,revolver
1124,heben::V,күтәрү,levantar
1125,hochheben::V,күтәрү,alzar
1126,ergreifen::V,эләктерү,coger
1127,halten::V,тоту,tener
1128,drücken::V,кысу,apretar
1129,schieben::V,кузгату,empujar
1130,kratzen::V,тырнау,rascar
1131,lecken::V,ялау,lamer
1132,beißen::V,тешләү,morder
1133,abreißen::V,өзү,arrancar
1134,abschneiden::V,кыю,cortar
1135,abschneiden::V,кисү,cortar
1136,binden::V,бәйләү,atar
1137,stecken::V,төртү,meter
1138,stecken::V,тыгу,meter
1139,brechen::V,сындыру,romper
1140,brechen::V,сындыру,quebrar
1141,klopfen::V,шаку,golpear
1142,klopfen::V,шакылдау,golpear
1143,hauen::V,кыйнау,pegar
1144,kleben::V,ябыштыру,pegar
1145,kleben::V,ябыштыру,encolar
1146,reiben::V,ышку,frotar
1147,streichen::V,ягу,untar
1148,streichen::V,ягу,recubrir
1149,schleifen::V,кайрау,afilar
1150,schneiden::V,кисү,cortar
1151,rütteln::V,селкетү,agitar
1152,schütteln::V,селкетү,agitar
1153,schütteln::V,селкетү,sacudir
1154,schwenken::V,болгау,menear
1155,schütten::V,кою,verter
1156,füllen::V,тутыру,llenar
1157,einwickeln::V,төрү,envolver
1158,tragen::V,ташу,llevar
1159,schleppen::V,сөйрәү,arrastrar
1160,schleppen::V,өстерәү,arrastrar
1161,ziehen::V,тарту,tirar
1162,aufbewahren::V,саклау,conservar
1163,werfen::V,ыргыту,echar
1164,werfen::V,ыргыту,lanzar
1165,fangen::V,тоту,coger
1166,packen::V,эләктерү,agarrar
1167,verstecken::V,яшерү,esconder
1168,teilen::V,бүлү,partir
1169,teilen::V,бүлү,dividir
1170,schicken::V,җибәрү,enviar
1171,bringen::V,китерү,traer
1172,hinzufügen::V,өстәү,añadir
1173,bekommen::V,алу,obtener
1174,bekommen::V,алу,conseguir
1175,erhalten::V,алу,recibir
1176,nehmen::V,алу,tomar
1177,wählen::V,сайлау,elegir
1178,auswählen::V,сайлау,escoger
1179,auswählen::V,сайлау,seleccionar
1180,bewahren::V,саклау,guardar
1181,bewahren::V,саклау,preservar
1182,behindern::V,комачаулау,estorbar
1183,behindern::V,комачаулау,obstaculizar
1184,verderben::V,бозу,estropear
1185,beschädigen::V,бозу,deteriorar
1186,zerbrechen::V,вату,romper
1187,zerbrechen::V,вату,quebrar
1188,zerreißen::V,өзү,desgarrar
1189,zerreißen::V,өзү,despedazar
1190,zerreißen::V,ерту,desgarrar
1191,zerreißen::V,ерту,despedazar
1192,zerstören::V,җимерү,destruir
1193,zerstören::V,җимерү,destrozar
1194,verbrennen::V,яндыру,quemar
1195,verbrennen::V,көйдерү,quemar
1196,geben::V,бирү,dar
1197,reichen::V,тапшыру,pasar
1198,schenken::V,бүләкләү,regalar
1199,versprechen::V,вәгъдә бирү,prometer
1200,wünschen::V,котлау,desear
1201,loben::V,мактау,alabar
1202,küssen::V,үбү,besar
1203,wiegen::V,тирбәтү,mecer
1204,zudecken::V,ябу,tapar
1205,zudecken::V,ябу,cubrir
1206,zudecken::V,бөркәү,tapar
1207,zudecken::V,бөркәү,cubrir
1208,wecken::V,уяту,despertar
1209,zeigen::V,күрсәтү,mostrar
1210,führen::V,йөртү,guiar
1211,führen::V,йөртү,conducir
1212,lehren::V,өйрәтү,enseñar
1213,lehren::V,өйрәтү,instruir
1214,unterrichten::V,укыту,enseñar
1215,aufziehen::V,асрау,criar
1216,leiten::V,җитәкләү,guiar
1217,leiten::V,җитәкләү,dirigir
1218,antreiben::V,куалау,impeler
1219,antreiben::V,куалау,impulsar
1220,antreiben::V,әйдәләү,impeler
1221,antreiben::V,әйдәләү,impulsar
1222,antreiben::V,ашыктыру,impeler
1223,antreiben::V,ашыктыру,impulsar
1224,lassen::V,мәҗбүр итү,hacer
1225,einladen::V,чакыру,invitar
1226,vereinigen::V,берләштерү,unir
1227,besuchen::V,керешү,visitar
1228,besuchen::V,керешү,ir a ver
1229,treffen::V,очрату,encontrar
1230,sich versammeln::V,җыелышу,reunirse
1231,sich versammeln::V,җыелышу,congregarse
1232,spielen::V,уйнау,jugar
1233,singen::V,җырлау,cantar
1234,tanzen::V,бию,bailar
1235,sich trennen::V,аерылу,separarse
1236,sich trennen::V,ташлашу,separarse
1237,verlassen::V,ташлау,dejar
1238,verlassen::V,ташлау,abandonar
1239,verlassen::V,калдыру,dejar
1240,verlassen::V,калдыру,abandonar
1241,retten::V,коткару,salvar
1242,bewachen::V,каравыллау,vigilar
1243,schützen::V,ышыклау,proteger
1244,verteidigen::V,яклау,defender
1245,verteidigen::V,саклау,defender
1246,sich schlagen::V,сугышу,batirse
1247,schießen::V,ату,tirar
1248,schießen::V,ату,disparar
1249,siegen::V,җиңү,vencer
1250,ärgern::V,ачуландыру,enojar
1251,ärgern::V,ачуландыру,enfadar
1252,schlagen::V,ору,pegar
1253,schlagen::V,ору,golpear
1254,schlagen::V,бәрү,pegar
1255,schlagen::V,бәрү,golpear
1256,schlagen::V,тукмау,pegar
1257,schlagen::V,тукмау,golpear
1258,treten::V,тибү,dar una patada a
1259,stechen::V,кадау,pinchar
1260,stoßen::V,этү,empujar
1261,stehlen::V,урлау,robar
1262,stehlen::V,урлау,hurtar
1263,stören::V,комачаулау,molestar
1264,belästigen::V,борчу,molestar
1265,belästigen::V,борчу,importunar
1266,belästigen::V,билмазалау,molestar
1267,belästigen::V,билмазалау,importunar
1268,verbergen::V,яшерү,ocultar
1269,verbergen::V,яшерү,esconder
1270,täuschen::V,алдату,engañar
1271,betrügen::V,хәрәмләшү,engañar
1272,töten::V,үтерү,matar
1273,wohnen::V,яшәү,vivir
1274,wohnen::V,яшәү,habitar
1275,arbeiten::V,эшләү,trabajar
1276,sammeln::V,туплау,recoger
1277,sammeln::V,туплау,coleccionar
1278,pflücken::V,өзү,coger
1279,jagen::V,аулау,cazar
1280,fischen::V,балык тоту,pescar
1281,fassen::V,тоту,atrapar
1282,fassen::V,тоту,capturar
1283,hüten::V,көтү,guardar
1284,treiben::V,куалау,aballar
1285,anbinden::V,бәйләү,atar
1286,füttern::V,туйдыру,echar de comer
1287,melken::V,саву,ordeñar
1288,hacken::V,чабу,picar
1289,hacken::V,чабу,cortar
1290,gießen::V,сугару,regar
1291,reifen::V,җитешү,madurar
1292,zubereiten::V,пешеренү,preparar
1293,kochen::V,пешерү,cocer
1294,kochen::V,пешерү,guisar
1295,kochen::V,кайнату,cocer
1296,kochen::V,кайнату,guisar
1297,backen::V,пешерү,hornear
1298,backen::V,пешерү,cocer al horno
1299,braten::V,куыру,asar
1300,braten::V,куыру,freír
1301,braten::V,кыздыру,asar
1302,braten::V,кыздыру,freír
1303,umrühren::V,бутау,remover
1304,umrühren::V,болгату,remover
1305,stricken::V,бәйләү,hacer punto
1306,stricken::V,бәйләү,hacer calceta
1307,nähen::V,тегү,coser
1308,färben::V,ману,teñir
1309,färben::V,ману,colorear
1310,reinigen::V,чистарту,limpiar
1311,waschen::V,юу,lavar
1312,abwischen::V,сөртү,fregar
1313,abwischen::V,сөртү,limpiar
1314,spülen::V,чайкау,aclarar
1315,spülen::V,чайкау,enjuagar
1316,fegen::V,себерү,barrer
1317,fegen::V,себерү,pasar la escoba
1318,kehren::V,себерү,barrer
1319,baden::V,коену,bañarse
1320,sich waschen::V,юыну,lavarse
1321,ausziehen::V,чишенү,quitar
1322,ausziehen::V,чишенү,quitarse
1323,anziehen::V,кию,ponerse
1324,sich anziehen::V,киенү,vestirse
1325,kämmen::V,тарау,peinar
1326,schmücken::V,бизәү,adornar
1327,schmücken::V,бизәкләү,adornar
1328,sagen::V,дию,decir
1329,sagen::V,әйтү,decir
1330,sprechen::V,сөйләү,hablar
1331,sprechen::V,сөйләшү,hablar
1332,reden::V,сөйләү,hablar
1333,reden::V,сөйләү,conversar
1334,sich unterhalten::V,сөйләшү,charlar
1335,sich unterhalten::V,сөйләшү,conversar
1336,fragen::V,сорау,preguntar
1337,fragen::V,сорашу,preguntar
1338,bitten::V,үтенү,rogar
1339,erzählen::V,сөйләү,contar
1340,mitteilen::V,белдерү,comunicar
1341,mitteilen::V,белдерү,participar
1342,nennen::V,дию,llamar
1343,nennen::V,дию,nombrar
1344,rufen::V,дәшү,llamar
1345,prahlen::V,мактану,jactarse
1346,prahlen::V,шапырыну,jactarse
1347,übersetzen::V,күчерү,traducir
1348,denken::V,уйлау,pensar
1349,glauben::V,инану,creer
1350,bemerken::V,искәрү,notar
1351,erkennen::V,тану,reconocer
1352,begreifen::V,аңлау,concebir
1353,begreifen::V,төшенү,concebir
1354,verstehen::V,аңлау,entender
1355,verstehen::V,аңлау,comprender
1356,verstehen::V,төшенү,entender
1357,verstehen::V,төшенү,comprender
1358,lernen::V,уку,aprender
1359,lernen::V,өйрәнү,aprender
1360,wissen::V,белү,saber
1361,sich erinnern an::V,хәтерләү,recordar
1362,sich erinnern an::V,хәтерләү,acordarse de
1363,vergessen::V,оныту,olvidar
1364,messen::V,үлчәү,medir
1365,zählen::V,санау,contar
1366,rechnen::V,исәпләү,contar
1367,rechnen::V,исәпләү,calcular
1368,lesen::V,уку,leer
1369,malen::V,рәсем ясау,pintar
1370,malen::V,сурәт ясау,pintar
1371,malen::V,сурәтләү,pintar
1372,zeichnen::V,язу-сызу,dibujar
1373,zeichnen::V,сурәт ясау,dibujar
1374,schreiben::V,язу,escribir
1375,besitzen::V,биләү,poseer
1376,kaufen::V,алу,comprar
1377,verkaufen::V,сату,vender
1378,bezahlen::V,түләү,pagar
1379,zahlen::V,түләү,pagar
1380,beherrschen::V,ия булу,dominar
1381,ertragen::V,чыдау,soportar
