,Concept_ID,av,it
116,Gipfel::N,тӏогь,cima
117,Höhle::N,нохъо,grotta
118,Höhle::N,нохъо,caverna
119,Abhang::N,лабаллъи,pendìo
120,Quelle::N,ицц,sorgente
121,Bach::N,лъар,ruscello
122,Fluss::N,гӏор,fiume
123,Ufer::N,рагӏал,riva
124,Küste::N,рагӏал,costa
125,Festland::N,ракь,terraferma
126,Festland::N,ракъдаллъи,terraferma
127,Meer::N,ралъад,mare
128,Bucht::N,кӏветӏ,cala
129,Insel::N,чӏинкӏиллъи,ìsola
130,Blume::N,тӏегь,fiore
131,Gras::N,хер,erba
132,Wurzel::N,кьибил,radice
133,Baum::N,гъветӏ,àlbero
134,Stamm::N,рохти,tronco
135,Rinde::N,макъар,corteccia
136,Ast::N,ноцӏ,ramo
137,Zweig::N,гӏаркьел,ramo
138,Blatt::N,тӏамах,foglia
139,Birke::N,мах,betulla
140,Birke::N,махигъветӏ,betulla
141,Kiefer[Baum]::N,накӏкӏигъветӏ,pino
142,Weide[Baum]::N,рицӏцӏ,sàlice
143,Weide[Baum]::N,рицӏцӏигъветӏ,sàlice
144,Tanne::N,ёлка,abete
145,Horn::N,лълъар,corno
146,Feder::N,хӏули,penna
147,Fell::N,тӏом,manto
148,Fell::N,тӏом,pelame
149,Fell::N,цӏоко,manto
150,Fell::N,цӏоко,pelame
151,Flügel::N,кваркьи,ala
152,Klaue::N,галъ,grinfia
153,Kralle::N,квачӏ,unghia
154,Kralle::N,квачӏ,artiglio
155,Kralle::N,катиквачӏ,unghia
156,Kralle::N,катиквачӏ,artiglio
157,Schwanz::N,рачӏ,coda
158,Ei::N,хоно,uovo
159,Nest::N,бусен,nido
160,Bau::N,каратӏ,covo
161,Tier::N,хӏайван,bestia
162,Tier::N,хӏайван,animale
163,Herde::N,рехъен,gregge
164,Herde::N,рехъед,gregge
165,Kuh::N,гӏака,vacca
166,Bulle::N,оц,toro
167,Pferd::N,чу,cavallo
168,Schaf::N,чахъу,pècora
169,Schwein::N,болъон,porco
170,Schwein::N,болъон,maiale
171,Hund::N,гьой,cane
172,Katze::N,кету,gatta
173,Bär::N,ци,orso
174,Eichhörnchen::N,гвангва,scoiàttolo
175,Fuchs::N,цер,volpe
176,Hase::N,гӏанкӏ,lepre
177,Maus::N,гӏункӏкӏ,topo
178,Maus::N,гӏункӏкӏ,sorcio
179,Wolf::N,бацӏ,lupo
180,Vogel::N,хӏинчӏ,uccello
181,Schwarm::N,тӏел,stormo
182,Huhn::N,гӏанкӏу,gallina
183,Hahn::N,хӏелеко,gallo
184,Gans::N,хъаз,oca
185,Adler::N,цӏум,àquila
186,Ente::N,ордек,ànatra
187,Eule::N,беццаруз,gufo
188,Eule::N,беццаруз,civetta
189,Kranich::N,къункъра,gru
190,Krähe::N,гъеду,cornacchia
191,Kuckuck::N,гагу,cuccù
192,Kuckuck::N,гагу,cùculo
193,Schwan::N,хӏанкъва,cigno
194,Fisch::N,ччугӏа,pesce
195,Barsch::N,окунь,pèrsico
196,Hecht::N,щука,luccio
197,Schlange[Tier]::N,борохь,serpente
198,Wurm::N,хӏапара,baco
199,Wurm::N,хӏапара,verme
200,Spinne::N,хъанхъра,ragno
201,Ameise::N,цӏунцӏра,formica
202,Laus::N,нацӏ,pidocchio
203,Mücke::N,кӏкӏара,zanzara
204,Fliege::N,тӏутӏ,mosca
205,Schmetterling::N,кӏалкӏучӏ,farfalla
206,Apfel::N,гӏеч,mela
207,Pilz::N,гӏурдахӏан,fungo
208,Zwiebel::N,кӏочӏопер,cipolla
209,Saat::N,хьон,semente
210,Korn::N,мугь,grano
211,Heu::N,хер,fieno
212,Schale::N,хъал,buccia
213,Grube::N,гвенд,cava
214,Grube::N,гвенд,fossa
215,Falle::N,къор,tràppola
216,Falle::N,къотен,tràppola
217,Schlinge::N,кӏичӏ,laccio
218,Spur::N,лъалкӏ,traccia
219,Asche::N,рахъу,cenere
220,Dreck::N,гъиз,fango
221,Dreck::N,хӏарщ,fango
222,Eisen::N,махх,ferro
223,Gold::N,месед,oro
224,Silber::N,гӏарац,argento
225,Kohle::N,тӏурччи,carbone
226,Glas::N,цӏер,vetro
227,Lehm::N,хӏатӏ,argilla
228,Sand::N,сали,arena
229,Sand::N,сали,sabbia
230,Mensch::N,чи,uomo
231,Mensch::N,чи,èssere umano
232,Mann::N,бихьинчи,uomo
233,Frau::N,гӏадан,donna
234,Kind::N,лъимер,bambino
235,Junge::N,вас,ragazzo
236,Mädchen::N,яс,ragazza
237,Familie::N,хъизан,famiglia
238,Großvater::N,кӏудада,nonno
239,Großmutter::N,кӏодо,nonna
240,Eltern::N,эбел-эмен,genitori
241,Vater::N,эмен,padre
242,Mutter::N,эбел,madre
243,Sohn::N,вас,figlio
244,Tochter::N,яс,figlia
245,Bruder::N,вац,fratello
246,Schwester::N,яц,sorella
247,Onkel::N,даци,zio
248,Tante::N,ада,zia
249,Ehemann::N,рос,marito
250,Ehefrau::N,чӏужу,moglie
251,Freude::N,ракӏбохи,gioia
252,Freude::N,ракӏбохи,piacere
253,Gelächter::N,релъи,risata
254,Glück::N,талихӏ,felicità
255,Glück::N,талихӏ-рохел,felicità
256,Kummer::N,хӏалкъай,afflizione
257,Wunsch::N,къасд,desiderio
258,Lust::N,гъира,voglia
259,Geist::N,чӏанкӏ,mente
260,Geist::N,чӏанкӏ,spìrito
261,Geist::N,рухӏ-жан,mente
262,Geist::N,рухӏ-жан,spìrito
263,Gedanke::N,пикру,idea
264,Gedanke::N,пикру,pensiero
265,Verstand::N,лумалъи,intelletto
266,Verstand::N,цӏодорлъи,intelletto
267,Sinn::N,магӏна,senso
268,Sinn::N,магӏна,significato
269,Grund::N,багьана,causa
270,Grund::N,багьана,motivo
271,Grund::N,багьана,ragione
272,Wahrheit::N,ритӏухълъи,verità
273,Gespräch::N,накъит,discorso
274,Gespräch::N,накъит,conversazione
275,Märchen::N,маргьа,fiaba
276,Märchen::N,маргьа,fàvola
277,Erzählung::N,къиса,racconto
278,Erzählung::N,къиса,narrazione
279,Nachricht::N,хабар,messaggio
280,Neuigkeit::N,хабар-гӏазаб,notizia
281,Name::N,цӏар,nome
282,Rätsel::N,бицанкӏо,indovinello
283,Rede::N,речь,discorso
284,Rede::N,калам,discorso
285,Sprache::N,мацӏ,lingua
286,Sprache::N,мацӏ,linguaggio
287,Stimme::N,гьаракь,voce
288,Wort::N,рагӏи,parola
289,Zeichen::N,ишара,segno
290,Zeichen::N,ишара,segnale
291,Zeichen::N,гӏаламат,segno
292,Zeichen::N,гӏаламат,segnale
293,Ruf::N,ахӏи,chiamata
294,Lärm::N,хъуй,chiasso
295,Lärm::N,хъуй,strèpito
296,Lärm::N,хъуди,chiasso
297,Lärm::N,хъуди,strèpito
298,Laut::N,гьаракь,suono
299,Laut::N,сас,suono
300,Lied::N,кечӏ,canto
301,Lied::N,кечӏ,canzone
302,Ruhe::N,рахӏат,calma
303,Ruhe::N,рахӏат,tranquillità
304,Leute::N,гӏадамал,gente
305,Volk::N,халкъ,pòpolo
306,Arbeit::N,хӏалтӏи,lavoro
307,Gast::N,гьобол,òspite
308,Gast::N,гьобол,invitato
309,Geschenk::N,сайигъат,regalo
310,Spiel::N,хӏай,gioco
311,Spiel::N,расанди,gioco
312,Gesellschaft::N,жамагӏат,compagnìa
313,Hilfe::N,кумек,aiuto
314,Hilfe::N,кумек,soccorso
315,Freund::N,гьудул,amico
316,Kamerad::N,гьалмагъ,camerata
317,Angelegenheit::N,къваригӏел,affare
318,Angelegenheit::N,къваригӏел,faccenda
319,Anzahl::N,рикӏкӏен,nùmero
320,Anzahl::N,рикӏкӏен,quantità
321,Art::N,жинс,tipo
322,Art::N,жинс,specie
323,Stück::N,кесек,pezzo
324,Teil::N,пай,parte
325,Hälfte::N,бащдаб,metà
326,Kreis::N,гор,cìrcolo
327,Kreuz::N,хъанч,croce
328,Linie::N,мухъ,lìnea
329,Strich::N,хӏучч,tratto
330,Abstand::N,манзил,distanza
331,Entfernung::N,манзил,distanza
332,Entfernung::N,манзил,lontananza
333,Gegend::N,рахъ,regione
334,Platz::N,бакӏ,posto
335,Platz::N,бакӏ,spazio
336,Ort::N,бакӏ,luogo
337,Ort::N,бакӏ,località
338,Seite::N,рахъ,lato
339,Seite::N,рахъ,parte
340,Mitte::N,бакьулъбакӏ,mezzo
341,Mitte::N,бакьулъбакӏ,centro
342,Gegenstand::N,жо,oggetto
343,Sache::N,жо,cosa
344,Rand::N,мицӏир,orlo
345,Rand::N,мицӏир,bordo
346,Kante::N,рагӏал,spìgolo
347,Kante::N,рагӏа-ракьан,spìgolo
348,Ecke::N,цили,canto
349,Spitze::N,тӏогь,punta
350,Ende::N,кӏал,capo
351,Ende::N,кӏал,estremità
352,Loch::N,каратӏ,buco
353,Muster::N,накъиш,disegno
354,Größe::N,кӏодо́лъи,taglia
355,Größe::N,кӏодо́лъи,grandezza
356,Länge::N,халалъи,lunghezza
357,Höhe::N,борхалъи,altezza
358,Gewicht::N,бакӏлъи,peso
359,Haufen::N,гъуни,cùmulo
360,Haufen::N,гъуни,mucchio
361,Reihe::N,ирга́,fila
362,Boot::N,раса,barca
363,Boot::N,раса,battello
364,Ruder::N,раххан,remo
365,Schlitten::N,чанагъ,slitta
366,Ski::N,лыжаби,sci
367,Lagerfeuer::N,цӏа,falò
368,Lagerfeuer::N,цӏа,fuoco di bivacco
369,Last::N,бакӏлъи,càrico
370,Gang::N,хьвади,andata
371,Gang::N,хьвада-чӏвади,andata
372,Schritt::N,гали,passo
373,Norden::N,шимал,nord
374,Norden::N,шимал,settentrione
375,Süden::N,юг,sud
376,Süden::N,юг,meridione
377,Süden::N,къибла,sud
378,Süden::N,къибла,meridione
379,Westen::N,гъарб,òvest
380,Westen::N,гъарб,occidente
381,Westen::N,магъриб,òvest
382,Westen::N,магъриб,occidente
383,Osten::N,шаркъ,est
384,Osten::N,шаркъ,oriente
385,Osten::N,машрикъ,est
386,Osten::N,машрикъ,oriente
387,Holz::N,цӏул,legno
388,Brett::N,хъарщи,asse
389,Brett::N,хъарщи,tàvola
390,Platte::N,къоно,lastra
391,Platte::N,къоно,piastra
392,Stange::N,гӏер,sbarra
393,Stange::N,гӏер,pèrtica
394,Stock::N,тӏил,verga
395,Stock::N,тӏил,bastone
396,Stock::N,тӏил,bacchetta
397,Stab::N,гӏер,asta
398,Rohr::N,турба,tubo
399,Haus::N,ригь,casa
400,Haus::N,рукъзал,casa
401,Heim::N,рукъ,casa
402,Ofen::N,печь,stufa
403,Fußboden::N,чӏабар,pavimento
404,Tisch::N,стол,tàvolo
405,Stuhl::N,бакӏу,sedia
406,Wiege::N,кини,culla
407,Bett::N,кровать,letto
408,Regal::N,хъарщи,scaffale
409,Kiste::N,ящик,cassa
410,Kiste::N,тӏалагъуд,cassa
411,Fenster::N,гордо,finestra
412,Tür::N,нуцӏа,porta
413,Tor::N,каву,portone
414,Zaun::N,раци,recinto
415,Dach::N,тӏох,tetto
416,Leiter::N,мали,scala
417,Leiter::N,мали,scala a pioli
418,Besen::N,жул,scopa
419,Spaten::N,бел,vanga
420,Schaufel::N,раххан,pala
421,Gabel::N,гӏучӏ,forchetta
422,Löffel::N,гъуд,cucchiaio
423,Messer::N,нус,coltello
424,Nagel::N,магӏ,chiodo
425,Netz::N,гьин,rete
426,Haken::N,гъанцӏа,uncino
427,Griff::N,гӏоркь,mànico
428,Griff::N,гӏоркь,maniglia
429,Schloss::N,кӏулал,serratura
430,Bild::N,сурат,quadro
431,Bild::N,сурат,immàgine
432,Puppe::N,нани,bàmbola
433,Beutel::N,таргьа,borsa
434,Beutel::N,таргьа,sacchetto
435,Bündel::N,къай,fascio
436,Bündel::N,къай,fagotto
437,Tasche::N,сумка,borsa
438,Tasche::N,къвачӏа,borsa
439,Eimer::N,ведро,secchio
440,Deckel::N,тӏалъел,coperchio
441,Deckel::N,дадитӏалъел,coperchio
442,Geschirr::N,цӏарагӏ,stoviglie
443,Sack::N,хъап,sacco
444,Sack::N,къандалъо,sacco
445,Tasse::N,чашка,tazza
446,Topf::N,хьаг,pèntola
447,Kessel::N,хьаг,paiolo
448,Kessel::N,хьаг,calderone
449,Kessel::N,гереги,paiolo
450,Kessel::N,гереги,calderone
451,Essen::N,тӏагӏам,pasto
452,Essen::N,тӏагӏам,mangiare
453,Nahrung::N,квен,cibo
454,Nahrung::N,квен,alimento
455,Speise::N,квен,piatto
456,Fleisch::N,гьан,carne
457,Getreide::N,бугӏа-ролъ,cereali
458,Getreide::N,могьолабл_культураби,cereali
459,Brei::N,карщ,purè
460,Brei::N,карщ,pappa
461,Brot::N,чед,pane
462,Scheibe::N,мочӏу,fetta
463,Scheibe::N,мочӏу,trancia
464,Fett::N,беэнлъи,grasso
465,Butter::N,нах,burro
466,Öl::N,нах,olio
467,Salz::N,цӏам,sale
468,Suppe::N,чурпа,zuppa
469,Suppe::N,чурпа,minestra
470,Honig::N,гьоцӏо,miele
471,Milch::N,рахь,latte
472,Tee::N,чай,tè
473,Leder::N,тӏом,pelle
474,Wolle::N,квас,lana
475,Stoff::N,ххам,panno
476,Stoff::N,ххам,tessuto
477,Nadel::N,рокӏкӏен,ago
478,Faden::N,кун,filo
479,Knopf::N,маргъал,bottone
480,Knoten::N,гарацӏ,nodo
481,Farbe::N,релъен,pittura
482,Kleidung::N,ретӏел,vestiti
483,Kleidung::N,ретӏел,vestiario
484,Hemd::N,гурде,camicia
485,Kragen::N,габур,bàvero
486,Kragen::N,габур,colletto
487,Ärmel::N,къвал,mànica
488,Hose::N,тӏажу,calzoni
489,Gürtel::N,рачел,cintura
490,Mütze::N,тӏагъур,berretto
491,Stiefel::N,этек,stivale
492,Stiefel::N,чакма,stivale
493,Ring::N,баргъич,anello
494,Band::N,лента,nastro
495,Band::N,лента,fettuccia
496,Kamm::N,гьоркьо,pèttine
497,Spiegel::N,матӏу,specchio
498,Riemen::N,рижу,cinghia
499,Decke::N,одея́ло,coperta
500,Kissen::N,къандалъо,cuscino
501,Kissen::N,къандалъо,guanciale
502,Tuch::N,квархьи,fazzoletto
503,Handtuch::N,беркӏалрацӏцӏ,asciugamano
504,Kraft::N,гуч,forza
505,Kraft::N,къуват,forza
506,Stärke::N,хӏалкӏвей,forza
507,Stärke::N,хӏалкӏвей,vigore
508,Stärke::N,хӏалкӏвей,fortezza
509,Gesundheit::N,сахлъи́,salute
510,Krankheit::N,унти,malattìa
511,Krankheit::N,щокълъи,malattìa
512,Schmerz::N,унти,dolore
513,Wunde::N,ругъун,piaga
514,Wunde::N,ругъун,ferita
515,Fieber::N,цӏа-кан,febbre
516,Arznei::N,дару,fàrmaco
517,Arznei::N,дару,medicina
518,Brücke::N,кьо,ponte
519,Brunnen::N,гъуй,pozzo
520,Weide::N,рицӏцӏ,pàscolo
521,Weide::N,лъичӏирма,pàscolo
522,Weide::N,гӏурдаллъи,pàscolo
523,Weide::N,ри́цӏигъветӏ,pàscolo
524,Weide::N,рицӏцӏигъветӏ,pàscolo
525,Pfad::N,сухъмахъ,sentiero
526,Weg::N,нух,via
527,Weg::N,нух,cammino
528,Straße::N,нух,strada
529,Dorf::N,росу,paese
530,Dorf::N,росу,villaggio
531,Stadt::N,шагьар,città
532,Brief::N,кагъат,lèttera
533,Brief::N,рисалат,lèttera
534,Buch::N,тӏехь,libro
535,Buchstabe::N,хӏарп,lèttera
536,Zeitung::N,газет,giornale
537,Leben::N,яшав,vita
538,Tod::N,хвел,morte
539,Grab::N,хоб,tomba
540,Grab::N,хоб,sepolcro
541,Kirche::N,килиса,chiesa
542,Sünde::N,хӏакъ,peccato
543,Sünde::N,мунагь,peccato
544,Gott::N,бичас,dio
545,Gott::N,аллагь,dio
546,Arbeiter::N,хӏалтӏухъан,operaio
547,Arbeiter::N,хӏалтӏухъан,lavoratore
548,Chef::N,хӏаким,capo
549,Chef::N,хӏаким,padrone
550,Chef::N,начальник,capo
551,Chef::N,начальник,padrone
552,Meister::N,устар,mastro
553,Meister::N,устар,maestro
554,Meister::N,мастер,mastro
555,Meister::N,мастер,maestro
556,Meister::N,махщалилав,mastro
557,Meister::N,махщалилав,maestro
558,Arzt::N,жайрахӏ,mèdico
559,Arzt::N,жайрахӏ,dottore
560,Lehrer::N,мугӏалим,professore
561,Geld::N,гӏарац,soldi
562,Geld::N,гӏарац,denaro
563,Laden::N,тукен,negozio
564,Preis::N,багьа,prezzo
565,Ware::N,къайи,merce
566,Nutzen::N,мунпагӏат,ùtile
567,Nutzen::N,мунпагӏат,profitto
568,Reichtum::N,бечелъи,ricchezza
569,Welt::N,дуниял,mondo
570,Land::N,улка,paese
571,Land::N,икълим,paese
572,Staat::N,пачалихъ,Stato
573,König::N,пача,re
574,König::N,малик,re
575,König::N,къирал,re
576,König::N,падишагь,re
577,Macht::N,кверщел,potere
578,Grenze::N,гӏорхъи,confine
579,Grenze::N,гӏорхъи,frontiera
580,Krieg::N,рагъ,guerra
581,Feind::N,тушман,nemico
582,Gewalt::N,зулму,violenza
583,Kampf::N,къеркьей,lotta
584,Bogen[Waffe]::N,газаргъо,arco
585,Pfeil::N,чӏор,freccia
586,Gewehr::N,туманкӏ,fucile
587,Fehler::N,гъалатӏ,errore
588,Fehler::N,гъалатӏ,sbaglio
589,Lüge::N,гьереси,bugìa
590,Lüge::N,гьереси,menzogna
591,Schaden::N,зиян,danno
592,Schaden::N,зарал,danno
593,Unglück::N,балагь,sfortuna
594,Schuld::N,гӏайиб,colpa
595,Alter::N,гӏумру,età
596,Schluss::N,ахир,fine
597,Zeit::N,заман,tempo
598,Tag::N,къо,giorno
599,Tag::N,къо,giornata
600,Morgen::N,радалмех,mattina
601,Mittag::N,къадемех,mezzogiorno
602,Abend::N,релъедамех,sera
603,Abend::N,релъедамех,serata
604,Nacht::N,сордо,notte
605,Woche::N,анкь,settimana
606,Monat::N,моцӏ,mese
607,Jahr::N,сон,anno
608,Jahr::N,лъагӏел,anno
609,Frühling::N,их,primavera
610,Sommer::N,рии,estate
611,Herbst::N,хасалихълъи,autunno
612,Winter::N,кьин,inverno
613,Januar::N,январь,gennaio
614,Februar::N,февра́ль,febbraio
615,März::N,март,marzo
616,April::N,апрель,aprile
617,Mai::N,май,maggio
618,Juni::N,июнь,giugno
619,Juli::N,июль,luglio
620,August::N,август,agosto
621,September::N,сентябрь,settembre
622,Oktober::N,октябрь,ottobre
623,November::N,ноябрь,novembre
624,Dezember::N,декабрь,dicembre
625,Montag::N,итни,lunedì
626,Dienstag::N,талат,martedì
627,Mittwoch::N,арбагӏ,mercoledì
628,Donnerstag::N,хамиз,giovedì
629,Freitag::N,рузман,venerdì
630,Samstag::N,щамат,sàbato
631,Sonntag::N,гьатӏан,domenica
632,groß::A,кӏудияб,grande
633,klein::A,гьитӏинаб,pìccolo
634,lang::A,халатаб,lungo
635,kurz::A,къокъаб,corto
636,breit::A,гӏебаб,largo
637,schmal::A,къваридаб,stretto
638,dicht::A,ризаб,denso
639,dick[Gegenstand]::A,бицатаб,spesso
640,dünn::A,тӏеренаб,sottile
641,fein::A,тӏеренаб,fine
642,fein::A,тӏеренаб,delicato
643,fest::A,къвакӏараб,sodo
644,fest::A,къвакӏараб,fisso
645,flach::A,чӏепараб,piano
646,flach::A,чӏепараб,piatto
647,glatt::A,цӏвакараб,liscio
648,hart::A,кьварараб,duro
649,weich::A,тамахаб,molle
650,rund::A,гургинаб,rotondo
651,spitz::A,бегӏераб,aguzzo
652,spitz::A,бегӏераб,appuntito
653,scharf::A,рекӏараб,affilato
654,scharf::A,рекӏараб,tagliente
655,stumpf::A,тӏехӏараб,smussato
656,stumpf::A,рекӏинчӏеб,smussato
657,schwer::A,бакӏаб,pesante
658,schön::A,берцинаб,bello
659,heiß::A,лагьараб,caldo
660,heiß::A,лагьараб,bollente
661,warm::A,хинаб,caldo
662,kalt::A,квачараб,freddo
663,kühl::A,квачараб,fresco
664,frisch::A,цӏияб,fresco
665,feucht::A,рагьараб,ùmido
666,nass::A,би́ччараб,bagnato
667,trocken::A,бакъвараб,secco
668,leer::A,чӏобогояб,vuoto
669,offen::A,рагьараб,aperto
670,geschlossen::A,рахараб-къараб,chiuso
671,sauber::A,бацӏцӏадаб,netto
672,sauber::A,бацӏцӏадаб,pulito
673,schmutzig::A,гъизараб,sporco
674,schmutzig::A,гъизараб,sùdicio
675,roh::A,хамаб,crudo
676,roh::A,гӏатӏгояб,crudo
677,reif::A,барщараб,maturo
678,lecker::A,тӏагӏамаб,ghiotto
679,lecker::A,тӏагӏамаб,squisito
680,süß::A,гьуинаб,dolce
681,bitter::A,кьогӏаб,amaro
682,sauer::A,цӏекӏаб,aspro
683,sauer::A,цӏекӏаб,acerbo
684,hell::A,канаб,chiaro
685,dunkel::A,бецӏаб,buio
686,dunkel::A,бецӏаб,oscuro
687,schwarz::A,чӏегӏераб,nero
688,weiß::A,хъахӏаб,bianco
689,rot::A,багӏараб,rosso
690,gelb::A,гӏобилаб,giallo
691,gelb::A,тӏогьилаб,giallo
692,blau::A,хъахӏилаб,blu
693,blau::A,хъахӏилаб,azzurro
694,grün::A,гӏурччинаб,verde
695,grau::A,накӏкӏуяб,grigio
696,bunt::A,къвекӏаб,variopinto
697,bunt::A,чара-гъараб,variopinto
698,billig::A,учузаб,a buon prezzo
699,billig::A,учузаб,a buon mercato
700,teuer::A,хири́яб,caro
701,wertvoll::A,къиматаб,prezioso
702,blind::A,беццаб,cieco
703,taub::A,гъугъаб,sordo
704,kräftig::A,гучаб,forte
705,kräftig::A,гучаб,robusto
706,stark::A,къуватаб,forte
707,stark::A,къуватаб,vigoroso
708,schwach::A,гӏажизаб,dèbole
709,fett::A,кьарияб,grasso
710,schlank::A,чергесаб,snello
711,schlank::A,чергесаб,slanciato
712,hübsch::A,гьайбатаб,bello
713,hübsch::A,гьайбатаб,carino
714,böse::A,ракӏквешаб,cattivo
715,dumm::A,гьагаб,stùpido
716,dumm::A,гӏантаб,stùpido
717,faul::A,кӏохӏалаб,pigro
718,faul::A,кӏухӏа́лаб,pigro
719,fleißig::A,хӏаракатаб,diligente
720,geizig::A,къарумаб,avaro
721,klug::A,лумияб,intelligente
722,geschickt::A,махщел бугев,àbile
723,lieb::A,гӏазизаб,caro
724,lustig::A,кепаб,gaio
725,lustig::A,кепаб,allegro
726,sanft::A,хӏалимаб,dolce
727,sanft::A,хӏере́наб,dolce
728,hungrig::A,бакъараб,affamato
729,krank::A,щокъаб,malato
730,krank::A,щокъаб,infermo
731,krank::A,унтараб,malato
732,krank::A,унтараб,infermo
733,nackt::A,гӏицӏаб,nudo
734,nackt::A,чӏанкӏараб,nudo
735,traurig::A,пашманаб,triste
736,lebendig::A,чӏагояб,vivo
737,gut::A,лъикӏаб,buono
738,schlecht::A,къадараб,cattivo
739,richtig::A,битӏараб,giusto
740,schlimm::A,нажасаб,grave
741,schlimm::A,къабихӏаб,grave
742,wahr::A,хӏакъаб,vero
743,wahr::A,битӏараб,vero
744,alt::A,басрияб,vecchio
745,neu::A,цӏияб,nuovo
746,ehemalig::A,цебе́госеб,vecchio
747,ehemalig::A,цебе́госеб,d'una_volta
748,alt[Lebewesen]::A,хераб,anziano
749,jung::A,тӏинчӏаб,giovane
750,jung::A,гӏолохъанаб,giovane
751,arm::A,пакъираб,pòvero
752,reich::A,бечедаб,ricco
753,bekannt::A,лъалеб,noto
754,bekannt::A,лъалеб,conosciuto
755,berühmt::A,машгьураб,famoso
756,berühmt::A,машгьураб,cèlebre
757,fremd::A,чияр,estràneo
758,fremd::A,чияр,straniero
