,Concept_ID,xal,sl
109,Berg::N,уул,planína
110,Gipfel::N,ора,vŕh
111,Höhle::N,хадин көндә,jáma
112,Höhle::N,хадин көндә,votlína
113,Abhang::N,ташу,pobóčje
114,Quelle::N,булг,izvír
115,Bach::N,һооҗур,pôtok
116,Fluss::N,һол,réka
117,Ufer::N,көвә,brég
118,Küste::N,көвә,obála
119,Küste::N,көвә,obréžje
120,Küste::N,теңгсин көвә,obála
121,Küste::N,теңгсин көвә,obréžje
122,Festland::N,хүүрә һазр,celína
123,Festland::N,хүүрә һазр,kopnína
124,Meer::N,теңгс,mórje
125,Bucht::N,цекә,zalív
126,Bucht::N,теңгсин цекә,zalív
127,Insel::N,арл,ôtok
128,Blume::N,цецг,cvetlíca
129,Gras::N,ноһан,tráva
130,Wurzel::N,уңг,korenína
131,Baum::N,модн,drevó
132,Stamm::N,шилв,dêblo
133,Stamm::N,һол модн,dêblo
134,Rinde::N,көрсн,lúbje
135,Rinde::N,көрсн,skórja
136,Ast::N,ац,véja
137,Zweig::N,ац,véja
138,Blatt::N,хамтхасн,líst
139,Birke::N,хусм модн,bréza
140,Kiefer[Baum]::N,шар харһа,bòr
141,Weide[Baum]::N,удн,vŕba
142,Tanne::N,җөөлн цаһан модн,hója
143,Horn::N,өвр,róg
144,Feder::N,өрвлг,peró
145,Fell::N,арсн,kŕzno
146,Flügel::N,җивр,krílo
147,Klaue::N,хумсн,párkelj
148,Kralle::N,тавг,krémpelj
149,Schwanz::N,сүл,rèp
150,Ei::N,өндгн,jájce
151,Nest::N,үр,gnézdo
152,Bau::N,нүкн,brlòg
153,Tier::N,мал,živál
154,Herde::N,сүрг мал,čréda
155,Kuh::N,үкр,kráva
156,Bulle::N,бух,bìk
157,Pferd::N,мөрн,kònj
158,Schaf::N,хөн,ôvca
159,Schwein::N,һаха,svínja
160,Hund::N,ноха,pès
161,Katze::N,мис,máčka
162,Bär::N,аю,mêdved
163,Eichhörnchen::N,кермн,véverica
164,Elch::N,хандһа,lós
165,Fuchs::N,арат,lisíca
166,Hase::N,туула,zájec
167,Maus::N,хулһн,mìš
168,Wolf::N,чон,vólk
169,Vogel::N,шовун,ptìč
170,Vogel::N,шовун,ptíca
171,Schwarm::N,зел,játa
172,Huhn::N,така,kokóš
173,Hahn::N,эр така,petêlin
174,Gans::N,һалун,gós
175,Adler::N,һәрд,ôrel
176,Ente::N,нуһсн,ráca
177,Eule::N,һурвлһ,sôva
178,Kranich::N,тоһрун,žerjàv
179,Krähe::N,шаазһа,vrána
180,Kuckuck::N,эргин хуцдг,kúkavica
181,Schwan::N,хун,labód
182,Fisch::N,заһсн,ríba
183,Barsch::N,шүрг,ostríž
184,Hecht::N,цурх,ščúka
185,Schlange[Tier]::N,моһа,káča
186,Wurm::N,өтн,čr̀v
187,Wurm::N,өтн,glísta
188,Spinne::N,аралҗн,pájek
189,Ameise::N,шорһлҗн,mrávlja
190,Laus::N,бөөсн,úš
191,Mücke::N,бөкүн,komár
192,Fliege::N,батхн,múha
193,Schmetterling::N,эрвәкә,metúlj
194,Beere::N,бөөлҗрһн,jágoda
195,Apfel::N,альмн,jábolko
196,Pilz::N,теңгрин ки,góba
197,Zwiebel::N,мәңгрснә толһа,čebúla
198,Saat::N,буудян экн,séme
199,Korn::N,экн,zŕno
200,Heu::N,өвсн,senó
201,Schale::N,хальсн,lupína
202,Grube::N,нүкн,jáma
203,Falle::N,урх,pást
204,Falle::N,хавх,pást
205,Schlinge::N,бүтү,zánka
206,Schlinge::N,бүтү,pêtlja
207,Spur::N,мөр,sléd
208,Asche::N,үмсн,pepél
209,Dreck::N,бальчг,bláto
210,Eisen::N,төмр,želézo
211,Gold::N,алтн,zlató
212,Silber::N,мөңгн,srebró
213,Silber::N,цаһан мөңгн,srebró
214,Kohle::N,нүүрсн,ógel
215,Glas::N,шил,stêklo
216,Lehm::N,шавр,ílo
217,Sand::N,элсн,pések
218,Mensch::N,күн,člôvek
219,Mensch::N,күмн,člôvek
220,Mann::N,эр,móž
221,Mann::N,эр,môški
222,Frau::N,күүкд күн,gospá
223,Frau::N,күүкд күн,žénska
224,Kind::N,үрн,déte
225,Kind::N,үрн,otròk
226,Junge::N,көвүн,fànt
227,Junge::N,көвүн,déček
228,Mädchen::N,бичкн күүкн,deklè
229,Mädchen::N,бичкн күүкн,déklica
230,Familie::N,бүл,družína
231,Großvater::N,өвк эцк,dèd
232,Großvater::N,өвк эцк,dédek
233,Großvater::N,наһц эцк,dèd
234,Großvater::N,наһц эцк,dédek
235,Großmutter::N,эмг эк,bábica
236,Großmutter::N,наһц эк,bábica
237,Eltern::N,эк эцк хойр,stárši
238,Vater::N,эцк,ôče
239,Mutter::N,эк,máma
240,Sohn::N,көвүн,sín
241,Tochter::N,күүкн,hčí
242,Tochter::N,күүкн,hčérka
243,Bruder::N,дү көвүн,bràt
244,Schwester::N,эгч,sêstra
245,Schwester::N,дү күүкн,sêstra
246,Onkel::N,авһ,újec
247,Onkel::N,авһ,stríc
248,Onkel::N,наһцх,újec
249,Onkel::N,наһцх,stríc
250,Tante::N,наһц эгч,têta
251,Tante::N,наһц эгч,strína
252,Ehemann::N,залу,móž
253,Ehemann::N,залу,sopróg
254,Ehefrau::N,гергн,žêna
255,Ehefrau::N,гергн,sopróga
256,Freude::N,байр,rádost
257,Freude::N,байр,vesêlje
258,Gelächter::N,инәдн,sméh
259,Gelächter::N,инәдн,grohòt
260,Glück::N,җирһл,sréča
261,Glück::N,сәәхн җирһл,sréča
262,Kummer::N,зовлң,gorjé
263,Wunsch::N,дурн,žêlja
264,Lust::N,җилвтлһн,poželênje
265,Geist::N,зөрг,dúša
266,Gedanke::N,ухан,mísel
267,Gedächtnis::N,чееҗин тодлвр,pámet
268,Verstand::N,ухан,
269,Sinn::N,учр-утх,pomèn
270,Sinn::N,учр-утх,smísel
271,Grund::N,учр,vzròk
272,Grund::N,шалтан,vzròk
273,Wahrheit::N,үнн,resníca
274,Gespräch::N,күүндвүр,pogóvor
275,Märchen::N,тууль,právljica
276,Erzählung::N,келвр,povést
277,Nachricht::N,медүллһн,sporočílo
278,Neuigkeit::N,зәңг,novóst
279,Name::N,нерн,imé
280,Rätsel::N,тәәлвртә тууль,ugánka
281,Rede::N,келлһн,góvor
282,Sprache::N,келн,jêzik
283,Stimme::N,дун,glás
284,Wort::N,үг,beséda
285,Zeichen::N,темдг,znák
286,Ruf::N,дуудлһн,klíc
287,Lärm::N,шууган,hrúp
288,Lärm::N,шууган,trúšč
289,Laut::N,ә,glás
290,Ton::N,дун,tón
291,Lied::N,дун,pésem
292,Ruhe::N,амулң,pokòj
293,Leute::N,әмтн,ljudjé
294,Volk::N,улс,národ
295,Arbeit::N,көдлмш,délo
296,Gast::N,гиич,gòst
297,Geschenk::N,белг,darílo
298,Spiel::N,наадн,ígra
299,Gesellschaft::N,олн,drúžba
300,Hilfe::N,нөкд,pomóč
301,Freund::N,иньг,prijátelj
302,Kamerad::N,үр,továriš
303,Angelegenheit::N,керг,zadéva
304,Anzahl::N,то,števílo
305,Art::N,зүүл,vŕsta
306,Stück::N,хусг,kós
307,Teil::N,хүв,dél
308,Hälfte::N,өрәл,polovíca
309,Kreis::N,төгрг,króg
310,Kreis::N,төгрг,kolobár
311,Kreuz::N,кирс,kríž
312,Linie::N,зурасн,próga
313,Strich::N,татасн,čŕta
314,Abstand::N,зә,preslédek
315,Entfernung::N,һазр,oddáljenost
316,Gegend::N,һазр,kràj
317,Gegend::N,һазр,dežêla
318,Platz::N,зә,prôstor
319,Ort::N,бәәрн,mésto
320,Seite::N,тал,bòk
321,Seite::N,тал,strán
322,Seite::N,хаҗу,bòk
323,Seite::N,хаҗу,strán
324,Seite::N,хәврһ,bòk
325,Seite::N,хәврһ,strán
326,Mitte::N,дунд,sredína
327,Gegenstand::N,юмн,prédmet
328,Sache::N,юмн,réč
329,Sache::N,юмн,stvár
330,Rand::N,зах,kràj
331,Kante::N,ирмәг,rób
332,Ecke::N,өнцг,vogál
333,Spitze::N,үзүр,óst
334,Ende::N,үзүр,kônec
335,Loch::N,хаһрха,lúknja
336,Winkel::N,булң,kót
337,Muster::N,намч,vzórec
338,Größe::N,кемҗән,veličína
339,Länge::N,ут,dolžína
340,Höhe::N,өндр,vršína
341,Gewicht::N,күнд,téža
342,Gewicht::N,чиңнүр,téža
343,Menge::N,ик,količína
344,Haufen::N,ова,kùp
345,Haufen::N,ова,kopíca
346,Reihe::N,зерг,níz
347,Reihe::N,зерг,vŕsta
348,Reihe::N,зерглән,níz
349,Reihe::N,зерглән,vŕsta
350,Boot::N,оңһц,čóln
351,Ruder::N,хәәв,vêslo
352,Schlitten::N,цан,saní
353,Ski::N,лыҗ,smučí
354,Lagerfeuer::N,костёр,táborni ôgenj
355,Last::N,күнд,tôvor
356,Gang::N,йовлһн,hòd
357,Schritt::N,ишкм,korák
358,Norden::N,ар үзг,séver
359,Süden::N,өмн,júg
360,Süden::N,өмн үзг,júg
361,Westen::N,барун,zapàd
362,Westen::N,барун үзг,zapàd
363,Osten::N,зүн,vzhòd
364,Osten::N,зүн үзг,vzhòd
365,Holz::N,модн,lés
366,Brett::N,харһа,deskà
367,Platte::N,хавтха чолун,plôča
368,Stütze::N,тулг,opóra
369,Stütze::N,тулг,zaslómba
370,Stange::N,уньн,gréd
371,Stock::N,модн,pálica
372,Stab::N,шуург,pálica
373,Rohr::N,турва,cév
374,Haus::N,гер,híša
375,Heim::N,гер-бул,dóm
376,Ofen::N,беш,péč
377,Fußboden::N,девскр,pòd
378,Tisch::N,ширә,míza
379,Stuhl::N,стул,stòl
380,Wiege::N,өлгә,zíbel
381,Wiege::N,дүүҗң,zíbel
382,Bett::N,орн,póstelja
383,Bett::N,орндг,póstelja
384,Regal::N,таг,políca
385,Regal::N,тәвц,políca
386,Kiste::N,яршг,zabòj
387,Fenster::N,терз,ôkno
388,Tür::N,үүдн,vráta
389,Tor::N,үүдн,velíka vráta
390,Tor::N,өргн үүдн,velíka vráta
391,Tor::N,хашан үүдн,velíka vráta
392,Zaun::N,хаша,ográja
393,Dach::N,деевр,stréha
394,Leiter::N,шат,léstev
395,Leiter::N,давшур,léstev
396,Besen::N,сәвүр,mêtla
397,Spaten::N,күрз,lopáta
398,Schaufel::N,совг,lopáta
399,Gabel::N,серә,vílice
400,Löffel::N,ухр,žlíca
401,Messer::N,утх,nòž
402,Nagel::N,хадасн,žebèlj
403,Netz::N,гөлм,mréža
404,Haken::N,дегә,kljúka
405,Griff::N,иш,ročáj
406,Griff::N,иш,oprijèm
407,Griff::N,бәрүл,ročáj
408,Griff::N,бәрүл,oprijèm
409,Schloss::N,оньс,ključávnica
410,Bild::N,зург,slíka
411,Figur::N,фигур,figúra
412,Figur::N,фигур,postáva
413,Puppe::N,наадһа,lútka
414,Beutel::N,мишг,môšnja
415,Bündel::N,багла,cúla
416,Bündel::N,багла,svéženj
417,Bündel::N,боодһа,cúla
418,Bündel::N,боодһа,svéženj
419,Tasche::N,сумк,tórba
420,Tasche::N,сумк,tobôlec
421,Eimer::N,суулһ,vêdro
422,Deckel::N,бүркәсн,pokròv
423,Deckel::N,бүркәсн,poklópec
424,Geschirr::N,сав,posóda
425,Geschirr::N,сав-сарх,posóda
426,Sack::N,мишг,vréča
427,Tasse::N,ааһ,skodélica
428,Topf::N,кастрюль,lônec
429,Kessel::N,хәәсн,kôtel
430,Essen::N,зоогллһн,hrána
431,Nahrung::N,теҗәл,živílo
432,Speise::N,хот,jéd
433,Fleisch::N,махн,mesó
434,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,žíto
435,Brei::N,хаш,káša
436,Brot::N,өдмг,krùh
437,Scheibe::N,зүсм,réženj
438,Fett::N,өөкн,mást
439,Fett::N,өөкн,maščôba
440,Butter::N,тосн,máslo
441,Öl::N,тосн,ólje
442,Salz::N,давсн,sól
443,Suppe::N,шөлн,júha
444,Honig::N,бал,méd
445,Milch::N,үсн,mléko
446,Tee::N,цә,čáj
447,Leder::N,арсн,úsnje
448,Wolle::N,утцн,vólna
449,Wolle::N,эд,vólna
450,Stoff::N,эд,blagó
451,Nadel::N,зүн,ígla
452,Faden::N,утцн,nít
453,Knopf::N,товч,gúmb
454,Knoten::N,зәңгдә,vôzel
455,Farbe::N,будг,bárva
456,Kleidung::N,хувцн,obléka
457,Kleidung::N,хувц-хунр,obléka
458,Hemd::N,киилг,srájca
459,Kragen::N,зах,ovrátnik
460,Ärmel::N,ханцн,rokáv
461,Hose::N,шалвур,hláče
462,Gürtel::N,бүс,pás
463,Mütze::N,махла,kápa
464,Mütze::N,махла,čépica
465,Schuh::N,башмгуд,čévelj
466,Stiefel::N,һосн,škórenj
467,Ring::N,билцг,pŕstan
468,Band::N,лент,trák
469,Kamm::N,сам,glavník
470,Spiegel::N,толь,zrcálo
471,Spiegel::N,толь,ogledálo
472,Riemen::N,бүс,jêrmen
473,Schnur::N,деесн,vŕvca
474,Leine::N,бурнтг,konôpec
475,Leine::N,нохан көтлвр,konôpec
476,Decke::N,көнҗл,odéja
477,Kissen::N,дер,blazína
478,Tuch::N,альчур,pŕt
479,Tuch::N,альчур,rúta
480,Handtuch::N,полотенц,brisáča
481,Handtuch::N,һар-нүүрин альчур,brisáča
482,Kraft::N,күчн,síla
483,Stärke::N,чидл,jákost
484,Gesundheit::N,эрүл-менд,zdrávje
485,Krankheit::N,өвчн,bolézen
486,Schmerz::N,өвдлһн,ból
487,Schmerz::N,өвдлһн,bolečína
488,Wunde::N,шав,rána
489,Fieber::N,безг,vročína
490,Arznei::N,эм,lék
491,Arznei::N,эм,zdravílo
492,Brücke::N,тагт,móst
493,Brunnen::N,худг,vodnják
494,Weide::N,малын идг,páša
495,Pfad::N,цувг,stezà
496,Weg::N,хаалһ,pót
497,Straße::N,зам,césta
498,Dorf::N,хотн,vás
499,Stadt::N,балһсн,mésto
500,Brief::N,бичг,písmo
501,Buch::N,дегтр,knjíga
502,Buchstabe::N,үзг,čŕka
503,Zeitung::N,газет,čásnik
504,Leben::N,җирһл,življênje
505,Tod::N,үкл,smŕt
506,Tod::N,өңгрлһн,smŕt
507,Grab::N,оршалһна нүкн,gròb
508,Kirche::N,чонҗ,cérkev
509,Sünde::N,нүл,gréh
510,Sünde::N,килнц,gréh
511,Gott::N,бурхн,bóg
512,Arbeiter::N,көдлмшч,délavec
513,Chef::N,толһач,šéf
514,Meister::N,урн,mójster
515,Arzt::N,эмч,zdravník
516,Lehrer::N,багш,učítelj
517,Geld::N,мөңгн,denár
518,Geschäft::N,көдлмш,kupčíja
519,Laden::N,лавк,trgovína
520,Preis::N,үн,céna
521,Ware::N,эд-тавр,róba
522,Nutzen::N,олз,príd
523,Reichtum::N,зөөр,bogástvo
524,Welt::N,орчлң,svét
525,Welt::N,делкә,svét
526,Land::N,орн-нутг,dežêla
527,Staat::N,государств,držáva
528,König::N,хан,králj
529,Macht::N,йосн,oblást
530,Grenze::N,меҗә,mêja
531,Krieg::N,дән,vôjna
532,Feind::N,дәәсн,sovrážnik
533,Gewalt::N,күч һарһлһн,nasílje
534,Kampf::N,ноолдан,bòj
535,Kampf::N,ноолдан,bórba
536,Kampf::N,бәрлдлһн,bòj
537,Kampf::N,бәрлдлһн,bórba
538,Bogen[Waffe]::N,саадг,lók
539,Pfeil::N,сумн,puščíca
540,Gewehr::N,бу,púška
541,Fehler::N,алдг,zmóta
542,Lüge::N,худл,láž
543,Schaden::N,хорлт,okvára
544,Unglück::N,гүрм,nesréča
545,Schuld::N,гем,krívda
546,Schuld::N,буру,krívda
547,Alter::N,насн,dôba
548,Schluss::N,чилгч,kônec
549,Zeit::N,цаг,čàs
550,Tag::N,өдр,dán
551,Morgen::N,өрүн,jútro
552,Mittag::N,үд,póldan
553,Abend::N,асхн,večér
554,Nacht::N,сө,nóč
555,Woche::N,долан хонг,téden
556,Monat::N,сар,mésec
557,Jahr::N,җил,léto
558,Frühling::N,хавр,pomlád
559,Sommer::N,зун,polétje
560,Herbst::N,намр,jesén
561,Winter::N,үвл,zíma
562,Januar::N,январь,jánuar
563,Februar::N,февраль,fébruar
564,März::N,март,márec
565,März::N,моһа сар,márec
566,April::N,апрель,apríl
567,Mai::N,май,máj
568,Juni::N,июнь,júnij
569,Juni::N,мөчн сар,júnij
570,Juli::N,июль,júlij
571,August::N,август,avgúst
572,September::N,һаха сар,septêmber
573,Oktober::N,октябрь,október
574,November::N,ноябрь,novêmber
575,November::N,үкр сар,novêmber
576,Dezember::N,бар сар,decémber
577,Montag::N,понедельник,ponedéljek
578,Dienstag::N,вторник,tôrek
579,Mittwoch::N,среда,sréda
580,Mittwoch::N,үлмҗ өдр,sréda
581,Donnerstag::N,четверг,četŕtek
582,Donnerstag::N,пүрвә өдр,četŕtek
583,Freitag::N,пятниц,pétek
584,Samstag::N,суббот,sobóta
585,Sonntag::N,нарн өдр,nedélja
586,Sonntag::N,воскресень,nedélja
587,groß::A,ик,vêlik
588,klein::A,бичкн,májhen
589,lang::A,ут,dólg
590,kurz::A,оһтр,krátek
591,breit::A,өргн,širòk
592,schmal::A,уутьхн,ózek
593,dicht::A,нигт,góst
594,dick[Gegenstand]::A,зузан,dêbel
595,dünn::A,нимгн,tánek
596,fein::A,нәрхн,drôben
597,fest::A,бат,tŕden
598,flach::A,хавтха,plán
599,flach::A,хавтха,plòsk
600,glatt::A,тегш,gládek
601,glatt::A,тиньгр,gládek
602,hart::A,хату,tŕd
603,weich::A,җөөлн,mehák
604,weich::A,җөөлкн,mehák
605,rund::A,төгрг,okrógel
606,spitz::A,шовһр,šílast
607,scharf::A,хурц,óster
608,stumpf::A,мука,tóp
609,stumpf::A,мука,skŕhan
610,schwer::A,күнд,têžek
611,schön::A,сәәхн,lép
612,schön::A,сәәхн,krásen
613,heiß::A,халун,vròč
614,warm::A,дулан,tôpel
615,kalt::A,киитн,mŕzel
616,kalt::A,киитн,hláden
617,kühl::A,серүн,hláden
618,frisch::A,серүн,svéž
619,feucht::A,чиигтә,vlážen
620,nass::A,чиигтә,móker
621,trocken::A,хагсу,súh
622,voll::A,дүүрң,póln
623,leer::A,сул,prázen
624,leer::A,хоосн,prázen
625,offen::A,секәтә,odpŕt
626,geschlossen::A,хаалһата,zapŕt
627,sauber::A,цевр,číst
628,sauber::A,цевр,líčen
629,schmutzig::A,киртә,umázan
630,roh::A,түүкә,suròv
631,reif::A,болсн,zrèl
632,lecker::A,әмтәхн,okúsen
633,süß::A,әмтәхн,sládek
634,bitter::A,һашун,grenák
635,bitter::A,һашута,grenák
636,sauer::A,ишклң,kísel
637,hell::A,герлтә,svetèl
638,dunkel::A,харңһу,temèn
639,schwarz::A,хар,čŕn
640,weiß::A,цаһан,bél
641,rot::A,улан,rdèč
642,gelb::A,шар,žólt
643,gelb::A,шар,rumèn
644,blau::A,көк,móder
645,grün::A,көк,zelèn
646,grau::A,бор,sív
647,bunt::A,алг,písan
648,bunt::A,эрәтә,písan
649,billig::A,кимд,pocéni
650,teuer::A,үнтә,drág
651,wertvoll::A,үнтә,dragocén
652,wertvoll::A,эрднь,dragocén
653,blind::A,сохр,slép
654,taub::A,дүлә,glúh
655,kräftig::A,күчтә,močán
656,stark::A,чаңһ,ják
657,schwach::A,күчн тату,šíbek
658,fett::A,тарһн,dêbel
659,schlank::A,эццн,vítek
660,hübsch::A,көркхн,lép
661,böse::A,уурта,zèl
662,böse::A,уурта,hudôben
663,dumm::A,тенг,glúp
664,dumm::A,тенг,bédast
665,faul::A,залху,lén
666,fleißig::A,кинән,marljív
667,fleißig::A,кинмһә,marljív
668,geizig::A,ховдг,škŕt
669,klug::A,ухата,pámeten
670,geschickt::A,чадмг,spréten
671,lieb::A,эңкр,míl
672,lieb::A,эңкр,ljúb
673,lustig::A,сергмҗтә,vesél
674,lustig::A,җирһлтә,vesél
675,sanft::A,номһн,láhek
676,hungrig::A,өлн,láčen
677,hungrig::A,харһнсн,láčen
678,krank::A,өвчтә,bolán
679,krank::A,шалтгта,bolán
680,nackt::A,нүцкн,nág
681,traurig::A,һундлта,túžen
682,lebendig::A,әмд,žív
683,gut::A,сән,dóber
684,schlecht::A,му,malopríden
685,richtig::A,зөвтә,pravílen
686,schlimm::A,җигшүртә,húd
687,wahr::A,үнн,resníčen
688,wahr::A,мөн,resníčen
689,alt::A,хуучн,stàr
690,neu::A,шин,nòv
691,ehemalig::A,хуучн,nekdánji
692,alt[Lebewesen]::A,көгшн,stàr
693,jung::A,баһ,mlád
694,arm::A,угатя,ubóg
695,arm::A,угатя,réven
696,reich::A,байн,bogàt
697,bekannt::A,таньл,znán
698,bekannt::A,таньдг,znán
699,berühmt::A,туурсн,sláven
700,berühmt::A,туурсн,znamenít
701,fremd::A,күүнә,túj
702,verschieden::A,әдл биш,razlíčen
703,verschieden::A,йилһәтә,razlíčen
704,nah::A,өөрхн,blížnji
705,fern::A,хол,dáleč
706,linker::A,зүн,lévi
707,rechter::A,барун,désni
708,anderer::A,талдан,drúgi
709,erster::A,негдгч,pŕvi
710,zweiter::A,хойрдгч,drúgi
711,dritter::A,һурвдгч,trétji
712,letzter::A,отхн,poslédnji
713,allein::ADV,һанцарн,sám
714,auf einmal::ADV,нег дәкҗ,obênem
715,zusammen::ADV,хамдан,skúpaj
716,lange::ADV,удан,dólgo
717,plötzlich::ADV,генткн,náglo
718,plötzlich::ADV,генткн,nenádoma
719,sofort::ADV,дарунь,prècej
720,später::ADV,сүүлд,poznêje
721,jetzt::ADV,ода,zdàj
722,heute::ADV,эндр,dánes
723,morgen::ADV,маңһдур,jútri
724,bald::ADV,дарунь,kmálu
725,dann::ADV,дәкәд,nató
726,gestern::ADV,өцклдүр,včéraj
727,einst::ADV,нег саамд,nékdaj
728,damals::ADV,тиигхд,tedàj
729,damals::ADV,тиигхд,takràt
730,danach::ADV,тегәд,potèm
731,vorher::ADV,урд,poprèj
732,zuerst::ADV,түрүләд,spŕva
733,einmal::ADV,нег дәкҗ,ênkrat
734,manchmal::ADV,зәрмдән,včásih
735,oft::ADV,хара биш,pogósto
736,oft::ADV,хатяр биш,pogósto
737,oft::ADV,дару-дарунь,pogósto
738,immer::ADV,оньдинд,védno
739,immer::ADV,оньдинд,zméraj
740,niemals::ADV,кезә чмгн биш,nikdàr
741,hier::ADV,энд,tù
742,hier::ADV,энд,túkaj
743,hier::ADV,энүнд,tù
744,hier::ADV,энүнд,túkaj
745,hierhin::ADV,нааран,sèmkaj
746,von hier::ADV,эндәс,od tú
747,dort::ADV,тенд,tàm
748,dorthin::ADV,тиигән,tjà
749,geradeaus::ADV,шуд,rávno napréj
750,vorwärts::ADV,уралан,napréj
751,rückwärts::ADV,гедргән,zádaj
752,zurück::ADV,хәрү,nazáj
753,unten::ADV,дор,dôli
754,unten::ADV,дор,spôdaj
755,hinab::ADV,дор,dôl
756,hinab::ADV,доракшан,dôl
757,oben::ADV,деер,gôri
758,oben::ADV,деер,zgôraj
759,hinauf::ADV,өөдән,gôr
760,hinauf::ADV,деер,gôr
761,überall::ADV,альд болв чигн,povsód
762,nicht::ADV,эс,ne
763,nicht::ADV,биш,ne
764,nicht::ADV,бичә,ne
765,ein wenig::ADV,баахн,málo
766,ein wenig::ADV,баахнар,málo
767,kaum::ADV,әрә,kómaj
768,sehr::ADV,йир,zeló
769,so::ADV,иигҗ,takó
770,noch::ADV,ода чигн,še
771,nur::ADV,һанцхн,samó
772,schon::ADV,одх,žè
773,wieder::ADV,бас,spét
774,vergebens::ADV,киидән,zamàn
775,vergebens::ADV,киидән,zastónj
776,vor::PRP,урд,pred
777,hinter::PRP,ца,za
778,unter::PRP,дор,pod
779,durch::PRP,ивт,skózi
780,durch::PRP,дундаһур,skózi
781,neben::PRP,хаҗуд,kràj
782,neben::PRP,хаҗуд,póleg
783,zwischen::PRP,хоорнд,med
784,zwischen::PRP,хоорнд,izmed
785,wegen::PRP,көлтә,zarádi
786,wegen::PRP,деерәс,zarádi
787,dies::PRN,эн,tó
