,Concept_ID,sk,fa
204,Schlange[Tier]::N,had,مار
205,Wurm::N,červ,کرم
206,Spinne::N,pavúk,عنکبوت
207,Ameise::N,mravec,مورچه
208,Laus::N,voš,شپش
209,Mücke::N,komár,پشه
210,Fliege::N,mucha,مگس
211,Schmetterling::N,motýľ,پروانه
212,Beere::N,bobuľa,گیله
213,Apfel::N,jablko,سیب
214,Pilz::N,hríb,قارچ
215,Zwiebel::N,cibuľa,پیاز
216,Saat::N,osivo,بذر
217,Korn::N,zrno,تخم
218,Korn::N,zrno,دانه
219,Heu::N,seno,علف خشک
220,Schale::N,šupa,پوست
221,Schale::N,škrupina,پوست
222,Grube::N,jama,گودال
223,Falle::N,pasca,دام
224,Falle::N,klepec,دام
225,Schlinge::N,slučka,حلقه
226,Spur::N,stopa,رد
227,Asche::N,popol,خاکستر
228,Dreck::N,kal,کثافت
229,Dreck::N,blato,کثافت
230,Eisen::N,železo,آهن
231,Gold::N,zlato,زر
232,Gold::N,zlato,طلا
233,Silber::N,striebro,نقره
234,Kohle::N,uhlie,زغال
235,Glas::N,sklo,شیشه
236,Lehm::N,íl,گل
237,Lehm::N,hlina,گل
238,Sand::N,piesok,شن
239,Sand::N,piesok,ماسه
240,Mensch::N,človek,آدم
241,Mensch::N,človek,انسان
242,Mann::N,muž,مرد
243,Mann::N,chlap,مرد
244,Frau::N,žena,زن
245,Kind::N,dieťa,بچه
246,Kind::N,dieťa,کودک
247,Junge::N,chlapec,پسر
248,Mädchen::N,dievka,دختر
249,Familie::N,rodina,فامیل
250,Familie::N,rodina,خانواده
251,Großvater::N,dedo,پدربزرگ
252,Großvater::N,starý otec,پدربزرگ
253,Großmutter::N,babička,مادر‌بزرگ
254,Großmutter::N,stará mať,مادر‌بزرگ
255,Eltern::N,rodičia,والدین
256,Eltern::N,rodičia,پدر‌و‌مادر
257,Vater::N,otec,پدر
258,Mutter::N,mať,مادر
259,Mutter::N,matka,مادر
260,Sohn::N,syn,پسر
261,Tochter::N,dcéra,دختر
262,Bruder::N,brat,برادر
263,Schwester::N,sestra,خواهر
264,Onkel::N,ujo,عمو
265,Onkel::N,ujo,دایی
266,Onkel::N,strýko,عمو
267,Onkel::N,strýko,دایی
268,Tante::N,teta,عمه
269,Tante::N,teta,خاله
270,Tante::N,tetka,عمه
271,Tante::N,tetka,خاله
272,Ehemann::N,muž,همسر
273,Ehemann::N,manžel,همسر
274,Ehefrau::N,žena,همسر
275,Ehefrau::N,manželka,همسر
276,Freude::N,radosť,شادی
277,Gelächter::N,smiech,خنده
278,Gelächter::N,smiech,قاه‌قاه
279,Glück::N,šťastie,اقبال
280,Kummer::N,žiaľ,غم
281,Kummer::N,žiaľ,غصه
282,Kummer::N,zármutok,غم
283,Kummer::N,zármutok,غصه
284,Wunsch::N,prianie,آرزو
285,Lust::N,chuť,هوس
286,Geist::N,duch,روح
287,Gedanke::N,myšlienka,فکر
288,Gedächtnis::N,pamäť,حافظه
289,Verstand::N,rozum,هوش
290,Sinn::N,zmysel,معنا
291,Sinn::N,zmysel,مفهوم
292,Grund::N,dôvod,سبب
293,Grund::N,dôvod,دلیل
294,Grund::N,príčina,سبب
295,Grund::N,príčina,دلیل
296,Wahrheit::N,pravda,حقیقت
297,Gespräch::N,reč,صحبت
298,Gespräch::N,reč,گفتگو
299,Gespräch::N,rozhovor,صحبت
300,Gespräch::N,rozhovor,گفتگو
301,Märchen::N,rozprávka,قصه
302,Märchen::N,rozprávka,افسانه
303,Erzählung::N,poviedka,داستان
304,Nachricht::N,správa,خبر
305,Neuigkeit::N,novinka,خبر تازه
306,Name::N,meno,اسم
307,Rätsel::N,záhada,معما
308,Rätsel::N,hádanka,معما
309,Rede::N,reč,سخن
310,Sprache::N,reč,زبان
311,Sprache::N,jazyk,زبان
312,Stimme::N,hlas,صدا
313,Wort::N,slovo,کلمه
314,Zeichen::N,znak,نشان
315,Zeichen::N,znak,علامت
316,Ruf::N,volanie,صدا
317,Ruf::N,zavolanie,صدا
318,Lärm::N,hluk,هیاهو
319,Lärm::N,hurhaj,هیاهو
320,Laut::N,zvuk,صدا
321,Ton::N,tón,آهنگ
322,Ton::N,zvuk,آهنگ
323,Lied::N,pieseň,آواز
324,Lied::N,pieseň,ترانه
325,Ruhe::N,pokoj,آرامش
326,Leute::N,ľudia,مردم
327,Volk::N,ľud,خلق
328,Volk::N,národ,خلق
329,Arbeit::N,práca,کار
330,Arbeit::N,robota,کار
331,Gast::N,hosť,مهمان
332,Geschenk::N,dar,هدیه
333,Spiel::N,hra,بازی
334,Gesellschaft::N,spoločnosť,جمعیت
335,Hilfe::N,pomoc,کمک
336,Freund::N,priateľ,دوست
337,Kamerad::N,kamarát,رفیق
338,Angelegenheit::N,vec,امر
339,Angelegenheit::N,vec,قضیه
340,Angelegenheit::N,záležitosť,امر
341,Angelegenheit::N,záležitosť,قضیه
342,Anzahl::N,počet,عده
343,Anzahl::N,počet,شمار
344,Anzahl::N,množstvo,عده
345,Anzahl::N,množstvo,شمار
346,Art::N,druh,نوع
347,Stück::N,kus,تکه
348,Stück::N,kus,قطعه
349,Stück::N,kúsok,تکه
350,Stück::N,kúsok,قطعه
351,Teil::N,časť,بخش
352,Teil::N,časť,قسمت
353,Hälfte::N,polka,نیم
354,Hälfte::N,polovica,نیم
355,Kreis::N,kruh,حلقه
356,Kreis::N,kruh,دایره
357,Kreuz::N,kríž,صلیب
358,Linie::N,línia,خط
359,Linie::N,línia,سطر
360,Strich::N,čiara,خط
361,Abstand::N,vzdialenosť,فاصله
362,Entfernung::N,vzdialenosť,مسافت
363,Gegend::N,kraj,منطقه
364,Gegend::N,krajina,منطقه
365,Platz::N,miesto,گنجایش
366,Ort::N,miesto,جا
367,Ort::N,miesto,محل
368,Ort::N,miesto,مکان
369,Seite::N,bok,طرف
370,Seite::N,strana,طرف
371,Mitte::N,stred,وسط
372,Mitte::N,stred,میان
373,Gegenstand::N,predmet,چیز
374,Sache::N,vec,چیز
375,Rand::N,kraj,کنار
376,Rand::N,kraj,حاشیه
377,Rand::N,okraj,کنار
378,Rand::N,okraj,حاشیه
379,Kante::N,hrana,لبه
380,Ecke::N,roh,گوشه
381,Spitze::N,hrot,سر
382,Spitze::N,hrot,نوک
383,Spitze::N,špička,سر
384,Spitze::N,špička,نوک
385,Ende::N,koniec,ته
386,Ende::N,koniec,آخر
387,Loch::N,diera,سوراخ
388,Winkel::N,kút,کنج
389,Muster::N,vzor,نقش
390,Muster::N,vzorka,نقش
391,Größe::N,veľkosť,قد
392,Größe::N,veľkosť,بزرگی
393,Länge::N,dĺžka,طول
394,Höhe::N,výška,بلندی
395,Gewicht::N,váha,وزن
396,Menge::N,množstvo,مقدار
397,Menge::N,množstvo,اندازه
398,Haufen::N,hŕba,توده
399,Reihe::N,rad,ردیف
400,Boot::N,čln,قایق
401,Ruder::N,veslo,پارو
402,Schlitten::N,sane,سورتمه
403,Ski::N,lyža,اسکی
404,Lagerfeuer::N,táborák,آتش
405,Last::N,ťarcha,بار
406,Last::N,ťarcha,سنگینی
407,Last::N,bremeno,بار
408,Last::N,bremeno,سنگینی
409,Gang::N,chôdza,راه رفتن
410,Schritt::N,krok,قدم
411,Norden::N,sever,شمال
412,Süden::N,juh,جنوب
413,Westen::N,západ,غرب
414,Osten::N,východ,شرق
415,Holz::N,drevo,چوب
416,Brett::N,doska,تخته
417,Platte::N,doska,صفحه
418,Platte::N,platňa,صفحه
419,Stütze::N,opora,تکیه
420,Stange::N,tyč,میله
421,Stock::N,palica,چوب
422,Stab::N,palica,عصا
423,Rohr::N,rúra,لوله
424,Haus::N,dom,منزل
425,Heim::N,domov,خانه
426,Heim::N,domov,کاشانه
427,Ofen::N,pec,بخاری
428,Ofen::N,kachle,بخاری
429,Fußboden::N,dlážka,کف اتاق
430,Fußboden::N,podlaha,کف اتاق
431,Tisch::N,stôl,میز
432,Stuhl::N,stolička,صندلی
433,Wiege::N,kolíska,گهواره
434,Bett::N,lôžko,تختخواب
435,Bett::N,posteľ,تختخواب
436,Regal::N,regál,قفسه
437,Regal::N,polica,قفسه
438,Kiste::N,debna,صندوق
439,Fenster::N,okno,پنجره
440,Fenster::N,oblok,پنجره
441,Tür::N,dvere,در
442,Tür::N,dvere,درب
443,Tor::N,vráta,دروازه
444,Zaun::N,plot,حصار
445,Zaun::N,ohrada,حصار
446,Dach::N,krov,بام
447,Dach::N,strecha,بام
448,Leiter::N,rebrík,نردبان
449,Leiter::N,rebrina,نردبان
450,Besen::N,metla,جارو
451,Spaten::N,rýľ,بیل
452,Schaufel::N,lopata,بیل
453,Schaufel::N,lopata,پارو
454,Gabel::N,vidlička,چنگال
455,Löffel::N,lyžica,قاشق
456,Messer::N,nôž,کارد
457,Nagel::N,klinec,میخ
458,Netz::N,sieť,تور
459,Netz::N,sieť,شبکه
460,Haken::N,hák,قلاب
461,Haken::N,háčik,قلاب
462,Griff::N,rukoväť,دسته
463,Schloss::N,zámka,قفل
464,Bild::N,obraz,عکس
465,Bild::N,obraz,تصویر
466,Figur::N,figúra,تندیس
467,Puppe::N,bábka,عروسک
468,Puppe::N,bábika,عروسک
469,Beutel::N,vrece,کیسه
470,Beutel::N,vrecko,کیسه
471,Bündel::N,uzlík,بسته
472,Bündel::N,zväzok,بسته
473,Tasche::N,taška,کیف
474,Tasche::N,kabelka,کیف
475,Eimer::N,vedro,سطل
476,Deckel::N,vrchnák,در
477,Deckel::N,pokrývka,در
478,Geschirr::N,nádoba,ظرف
479,Sack::N,mech,گونی
480,Sack::N,vrece,گونی
481,Tasse::N,šálka,فنجان
482,Topf::N,hrniec,دیگ
483,Topf::N,hrniec,قابلمه
484,Kessel::N,kotol,دیگ
485,Essen::N,jedlo,خوراک
486,Nahrung::N,strava,غذا
487,Nahrung::N,potrava,غذا
488,Speise::N,jedlo,خوراک
489,Fleisch::N,mäso,گوشت
490,Getreide::N,obilie,غله
491,Brei::N,kaša,فرنی
492,Brei::N,kaša,حریره
493,Brot::N,chlieb,نان
494,Scheibe::N,kotúč,قاچ
495,Scheibe::N,kotúč,لزگه
496,Scheibe::N,krajec,قاچ
497,Scheibe::N,krajec,لزگه
498,Fett::N,tuk,چربی
499,Fett::N,masť,چربی
500,Butter::N,maslo,کره
501,Öl::N,olej,روغن
502,Salz::N,soľ,نمک
503,Suppe::N,polievka,آش
504,Suppe::N,polievka,سوپ
505,Honig::N,med,عسل
506,Milch::N,mlieko,شیر
507,Tee::N,čaj,چای
508,Leder::N,koža,چرم
509,Wolle::N,vlna,پشم
510,Stoff::N,súkno,پارچه
511,Nadel::N,ihla,سوزن
512,Faden::N,niť,نخ
513,Faden::N,vlákno,نخ
514,Knopf::N,gombík,دکمه
515,Knoten::N,uzol,گره
516,Farbe::N,farba,رنگ
517,Kleidung::N,šaty,لباس
518,Kleidung::N,šaty,پوشاک
519,Kleidung::N,šatstvo,لباس
520,Kleidung::N,šatstvo,پوشاک
521,Hemd::N,košeľa,پیراهن
522,Kragen::N,golier,یقه
523,Ärmel::N,rukáv,آستین
524,Hose::N,nohavice,شلوار
525,Gürtel::N,pás,کمر‌بند
526,Gürtel::N,opasok,کمر‌بند
527,Mütze::N,čiapka,کلاه
528,Schuh::N,obuv,کفش
529,Schuh::N,topánka,کفش
530,Stiefel::N,čižma,چکمه
531,Ring::N,prsteň,حلقه
532,Ring::N,prsteň,انگشتر
533,Band::N,stuha,نوار
534,Band::N,stuha,روبان
535,Kamm::N,hrebeň,شانه
536,Spiegel::N,zrkadlo,آینه
537,Riemen::N,remeň,تسمه
538,Schnur::N,šnúra,ریسمان
539,Leine::N,vodidlo,قلاده
540,Decke::N,deka,پتو
541,Decke::N,prikrývka,پتو
542,Kissen::N,poduška,بالش
543,Tuch::N,šatka,شال
544,Handtuch::N,uterák,حوله
545,Kraft::N,moc,نیرو
546,Stärke::N,sila,زور
547,Gesundheit::N,zdravie,سلامتی
548,Gesundheit::N,zdravie,تندرستی
549,Krankheit::N,nemoc,بیماری
550,Krankheit::N,choroba,بیماری
551,Schmerz::N,bolesť,درد
552,Wunde::N,rana,زخم
553,Fieber::N,horúčka,تب
554,Arznei::N,liek,دارو
555,Brücke::N,most,پل
556,Brunnen::N,studňa,چاه
557,Weide::N,pastva,چراگاه
558,Pfad::N,chodník,راه
559,Weg::N,cesta,راه
560,Weg::N,cesta,طریق
561,Straße::N,hradská,راه
562,Straße::N,hradská,جاده
563,Dorf::N,dedina,ده
564,Dorf::N,dedina,روستا
565,Stadt::N,mesto,شهر
566,Brief::N,list,نامه
567,Buch::N,kniha,کتاب
568,Buchstabe::N,litera,حرف
569,Buchstabe::N,písmeno,حرف
570,Zeitung::N,noviny,روزنامه
571,Leben::N,život,عمر
572,Leben::N,život,زندگی
573,Tod::N,smrť,مرگ
574,Grab::N,hrob,گور
575,Grab::N,hrob,مزار
576,Kirche::N,kostol,کلیسا
577,Sünde::N,hriech,بزه
578,Sünde::N,hriech,گناه
579,Gott::N,boh,خدا
580,Arbeiter::N,robotník,کارگر
581,Arbeiter::N,pracnovík,کارگر
582,Chef::N,šéf,رئیس
583,Chef::N,riaditeľ,رئیس
584,Meister::N,majster,استاد
585,Arzt::N,lekár,پزشک
586,Lehrer::N,učiteľ,معلم
587,Lehrer::N,učiteľ,آموزگار
588,Geld::N,peniaze,پول
589,Geschäft::N,obchod,کار
590,Geschäft::N,obchod,بیزنس
591,Laden::N,obchod,دکان
592,Laden::N,obchod,مغازه
593,Preis::N,cena,بها
594,Preis::N,cena,قیمت
595,Ware::N,tovar,جنس
596,Ware::N,tovar,کالا
597,Nutzen::N,osoh,مزیت
598,Nutzen::N,osoh,امتیاز
599,Nutzen::N,úžitok,مزیت
600,Nutzen::N,úžitok,امتیاز
601,Reichtum::N,bohatstvo,مال
602,Reichtum::N,bohatstvo,ثروت
603,Welt::N,svet,دنیا
604,Land::N,územie,کشور
605,Land::N,územie,مملکت
606,Land::N,krajina,کشور
607,Land::N,krajina,مملکت
608,Staat::N,štát,دولت
609,König::N,kráľ,شاه
610,König::N,kráľ,پادشاه
611,Macht::N,moc,قدرت
612,Macht::N,moc,اختیار
613,Macht::N,mocnosť,قدرت
614,Macht::N,mocnosť,اختیار
615,Grenze::N,hranica,مرز
616,Krieg::N,vojna,جنگ
617,Feind::N,nepriateľ,دشمن
618,Gewalt::N,násilie,زور
619,Gewalt::N,násilie,خشونت
620,Kampf::N,boj,نبرد
621,Kampf::N,boj,مبارزه
622,Bogen[Waffe]::N,luk,کمان
623,Pfeil::N,šíp,تیر
624,Pfeil::N,strela,تیر
625,Gewehr::N,puška,تفنگ
626,Fehler::N,omyl,غلط
627,Fehler::N,omyl,اشتباه
628,Fehler::N,chyba,غلط
629,Fehler::N,chyba,اشتباه
630,Lüge::N,lož,دروغ
631,Schaden::N,ujma,آسیب
632,Schaden::N,ujma,خسارت
633,Schaden::N,škoda,آسیب
634,Schaden::N,škoda,خسارت
635,Unglück::N,nešťastie,بلا
636,Schuld::N,vina,گناه
637,Schuld::N,vina,تقصیر
638,Schuld::N,previnenie,گناه
639,Schuld::N,previnenie,تقصیر
640,Alter::N,vek,سن
641,Alter::N,vek,عمر
642,Schluss::N,záver,انتها
643,Schluss::N,koniec,انتها
644,Zeit::N,čas,وقت
645,Zeit::N,čas,زمان
646,Tag::N,deň,روز
647,Morgen::N,ráno,صبح
648,Mittag::N,poludnie,ظهر
649,Abend::N,večer,شب
650,Abend::N,večer,عصر
651,Nacht::N,noc,شب
652,Woche::N,týždeň,هفته
653,Monat::N,mesiac,ماه
654,Jahr::N,rok,سال
655,Frühling::N,jar,بهار
656,Sommer::N,leto,تابستان
657,Herbst::N,jeseň,پاییز
658,Winter::N,zima,زمستان
659,Januar::N,január,ژانویه
660,Februar::N,február,فوریه
661,März::N,marec,مارس
662,April::N,apríl,آوریل
663,Mai::N,máj,مه
664,Juni::N,jún,ژوئن
665,Juli::N,júl,ژویه
666,August::N,august,اوت
667,September::N,september,سپتامبر
668,Oktober::N,október,اکتبر
669,November::N,november,نوامبر
670,Dezember::N,december,دسامبر
671,Montag::N,pondelok,دو‌شنبه
672,Dienstag::N,utorok,سه‌شنبه
673,Mittwoch::N,streda,چهار‌شنبه
674,Donnerstag::N,štvrtok,پنج شنبه
675,Freitag::N,piatok,جمعه
676,Samstag::N,sobota,شنبه
677,Sonntag::N,nedeľa,یکشنبه
678,groß::A,veľký,بزرگ
679,klein::A,malý,کوچک
680,lang::A,dlhý,بلند
681,kurz::A,krátky,کوتاه
682,breit::A,široký,پهن
683,schmal::A,úzky,تنگ
684,schmal::A,úzky,نازک
685,dicht::A,hustý,چگال
686,dicht::A,hustý,انبوه
687,dick[Gegenstand]::A,tlstý,ضخیم
688,dünn::A,tenký,نازک
689,fein::A,jemný,ریز
690,fein::A,jemný,باریک
691,fest::A,pevný,محکم
692,flach::A,rovný,صاف
693,flach::A,rovný,مسطح
694,flach::A,plochý,صاف
695,flach::A,plochý,مسطح
696,glatt::A,hladký,لیز
697,hart::A,tvrdý,سفت
698,weich::A,mäkký,نرم
699,weich::A,mäkký,ملایم
700,rund::A,guľatý,گرد
701,rund::A,okrúhly,گرد
702,spitz::A,končitý,تیز
703,spitz::A,končitý,نوک‌تیز
704,scharf::A,ostrý,تیز
705,scharf::A,ostrý,برنده
706,stumpf::A,tupý,کند
707,schwer::A,ťažký,سنگین
708,schön::A,pekný,زیبا
709,schön::A,krásny,زیبا
710,heiß::A,horúci,داغ
711,warm::A,teplý,گرم
712,kalt::A,studený,سرد
713,kühl::A,chladný,خنک
714,frisch::A,svieži,تازه
715,feucht::A,vlhký,مرطوب
716,feucht::A,zvlhnutý,مرطوب
717,nass::A,mokrý,تر
718,nass::A,mokrý,خیش
719,trocken::A,suchý,خشک
720,voll::A,plný,پر
721,leer::A,prázdny,خالی
722,offen::A,otvorený,باز
723,geschlossen::A,zavretý,بسته
724,sauber::A,čistý,پاک
725,sauber::A,čistý,تمیز
726,schmutzig::A,špinavý,کثیف
727,schmutzig::A,špinavý,آلوده
728,roh::A,surový,خام
729,reif::A,zrelý,رسیده
730,lecker::A,chutný,لذیذ
731,lecker::A,chutný,خوشمزه
732,süß::A,sladký,شیرین
733,bitter::A,horký,تلخ
734,sauer::A,kyslý,ترش
735,hell::A,jasný,روشن
736,hell::A,svetlý,روشن
737,dunkel::A,temný,تاریک
738,schwarz::A,čierny,سیاه
739,weiß::A,biely,سفید
740,rot::A,červený,سرخ
741,rot::A,červený,قرمز
742,gelb::A,žltý,زرد
743,blau::A,modrý,آبی
744,blau::A,belasý,آبی
745,grün::A,zelený,سبز
746,grau::A,šedý,طوسی
747,grau::A,šedý,خاکستری
748,bunt::A,pestrý,رنگارنگ
749,billig::A,lacný,ارزان
750,teuer::A,drahý,گران
751,wertvoll::A,cenný,قیمتی
752,wertvoll::A,cenný,گرانبها
753,blind::A,slepý,کور
754,blind::A,slepý,نابینا
755,taub::A,hluchý,کر
756,taub::A,hluchý,ناشنوا
757,kräftig::A,silný,قوی
758,stark::A,silný,قوی
759,stark::A,silný,نیرومند
760,schwach::A,slabý,ضعیف
761,schwach::A,bezvládny,ضعیف
762,fett::A,tučný,چرب
763,schlank::A,štíhly,باریک‌اندام
764,hübsch::A,šumný,قشنگ
765,hübsch::A,šumný,خوشگل
766,hübsch::A,švárny,قشنگ
767,hübsch::A,švárny,خوشگل
768,böse::A,zlý,بد
769,dumm::A,hlúpy,احمق
770,faul::A,lenivý,لش
771,faul::A,lenivý,تنبل
772,fleißig::A,snaživý,زرنگ
773,fleißig::A,usilovný,زرنگ
774,geizig::A,skupý,خسیس
775,geizig::A,lakomý,خسیس
776,klug::A,múdry,عاقل
777,klug::A,múdry,باهوش
778,klug::A,bystrý,عاقل
779,klug::A,bystrý,باهوش
780,geschickt::A,zručný,ماهر
781,geschickt::A,šikovný,ماهر
782,lieb::A,milý,عزیز
783,lustig::A,veselý,شاد
784,lustig::A,veselý,خوشحال
785,sanft::A,nežný,لطیف
786,hungrig::A,lačný,گرسنه
787,hungrig::A,hladný,گرسنه
788,krank::A,chorý,مریض
789,krank::A,chorý,بیمار
790,krank::A,nemocný,مریض
791,krank::A,nemocný,بیمار
792,nackt::A,nahý,لخت
793,nackt::A,nahý,برهنه
794,traurig::A,smutný,غمگین
795,lebendig::A,živý,زنده
796,gut::A,dobrý,خوب
797,schlecht::A,zlý,بد
798,richtig::A,správny,درست
799,schlimm::A,zlý,وخيم
800,schlimm::A,nepríjemný,وخيم
801,wahr::A,pravý,درست
802,wahr::A,pravý,حقیقی
803,wahr::A,pravdivý,درست
804,wahr::A,pravdivý,حقیقی
805,alt::A,starý,کهنه
806,neu::A,nový,نو
807,ehemalig::A,bývalý,قبلی
