,Concept_ID,pt,ca
864,ein wenig::ADV,um pouco,una mica
865,ein wenig::ADV,um bocado,una mica
866,kaum::ADV,apenas,a penes
867,sehr::ADV,muito,molt
868,so::ADV,tão,així
869,so::ADV,assim,així
870,noch::ADV,ainda,encara
871,nur::ADV,só,només
872,nur::ADV,apenas,només
873,nur::ADV,somente,només
874,schon::ADV,já,ja
875,wieder::ADV,outra vez,de nou
876,vergebens::ADV,em vão,en va
877,vor::PRP,diante de,davānt
878,vor::PRP,diante de,enfront de
879,hinter::PRP,atrás de,darrera
880,unter::PRP,sob,sota
881,unter::PRP,debaixo de,sota
882,durch::PRP,por,per
883,durch::PRP,através de,per
884,neben::PRP,junto de,al costāt de
885,neben::PRP,ao lado de,al costāt de
886,zwischen::PRP,entre,entre
887,wegen::PRP,por,a causa de
888,wegen::PRP,por causa de,a causa de
889,dies::PRN,isto,aquest
890,das::PRN,isso,això
891,das::PRN,aquilo,això
892,alles::PRN,todo,tot
893,ich::PRN,eu,jo
894,du::PRN,tu,tu
895,er::PRN,ele,ell
896,wir::PRN,nós,nosaltres
897,ihr::PRN,vós,vosaltres
898,ihr::PRN,vocês,vosaltres
899,sie::PRN,eles,ells
900,sie::PRN,eles,elles
901,was::FPRN,quê,què
902,wer::FPRN,quem,qui
903,wo::FADV,onde,on
904,wohin::FADV,aonde,cap a on
905,wohin::FADV,para onde,cap a on
906,wie::FADV,como,com
907,warum::FADV,porquê,per què
908,warum::FADV,por que,per què
909,wieviel::FNUM,quanto,quant
910,eins::NUM,um,u
911,zwei::NUM,dois,dos
912,drei::NUM,três,tres
913,vier::NUM,quatro,quatre
914,fünf::NUM,cinco,cinc
915,sechs::NUM,seis,sis
916,sieben::NUM,sete,set
917,acht::NUM,oito,vuit
918,neun::NUM,nove,nou
919,zehn::NUM,dez,deu
920,elf::NUM,onze,onze
921,zwölf::NUM,doze,dotze
922,zwanzig::NUM,vinte,vint
923,dreißig::NUM,trinta,trenta
924,vierzig::NUM,quarenta,quaranta
925,fünfzig::NUM,cinquenta,cinquanta
926,sechzig::NUM,sessenta,seixanta
927,siebzig::NUM,setenta,setanta
928,achtzig::NUM,oitenta,vuitanta
929,neunzig::NUM,noventa,noranta
930,hundert::NUM,cem,cent
931,hundert::NUM,cento,cent
932,tausend::NUM,mil,mil
933,und::CNJ,e,i
934,oder::CNJ,ou,o
935,stehen::V,estar em pé,estar de peu
936,sitzen::V,estar sentado,seure
937,liegen::V,jazer,jeure
938,liegen::V,estar deitado,jeure
939,hängen::V,pender,penjar
940,hängen::V,estar pendurado,penjar
941,werden::V,tornar-se,fer-se
942,werden::V,tornar-se,posar-se
943,passieren::V,acontecer,succeir
944,beginnen::V,começar,iniciar-se
945,enden::V,acabar,acabar-se
946,enden::V,acabar,terminar-se
947,enden::V,terminar,acabar-se
948,enden::V,terminar,terminar-se
949,wechseln::V,variar,canviar
950,wechseln::V,alternar,canviar
951,aufgehen[Sonne]::V,nascer,sortir
952,untergehen[Sonne]::V,pôr-se,posar-se
953,scheinen[Sonne]::V,brilhar,brillar
954,donnern::V,trovejar,tronar
955,wehen::V,soprar,bufar
956,strömen::V,correr,afluir
957,fließen::V,fluir,fluir
958,sich drehen::V,girar,girar
959,schwanken::V,oscilar,vacil·lar
960,schwingen::V,vibrar,oscil·lar
961,fallen::V,cair,caure
962,fallen::V,cair,tombar
963,brennen::V,arder,cremar
964,rauchen::V,fumegar,fumejar
965,regnen::V,chover,ploure
966,gefrieren::V,gelar,gelar-se
967,gefrieren::V,congelar,gelar-se
968,tauen::V,derreter,fondre's
969,tauen::V,descongelar,fondre's
970,schmelzen::V,fundir-se,fondre's
971,trocknen::V,secar,assecar-se
972,sieden::V,ferver,bullir
973,faulen::V,estragar-se,podrir-se
974,verfaulen::V,apodrecer,podrir-se
975,reißen::V,romper-se,trencar-se
976,versinken::V,afundar-se,enfonsar-se
977,vergehen::V,passar,passar
978,erscheinen::V,aparecer,aparèixer
979,verschwinden::V,desaparecer,desaparèixer
980,sinken::V,descer,baixar
981,sinken::V,descer,descendir
982,abnehmen::V,diminuir,decréixer
983,abnehmen::V,decrescer,decréixer
984,zunehmen::V,crescer,augmentar
985,zunehmen::V,aumentar,augmentar
986,steigen::V,subir,pujar
987,wachsen::V,crescer,créixer
988,glänzen::V,brilhar,brillar
989,glänzen::V,brilhar,resplendir
990,funkeln::V,cintilar,espurnejar
991,lärmen::V,fazer barulho,fer soroll
992,läuten::V,chocalhar,sonar
993,klingeln::V,tocar,trucar
994,klirren::V,tinir,dringar
995,brausen::V,bramar,rugir
996,rauschen::V,murmurar,murmurar
997,rauschen::V,rumorejar,murmurar
998,klingen::V,soar,sonar
999,bellen::V,ladrar,lladrar
1000,heulen::V,uivar,udolar
1001,blasen::V,soprar,bufar
1002,pfeifen::V,assobiar,xiular
1003,schreien::V,gritar,cridar
1004,stöhnen::V,gemer,gemegar
1005,zittern::V,tremer,tremolar
1006,leben::V,viver,vīure
1007,geboren werden::V,nascer,néixer
1008,atmen::V,respirar,respirar
1009,trinken::V,beber,beure
1010,essen::V,comer,menjar
1011,schlucken::V,engolir,empassar-se
1012,müde werden::V,cansar-se,cansar-se
1013,einschlafen::V,adormecer,adormir-se
1014,schlafen::V,dormir,dormir
1015,aufwachen::V,acordar,despertar-se
1016,aufstehen::V,levantar-se,llevar-se
1017,sich erholen::V,descansar,descansar
1018,krank werden::V,adoecer,posar-se malalt
1019,krank werden::V,ficar doente,posar-se malalt
1020,krank sein::V,estar doente,estar malalt
1021,schmerzen::V,doer,doldre
1022,husten::V,tossir,tossir
1023,genesen::V,convalescer,recuperar-se
1024,sterben::V,morrer,morir
1025,umkommen::V,perecer,perir
1026,sich bewegen::V,mover-se,moure's
1027,sich rühren::V,mexer-se,moure's
1028,sich erheben::V,levantar-se,aixecar-se
1029,sich setzen::V,sentar-se,asseure's
1030,hinfallen::V,cair,caure's
1031,laufen::V,andar,caminar
1032,laufen::V,caminhar,caminar
1033,schreiten::V,andar,procedir
1034,schreiten::V,caminhar,procedir
1035,spazierengehen::V,passear,passejar
1036,eilen::V,apressar-se,anar corrent
1037,sich beeilen::V,apressar-se,afanyar-se
1038,sich beeilen::V,despachar-se,afanyar-se
1039,sausen::V,correr,córrer
1040,rennen::V,correr,córrer
1041,springen::V,saltar,saltar
1042,klettern::V,trepar,escalar
1043,schaukeln::V,baloiçar,gronxar-se
1044,schaukeln::V,baloiçar,balancejar-se
1045,kriechen::V,rastejar,reptar
1046,kriechen::V,rastejar,arrossegar-se
1047,kriechen::V,arrastar-se,reptar
1048,kriechen::V,arrastar-se,arrossegar-se
1049,schwimmen::V,nadar,nadar
1050,tauchen::V,mergulhar,bussejar
1051,tauchen::V,mergulhar,submergir-se
1052,rudern::V,remar,remar
1053,fahren::V,ir,anar
1054,fliegen::V,voar,volar
1055,gehen::V,ir,caminar
1056,gehen::V,andar,caminar
1057,weggehen::V,partir,anar-se'n
1058,weggehen::V,ir-se embora,anar-se'n
1059,abfahren::V,sair,partir
1060,abfahren::V,partir,partir
1061,anhalten::V,parar,aturar-se
1062,hineingehen::V,entrar,entrar
1063,eintreten::V,entrar,entrar
1064,kommen::V,vir,venir
1065,ankommen::V,chegar,arribar
1066,zurückkommen::V,voltar,tornar
1067,zurückkommen::V,regressar,tornar
1068,bleiben::V,ficar,quedar-se
1069,bleiben::V,permanecer,quedar-se
1070,warten::V,esperar,esperar
1071,erwarten::V,esperar,esperar
1072,erwarten::V,aguardar,esperar
1073,suchen::V,buscar,buscar
1074,suchen::V,procurar,buscar
1075,finden::V,achar,trobar
1076,finden::V,encontrar,trobar
1077,versuchen::V,tentar,intentar
1078,vorbereiten::V,preparar,preparar
1079,lieben::V,amar,estimar
1080,lieben::V,querer,estimar
1081,mögen::V,gostar de,agradar a
1082,lachen::V,rir,riure
1083,lachen::V,rir-se,riure
1084,rühren::V,comover,commoure
1085,rühren::V,comover,emocionar
1086,weinen::V,chorar,plorar
1087,schimpfen::V,ralhar,renyar
1088,sich ärgern::V,zangar-se,enfadar-se
1089,sich fürchten::V,ter medo de,tenir por
1090,sich fürchten::V,ter receio de,tenir por
1091,fürchten::V,temer,témer
1092,fürchten::V,recear,témer
1093,fliehen::V,fugir,fugir
1094,flüchten::V,refugiar-se,refugiar-se
1095,sehen::V,ver,veure
1096,anschauen::V,olhar,mirar
1097,ansehen::V,mirar,mirar
1098,hören::V,ouvir,oir
1099,zuhören::V,escutar,escoltar
1100,probieren::V,provar,provar
1101,probieren::V,saborear,provar
1102,riechen::V,cheirar,olorar
1103,fühlen::V,sentir,sentīr
1104,scheinen::V,parecer,semblar
1105,zu sehen sein::V,estar à vista,poder-se veure
1106,vernehmen::V,ouvir,percebre
1107,frieren::V,ter frio,tenir fred
1108,tun::V,fazer,fer
1109,können::V,saber,poder
1110,wollen::V,querer,voler
1111,anfangen::V,iniciar,iniciar
1112,beenden::V,acabar,acabar
1113,beenden::V,terminar,acabar
1114,aufhören::V,cessar,deixar
1115,aufhören::V,desistir,deixar
1116,gelingen::V,sair bem,sortir bé
1117,gelingen::V,dar bom resultado,sortir bé
1118,geraten::V,sair,sortir
1119,geraten::V,dar resultado,sortir
1120,öffnen::V,abrir,obrir
1121,schließen::V,fechar,tancar
1122,stellen::V,pôr,posar
1123,stellen::V,pôr,col·locar
1124,stellen::V,colocar,posar
1125,stellen::V,colocar,col·locar
1126,setzen::V,pôr,assentar
1127,setzen::V,meter,assentar
1128,legen::V,pôr,posar
1129,legen::V,meter,posar
1130,berühren::V,tocar,tocar
1131,verbinden::V,unir,unir
1132,verbinden::V,unir,connectar
1133,verbinden::V,ligar,unir
1134,verbinden::V,ligar,connectar
1135,bedecken::V,cobrir,tapar
1136,bedecken::V,cobrir,cobrir
1137,aufhängen::V,pendurar,penjar
1138,anzünden::V,acender,encendre
1139,aufheben::V,apanhar,aixecar
1140,aufheben::V,levantar,aixecar
1141,zurücklassen::V,deixar,deixar
1142,verlieren::V,perder,pērdre
1143,fallen lassen::V,deixar cair,deixar caure
1144,machen::V,fazer,fer
1145,herstellen::V,produzir,producir
1146,bauen::V,edificar,construir
1147,bauen::V,construir,construir
1148,reparieren::V,reparar,reparar
1149,reparieren::V,consertar,reparar
1150,verbessern::V,melhorar,millorar
1151,ändern::V,mudar,canviar
1152,ändern::V,alterar,canviar
1153,graben::V,cavar,cavar
1154,beugen::V,curvar,doblegar
1155,biegen::V,vergar,corbar
1156,biegen::V,vergar,arquejar
1157,drehen::V,girar,girar
1158,wenden::V,virar,girar
1159,wenden::V,voltar,girar
1160,umdrehen::V,virar,voltar
1161,umdrehen::V,revolver,voltar
1162,heben::V,levantar,pujar
1163,heben::V,levantar,aixecar
1164,hochheben::V,erguer,aixecar
1165,hochheben::V,levantar,aixecar
1166,ergreifen::V,apanhar,agafar
1167,halten::V,segurar,mantenir
1168,drücken::V,apertar,prémer
1169,drücken::V,apertar,estrènyer
1170,schieben::V,empurrar,empènyer
1171,kratzen::V,raspar,raspar
1172,lecken::V,lamber,llepar
1173,beißen::V,morder,mossegar
1174,abreißen::V,arrancar,arrencar
1175,abschneiden::V,talhar,tallar
1176,binden::V,ligar,lligar
1177,stecken::V,meter,ficar
1178,stecken::V,enfiar,ficar
1179,brechen::V,romper,trencar
1180,brechen::V,quebrar,trencar
1181,klopfen::V,bater,trucar
1182,hauen::V,bater,picar
1183,hauen::V,bater,colpejar
1184,kleben::V,colar,enganxar
1185,reiben::V,esfregar,fregar
1186,streichen::V,barrar,untar
1187,schleifen::V,afiar,afilar
1188,schleifen::V,afiar,esmolar
1189,schneiden::V,cortar,tallar
1190,rütteln::V,sacudir,sacsejar
1191,schütteln::V,abanar,agitar
1192,schütteln::V,abanar,sacsejar
1193,schütteln::V,sacudir,agitar
1194,schütteln::V,sacudir,sacsejar
1195,schwenken::V,agitar,agitar
1196,schütten::V,deitar,abocar
1197,füllen::V,encher,omplir
1198,einwickeln::V,envolver,embolicar
1199,einwickeln::V,embrulhar,embolicar
1200,tragen::V,levar,dur
1201,tragen::V,levar,portar
1202,tragen::V,trazer,dur
1203,tragen::V,trazer,portar
1204,schleppen::V,arrastar,arrossegar
1205,ziehen::V,puxar,tirar
1206,ziehen::V,puxar,estirar
1207,aufbewahren::V,guardar,conservar
1208,aufbewahren::V,conservar,conservar
1209,werfen::V,lançar,llançar
1210,fangen::V,apanhar,agafar
1211,fangen::V,apanhar,atrapar
1212,packen::V,agarrar,engrapar
1213,verstecken::V,esconder,amagar
1214,teilen::V,partir,dividir
1215,teilen::V,dividir,dividir
1216,schicken::V,enviar,enviar
1217,bringen::V,trazer,portar
1218,hinzufügen::V,acrescentar,afegir
1219,bekommen::V,obter,obtenir
1220,erhalten::V,receber,rebre
1221,nehmen::V,tomar,prendre
1222,wählen::V,eleger,triar
1223,wählen::V,eleger,elegir
1224,wählen::V,escolher,triar
1225,wählen::V,escolher,elegir
1226,auswählen::V,escolher,escollir
1227,auswählen::V,escolher,seleccionar
1228,auswählen::V,seleccionar,escollir
1229,auswählen::V,seleccionar,seleccionar
1230,bewahren::V,guardar,conservar
1231,bewahren::V,conservar,conservar
1232,behindern::V,impedir,impedir
1233,behindern::V,impedir,obstaculitzar
1234,verderben::V,estragar,espatllar
1235,verderben::V,corromper,espatllar
1236,beschädigen::V,danificar,danyar
1237,beschädigen::V,danificar,destrossar
1238,zerbrechen::V,romper,trencar
1239,zerbrechen::V,quebrar,trencar
1240,zerreißen::V,rasgar,estripar
1241,zerstören::V,destruir,destruir
1242,verbrennen::V,queimar,cremar
1243,geben::V,dar,donar
1244,reichen::V,passar,passar
1245,schenken::V,oferecer,regalar
1246,versprechen::V,prometer,prometre
1247,wünschen::V,desejar,desitjar
1248,loben::V,louvar,elogiar
1249,küssen::V,beijar,fer un petó a
1250,wiegen::V,embalar,bressolar
1251,zudecken::V,tapar,tapar
1252,zudecken::V,tapar,cobrir
1253,zudecken::V,cobrir,tapar
1254,zudecken::V,cobrir,cobrir
1255,wecken::V,acordar,despertar
1256,wecken::V,despertar,despertar
1257,zeigen::V,mostrar,mostrar
1258,zeigen::V,mostrar,ensenyar
1259,führen::V,guiar,guiar
1260,führen::V,guiar,conduir
1261,führen::V,conduzir,guiar
1262,führen::V,conduzir,conduir
1263,lehren::V,ensinar,ensenyar
1264,unterrichten::V,instruir,ensenyar
1265,aufziehen::V,criar,criar
1266,leiten::V,dirigir,dirigir
1267,leiten::V,conduzir,dirigir
1268,antreiben::V,impelir,impel·lir
1269,lassen::V,fazer,fer
1270,einladen::V,convidar,invitar
1271,einladen::V,convidar,convidar
1272,vereinigen::V,unir,unir
1273,vereinigen::V,reunir,unir
1274,besuchen::V,ir ver,visitar
1275,besuchen::V,ir ver,anar a veure
1276,besuchen::V,visitar,visitar
1277,besuchen::V,visitar,anar a veure
1278,treffen::V,encontrar,trobar
1279,sich versammeln::V,reunir-se,reunir-se
1280,spielen::V,jogar,jugar
1281,spielen::V,brincar,jugar
1282,singen::V,cantar,cantār
1283,tanzen::V,bailar,ballar
1284,sich trennen::V,apartar-se,separar-se
1285,verlassen::V,deixar,deixar
1286,verlassen::V,deixar,abandonar
1287,verlassen::V,abandonar,deixar
1288,verlassen::V,abandonar,abandonar
1289,retten::V,salvar,salvar
1290,bewachen::V,vigiar,vigilar
1291,bewachen::V,guardar,vigilar
1292,schützen::V,proteger,protegir
1293,verteidigen::V,defender,defensar
1294,sich schlagen::V,brigar,barallar-se
1295,sich schlagen::V,bater-se,barallar-se
1296,schießen::V,disparar,tirar
1297,schießen::V,disparar,disparar
1298,siegen::V,vencer,vèncer
1299,ärgern::V,irritar,enfadar
1300,ärgern::V,aborrecer,enfadar
1301,schlagen::V,bater,pegar
1302,schlagen::V,bater,colpejar
1303,treten::V,pisar,donar un cop de peu a
1304,stechen::V,picar,punxar
1305,stechen::V,picar,apunyalar
1306,stoßen::V,empurrar,empènyer
1307,stehlen::V,furtar,robar
1308,stören::V,perturbar,molestar
1309,belästigen::V,incomodar,importunar
1310,belästigen::V,importunar,importunar
1311,verbergen::V,ocultar,amagar
1312,verbergen::V,ocultar,ocultar
1313,verbergen::V,esconder,amagar
1314,verbergen::V,esconder,ocultar
1315,täuschen::V,iludir,enganyar
1316,täuschen::V,enganar,enganyar
1317,betrügen::V,burlar,estafar
1318,betrügen::V,enganar,estafar
1319,töten::V,matar,matar
1320,wohnen::V,morar,vīure
1321,wohnen::V,morar,habitar
1322,arbeiten::V,trabalhar,treballar
1323,sammeln::V,recolher,col·leccionar
1324,sammeln::V,coleccionar,col·leccionar
1325,pflücken::V,colher,collir
1326,jagen::V,caçar,caçar
1327,fischen::V,pescar,pescar
1328,fassen::V,apanhar,atrapar
1329,hüten::V,guardar,pasturar
1330,treiben::V,conduzir,arriar
1331,anbinden::V,atar,lligar
1332,füttern::V,dar de comer a,donar menjar a
1333,melken::V,ordenhar,munyir
1334,hacken::V,rachar,picar
1335,hacken::V,rachar,tallar
1336,gießen::V,regar,regar
1337,reifen::V,amadurecer,madurar
1338,zubereiten::V,preparar,preparar
1339,kochen::V,cozer,coure
1340,backen::V,cozer,coure al forn
1341,braten::V,assar,rostir
1342,braten::V,fritar,rostir
1343,umrühren::V,remexer,remenar
1344,stricken::V,tricotar,tricotar
1345,stricken::V,tricotar,fer punt de mitja
1346,stricken::V,fazer malha,tricotar
1347,stricken::V,fazer malha,fer punt de mitja
1348,nähen::V,coser,cosir
1349,nähen::V,costurar,cosir
1350,färben::V,tingir,tenyir
1351,färben::V,colorir,tenyir
1352,reinigen::V,limpar,netejar
1353,reinigen::V,purificar,netejar
1354,waschen::V,lavar,rentār
1355,abwischen::V,limpar,eixugar
1356,abwischen::V,esfregar,eixugar
1357,spülen::V,lavar,esbandir
1358,spülen::V,enxaguar,esbandir
1359,fegen::V,varrer,escombrar
1360,kehren::V,varrer,escombrar
1361,baden::V,banhar,banyar-se
1362,baden::V,tomar banho,banyar-se
1363,sich waschen::V,lavar-se,rentār-se
1364,ausziehen::V,despir,treure's
1365,anziehen::V,vestir,posar-se
1366,sich anziehen::V,vestir-se,vestir-se
1367,kämmen::V,pentear,pentinar
1368,schmücken::V,adornar,adornar
1369,sagen::V,dizer,dir
1370,sprechen::V,falar,parlar
1371,reden::V,falar,parlar
1372,sich unterhalten::V,conversar,conversar
1373,fragen::V,perguntar,preguntar
1374,bitten::V,pedir,demanar
1375,erzählen::V,contar,contar
1376,erzählen::V,contar,explicar
1377,mitteilen::V,comunicar,comunicar
1378,mitteilen::V,participar,comunicar
1379,nennen::V,nomear,nomenar
1380,nennen::V,apelidar,nomenar
1381,rufen::V,chamar,cridar
1382,prahlen::V,gabar-se,lloar-se
1383,prahlen::V,gabar-se,jactar-se
1384,prahlen::V,vangloriar-se,lloar-se
1385,prahlen::V,vangloriar-se,jactar-se
1386,übersetzen::V,traduzir,traduir
1387,denken::V,pensar,pensar
1388,glauben::V,crer,creure
1389,bemerken::V,notar,notar
1390,bemerken::V,observar,notar
1391,erkennen::V,reconhecer,reconèixer
1392,begreifen::V,apreender,comprendre
1393,begreifen::V,compreender,comprendre
1394,verstehen::V,entender,entendre
1395,verstehen::V,compreender,entendre
1396,lernen::V,aprender,aprendre
1397,wissen::V,saber,saber
1398,sich erinnern an::V,lembrar-se de,recordar
1399,sich erinnern an::V,recordar-se de,recordar
1400,vergessen::V,esquecer,oblidar
1401,messen::V,medir,mesurar
1402,zählen::V,contar,comptar
1403,rechnen::V,calcular,calcular
1404,lesen::V,ler,llegir
1405,malen::V,pintar,pintar
1406,zeichnen::V,desenhar,dibuixar
1407,schreiben::V,escrever,escrīure
1408,besitzen::V,possuir,posseir
1409,kaufen::V,comprar,comprar
1410,verkaufen::V,vender,vendre
1411,bezahlen::V,pagar,pagar
1412,zahlen::V,pagar,pagar per
1413,beherrschen::V,imperar,dominar
1414,ertragen::V,suportar,aguantar
