,Concept_ID,kn,udm
143,Nest::N,ಗೂಡು,пузкар
144,Bau::N,ಅಡಗುದಾಣ,кар
145,Bau::N,ಅಡಗುದಾಣ,гу
146,Tier::N,ಪ್ರಾಣಿ,пӧйшур
147,Herde::N,ಗುಂಪು,уллё
148,Kuh::N,ಹಸು,скал
149,Bulle::N,ಗೂಳಿ,ош
150,Bulle::N,ಗೂಳಿ,пороз
151,Pferd::N,ಕುದುರೆ,вал
152,Schaf::N,ಕುರಿ,ыж
153,Schwein::N,ಹಂದಿ,парсь
154,Hund::N,ನಾಯಿ,пуны
155,Katze::N,ಬೆಕ್ಕು,коӵыш
156,Bär::N,ಕರಡಿ,гондыр
157,Eichhörnchen::N,ಉಡುತೆ,коньы
158,Elch::N,ಕಡವೆ,койык
159,Fuchs::N,ನರಿ,ӟичы
160,Hase::N,ಮೊಲ,кеч
161,Maus::N,ಇಲಿ,шыр
162,Wolf::N,ತೋಳ,кион
163,Vogel::N,ಪಕ್ಷಿ,тылобурдо
164,Schwarm::N,ಗುಂಪು,уллё
165,Huhn::N,ಚಿಕ್,курег
166,Hahn::N,ಹುಂಜ,атас
167,Gans::N,ವರಟೆ,ӟазег
168,Adler::N,ಗರುಡ,ӧрзи
169,Ente::N,ಬಾತು,ӵӧж
170,Eule::N,ಗೂಬೆ,кучыран
171,Kranich::N,ಕೊಕ್ಕರ,тури
172,Krähe::N,ಕಾಗೆ,куака
173,Kuckuck::N,ಕೋಗಿಲೆ,кикы
174,Schwan::N,ಹಂಸಪಕ್ಷಿ,юсь
175,Fisch::N,ಮೀನು,чорыг
176,Barsch::N,ಪರ್ಚ್ ಮೀನು,юш
177,Hecht::N,ಪೈಕ್ ಮೀನು,чипей
178,Schlange[Tier]::N,ಹಾವು,кый
179,Wurm::N,ಹುಳು,нумыр
180,Spinne::N,ಊರ್ಣನಾಭ,чонари
181,Ameise::N,ಇರುವೆ,кузьыли
182,Laus::N,ಹೇನು,тэй
183,Mücke::N,ಸೊಳ್ಳೆ,нымы
184,Mücke::N,ಸೊಳ್ಳೆ,чибинь
185,Fliege::N,ನೊಣ,кут
186,Schmetterling::N,ಪತಂಗ,бубыли
187,Beere::N,ನಯವಣ್ಣು,узы-боры
188,Apfel::N,ಸೇಬು,яблок
189,Pilz::N,ಅಣಬೆ,губи
190,Zwiebel::N,ನೀರುಳ್ಳಿ,сугон
191,Saat::N,ಬಿತ್ತ,кидыс
192,Korn::N,ಬೀಜ,тысь
193,Heu::N,ಕರಡ,турын
194,Schale::N,ಹೊಟ್ಟು,кыд
195,Grube::N,ಗುಂಡಿ,гу
196,Grube::N,ಗುಂಡಿ,гоп
197,Falle::N,ಬೋನು,налик
198,Schlinge::N,ಉರುಲು,гиӟ
199,Schlinge::N,ಉರುಲು,герд
200,Spur::N,ಜಾಡು,пытьы
201,Spur::N,ಜಾಡು,бервыл
202,Asche::N,ಬೂದಿ,пень
203,Dreck::N,ಹೊಲಸು,дэри
204,Eisen::N,ಕಬ್ಬಿಣ,корт
205,Gold::N,ಚಿನ್ನ,зарни
206,Silber::N,ಬೆಳ್ಳಿ,азвесь
207,Kohle::N,ಕಲ್ಲಿದ್ದಲು,эгыр
208,Glas::N,ಗಾಜು,стекло
209,Glas::N,ಗಾಜು,пияла
210,Lehm::N,ಜೇಡಿಮಣ್ಣು,сюй
211,Sand::N,ಮರಳು,луо
212,Mensch::N,ಪುರುಷ,мурт
213,Mensch::N,ಪುರುಷ,адями
214,Mann::N,ಆಳು,воргорон
215,Frau::N,ಹೆಣ್ಣು,кышномурт
216,Kind::N,ಮಗು,нуны
217,Kind::N,ಮಗು,пинал
218,Junge::N,ಹುಡುಗ,пи
219,Mädchen::N,ಹುಡುಗಿ,ныл
220,Familie::N,ಕುಟುಂಬ,семья
221,Großvater::N,ಅಜ್ಜ,песятай
222,Großvater::N,ಅಜ್ಜ,пересь атай
223,Großmutter::N,ಅಮ್ಮ,песянай
224,Großmutter::N,ಅಮ್ಮ,пересь анай
225,Eltern::N,ಹೆತ್ತವರು,атай-анай
226,Eltern::N,ಹೆತ್ತವರು,бубы-мумы
227,Vater::N,ತಂದೆ,айы
228,Vater::N,ತಂದೆ,атай
229,Mutter::N,ಅಮ್ಮ,мумы
230,Sohn::N,ಮಗ ,пи
231,Tochter::N,ಮಗಳು,ныл
232,Bruder::N,ತಮ್ಮ,агай
233,Schwester::N,ತಂಗಿ,апа
234,Schwester::N,ತಂಗಿ,сузэр
235,Onkel::N,ಸೋದರಮಾವ,агай
236,Onkel::N,ದೊಡ್ಡಪ್ಪ,агай
237,Tante::N,ಚಿಕ್ಕಮ್ಮ,апа
238,Tante::N,ಚಿಕ್ಕಮ್ಮ,кенак
239,Ehemann::N,ಗಂಡ,карт
240,Ehefrau::N,ಹೆಂಡತಿ,кышно
241,Freude::N,ನಲಿವು,шумпотон
242,Gelächter::N,ನಗೆ,горем
243,Glück::N,ಆನಂದ,шуд
244,Kummer::N,ದುಃಖ,кайгу
245,Kummer::N,ದುಃಖ,куректон
246,Wunsch::N,ಬಯಕೆ,мылпотон
247,Lust::N,ಇಷ್ಟ,потон
248,Geist::N,ಆತ್ಮ,лул
249,Gedanke::N,ಯೋಚನೆ,малпан
250,Gedächtnis::N,ಸ್ಮರಣೆ,йырсазь
251,Gedächtnis::N,ಸ್ಮರಣೆ,тодэваён
252,Verstand::N,ಮನಸ್ಸು,йырвизь
253,Sinn::N,ಅರ್ಥ,смысл
254,Grund::N,ಕಾರಣ,муг
255,Grund::N,ಕಾರಣ,ньӧм
256,Wahrheit::N,ಸತ್ಯ,зэм
257,Wahrheit::N,ಸತ್ಯ,шонер
258,Gespräch::N,ಸಂಭಾಷಣೆ,вераськон
259,Märchen::N,ಸುಳ್ಳು ಕಥೆ,выжыкыл
260,Erzählung::N,ಕಥೆ,верос
261,Nachricht::N,ಸಂದೇಶ,ивор
262,Neuigkeit::N,ಸುದ್ದಿ,выльивор
263,Name::N,ಹೆಸರು,ним
264,Rätsel::N,ಒಗಟು,мадькыл
265,Rede::N,ಮಾತು,верам
266,Sprache::N,ಭಾಷೆ,кыл
267,Stimme::N,ಧ್ವನಿ,куара
268,Wort::N,ಮಾತು,кыл
269,Zeichen::N,ಗುರುತು,пус
270,Zeichen::N,ಗುರುತು,тодмет
271,Ruf::N,ಕೂಗು,ӧтён
272,Ruf::N,ಕೂಗು,чортон
273,Lärm::N,ಸದ್ದು,ӵашетон
274,Laut::N,ಶಬ್ದ,куара
275,Ton::N,ನಾದ,куара
276,Lied::N,ಗಾನ,кырӟан
277,Ruhe::N,ಶಾಂತಿ,чалмыт улон
278,Leute::N,ಮಂದಿ,адямиос
279,Volk::N,ಜನಾಂಗ,калык
280,Arbeit::N,ಕೆಲಸ,уж
281,Gast::N,ಅತಿಥಿ,куно
282,Geschenk::N,ಕಾಣಿಕೆ,салам
283,Geschenk::N,ಕಾಣಿಕೆ,кузьым
284,Spiel::N,ಆಟ,шудон
285,Gesellschaft::N,ಸಂಗ,калык
286,Hilfe::N,ಸಹಾಯ,юрттон
287,Freund::N,ಸ್ನೇಹಿತ,эш
288,Freund::N,ಸ್ನೇಹಿತ,юлтош
289,Kamerad::N,ಜೊತೆಗಾರ,тодмо
290,Angelegenheit::N,ವಿಚಾರ,уж
291,Anzahl::N,ಎಣಿಕೆ,лыд
292,Art::N,ತರ,тус
293,Stück::N,ತುಂಡು,юдэс
294,Teil::N,ಭಾಗ,люкет
295,Hälfte::N,ಅರ್ಧ,ӝыны
296,Kreis::N,ವೃತ್ತ,котырес
297,Kreuz::N,ಶಿಲುಬೆ,крест
298,Linie::N,ರೀಖೆ,гож
299,Strich::N,ಗೀಟು,гож
300,Abstand::N,ಅಂತರ,вис
301,Abstand::N,ಅಂತರ,кусып
302,Entfernung::N,ದೂರ,кусып
303,Gegend::N,ವಿಸ್ತೀರ್ಣ,инты
304,Platz::N,ಅಂತರ,инты
305,Ort::N,ಸ್ಥಳ,инты
306,Ort::N,ಸ್ಥಳ,места
307,Seite::N,ಪಕ್ಷ,пал
308,Mitte::N,ನಡು,шор
309,Gegenstand::N,ವಸ್ತು,арбери
310,Sache::N,ವಸ್ತು,котыр
311,Rand::N,ಅಂಚು,дур
312,Rand::N,ಅಂಚು,шаер
313,Kante::N,ಅಂಚು,дур
314,Ecke::N,ಮೂಲೆ,сэрег
315,Spitze::N,ತುದಿ,йыл
316,Ende::N,ಕೊನೆ,пум
317,Loch::N,ತೂತು,пась
318,Winkel::N,ಕೋನ,сэрег
319,Muster::N,ನಮೂನೆ,пужы
320,Größe::N,ಪ್ರಮಾಣ,быдӟала
321,Länge::N,ಉದ್ದ,кузьдала
322,Höhe::N,ಎತ್ತರ,ӝуждала
323,Gewicht::N,ತೂಕ,сектала
324,Gewicht::N,ತೂಕ,секытлык
325,Menge::N,ಮೊತ್ತ,лыд
326,Menge::N,ಮೊತ್ತ,лыдпус
327,Haufen::N,ರಾಶಿ,люк
328,Reihe::N,ಸಾಲು,чур
329,Boot::N,ದೋಣಿ,пыж
330,Boot::N,ದೋಣಿ,лодка
331,Ruder::N,ಹುಟ್ಟು,полыс
332,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,додьы
333,Ski::N,ಜಾರುಪಟ್ಟಿ,куас
334,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,тылскем
335,Last::N,ಹೊರೆ,секыт
336,Gang::N,ತಿರುಗಾಟ,ветлон
337,Schritt::N,ಹೆಜ್ಜೆ,вамыш
338,Norden::N,ಉತ್ತರ,уйпал
339,Süden::N,ದಕ್ಷಿಣ,лымшор
340,Westen::N,ಪಶ್ಚಿಮ,шунды пуксён
341,Osten::N,ಮೂಡಲು,шунды ӝужан
342,Holz::N,ಚೌಬೀನೆ,пу
343,Brett::N,ಹಲಗೆ,пул
344,Platte::N,ಹಲಗೆ,плита
345,Stütze::N,ಆಸರೆ,пыкет
346,Stange::N,ಕಂಬ,пуӵ
347,Stock::N,ಕೋಲು,боды
348,Stab::N,ದೊಣ್ಣೆ,пуӵ
349,Stab::N,ದೊಣ್ಣೆ,боды
350,Rohr::N,ನಳಿಕೆ,труба
351,Haus::N,ಮನೆ,юрт
352,Heim::N,ಗೃಹ,корка
353,Ofen::N,ಒಲೆ,гур
354,Fußboden::N,ನೆಲ,выж
355,Tisch::N,ಮೇಜು,ӝӧк
356,Stuhl::N,ಕುರ್ಚಿ,пукон
357,Wiege::N,ತೊಟ್ಟಿಲು,кӧкы
358,Wiege::N,ತೊಟ್ಟಿಲು,зыбка
359,Bett::N,ಹಾಸಿಗೆ,валес
360,Regal::N,ಬೀರು,ӝажы
361,Kiste::N,ಪಟ್ಟಿಗೆ,ящик
362,Fenster::N,ಕಿಟಕಿ,укно
363,Fenster::N,ಕಿಟಕಿ,косяк
364,Tür::N,ಬಾಗಿಲು,ӧс
365,Tor::N,ಹೆಬ್ಬಾಗಿಲು,ӟезьы
366,Zaun::N,ಬೇಲಿ,забор
367,Dach::N,ಮಾಳಿಗೆ,липет
368,Leiter::N,ಏಣಿ,падӟа
369,Besen::N,ಪೊರಕೆ,ӵужон
370,Besen::N,ಪೊರಕೆ,исьнер
371,Spaten::N,ಗುದ್ದಲಿ,лопатка
372,Schaufel::N,ಸನಿಕೆ,ютырон
373,Gabel::N,ಕವಲು,тэчы
374,Gabel::N,ಕವಲು,вилка
375,Löffel::N,ಚಮಚ,пуньы
376,Messer::N,ಚಾಕು,пурт
377,Nagel::N,ಆಣಿ,кортӵог
378,Netz::N,ಬಲೆ,сеть
379,Haken::N,ಕೊಂಡಿ,курик
380,Griff::N,ಹಿಡಿ,ныд
381,Schloss::N,ವೀಗ,тунгон
382,Bild::N,ಚಿತ್ರ,суред
383,Figur::N,ಆಕಾರ,фигура
384,Puppe::N,ಗೊಂಬೆ,мунё
385,Beutel::N,ಸಂಚಿ,пуйы
386,Bündel::N,ಕಟ್ಟು,керттэт
387,Tasche::N,ಚೀಲ,пуйы
388,Tasche::N,ಚೀಲ,сумка
389,Eimer::N,ಬಾನೆ,ведра
390,Deckel::N,ಮುಚ್ಚಳ,ӵоксэт
391,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,тусьты-пуньы
392,Sack::N,ಮೂಟೆ,пуйы
393,Tasse::N,ಬಟ್ಟಲು,ӵаша
394,Topf::N,ಮಡಕೆ,миска
395,Kessel::N,ಕೆಟಲ್,пурты
396,Essen::N,ಊಟ,сиськон
397,Nahrung::N,ಆಹಾರ,сион
398,Speise::N,ಊಟ,сиён
399,Fleisch::N,ಮಾಂಸ,сӥль
400,Getreide::N,ಧಾನ್ಯ,ю тысь
401,Brei::N,ಗಂಜಿ,ӝук
402,Brot::N,ರೊಟ್ಟಿ,нянь
403,Scheibe::N,ಹೋಳು,шорем
404,Fett::N,ಕೊಬ್ಬು,кӧй
405,Butter::N,ಬೆಣ್ಣೆ,вӧй
406,Öl::N,ಎಣ್ಣೆ,вӧй
407,Salz::N,ಉಪ್ಪು,сылал
408,Suppe::N,ಎಸರು,шыд
409,Honig::N,ಮಧು,чечы
410,Milch::N,ಹಾಲು,йӧл
411,Tee::N,ಚಹ,чай
412,Leder::N,ಚಕ್ಕಳ,сурон
413,Wolle::N,ಉಣ್ಣೆ,гон
414,Wolle::N,ಉಣ್ಣೆ,ыжгон
415,Stoff::N,ಬಟ್ಟೆ,куэм
416,Nadel::N,ಸೂಜಿ,вень
417,Faden::N,ದಾರ,сӥньыс
418,Knopf::N,ಗುಂಡು,бирды
419,Knoten::N,ಗಂಟು,герд
420,Farbe::N,ಬಣ್ಣ,буёл
421,Kleidung::N,ಅರಿವೆ,дӥсь
422,Hemd::N,ಅಂಗಿ,дэрем
423,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,сирес
424,Ärmel::N,ತೋಳು,саес
425,Hose::N,ಇಜಾರ,брюки
426,Hose::N,ಇಜಾರ,штань
427,Gürtel::N,ಬೆಲ್ಟು,кускерттон
428,Mütze::N,ಟೋಪಿ,ызьы
429,Schuh::N,ಪಾದರಕ್ಷೆ,ботинка
430,Stiefel::N,ಬೂಟು,сапег
431,Ring::N,ಉಂಗುರ,зундэс
432,Band::N,ರಿಬ್ಬನ್,лента
433,Kamm::N,ಹಣಿಗೆ,сын
434,Spiegel::N,ಕನ್ನಡಿ,синучкон
435,Riemen::N,ಬಾರು,е
436,Schnur::N,ಹುರಿ,гозы
437,Leine::N,ಹಗ್ಗ,думет
438,Decke::N,ಕಂಬಳಿ,шобрет
439,Kissen::N,ದಿಂಬು,миндэр
440,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,кышет
441,Handtuch::N,ಚೌಕ,ӵушкон
442,Kraft::N,ಬಲ,кать
443,Kraft::N,ಬಲ,ӟигар
444,Stärke::N,ಶಕ್ತಿ,юнлык
445,Gesundheit::N,ಆರೋಗ್ಯ,тазалык
446,Krankheit::N,ರೋಗ,висён
447,Schmerz::N,ನೋವು,висён
448,Wunde::N,ಗಾಯ,яра
449,Fieber::N,ಜ್ವರ,кезег
450,Arznei::N,ಔಷಧ,эмъюм
451,Brücke::N,ಸೇತುವೆ,выж
452,Brunnen::N,ಬಾವಿ,колдэч
453,Weide::N,ಗೋಮಾಳ,возь
454,Pfad::N,ದಾರಿ,сюрес
455,Weg::N,ಹಾದಿ,сюрес
456,Straße::N,ರಸ್ತೆ,сюрес
457,Dorf::N,ಹಳ್ಳಿ,гурт
458,Stadt::N,ಪಟ್ಟಣ,кар
459,Stadt::N,ಪಟ್ಟಣ,город
460,Brief::N,ಕಾಗದ,гожтэт
461,Buch::N,ಪುಸ್ತಕ,книга
462,Buchstabe::N,ಅಕ್ಷರ,буква
463,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,газет
464,Leben::N,ಜೀವನ,улон
465,Tod::N,ಮರಣ,кулон
466,Grab::N,ಗೋರಿ,шайгу
467,Kirche::N,ಚರ್ಚು,черк
468,Sünde::N,ಪಾಪ,сьӧлык
469,Gott::N,ದೇವರು,ӥнмар
470,Arbeiter::N,ಕೆಲಸಗಾರ,рабочий
471,Chef::N,ದಣಿ,начальник
472,Meister::N,ಶಿಕ್ಷಕ,кибашлы
473,Arzt::N,ವೈದ್ಯ,врач
474,Lehrer::N,ಉಪಾಧ್ಯಾಯ,дышетӥсь
475,Geld::N,ಹಣ,уксё
476,Geld::N,ಹಣ,коньдон
477,Geschäft::N,ವಾಣಿಜ್ಯ,уж
478,Laden::N,ಅಂಗಡಿ,магазин
479,Preis::N,ಬೆಲೆ,дун
480,Ware::N,ಸರಕು,вуз
481,Nutzen::N,ಲಾಭ,пайда
482,Reichtum::N,ಸಂಪತ್ತು,узырлык
483,Welt::N,ಭೂಲೋಕ,дунне
484,Land::N,ದೇಶ,шаер
485,Staat::N,ರಾಜ್ಯ,кун
486,König::N,ರಾಜ,эксэй
487,Macht::N,ಅಧಿಕಾರ,власть
488,Grenze::N,ಗಡಿ,кунгож
489,Krieg::N,ಯುದ್ಧ,ож
490,Feind::N,ಶತ್ರು,тушмон
491,Gewalt::N,ಹಿಂಸೆ,эриктэман
492,Kampf::N,ಹೋರಾಟ,нюръяськон
493,Bogen[Waffe]::N,ಬಿಲ್ಲು,пукыӵ
494,Pfeil::N,ಅಂಬು,пукыӵ вень
495,Gewehr::N,ಬಂದೂಕು,пыӵал
496,Fehler::N,ತಪ್ಪು,янгыш
497,Lüge::N,ಸುಳ್ಳು,пӧян
498,Lüge::N,ಸುಳ್ಳು,алдан
499,Lüge::N,ಸುಳ್ಳು,ӧрекчан
500,Schaden::N,ಹಾನಿ,изъян
501,Unglück::N,ಅಪಾಯ,куректон
502,Unglück::N,ಅಪಾಯ,шудтэме усён
503,Schuld::N,ದೋಷ,янгыш
504,Alter::N,ಮುಪ್ಪು,арлыд
505,Schluss::N,ಮುಕ್ತಾಯ,пум
506,Zeit::N,ಕಾಲ,дыр
507,Tag::N,ದಿನ,нунал
508,Morgen::N,ಮುಂಜಾನೆ,ӵукна
509,Mittag::N,ನಡುಹಗಲು,лымшор
510,Abend::N,ಸಂಜೆ,ӝыт
511,Abend::N,ಸಂಜೆ,акшан
512,Nacht::N,ರಾತ್ರಿ,уй
513,Woche::N,ವಾರ,арня
514,Monat::N,ತಿಂಗಳು,толэзь
515,Jahr::N,ಸಂವತ್ಸರ,ар
516,Frühling::N,ವಸಂತ,тулыс
517,Sommer::N,ಬಿಸಿಲುಕಾಲ,гужем
518,Herbst::N,ಶರತ್ಕಾಲ,сӥзьыл
519,Winter::N,ಚಳಿಗಾಲ,тол
520,Januar::N,ನಾಲ್ಚಳಿ,выльартолэзь
521,Februar::N,ಅಯ್ಚಳಿ,тулыспал
522,März::N,ಮೊಬ್ಬೇಸಿಗೆ,южтолэзь
523,April::N,ಇಬ್ಬೇಸಿಗೆ,оштолэзь
524,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,куартолэзь
525,Juni::N,ಮೊಮ್ಮಳೆ,вожотолэзь
526,Juli::N,ಇಮ್ಮಳೆ,пӧсьтолэзь
527,August::N,ಮುಮ್ಮಳೆ,гудырикошкон
528,September::N,ನಾಲ್ಮಳೆ,куарусён
529,Oktober::N,ಮೊಚ್ಚಳಿ,выльӝуктолэзь
530,November::N,ಇಚ್ಚಳಿ,шуркынмон
531,Dezember::N,ಮುಚ್ಚಳಿ,толсур
532,Montag::N,ಸೋಮುವಾರ,вордӥськон
533,Dienstag::N,ಮಂಗಳವಾರ,вторник
534,Mittwoch::N,ಬುಧವಾರ,вирнунал
535,Donnerstag::N,ಗುರುವಾರ,покчиарня
536,Freitag::N,ಶುಕ್ರವಾರ,удмуртарня
537,Samstag::N,ಶನಿವಾರ,кӧснунал
538,Sonntag::N,ಭಾನುವಾರ,арня
539,groß::A,ದೊಡ್ಡ,бадӟым
540,klein::A,ಪುಟ್ಟ,пичи
541,lang::A,ದೀರ್ಘ,кузь
542,kurz::A,ಚಕ್ಕ,вакчи
543,breit::A,ಅಗಲವಾದ,паськыт
544,schmal::A,ಇಕ್ಕಟ್ಟಾದ,сюлэг
545,dicht::A,ದಟ್ಟ,ӵем
546,dick[Gegenstand]::A,ದಟ್ಟ,зӧк
547,dünn::A,ತೆಳು,векчи
548,fein::A,ಕೋಮಲ,векчи
549,fest::A,ಘನ,юн
550,fest::A,ಘನ,чурыт
551,flach::A,ಚಪ್ಪಟೆ,ӵошкыт
552,glatt::A,ನಯ,гылыт
553,glatt::A,ನಯ,вольыт
554,hart::A,ಗಟ್ಟಿ,чурыт
555,weich::A,ಮೃದುವಾದ,небыт
556,rund::A,ವರ್ತುಳ,котырес
557,spitz::A,ಮೊನಚಾದ,йылсо
558,scharf::A,ತೀಕ್ಷ್ಣ,лэчыт
559,stumpf::A,ಮೊಂಡು,ныж
