,Concept_ID,lbe,kn
0,Auge::N,я,ಕಣ್ಣು
1,Ohr::N,вичӏи,ಕಿವಿ
2,Nase::N,май,ಮೂಗು
3,Mund::N,кьацӏ,ಬಾಯಿ
4,Zahn::N,ккарччи,ಹಲ್ಲು
5,Zunge::N,маз,ನಾಲಿಗೆ
6,Lippe::N,мурччи,ತುಟಿ
7,Wange::N,чӏав,ಗಲ್ಲ
8,Gesicht::N,лажин,ಮುಖ
9,Stirn::N,ненттабакӏ,ಹಣೆ
10,Haar::N,чӏара,ಕೂದಲು
11,Schnurrbart::N,ссирссилтту,ಮೀಸೆ
12,Bart::N,чӏири,ಗಡ್ಡ
13,Kinn::N,лунттубакӏ,ಗದ್ದ
14,Kiefer[Anatomie]::N,ххинчулул,ದವಡೆ
15,Kehle::N,кьакьари,ಗಂಟಲು
16,Hals::N,ссурссу,ಕೊರಳು
17,Genick::N,махъабакӏ,ಹಿಂಗತ್ತು
18,Kopf::N,бакӏ,ತಲೆ
19,Rücken::N,ттиликӏ,ಬೆನ್ನು
20,Bauch::N,лякьа,ಹೊಟ್ಟೆ
21,Nabel::N,цӏумуккутӏ,ಹೊಕ್ಕುಳು
22,Busen::N,ккукку,ಸ್ತನ
23,Brust::N,хъазам,ಎದೆ
24,Schulter::N,хъачӏ,ಭುಜ
25,Arm::N,ка,ತೋಳು
26,Ellenbogen::N,ссюрхъ,ಮೊಣಕೈ
27,Hand::N,бартка,ಕೈ
28,Handfläche::N,хъат,ಅಂಗೈ
29,Handfläche::N,битӏянхъ,ಅಂಗೈ
30,Finger::N,кӏисса,ಕೈಬೆರಳು
31,Fingernagel::N,михь,ಉಗುರು
32,Nagel[Anatomie]::N,михь,ಉಗುರು
33,Zeh::N,кӏисса,ಕಾಲ್ಬೆರಳು
34,Fuß::N,чӏанччан,ಪಾದ
35,Ferse::N,никъа,ಹಿಮ್ಮಡಿ
36,Knie::N,ник,ಮಂಡಿ
37,Oberschenkel::N,жира,ತೊಡೆ
38,Bein::N,ччан,ಕಾಲು
39,Körper::N,чурх,ದೇಹ
40,Haut::N,бурчу,ಚರ್ಮ
41,Blut::N,оь,ರಕ್ತ
42,Ader::N,тунну,ನರ
43,Sehne::N,хьхьа,ನರ
44,Knochen::N,ттаркӏ,ಮೂಳೆ
45,Gehirn::N,ня,ಮಿದುಳು
46,Herz::N,дакӏ,ಹೃದಯ
47,Herz::N,къюкӏ,ಹೃದಯ
48,Magen::N,лякьа,ಉದರ
49,Atem::N,ссихӏ ласаву,ಉಸಿರು
50,Atem::N,ссихӏ бигьаву,ಉಸಿರು
51,Hunger::N,ккаши,ಹಸಿವು
52,Träne::N,макь,ಕಣ್ಣೀರು
53,Geschmack::N,тӏин,ರುಚಿ
54,Geschmack::N,тӏааьн,ರುಚಿ
55,Geruch::N,кьанкь,ವಾಸನೆ
56,Schlaf::N,шану,ನಿದ್ರೆ
57,Traum::N,макӏру,ಕನಸು
58,Himmel::N,ссав,ಬಾನು
59,Sonne::N,баргъ,ಸೂರ್ಯ
60,Mond::N,барз,ಚಂದ್ರ
61,Stern::N,цӏуку,ಚುಕ್ಕಿ
62,Luft::N,гьава,ವಾಯು
63,Wind::N,марч,ಗಾಳಿ
64,Welle::N,щатӏи,ಅಲೆ
65,Wasser::N,щин,ನೀರು
66,Stein::N,чару,ಕಲ್ಲು
67,Boden::N,аьрщи,ನೆಲ
68,Erde::N,аьрщи,ಭೂಮಿ
69,Staub::N,ххит,ದೂಳು
70,Rauch::N,пуркӏу,ಹೊಗೆ
71,Funke::N,пиягь,ಕಿಡಿ
72,Feuer::N,цӏу,ಬೆಂಕಿ
73,Licht::N,чани,ಬೆಳಕು
74,Schatten::N,ххют,ನೆರಳು
75,Wetter::N,гьава,ಹವ
76,Nebel::N,шархь ттурлу,ಮಂಜು
77,Wolke::N,ттурлу,ಮೋಡ
78,Regen::N,гъарал,ಮಳೆ
79,Schnee::N,марххала,ಹಿಮ
80,Eis::N,микӏ,ಮಂಜುಗಡ್ಡೆ
81,Frost::N,дяркъу,ಮಂಜು
82,Frost::N,замгьар,ಮಂಜು
83,Kälte::N,дяркъу,ಹಿಮ
84,Hitze::N,кӏиришиву,ಉಷ್ಣ
85,Raureif::N,сил,ಇಬ್ಬನಿ
86,Raureif::N,бурса,ಇಬ್ಬನಿ
87,Regenbogen::N,ссурул ккуртта,ಇಂದ್ರಚಾಪ
88,Donner::N,къув,ಗುಡುಗು
89,Strömung::N,экьинанаву,ಪ್ರವಾಹ
90,Tropfen::N,кӏунтӏ,ತೊಟ್ಟು
91,Schaum::N,хьама,ನೊರೆ
92,Schmutz::N,кьяркьи,ಕಸ
93,See::N,бяр,ಸರೋವರ
94,Sumpf::N,кунцӏа,ಜೌಗುಸ್ಥಳ
95,Wiese::N,кьан,ಹುಲ್ಲುಗಾವಲು
96,Wald::N,вацӏа,ಕಾಡು
97,Hügel::N,бакӏу,ಗುಡ್ಡೆ
98,Berg::N,зунтту,ಮಲೆ
99,Berg::N,зунтту,ಪರ್ವತ
100,Gipfel::N,мицӏ,ಶೃಂಗ
101,Höhle::N,нух,ಗುಹೆ
102,Abhang::N,сун,ಇಳಿಜಾರು
103,Quelle::N,дайдихьу,ಮೂಲ
104,Quelle::N,бакӏ,ಮೂಲ
105,Bach::N,чӏрир нех,ತೊರೆ
106,Fluss::N,нех,ನದಿ
107,Ufer::N,зума,ತೀರ
108,Küste::N,зумаинхалу,ದಂಡೆ
109,Küste::N,зуманицӏалу,ದಂಡೆ
110,Festland::N,кьири,ಭೂಮಿ
111,Meer::N,хьхьири,ಕಡಲು
112,Insel::N,жазира,ದ್ವೀಪ
113,Blume::N,тӏутӏи,ಸುಮ
114,Gras::N,уртту,ಹುಲ್ಲು
115,Wurzel::N,мархха,ಬೇರು
116,Baum::N,мурхь,ಮರ
117,Stamm::N,ттарцӏ,ಕಾಂಡ
118,Rinde::N,ккамара,ತೂಗಟಿ
119,Ast::N,матӏи,ಶಾಖೆ
120,Zweig::N,къяртта,ರೆಂಬೆ
121,Blatt::N,чӏапӏи,ಎಲೆ
122,Birke::N,кӏялахӏи,ಬರ್ಚ್ ಮರ
123,Birke::N,кӏялахӏилул мурхь,ಬರ್ಚ್ ಮರ
124,Kiefer[Baum]::N,ттар,ದೇವದಾರು ಮರ
125,Kiefer[Baum]::N,ттарлил мурхь,ದೇವದಾರು ಮರ
126,Weide[Baum]::N,щавщи,ವಿಲೋಮರ
127,Tanne::N,ттарлил мурхь,ಭದ್ರದಾರು
128,Horn::N,хъи,ಕೊಂಬು
129,Feder::N,лелуххул тӏиму,ಪುಕ್ಕ
130,Fell::N,бурчу,ರೋಮ
131,Flügel::N,хъа,ರೆಕ್ಕೆ
132,Flügel::N,ххурупӏайрал тӏиму,ರೆಕ್ಕೆ
133,Klaue::N,михь,ಪಂಜ
134,Kralle::N,ххяппа,ಉಗುರು
135,Schwanz::N,магъ,ಬಾಲ
136,Ei::N,ккунук,ಮೊಟ್ಟೆ
137,Nest::N,кюру,ಗೂಡು
138,Bau::N,цукъуккутӏ,ಅಡಗುದಾಣ
139,Tier::N,хӏайван,ಪ್ರಾಣಿ
140,Herde::N,газу,ಗುಂಪು
141,Kuh::N,оьл,ಹಸು
142,Bulle::N,ниц,ಗೂಳಿ
143,Pferd::N,чу,ಕುದುರೆ
144,Schaf::N,тта,ಕುರಿ
145,Schwein::N,дунгъуз,ಹಂದಿ
146,Hund::N,ккаччи,ನಾಯಿ
147,Katze::N,ччиту,ಬೆಕ್ಕು
148,Bär::N,цуша,ಕರಡಿ
149,Eichhörnchen::N,бюрхттукку,ಉಡುತೆ
150,Elch::N,ниц-бюрин,ಕಡವೆ
151,Fuchs::N,цулчӏа,ನರಿ
152,Fuchs::N,куча цулчӏа,ನರಿ
153,Hase::N,бюрх,ಮೊಲ
154,Maus::N,кӏулу,ಇಲಿ
155,Wolf::N,барцӏ,ತೋಳ
156,Vogel::N,лелуххи,ಪಕ್ಷಿ
157,Schwarm::N,гьухъала,ಗುಂಪು
158,Huhn::N,аьнакӏи,ಚಿಕ್
159,Hahn::N,ажари,ಹುಂಜ
160,Gans::N,къаз,ವರಟೆ
161,Adler::N,барзу,ಗರುಡ
162,Ente::N,урдак,ಬಾತು
163,Eule::N,ису,ಗೂಬೆ
164,Eule::N,ччиккумяв,ಗೂಬೆ
165,Kranich::N,кьурукь,ಕೊಕ್ಕರ
166,Krähe::N,хъатӏу,ಕಾಗೆ
167,Kuckuck::N,ччикку,ಕೋಗಿಲೆ
168,Schwan::N,урттил къаз,ಹಂಸಪಕ್ಷಿ
169,Fisch::N,чавахъ,ಮೀನು
170,Schlange[Tier]::N,шатта,ಹಾವು
171,Wurm::N,кьюнукьай шатта,ಹುಳು
172,Spinne::N,ххялцу,ಊರ್ಣನಾಭ
173,Ameise::N,митӏикьукьу,ಇರುವೆ
174,Mücke::N,мичӏак,ಸೊಳ್ಳೆ
175,Fliege::N,зимиз,ನೊಣ
176,Schmetterling::N,чӏимучӏали,ಪತಂಗ
177,Beere::N,хӏаллил ахъулсса,ನಯವಣ್ಣು
178,Apfel::N,гьивч,ಸೇಬು
179,Pilz::N,ттуккул иис,ಅಣಬೆ
180,Zwiebel::N,лаччул чсмусул бакӏ,ನೀರುಳ್ಳಿ
181,Saat::N,гьанна,ಬಿತ್ತ
182,Korn::N,къама,ಬೀಜ
183,Heu::N,ххулув,ಕರಡ
184,Schale::N,ккиртту,ಹೊಟ್ಟು
185,Grube::N,кӏаланг,ಗುಂಡಿ
186,Falle::N,къатӏа,ಬೋನು
187,Schlinge::N,хӏатӏ,ಉರುಲು
188,Spur::N,ша,ಜಾಡು
189,Asche::N,лах,ಬೂದಿ
190,Dreck::N,кьяркьи,ಹೊಲಸು
191,Dreck::N,венп,ಹೊಲಸು
192,Eisen::N,мах,ಕಬ್ಬಿಣ
193,Gold::N,муси,ಚಿನ್ನ
194,Silber::N,арцу,ಬೆಳ್ಳಿ
195,Kohle::N,кӏалаш,ಕಲ್ಲಿದ್ದಲು
196,Kohle::N,хъуручӏ,ಕಲ್ಲಿದ್ದಲು
197,Glas::N,пюрун,ಗಾಜು
198,Lehm::N,сина аьрщи,ಜೇಡಿಮಣ್ಣು
199,Sand::N,къун,ಮರಳು
200,Mensch::N,инсан,ಪುರುಷ
201,Mann::N,чув,ಆಳು
202,Mann::N,адимина,ಆಳು
203,Frau::N,щарсса,ಹೆಣ್ಣು
204,Frau::N,хъамитайпа,ಹೆಣ್ಣು
205,Kind::N,чӏиви оьрчӏ,ಮಗು
206,Junge::N,оьрчӏ,ಹುಡುಗ
207,Junge::N,бурхьин оьрчӏ,ಹುಡುಗ
208,Mädchen::N,душ,ಹುಡುಗಿ
209,Familie::N,кулпат,ಕುಟುಂಬ
210,Großvater::N,ттатта,ಅಜ್ಜ
211,Großvater::N,ниттил ппу,ಅಜ್ಜ
212,Großmutter::N,буттал нину,ಅಮ್ಮ
213,Eltern::N,нину-ппу,ಹೆತ್ತವರು
214,Vater::N,ппу,ತಂದೆ
215,Mutter::N,нину,ಅಮ್ಮ
216,Sohn::N,арс,ಮಗ 
217,Tochter::N,душ,ಮಗಳು
218,Bruder::N,уссу,ತಮ್ಮ
219,Schwester::N,ссу,ತಂಗಿ
220,Onkel::N,буттауссу,ಸೋದರಮಾವ
221,Onkel::N,буттауссу,ದೊಡ್ಡಪ್ಪ
222,Tante::N,буттал ссу,ಚಿಕ್ಕಮ್ಮ
223,Ehemann::N,лас,ಗಂಡ
224,Ehefrau::N,щар,ಹೆಂಡತಿ
225,Ehefrau::N,щарсса,ಹೆಂಡತಿ
226,Freude::N,шадшиву,ನಲಿವು
227,Freude::N,ххаришиву,ನಲಿವು
228,Gelächter::N,хъяхъаву,ನಗೆ
229,Glück::N,талихӏ,ಆನಂದ
230,Kummer::N,дард,ದುಃಖ
231,Wunsch::N,мурад,ಬಯಕೆ
232,Lust::N,гьавас,ಇಷ್ಟ
233,Lust::N,ччаву,ಇಷ್ಟ
234,Geist::N,рухӏ,ಆತ್ಮ
235,Gedanke::N,пикри,ಯೋಚನೆ
236,Gedächtnis::N,дакӏний личӏаву,ಸ್ಮರಣೆ
237,Verstand::N,аькьлу,ಮನಸ್ಸು
238,Sinn::N,мяъна,ಅರ್ಥ
239,Grund::N,багьана,ಕಾರಣ
240,Wahrheit::N,тӏайламур,ಸತ್ಯ
241,Wahrheit::N,хӏакьмур,ಸತ್ಯ
242,Gespräch::N,ихтилат,ಸಂಭಾಷಣೆ
243,Märchen::N,магьа,ಸುಳ್ಳು ಕಥೆ
244,Erzählung::N,хавар,ಕಥೆ
245,Nachricht::N,хавар,ಸಂದೇಶ
246,Neuigkeit::N,хавар,ಸುದ್ದಿ
247,Name::N,цӏа,ಹೆಸರು
248,Rätsel::N,ссигьа,ಒಗಟು
249,Rede::N,гъалгъа,ಮಾತು
250,Sprache::N,маз,ಭಾಷೆ
251,Stimme::N,чӏу,ಧ್ವನಿ
252,Stimme::N,чӏукӏа,ಧ್ವನಿ
253,Wort::N,махъ,ಮಾತು
254,Zeichen::N,лишан,ಗುರುತು
255,Lärm::N,чӏу,ಸದ್ದು
256,Laut::N,чӏу,ಶಬ್ದ
257,Ton::N,чӏу,ನಾದ
258,Lied::N,балай,ಗಾನ
259,Ruhe::N,дигьалагру,ಶಾಂತಿ
260,Leute::N,инсантал,ಮಂದಿ
261,Volk::N,ил,ಜನಾಂಗ
262,Volk::N,халкь,ಜನಾಂಗ
263,Arbeit::N,заву,ಕೆಲಸ
264,Gast::N,хъамаличу,ಅತಿಥಿ
265,Geschenk::N,бухчакарши,ಕಾಣಿಕೆ
266,Geschenk::N,лажинккакку,ಕಾಣಿಕೆ
267,Spiel::N,тӏуркӏу,ಆಟ
268,Gesellschaft::N,жямат,ಸಂಗ
269,Gesellschaft::N,ккуран,ಸಂಗ
270,Hilfe::N,кумаг,ಸಹಾಯ
271,Freund::N,дус,ಸ್ನೇಹಿತ
272,Kamerad::N,хӏаласу,ಜೊತೆಗಾರ
273,Angelegenheit::N,иш,ವಿಚಾರ
274,Anzahl::N,аьдад,ಎಣಿಕೆ
275,Art::N,жинс,ತರ
276,Stück::N,касак,ತುಂಡು
277,Teil::N,бутӏа,ಭಾಗ
278,Hälfte::N,дачӏи,ಅರ್ಧ
279,Kreis::N,кюрщан,ವೃತ್ತ
280,Kreuz::N,ххач,ಶಿಲುಬೆ
281,Linie::N,щва,ರೀಖೆ
282,Strich::N,щва,ಗೀಟು
283,Abstand::N,манзил,ಅಂತರ
284,Entfernung::N,манзил,ದೂರ
285,Gegend::N,кӏану,ವಿಸ್ತೀರ್ಣ
286,Ort::N,кӏану,ಸ್ಥಳ
287,Seite::N,чул,ಪಕ್ಷ
288,Seite::N,чулухалу,ಪಕ್ಷ
289,Mitte::N,дя,ನಡು
290,Gegenstand::N,зат,ವಸ್ತು
291,Sache::N,зат,ವಸ್ತು
292,Rand::N,зума,ಅಂಚು
293,Ecke::N,мурцӏу,ಮೂಲೆ
294,Spitze::N,мицӏ,ತುದಿ
295,Ende::N,зума,ಕೊನೆ
296,Loch::N,ккутӏ,ತೂತು
297,Winkel::N,мурцӏу,ಕೋನ
298,Muster::N,накьич,ನಮೂನೆ
299,Länge::N,лахъишиву,ಉದ್ದ
300,Höhe::N,лахъшиву,ಎತ್ತರ
301,Gewicht::N,дуццин,ತೂಕ
302,Gewicht::N,кӏушиву,ತೂಕ
303,Haufen::N,бакӏу,ರಾಶಿ
304,Reihe::N,кьюкьа,ಸಾಲು
305,Boot::N,луткка,ದೋಣಿ
306,Ruder::N,весло,ಹುಟ್ಟು
307,Ruder::N,чӏатӏа,ಹುಟ್ಟು
308,Schlitten::N,чана,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
309,Schlitten::N,санкка,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
310,Ski::N,лижарду,ಜಾರುಪಟ್ಟಿ
311,Lagerfeuer::N,къавтӏн,ಶಿಬಿರಾಗ್ನಿ
312,Last::N,гьиву,ಹೊರೆ
313,Gang::N,нанаву,ತಿರುಗಾಟ
314,Schritt::N,ша,ಹೆಜ್ಜೆ
315,Norden::N,ухссав,ಉತ್ತರ
316,Norden::N,ухссавнил чулухалу,ಉತ್ತರ
317,Süden::N,кьилва,ದಕ್ಷಿಣ
318,Westen::N,баргълагавал,ಪಶ್ಚಿಮ
319,Westen::N,баргълагавал чул,ಪಶ್ಚಿಮ
320,Osten::N,баргъбуккай чулухалу,ಮೂಡಲು
321,Holz::N,тӏама,ಚೌಬೀನೆ
322,Brett::N,тахта,ಹಲಗೆ
323,Platte::N,гъуни,ಹಲಗೆ
324,Stütze::N,гьалакӏу,ಆಸರೆ
325,Stange::N,къазихъ,ಕಂಬ
326,Stock::N,ттархь,ಕೋಲು
327,Stab::N,ччантӏакъу,ದೊಣ್ಣೆ
328,Rohr::N,бургъу,ನಳಿಕೆ
329,Haus::N,къатта,ಮನೆ
330,Heim::N,къатта,ಗೃಹ
331,Ofen::N,пач,ಒಲೆ
332,Fußboden::N,чӏанкъатта,ನೆಲ
333,Tisch::N,усттул,ಮೇಜು
334,Stuhl::N,кӏану,ಕುರ್ಚಿ
335,Wiege::N,оьрчӏал кӏану,ತೊಟ್ಟಿಲು
336,Bett::N,тах,ಹಾಸಿಗೆ
337,Regal::N,чӏаму,ಬೀರು
338,Kiste::N,яшикӏ,ಪಟ್ಟಿಗೆ
339,Kiste::N,къурши,ಪಟ್ಟಿಗೆ
340,Fenster::N,чӏавахьулу,ಕಿಟಕಿ
341,Tür::N,нуз,ಬಾಗಿಲು
342,Tür::N,нузкьун,ಬಾಗಿಲು
343,Tor::N,къапу,ಹೆಬ್ಬಾಗಿಲು
344,Tor::N,дарваза,ಹೆಬ್ಬಾಗಿಲು
345,Zaun::N,дайгьузанну,ಬೇಲಿ
346,Dach::N,магъи,ಮಾಳಿಗೆ
347,Dach::N,цӏиялу,ಮಾಳಿಗೆ
348,Leiter::N,чуртту,ಏಣಿ
349,Besen::N,чӏатлу,ಪೊರಕೆ
350,Spaten::N,бил,ಗುದ್ದಲಿ
351,Schaufel::N,чӏатӏа,ಸನಿಕೆ
352,Gabel::N,гьиссилу,ಕವಲು
353,Löffel::N,къуса,ಚಮಚ
354,Messer::N,чӏила,ಚಾಕು
355,Nagel::N,мяр,ಆಣಿ
356,Netz::N,къери,ಬಲೆ
357,Haken::N,къича,ಕೊಂಡಿ
358,Griff::N,куяму,ಹಿಡಿ
359,Schloss::N,кьункьула,ವೀಗ
360,Bild::N,сурат,ಚಿತ್ರ
361,Puppe::N,ссихьу,ಗೊಂಬೆ
362,Beutel::N,чантай,ಸಂಚಿ
363,Bündel::N,гьи,ಕಟ್ಟು
364,Bündel::N,къар,ಕಟ್ಟು
365,Eimer::N,бадра,ಬಾನೆ
366,Deckel::N,къапаза,ಮುಚ್ಚಳ
367,Geschirr::N,пюрунчӏул,ಭಕ್ಷ್ಯಗಳು
368,Geschirr::N,тӏахӏникӏичӏу,ಭಕ್ಷ್ಯಗಳು
369,Sack::N,къап,ಮೂಟೆ
370,Sack::N,дарваг,ಮೂಟೆ
371,Tasse::N,пижан,ಬಟ್ಟಲು
372,Tasse::N,пинжан,ಬಟ್ಟಲು
373,Tasse::N,инкираччатӏи,ಬಟ್ಟಲು
374,Tasse::N,цинцилттал бушкъап,ಬಟ್ಟಲು
375,Topf::N,кӏункӏур,ಮಡಕೆ
376,Kessel::N,чаг,ಕೆಟಲ್
377,Kessel::N,кӏункӏур,ಕೆಟಲ್
378,Essen::N,дукия,ಊಟ
379,Essen::N,дукин,ಊಟ
380,Nahrung::N,дукра,ಆಹಾರ
381,Speise::N,дукра,ಊಟ
382,Fleisch::N,дикӏ,ಮಾಂಸ
383,Getreide::N,къама,ಧಾನ್ಯ
384,Brei::N,ккурч,ಗಂಜಿ
385,Brot::N,ччатӏ,ರೊಟ್ಟಿ
386,Scheibe::N,парча,ಹೋಳು
387,Fett::N,аьгъушиву,ಕೊಬ್ಬು
388,Butter::N,нагь,ಬೆಣ್ಣೆ
389,Butter::N,лагаву,ಬೆಣ್ಣೆ
390,Salz::N,цӏву,ಉಪ್ಪು
391,Suppe::N,накь,ಎಸರು
392,Honig::N,ницӏ,ಮಧು
393,Milch::N,накӏ,ಹಾಲು
394,Tee::N,чяй,ಚಹ
395,Leder::N,бурчу,ಚಕ್ಕಳ
396,Wolle::N,ппал,ಉಣ್ಣೆ
397,Stoff::N,янна,ಬಟ್ಟೆ
398,Nadel::N,ххалаххи,ಸೂಜಿ
399,Faden::N,ххал,ದಾರ
400,Knopf::N,банд,ಗುಂಡು
401,Knoten::N,къурхъ,ಗಂಟು
402,Farbe::N,сир,ಬಣ್ಣ
403,Kleidung::N,янна,ಅರಿವೆ
404,Kleidung::N,лаххия,ಅರಿವೆ
405,Hemd::N,гьухъа,ಅಂಗಿ
406,Kragen::N,дарвач,ಕುತ್ತಿಗೆಪಟ್ಟಿ
407,Ärmel::N,кахха,ತೋಳು
408,Hose::N,хӏажак,ಇಜಾರ
409,Gürtel::N,мухӏлу,ಬೆಲ್ಟು
410,Mütze::N,кьяпа,ಟೋಪಿ
411,Stiefel::N,чакма,ಬೂಟು
412,Ring::N,кӏисса,ಉಂಗುರ
413,Band::N,линт,ರಿಬ್ಬನ್
414,Kamm::N,ттарал,ಹಣಿಗೆ
415,Spiegel::N,дагьани,ಕನ್ನಡಿ
416,Riemen::N,эн,ಬಾರು
417,Schnur::N,хьхьа,ಹುರಿ
418,Decke::N,виргъан,ಕಂಬಳಿ
419,Kissen::N,кӏаралу,ದಿಂಬು
420,Tuch::N,карщи,ಕೊರಳ ಬಟ್ಟೆ
421,Handtuch::N,калихьу,ಚೌಕ
422,Handtuch::N,лажинлихьу,ಚೌಕ
423,Kraft::N,эллаж,ಬಲ
424,Stärke::N,гуж,ಶಕ್ತಿ
425,Gesundheit::N,цӏуллу-сагъшиву,ಆರೋಗ್ಯ
426,Krankheit::N,къашайшиву,ರೋಗ
427,Schmerz::N,къюву,ನೋವು
428,Wunde::N,щаву,ಗಾಯ
429,Fieber::N,кӏиришиву,ಜ್ವರ
430,Arznei::N,дару,ಔಷಧ
431,Brücke::N,ламу,ಸೇತುವೆ
432,Brunnen::N,къуй,ಬಾವಿ
433,Weide::N,бизантту,ಗೋಮಾಳ
434,Pfad::N,жегъир ххуллу,ದಾರಿ
435,Weg::N,ххуллу,ಹಾದಿ
436,Straße::N,ххуллу,ರಸ್ತೆ
437,Dorf::N,щар,ಹಳ್ಳಿ
438,Dorf::N,шяравалу,ಹಳ್ಳಿ
439,Stadt::N,шагьру,ಪಟ್ಟಣ
440,Brief::N,чагъар,ಕಾಗದ
441,Buch::N,лу,ಪುಸ್ತಕ
442,Buchstabe::N,хӏарп,ಅಕ್ಷರ
443,Zeitung::N,кказит,ವಾರ್ತಾಪತ್ರಿಕೆ
444,Leben::N,оьрму,ಜೀವನ
445,Tod::N,ажал,ಮರಣ
446,Tod::N,бивкӏу,ಮರಣ
447,Tod::N,ивчӏаву,ಮರಣ
448,Grab::N,гьав,ಗೋರಿ
449,Kirche::N,килиса,ಚರ್ಚು
450,Sünde::N,бунагъ,ಪಾಪ
451,Gott::N,зал,ದೇವರು
452,Arbeiter::N,зузала,ಕೆಲಸಗಾರ
453,Chef::N,ялувма,ದಣಿ
454,Meister::N,усттар,ಶಿಕ್ಷಕ
455,Arzt::N,хӏакин,ವೈದ್ಯ
456,Lehrer::N,учитель,ಉಪಾಧ್ಯಾಯ
457,Geld::N,арцу,ಹಣ
458,Geschäft::N,даву,ವಾಣಿಜ್ಯ
459,Laden::N,ттучан,ಅಂಗಡಿ
460,Preis::N,багъа,ಬೆಲೆ
461,Ware::N,хъус,ಸರಕು
462,Nutzen::N,хайр,ಲಾಭ
463,Nutzen::N,мюнпат,ಲಾಭ
464,Reichtum::N,давлат,ಸಂಪತ್ತು
465,Reichtum::N,аваданшиву,ಸಂಪತ್ತು
466,Welt::N,дуниял,ಭೂಲೋಕ
467,Land::N,билаят,ದೇಶ
468,Staat::N,паччахӏлугъ,ರಾಜ್ಯ
469,Macht::N,власть,ಅಧಿಕಾರ
470,Grenze::N,дазу,ಗಡಿ
471,Krieg::N,дяъви,ಯುದ್ಧ
472,Feind::N,душман,ಶತ್ರು
473,Gewalt::N,къия,ಹಿಂಸೆ
474,Kampf::N,лачӏуи уккаву,ಹೋರಾಟ
475,Bogen[Waffe]::N,ккуртта,ಬಿಲ್ಲು
476,Pfeil::N,чӏатӏаракӏ,ಅಂಬು
477,Gewehr::N,ттупанг,ಬಂದೂಕು
478,Fehler::N,гъалатӏ,ತಪ್ಪು
479,Lüge::N,щялмахъ,ಸುಳ್ಳು
480,Schaden::N,зарал,ಹಾನಿ
481,Unglück::N,бала,ಅಪಾಯ
482,Schuld::N,тахсир,ದೋಷ
483,Alter::N,оьрму,ಮುಪ್ಪು
484,Schluss::N,ахир,ಮುಕ್ತಾಯ
485,Zeit::N,чӏун,ಕಾಲ
486,Tag::N,кьини,ದಿನ
487,Morgen::N,кӏюрх,ಮುಂಜಾನೆ
488,Mittag::N,ахттайн,ನಡುಹಗಲು
489,Mittag::N,дяахттайн,ನಡುಹಗಲು
490,Mittag::N,ахттайн чӏун,ನಡುಹಗಲು
491,Abend::N,маркӏачӏан,ಸಂಜೆ
492,Nacht::N,хьхьу,ರಾತ್ರಿ
493,Woche::N,нюжмар,ವಾರ
494,Monat::N,барз,ತಿಂಗಳು
495,Jahr::N,шин,ಸಂವತ್ಸರ
496,Frühling::N,инт,ವಸಂತ
497,Sommer::N,гъи,ಬಿಸಿಲುಕಾಲ
498,Herbst::N,ссут,ಶರತ್ಕಾಲ
499,Winter::N,кӏи,ಚಳಿಗಾಲ
500,Januar::N,цалчинмур барз,ನಾಲ್ಚಳಿ
501,Februar::N,кӏилчинмур барз,ಅಯ್ಚಳಿ
502,März::N,шамилчинмур барз,ಮೊಬ್ಬೇಸಿಗೆ
503,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
504,April::N,мукьилчинмур барз,ಇಬ್ಬೇಸಿಗೆ
