,Concept_ID,ml,xal
621,nackt::A,നഡമായ,нүцкн
622,traurig::A,വിഷമമുള്ള,һундлта
623,lebendig::A,ഉപജീവനം,әмд
624,gut::A,നല്ല,сән
625,schlecht::A,മോശമായ,му
626,richtig::A,ശരിയായ,зөвтә
627,schlimm::A,വൃത്തികെട്ട,җигшүртә
628,wahr::A,ശരിയായ,үнн
629,wahr::A,ശരിയായ,мөн
630,alt::A,പഴയ,хуучн
631,neu::A,പുതിയ,шин
632,ehemalig::A,മുൻ,хуучн
633,alt[Lebewesen]::A,വയസ്സുള്ള,көгшн
634,jung::A,കൌമാരമായ,баһ
635,arm::A,പാവപ്പെട്ട,угатя
636,reich::A,സമ്പന്നമായ,байн
637,bekannt::A,പരിചിതമായ,таньл
638,bekannt::A,പരിചിതമായ,таньдг
639,berühmt::A,പ്രശസ്തനായ,туурсн
640,fremd::A,വൈദേശികമായ,күүнә
641,verschieden::A,വ്യത്യസ്തമായ,әдл биш
642,verschieden::A,വ്യത്യസ്തമായ,йилһәтә
643,nah::A,അരികത്തുള്ള,өөрхн
644,fern::A,അകലെയുള്ള,хол
645,linker::A,അവശേഷിച്ച,зүн
646,rechter::A,വലത്തേ,барун
647,anderer::A,മറ്റുള്ള,талдан
648,erster::A,ആദ്യത്തെ,негдгч
649,zweiter::A,രണ്ടാം,хойрдгч
650,dritter::A,മൂന്നാമത്,һурвдгч
651,letzter::A,അവസാനത്തെ,отхн
652,allein::ADV,തനിച്ചുള്ള,һанцарн
653,auf einmal::ADV,ഉടന്,нег дәкҗ
654,zusammen::ADV,ഒരുമിച്ച,хамдан
655,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,удан
656,plötzlich::ADV,പെട്ടെന്ന്,генткн
657,sofort::ADV,തത്ക്ഷണം,дарунь
658,später::ADV,പിന്നീട്,сүүлд
659,jetzt::ADV,ഇപ്പോൾ,ода
660,heute::ADV,ഇന്ന്,эндр
661,morgen::ADV,നാളെ,маңһдур
662,bald::ADV,ഉടനെ,дарунь
663,dann::ADV,അപ്പോൾ,дәкәд
664,gestern::ADV,ഇന്നലെ,өцклдүр
665,einst::ADV,പണ്ടൊരിക്കല്,нег саамд
666,damals::ADV,അപ്പോൾ,тиигхд
667,danach::ADV,പിന്നീട്,тегәд
668,vorher::ADV,മുൻപ്,урд
669,zuerst::ADV,ആദ്യം,түрүләд
670,einmal::ADV,ഒരിക്കൽ,нег дәкҗ
671,manchmal::ADV,ചിലപ്പോൾ,зәрмдән
672,oft::ADV,പലപ്പോഴും,хара биш
673,oft::ADV,പലപ്പോഴും,хатяр биш
674,oft::ADV,പലപ്പോഴും,дару-дарунь
675,immer::ADV,എപ്പോഴും,оньдинд
676,niemals::ADV,ഒരിക്കലും,кезә чмгн биш
677,hier::ADV,ഇവിടെ,энд
678,hier::ADV,ഇവിടെ,энүнд
679,hierhin::ADV,ഇവിടേക്ക്,нааран
680,von hier::ADV,ഇവിടെനിന്ന്,эндәс
681,dort::ADV,അവിടെ,тенд
682,dorthin::ADV,അവിടേക്ക്,тиигән
683,geradeaus::ADV,മുമ്പിൽ,шуд
684,geradeaus::ADV,മുമന്നോട്ട്,шуд
685,vorwärts::ADV,മുന്നോട്ട്,уралан
686,rückwärts::ADV,തലതിരിച്ച്,гедргән
687,zurück::ADV,പുറകിലേക്ക്,хәрү
688,unten::ADV,താഴെ,дор
689,hinab::ADV,താഴേക്ക്,дор
690,hinab::ADV,താഴേക്ക്,доракшан
691,oben::ADV,മുകളിൽ,деер
692,hinauf::ADV,മുകളിൽ,өөдән
693,hinauf::ADV,മുകളിൽ,деер
694,überall::ADV,എല്ലായിടത്തും,альд болв чигн
695,nicht::ADV,ഇല്ല,эс
696,nicht::ADV,ഇല്ല,биш
697,nicht::ADV,ഇല്ല,бичә
698,ein wenig::ADV,കുറച്ച്,баахн
699,ein wenig::ADV,കുറച്ച്,баахнар
700,kaum::ADV,കഷ്ടിച്ച്,әрә
701,sehr::ADV,വളരെ,йир
702,so::ADV,അങ്ങനെ,иигҗ
703,noch::ADV,ഇപ്പോഴും,ода чигн
704,nur::ADV,മാത്രം,һанцхн
705,schon::ADV,നേരത്തേ തന്നെ,одх
706,wieder::ADV,വീണ്ടും,бас
707,vergebens::ADV,വിഫല,киидән
708,vor::PRP,മുമ്പിൽ,урд
709,hinter::PRP,പുറകിൽ,ца
710,unter::PRP,കീഴിൽ,дор
711,durch::PRP,ഉള്ളിലൂടെ,ивт
712,durch::PRP,ഉള്ളിലൂടെ,дундаһур
713,neben::PRP,അടുത്ത്,хаҗуд
714,zwischen::PRP,ഇടയ്ക്ക്,хоорнд
715,wegen::PRP,നിമിത്തം,көлтә
716,wegen::PRP,നിമിത്തം,деерәс
717,dies::PRN,ഇത്,эн
718,das::PRN,അത്,тер
719,alles::PRN,എല്ലാം,цуһар
720,ich::PRN,ഞാൻ,би
721,du::PRN,നിങ്ങൾ,чи
722,er::PRN,അദ്ദേഹം,тер
723,er::PRN,അയാൾ,тер
724,er::PRN,അവൻ,тер
725,er::PRN,അവർ,тер
726,er::PRN,അവൾ,тер
727,wir::PRN,നമ്മൾ,мадн
728,ihr::PRN,നിങ്ങൾ,та
729,sie::PRN,അവർ,тедн
730,was::FPRN,എന്ത്,юн
731,wer::FPRN,ആര്,кен
732,wo::FADV,എവിടെ,хама
733,wohin::FADV,എവിടേക്ക്,хамаран
734,wie::FADV,എങ്ങനെ,яһҗ
735,wie::FADV,എങ്ങനെ,яһад
736,warum::FADV,എന്തുകൊണ്ട്,юңгад
737,wieviel::FNUM,എത്ര,кедү
738,eins::NUM,ഒന്ന്,негн
739,zwei::NUM,രണ്ട്,хойр
740,drei::NUM,മൂന്ന്,һурвн
741,vier::NUM,നാല്,дөрвн
742,fünf::NUM,അഞ്ച്,тавн
743,sechs::NUM,ആറ്,зурһан
744,sieben::NUM,ഏഴ്,долан
745,acht::NUM,എട്ട്,нәәмн
746,neun::NUM,ഒമ്പത്,йисн
747,zehn::NUM,പത്ത്,арвн
748,elf::NUM,പതിനൊന്ന്,арвн негн
749,zwölf::NUM,പന്ത്രണ്ട്,арвн хойр
750,zwanzig::NUM,ഇരുപത്,хөрн
751,dreißig::NUM,മുപ്പത്,һучн
752,vierzig::NUM,നാൽപ്പത്,дөчн
753,fünfzig::NUM,അൻപത്,тәвн
754,sechzig::NUM,അറുപത്,җирн
755,siebzig::NUM,എഴുപത്,далн
756,achtzig::NUM,എൺപത്,найн
757,neunzig::NUM,തൊണ്ണൂറ്,йирн
758,hundert::NUM,നൂറ്,зун
759,tausend::NUM,ആയിരം,миңһн
760,und::CNJ,ഉം,болн
761,oder::CNJ,അഥവാ,эс гиҗ
762,oder::CNJ,അഥവാ,эс гихлә
763,stehen::V,നിൽക്കുക,зогсх
764,sitzen::V,ഇരിക്കുക,суух
765,liegen::V,കിടക്കുക,кевтх
766,hängen::V,തൂങ്ങുക,өлгәтә бәәх
767,werden::V,ആയിത്തീരുക,болх
768,passieren::V,സംഭവിക്കുക,болх
769,beginnen::V,ആരംഭിക്കുക,эклх
770,enden::V,അവസാനിപ്പിക്കുക,төгсх
771,wechseln::V,മാറ്റുക,хүврх
772,aufgehen[Sonne]::V,ഉയരുക,һарх
773,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,орх
774,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,сүүрлх
775,scheinen[Sonne]::V,പ്രകാശിക്കുക,герлтх
776,donnern::V,ഇടിവെട്ടുക,күрҗңнх
777,wehen::V,വീശുക,сальклх
778,strömen::V,ഒഴുകുക,һооҗх
779,fließen::V,ഒഴുകുക,урсх
780,sich drehen::V,ചുറ്റുക,эргх
781,sich drehen::V,കറക്കുക,эргх
782,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,дәәвлх
783,schwingen::V,ആടുക,нәәхлх
784,fallen::V,വീഴുക,унх
785,fallen::V,വീഴുക,киисх
786,brennen::V,കത്തുക,шатх
787,rauchen::V,പുകയുക,ута һарһх
788,regnen::V,മഴ_പെയ്യുക,орх
789,gefrieren::V,തണത്ത്_മരവിക്കുക,мөстх
790,tauen::V,അലിയുക,хәәлх
791,schmelzen::V,ഉരുകുക,хәәлх
792,schmelzen::V,ഉരുകുക,хәәлгдх
793,trocknen::V,വരളുക,эврх
794,sieden::V,തിളപ്പിക്കുക,буслх
795,faulen::V,ചീയുക,үмкәрх
796,verfaulen::V,അഴുകുക,илҗрх
797,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,тасрх
798,versinken::V,മുക്കുക,чивх
799,vergehen::V,കടന്നുപോകുക,болх
800,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,һарх
801,verschwinden::V,അദൃശ്യമാകുക,уга болх
802,sinken::V,താഴുക,татгдх
803,abnehmen::V,കുറിയുക,хасгдх
804,zunehmen::V,വർദ്ധിക്കുക,өсх
805,steigen::V,ഉയരുക,немх
806,wachsen::V,വളരുക,өсх
807,wachsen::V,വളരുക,урһх
808,glänzen::V,മിന്നുക,гилвкх
809,funkeln::V,തിളങ്ങുക,цәклх
810,lärmen::V,ശബ്ദമുണ്ടാക്കുക,шууглдх
811,läuten::V,മണിമുഴങ്ങുക,хоңх
812,klingeln::V,ചിലമ്പുക,җиңнулх
813,klirren::V,കിലുക്കുക,җиңнх
814,brausen::V,മുഴങ്ങുക,догшрхх
815,rauschen::V,അനങ്ങുക,сарҗңнх
816,klingen::V,മുഴക്കുക,ә һарх
817,bellen::V,കുരയ്ക്കുക,хуцх
818,heulen::V,ഓരിയിടുക,уульх
819,blasen::V,ഊതുക,үләх
820,pfeifen::V,വിസിലടിക്കുക,ишкрх
821,schreien::V,ആക്രോശിക്കുക,хәәкрх
822,stöhnen::V,അരക്കം,түңшх
823,stöhnen::V,ആർത്തനാദം,түңшх
824,zittern::V,വിറയ്ക്കുക,дагҗннх
825,leben::V,താമസിക്കുക,бәәх
826,geboren werden::V,ജനിക്കുക,төрх
827,atmen::V,ശ്വസിക്കുക,әмсхлх
828,trinken::V,കുടിക്കുക,уух
829,essen::V,കഴിക്കുക,идх
830,schlucken::V,വിഴുങ്ങുക,зальгх
831,müde werden::V,ക്ഷീണിക്കുക,көшх
832,einschlafen::V,നിദ്രിക്കുക,унтх
833,schlafen::V,ഉറങ്ങുക,нөөрсх
834,aufwachen::V,ഉണരുക,серх
835,aufstehen::V,എഴുന്നേൽക്കുക,босх
836,sich erholen::V,വിശ്രമിക്കുക,амрх
837,krank werden::V,ദീനംപിടിക്കുക,гемтх
838,krank sein::V,രോഗികളാകുക,шалтглх
839,schmerzen::V,വേദനിക്കുക,өвдх
840,husten::V,ചുമയ്ക്കുക,ханях
841,genesen::V,സുഖപ്പെടുക,эдгх
842,sterben::V,മരിക്കുക,үкх
843,sterben::V,മരിക്കുക,өңгрх
844,umkommen::V,മരിക്കുക,үкх
845,sich bewegen::V,സ്ഥലം_മാറുക,көдлх
846,sich bewegen::V,സ്ഥലം_മാറുക,көндрх
847,sich rühren::V,ചലിക്കുക,көндрх
848,sich erheben::V,നിൽക്കുക,босх
849,sich setzen::V,ഇരിക്കുക,суух
850,hinfallen::V,വീഴുക,унх
851,hinfallen::V,വീഴുക,киисх
852,laufen::V,നടക്കുക,йовх
853,schreiten::V,നടക്കുക,алхх
854,spazierengehen::V,ഉലാത്തുക,сергҗ йовх
855,eilen::V,പാഞ്ഞെത്തുക,шулудх
856,sich beeilen::V,തിരിക്കുകൂട്ടുക,адһх
857,sich beeilen::V,തിരിക്കുകൂട്ടുക,шамдх
858,sich beeilen::V,തിടുക്കം_കാട്ടുക,адһх
859,sich beeilen::V,തിടുക്കം_കാട്ടുക,шамдх
860,sausen::V,കുതിക്കുക,хурдлх
861,sausen::V,കുതിക്കുക,йир_хурдар_гүүх
862,sausen::V,കുതിക്കുക,йир_хурдар_йовх
863,rennen::V,ഓടുക,гүүх
864,springen::V,ചാടുക,һәрәдх
865,klettern::V,കയറുക,давшх
866,schaukeln::V,ഇളകുക,дүүдңндх
867,kriechen::V,പതുങ്ങികയറുക,мөлкх
868,schwimmen::V,നീന്തുക,усчх
869,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,булхх
870,rudern::V,തുഴയുക,хәәвдх
871,fahren::V,വാഹനം ഓടിക്കുക,йовх
872,fliegen::V,പറക്കുക,нисх
873,gehen::V,പോകുക,йовх
874,weggehen::V,വിടുക,йовх
875,weggehen::V,വിടുക,одх
876,weggehen::V,വിടുക,һарх
877,weggehen::V,വിടുക,мөрлх
878,abfahren::V,പുറപ്പെടുക,мордх
879,anhalten::V,നിർത്തുക,зогсх
880,hineingehen::V,പ്രവേശിക്കുക,орх
881,eintreten::V,പ്രവേശിക്കുക,орх
882,kommen::V,വരുക,ирх
883,ankommen::V,എത്തിച്ചേരുക,ирх
884,zurückkommen::V,തിരിച്ചു വരുക,орх
885,bleiben::V,തുടരുക,бәәх
886,warten::V,കാത്തിരിക്കുക,күләх
887,erwarten::V,പ്രതീക്ഷിക്കുക,күләх
888,suchen::V,തിരയുക,хәәх
889,finden::V,കണ്ടെത്തുക,олх
890,versuchen::V,ശ്രമിക്കുക,седх
891,vorbereiten::V,തയ്യാറെടുക്കുക,белдх
892,lieben::V,സ്നേഹിക്കുക,дурлх
893,mögen::V,ഇഷ്ടപ്പെടുക,таассгдх
894,lachen::V,ചിരിക്കുക,инәх
895,rühren::V,ഹൃദയം സ്പർശിക്കുക,уйрах
896,weinen::V,തേങ്ങുക,уульх
897,schimpfen::V,പിറുപിറുക്കുക,харах
898,sich ärgern::V,കോപിക്കുക,уурлх
899,sich fürchten::V,പേടിക്കുക,әәх
900,fürchten::V,പേടിക്കുക,әәх
901,fürchten::V,പേടിക്കുക,сүрдх
902,fliehen::V,രക്ഷപ്പെടുക,зулх
903,flüchten::V,രക്ഷപ്പെടുക,орһх
904,flüchten::V,രക്ഷപ്പെടുക,зулх
905,sehen::V,കാണുക,үзх
906,anschauen::V,നോക്കുക,харх
907,ansehen::V,നോക്കുക,хәләх
908,ansehen::V,നോക്കുക,үзх
909,hören::V,കേൾക്കുക,соңсх
910,zuhören::V,ശ്രദ്ധിക്കുക,соңсх
911,probieren::V,രുചിയുള്ളതായി_തോന്നുക,амсх
912,riechen::V,മണത്തു_നോക്കുക,үнрчлх
913,fühlen::V,സ്പർശിച്ചറിയുക,медх
914,scheinen::V,കാണപ്പെടുക,болҗ медгдх
915,scheinen::V,കാണപ്പെടുക,миниһәр болхла
916,scheinen::V,കാണപ്പെടുക,болад бәәх
917,zu sehen sein::V,വെളിച്ചപ്പെടുക,үзгдх
918,vernehmen::V,കേൾക്കുക,соңсх
919,frieren::V,വിറയ്ക്കുക,даарх
920,tun::V,ചെയ്യുക,кех
921,können::V,കഴിയുക,чадх
922,wollen::V,വേണുക,дурлх
923,anfangen::V,തുടങ്ങുക,эклх
924,beenden::V,പൂർത്തിയാക്കുക,дуусх
925,aufhören::V,നിർത്തുക,уурх
926,gelingen::V,വിജയിക്കുക,бүтх
927,gelingen::V,വിജയിക്കുക,күцәх
928,geraten::V,പരിണമിക്കുക,болх
929,öffnen::V,തുറക്കുക,секх
930,schließen::V,അടയ്ക്കുക,хаах
931,stellen::V,വയ്ക്കുക,тәвх
932,setzen::V,വയ്ക്കുക,суулһх
933,legen::V,ഇടുക,тәвх
934,berühren::V,തൊടുക,көндәх
935,verbinden::V,ഘടിപ്പിക്കുക,боох
936,bedecken::V,മുടുക,хучх
937,bedecken::V,മുടുക,бүркх
938,aufhängen::V,കെട്ടിതൂക്കുക,өлгх
939,anzünden::V,കത്തിക്കുക,асах
940,anzünden::V,കത്തിക്കുക,шатах
941,aufheben::V,പെറുക്കിയെടുക്കുക,өөдән өргх
942,zurücklassen::V,വച്ചുപോരുക,үлдәх
943,verlieren::V,നഷ്ടപ്പെടുക,геех
944,fallen lassen::V,വീഴ്ത്തുക,алдх
945,machen::V,ഉണ്ടാക്കുക,кех
946,herstellen::V,ഉൽപാദിപ്പിക്കുക,кех
947,bauen::V,നിർമ്മിക്കുക,тосхх
948,reparieren::V,നന്നാക്കുക,ясх
949,verbessern::V,മെച്ചപ്പെടുക,сәәрүлх
950,ändern::V,മാറ്റംവരുത്തുക,хүврәх
951,graben::V,കുഴിക്കുക,малтх
952,beugen::V,വണങ്ങുക,нуһлх
953,biegen::V,കുനിയുക,матилһх
954,drehen::V,തിരിക്കുക,эргүлх
955,wenden::V,തിരിയുക,көмрх
956,wenden::V,തിരിയുക,эргүлх
957,umdrehen::V,തിരിയുക,эргүлх
958,heben::V,ഉയർത്തുക,өргх
959,heben::V,ഉയർത്തുക,деер өргх
960,hochheben::V,ഉയർത്തുക,өргх
961,ergreifen::V,ബലമായി_പിടിക്കുക,бәрх
962,halten::V,പിടിക്കുക,бәрх
963,drücken::V,അമർത്തുക,шахх
964,schieben::V,തള്ളുക,түлкх
965,kratzen::V,ചുരണ്ടുക,мааҗх
966,lecken::V,നക്കുക,долах
967,beißen::V,കടിക്കുക,хазх
968,abreißen::V,കീറിക്കളയുക,таслх
969,abschneiden::V,മുറിച്ചുമാറ്റുക,тәәрх
970,binden::V,കെട്ടുക,боох
971,stecken::V,തുളയ്ക്കുക,шаах
972,stecken::V,തുളയ്ക്കുക,хатхх
973,brechen::V,ഉടയുക,хамхлх
974,klopfen::V,തട്ടുക,цокх
975,hauen::V,അടിക്കുക,цокх
976,kleben::V,ഒട്ടിക്കുക,наах
977,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,зүлгх
978,streichen::V,പടർത്തുക,наах
979,streichen::V,പടർത്തുക,лашх
980,streichen::V,പടർത്തുക,түркх
981,schleifen::V,പൊടിക്കുക,хурцлх
982,schneiden::V,മുറിക്കുക,хәәчлх
983,rütteln::V,മുട്ടുക,дәәвлүлх
984,schütteln::V,കുലുക്കുക,сегсрх
985,schwenken::V,ആടുക,дайлх
986,schütten::V,ഒഴിക്കുക,кех
987,füllen::V,നിറയ്ക്കുക,дүүргх
988,einwickeln::V,പൊതിയുക,орах
989,tragen::V,വഹിക്കുക,зөөх
990,schleppen::V,വലിച്ചിഴയ്ക്കുക,чирх
991,ziehen::V,വലിക്കുക,татх
992,aufbewahren::V,വയ്ക്കുക,хадһлх
993,werfen::V,എറിയുക,хайх
994,fangen::V,പിടിക്കുക,бәрх
995,fangen::V,പിടിക്കുക,хавлх
996,packen::V,തട്ടിപ്പറിക്കുക,бәрх
997,verstecken::V,മറയ്ക്കുക,дүрх
998,verstecken::V,മറയ്ക്കുക,бултулх
999,teilen::V,വിഭജിക്കുക,хувах
1000,schicken::V,അയയ്ക്കുക,илгәх
1001,bringen::V,കൊണ്ടുവരുക,авч ирх
1002,hinzufügen::V,കൂട്ടുക,немх
1003,bekommen::V,കിട്ടുക,авх
1004,erhalten::V,സ്വീകരിക്കുക,авх 
1005,nehmen::V,എടുക്കുക,авх
1006,wählen::V,തിരഞ്ഞെടുക്കുക,шүүх
1007,auswählen::V,തിരഞ്ഞെടുക്കുക,шүүх
1008,bewahren::V,പുലർത്തുക,хадһлх
1009,bewahren::V,പുലർത്തുക,кевтнь үлдәх
1010,bewahren::V,പുലർത്തുക,кевтнь бәәлһх
1011,behindern::V,തടയിടുക,харшлх
1012,verderben::V,നശിപ്പിക്കുക,үрәх
1013,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,эвдх
1014,zerbrechen::V,ഉടയുക,күүлх
1015,zerbrechen::V,ഉടയുക,хамхлх
1016,zerreißen::V,കീറുക,шуучх
1017,zerstören::V,നശിപ്പിക്കുക,эвдх
1018,verbrennen::V,കത്തിനശിക്കുക,шатах
1019,verbrennen::V,കത്തിച്ചുകളയുക,шатах
1020,geben::V,കൊടുക്കുക,өгх
1021,geben::V,തരുക,өгх
1022,reichen::V,കൈമാറുക,өгх
1023,schenken::V,സമ്മാനം കൊടുക്കുക,белглх
1024,versprechen::V,വാഗ്ദാനം_നൽകുക,амлх
1025,wünschen::V,ആഗ്രഹിക്കുക,сә хәәх
1026,loben::V,പുകഴ്ത്തുക,магтх
1027,küssen::V,ഉമ്മവയ്ക്കുക,үмсх
1028,wiegen::V,ഇളകുക,саатулх
1029,zudecken::V,മുടുക,бүркх
1030,wecken::V,ഉണർത്തുക,серүлх
1031,zeigen::V,കാണിക്കുക,үзүлх
1032,führen::V,നടത്തുക,көтлх
1033,lehren::V,പഠിപ്പിക്കുക,заах
1034,lehren::V,പഠിപ്പിക്കുക,сурһх
1035,unterrichten::V,പരിശീലിപ്പിക്കുക,сурһх
1036,unterrichten::V,പരിശീലിപ്പിക്കുക,багшлх
1037,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,өскәх
1038,leiten::V,നയിക്കുക,һардх
1039,leiten::V,നയിക്കുക,толһалх
1040,antreiben::V,പ്രേരിപ്പിക്കുക,шамдах
1041,lassen::V,അനുവദിക്കുക,күч үзүлх
1042,einladen::V,ക്ഷണിക്കുക,үрх
1043,vereinigen::V,കൂടിച്ചേരുക,хамцулх
1044,besuchen::V,സന്ദർശിക്കുക,одх
1045,treffen::V,തമ്മിൽ കാണുക,харһх
1046,sich versammeln::V,സംയോജിപ്പിക്കുക,цуглрх
1047,sich versammeln::V,സംയോജിപ്പിക്കുക,хурх
1048,spielen::V,കളിക്കുക,наадх
1049,singen::V,പാടുക,дуулх
1050,tanzen::V,നൃത്തം ചെയ്യുക,биилх
1051,sich trennen::V,നേർപെടുത്തുക,хаһцх
1052,verlassen::V,പിൻവാങ്ങുക,хайх
1053,retten::V,രക്ഷിക്കുക,әм аврх
1054,retten::V,രക്ഷിക്കുക,әәмшгәс харсх
1055,bewachen::V,കാവൽനിൽക്കുക,харх
1056,bewachen::V,കാവൽനിൽക്കുക,манх
1057,schützen::V,പരിരക്ഷിക്കുക,харсх
1058,verteidigen::V,പ്രതിരോധിക്കുക,харсх
1059,sich schlagen::V,കലഹിക്കുക,гүвдлдх
1060,schießen::V,വെടിവെക്കുക,хах
1061,siegen::V,വിജയിക്കുക,диилх
1062,ärgern::V,വിഷമിപ്പിക്കുക,уурлулх
1063,schlagen::V,അടിക്കുക,цокх
1064,schlagen::V,അടിക്കുക,гүвдх
1065,treten::V,തൊഴിക്കുക,
1066,stechen::V,കുത്തുക,хатхх
1067,stoßen::V,തള്ളുക,түлкчкх
1068,stehlen::V,മോഷ്ടിക്കുക,хулхалх
1069,stören::V,ശല്യപ്പെടുത്തുക,һә болх
1070,belästigen::V,മെനക്കെടുക,амр эс өгх
1071,verbergen::V,മറയ്ക്കുക,нуух
1072,verbergen::V,മറയ്ക്കുക,бултулх
1073,verbergen::V,ഒളിക്കുക,нуух
1074,verbergen::V,ഒളിക്കുക,бултулх
1075,täuschen::V,കബളിപ്പിക്കുക,меклх
1076,betrügen::V,ചതിക്കുക,меклх
1077,betrügen::V,ചതിക്കുക,мек һарһх
1078,töten::V,കൊല്ലുക,алх
1079,wohnen::V,താമസിക്കുക,бәәх
1080,arbeiten::V,ജോലിചെയ്യുക,көдлх
1081,sammeln::V,സഞ്ചയിക്കുക,түүх
1082,pflücken::V,പറിച്ചെടുക്കുക,түүх
1083,pflücken::V,പറിച്ചെടുക്കുക,хурах
1084,jagen::V,വേട്ടയാടുക,аңнх
1085,jagen::V,വേട്ടയാടുക,аңһучлх
1086,fischen::V,മീൻ പിടിക്കുക,заһс аңнх
1087,fassen::V,പിടിക്കുക,бәрх
1088,hüten::V,ചേർക്കുക,хәрүлх
1089,treiben::V,വാഹനം_ഓടിക്കുക,туух
1090,anbinden::V,കെട്ടിയിടുക,уйх
1091,füttern::V,തീറ്റുക,теҗәх
1092,melken::V,പാലുകറക്കുക,саах
1093,hacken::V,വെട്ടിമുറിക്കുക,чавчх
1094,gießen::V,നനയ്ക്കുക,услх
1095,reifen::V,പാകമാകുക,болх
1096,reifen::V,പാകമാകുക,болвсрх
1097,zubereiten::V,പാചകം_ചെയ്യുക,белдх
1098,kochen::V,വേവിക്കുക,чанх
1099,kochen::V,വേവിക്കുക,болһх
1100,backen::V,ബേക്ക് ചെയ്യുക,болһх
1101,braten::V,പോരിക്കുക,хуурх
1102,umrühren::V,ഇളക്കുക,самрх
1103,stricken::V,മെടയുക,өлгх
1104,nähen::V,തുന്നുക,уйх
1105,färben::V,ചായം പൂശുക,будх
1106,reinigen::V,വൃത്തിയാക്കുക,цеврлх
1107,waschen::V,കഴുകുക,уһах
1108,abwischen::V,തുടയ്ക്കുക,арчх
1109,spülen::V,കഴുകുക,зәәлх
1110,fegen::V,അടിച്ചുവാരുക,сәвүрдх
1111,kehren::V,അടിച്ചുവാരുക,сәвүрдх
1112,baden::V,നീന്തിത്തുടിക്കുക,өөмх
1113,sich waschen::V,കഴുകുക,уһах
1114,sich waschen::V,കഴുകുക,бийән уһаҗ
1115,ausziehen::V,ഇഴുക്കുക,тәәлх
1116,anziehen::V,ഉടുക്കുക,өмсх
1117,sich anziehen::V,ധരിച്ച നേടുകയുക,хувцлх
1118,kämmen::V,മുടിചീകുക,самлх
1119,schmücken::V,അലങ്കരിക്കുക,чимх
1120,schmücken::V,അലങ്കരിക്കുക,кеерүлх
1121,sagen::V,പറയുക,келх
1122,sprechen::V,സംസാരിക്കുക,келх
1123,reden::V,സംസാരിക്കുക,күүндх
1124,reden::V,സംസാരിക്കുക,күр_кех
1125,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,күүндх
1126,fragen::V,ചോദിക്കുക,сурх
1127,bitten::V,അപേക്ഷിക്കുക,эрх
1128,erzählen::V,പറയുക,келх
1129,erzählen::V,പറയുക,келҗ өгх
1130,mitteilen::V,അറിയിക്കുക,медүлх
1131,nennen::V,പേരിടുക,нерәдх
1132,nennen::V,പേരിടുക,нер өгх
1133,rufen::V,വിളിക്കുക,дуудх
1134,prahlen::V,പൊങ്ങച്ചം പറയുക,көөрх
1135,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,орчулх
1136,denken::V,ചിന്തിക്കുക,санх
1137,glauben::V,വിശ്വസിക്കുക,шүтх
1138,glauben::V,വിശ്വസിക്കുക,нәәлх
1139,bemerken::V,ശ്രദ്ധിക്കുക,темдглх
1140,erkennen::V,തിരിചറിയുക,таньх
1141,erkennen::V,തിരിചറിയുക,медх
1142,begreifen::V,കൈപ്പിടിയിലാക്കുക,медх
1143,verstehen::V,മനസ്സിലാക്കുക,соңсх
1144,lernen::V,പഠിക്കുക,сурх
1145,wissen::V,അറിയുക,медх
1146,sich erinnern an::V,ഓർമിക്കുക,санх
1147,vergessen::V,മറക്കുക,мартх
1148,messen::V,അളക്കുക,кемҗәлх
1149,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,тоолх
1150,rechnen::V,ഗണിക്കുക,тоолх
1151,lesen::V,വായിക്കുക,умшх
1152,malen::V,ചിത്രം വരയ്ക്കുക,зурх
1153,zeichnen::V,വരയ്ക്കുക,зурх
1154,schreiben::V,എഴുതുക,бичх
1155,besitzen::V,സ്വന്തമാക്കുക,эзлх
1156,kaufen::V,വാങ്ങുക,хулдҗ авх
1157,verkaufen::V,വിൽക്കുക,хулдх
1158,verkaufen::V,വിൽക്കുക,гүүлгх
1159,bezahlen::V,പരിഹാരം ചെയ്യുക,өгх
1160,zahlen::V,പണം അടയ്ക്കുക,өгх
1161,beherrschen::V,ഭരിക്കുക,эзлх
1162,ertragen::V,താങ്ങുക,даах
