,Concept_ID,ce,nl
806,liegen::V,ӏилла,liggen
807,hängen::V,кхаза,hangen
808,werden::V,хила,worden
809,passieren::V,хила,gebeuren
810,beginnen::V,доло,beginnen
811,enden::V,дӏадерза,eindigen
812,wechseln::V,хийца,wijzigen
813,wechseln::V,хийца,veranderen
814,aufgehen[Sonne]::V,кхета,opgaan
815,untergehen[Sonne]::V,чубуза,ondergaan
816,scheinen[Sonne]::V,серло яла,schijnen
817,donnern::V,къекъа,donderen
818,wehen::V,хьекха,waaien
819,strömen::V,эха,stromen
820,fließen::V,охьаэха,vloeien
821,sich drehen::V,хьийза,draaien
822,sich drehen::V,хьийза,zich draaien
823,schwanken::V,леста,wankelen
824,schwingen::V,лесто,zwieren
825,fallen::V,охьакхета,vallen
826,brennen::V,дага,branden
827,rauchen::V,оза,roken
828,regnen::V,догlа догlу,regenen
829,gefrieren::V,гӏоро,bevriezen
830,tauen::V,даша,dooien
831,schmelzen::V,лала,smelten
832,trocknen::V,дакъо,drogen
833,sieden::V,кхехка,koken
834,sieden::V,кхехка,zieden
835,faulen::V,дахкадала,rotten
836,verfaulen::V,дахкадала,verrotten
837,reißen::V,хеда,scheuren
838,versinken::V,хичудаха,verzinken
839,vergehen::V,дlаэха,vergaan
840,erscheinen::V,схьадала,opdagen
841,erscheinen::V,схьадала,verschijnen
842,erscheinen::V,ӏоттадала,opdagen
843,erscheinen::V,ӏоттадала,verschijnen
844,verschwinden::V,къайладала,verdwijnen
845,sinken::V,лахдала,zinken
846,zunehmen::V,лакхадала,toenemen
847,steigen::V,хьаладала,stijgen
848,steigen::V,хьаладала,omhooggaan
849,wachsen::V,кхиа,groeien
850,glänzen::V,лепа,glanzen
851,glänzen::V,лепа,schitteren
852,funkeln::V,къега,fonkelen
853,lärmen::V,гӏовгӏаян,lawaai maken
854,läuten::V,детта,luiden
855,klingeln::V,дека,bellen
856,klirren::V,дека,rinkelen
857,brausen::V,хьаьдда даха,bruisen
858,rauschen::V,леста,ruisen
859,klingen::V,дека,klinken
860,bellen::V,лета,blaffen
861,heulen::V,угӏа,huilen
862,blasen::V,хӏуп баха,blazen
863,pfeifen::V,шок етта,fluiten
864,schreien::V,мохь бетта,gillen
865,schreien::V,мохь бетта,schreeuwen
866,stöhnen::V,узарш дан,steunen
867,zittern::V,дега,beven
868,zittern::V,дега,sidderen
869,leben::V,даха,leven
870,geboren werden::V,хила,geboren worden
871,atmen::V,садеӏа,ademen
872,trinken::V,мала,drinken
873,essen::V,кхалла,eten
874,schlucken::V,къурдбан,slikken
875,müde werden::V,кӏаддала,moe worden
876,einschlafen::V,наб кхета,inslapen
877,schlafen::V,вижа,slapen
878,schlafen::V,наб ян,slapen
879,schlafen::V,дижина хила,slapen
880,aufwachen::V,самадала,ontwaken
881,aufwachen::V,самадала,wakker worden
882,aufstehen::V,гӏатта,opstaan
883,sich erholen::V,садаӏа,zich ontspannen
884,krank werden::V,цомгуш хила,ziek worden
885,krank sein::V,цомгуш хила,ziek zijn
886,schmerzen::V,лаза,pijn doen
887,schmerzen::V,ӏийжа,pijn doen
888,husten::V,йовхарш етта,hoesten
889,genesen::V,тадала,genezen
890,sterben::V,дала,sterven
891,sterben::V,дала,overlijden
892,umkommen::V,хӏаллакхила,omkomen
893,sich bewegen::V,лела,zich bewegen
894,sich rühren::V,меттахъхьен,zich verroeren
895,sich erheben::V,хьалагlатта,oprijzen
896,sich erheben::V,хьалагlатта,verrijzen
897,sich setzen::V,хаа,gaan zitten
898,hinfallen::V,дожа,vallen
899,hinfallen::V,дожа,neervallen
900,hinfallen::V,охьакхета,vallen
901,hinfallen::V,охьакхета,neervallen
902,laufen::V,вада,lopen
903,laufen::V,хьада,lopen
904,schreiten::V,болар дан,stappen
905,schreiten::V,болар дан,schrijden
906,schreiten::V,ког баккха,stappen
907,schreiten::V,ког баккха,schrijden
908,spazierengehen::V,доладала,gaan wandelen
909,eilen::V,сихдала,ijlen
910,eilen::V,сихдала,haasten
911,sich beeilen::V,сихдала,zich haasten
912,rennen::V,дада,rennen
913,springen::V,ирхкхийсадала,springen
914,klettern::V,тӏедийла,klimmen
915,klettern::V,тӏедийла,klauteren
916,schaukeln::V,техко,schommelen
917,kriechen::V,такха,kruipen
918,schwimmen::V,некадан,zwemmen
919,tauchen::V,чулелха,duiken
920,rudern::V,дига лело,roeien
921,rudern::V,кема лело,roeien
922,fahren::V,хахка,rijden
923,fliegen::V,тӏемадала,vliegen
924,gehen::V,лeла,gaan
925,weggehen::V,дӏадаха,weggaan
926,abfahren::V,дӏадаха,vertrekken
927,anhalten::V,саца,stoppen
928,anhalten::V,саца,stilhouden
929,hineingehen::V,чудала,ingaan
930,hineingehen::V,чудала,binnengaan
931,eintreten::V,чудала,binnenkomen
932,kommen::V,кхача,komen
933,kommen::V,дӏакхача,komen
934,kommen::V,схьакхача,komen
935,ankommen::V,кхача,aankomen
936,ankommen::V,схьакхача,aankomen
937,zurückkommen::V,юхада,terugkomen
938,bleiben::V,диса,blijven
939,warten::V,хьежа,wachten
940,warten::V,cобар дан,wachten
941,erwarten::V,хьоьжуш ӏан,verwachten
942,suchen::V,леха,zoeken
943,finden::V,каро,vinden
944,versuchen::V,дан хьажа,proberen
945,versuchen::V,дан хьажа,beproeven
946,vorbereiten::V,кечъян,voorbereiden
947,lieben::V,деза,houden van
948,mögen::V,безамхила,lusten
949,mögen::V,безамхила,houden van
950,lachen::V,дела,lachen
951,rühren::V,хьедан,roeren
952,weinen::V,делха,huilen
953,weinen::V,делха,schreien
954,schimpfen::V,чехо,kijven
955,schimpfen::V,чехо,schelden
956,sich ärgern::V,оьгӏазъэха,zich ergeren
957,sich fürchten::V,кхера,bang zijn
958,fürchten::V,кхера,vrezen
959,fliehen::V,дӏадада,vluchten
960,flüchten::V,дӏадада,ontsnappen
961,flüchten::V,дӏадада,ontkomen
962,sehen::V,ган,zien
963,anschauen::V,хьажа,aankijken
964,anschauen::V,хьежа,aankijken
965,ansehen::V,хьовса,aanzien
966,ansehen::V,хьовса,bekijken
967,hören::V,хаза,horen
968,zuhören::V,ладогӏа,luisteren
969,probieren::V,хьажа,proeven
970,riechen::V,хьожа яха,ruiken
971,fühlen::V,хаадала,voelen
972,scheinen::V,мотта,lijken
973,zu sehen sein::V,гуш хила,te zien zijn
974,vernehmen::V,бартхатта,vernemen
975,frieren::V,гӏоро,het koud hebben
976,tun::V,дан,doen
977,können::V,дадала,kunnen
978,wollen::V,тӏергӏа,willen
979,anfangen::V,доло,beginnen
980,anfangen::V,доло,aanvangen
981,beenden::V,довла,beëindigen
982,aufhören::V,саца,ophouden
983,gelingen::V,кадала,lukken
984,gelingen::V,кадала,gelukken
985,geraten::V,хила,uitvallen
986,öffnen::V,дӏаделла,openen
987,öffnen::V,дӏаделла,opendoen
988,öffnen::V,схьаделла,openen
989,öffnen::V,схьаделла,opendoen
990,schließen::V,къовла,sluiten
991,schließen::V,къовла,dichtdoen
992,schließen::V,дӏачӏагӏа,sluiten
993,schließen::V,дӏачӏагӏа,dichtdoen
994,stellen::V,хlотто,stellen
995,stellen::V,хlотто,plaatsen
996,setzen::V,дийгӏа,zetten
997,setzen::V,дийгӏа,plaatsen
998,legen::V,охьадилла,leggen
999,berühren::V,хьедан,aanraken
1000,verbinden::V,вовшахтаса,verbinden
1001,bedecken::V,тилла,bedekken
1002,bedecken::V,тӏетаса,bedekken
1003,aufhängen::V,хьалаолла,ophangen
1004,anzünden::V,лато,aansteken
1005,aufheben::V,айа,oprapen
1006,zurücklassen::V,дита,achterlaten
1007,verlieren::V,дайа,verliezen
1008,fallen lassen::V,охьадожо,laten vallen
1009,machen::V,дан,maken
1010,herstellen::V,дан,produceren
1011,herstellen::V,дан,voortbrengen
1012,bauen::V,гӏишлоян,bouwen
1013,reparieren::V,тадан,repareren
1014,reparieren::V,тадан,herstellen
1015,verbessern::V,нисдан,verbeteren
1016,ändern::V,хийца,wijzigen
1017,ändern::V,хийца,veranderen
1018,graben::V,ахка,graven
1019,beugen::V,сатто,buigen
1020,biegen::V,сатто,buigen
1021,drehen::V,хьовзо,draaien
1022,umdrehen::V,хьовзo,omdraaien
1023,heben::V,айа,heffen
1024,heben::V,айа,optillen
1025,heben::V,хьалаайа,heffen
1026,heben::V,хьалаайа,optillen
1027,hochheben::V,хьалаайа,tillen
1028,ergreifen::V,дӏалаца,pakken
1029,ergreifen::V,дӏалаца,grijpen
1030,halten::V,латто,houden
1031,drücken::V,тӏетаӏо,drukken
1032,schieben::V,татта,duwen
1033,schieben::V,татта,schuiven
1034,kratzen::V,мӏараш тийса,krassen
1035,lecken::V,мотт хьекха,likken
1036,beißen::V,катoха,bijten
1037,abreißen::V,схьадаккха,afrukken
1038,abreißen::V,схьадаккха,afscheuren
1039,abschneiden::V,кхада,afsnijden
1040,binden::V,дӏадехка,binden
1041,binden::V,вовшахтаса,binden
1042,stecken::V,чудахийта,steken
1043,brechen::V,кагдан,breken
1044,klopfen::V,детта,kloppen
1045,hauen::V,етта,houwen
1046,kleben::V,тӏелато,plakken
1047,reiben::V,хьекхо,wrijven
1048,streichen::V,тlехьакха,smeren
1049,schleifen::V,ирдан,slijpen
1050,schneiden::V,ларга,snijden
1051,rütteln::V,лесто,schudden
1052,schütteln::V,лесто,schudden
1053,schwenken::V,лесто,wuiven
1054,schwenken::V,лесто,zwaaien
1055,schütten::V,дотта,gieten
1056,schütten::V,дотта,storten
1057,füllen::V,дуза,vullen
1058,einwickeln::V,хьарчо,inwikkelen
1059,tragen::V,дахьа,dragen
1060,schleppen::V,ийзо,slepen
1061,ziehen::V,озо,trekken
1062,aufbewahren::V,ӏалашдан,bewaren
1063,werfen::V,кхосса,gooien
1064,fangen::V,леца,vangen
1065,packen::V,леца,pakken
1066,packen::V,леца,vastpakken
1067,verstecken::V,къайладаккха,verstoppen
1068,teilen::V,декъа,delen
1069,schicken::V,дӏадахьийта,sturen
1070,bringen::V,дан,brengen
1071,hinzufügen::V,тӏетоха,toevoegen
1072,bekommen::V,даккха,verkrijgen
1073,erhalten::V,даккха,krijgen
1074,nehmen::V,схьаэца,nemen
1075,wählen::V,харжа,kiezen
1076,wählen::V,харжа,verkiezen
1077,auswählen::V,харжа,uitkiezen
1078,bewahren::V,lалашдан,bewaren
1079,behindern::V,новкъарло ян,hinderen
1080,verderben::V,талхо,bederven
1081,beschädigen::V,дохо,beschadigen
1082,zerbrechen::V,дохо,breken
1083,zerbrechen::V,дохо,stukbreken
1084,zerbrechen::V,кагдан,breken
1085,zerbrechen::V,кагдан,stukbreken
1086,zerreißen::V,хадо,scheuren
1087,zerreißen::V,хадо,verscheuren
1088,zerstören::V,дохо,vernielen
1089,zerstören::V,кагдан,vernielen
1090,verbrennen::V,даго,branden
1091,verbrennen::V,даго,verbranden
1092,geben::V,яла,geven
1093,reichen::V,дӏадала,reiken
1094,reichen::V,дӏадала,aanreiken
1095,reichen::V,дӏакховдо,reiken
1096,reichen::V,дӏакховдо,aanreiken
1097,schenken::V,совгӏат дан,schenken
1098,versprechen::V,ваӏда дан,beloven
1099,wünschen::V,лаа,wensen
1100,loben::V,хасто,loven
1101,loben::V,хасто,prijzen
1102,küssen::V,оба яккха,kussen
1103,wiegen::V,тахка,wiegen
1104,zudecken::V,тӏетаса,toedekken
1105,wecken::V,самадаккха,wekken
1106,zeigen::V,гайта,tonen
1107,zeigen::V,гайта,wijzen
1108,führen::V,дига,voeren
1109,lehren::V,ӏамо,leren
1110,unterrichten::V,хьеха,onderwijzen
1111,aufziehen::V,кхио,grootbrengen
1112,leiten::V,урхалла дан,leiden
1113,antreiben::V,сихдан,aandrijven
1114,lassen::V,-йта,laten
1115,einladen::V,кхайкха,uitnodigen
1116,vereinigen::V,цхьаьнатоха,verenigen
1117,besuchen::V,хьажахIотта,bezoeken
1118,treffen::V,дуьхьалкхета,treffen
1119,treffen::V,дуьхьалкхета,ontmoeten
1120,sich versammeln::V,гулдан,zich verzamelen
1121,spielen::V,ловза,spelen
1122,singen::V,лакха,zingen
1123,tanzen::V,хелхадала,dansen
1124,sich trennen::V,къаста,van elkaar gaan
1125,verlassen::V,дита,verlaten
1126,retten::V,кӏелхьардаккха,redden
1127,bewachen::V,ха дан,bewaken
1128,schützen::V,лардан,beschermen
1129,verteidigen::V,лардан,verdedigen
1130,sich schlagen::V,етта,knokken
1131,schießen::V,детта,schieten
1132,siegen::V,тола,overwinnen
1133,ärgern::V,оьгӏаздахийта,ergeren
1134,schlagen::V,тоха,slaan
1135,treten::V,мийра тоха,trappen
1136,treten::V,мийра тоха,schoppen
1137,stechen::V,ӏотта,steken
1138,stechen::V,ӏотта,prikken
1139,stechen::V,къовзо,steken
1140,stechen::V,къовзо,prikken
1141,stoßen::V,татта,stoten
1142,stehlen::V,лачкъо,stelen
1143,stören::V,новкъарло ян,storen
1144,stören::V,новкъарло ян,verstoren
1145,belästigen::V,сагатдан,lastig vallen
1146,verbergen::V,къайладаккха,verbergen
1147,täuschen::V,ӏexo,misleiden
1148,betrügen::V,ледан,bedriegen
1149,töten::V,ден,doden
1150,wohnen::V,даха,wonen
1151,arbeiten::V,къахьега,werken
1152,sammeln::V,гулдан,inzamelen
1153,sammeln::V,гулдан,verzamelen
1154,pflücken::V,даха,plukken
1155,jagen::V,талла,jagen
1156,fischen::V,чӏерий леца,vissen
1157,fassen::V,лаца,vangen
1158,fassen::V,схьалаца,vangen
1159,hüten::V,лардан,hoeden
1160,treiben::V,лахка,drijven
1161,anbinden::V,дӏадехка,vastbinden
1162,füttern::V,хӏума яла,voeren
1163,melken::V,оза,melken
1164,gießen::V,хи тоха,gieten
1165,reifen::V,хьекъа,rijpen
1166,zubereiten::V,кечъян,klaarmaken
1167,zubereiten::V,кечъян,toebereiden
1168,zubereiten::V,кхача бан,klaarmaken
1169,zubereiten::V,кхача бан,toebereiden
1170,kochen::V,кхача бан,koken
1171,backen::V,датта,bakken
1172,braten::V,кхарза,braden
1173,umrühren::V,кего,omroeren
1174,nähen::V,тега,naaien
1175,färben::V,басардан,verven
1176,färben::V,басардан,kleuren
1177,reinigen::V,цӏандан,reinigen
1178,waschen::V,йила,wassen
1179,waschen::V,йитта,wassen
1180,waschen::V,дӏадайа,wassen
1181,abwischen::V,дӏадайа,afvegen
1182,spülen::V,хи кхарза,spoelen
1183,spülen::V,хи кхарза,afwassen
1184,fegen::V,нуй хьакха,vegen
1185,kehren::V,нуй хьакха,vegen
1186,baden::V,лийча,baden
1187,sich waschen::V,юьхь йила,zich wassen
1188,ausziehen::V,духар дӏадаккха,uittrekken
1189,sich anziehen::V,духа,zich aankleden
1190,kämmen::V,ехк хьакха,kammen
1191,schmücken::V,хаздан,tooien
1192,sagen::V,ала,zeggen
1193,sprechen::V,баха,spreken
1194,sprechen::V,мотт бийца,spreken
1195,reden::V,къамел дан,praten
1196,sich unterhalten::V,къамел дан,zich onderhouden
1197,fragen::V,хатта,vragen
1198,bitten::V,деха,vragen
1199,bitten::V,деха,verzoeken
1200,erzählen::V,дийца,vertellen
1201,mitteilen::V,хаам бан,meedelen
1202,nennen::V,цӏе яккха,noemen
1203,rufen::V,кхайкха,roepen
1204,prahlen::V,куралла ян,pralen
1205,prahlen::V,дозалла дан,pralen
1206,übersetzen::V,гоч дан,vertalen
1207,denken::V,ойла ян,denken
1208,glauben::V,теша,geloven
1209,bemerken::V,ган,bemerken
1210,erkennen::V,довза,herkennen
1211,begreifen::V,кхета,begrijpen
1212,verstehen::V,кхета,verstaan
1213,lernen::V,деша,leren
1214,wissen::V,хаа,weten
1215,sich erinnern an::V,дагадан,zich herinneren aan
1216,vergessen::V,дицдала,vergeten
1217,messen::V,дуста,meten
1218,zählen::V,дагардан,tellen
1219,rechnen::V,лара,rekenen
1220,lesen::V,еша,lezen
1221,malen::V,сурт дилла,schilderen
1222,zeichnen::V,сурт дилла,tekenen
1223,schreiben::V,яздан,schrijven
1224,besitzen::V,доладан,bezitten
1225,kaufen::V,эца,kopen
1226,verkaufen::V,дохка,verkopen
1227,bezahlen::V,мах бала,betalen
1228,zahlen::V,мах бала,betalen
1229,beherrschen::V,собаре хила,beheersen
1230,ertragen::V,лан,verdragen
1231,ertragen::V,сатоха,verdragen
1232,ertragen::V,садетта,verdragen
1233,Schwarm::N,,zwerm
1234,Schlinge::N,,strop
1235,Art::N,,slag
1236,Art::N,,soort
1237,Entfernung::N,,afstand
1238,Griff::N,,handvat
1239,Figur::N,,figuur
1240,Bogen[Waffe]::N,,boog
1241,so::ADV,,zo
1242,abnehmen::V,,afnemen
1243,abnehmen::V,,verminderen
1244,sausen::V,,stuiven
1245,wenden::V,,keren
1246,wenden::V,,wenden
1247,hacken::V,,hakken
1248,stricken::V,,breien
1249,anziehen::V,,aantrekken
