,Concept_ID,sk,ko
71,Staub::N,prach,먼지
72,Rauch::N,dym,연기
73,Funke::N,iskra,불티
74,Feuer::N,oheň,불
75,Licht::N,svetlo,불
76,Schatten::N,tieň,어스레함
77,Wetter::N,počasie,기상
78,Nebel::N,hmla,안개
79,Wolke::N,oblak,구름
80,Wolke::N,mračno,구름
81,Regen::N,dážď,비
82,Schnee::N,sneh,눈
83,Eis::N,ľad,얼음
84,Frost::N,mráz,혹한
85,Kälte::N,zima,추위
86,Kälte::N,zima,차가움
87,Kälte::N,chlad,추위
88,Kälte::N,chlad,차가움
89,Hitze::N,horúčava,고온
90,Hitze::N,horúčava,더위
91,Raureif::N,srieň,
92,Raureif::N,inovať,
93,Regenbogen::N,dúha,무지개
94,Donner::N,hrom,뇌명
95,Strömung::N,prúdenie,유동
96,Tropfen::N,kvapka,물방울
97,Schaum::N,pena,포말
98,Schmutz::N,špina,때
99,Schmutz::N,nečistota,때
100,See::N,jazero,호수
101,Sumpf::N,bahno,습지
102,Moor::N,močiar,저습지
103,Wiese::N,lúka,목초지
104,Wald::N,les,숲
105,Wald::N,hora,숲
106,Hügel::N,vŕšok,언덕
107,Anhöhe::N,výšina,언덕
108,Anhöhe::N,vyvýšenina,언덕
109,Berg::N,hora,산
110,Gipfel::N,vrchol,졀졍
111,Höhle::N,jaskyňa,공동
112,Abhang::N,úbočie,몰매
113,Quelle::N,prameň,근원
114,Bach::N,potok,내
115,Fluss::N,rieka,강
116,Ufer::N,breh,강변
117,Ufer::N,breh,바닷가
118,Küste::N,pobrežie,해변
119,Küste::N,pobrežie,해변가
120,Festland::N,pevnina,본토
121,Meer::N,more,바다
122,Bucht::N,záliv,협만
123,Bucht::N,zátoka,협만
124,Insel::N,ostrov,섬
125,Blume::N,kvet,꽃
126,Blume::N,kvetina,꽃
127,Gras::N,tráva,풀
128,Wurzel::N,koreň,뿌리
129,Baum::N,strom,나무
130,Stamm::N,kmeň,대
131,Rinde::N,kôra,나무껍질
132,Ast::N,konár,가지
133,Zweig::N,vetva,가지
134,Blatt::N,list,잎
135,Birke::N,breza,자작나무
136,Kiefer[Baum]::N,sosna,소나무
137,Kiefer[Baum]::N,borovica,소나무
138,Weide[Baum]::N,vŕba,쉬양버들
139,Tanne::N,jedľa,전나무
140,Horn::N,roh,뿔
141,Feder::N,pero,깃털
142,Fell::N,koža,피혁모피
143,Fell::N,kožušina,피혁모피
144,Flügel::N,krídlo,날개
145,Klaue::N,paznecht,갈고리 발톺
146,Kralle::N,pazúr,발툭
147,Schwanz::N,chvost,꼬리
148,Ei::N,vajce,알
149,Ei::N,vajíčko,알
150,Nest::N,hniezdo,보금자리
151,Bau::N,nora,굴
152,Tier::N,zviera,짐승
153,Herde::N,stádo,가축의떼
154,Kuh::N,krava,암소
155,Bulle::N,býk,황소
156,Pferd::N,kôň,말
157,Schaf::N,ovca,양
158,Schwein::N,sviňa,돼지
159,Hund::N,pes,개
160,Katze::N,mačka,고양이
161,Bär::N,medveď,콤
162,Eichhörnchen::N,veverička,다람쥐
163,Elch::N,los,고라니
164,Fuchs::N,líška,여우
165,Hase::N,zajac,토끼
166,Maus::N,myš,쥐
167,Wolf::N,vlk,늑대
168,Vogel::N,vták,새
169,Schwarm::N,roj,뗴
170,Huhn::N,kurča,암탉
171,Huhn::N,sliepka,암탉
172,Hahn::N,kohút,수탉
173,Gans::N,hus,거위
174,Adler::N,orol,수리
175,Ente::N,kačka,오리
176,Ente::N,kačica,오리
177,Eule::N,sova,부엉이
178,Kranich::N,žeriav,두루미
179,Krähe::N,vrana,까마귀
180,Kuckuck::N,kukučka,뻐꾸기
181,Schwan::N,labuť,배조
182,Fisch::N,ryba,물고기
183,Barsch::N,ostriež,농어
184,Hecht::N,šťuka,에속스
185,Schlange[Tier]::N,had,뱀
186,Wurm::N,červ,벌레
187,Spinne::N,pavúk,거미
188,Ameise::N,mravec,개미
189,Laus::N,voš,이
190,Mücke::N,komár,모기
191,Fliege::N,mucha,날기
192,Schmetterling::N,motýľ,나비
193,Beere::N,bobuľa,장과
194,Apfel::N,jablko,사과
195,Pilz::N,hríb,고방이
196,Zwiebel::N,cibuľa,양파
197,Saat::N,osivo,씨
198,Korn::N,zrno,알맹이
199,Heu::N,seno,건초
200,Schale::N,šupa,피상
201,Schale::N,škrupina,피상
202,Grube::N,jama,
203,Falle::N,pasca,함정
204,Falle::N,klepec,함정
205,Schlinge::N,slučka,올가미
206,Schlinge::N,slučka,멜빵붕대
207,Spur::N,stopa,발지국
208,Asche::N,popol,재
209,Dreck::N,kal,똥
210,Dreck::N,kal,오물
211,Dreck::N,blato,똥
212,Dreck::N,blato,오물
213,Eisen::N,železo,쇠
214,Eisen::N,železo,철
215,Gold::N,zlato,항금
216,Silber::N,striebro,은
217,Kohle::N,uhlie,슻
218,Glas::N,sklo,유리
219,Lehm::N,íl,찰흙
220,Lehm::N,hlina,찰흙
221,Sand::N,piesok,모래
222,Mensch::N,človek,사람
223,Mann::N,muž,남자
224,Mann::N,chlap,남자
225,Frau::N,žena,여자
226,Kind::N,dieťa,아이
227,Junge::N,chlapec,소녁
228,Mädchen::N,dievka,소녀
229,Familie::N,rodina,가족
230,Großvater::N,dedo,할아버지
231,Großvater::N,starý otec,할아버지
232,Großmutter::N,babička,할머니
233,Großmutter::N,stará mať,할머니
234,Eltern::N,rodičia,어버오
235,Vater::N,otec,아버지
236,Mutter::N,mať,어머니
237,Mutter::N,matka,어머니
238,Sohn::N,syn,아들
239,Tochter::N,dcéra,딸기
240,Bruder::N,brat,형제
241,Schwester::N,sestra,누이
242,Onkel::N,ujo,백부
243,Onkel::N,strýko,백부
244,Tante::N,teta,아주머니
245,Tante::N,tetka,아주머니
246,Ehemann::N,muž,남편
247,Ehemann::N,manžel,남편
248,Ehefrau::N,žena,아내
249,Ehefrau::N,manželka,아내
250,Freude::N,radosť,기쁨
251,Gelächter::N,smiech,웃음
252,Glück::N,šťastie,즐거움
253,Kummer::N,žiaľ,슬픔
254,Kummer::N,zármutok,슬픔
255,Wunsch::N,prianie,소망
256,Lust::N,chuť,
257,Geist::N,duch,할기
258,Gedanke::N,myšlienka,상념
259,Gedächtnis::N,pamäť,기억
260,Verstand::N,rozum,분별
261,Verstand::N,rozum,지능
262,Sinn::N,zmysel,센스
263,Grund::N,dôvod,까닭
264,Grund::N,príčina,까닭
265,Wahrheit::N,pravda,참
266,Wahrheit::N,pravda,진실
267,Gespräch::N,reč,대화
268,Gespräch::N,rozhovor,대화
269,Märchen::N,rozprávka,동화
270,Erzählung::N,poviedka,이야기
271,Nachricht::N,správa,
272,Neuigkeit::N,novinka,뉴스
273,Name::N,meno,이름
274,Rätsel::N,záhada,수수께끼
275,Rätsel::N,hádanka,수수께끼
276,Rede::N,reč,연설
277,Sprache::N,reč,말
278,Sprache::N,jazyk,말
279,Stimme::N,hlas,목소리
280,Wort::N,slovo,낱말
281,Zeichen::N,znak,신호
282,Ruf::N,volanie,부름
283,Ruf::N,zavolanie,부름
284,Lärm::N,hluk,소동
285,Lärm::N,hurhaj,소동
286,Laut::N,zvuk,음성
287,Ton::N,tón,목소리
288,Ton::N,zvuk,목소리
289,Lied::N,pieseň,노래
290,Ruhe::N,pokoj,쉼
291,Leute::N,ľudia,사람들
292,Volk::N,ľud,국중
293,Volk::N,národ,국중
294,Arbeit::N,práca,근로
295,Arbeit::N,práca,너무
296,Arbeit::N,robota,근로
297,Arbeit::N,robota,너무
298,Gast::N,hosť,손님
299,Geschenk::N,dar,행하
300,Spiel::N,hra,무리
301,Gesellschaft::N,spoločnosť,교제
302,Hilfe::N,pomoc,거들음
303,Hilfe::N,pomoc,보좌
304,Freund::N,priateľ,친구
305,Kamerad::N,kamarát,동실자
306,Angelegenheit::N,vec,용무
307,Angelegenheit::N,záležitosť,용무
308,Anzahl::N,počet,어떤
309,Anzahl::N,počet,수
310,Anzahl::N,množstvo,어떤
311,Anzahl::N,množstvo,수
312,Art::N,druh,정류
313,Stück::N,kus,일부분
314,Stück::N,kúsok,일부분
315,Teil::N,časť,몱
316,Teil::N,časť,구훠
317,Hälfte::N,polka,2분의
318,Hälfte::N,polovica,2분의
319,Kreis::N,kruh,고리
320,Kreuz::N,kríž,열십자
321,Linie::N,línia,선
322,Strich::N,čiara,스침
323,Abstand::N,vzdialenosť,거리
324,Entfernung::N,vzdialenosť,거리
325,Gegend::N,kraj,곳
326,Gegend::N,kraj,부금
327,Gegend::N,krajina,곳
328,Gegend::N,krajina,부금
329,Platz::N,miesto,장소
330,Ort::N,miesto,장소
331,Seite::N,bok,옆면
332,Seite::N,strana,옆면
333,Mitte::N,stred,궁간
334,Gegenstand::N,predmet,항목
335,Sache::N,vec,뭉에
336,Rand::N,kraj,가
337,Rand::N,okraj,가
338,Kante::N,hrana,귀퉁
339,Ecke::N,roh,구석
340,Spitze::N,hrot,끝
341,Spitze::N,hrot,참단
342,Spitze::N,špička,끝
343,Spitze::N,špička,참단
344,Ende::N,koniec,말당
345,Loch::N,diera,빙옷
346,Winkel::N,kút,각도
347,Muster::N,vzor,본
348,Muster::N,vzor,견복
349,Muster::N,vzorka,본
350,Muster::N,vzorka,견복
351,Größe::N,veľkosť,신장
352,Länge::N,dĺžka,길이긺
353,Höhe::N,výška,높이
354,Gewicht::N,váha,추
355,Menge::N,množstvo,수양
356,Haufen::N,hŕba,퇴적
357,Reihe::N,rad,열
358,Boot::N,čln,보트
359,Ruder::N,veslo,노
360,Schlitten::N,sane,썰매
361,Ski::N,lyža,스키
362,Lagerfeuer::N,táborák,캠프의 모닥불
363,Last::N,ťarcha,무거운짐
364,Last::N,bremeno,무거운짐
365,Gang::N,chôdza,걸음
366,Schritt::N,krok,보조
367,Norden::N,sever,북쪽 
368,Süden::N,juh,남쪽
369,Westen::N,západ,서쪽
370,Osten::N,východ,동쪽
371,Holz::N,drevo,목재
372,Brett::N,doska,마루널
373,Platte::N,doska,탤
374,Platte::N,doska,금속판
375,Platte::N,platňa,탤
376,Platte::N,platňa,금속판
377,Stütze::N,opora,버팀목
378,Stange::N,tyč,장대
379,Stock::N,palica,막대기
380,Stab::N,palica,작대기
381,Rohr::N,rúra,갈대
382,Haus::N,dom,집
383,Heim::N,domov,집
384,Ofen::N,pec,아궁이
385,Ofen::N,kachle,아궁이
386,Fußboden::N,dlážka,마루
387,Fußboden::N,podlaha,마루
388,Tisch::N,stôl,탁자
389,Stuhl::N,stolička,의자
390,Wiege::N,kolíska,발상지
391,Bett::N,lôžko,침대
392,Bett::N,posteľ,침대
393,Regal::N,regál,서가
394,Regal::N,polica,서가
395,Kiste::N,debna,짐궤
396,Fenster::N,okno,눔
397,Fenster::N,oblok,눔
398,Tür::N,dvere,문
399,Tor::N,vráta,대문
400,Zaun::N,plot,담장
401,Zaun::N,ohrada,담장
402,Dach::N,krov,지붕
403,Dach::N,strecha,지붕
404,Leiter::N,rebrík,사닥다리
405,Leiter::N,rebrina,사닥다리
406,Besen::N,metla,비
407,Spaten::N,rýľ,가래
408,Schaufel::N,lopata,삽
409,Gabel::N,vidlička,갈래
410,Löffel::N,lyžica,숟가락
411,Messer::N,nôž,나이프
412,Nagel::N,klinec,발툽
413,Netz::N,sieť,그물
414,Haken::N,hák,갈고리
415,Haken::N,háčik,갈고리
416,Griff::N,rukoväť,움켜쥠
417,Schloss::N,zámka,자물쇠
418,Bild::N,obraz,그림
419,Figur::N,figúra,몸메
420,Puppe::N,bábka,인형
421,Puppe::N,bábika,인형
422,Beutel::N,vrece,클
423,Beutel::N,vrecko,클
424,Bündel::N,uzlík,자근다발
425,Bündel::N,zväzok,자근다발
426,Tasche::N,taška,가방
427,Tasche::N,kabelka,가방
428,Eimer::N,vedro,동이
429,Deckel::N,vrchnák,뚜껑
430,Deckel::N,pokrývka,뚜껑
431,Geschirr::N,nádoba,식시
432,Sack::N,mech,조갑
433,Sack::N,vrece,조갑
434,Tasse::N,šálka,차잔
435,Topf::N,hrniec,단지
436,Kessel::N,kotol,주전자
437,Essen::N,jedlo,먹기
438,Nahrung::N,strava,식료
439,Nahrung::N,potrava,식료
440,Speise::N,jedlo,음식물
441,Fleisch::N,mäso,고기
442,Getreide::N,obilie,곡물
443,Brei::N,kaša,젤리
444,Brot::N,chlieb,빵
445,Scheibe::N,kotúč,원반
446,Scheibe::N,krajec,원반
447,Fett::N,tuk,기름
448,Fett::N,masť,기름
449,Butter::N,maslo,버터
450,Öl::N,olej,올리브유
451,Salz::N,soľ,소금
452,Suppe::N,polievka,국
453,Suppe::N,polievka,수프
454,Honig::N,med,감미
455,Milch::N,mlieko,유즙
456,Tee::N,čaj,차
457,Leder::N,koža,가죽
458,Wolle::N,vlna,양털
459,Stoff::N,súkno,패료
460,Nadel::N,ihla,바늘
461,Faden::N,niť,콘실
462,Faden::N,vlákno,콘실
463,Knopf::N,gombík,단추
464,Knoten::N,uzol,곁절
465,Farbe::N,farba,색
466,Kleidung::N,šaty,옷입기
467,Kleidung::N,šatstvo,옷입기
468,Hemd::N,košeľa,속옷
469,Kragen::N,golier,깃
470,Ärmel::N,rukáv,소매
471,Hose::N,nohavice,바지
472,Gürtel::N,pás,밴드
473,Gürtel::N,opasok,밴드
474,Mütze::N,čiapka,모자
475,Schuh::N,obuv,구두
476,Schuh::N,topánka,구두
477,Stiefel::N,čižma,장화
478,Ring::N,prsteň,고리
479,Band::N,stuha,리본
480,Kamm::N,hrebeň,빗
481,Spiegel::N,zrkadlo,거울
482,Riemen::N,remeň,가죽끈
483,Schnur::N,šnúra,밧줄
484,Leine::N,vodidlo,고삐줄
485,Decke::N,deka,이부자리
486,Decke::N,prikrývka,이부자리
487,Kissen::N,poduška,깔개
488,Tuch::N,šatka,천
489,Handtuch::N,uterák,수건
490,Kraft::N,moc,세력
491,Stärke::N,sila,힘
492,Gesundheit::N,zdravie,위생
493,Krankheit::N,nemoc,병
494,Krankheit::N,choroba,병
495,Schmerz::N,bolesť,아픔고통
496,Wunde::N,rana,상처
497,Fieber::N,horúčka,열별
498,Arznei::N,liek,약
499,Brücke::N,most,교량
500,Brunnen::N,studňa,원천
501,Weide::N,pastva,목장
502,Pfad::N,chodník,좁은길
503,Weg::N,cesta,길
504,Straße::N,hradská,길
505,Dorf::N,dedina,촌
506,Dorf::N,dedina,촌락
507,Stadt::N,mesto,도시
508,Brief::N,list,서한
509,Buch::N,kniha,책
510,Buchstabe::N,litera,문자
511,Buchstabe::N,písmeno,문자
512,Zeitung::N,noviny,신문
513,Leben::N,život,삶
514,Tod::N,smrť,죽음
515,Grab::N,hrob,무덤
516,Kirche::N,kostol,교회
517,Sünde::N,hriech,부정
518,Gott::N,boh,하느님
519,Arbeiter::N,robotník,일하는사람
520,Arbeiter::N,pracnovík,일하는사람
521,Chef::N,šéf,사장
522,Chef::N,riaditeľ,사장
523,Meister::N,majster,명인
524,Meister::N,majster,대가
525,Arzt::N,lekár,의사
526,Lehrer::N,učiteľ,교사
527,Geld::N,peniaze,돈
528,Geschäft::N,obchod,일
529,Laden::N,obchod,가게
530,Preis::N,cena,가격
531,Ware::N,tovar,상품
532,Nutzen::N,osoh,이익
533,Nutzen::N,úžitok,이익
534,Reichtum::N,bohatstvo,많음
535,Welt::N,svet,세상
536,Land::N,územie,지방
537,Land::N,krajina,지방
538,Staat::N,štát,국가
539,König::N,kráľ,국왕
540,Macht::N,moc,힘
541,Macht::N,mocnosť,힘
542,Grenze::N,hranica,국경
543,Krieg::N,vojna,전쟁
544,Feind::N,nepriateľ,적
545,Gewalt::N,násilie,권력
546,Kampf::N,boj,전투
547,Bogen[Waffe]::N,luk,활
548,Pfeil::N,šíp,화살
549,Pfeil::N,strela,화살
550,Gewehr::N,puška,무기
551,Fehler::N,omyl,오류
552,Fehler::N,chyba,오류
553,Lüge::N,lož,거짓말
554,Schaden::N,ujma,손상
555,Schaden::N,škoda,손상
556,Unglück::N,nešťastie,불행
557,Schuld::N,vina,부채
558,Schuld::N,previnenie,부채
559,Alter::N,vek,연령
560,Schluss::N,záver,마감
561,Schluss::N,koniec,마감
562,Zeit::N,čas,때
563,Zeit::N,čas,시간
564,Tag::N,deň,하루
565,Morgen::N,ráno,이침
566,Mittag::N,poludnie,대낮
567,Abend::N,večer,저녁
568,Nacht::N,noc,밤
569,Woche::N,týždeň,근무일
570,Monat::N,mesiac,달
571,Jahr::N,rok,해
572,Frühling::N,jar,봄
573,Sommer::N,leto,여름
574,Herbst::N,jeseň,가을
575,Winter::N,zima,겨울
576,Januar::N,január,일월
577,Februar::N,február,이월
578,März::N,marec,삼월
579,April::N,apríl,사월
580,Mai::N,máj,오월
581,Juni::N,jún,유월
582,Juli::N,júl,칠월
583,August::N,august,팔월
584,September::N,september,구월
585,Oktober::N,október,시월
586,November::N,november,십일월
587,Dezember::N,december,십이월
588,Montag::N,pondelok,월요일
589,Dienstag::N,utorok,화요일
590,Mittwoch::N,streda,수요일
591,Donnerstag::N,štvrtok,모교일
592,Freitag::N,piatok,그묘일
593,Samstag::N,sobota,토요일
594,Sonntag::N,nedeľa,일요일
595,groß::A,veľký,큰
596,klein::A,malý,자근
597,lang::A,dlhý,긴
598,kurz::A,krátky,짧은
599,breit::A,široký,넓은
600,schmal::A,úzky,좁은
601,dicht::A,hustý,농밀한
602,dick[Gegenstand]::A,tlstý,두꺼운
603,dünn::A,tenký,얇은
604,fein::A,jemný,미세한
605,fest::A,pevný,굳은
606,flach::A,rovný,얕은
607,flach::A,plochý,얕은
608,glatt::A,hladký,반들반들한
609,hart::A,tvrdý,굳은
610,weich::A,mäkký,연한
611,rund::A,guľatý,둥근
612,rund::A,okrúhly,둥근
613,spitz::A,končitý,뾰족한
614,scharf::A,ostrý,날카로운
615,stumpf::A,tupý,무딘
616,schwer::A,ťažký,무거운
617,schön::A,pekný,멋진
618,schön::A,krásny,멋진
619,heiß::A,horúci,뜨거운
620,warm::A,teplý,따뜻한
621,kalt::A,studený,찬
622,kühl::A,chladný,서늘한
623,frisch::A,svieži,신선한
624,feucht::A,vlhký,축축한
625,feucht::A,zvlhnutý,축축한
626,nass::A,mokrý,젖은
627,trocken::A,suchý,마른
628,voll::A,plný,완전한
629,leer::A,prázdny,빈
630,offen::A,otvorený,열린
631,geschlossen::A,zavretý,닫힌
632,sauber::A,čistý,깨끗한
633,schmutzig::A,špinavý,더러운
634,roh::A,surový,날게잇의
635,reif::A,zrelý,이근
636,lecker::A,chutný,맛있는
637,süß::A,sladký,단
638,bitter::A,horký,찌르는듯한
639,sauer::A,kyslý,산성의
640,hell::A,jasný,밝은
641,hell::A,svetlý,밝은
642,dunkel::A,temný,어두운
643,schwarz::A,čierny,검은
644,weiß::A,biely,하얀
645,rot::A,červený,붉은
646,gelb::A,žltý,황색
647,blau::A,modrý,푸른
648,blau::A,belasý,푸른
649,grün::A,zelený,녹색의
650,grau::A,šedý,회색의
651,bunt::A,pestrý,알록달록한
652,billig::A,lacný,싼
653,teuer::A,drahý,값비산
654,wertvoll::A,cenný,가치가많은
655,blind::A,slepý,눈먼
656,taub::A,hluchý,무감간한
657,kräftig::A,silný,강장한
658,stark::A,silný,강한
659,schwach::A,slabý,약한
660,schwach::A,bezvládny,약한
661,fett::A,tučný,실찐
662,schlank::A,štíhly,호리호리한
663,hübsch::A,šumný,예쁜
664,hübsch::A,švárny,예쁜
665,böse::A,zlý,나쁜
666,dumm::A,hlúpy,어리석은
667,faul::A,lenivý,너덜너덜한
668,fleißig::A,snaživý,근면한
669,fleißig::A,usilovný,근면한
670,geizig::A,skupý,인색한
671,geizig::A,lakomý,인색한
672,klug::A,múdry,
673,klug::A,bystrý,
674,geschickt::A,zručný,교묘한
675,geschickt::A,šikovný,교묘한
676,lieb::A,milý,친애하는
677,lustig::A,veselý,유쾌한
678,sanft::A,nežný,온화한
679,hungrig::A,lačný,배고픈
680,hungrig::A,hladný,배고픈
681,krank::A,chorý,병든
682,krank::A,nemocný,병든
683,nackt::A,nahý,벌거벗은
684,traurig::A,smutný,슬픈
685,lebendig::A,živý,살아있는
686,gut::A,dobrý,좋은
687,schlecht::A,zlý,나쁜
688,richtig::A,správny,바른
689,schlimm::A,zlý,못된
690,schlimm::A,nepríjemný,못된
691,wahr::A,pravý,참된
692,wahr::A,pravdivý,참된
693,alt::A,starý,늙은
694,neu::A,nový,새
695,ehemalig::A,bývalý,전의
696,alt[Lebewesen]::A,starý,낡은
697,jung::A,mladý,젊은
698,arm::A,chudobný,가난한
699,reich::A,bohatý,풍부한
700,bekannt::A,známy,저명한
701,berühmt::A,slávny,유명한
702,berühmt::A,povestný,유명한
703,fremd::A,cudzí,타처이
704,verschieden::A,rôzny,따른
705,verschieden::A,rozličný,따른
706,nah::A,blízky,가까운
707,fern::A,ďaleký,먼
708,linker::A,ľavý,왼쭉의
709,rechter::A,pravý,오른쪽의
710,anderer::A,iný,다른
711,anderer::A,druhý,다른
712,erster::A,prvý,첫째
713,zweiter::A,druhý,둘째
714,dritter::A,tretí,셋째
715,letzter::A,ostatný,의후자의
716,letzter::A,posledný,의후자의
717,allein::ADV,sám,훌로
718,auf einmal::ADV,zároveň,갑자기
719,zusammen::ADV,spolu,모아서
720,zusammen::ADV,spoločne,모아서
721,lange::ADV,dlho,오래
722,plötzlich::ADV,náhle,둘연한
723,sofort::ADV,hneď,즉시
724,sofort::ADV,ihneď,즉시
725,später::ADV,neskoršie,보다늦은
726,jetzt::ADV,teraz,목하
727,heute::ADV,dnes,오늘
728,morgen::ADV,zajtra,내일
729,bald::ADV,skoro,곱
730,dann::ADV,nato,그경우에
731,dann::ADV,potom,그경우에
732,gestern::ADV,včera,어제
733,einst::ADV,kedysi,옛날에
734,einst::ADV,niekedy,옛날에
735,damals::ADV,vtedy,그때에
736,danach::ADV,potom,그 뒤에
737,danach::ADV,podľa toho,그 뒤에
738,vorher::ADV,napred,미리
739,vorher::ADV,predtým,미리
740,zuerst::ADV,najprv,최초로
741,einmal::ADV,raz,한번
742,einmal::ADV,jedenkrát,한번
743,manchmal::ADV,občas,땓대로
744,manchmal::ADV,niekedy,땓대로
745,oft::ADV,často,땓대로
746,immer::ADV,vždy,늘
747,immer::ADV,ustavične,늘
748,niemals::ADV,nikdy,결코...(하지)않다
749,hier::ADV,tu,여기
750,hierhin::ADV,sem,여기로
751,hierhin::ADV,tade,여기로
752,von hier::ADV,odtiaľto,
753,dort::ADV,tam,거기
754,dorthin::ADV,ta,저기예
755,dorthin::ADV,tam,저기예
756,geradeaus::ADV,rovno,곧장
757,geradeaus::ADV,priamo,곧장
758,vorwärts::ADV,napred,앞으로
759,rückwärts::ADV,nazad,뒤로
760,zurück::ADV,späť,제자리로
761,zurück::ADV,naspäť,제자리로
762,unten::ADV,dolu,아래에
763,unten::ADV,naspodku,아래에
764,hinab::ADV,dolu,아래쪽으로
765,oben::ADV,hore,위에
766,oben::ADV,navrchu,위에
767,hinauf::ADV,hore,위쪽으로
768,hinauf::ADV,navrch,위쪽으로
769,überall::ADV,všade,도처에
770,nicht::ADV,nie,안
771,ein wenig::ADV,trocha,적음
772,kaum::ADV,ledva,가의
773,sehr::ADV,veľmi,자주
774,so::ADV,tak,그와같이
775,so::ADV,takto,그와같이
776,noch::ADV,ešte,아직
777,nur::ADV,len,다만
778,schon::ADV,už,이미
779,wieder::ADV,zasa,다시
780,vergebens::ADV,márne,헛되이
781,vergebens::ADV,nadarmo,헛되이
782,vor::PRP,pred,앞에
783,hinter::PRP,za,뒤에
784,unter::PRP,pod,잍에
785,durch::PRP,cez,통고하여
786,neben::PRP,pri,와나란히
787,neben::PRP,vedľa,와나란히
788,zwischen::PRP,medzi,의사이로
789,wegen::PRP,pre,때문에
790,wegen::PRP,kvôli,때문에
791,dies::PRN,to,이
792,dies::PRN,táto,이
793,das::PRN,to,저
794,alles::PRN,všetko,모든것
795,ich::PRN,ja,나
796,du::PRN,ty,너
797,er::PRN,on,그
798,wir::PRN,my,우리
799,ihr::PRN,vy,너희들
800,sie::PRN,oni,그들
801,was::FPRN,čo,뭣
802,wer::FPRN,kto,누구
803,wo::FADV,kde,어디
804,wohin::FADV,kam,어디로
805,wie::FADV,ako,어떻게
806,warum::FADV,prečo,왜
807,wieviel::FNUM,koľko,얼마만큰
808,eins::NUM,jeden,하나
809,zwei::NUM,dva,둘
810,drei::NUM,tri,셋
811,vier::NUM,štyri,넷
812,fünf::NUM,päť,다섯
813,sechs::NUM,šesť,여섯
814,sieben::NUM,sedem,일곱
815,acht::NUM,osem,여덟
816,neun::NUM,deväť,아홉
817,zehn::NUM,desať,열
818,elf::NUM,jedenásť,열하나
819,zwölf::NUM,dvanásť,열둘
820,zwanzig::NUM,dvadsať,스물
821,dreißig::NUM,tridsať,서름
822,vierzig::NUM,štyridsať,마흔
823,fünfzig::NUM,päťdesiat,숸
824,sechzig::NUM,šesťdesiat,에순
825,siebzig::NUM,sedemdesiat,일흔
826,achtzig::NUM,osemdesiat,여든
827,neunzig::NUM,deväťdesiat,아흔
828,hundert::NUM,sto,백
829,tausend::NUM,tisíc,천
830,und::CNJ,i,와
831,oder::CNJ,alebo,아니면
832,stehen::V,stáť,서다
833,sitzen::V,sedieť,앉다
834,liegen::V,ležať,눕다
835,hängen::V,visieť,달다
836,werden::V,stať sa,되다
837,passieren::V,stať sa,지장옶다
838,beginnen::V,začať sa,시작되다
839,enden::V,končiť sa,큳내다
840,wechseln::V,meniť sa,병경하다
841,aufgehen[Sonne]::V,vychádzať,뜨다
