,Concept_ID,et,ro
847,jetzt::ADV,nüüd,acum
848,heute::ADV,täna,azi
849,heute::ADV,täna,astăzi
850,morgen::ADV,homme,mâine
851,bald::ADV,pea,curând
852,bald::ADV,varsti,curând
853,dann::ADV,siis,apoi
854,gestern::ADV,eile,ieri
855,einst::ADV,vanasti,odată
856,einst::ADV,vanasti,odinioară
857,damals::ADV,tookord,atunci
858,damals::ADV,tookord,pe atunci
859,danach::ADV,seejärel,după aceasta
860,vorher::ADV,enne,mai întâi
861,vorher::ADV,enne,în prealabil
862,zuerst::ADV,enne,întâi
863,zuerst::ADV,enne,în primul rând
864,zuerst::ADV,esmalt,întâi
865,zuerst::ADV,esmalt,în primul rând
866,einmal::ADV,kord,odată
867,einmal::ADV,üks kord,odată
868,manchmal::ADV,mõnikord,uneori
869,manchmal::ADV,mõnikord,câteodată
870,oft::ADV,tihti,des
871,oft::ADV,tihti,deseori
872,oft::ADV,sageli,des
873,oft::ADV,sageli,deseori
874,immer::ADV,ikka,mereu
875,immer::ADV,ikka,întotdeauna
876,immer::ADV,alati,mereu
877,immer::ADV,alati,întotdeauna
878,niemals::ADV,mitte kunagi,niciodată
879,hier::ADV,siin,aci
880,hier::ADV,siin,aici
881,hierhin::ADV,siia,încoace
882,von hier::ADV,siit,de aici
883,dort::ADV,seal,acolo
884,dorthin::ADV,sinna,dincolo
885,geradeaus::ADV,otse edasi,drept înainte
886,vorwärts::ADV,edasi,înainte
887,rückwärts::ADV,tagurpidi,îndărăt
888,zurück::ADV,tagasi,înapoi
889,unten::ADV,all,jos
890,unten::ADV,all,dedesubt
891,unten::ADV,allpool,jos
892,unten::ADV,allpool,dedesubt
893,hinab::ADV,alla,în jos
894,hinab::ADV,alla,de vale
895,oben::ADV,ülal,sus
896,oben::ADV,ülal,deasupra
897,hinauf::ADV,üles,în sus
898,überall::ADV,kõikjal,peste tot
899,überall::ADV,kõikjal,pretutindeni
900,nicht::ADV,ei,nu
901,nicht::ADV,mitte,nu
902,ein wenig::ADV,veidi,puțin
903,ein wenig::ADV,natuke,puțin
904,kaum::ADV,vaevalt,cu greu
905,kaum::ADV,vaevalt,cu anevoie
906,sehr::ADV,väga,mult
907,sehr::ADV,väga,foarte
908,so::ADV,nii,așa
909,so::ADV,nii,atât
910,noch::ADV,veel,încă
911,nur::ADV,ainult,doar
912,schon::ADV,juba,și
913,schon::ADV,juba,deja
914,wieder::ADV,jälle,iar
915,wieder::ADV,jälle,iarăși
916,vergebens::ADV,asjata,în zadar
917,vor::PRP,ees,înainte de
918,hinter::PRP,taha,după
919,hinter::PRP,taha,în spatele
920,unter::PRP,all,sub
921,durch::PRP,läbi,prin
922,durch::PRP,kaudu,prin
923,neben::PRP,kõrval,lângă
924,neben::PRP,kõrval,alături de
925,zwischen::PRP,vahel,între
926,zwischen::PRP,vahel,dintre
927,wegen::PRP,tõttu,pentru
928,wegen::PRP,pärast,pentru
929,dies::PRN,see,acesta
930,das::PRN,see,asta
931,alles::PRN,kõik,tot
932,ich::PRN,mina,eu
933,du::PRN,sina,tu
934,er::PRN,tema,el
935,er::PRN,tema,dânsul
936,wir::PRN,me,noi
937,ihr::PRN,te,voi
938,sie::PRN,nad,ei
939,sie::PRN,nad,dânșii
940,was::FPRN,mis,ce
941,wer::FPRN,kes,cine
942,wo::FADV,kus,unde
943,wohin::FADV,kuhu,încotro
944,wie::FADV,kuidas,cum
945,warum::FADV,miks,de ce
946,warum::FADV,miks,pentru ce
947,wieviel::FNUM,mitu,cât
948,wieviel::FNUM,kui palju,cât
949,eins::NUM,üks,unu
950,zwei::NUM,kaks,doi
951,drei::NUM,kolm,trei
952,vier::NUM,neli,patru
953,fünf::NUM,viis,cinci
954,sechs::NUM,kuus,șase
955,sieben::NUM,seitse,șapte
956,acht::NUM,kaheksa,opt
957,neun::NUM,üheksa,nouă
958,zehn::NUM,kümme,zece
959,elf::NUM,üksteist,unsprezece
960,zwölf::NUM,kaksteist,douăsprezece
961,zwanzig::NUM,kakskümmend,douăzeci
962,dreißig::NUM,kolmkümmend,treizeci
963,vierzig::NUM,nelikümmend,patruzeci
964,fünfzig::NUM,viiskümmend,cincizeci
965,sechzig::NUM,kuuskümmend,șaizeci
966,siebzig::NUM,seitsekümmend,șaptezeci
967,achtzig::NUM,kaheksakümmend,optzeci
968,neunzig::NUM,üheksakümmend,nouăzeci
969,hundert::NUM,sada,sută
970,tausend::NUM,tuhat,mie
971,und::CNJ,ja,și
972,oder::CNJ,või,ori
973,stehen::V,seisma,sta
974,sitzen::V,istuma,ședea
975,liegen::V,lamama,zăcea
976,liegen::V,lamama,fi culcat
977,hängen::V,rippuma,atârna
978,werden::V,saama,deveni
979,werden::V,saama,se face
980,werden::V,hakkama,deveni
981,werden::V,hakkama,se face
982,passieren::V,juhtuma,se întâmpla
983,beginnen::V,algama,începe
984,beginnen::V,hakkama,începe
985,enden::V,lõppema,se sfârși
986,enden::V,lõppema,se termina
987,wechseln::V,vahelduma,se schimba
988,aufgehen[Sonne]::V,tõusma,răsări
989,untergehen[Sonne]::V,loojuma,apune
990,scheinen[Sonne]::V,paistma,străluci
991,donnern::V,kõmisema,tuna
992,wehen::V,puhuma,bate
993,strömen::V,voolama,curge în șiroaie
994,fließen::V,voolama,curge
995,sich drehen::V,pöörduma,se învârti
996,schwanken::V,kõikuma,se clătina
997,schwingen::V,võnkuma,vibra
998,schwingen::V,võnkuma,flutura
999,fallen::V,langema,cădea
1000,brennen::V,põlema,arde
1001,rauchen::V,suitsema,fuma
1002,regnen::V,sadama,ploua
1003,gefrieren::V,kinni külmuma,îngheța
1004,tauen::V,sulama,se dezgheța
1005,schmelzen::V,sulama,se topi
1006,trocknen::V,kuivama,se usca
1007,sieden::V,keema,fierbe
1008,sieden::V,keema,clocoti
1009,faulen::V,mädanema,se împuți
1010,verfaulen::V,mädanema,putrezi
1011,reißen::V,rebenema,se rupe
1012,reißen::V,rebenema,se sfâșia
1013,versinken::V,uppuma,se scufunda
1014,vergehen::V,mööduma,trece
1015,vergehen::V,mööduma,se scurge
1016,erscheinen::V,ilmuma,apărea
1017,verschwinden::V,kaduma,dispărea
1018,sinken::V,vajuma,cădea
1019,sinken::V,vajuma,coborî
1020,sinken::V,langema,cădea
1021,sinken::V,langema,coborî
1022,abnehmen::V,vähenema,scădea
1023,abnehmen::V,vähenema,descrește
1024,abnehmen::V,kahenema,scădea
1025,abnehmen::V,kahenema,descrește
1026,zunehmen::V,kasvama,spori
1027,zunehmen::V,kasvama,crește
1028,zunehmen::V,kasvama,augmenta
1029,steigen::V,tõusma,urca
1030,steigen::V,üles minema,urca
1031,wachsen::V,kasvama,crește
1032,glänzen::V,läikimä,luci
1033,glänzen::V,läikimä,străluci
1034,funkeln::V,sädelema,scânteia
1035,lärmen::V,lärmama,face larmă
1036,läuten::V,helisema,suna
1037,klingeln::V,helisema,suna
1038,klirren::V,kõlisema,zăngăni
1039,brausen::V,kohisema,vui
1040,rauschen::V,kohisema,vâjâi
1041,klingen::V,kõlama,suna
1042,bellen::V,haukuma,lătra
1043,heulen::V,uluma,urla
1044,blasen::V,puhuma,sufla
1045,pfeifen::V,vilistama,fluiera
1046,schreien::V,karjuma,țipa
1047,stöhnen::V,oigama,geme
1048,zittern::V,värisema,tremura
1049,leben::V,elama,trăi
1050,leben::V,elus olema,trăi
1051,geboren werden::V,sündima,se naște
1052,atmen::V,hingama,respira
1053,trinken::V,jooma,bea
1054,essen::V,sööma,mânca
1055,schlucken::V,neelama,înghiți
1056,müde werden::V,väsima,se obosi
1057,einschlafen::V,uinuma,adormi
1058,schlafen::V,magama,dormi
1059,aufwachen::V,ärkama,se deștepta
1060,aufstehen::V,ärkama,fi se scula
1061,aufstehen::V,üles tõusma,fi se scula
1062,sich erholen::V,puhkama,se relaxa
1063,sich erholen::V,puhkama,se destinde
1064,krank werden::V,haigestuma,se îmbolnăvi
1065,krank werden::V,haigeks jääma,se îmbolnăvi
1066,krank sein::V,haige olema,zăcea
1067,krank sein::V,haige olema,fi bolnav
1068,schmerzen::V,valutama,durea
1069,husten::V,köhima,tuși
1070,genesen::V,toibuma,se însănătoși
1071,sterben::V,surema,muri
1072,umkommen::V,surma saama,pieri
1073,sich bewegen::V,liikuma,se mișca
1074,sich rühren::V,liikuma,se mișca
1075,sich erheben::V,kerkima,se ridica
1076,sich setzen::V,istet võtma,lua loc
1077,sich setzen::V,istet võtma,se așeza
1078,hinfallen::V,kukkuma,cădea jos
1079,hinfallen::V,maha kukkuma,cădea jos
1080,laufen::V,kõndima,merge
1081,laufen::V,kõndima,merge pe jos
1082,schreiten::V,astuma,păși
1083,spazierengehen::V,jalutama,se plimba
1084,eilen::V,ruttama,fi se grăbi
1085,eilen::V,kiirustama,fi se grăbi
1086,sich beeilen::V,ruttama,se grăbi
1087,sich beeilen::V,kiirustama,se grăbi
1088,sausen::V,kihutama,țâșni
1089,sausen::V,tormama,țâșni
1090,rennen::V,jooksma,fugi
1091,rennen::V,jooksma,alerga
1092,rennen::V,kihutama,fugi
1093,rennen::V,kihutama,alerga
1094,springen::V,hüppama,sări
1095,klettern::V,ronima,urca
1096,klettern::V,ronima,se cățăra
1097,schaukeln::V,kiikuma,legăna
1098,kriechen::V,roomama,se târî
1099,schwimmen::V,ujuma,înota
1100,tauchen::V,sukelduma,se scufunda
1101,rudern::V,sõudma,vâsli
1102,rudern::V,sõudma,lopăta
1103,fahren::V,sõitma,merge
1104,fliegen::V,lendama,zbura
1105,gehen::V,käima,merge
1106,gehen::V,minema,merge
1107,weggehen::V,ära minema,se duce
1108,weggehen::V,välja minema,se duce
1109,abfahren::V,väljuma,pleca
1110,abfahren::V,ära sõitma,pleca
1111,anhalten::V,peatuma,se opri
1112,hineingehen::V,sisenema,intra
1113,hineingehen::V,sisse minema,intra
1114,eintreten::V,sisenema,intra
1115,eintreten::V,sisse astuma,intra
1116,kommen::V,tulema,veni
1117,ankommen::V,saabuma,sosi
1118,ankommen::V,saabuma,ajunge
1119,zurückkommen::V,tagasi tulema,se întoarce
1120,bleiben::V,jääma,rămâne
1121,warten::V,ootama,aștepta
1122,erwarten::V,ootama,aștepta
1123,erwarten::V,lootma,aștepta
1124,suchen::V,otsima,căuta
1125,finden::V,leidma,găsi
1126,versuchen::V,püüdma,încerca
1127,versuchen::V,üritama,încerca
1128,versuchen::V,katsetama,încerca
1129,vorbereiten::V,valmistama,pregăti
1130,lieben::V,armastama,iubi
1131,mögen::V,sallima,plăcea a
1132,mögen::V,meeldima,plăcea a
1133,lachen::V,naerma,râde
1134,rühren::V,liigutama,mișca
1135,rühren::V,liigutama,înduioșa
1136,rühren::V,heldima panema,mișca
1137,rühren::V,heldima panema,înduioșa
1138,weinen::V,nutma,plânge
1139,schimpfen::V,sõimama,înjura
1140,sich ärgern::V,ärrituma,se supăra
1141,sich ärgern::V,vihastuma,se supăra
1142,sich fürchten::V,kartma,se teme
1143,sich fürchten::V,kartma,fi teamă a
1144,sich fürchten::V,hirmu tundma,se teme
1145,sich fürchten::V,hirmu tundma,fi teamă a
1146,fürchten::V,kartma,se teme de
1147,fliehen::V,põgenema,fugi
1148,flüchten::V,põgenema,evada
1149,sehen::V,nägema,vedea
1150,anschauen::V,vaatama,privi
1151,ansehen::V,vaatama,privi
1152,hören::V,kuulma,auzi
1153,zuhören::V,kuulama,asculta
1154,probieren::V,proovima,gusta
1155,riechen::V,nuusutama,mirosi
1156,fühlen::V,tundma,simți
1157,fühlen::V,tundma,resimți
1158,scheinen::V,näida,părea
1159,scheinen::V,ilmuda,părea
1160,zu sehen sein::V,ilmuma,se vedea
1161,vernehmen::V,üle kuulama,auzi
1162,frieren::V,külmetada,fi frig
1163,tun::V,tegema,face
1164,können::V,võima,ști
1165,können::V,võima,putea
1166,können::V,oskama,ști
1167,können::V,oskama,putea
1168,wollen::V,tahtma,dori
1169,anfangen::V,hakkama,începe
1170,anfangen::V,alustama,începe
1171,beenden::V,lõpetama,sfârși
1172,beenden::V,lõpetama,termina
1173,aufhören::V,lakkama,înceta
1174,gelingen::V,õnnestuma,reuși
1175,gelingen::V,õnnestuma,izbuti
1176,geraten::V,jõudma,reuși
1177,öffnen::V,avama,deschide
1178,schließen::V,sulgema,închide
1179,stellen::V,panema,pune
1180,stellen::V,panema,așeza
1181,stellen::V,asetama,pune
1182,stellen::V,asetama,așeza
1183,setzen::V,panema,pune
1184,setzen::V,panema,așeza
1185,legen::V,panema,pune
1186,legen::V,asetama,pune
1187,berühren::V,riivama,atinge
1188,berühren::V,puudutama,atinge
1189,verbinden::V,ühendama,lega
1190,bedecken::V,katma,acoperi
1191,aufhängen::V,riputama,atârna
1192,aufhängen::V,riputama,spânzura
1193,anzünden::V,süütama,aprinde
1194,aufheben::V,üles tõstma,ridica
1195,aufheben::V,üles tõstma,lua de jos
1196,zurücklassen::V,jätma,lăsa
1197,zurücklassen::V,jätma,lăsa în urmă
1198,verlieren::V,kaotama,pierde
1199,fallen lassen::V,maha pillama,scăpa
1200,fallen lassen::V,maha pillama,arunca
1201,fallen lassen::V,kukkuda laskma,scăpa
1202,fallen lassen::V,kukkuda laskma,arunca
1203,machen::V,tegema,face
1204,herstellen::V,valmistama,fabrica
1205,herstellen::V,valmistama,confecționa
1206,bauen::V,ehitama,clădi
1207,bauen::V,ehitama,construi
1208,reparieren::V,parandama,repara
1209,verbessern::V,parandama,ameliora
1210,verbessern::V,parandama,îmbunătăți
1211,ändern::V,muutma,schimba
1212,ändern::V,muutma,modifica
1213,ändern::V,ümber tegema,schimba
1214,ändern::V,ümber tegema,modifica
1215,graben::V,kaevama,săpa
1216,beugen::V,painutama,curba
1217,biegen::V,painutama,îndoi
1218,biegen::V,painutama,încovoia
1219,drehen::V,keerama,învârti
1220,wenden::V,ümber pöörama,întoarce
1221,umdrehen::V,ümber keerama,învârti
1222,umdrehen::V,ümber keerama,întoarce
1223,heben::V,tõstma,ridica
1224,hochheben::V,üles tõstma,ridica
1225,hochheben::V,kõrgele tõstma,ridica
1226,ergreifen::V,haarama,lua
1227,ergreifen::V,haarama,apuca
1228,halten::V,hoidma,ține
1229,drücken::V,pigistama,apăsa
1230,drücken::V,pigistama,strânge
1231,schieben::V,lükkama,împinge
1232,kratzen::V,kraapima,zgâria
1233,lecken::V,lakkuma,linge
1234,beißen::V,purema,mușca
1235,beißen::V,hammustama,mușca
1236,abreißen::V,rebima,rupe
1237,abreißen::V,rebima,smulge
1238,abreißen::V,ära rebima,rupe
1239,abreißen::V,ära rebima,smulge
1240,abschneiden::V,ära lõikama,scurta
1241,binden::V,siduma,lega
1242,stecken::V,pistma,pune
1243,brechen::V,murdma,rupe
1244,brechen::V,murdma,frânge
1245,klopfen::V,koputama,ciocăni
1246,hauen::V,lööma,lovi
1247,kleben::V,kleepima,lipi
1248,reiben::V,hõõruma,freca
1249,reiben::V,hõõruma,fricționa
1250,streichen::V,silitama,unge
1251,schleifen::V,lihvima,ascuți
1252,schleifen::V,teritama,ascuți
1253,schneiden::V,lõikama,tăia
1254,rütteln::V,raputama,zgâlțâi
1255,schütteln::V,raputama,scutura
1256,schütteln::V,loksutama,scutura
1257,schwenken::V,vehkima,agita
1258,schwenken::V,lehvitama,agita
1259,schütten::V,kallama,vărsa
1260,füllen::V,täitma,umple
1261,einwickeln::V,sisse mähkima,înveli
1262,einwickeln::V,sisse mähkima,înfășura
1263,tragen::V,kandma,căra
1264,schleppen::V,tassima,târî
1265,schleppen::V,lohistama,târî
1266,ziehen::V,vedama,trage
1267,ziehen::V,tõmbama,trage
1268,aufbewahren::V,säilitama,păstra
1269,aufbewahren::V,säilitama,conserva
1270,aufbewahren::V,alal hoidma,păstra
1271,aufbewahren::V,alal hoidma,conserva
1272,werfen::V,viskama,arunca
1273,fangen::V,püüdma,prinde
1274,packen::V,kinni haarama,apuca
1275,packen::V,kinni võtma,apuca
1276,verstecken::V,peitma,ascunde
1277,teilen::V,jagama,împărți
1278,teilen::V,jaotama,împărți
1279,schicken::V,saatma,trimite
1280,bringen::V,viima,aduce
1281,hinzufügen::V,lisama,adăuga
1282,bekommen::V,saama,obține
1283,bekommen::V,saama,dobândi
1284,erhalten::V,saama,primi
1285,erhalten::V,saama,căpăta
1286,nehmen::V,võtma,lua
1287,wählen::V,valima,opta
1288,wählen::V,valima,alege
1289,auswählen::V,valima,selecta
1290,bewahren::V,hoidma,păstra
1291,behindern::V,takistama,stingheri
1292,verderben::V,rikkuma,strica
1293,beschädigen::V,rikkuma,strica
1294,zerbrechen::V,katki tegema,rupe
1295,zerbrechen::V,katki tegema,frânge
1296,zerreißen::V,katki rebima,rupe
1297,zerreißen::V,katki rebima,sfâșia
1298,zerstören::V,purustama,distruge
1299,verbrennen::V,põletama,arde
1300,verbrennen::V,põletama,incendia
1301,geben::V,andma,da
1302,reichen::V,andma,întinde
1303,reichen::V,ulatama,întinde
1304,schenken::V,kinkima,dărui
1305,versprechen::V,lubama,făgădui
1306,versprechen::V,tõotama,făgădui
1307,wünschen::V,soovima,ura
1308,loben::V,kiitma,lăuda
1309,küssen::V,suudlema,săruta
1310,wiegen::V,hällitama,legăna
1311,zudecken::V,kaanetama,acoperi
1312,zudecken::V,kinni katma,acoperi
1313,wecken::V,äratama,trezi
1314,wecken::V,äratama,deștepta
1315,zeigen::V,näitama,arăta
1316,führen::V,juhatama,călăuzi
1317,lehren::V,õpetama,preda
1318,lehren::V,õpetama,învăța
1319,unterrichten::V,õpetama,învăța
1320,unterrichten::V,õpetama,instrui
1321,aufziehen::V,üles kasvatama,crește
1322,leiten::V,juhtima,duce
1323,leiten::V,juhtima,conduce
1324,antreiben::V,ergutama,împinge
1325,antreiben::V,ergutama,încuraja
1326,lassen::V,laskma,pune pe să
1327,einladen::V,kutsuma,invita
1328,vereinigen::V,ühendama,uni
1329,vereinigen::V,ühendama,întruni
1330,besuchen::V,külastama,vizita
1331,besuchen::V,külastama,face o vizită
1332,treffen::V,kohtama,întâlni
1333,sich versammeln::V,kogunema,se aduna
1334,spielen::V,mängima,se juca
1335,singen::V,laulma,cânta
1336,tanzen::V,tantsima,dansa
1337,sich trennen::V,lahku minema,se separa
1338,sich trennen::V,lahku minema,se despărți
1339,verlassen::V,maha jätma,părăsi
1340,verlassen::V,maha jätma,abandona
1341,retten::V,päästma,salva
1342,bewachen::V,valvama,păzi
1343,schützen::V,kaitsma,ocroti
1344,schützen::V,kaitsma,proteja
1345,verteidigen::V,kaitsma,apăra
1346,sich schlagen::V,kaklema,se bate
1347,schießen::V,tulistama,trage
1348,siegen::V,võitma,birui
1349,siegen::V,võitma,învinge
1350,ärgern::V,ärritama,supăra
1351,ärgern::V,vihastama,supăra
1352,schlagen::V,lööma,lovi
1353,treten::V,sõtkuma,călca
1354,stechen::V,pistma,înțepa
1355,stechen::V,pistma,împunge
1356,stechen::V,torkama,înțepa
1357,stechen::V,torkama,împunge
1358,stoßen::V,tõukama,împinge
1359,stehlen::V,varastama,fura
1360,stören::V,segama,deranja
1361,stören::V,häirima,deranja
1362,belästigen::V,ahistama,importuna
1363,verbergen::V,peitma,ascunde
1364,verbergen::V,varjama,ascunde
1365,täuschen::V,petma,amăgi
1366,täuschen::V,tüssama,amăgi
1367,betrügen::V,petma,înșela
1368,betrügen::V,tüssama,înșela
1369,betrügen::V,truudust murtma,înșela
1370,töten::V,tapma,omorî
1371,töten::V,surmama,omorî
1372,wohnen::V,elama,sta
1373,wohnen::V,elama,locui
1374,arbeiten::V,töötama,lucra
1375,sammeln::V,koguma,aduna
1376,sammeln::V,koguma,colecționa
1377,sammeln::V,korjama,aduna
1378,sammeln::V,korjama,colecționa
1379,pflücken::V,noppima,culege
1380,jagen::V,jahtima,vâna
1381,fischen::V,kalastama,pescui
1382,fischen::V,kala püüdma,pescui
1383,fassen::V,püüdma,prinde
1384,hüten::V,karjatama,paște
1385,treiben::V,ajama,mână
1386,anbinden::V,kinni siduma,lega
1387,füttern::V,söötma,da de mâncare
1388,melken::V,lüpsma,mulge
1389,hacken::V,raiuma,toca
1390,hacken::V,raiuma,sparge
1391,hacken::V,lõhkuma,toca
1392,hacken::V,lõhkuma,sparge
1393,gießen::V,kastma,uda
1394,reifen::V,valmima,pârgui
1395,zubereiten::V,valmistama,găti
1396,kochen::V,keetma,găti
1397,backen::V,küpsetama,coace
1398,braten::V,praadima,coace
1399,umrühren::V,segama,mesteca
1400,stricken::V,kuduma,împleti
1401,nähen::V,õmblema,coase
1402,färben::V,värvima,vopsi
1403,färben::V,värvima,colora
1404,reinigen::V,puhastama,curăți
1405,waschen::V,pesema,spăla
1406,abwischen::V,puhtaks pühkima,șterge
1407,spülen::V,uhtma,clăti
1408,fegen::V,pühkima,mătura
1409,kehren::V,pühkima,mătura
1410,baden::V,suplema,se scălda
1411,baden::V,kümblema,se scălda
1412,sich waschen::V,end pesema,se spăla
1413,ausziehen::V,käest võtma,și scoate
1414,ausziehen::V,jalast võtma,și scoate
1415,ausziehen::V,seljast võtma,și scoate
1416,anziehen::V,jalga panema,îmbrăca
1417,sich anziehen::V,riietuma,se îmbrăca
1418,kämmen::V,kammima,pieptăna
1419,schmücken::V,kaunistama,împodobi
1420,sagen::V,ütlema,zice
1421,sagen::V,ütlema,spune
1422,sprechen::V,rääkima,vorbi
1423,sprechen::V,kõnelema,vorbi
1424,reden::V,kõnelema,vorbi
1425,reden::V,kõnelema,discuta
1426,sich unterhalten::V,vestlema,conversa
1427,sich unterhalten::V,vestlema,sta de vorbă
1428,fragen::V,küsima,întreba
1429,bitten::V,paluma,ruga
1430,erzählen::V,jutustama,spune
1431,erzählen::V,jutustama,povesti
1432,mitteilen::V,teatama,comunica
1433,mitteilen::V,teatama,înștiința
1434,mitteilen::V,teada andma,comunica
1435,mitteilen::V,teada andma,înștiința
1436,nennen::V,nimetama,numi
1437,nennen::V,nimetama,chema
1438,rufen::V,kutsuma,chema
1439,prahlen::V,hooplema,se făli
1440,übersetzen::V,tõlkima,traduce
1441,denken::V,mõtlema,gândi
1442,glauben::V,uskuma,crede
1443,bemerken::V,märkama,observa
1444,erkennen::V,ära tundma,cunoaște
1445,erkennen::V,ära tundma,recunoaște
1446,begreifen::V,aru saama,pricepe
1447,begreifen::V,aru saama,înțelege
1448,verstehen::V,mõistma,înțelege
1449,lernen::V,õppima,învăța
1450,wissen::V,teadma,ști
1451,sich erinnern an::V,mäletama,a-și aminti de
1452,vergessen::V,unustama,uita
1453,messen::V,mõõtma,măsura
1454,zählen::V,loendama,număra
1455,rechnen::V,arvutama,calcula
1456,lesen::V,lugema,citi
1457,malen::V,maalima,picta
1458,zeichnen::V,joonistama,desena
1459,schreiben::V,kirjutama,scrie
1460,besitzen::V,omama,avea
1461,besitzen::V,omama,poseda
1462,kaufen::V,ostma,cumpăra
1463,verkaufen::V,müüma,vinde
1464,bezahlen::V,tasuma,plăti
1465,bezahlen::V,tasuma,achita
1466,zahlen::V,maksma,plăti
1467,beherrschen::V,valitsema,stăpâni
1468,ertragen::V,taluma,răbda
1469,ertragen::V,taluma,suporta
