,Concept_ID,ja,bn
738,und::CNJ,-と,এবং
739,und::CNJ,そして,আর
740,und::CNJ,そして,এবং
741,oder::CNJ,或いは,বা
742,stehen::V,立っている,দাঁড়ানো
743,sitzen::V,座っている,বসা
744,liegen::V,横になっている,শোয়া
745,hängen::V,掛かっている,ঝোলা
746,werden::V,なる,হইয়া উঠা
747,passieren::V,起こる,ঘটা
748,beginnen::V,始まる,আরম্ভ হওয়া
749,enden::V,終わる,শেষ হওয়া
750,wechseln::V,変わる,রূপাস্তর করা
751,aufgehen[Sonne]::V,出る,উদিত হওয়া
752,untergehen[Sonne]::V,沈む,অস্ত যাওয়া
753,scheinen[Sonne]::V,輝く,আলো দেওয়া
754,donnern::V,雷が鳴る,বজ্রধ্বনি করা
755,wehen::V,吹く,প্রবাহিত হওয়া
756,strömen::V,流れる,প্রবাহিত হওয়া
757,fließen::V,流れる,ছুটা
758,sich drehen::V,回転する,পাক খাওয়া
759,schwanken::V,揺れる,দোলা
760,schwingen::V,振動する,দোলা
761,fallen::V,落ちる,পড়া
762,brennen::V,燃える,সেঁকা
763,rauchen::V,煙を出す,ধোঁয়া ছড়ান
764,regnen::V,雨が降る,বর্ষণ_করা
765,gefrieren::V,凍る,হিমায়িত হওয়া
766,tauen::V,溶ける,গলা
767,schmelzen::V,溶ける,গলা
768,trocknen::V,乾く,শুষ্ক করা
769,sieden::V,沸く,ফোঁড়া
770,faulen::V,腐る,ক্ষয় হওয়া
771,verfaulen::V,朽ちる,ক্ষয় হওয়া 
772,reißen::V,切れる,ছিঁড়া
773,versinken::V,沈む,ডুবা
774,vergehen::V,経つ,যাওয়া
775,erscheinen::V,現れる,আসা
776,verschwinden::V,消える,অদৃশ্য হওয়া
777,sinken::V,下がる,হ্রাস হওয়া
778,abnehmen::V,減る,হ্রাস হওয়া
779,zunehmen::V,増える,বৃদ্ধি পাওয়া
780,steigen::V,上がる,ওঠা
781,wachsen::V,伸びる,বড় হওয়া
782,glänzen::V,輝く,জ্বলা
783,funkeln::V,ぴかぴか光る,জ্বল্জ্বল করা
784,lärmen::V,騒ぐ,
785,läuten::V,鳴る,রুসুঝুসু করা
786,klingeln::V,鳴る,বাজা
787,klirren::V,がらんがらんと鳴る,টুংটাং-শব্দ করা
788,brausen::V,逆巻く,গর্জন করা
789,rauschen::V,戦ぐ,মর্মরধ্বনি করা
790,klingen::V,鳴る,শব্দ করা
791,bellen::V,吠える,ঘেউ ঘেউ করা
792,heulen::V,きゃんきゃん鳴く,গর্জন করা
793,blasen::V,吹く,ফুঁ দেওয়া
794,pfeifen::V,口笛を吹く,শিস্ দেওয়া
795,schreien::V,叫ぶ,চিৎকার করা
796,stöhnen::V,うめく,গোঁ-গো করা
797,zittern::V,震える,কাঁপা
798,leben::V,生きている,বাঁচা
799,geboren werden::V,生まれる,জন্মানো
800,atmen::V,呼吸する,শ্বাস ফেলা
801,trinken::V,飲む,পান করা
802,essen::V,食べる,ভক্ষণ করা
803,schlucken::V,飲み込む,গেলা
804,müde werden::V,眠くなる,পরিশ্রান্ত হওয়া
805,einschlafen::V,寝付く,নিদ্রামগ্ন হওয়া
806,schlafen::V,眠る,নিদ্রা যাওয়া
807,aufwachen::V,目が覚める,জাগা
808,aufstehen::V,起きる,জাগা
809,sich erholen::V,休養する,আরাম করা
810,krank werden::V,病気になる,অসুস্থ হত্তয়া
811,krank sein::V,病気である,রূগ্ণ হত্তয়া
812,schmerzen::V,痛む,কন্কন করা
813,husten::V,咳をする,কাশা
814,genesen::V,元気になる,আরোগ্য হওয়া
815,sterben::V,死ぬ,মারা যাওয়া
816,sterben::V,亡くなる,মারা যাওয়া
817,umkommen::V,死亡する,মারা যাওয়া
818,sich bewegen::V,移動する,চলা
819,sich rühren::V,動く,নড়া
820,sich erheben::V,立ち上がる,উদিত হওয়া
821,sich setzen::V,座る,বসা
822,hinfallen::V,転ぶ,পড়া
823,laufen::V,歩く,হাঁটা
824,schreiten::V,跨ぐ,হাঁটা
825,spazierengehen::V,散歩する,পায়চারি করা
826,eilen::V,急ぐ,ত্বরাম্বিত করা
827,sich beeilen::V,焦る,ত্বরাম্বিত করা
828,sausen::V,疾駆する,ধেয়ে যাওয়া
829,rennen::V,走る,চলা
830,springen::V,跳ぶ,লাফানো
831,klettern::V,よじ登る,আরোহণ করা
832,schaukeln::V,ぶらんこに乗る,দোলা
833,kriechen::V,這う,হামাগুড়ি দেওয়া
834,schwimmen::V,泳ぐ,সাঁতার কাটা
835,tauchen::V,潜る,ডোবা
836,rudern::V,漕ぐ,দাঁড় টানা
837,fahren::V,行く,চালান
838,fahren::V,乗車する,চালান
839,fliegen::V,飛ぶ,ওড়া
840,gehen::V,行く,যাওয়া
841,weggehen::V,立ち去る,প্রস্থান করা
842,abfahren::V,出発する,প্রস্থান করা
843,anhalten::V,止まる,থামা
844,hineingehen::V,入る,ঢোকা
845,eintreten::V,中に入る,ঢোকা
846,kommen::V,来る,আসা
847,ankommen::V,着く,আসা
848,ankommen::V,到着する,আসা
849,zurückkommen::V,帰る,ফিরা
850,bleiben::V,留まる,থাকা
851,warten::V,待つ,অপেক্ষা করা
852,erwarten::V,期待する,অপেক্ষা করা
853,suchen::V,探る,খোঁজ করা
854,finden::V,見つける,পাওয়া
855,versuchen::V,試す,পরখ করা
856,vorbereiten::V,準備する,প্রস্তুত করা
857,lieben::V,愛する,ভালবাসা
858,mögen::V,好きである,পছন্দ করা
859,lachen::V,笑う,হাসা
860,rühren::V,感情を動かす,হৃদয়ম্পর্শ করা
861,weinen::V,泣く,কাঁদা
862,schimpfen::V,叱る,নালিশ করা
863,sich ärgern::V,怒る,রাগ হত্তয়া
864,sich ärgern::V,腹を立てる,রাগ হত্তয়া
865,sich fürchten::V,怖がる,ভয় করা
866,fürchten::V,恐れる,ডরা
867,fliehen::V,逃げる,পালানো
868,flüchten::V,逃亡する,পালানো
869,sehen::V,見る,দেখা
870,anschauen::V,眺める,দেখা
871,ansehen::V,見る,দেখা
872,hören::V,聞く,শোনা
873,zuhören::V,聴く,শোনা
874,probieren::V,食べてみる,পরখ করা
875,riechen::V,気取る,শুঁকা
876,fühlen::V,感じる,অনুভব করা
877,scheinen::V,ように見える,মনে হত্তয়া
878,zu sehen sein::V,見える,দেখা দেত্তয়া
879,vernehmen::V,承る,শোনা
880,frieren::V,寒気がする,শীত লাগা
881,tun::V,する,করা
882,können::V,出来る,পারা
883,wollen::V,-たい,ইচ্ছা করা
884,anfangen::V,始める,আরম্ভ করা
885,beenden::V,終える,শেষ করা
886,aufhören::V,止める,থামা
887,gelingen::V,成功する,সিদ্ধিলাভ করা
888,geraten::V,当たる,পরিণত হত্তয়া
889,öffnen::V,開く,খোলা
890,öffnen::V,開ける,খোলা
891,schließen::V,閉める,বন্ধ করা
892,stellen::V,置く,স্থাপন করা
893,stellen::V,据える,স্থাপন করা
894,setzen::V,座らせる,স্থাপন করা
895,legen::V,置く,স্থাপন করা
896,berühren::V,触る,স্পর্শ করা
897,berühren::V,触れる,স্পর্শ করা
898,verbinden::V,結びつける,সংযুক্ত করা
899,bedecken::V,覆う,ঢাকা
900,aufhängen::V,掛ける,ঝুলানো
901,anzünden::V,燃やす,জ্বালান
902,anzünden::V,火をつける,জ্বালান
903,aufheben::V,拾う,কুড়াইয়া তোলা
904,zurücklassen::V,残す,পরিত্যাগ করা
905,verlieren::V,無くす,হারান
906,fallen lassen::V,落とす,ফেলা
907,machen::V,作る,গঠন করা
908,herstellen::V,製造する,সৃষ্টি করা
909,bauen::V,建設する,নির্মাণ করা
910,reparieren::V,直す,মেরামত করা
911,reparieren::V,修理する,মেরামত করা
912,verbessern::V,改良する,উন্নতিলাভ করা
913,ändern::V,変える,পরিবর্তিত করা
914,graben::V,掘る,খনন করা
915,beugen::V,折る,নোয়া
916,biegen::V,曲げる,নোয়া
917,drehen::V,回す,ঘোরান
918,wenden::V,裏返す,উলটাইয়া দেত্তয়া
919,umdrehen::V,裏返す,উলটানো
920,heben::V,挙げる,উত্তোলন করা
921,hochheben::V,持ち上げる,উঁচু করা
922,ergreifen::V,取り上げる,দখল করা
923,halten::V,持つ,ধরা
924,drücken::V,押す,টেপা
925,schieben::V,ずらす,ঠেলা
926,kratzen::V,引っ掻く,চাঁচা
927,lecken::V,なめる,চাটা
928,beißen::V,噛む,দংশন করা
929,abreißen::V,剝ぎ取る,বিচ্ছিন্ন করা
930,abschneiden::V,切り取る,বিচ্ছিন্ন করা
931,binden::V,縛る,বন্ধন করা
932,stecken::V,差し込む,বিদ্ধ করা
933,brechen::V,破る,ভাঙা
934,klopfen::V,とんとん叩く,আঘাত করা
935,hauen::V,叩く,আঘাত করা
936,kleben::V,貼る,সাঁটা
937,kleben::V,くっ付ける,সাঁটা
938,reiben::V,擦る,ঘষা
939,streichen::V,塗る,ছড়াইয়া
940,schleifen::V,研ぐ,ধার দেওয়া
941,schneiden::V,切る,কাটা
942,rütteln::V,揺さぶる,নাড়ান
943,schütteln::V,振る,নড়া
944,schütteln::V,揺さぶる,নড়া
945,schwenken::V,振る,দোলা
946,schütten::V,注ぐ,বর্ষণ করা
947,füllen::V,いっぱいにする,পরিপূর্ণ করা
948,einwickeln::V,包む,মুড়া
949,tragen::V,運ぶ,বহন করা
950,schleppen::V,引きずる,টানা
951,ziehen::V,引く,টানা
952,aufbewahren::V,預かる,রাখা
953,werfen::V,投げる,ছুড়া
954,fangen::V,受ける,লোফা
955,packen::V,掴む,ধরা
956,verstecken::V,隠す,গোপন করা
957,teilen::V,分ける,বিভক্ত করা
958,schicken::V,送る,প্রেরণ করা
959,bringen::V,持って行く,আনা
960,hinzufügen::V,加える,একত্র করা
961,bekommen::V,得る,পাওয়া
962,erhalten::V,受ける,পাওয়া
963,nehmen::V,取る,নেওয়া
964,wählen::V,選ぶ,বাছা
965,auswählen::V,選ぶ,বাছা
966,bewahren::V,保存する,বাঁচাইয়া রাখা
967,behindern::V,妨害する,বাধা দেওয়া
968,verderben::V,台無しにする,নষ্ট করা
969,beschädigen::V,損傷する,ক্ষতি করা
970,zerbrechen::V,割る,ভাঙ্গিয়া যাওয়া
971,zerreißen::V,引き裂く,ছিঁড়া
972,zerstören::V,破壊する,বিনাশ করা
973,verbrennen::V,焼く,দহন করা
974,geben::V,上げる,দেওয়া
975,reichen::V,渡す,দেওয়া
976,schenken::V,贈る,উপহার দেত্তয়া
977,versprechen::V,約束する,প্রতিশ্রুতি দেওয়া
978,wünschen::V,望む,আকাঙ্ক্ষা করা
979,loben::V,褒める,প্রশংসা করা
980,küssen::V,キスする,চুম্বন করা
981,wiegen::V,揺する,দুলানো
982,zudecken::V,覆う,ঢাকা
983,wecken::V,起こす,জাগানো
984,zeigen::V,見せる,দেখানো
985,führen::V,案内する,পথ দেখানো
986,lehren::V,教える,শেখানো
987,unterrichten::V,通知する,শিক্ষা দেওয়া
988,aufziehen::V,育てる,পালন করা
989,leiten::V,導く,পরিচালনা করা
990,antreiben::V,励ます,চালনা করা
991,lassen::V,～させる,অনুমতি দেওয়া
992,einladen::V,誘う,নিমন্ত্রণ করা
993,einladen::V,招待する,নিমন্ত্রণ করা
994,vereinigen::V,一つにする,এক করা
995,besuchen::V,訪ねる,দেখিতে যাওয়া
996,treffen::V,出会う,সন্মুখীন হওয়া
997,sich versammeln::V,集まる,জড়ো হওয়া
998,spielen::V,遊ぶ,খেলা
999,singen::V,歌う,গাওয়া
1000,tanzen::V,踊る,নাচা
1001,sich trennen::V,別れる,পৃথক করা
1002,verlassen::V,別れる,পরিত্যাগ করা
1003,retten::V,救う,উদ্ধার করা
1004,retten::V,助ける,উদ্ধার করা
1005,bewachen::V,見張る,পাহারা দেওয়া
1006,bewachen::V,軽微する,পাহারা দেওয়া
1007,schützen::V,保護する,রক্ষা করা
1008,verteidigen::V,守る,রক্ষা করা
1009,sich schlagen::V,殴る,লড়াই করা
1010,schießen::V,撃つ,তীরবেগে ছোটা
1011,siegen::V,勝つ,জেতা
1012,ärgern::V,怒らせる,বিরক্ত করা
1013,schlagen::V,殴る,আঘাত করা
1014,treten::V,蹴る,লাথি মারা
1015,stechen::V,突く,দংশন করা
1016,stoßen::V,突く,ঠেলা
1017,stehlen::V,盗る,অপহরণ করা
1018,stören::V,構う,ঘাঁটান
1019,belästigen::V,邪魔する,বিরক্ত করা
1020,verbergen::V,隠す,গোপন করা
1021,täuschen::V,だます,প্রবঞ্চনা করা
1022,betrügen::V,だます,প্রতারণা করা
1023,töten::V,殺す,হত্যা করা
1024,wohnen::V,住む,বাস করা
1025,arbeiten::V,働く,কাজ করা
1026,sammeln::V,集める,সংগ্রহ করা
1027,sammeln::V,収集する,সংগ্রহ করা
1028,pflücken::V,摘む,চয়ন করা
1029,jagen::V,狩りをする,শিকার করা
1030,fischen::V,釣る,মাছ ধরা
1031,fassen::V,捕る,ধরা
1032,hüten::V,放牧する,যুথভুক্ত করা
1033,treiben::V,追う,চালনা করা
1034,anbinden::V,繋ぐ,বন্ধন করা
1035,füttern::V,餌をやる,ভোজন করানো
1036,melken::V,搾乳する,দুগ্ধ দোহন করা
1037,hacken::V,刻む,কাটা
1038,gießen::V,水をやる,বর্ষণ করা
1039,reifen::V,熟す,পাকা
1040,zubereiten::V,調理する,রন্ধন করা
1041,kochen::V,煮る,রন্ধন করা
1042,backen::V,焼く,সেকা
1043,braten::V,焼く,ভাজা
1044,braten::V,炒める,ভাজা
1045,umrühren::V,混ぜる,নড়ানো
1046,stricken::V,編む,বোনা
1047,nähen::V,縫う,সেলাই করা
1048,färben::V,染める,রঞ্জিত করা
1049,reinigen::V,掃除する,পরিষ্কার করা
1050,waschen::V,洗う,পরিষ্কার করা
1051,waschen::V,洗濯する,পরিষ্কার করা
1052,abwischen::V,拭く,মুছা
1053,spülen::V,洗う,পরিষ্কার করা
1054,spülen::V,すすぐ,পরিষ্কার করা
1055,fegen::V,掃除する,ঝাঁট দেওয়া
1056,kehren::V,掃く,ঝাঁট দেওয়া
1057,baden::V,入浴する,অবগাহন করা
1058,sich waschen::V,洗う,ধোয়া
1059,ausziehen::V,脱ぐ,খুলা
1060,anziehen::V,着る,গায়ে দেত্তয়া
1061,sich anziehen::V,着る,পোশাক পরা
1062,kämmen::V,梳く,আঁচড়ানো
1063,schmücken::V,飾る,সাজান করা
1064,sagen::V,言う,উচ্চারণ করা
1065,sprechen::V,話す,বলা
1066,reden::V,話す,আলাপ করা
1067,sich unterhalten::V,話をする,আড্ডা দেওয়া
1068,fragen::V,聞く,জিজ্ঞাসা করা
1069,bitten::V,頼む,প্রার্থনা করা
1070,bitten::V,お願いする,প্রার্থনা করা
1071,erzählen::V,物語る,বর্ণনা করা
1072,mitteilen::V,伝える,বলা
1073,nennen::V,名づける,নাম দেওয়া
1074,rufen::V,呼ぶ,আমন্ত্রণ করা
1075,prahlen::V,自慢する,বড়াই করা
1076,übersetzen::V,訳す,ভাষাস্তরিত করা
1077,denken::V,考える,ভাবা
1078,glauben::V,信じる,বিশ্বাস করা
1079,bemerken::V,気が付く,লক্ষ্য করা
1080,erkennen::V,認識する,চিনিতে পারা
1081,begreifen::V,分かる,উপলব্ধি করা
1082,verstehen::V,聞き取る,উপলব্ধি করা
1083,lernen::V,学ぶ,শেখা
1084,lernen::V,勉強する,শেখা
1085,wissen::V,知っている,জানা
1086,sich erinnern an::V,思い出す,মনে করা
1087,vergessen::V,忘れる,বিস্মৃত হওয়া
1088,messen::V,計る,মাপা
1089,messen::V,測定する,মাপা
1090,zählen::V,数える,গণনা করা
1091,rechnen::V,計算する,হিসাব করা
1092,lesen::V,読む,পাঠ করা
1093,malen::V,描く,আঁকা
1094,zeichnen::V,写生する,ছকা
1095,schreiben::V,書く,লেখা
1096,besitzen::V,所持する,অধিকার করা
1097,kaufen::V,買う,ক্রয় করা
1098,verkaufen::V,売る,বেচা
1099,bezahlen::V,払う,প্রদান করা
1100,zahlen::V,支払う,প্রদান করা
1101,beherrschen::V,支配する,শাসন করা
1102,ertragen::V,耐える,বহন করা
