,Concept_ID,lt,cv
703,schön::A,gražus,илемлӗ
704,heiß::A,karštas,вӗри
705,warm::A,šiltas,ӑшӑ
706,kalt::A,šaltas,сивӗ
707,kühl::A,vėsus,уҫӑ
708,kühl::A,bejausmis,уҫӑ
709,frisch::A,šviežias,уҫӑ
710,feucht::A,drėgnas,йӗпе
711,nass::A,šlapias,нӳрӗ
712,trocken::A,sausas,типӗ
713,voll::A,pilnas,тулли
714,leer::A,tuščias,пушӑ
715,offen::A,atviras,уҫӑ
716,geschlossen::A,uždaras,хупӑ
717,geschlossen::A,uždarytas,хупӑ
718,sauber::A,švarus,таса
719,schmutzig::A,nešvarus,пылчӑклӑ
720,schmutzig::A,nešvarus,вараланчӑк
721,schmutzig::A,purvinas,пылчӑклӑ
722,schmutzig::A,purvinas,вараланчӑк
723,roh::A,žalias,чӗрӗ
724,reif::A,prinokęs,пулнӑ
725,reif::A,prinokęs,пиҫӗхнӗ
726,reif::A,prinokęs,аталаннӑ
727,reif::A,prinokęs,пиҫсе ҫитнӗ
728,reif::A,pribrendęs,пулнӑ
729,reif::A,pribrendęs,пиҫӗхнӗ
730,reif::A,pribrendęs,аталаннӑ
731,reif::A,pribrendęs,пиҫсе ҫитнӗ
732,lecker::A,gardus,тутлӑ
733,lecker::A,gardus,техӗмлӗ
734,süß::A,saldus,пылак
735,bitter::A,kartus,йӳҫӗ
736,sauer::A,gižus,йӳҫӗ
737,sauer::A,gižus,йӳҫек
738,sauer::A,gižus,кӑвасак
739,sauer::A,rūgštus,йӳҫӗ
740,sauer::A,rūgštus,йӳҫек
741,sauer::A,rūgštus,кӑвасак
742,hell::A,šviesus,ҫутӑ
743,hell::A,skaistus,ҫутӑ
744,dunkel::A,tamsus,тӗттӗм
745,schwarz::A,juodas,хура
746,weiß::A,baltas,шурӑ
747,rot::A,raudonas,хӗрлӗ
748,gelb::A,geltonas,сарӑ
749,blau::A,mėlynas,кӑвак
750,grün::A,žalias,симӗс
751,grün::A,žalias,пиҫмен
752,grün::A,žalias,ӑс пухман
753,grau::A,pilkas,кӑвак
754,bunt::A,margas,чӑпар
755,bunt::A,spalvotas,чӑпар
756,billig::A,pigus,йӳнӗ
757,teuer::A,brangus,хаклӑ
758,wertvoll::A,vertingas,паха
759,blind::A,aklas,суккӑр
760,taub::A,kurčias,хӑлхасӑр
761,kräftig::A,stiprus,хӑватлӑ
762,stark::A,stiprus,вирлӗ
763,schwach::A,silpnas,халсӑр
764,fett::A,riebus,самӑр
765,fett::A,riebus,мӑнтӑр
766,schlank::A,laibas,йӑрӑс
767,schlank::A,laibas,яштака
768,schlank::A,lieknas,йӑрӑс
769,schlank::A,lieknas,яштака
770,hübsch::A,gražus,хитре
771,böse::A,blogas,усал
772,dumm::A,paikas,ухмах
773,dumm::A,kvailas,ухмах
774,faul::A,tingus,наян
775,faul::A,tingus,юлхав
776,faul::A,tingus,ӳркенчӗк
777,fleißig::A,stropus,хастар
778,fleißig::A,kruopštus,хастар
779,geizig::A,šykštus,хытӑ
780,klug::A,sumanus,ӑслӑ
781,klug::A,protingas,ӑслӑ
782,geschickt::A,apsukrus,ӑста
783,lieb::A,mielas,савнӑ
784,lustig::A,smagus,хаваслӑ
785,lustig::A,linksmas,хаваслӑ
786,sanft::A,švelnus,ачаш
787,sanft::A,minkštas,ачаш
788,hungrig::A,alkanas,выҫӑ
789,krank::A,ligotas,чирлӗ
790,krank::A,sergantis,чирлӗ
791,nackt::A,nuogas,ҫара
792,traurig::A,liūdnas,салхуллӑ
793,lebendig::A,gyvas,чӗрӗ
794,gut::A,geras,аван
795,gut::A,geras,лайӑх
796,schlecht::A,blogas,япӑх
797,schlecht::A,blogas,начар
798,schlecht::A,prastas,япӑх
799,schlecht::A,prastas,начар
800,richtig::A,tikras,тӗрӗс
801,richtig::A,teisingas,тӗрӗс
802,schlimm::A,blogas,йӗрӗнчӗк
803,schlimm::A,prastas,йӗрӗнчӗк
804,wahr::A,tikras,чӑн
805,alt::A,senas,кивӗ
806,neu::A,naujas,ҫӗнӗ
807,ehemalig::A,buvęs,пулнӑ
808,alt[Lebewesen]::A,pagyvenęs,ватӑ
809,jung::A,jaunas,яш
810,jung::A,jaunas,ҫамрӑк
811,arm::A,neturtingas,чухӑн
812,reich::A,turtingas,пуян
813,bekannt::A,žinomas,пӗлӗш
814,bekannt::A,pažįstamas,пӗлӗш
815,berühmt::A,žymus,чаплӑ
816,berühmt::A,garsus,чаплӑ
817,fremd::A,svetimas,ют
818,verschieden::A,įvairus,расна
819,nah::A,artimas,ҫывӑх
820,nah::A,artimas,ҫывӑхри
821,fern::A,tolimas,инҫе
822,fern::A,tolimas,аякри
823,linker::A,kairys,сулахай
824,rechter::A,dešinys,сылтӑм
825,anderer::A,kitas,урӑх
826,erster::A,pirmas,пӗрремӗш
827,zweiter::A,antras,иккӗмӗш
828,dritter::A,trečias,виҫҫӗмӗш
829,letzter::A,paskutinis,юлашки
830,allein::ADV,vienas,пӗччен
831,auf einmal::ADV,iš karto,кӗмӗрккен
832,zusammen::ADV,kartu,пӗрле
833,zusammen::ADV,drauge,пӗрле
834,lange::ADV,ilgai,вӑрах
835,plötzlich::ADV,staiga,сасартӑк
836,sofort::ADV,tuojau,тӳрех
837,später::ADV,vėliau,кайран
838,später::ADV,paskiau,кайран
839,jetzt::ADV,dabãr,халь
840,jetzt::ADV,dabãr,халӗ
841,heute::ADV,šiandien,паян
842,morgen::ADV,rytoj,ыран
843,bald::ADV,greitai,халех
844,bald::ADV,greitai,кӗҫех
845,bald::ADV,netrukus,халех
846,bald::ADV,netrukus,кӗҫех
847,dann::ADV,po to,унтан
848,gestern::ADV,vakar,ӗнер
849,einst::ADV,kadaise,пӗррехинче
850,einst::ADV,kitą kartą,пӗррехинче
851,damals::ADV,anuomet,ун чухне
852,damals::ADV,anuomet,апла пулсан
853,damals::ADV,anuokart,ун чухне
854,damals::ADV,anuokart,апла пулсан
855,danach::ADV,po to,унтан
856,danach::ADV,paskui,унтан
857,vorher::ADV,anksčiau,малтан
858,zuerst::ADV,pirma,пирвай
859,zuerst::ADV,iš pradžių̃,пирвай
860,einmal::ADV,kartą,пӗррехинче
861,einmal::ADV,vieną kartą,пӗррехинче
862,manchmal::ADV,kai kada,хӑш чухне
863,oft::ADV,dažnai,тӑтӑш
864,immer::ADV,visada,ялан
865,immer::ADV,visuomet,ялан
866,niemals::ADV,niekada,нихӑҫан та
867,niemals::ADV,niekuomet,нихӑҫан та
868,hier::ADV,čia,кунта
869,hierhin::ADV,šen,кунта
870,hierhin::ADV,čionai,кунта
871,von hier::ADV,iš čia,кунтан
872,dort::ADV,ten,унта
873,dort::ADV,ten,ҫавӑнта
874,dort::ADV,tenai,унта
875,dort::ADV,tenai,ҫавӑнта
876,dorthin::ADV,ten,унта
877,dorthin::ADV,ten,ҫавӑнта
878,dorthin::ADV,ten link,унта
879,dorthin::ADV,ten link,ҫавӑнта
880,geradeaus::ADV,tiesiai,тикӗс
881,vorwärts::ADV,pirmyn,малалла
882,rückwärts::ADV,atbulai,хыҫала
883,zurück::ADV,atgal,каялла
884,unten::ADV,žemai,аялта
885,unten::ADV,apačioje,аялта
886,hinab::ADV,žemyn,аялта
887,oben::ADV,viršuj,ҫӳлте
888,hinauf::ADV,aukštyn,ҫӳле
889,hinauf::ADV,į viršų,ҫӳле
890,überall::ADV,visur,таҫта та
891,überall::ADV,visur,пур ҫӗрте те
892,überall::ADV,visur,кирек ӑҫта та
893,nicht::ADV,ne,мар
894,ein wenig::ADV,truputį,пӑртак
895,kaum::ADV,vos,аран
896,sehr::ADV,labai,питӗ
897,sehr::ADV,baisiai,питӗ
898,so::ADV,taip,апла
899,noch::ADV,dar,татах
900,nur::ADV,tik,ҫех
901,nur::ADV,vien,ҫех
902,schon::ADV,jau,ӗнтӗ
903,wieder::ADV,vėl,каллех
904,wieder::ADV,iš naujo,каллех
905,vergebens::ADV,veltui,харам
906,vergebens::ADV,bergždžiai,харам
907,vor::PRP,prieš,умӗнче
908,hinter::PRP,už,кайра
909,unter::PRP,po,айне
910,unter::PRP,po,айӗпе
911,unter::PRP,po,айӗнче
912,unter::PRP,po,ҫитеспе
913,durch::PRP,pro,витӗр
914,durch::PRP,per,витӗр
915,neben::PRP,prie,патӗнче
916,neben::PRP,šalia,патӗнче
917,zwischen::PRP,tarp,хушшинче
918,wegen::PRP,dėl,пула
919,wegen::PRP,dėl,пирки
920,wegen::PRP,dėlei,пула
921,wegen::PRP,dėlei,пирки
922,dies::PRN,šis,ку
923,dies::PRN,šis,ҫак
924,dies::PRN,šitas,ку
925,dies::PRN,šitas,ҫак
926,das::PRN,tat,ҫав
927,alles::PRN,visas,пурте
928,alles::PRN,visas,йӑлт
929,ich::PRN,aš,эп
930,du::PRN,tu,эс
931,er::PRN,jis,вӑл
932,wir::PRN,mes,эпир
933,ihr::PRN,jūs,эсир
934,sie::PRN,ji,вӗсем
935,sie::PRN,jos,вӗсем
936,was::FPRN,kas,мӗн
937,was::FPRN,kas,мӗскер
938,was::FPRN,kas,мӗн те пулин
939,wer::FPRN,kas,кам
940,wo::FADV,kur,ӑҫта
941,wohin::FADV,kur,ӑҫта
942,wohin::FADV,kur link,ӑҫта
943,wie::FADV,kaip,епле
944,wie::FADV,kaip,мӗнле
945,warum::FADV,kod̃ėl,ма
946,warum::FADV,kod̃ėl,мӗншӗн
947,warum::FADV,dėl ko,ма
948,warum::FADV,dėl ko,мӗншӗн
949,wieviel::FNUM,kiek,миҫе
950,eins::NUM,vienas,пӗр
951,eins::NUM,vienas,пӗрре
952,zwei::NUM,du,ик
953,zwei::NUM,du,икӗ
954,zwei::NUM,du,иккӗ
955,drei::NUM,trys,виҫ
956,drei::NUM,trys,виҫӗ
957,drei::NUM,trys,виҫҫӗ
958,vier::NUM,keturi,тӑват
959,fünf::NUM,penki,пилӗк
960,fünf::NUM,penki,пиллӗк
961,sechs::NUM,šeši,улт
962,sechs::NUM,šeši,ултӑ
963,sechs::NUM,šeši,улттӑ
964,sieben::NUM,septyni,ҫич
965,sieben::NUM,septyni,ҫичӗ
966,sieben::NUM,septyni,ҫиччӗ
967,acht::NUM,aštuoni,сакӑр
968,acht::NUM,aštuoni,саккӑр
969,neun::NUM,devyni,тӑхӑр
970,neun::NUM,devyni,тӑххӑр
971,zehn::NUM,dešimt,вунӑ
972,zehn::NUM,dešimt,вуннӑ
973,elf::NUM,vienuolika,вун пӗр
974,zwölf::NUM,dvylika,вун ик
975,zwölf::NUM,dvylika,вун икӗ
976,zwölf::NUM,dvylika,вун иккӗ
977,zwanzig::NUM,dvidešimt,ҫирӗм
978,dreißig::NUM,trisdešimt,вӑтӑр
979,vierzig::NUM,keturiasdešimt,хӗрӗх
980,fünfzig::NUM,penkiasdešimt,аллӑ
981,sechzig::NUM,šešiasdešimt,утмӑл
982,siebzig::NUM,septyniasdešimt,ҫитмӗл
983,achtzig::NUM,aštuoniasdešimt,сакӑр вунӑ
984,achtzig::NUM,aštuoniasdešimt,сакӑр вуннӑ
985,neunzig::NUM,devyniasdešimt,тӑхӑр вун
986,neunzig::NUM,devyniasdešimt,тӑхӑр вунӑ
987,neunzig::NUM,devyniasdešimt,тӑхӑр вуннӑ
988,hundert::NUM,šimtas,ҫӗр
989,tausend::NUM,tūkstantis,пин
990,und::CNJ,ĩr,та
991,oder::CNJ,ar,е
992,oder::CNJ,arba,е
993,stehen::V,stovėti,тӑр
994,sitzen::V,sėdėti,лар
995,liegen::V,gulėti,вырт
996,hängen::V,kyboti,усӑнса тӑр
997,hängen::V,kyboti,ҫакӑнса тӑр
998,hängen::V,kabėti,усӑнса тӑр
999,hängen::V,kabėti,ҫакӑнса тӑр
1000,werden::V,taptis,пул
1001,werden::V,darytis,пул
1002,passieren::V,atsitikti,пул
1003,passieren::V,pasitaikyti,пул
1004,beginnen::V,prasid́ėti,пуҫлан
1005,enden::V,baigtis,пӗт
1006,enden::V,baigtis,вӗҫлен
1007,wechseln::V,keistis,улшӑн
1008,wechseln::V,pasikeisti,улшӑн
1009,aufgehen[Sonne]::V,tekėti,тух
1010,aufgehen[Sonne]::V,patekėti,тух
1011,untergehen[Sonne]::V,leistis,анса лар
1012,untergehen[Sonne]::V,nusileisti,анса лар
1013,scheinen[Sonne]::V,šviesti,пӑх
1014,donnern::V,griausti,кӗмсӗртет
1015,donnern::V,griausti,авӑт
1016,donnern::V,griaudėti,кӗмсӗртет
1017,donnern::V,griaudėti,авӑт
1018,wehen::V,pūsti,варкӑш
1019,strömen::V,lietis,тӑкӑн
1020,strömen::V,plūsti,тӑкӑн
1021,fließen::V,tekėti,юх
1022,sich drehen::V,suktis,ҫаврӑн
1023,sich drehen::V,pasisukti,ҫаврӑн
1024,schwanken::V,svyruoti,чӳхен
1025,schwingen::V,suptis,суллан
1026,fallen::V,pulti,кип
1027,fallen::V,pulti,тӳр кип
1028,fallen::V,pulti,татӑлса ан
1029,fallen::V,kristi,кип
1030,fallen::V,kristi,тӳр кип
1031,fallen::V,kristi,татӑлса ан
1032,brennen::V,degti,ҫун
1033,rauchen::V,rūkyti,мӑкӑрлан
1034,rauchen::V,rūkyti,тӗтӗм кӑлар
1035,regnen::V,lyti,ҫумӑр ҫӑвать
1036,gefrieren::V,užšalti,шӑн
1037,tauen::V,tirpti,ирӗл
1038,schmelzen::V,lydytis,ирӗл
1039,trocknen::V,džiūti,тип
1040,sieden::V,virti,вӗре
1041,faulen::V,pūti,ҫӗр
1042,verfaulen::V,švinkti,ҫӗр
1043,reißen::V,plyšti,ҫурӑл
1044,reißen::V,trūkti,ҫурӑл
1045,versinken::V,skę̃sti,пут
1046,versinken::V,grimzti,пут
1047,vergehen::V,praeiti,ирт
1048,erscheinen::V,pasirodyti,курӑн
1049,erscheinen::V,pasirodyti,курӑнса кай
1050,verschwinden::V,dingti,ҫухал
1051,verschwinden::V,išnykti,ҫухал
1052,verschwinden::V,pranykti,ҫухал
1053,sinken::V,kristi,чак
1054,abnehmen::V,mažėti,чак
1055,abnehmen::V,silpnėti,чак
1056,zunehmen::V,didėti,пысӑклан
1057,zunehmen::V,padaugėti,пысӑклан
1058,steigen::V,kilti,ҫӗклен
1059,wachsen::V,augti,ӳс
1060,glänzen::V,blizgėti,ҫиҫ
1061,funkeln::V,žibėti,ялкӑш
1062,funkeln::V,žibėti,йӑлтӑртат
1063,lärmen::V,triukšmauti,шавла
1064,läuten::V,skambinti,шӑнкӑравла
1065,klingeln::V,skambinti,шӑнкӑравла
1066,klirren::V,žvangėti,калтлат
1067,klirren::V,žvangėti,шӑнкӑлтат
1068,brausen::V,šniokšti,ахӑр
1069,rauschen::V,ošti,вашӑлтат
1070,rauschen::V,ošti,чашӑлтат
1071,rauschen::V,šlamėti,вашӑлтат
1072,rauschen::V,šlamėti,чашӑлтат
1073,klingen::V,skardėti,янӑра
1074,bellen::V,loti,вӗр
1075,heulen::V,kaukti,ула
1076,heulen::V,staugti,ула
1077,blasen::V,pūsti,вӗр
1078,pfeifen::V,švilpti,шӑхӑр
1079,pfeifen::V,švilpauti,шӑхӑр
1080,schreien::V,šaukti,кӑшкӑр
1081,stöhnen::V,dejuoti,йынӑш
1082,stöhnen::V,aimanuoti,йынӑш
1083,zittern::V,virpėti,чӗтре
1084,leben::V,gyventi,пурӑн
1085,geboren werden::V,gimti,ҫурал
1086,atmen::V,alsuoti,сывла
1087,atmen::V,kvėpuoti,сывла
1088,trinken::V,gerti,ӗҫ
1089,essen::V,valgyti,ҫи
1090,schlucken::V,praryti,ҫӑт
1091,müde werden::V,nuvargti,ӗшен
1092,müde werden::V,privargti,ӗшен
1093,einschlafen::V,užmigti,ыйха пут
1094,einschlafen::V,užmigti,ҫывӑрса кай
1095,schlafen::V,miegoti,ҫывӑр
1096,aufwachen::V,pabusti,вӑран
1097,aufstehen::V,keltis,тӑр
1098,aufstehen::V,atsikelti,тӑр
1099,sich erholen::V,pailsėti,кан
1100,sich erholen::V,poilsiauti,кан
1101,krank werden::V,susirgti,чирле
1102,krank sein::V,sirgti,чирле
1103,schmerzen::V,sopėti,сур
1104,schmerzen::V,sopėti,ырат
1105,schmerzen::V,skaudėti,сур
1106,schmerzen::V,skaudėti,ырат
1107,husten::V,kosėti,ӳсӗр
1108,genesen::V,sveikti,сывал
1109,genesen::V,sveikti,тӳрлен
1110,genesen::V,taisytis,сывал
1111,genesen::V,taisytis,тӳрлен
1112,sterben::V,mirti,вил
1113,sterben::V,numirti,вил
1114,umkommen::V,žūti,вил
1115,sich bewegen::V,judėti,куҫ
1116,sich bewegen::V,pasijudinti,куҫ
1117,sich rühren::V,krutėti,хускал
1118,sich erheben::V,pakilti,тӑр
1119,sich erheben::V,atsikelti,тӑр
1120,sich setzen::V,sėstis,лар
1121,sich setzen::V,atsisėsti,лар
1122,hinfallen::V,parkristi,ӳк
1123,hinfallen::V,pargriūti,ӳк
1124,laufen::V,eiti,ут
1125,schreiten::V,žengti,ут
1126,schreiten::V,žingsniuoti,ут
1127,spazierengehen::V,pasivaikščioti,уҫӑлса ҫӳре
1128,spazierengehen::V,pasivaikščioti,уткаласа ҫӳре
1129,eilen::V,skubėti,васка
1130,eilen::V,skubėti,хыпалан
1131,sich beeilen::V,paskub́ėti,васка
1132,sich beeilen::V,paskub́ėti,хыпалан
1133,sich beeilen::V,pasiskubinti,васка
1134,sich beeilen::V,pasiskubinti,хыпалан
1135,sausen::V,dumti,ыткӑн
1136,sausen::V,dumti,вӗҫтер
1137,sausen::V,lėkti,ыткӑн
1138,sausen::V,lėkti,вӗҫтер
1139,rennen::V,bėgti,чуп
1140,springen::V,šokti,сик
1141,klettern::V,kopti,улӑх
1142,schaukeln::V,supti,йӳрӗн
1143,schaukeln::V,linguoti,йӳрӗн
1144,kriechen::V,ropoti,шу
1145,kriechen::V,ropoti,упален
1146,kriechen::V,šliaužti,шу
1147,kriechen::V,šliaužti,упален
1148,schwimmen::V,plaukti,иш
1149,tauchen::V,nerti,чӑм
1150,rudern::V,irtis,авӑс
1151,rudern::V,irkluoti,авӑс
1152,fahren::V,važiuoti,пыр
1153,fahren::V,važinėti,пыр
1154,fliegen::V,lėkti,вӗҫ
1155,fliegen::V,skristi,вӗҫ
1156,gehen::V,eiti,кай
1157,weggehen::V,išeiti,кай
1158,abfahren::V,išvykti,тапран
1159,abfahren::V,išvažiuoti,тапран
1160,anhalten::V,sustoti,чарӑн
1161,hineingehen::V,įeiti,кӗр
1162,eintreten::V,įžengti,кӗр
1163,kommen::V,ateiti,кил
1164,ankommen::V,ateiti,ҫит
1165,zurückkommen::V,grį̃žti,таврӑн
1166,zurückkommen::V,grį̃žti,каялла кил
1167,zurückkommen::V,sugrį̃žti,таврӑн
1168,zurückkommen::V,sugrį̃žti,каялла кил
1169,bleiben::V,likti,юл
1170,bleiben::V,pasilikti,юл
1171,warten::V,laukti,кӗт
1172,erwarten::V,laukti,кӗт
1173,suchen::V,ieškoti,шыра
1174,finden::V,rasti,туп
1175,finden::V,surasti,туп
1176,versuchen::V,mėginti,пикен
1177,vorbereiten::V,rengti,хатӗрле
1178,lieben::V,myĺėti,юрат
1179,mögen::V,ḿėgti,кӑмӑлла
1180,mögen::V,ḿėgti,килӗштер
1181,mögen::V,patikti,кӑмӑлла
1182,mögen::V,patikti,килӗштер
1183,lachen::V,juoktis,кул
1184,lachen::V,juoktis,ахӑлтат
1185,rühren::V,jaudinti,ҫулӑх
1186,rühren::V,graudinti,ҫулӑх
1187,weinen::V,verkti,йӗр
1188,weinen::V,verkti,макӑр
1189,schimpfen::V,bartis,вӑрҫ
1190,schimpfen::V,bartis,ятлаҫ
1191,sich ärgern::V,pykti,ҫиллен
1192,sich ärgern::V,apmaudauti,ҫиллен
1193,sich fürchten::V,bijoti,шиклен
1194,sich fürchten::V,baimintis,шиклен
1195,fürchten::V,bijoti,хӑра
1196,fürchten::V,baimintis,хӑра
1197,fliehen::V,bėgti,тар
1198,fliehen::V,sprukti,тар
1199,flüchten::V,pabėgti,чупса тар
1200,sehen::V,žiūŕėti,кур
1201,anschauen::V,žiūŕėti,пӑхса ил
1202,ansehen::V,žiūrėti į,пӑх
1203,ansehen::V,pažiūrėti į,пӑх
1204,hören::V,girdėti,илт
1205,zuhören::V,klausytis,итле
1206,zuhören::V,klausytis,тӑнла
1207,probieren::V,ragauti,астив
1208,probieren::V,paragauti,астив
1209,riechen::V,uosti,шӑршла
1210,riechen::V,užuosti,шӑршла
1211,fühlen::V,justi,туй
1212,fühlen::V,justi,сис
1213,fühlen::V,jausti,туй
1214,fühlen::V,jausti,сис
1215,fühlen::V,pajusti,туй
1216,fühlen::V,pajusti,сис
1217,scheinen::V,rodytis,туйӑн
1218,scheinen::V,atrodyti,туйӑн
1219,zu sehen sein::V,pasirodyti,курӑн
1220,vernehmen::V,išgirsti,пӑл
1221,frieren::V,šalti,йӳтен
1222,tun::V,daryti,ту
1223,können::V,galėti,пултар
1224,können::V,pajėgti,пултар
1225,wollen::V,norėti,те
1226,anfangen::V,pradėti,пуҫла
1227,anfangen::V,prasid́ėti,пуҫла
1228,beenden::V,baigti,пӗтер
1229,beenden::V,užbaigti,пӗтер
1230,aufhören::V,liautis,пӑрах
1231,gelingen::V,pavykti,ӑн
1232,gelingen::V,pasisekti,ӑн
1233,geraten::V,nusisekti,пул
1234,öffnen::V,atverti,уҫ
1235,öffnen::V,atidaryti,уҫ
1236,schließen::V,uždaryti,хуп
1237,stellen::V,statyti,ларт
1238,stellen::V,statyti,тӑрат
1239,stellen::V,pastatyti,ларт
1240,stellen::V,pastatyti,тӑрат
1241,setzen::V,sodinti,ларт
1242,setzen::V,pasodinti,ларт
1243,legen::V,dėti,хур
1244,legen::V,pad́ėti,хур
1245,berühren::V,liesti,перӗн
1246,berühren::V,paliesti,перӗн
1247,verbinden::V,jungti,сып
1248,verbinden::V,surišti,сып
1249,bedecken::V,uždengti,вит
1250,aufhängen::V,pakarti,ҫак
1251,aufhängen::V,pakabinti,ҫак
1252,anzünden::V,padegti,ҫут
1253,aufheben::V,pakelti,ҫӗкле
1254,zurücklassen::V,palikti,манса хӑвар
1255,verlieren::V,pamesti,ҫӗтер
1256,fallen lassen::V,atsisakyti,ӳкер
1257,machen::V,dirbti,ту
1258,herstellen::V,gaminti,ӑстала
1259,bauen::V,statyti,ту
1260,bauen::V,pastatyti,ту
1261,reparieren::V,taisyti,юса
1262,reparieren::V,remontuoti,юса
1263,verbessern::V,gerinti,лайӑхлат
1264,verbessern::V,ištaisyti,лайӑхлат
1265,ändern::V,keisti,улӑштар
1266,ändern::V,pakeisti,улӑштар
1267,graben::V,kasti,чав
1268,graben::V,kasti,чакала
1269,beugen::V,lenkti,кукӑрт
1270,beugen::V,palenkti,кукӑрт
1271,biegen::V,lenkti,ав
1272,biegen::V,lenkti,кукӑрт
1273,biegen::V,palenkti,ав
1274,biegen::V,palenkti,кукӑрт
1275,drehen::V,sukti,ҫавӑр
1276,wenden::V,kreipti,ӳпӗнтер
1277,wenden::V,pakreipti,ӳпӗнтер
1278,umdrehen::V,sukti,ҫавӑр
1279,umdrehen::V,apversti,ҫавӑр
1280,heben::V,kelti,хӑпарт
1281,heben::V,pakelti,хӑпарт
1282,hochheben::V,pakelti,йӑт
1283,ergreifen::V,čiupti,тыт
1284,ergreifen::V,griebti,тыт
1285,halten::V,laikyti,тыт
1286,halten::V,palaikyti,тыт
1287,drücken::V,spausti,пус
1288,schieben::V,stumti,тӗк
1289,schieben::V,stumti,тӗрт
1290,kratzen::V,kasyti,хыр
1291,kratzen::V,grandyti,хыр
1292,lecken::V,laižyti,ҫула
1293,beißen::V,kandžioti,ҫырт
1294,beißen::V,kandžioti,хып
1295,abreißen::V,nuplėšti,тат
1296,abschneiden::V,atpjauti,кас
1297,abschneiden::V,atkirpti,кас
1298,binden::V,rišti,ҫых
1299,binden::V,surišti,ҫых
1300,stecken::V,kišti,чик
1301,stecken::V,įkišti,чик
1302,brechen::V,lūžti,хуҫ
1303,brechen::V,laužyti,хуҫ
1304,klopfen::V,belsti,такка
1305,klopfen::V,barbenti,такка
1306,hauen::V,mušti,шакка
1307,kleben::V,lipdyti,ҫыпӑҫтар
1308,kleben::V,klijuoti,ҫыпӑҫтар
1309,reiben::V,trinti,сӑтӑр
1310,reiben::V,tarkuoti,сӑтӑр
1311,streichen::V,tepti,сӗр
1312,streichen::V,užtepti,сӗр
1313,schleifen::V,galą́sti,хӑйра
1314,schneiden::V,pjauti,кас
1315,schneiden::V,kirpti,кас
1316,rütteln::V,purtyti,лӑка
1317,rütteln::V,purtyti,силлентер
1318,schütteln::V,purtyti,лӑка
1319,schütteln::V,purtyti,силлентер
1320,schwenken::V,mojuoti,сулла
1321,schütten::V,pilti,тултар
1322,schütten::V,berti,тултар
1323,füllen::V,pildyti,тултар
1324,füllen::V,pripildyti,тултар
1325,einwickeln::V,įvynioti,чӗрке
1326,einwickeln::V,suvynioti,чӗрке
1327,tragen::V,nešti,ҫӗкле
1328,tragen::V,nešioti,ҫӗкле
1329,schleppen::V,vilkti,сӗтӗр
1330,ziehen::V,tempti,тӑс
1331,aufbewahren::V,laikyti,усра
1332,werfen::V,mesti,пӑрах
1333,werfen::V,sviesti,пӑрах
1334,fangen::V,sugauti,тыт
1335,packen::V,čiupti,тыт
1336,packen::V,griebti,тыт
1337,verstecken::V,slėpti,пытарса хур
1338,verstecken::V,slapstyti,пытарса хур
1339,teilen::V,dalyti,уйӑр
1340,teilen::V,dalyti,пайла
1341,teilen::V,padalyti,уйӑр
1342,teilen::V,padalyti,пайла
1343,schicken::V,sių̃sti,яр
1344,schicken::V,pasių̃sti,яр
1345,bringen::V,atnešti,кӳр
1346,hinzufügen::V,pridėti,хуш
1347,bekommen::V,gauti,ил
1348,bekommen::V,gauti,туян
1349,erhalten::V,gauti,ил
1350,erhalten::V,gauti,туян
1351,nehmen::V,paimti,ил
1352,wählen::V,rinkti,суйла
1353,wählen::V,išsirinkti,суйла
1354,auswählen::V,išrinkti,суйла
1355,bewahren::V,išsaugoti,упра
1356,behindern::V,trukdyti,кансӗрле
1357,behindern::V,trukdyti,чӑрмантар
1358,verderben::V,sugadinti,пӑс
1359,beschädigen::V,žaloti,пӑс
1360,beschädigen::V,gadinti,пӑс
1361,zerbrechen::V,sukulti,ват
1362,zerbrechen::V,sukulti,ҫӗмӗр
1363,zerbrechen::V,sudaužyti,ват
1364,zerbrechen::V,sudaužyti,ҫӗмӗр
1365,zerreißen::V,perplėšti,ҫур
1366,zerreißen::V,suplėšyti,ҫур
1367,zerstören::V,suardyti,иш
1368,zerstören::V,sugriauti,иш
1369,verbrennen::V,deginti,ҫунтар
1370,verbrennen::V,sudeginti,ҫунтар
1371,geben::V,duoti,пар
1372,geben::V,paduoti,пар
1373,reichen::V,paduoti,пар
1374,schenken::V,dovanoti,парнеле
1375,versprechen::V,žadėti,тума пул
1376,versprechen::V,žadėti,сӑмах пар
1377,versprechen::V,pažadėti,тума пул
1378,versprechen::V,pažadėti,сӑмах пар
1379,wünschen::V,norėti,сун
1380,wünschen::V,linḱėti,сун
1381,loben::V,girti,ырла
1382,loben::V,pagirti,ырла
1383,küssen::V,bučiuoti,чуп ту
1384,wiegen::V,supti,сиктер
1385,wiegen::V,supti,силле
1386,zudecken::V,užkloti,вит
1387,zudecken::V,uždengti,вит
1388,wecken::V,žadinti,вӑрат
1389,zeigen::V,rodyti,кӑтарт
1390,führen::V,vesti,илсе пыр
1391,führen::V,vesti,ҫавӑтса пыр
1392,führen::V,vadovauti,илсе пыр
1393,führen::V,vadovauti,ҫавӑтса пыр
1394,lehren::V,mokyti,вёрент
1395,lehren::V,išmokyti,вёрент
1396,unterrichten::V,dėstyti,вёрент
1397,aufziehen::V,išauginti,вӗрент
