,Concept_ID,sq,ce
783,was::FPRN,çfarë,хӏун
784,wer::FPRN,kush,мила
785,wo::FADV,ku,мичaхь
786,wohin::FADV,për ku,мича
787,wie::FADV,si,муха
788,warum::FADV,pse,хӏунда
789,warum::FADV,përse,хӏунда
790,wieviel::FNUM,sa,мел
791,wieviel::FNUM,sa,маса
792,eins::NUM,një,цхьаъ
793,zwei::NUM,dy,шиъ
794,drei::NUM,tre,кхоъ
795,vier::NUM,katër,диъ
796,fünf::NUM,pesë,пхиъ
797,sechs::NUM,gjashtë,ялх
798,sieben::NUM,shtatë,ворхӏ
799,acht::NUM,tetë,бархӏ
800,neun::NUM,nëntë,исс
801,zehn::NUM,dhjetë,итт
802,elf::NUM,njëmbëdhjetë,цхьайтта
803,zwölf::NUM,dymbëdhjetë,шийтта
804,zwanzig::NUM,njëzet,ткъа
805,dreißig::NUM,tridhjetë,ткъе итт
806,vierzig::NUM,dyzet,шовзткъа
807,fünfzig::NUM,pesëdhjetë,шовзткъе итт
808,sechzig::NUM,gjashtëdhjetë,кхузткъа
809,siebzig::NUM,shtatëdhjetë,кхузткъе итт
810,achtzig::NUM,tetëdhjetë,дезткъа
811,neunzig::NUM,nëntëdhjetë,дезткъе итт
812,hundert::NUM,qind,бӏе
813,tausend::NUM,mijë,эзар
814,und::CNJ,e,a
815,und::CNJ,dhe,a
816,oder::CNJ,a,я
817,oder::CNJ,apo,я
818,stehen::V,rri,латта
819,sitzen::V,rri,хиъна ӏан
820,liegen::V,rri shtrirë,ӏилла
821,hängen::V,varem,кхаза
822,werden::V,bëhem,хила
823,passieren::V,ndodh,хила
824,beginnen::V,filloj,доло
825,enden::V,përfundoj,дӏадерза
826,wechseln::V,ndërroj,хийца
827,aufgehen[Sonne]::V,hapem,кхета
828,untergehen[Sonne]::V,hyj,чубуза
829,untergehen[Sonne]::V,perëndoj,чубуза
830,scheinen[Sonne]::V,ndriçoj,серло яла
831,donnern::V,gjëmoj,къекъа
832,donnern::V,bubulloj,къекъа
833,wehen::V,fryj,хьекха
834,strömen::V,derdh,эха
835,fließen::V,rrjedh,охьаэха
836,sich drehen::V,rrotullohem,хьийза
837,schwanken::V,dyzoj,леста
838,schwingen::V,dridhem,лесто
839,fallen::V,bie,охьакхета
840,brennen::V,digjem,дага
841,rauchen::V,nxjerr tym,оза
842,regnen::V,bie shi,догlа догlу
843,gefrieren::V,ngrij,гӏоро
844,tauen::V,shkrij,даша
845,schmelzen::V,shkrij,лала
846,trocknen::V,thaj,дакъо
847,sieden::V,ziej,кхехка
848,faulen::V,kalbem,дахкадала
849,faulen::V,prishem,дахкадала
850,verfaulen::V,kalbem,дахкадала
851,reißen::V,grisem,хеда
852,reißen::V,shqyhem,хеда
853,versinken::V,humboj,хичудаха
854,vergehen::V,kaloj,дlаэха
855,erscheinen::V,dukem,схьадала
856,erscheinen::V,dukem,ӏоттадала
857,verschwinden::V,zhdukem,къайладала
858,sinken::V,ulem,лахдала
859,abnehmen::V,pakësohem,
860,abnehmen::V,zvogëlohem,
861,zunehmen::V,shtohem,лакхадала
862,steigen::V,rritem,хьаладала
863,wachsen::V,rritem,кхиа
864,glänzen::V,vezulloj,лепа
865,funkeln::V,xixoj,къега
866,funkeln::V,xixëlloj,къега
867,lärmen::V,oshtij,гӏовгӏаян
868,lärmen::V,zhurmoj,гӏовгӏаян
869,läuten::V,bie,детта
870,klingeln::V,i bie ziles,дека
871,klirren::V,kërcëlloj,дека
872,brausen::V,gjëmoj,хьаьдда даха
873,rauschen::V,fëshfërij,леста
874,klingen::V,tingëlloj,дека
875,bellen::V,leh,лета
876,heulen::V,ulërij,угӏа
877,blasen::V,fryj,хӏуп баха
878,pfeifen::V,fishkëllej,шок етта
879,schreien::V,bërtas,мохь бетта
880,stöhnen::V,rënkoj,узарш дан
881,zittern::V,trembem,дега
882,leben::V,rroj,даха
883,leben::V,jetoj,даха
884,geboren werden::V,lind,хила
885,atmen::V,marr frymë,садеӏа
886,trinken::V,pi,мала
887,essen::V,ha,кхалла
888,schlucken::V,gëlltis,къурдбан
889,schlucken::V,kapërdij,къурдбан
890,müde werden::V,lodhem,кӏаддала
891,einschlafen::V,bie të fle,наб кхета
892,schlafen::V,fle,вижа
893,schlafen::V,fle,наб ян
894,schlafen::V,fle,дижина хила
895,aufwachen::V,zgjohem,самадала
896,aufstehen::V,çohem,гӏатта
897,aufstehen::V,ngrihem,гӏатта
898,sich erholen::V,qetësohem,садаӏа
899,sich erholen::V,shtendosem,садаӏа
900,krank werden::V,bie i sëmurë,цомгуш хила
901,krank sein::V,jam i sëmurë,цомгуш хила
902,schmerzen::V,dhemb,лаза
903,schmerzen::V,dhemb,ӏийжа
904,husten::V,kollitem,йовхарш етта
905,genesen::V,shërohem,тадала
906,sterben::V,vdes,дала
907,umkommen::V,vdes,хӏаллакхила
908,umkommen::V,mbaroj,хӏаллакхила
909,sich bewegen::V,shkundem,лела
910,sich rühren::V,lëviz,меттахъхьен
911,sich erheben::V,ngrihem,хьалагlатта
912,sich setzen::V,ulem,хаа
913,hinfallen::V,gremisem,дожа
914,hinfallen::V,gremisem,охьакхета
915,laufen::V,eci,вада
916,laufen::V,eci,хьада
917,schreiten::V,çapem,болар дан
918,schreiten::V,çapem,ког баккха
919,spazierengehen::V,shëtis,доладала
920,eilen::V,ngas,сихдала
921,sich beeilen::V,nxitoj,сихдала
922,sausen::V,eci shpejt,
923,rennen::V,vrapoj,дада
924,springen::V,kërcej,ирхкхийсадала
925,klettern::V,hipi,тӏедийла
926,schaukeln::V,kolovitem,техко
927,kriechen::V,zvarritem,такха
928,schwimmen::V,notoj,некадан
929,tauchen::V,zhytem,чулелха
930,rudern::V,vozis,дига лело
931,rudern::V,vozis,кема лело
932,fahren::V,shkoj,хахка
933,fliegen::V,fluturoj,тӏемадала
934,gehen::V,eci,лeла
935,gehen::V,shkoj,лeла
936,weggehen::V,vete,дӏадаха
937,abfahren::V,nisem,дӏадаха
938,anhalten::V,ndalem,саца
939,hineingehen::V,futem,чудала
940,eintreten::V,hyj,чудала
941,kommen::V,vij,кхача
942,kommen::V,vij,дӏакхача
943,kommen::V,vij,схьакхача
944,ankommen::V,arrij,кхача
945,ankommen::V,arrij,схьакхача
946,ankommen::V,mbërrij,кхача
947,ankommen::V,mbërrij,схьакхача
948,zurückkommen::V,kthehem,юхада
949,bleiben::V,mbetem,диса
950,bleiben::V,qëndroj,диса
951,warten::V,pres,хьежа
952,warten::V,pres,cобар дан
953,erwarten::V,pres,хьоьжуш ӏан
954,suchen::V,kërkoj,леха
955,finden::V,gjej,каро
956,versuchen::V,mundohem,дан хьажа
957,vorbereiten::V,përgatis,кечъян
958,lieben::V,dashuroj,деза
959,mögen::V,dua,безамхила
960,lachen::V,qesh,дела
961,rühren::V,mallëngjej,хьедан
962,weinen::V,qaj,делха
963,schimpfen::V,shaj,чехо
964,sich ärgern::V,bëhem verem,оьгӏазъэха
965,sich fürchten::V,kam frikë,кхера
966,sich fürchten::V,frikësohem,кхера
967,fürchten::V,kam frikë nga,кхера
968,fliehen::V,arratisem,дӏадада
969,flüchten::V,iki,дӏадада
970,sehen::V,shoh,ган
971,anschauen::V,shikoj,хьажа
972,anschauen::V,shikoj,хьежа
973,ansehen::V,shikoj,хьовса
974,hören::V,dëgjoj,хаза
975,zuhören::V,veshtoj,ладогӏа
976,probieren::V,provoj,хьажа
977,riechen::V,nuhas,хьожа яха
978,fühlen::V,ndiej,хаадала
979,scheinen::V,ndriçoj,мотта
980,zu sehen sein::V,dukem,гуш хила
981,vernehmen::V,dëgjoj,бартхатта
982,frieren::V,mërdhij,гӏоро
983,tun::V,bëj,дан
984,können::V,mund,дадала
985,wollen::V,dua,тӏергӏа
986,wollen::V,dëshiroj,тӏергӏа
987,anfangen::V,filloj,доло
988,beenden::V,kryej,довла
989,beenden::V,mbaroj,довла
990,aufhören::V,pushoj,саца
991,gelingen::V,më shkon mbarë,кадала
992,geraten::V,del,хила
993,öffnen::V,hap,дӏаделла
994,öffnen::V,hap,схьаделла
995,schließen::V,mbyll,къовла
996,schließen::V,mbyll,дӏачӏагӏа
997,stellen::V,vë,хlотто
998,setzen::V,vë,дийгӏа
999,legen::V,vë,охьадилла
1000,berühren::V,rrok,хьедан
1001,verbinden::V,bashkoj,вовшахтаса
1002,bedecken::V,mbuloj,тилла
1003,bedecken::V,mbuloj,тӏетаса
1004,aufhängen::V,var,хьалаолла
1005,anzünden::V,ndez,лато
1006,aufheben::V,ngre,айа
1007,zurücklassen::V,lë pas,дита
1008,verlieren::V,humb,дайа
1009,fallen lassen::V,lëshoj,охьадожо
1010,machen::V,bëj,дан
1011,herstellen::V,prodhoj,дан
1012,bauen::V,ndërtoj,гӏишлоян
1013,reparieren::V,ndreq,тадан
1014,reparieren::V,meremetoj,тадан
1015,verbessern::V,përmirësoj,нисдан
1016,ändern::V,ndërroj,хийца
1017,graben::V,gërmoj,ахка
1018,beugen::V,kërrus,сатто
1019,biegen::V,përkul,сатто
1020,drehen::V,dredh,хьовзо
1021,drehen::V,rrotulloj,хьовзо
1022,wenden::V,kthej,
1023,umdrehen::V,kthej,хьовзo
1024,heben::V,ngre,айа
1025,heben::V,ngre,хьалаайа
1026,hochheben::V,ngre,хьалаайа
1027,ergreifen::V,rrëmbej,дӏалаца
1028,halten::V,mbaj,латто
1029,drücken::V,shtyp,тӏетаӏо
1030,schieben::V,shtyj,татта
1031,kratzen::V,kruaj,мӏараш тийса
1032,kratzen::V,gërvisht,мӏараш тийса
1033,lecken::V,lëpij,мотт хьекха
1034,beißen::V,kafshoj,катoха
1035,abreißen::V,shkëpus,схьадаккха
1036,abschneiden::V,cungoj,кхада
1037,binden::V,lidh,дӏадехка
1038,binden::V,lidh,вовшахтаса
1039,stecken::V,fus,чудахийта
1040,stecken::V,ngul,чудахийта
1041,brechen::V,thyej,кагдан
1042,klopfen::V,trokas,детта
1043,hauen::V,godas,етта
1044,kleben::V,ngjis,тӏелато
1045,reiben::V,fërkoj,хьекхо
1046,streichen::V,lyej,тlехьакха
1047,schleifen::V,mpreh,ирдан
1048,schneiden::V,pres,ларга
1049,rütteln::V,shkund,лесто
1050,schütteln::V,lëkund,лесто
1051,schwenken::V,valëvit,лесто
1052,schütten::V,mbush,дотта
1053,füllen::V,mbush,дуза
1054,einwickeln::V,mbështjell,хьарчо
1055,tragen::V,mbaj,дахьа
1056,tragen::V,mbart,дахьа
1057,schleppen::V,heq,ийзо
1058,schleppen::V,zhgërryej,ийзо
1059,ziehen::V,tërheq,озо
1060,aufbewahren::V,ruaj,ӏалашдан
1061,werfen::V,hedh,кхосса
1062,fangen::V,kap,леца
1063,packen::V,rrëmbej,леца
1064,verstecken::V,fsheh,къайладаккха
1065,teilen::V,ndaj,декъа
1066,schicken::V,dërgoj,дӏадахьийта
1067,bringen::V,sjell,дан
1068,hinzufügen::V,shtoj,тӏетоха
1069,bekommen::V,kap,даккха
1070,erhalten::V,marr,даккха
1071,nehmen::V,marr,схьаэца
1072,wählen::V,zgjedh,харжа
1073,auswählen::V,përzgjedh,харжа
1074,bewahren::V,ruaj,lалашдан
1075,behindern::V,pengoj,новкъарло ян
1076,verderben::V,prish,талхо
1077,beschädigen::V,dëmtoj,дохо
1078,zerbrechen::V,thyej,дохо
1079,zerbrechen::V,thyej,кагдан
1080,zerreißen::V,çjerr,хадо
1081,zerreißen::V,zheloj,хадо
1082,zerstören::V,prish,дохо
1083,zerstören::V,prish,кагдан
1084,zerstören::V,shkatërroj,дохо
1085,zerstören::V,shkatërroj,кагдан
1086,verbrennen::V,djeg,даго
1087,geben::V,jap,яла
1088,reichen::V,jap,дӏадала
1089,reichen::V,jap,дӏакховдо
1090,schenken::V,fal,совгӏат дан
1091,schenken::V,dhuroj,совгӏат дан
1092,versprechen::V,premtoj,ваӏда дан
1093,wünschen::V,uroj,лаа
1094,loben::V,lëvdoj,хасто
1095,loben::V,lavdëroj,хасто
1096,küssen::V,puth,оба яккха
1097,wiegen::V,tund,тахка
1098,zudecken::V,mbuloj,тӏетаса
1099,wecken::V,zgjoj,самадаккха
1100,zeigen::V,dëftej,гайта
1101,führen::V,çoj,дига
1102,lehren::V,arsej,ӏамо
1103,unterrichten::V,arsimoj,хьеха
1104,aufziehen::V,rris,кхио
1105,leiten::V,udhëheq,урхалла дан
1106,antreiben::V,nxis,сихдан
1107,lassen::V,detyroj,-йта
1108,einladen::V,ftoj,кхайкха
1109,vereinigen::V,bashkoj,цхьаьнатоха
1110,besuchen::V,vizitoj,хьажахIотта
1111,treffen::V,ndesh,дуьхьалкхета
1112,sich versammeln::V,tubohem,гулдан
1113,spielen::V,loz,ловза
1114,spielen::V,luaj,ловза
1115,singen::V,këndoj,лакха
1116,tanzen::V,kërcej,хелхадала
1117,tanzen::V,vallëzoj,хелхадала
1118,sich trennen::V,ndahem,къаста
1119,verlassen::V,braktis,дита
1120,retten::V,shpëtoj,кӏелхьардаккха
1121,bewachen::V,ruaj,ха дан
1122,schützen::V,ruaj,лардан
1123,schützen::V,mbroj,лардан
1124,verteidigen::V,mbroj,лардан
1125,sich schlagen::V,zihem,етта
1126,schießen::V,shtie,детта
1127,siegen::V,fitoj,тола
1128,siegen::V,ngadhënjej,тола
1129,ärgern::V,zemëroj,оьгӏаздахийта
1130,schlagen::V,rrah,тоха
1131,schlagen::V,godas,тоха
1132,treten::V,shtyj,мийра тоха
1133,treten::V,shtyj më këmbë,мийра тоха
1134,stechen::V,ther,ӏотта
1135,stechen::V,ther,къовзо
1136,stechen::V,shpoj,ӏотта
1137,stechen::V,shpoj,къовзо
1138,stoßen::V,shtyj,татта
1139,stehlen::V,vjedh,лачкъо
1140,stören::V,pengoj,новкъарло ян
1141,belästigen::V,bezdis,сагатдан
1142,verbergen::V,fsheh,къайладаккха
1143,täuschen::V,mashtroj,ӏexo
1144,betrügen::V,kobis,ледан
1145,töten::V,vras,ден
1146,wohnen::V,banoj,даха
1147,arbeiten::V,punoj,къахьега
1148,arbeiten::V,vardoj,къахьега
1149,sammeln::V,mbledh,гулдан
1150,sammeln::V,grumbulloj,гулдан
1151,pflücken::V,vjel,даха
1152,pflücken::V,mbledh,даха
1153,jagen::V,gjuaj,талла
1154,fischen::V,peshkoj,чӏерий леца
1155,fischen::V,gjuaj peshk,чӏерий леца
1156,fassen::V,zë,лаца
1157,fassen::V,zë,схьалаца
1158,hüten::V,kullos,лардан
1159,treiben::V,vë përpara,лахка
1160,anbinden::V,lidh,дӏадехка
1161,füttern::V,grazhdoj,хӏума яла
1162,melken::V,mjel,оза
1163,hacken::V,grij,
1164,gießen::V,ujis,хи тоха
1165,reifen::V,piqem,хьекъа
1166,zubereiten::V,gatuaj,кечъян
1167,zubereiten::V,gatuaj,кхача бан
1168,kochen::V,ziej,кхача бан
1169,backen::V,pjek,датта
1170,backen::V,furroj,датта
1171,braten::V,fërgoj,кхарза
1172,braten::V,tiganis,кхарза
1173,umrühren::V,trazoj,кего
1174,stricken::V,thur,
1175,nähen::V,qep,тега
1176,färben::V,ngjyej,басардан
1177,färben::V,bojatis,басардан
1178,reinigen::V,qëroj,цӏандан
1179,reinigen::V,pastroj,цӏандан
1180,waschen::V,laj,йила
1181,waschen::V,laj,йитта
1182,waschen::V,laj,дӏадайа
1183,waschen::V,finjos,йила
1184,waschen::V,finjos,йитта
1185,waschen::V,finjos,дӏадайа
1186,abwischen::V,fshij,дӏадайа
1187,spülen::V,kulloj,хи кхарза
1188,fegen::V,fshij,нуй хьакха
1189,kehren::V,fshij,нуй хьакха
1190,baden::V,lahem,лийча
1191,sich waschen::V,lahem,юьхь йила
1192,ausziehen::V,heq,духар дӏадаккха
1193,ausziehen::V,zbath,духар дӏадаккха
1194,anziehen::V,vesh,
1195,anziehen::V,mbath,
1196,sich anziehen::V,vishem,духа
1197,kämmen::V,kreh,ехк хьакха
1198,schmücken::V,hijeshoj,хаздан
1199,sagen::V,them,ала
1200,sprechen::V,flas,баха
1201,sprechen::V,flas,мотт бийца
1202,reden::V,fjalos,къамел дан
1203,reden::V,fjalëtoj,къамел дан
1204,sich unterhalten::V,bisedoj,къамел дан
1205,fragen::V,pyes,хатта
1206,bitten::V,lus,деха
1207,bitten::V,lutem,деха
1208,erzählen::V,rrëfej,дийца
1209,mitteilen::V,kumtoj,хаам бан
1210,nennen::V,quaj,цӏе яккха
1211,rufen::V,thërras,кхайкха
1212,prahlen::V,mburrem,куралла ян
1213,prahlen::V,mburrem,дозалла дан
1214,prahlen::V,kapardisem,куралла ян
1215,prahlen::V,kapardisem,дозалла дан
1216,übersetzen::V,përkthej,гоч дан
1217,denken::V,mendoj,ойла ян
1218,glauben::V,besoj,теша
1219,bemerken::V,vërej,ган
1220,erkennen::V,njoh,довза
1221,erkennen::V,shquaj,довза
1222,begreifen::V,marr vesh,кхета
1223,verstehen::V,marr vesh,кхета
1224,lernen::V,mësoj,деша
1225,wissen::V,di,хаа
1226,sich erinnern an::V,kujtoj,дагадан
1227,vergessen::V,harroj,дицдала
1228,messen::V,mas,дуста
1229,zählen::V,njeh,дагардан
1230,rechnen::V,llogaris,лара
1231,lesen::V,lexoj,еша
1232,lesen::V,këndoj,еша
1233,malen::V,lyej,сурт дилла
1234,zeichnen::V,vizatoj,сурт дилла
1235,schreiben::V,shkruaj,яздан
1236,besitzen::V,kam,доладан
1237,kaufen::V,blej,эца
1238,verkaufen::V,shes,дохка
1239,bezahlen::V,paguaj,мах бала
1240,zahlen::V,paguaj,мах бала
1241,beherrschen::V,zotëroj,собаре хила
1242,ertragen::V,duroj,лан
1243,ertragen::V,duroj,сатоха
1244,ertragen::V,duroj,садетта
