,Concept_ID,vep,te
696,so::ADV,ninga,ఆలాగున
697,noch::ADV,völ,ఇప్పటికిని
698,nur::ADV,järg,మాత్రము
699,nur::ADV,vaiše,మాత్రము
700,schon::ADV,jo,ఇదివఱకే
701,wieder::ADV,möst,తిరిగి
702,vergebens::ADV,uhtei,నిష్ఫలముగా
703,vor::PRP,edes,ముందు
704,hinter::PRP,taga,వెనుక
705,unter::PRP,al,క్రింద
706,durch::PRP,läbi,ద్వారా
707,durch::PRP,kal't,ద్వారా
708,neben::PRP,rindal,దగ్గెర
709,zwischen::PRP,keskes,మధ్య
710,wegen::PRP,tagut,కారణంగా
711,dies::PRN,nece,ఇది
712,das::PRN,se,అది
713,alles::PRN,kaik,సకలము
714,ich::PRN,minä,నేను
715,du::PRN,sinä,నీవు
716,er::PRN,hän,అతడు
717,wir::PRN,mö,మనము
718,ihr::PRN,tö,మీరు
719,sie::PRN,hö,వారు
720,was::FPRN,mi,ఏమి
721,wer::FPRN,ken,ఎవడు
722,wo::FADV,kus,ఎక్కడ
723,wohin::FADV,kuna,ఎందుకు
724,wie::FADV,kut,ఎట్టు
725,wie::FADV,mit',ఎట్టు
726,warum::FADV,mikš,ఏల
727,wieviel::FNUM,äjak,ఎంత
728,wieviel::FNUM,kuverz',ఎంత
729,eins::NUM,üks',ఒకటి
730,zwei::NUM,kaks',రెండు
731,drei::NUM,koume,మూడు
732,vier::NUM,nel'l',నాలుగు
733,fünf::NUM,viž,అయిదు
734,sechs::NUM,kuz',ఆఱు
735,sieben::NUM,seičeme,ఏరు
736,acht::NUM,kahesa,ఎనిమదు
737,neun::NUM,ühesa,తొమ్మిది
738,zehn::NUM,kümne,పది
739,elf::NUM,üks'toštkümne,పదునొకొండు
740,zwölf::NUM,kaks'toštkümne,పండ్రండు
741,zwanzig::NUM,kaks'kümne,ఇరుపది
742,dreißig::NUM,koumekümne,ముప్పది
743,vierzig::NUM,nel'l'kümne,నలువది
744,fünfzig::NUM,vižkümne,ఏబది
745,sechzig::NUM,kuz'kümne,అరుపది
746,siebzig::NUM,seičemekümne,డెబ్బది
747,achtzig::NUM,kahesakümne,ఎనుబది
748,neunzig::NUM,ühesakümne,తొంబది
749,hundert::NUM,sada,నూఱు
750,tausend::NUM,tuha,వేయి
751,und::CNJ,i,మఱియు
752,und::CNJ,da,మఱియు
753,oder::CNJ,vai,లేక
754,stehen::V,seišta,నిలుచు
755,sitzen::V,ištta,కూర్చుండు
756,liegen::V,venuda,పండుకొనుట
757,hängen::V,ripta,వ్రేలాడదీయు
758,werden::V,lindä,అగు
759,werden::V,tehtas,అగు
760,passieren::V,ozaitas,సంభవించు
761,beginnen::V,augotadas,ఆరంభించు
762,enden::V,loptas,తీరుట
763,wechseln::V,vajehtadas,మార్చు
764,aufgehen[Sonne]::V,nousta,ఉదయించు
765,untergehen[Sonne]::V,lasktas,అస్తమించు
766,scheinen[Sonne]::V,paštta,ప్రకాశించు
767,donnern::V,juraita,ఉరుముట
768,wehen::V,dölta,దురద్పప్టము
769,wehen::V,puhuda,దురద్పప్టము
770,strömen::V,valadas,పారుట
771,fließen::V,valuda,ప్రవహించు
772,sich drehen::V,punotas,తిరుగు
773,schwanken::V,čibuda,ఆడించుట
774,schwingen::V,čibuda,ఊగుట
775,fallen::V,langeta,పడు
776,brennen::V,pallada,కాలుట
777,rauchen::V,savustada,పొగసుట
778,regnen::V,vihmda,కురిపించుట
779,gefrieren::V,jäduda,గడ్డకట్టు
780,gefrieren::V,kül'mdä,గడ్డకట్టు
781,tauen::V,sulada,కరగు
782,schmelzen::V,sulada,కరగు
783,trocknen::V,kuida,యెండుట
784,trocknen::V,kuivehtuda,యెండుట
785,sieden::V,kehuda,ఉడుకు
786,faulen::V,hapata,క్రుళ్లు
787,faulen::V,traudäs,క్రుళ్లు
788,verfaulen::V,hapata,క్షిణించు
789,reißen::V,rebita,చించు
790,versinken::V,upota,మునుగు
791,vergehen::V,mända,సంభవించు
792,erscheinen::V,ozutadas,కనబడు
793,verschwinden::V,hajeta,అదృశ్యమగు
794,sinken::V,väheta,ముణుగుట
795,sinken::V,lasktas,ముణుగుట
796,abnehmen::V,peneta,తగ్గు
797,zunehmen::V,ližaduda,పెరుగుట
798,steigen::V,nousta,లేచు
799,wachsen::V,kazda,పెరుగు
800,glänzen::V,loštta,ప్రకాశించు
801,funkeln::V,hoštta,ప్రకాశించు
802,lärmen::V,robaita,అరుచుట
803,läuten::V,judaita,మేళవించుట
804,klingeln::V,kelotada,వాయించుట
805,klirren::V,biraita,ఘంటానాదము
806,brausen::V,bruncta,గర్జించు
807,rauschen::V,šobaita,చటచటమనుట
808,klingen::V,heläita,ధ్వనించుట
809,bellen::V,nutta,అఱచు
810,heulen::V,ulaita,కూయు
811,blasen::V,puhuda,దురద్పప్టము
812,pfeifen::V,pistta,ఈలవేయు
813,pfeifen::V,vihelta,ఈలవేయు
814,schreien::V,kirkta,అఱచు
815,schreien::V,kidastada,అఱచు
816,stöhnen::V,ohkta,మూలుగు
817,stöhnen::V,voivotada,మూలుగు
818,zittern::V,säraita,వణకు
819,leben::V,eläda,జీవించుట
820,geboren werden::V,sünduda,పుట్టుట
821,atmen::V,henktä,ఉపిరి తీయు
822,trinken::V,joda,త్రాగు
823,essen::V,söda,తిను
824,schlucken::V,lainata,మ్రింగు
825,müde werden::V,väzuda,అలయు
826,müde werden::V,šuštuda,అలయు
827,einschlafen::V,uinota,నిద్రించు
828,schlafen::V,magata,నిద్రురించు
829,schlafen::V,nukkuda,నిద్రురించు
830,aufwachen::V,heraštuda,మేలుకొను
831,aufstehen::V,nousta,లేచు
832,sich erholen::V,lebaitas,నడ్డి వాల్చు
833,krank werden::V,läžegata,జబ్బుపడు
834,krank sein::V,läžuda,జబ్బు చేయు
835,schmerzen::V,kibištada,నొచ్చుట
836,husten::V,rügda,దగ్గుట
837,genesen::V,tervehtuda,కుదురుట
838,sterben::V,kolda,మరణించు
839,umkommen::V,kolda,నశించు
840,sich bewegen::V,likkuda,కదలు
841,sich rühren::V,likahtada,కదలు
842,sich rühren::V,kubahtada,కదలు
843,sich erheben::V,nousta,లేచు
844,sich setzen::V,išttas,కూర్చుణ్డు
845,hinfallen::V,langeta,దొర్లు
846,laufen::V,kävuda,నడచు
847,schreiten::V,astta,అడుగుపెట్టుట
848,schreiten::V,haškta,అడుగుపెట్టుట
849,spazierengehen::V,kävelta,పచారు చేయు
850,eilen::V,kiruhtada,తొందరపడు
851,sich beeilen::V,kiruhtada,త్వరపెట్టు
852,sausen::V,fun'urta,విసరికొట్టు
853,rennen::V,joksta,పరుగెత్తు
854,springen::V,hüptä,దుముకు
855,klettern::V,libuda,ఎక్కు
856,schaukeln::V,čibuda,ఉయ్యాల ఊగు 
857,kriechen::V,ličtas,ప్రాకు
858,schwimmen::V,ujuda,ఈదు
859,tauchen::V,čukautas,మునుగు
860,rudern::V,souta,తెడ్లతోఁగడపు
861,fahren::V,ajada,నడపు
862,fahren::V,ajelda,నడపు
863,fliegen::V,leta,ఎగురు
864,gehen::V,mända,పోవు
865,gehen::V,kävuda,పోవు
866,weggehen::V,päzda,బయలుదేరు
867,weggehen::V,lähtta,బయలుదేరు
868,abfahren::V,tönduda,విడిచిపోవు
869,anhalten::V,seižutadas,నిలుపు
870,hineingehen::V,mända südäimehe,ప్రవేశించు
871,eintreten::V,tulda,ప్రవేశించు
872,kommen::V,tulda,వచ్చు
873,ankommen::V,tulda,వచ్చి చేరు
874,zurückkommen::V,pörtas,తిరిగీవచ్చుట
875,bleiben::V,jäda,ఉండు
876,warten::V,varastada,కనిపెట్టు
877,erwarten::V,varastada,నిరిక్షించు
878,suchen::V,ectä,వెదకు
879,finden::V,löuta,కనుగొను
880,versuchen::V,ladida,ప్రయత్నించు
881,versuchen::V,rohkaita,ప్రయత్నించు
882,vorbereiten::V,vaumita,తయారుచేయు
883,lieben::V,armastada,ప్రేమించు
884,mögen::V,navedida,ఇష్టపడు
885,lachen::V,nagrda,నవ్వు
886,rühren::V,likutada,గుండె తాకు
887,weinen::V,itkta,వీడ్చు
888,schimpfen::V,laidas,గొణుగు
889,schimpfen::V,pačatada,గొణుగు
890,sich ärgern::V,rändüda,అలుగు
891,sich fürchten::V,varaita,భయపడు
892,fürchten::V,varaita,భయపడు
893,fliehen::V,pageta,పాఱిపోపు
894,flüchten::V,pageta,తప్పించుకొను
895,flüchten::V,joksta,తప్పించుకొను
896,sehen::V,nähta,చూచు
897,anschauen::V,kacta,చూచు
898,ansehen::V,kacta,కాచియుండు
899,hören::V,kulda,విను
900,zuhören::V,kundeltas,విను
901,probieren::V,mujada,చవిచూచుట
902,riechen::V,rižada,వాసనచూచు
903,fühlen::V,mujada,స్పర్శించుట
904,scheinen::V,näguda,కనబడు
905,zu sehen sein::V,näguda,చూవు
906,vernehmen::V,kulištada,విను
907,frieren::V,kül'mdä,చలికి వడకు
908,tun::V,tehta,చేయు
909,können::V,voida,గల
910,können::V,mahtta,గల
911,wollen::V,himoita,కోరు
912,wollen::V,tahtoida,కోరు
913,anfangen::V,zavottä,ఆరంభించు
914,anfangen::V,augotada,ఆరంభించు
915,beenden::V,loptä,ముగించు
916,aufhören::V,loptas,నిలుపు
917,gelingen::V,lähtta,గెలుపాందు
918,gelingen::V,tehtas,గెలుపాందు
919,geraten::V,tulda,వెలువడు
920,öffnen::V,avaita,తెఱచు
921,schließen::V,saubata,మూయు
922,stellen::V,panda,ఉంచు
923,stellen::V,seižutada,ఉంచు
924,setzen::V,ištutada,ఉంచు
925,legen::V,panda,పెట్టు
926,berühren::V,koskta,తాకు
927,berühren::V,käziduda,తాకు
928,verbinden::V,ühtenzoitta,చేర్చుట
929,bedecken::V,katta,మూయు
930,bedecken::V,peitta,మూయు
931,aufhängen::V,riputada,వ్రేలాడదీయు
932,anzünden::V,sütutada,వెలిగించు
933,aufheben::V,leta,సేకరించు
934,zurücklassen::V,jätta,విడుచు
935,verlieren::V,kadotada,పోగొట్టుకొను
936,fallen lassen::V,kirbotada,జాఱవిడుచు
937,machen::V,säta,చేయు
938,machen::V,tehta,చేయు
939,herstellen::V,tehta,ఉత్పత్తిచేయు
940,bauen::V,leta,నిర్మించు
941,bauen::V,sauda,నిర్మించు
942,reparieren::V,koheta,సరిచేయు
943,verbessern::V,paremboita,వృద్ధి చేయు
944,ändern::V,vajehtada,మార్చు
945,graben::V,kaida,త్రవ్వు
946,graben::V,čongoida,త్రవ్వు
947,beugen::V,koverta,వంచు
948,biegen::V,painda,వంచు
949,drehen::V,punotada,నూలువడుకు
950,wenden::V,käta,త్రిప్పు
951,wenden::V,kärauta,త్రిప్పు
952,umdrehen::V,käta,త్రిప్పు
953,heben::V,leta,ఎత్తు
954,hochheben::V,libutada,ఎత్తు
955,ergreifen::V,tabata,వశపఱచుకొను
956,halten::V,pidada,ఉంచు
957,drücken::V,painda,అణచు
958,schieben::V,žigutada,నొక్కు
959,kratzen::V,künstä,గోకు
960,lecken::V,nolda,నాకు
961,beißen::V,purda,కఱచు
962,beißen::V,hambastada,కఱచు
963,abreißen::V,ratketa,తెగతెంచు
964,abschneiden::V,čapata,తెగకొట్టు
965,abschneiden::V,leikata,తెగకొట్టు
966,binden::V,sidoda,కట్టు
967,stecken::V,čokaita,తగులుకొనివుండుట
968,brechen::V,katkaita,పగులగొట్టు
969,klopfen::V,kolkotada,కొట్టు
970,hauen::V,löda,కొట్టు
971,kleben::V,klejata,అంటుకొను
972,reiben::V,hosta,రాచు
973,reiben::V,törkita,రాచు
974,reiben::V,jorotada,రాచు
975,streichen::V,voita,వ్యాపింపజేయు
976,schleifen::V,hijoida,రాచు
977,schleifen::V,teravzoitta,రాచు
978,schneiden::V,leikata,కోయు
979,rütteln::V,heilutada,కుదిలించుట
980,schütteln::V,pudištada,కదల్చు
981,schwenken::V,maihutada,ఊచుట
982,schütten::V,valada,పోయు
983,füllen::V,täutta,నింపు
984,einwickeln::V,kärdä,చుట్టు
985,tragen::V,kantta,మోయు
986,tragen::V,kandišta,మోయు
987,schleppen::V,vedätada,ఈడ్చు
988,ziehen::V,vedada,ఈడ్చు
989,aufbewahren::V,kaita,కాపాడు
990,werfen::V,čuta,విసరు
991,werfen::V,tactä,విసరు
992,fangen::V,püta,పట్టుకొను
993,packen::V,tabata,పట్టుకొను
994,verstecken::V,peitta,దాచు
995,teilen::V,jagada,భాగించు
996,schicken::V,oigeta,పంపు
997,bringen::V,veda,తెచ్చు
998,hinzufügen::V,ližata,చేర్చు
999,bekommen::V,sada,సంపాదించు
1000,erhalten::V,sada,పుచ్చుకొను
1001,nehmen::V,otta,తీసికొను
1002,wählen::V,valita,ఇష్టపడు
1003,auswählen::V,valita,ఏరుకొను
1004,bewahren::V,kaita,భద్రపఱుచు
1005,behindern::V,telustada,అడ్డగించుట
1006,verderben::V,travida,చెఱచు
1007,beschädigen::V,satatada,చెరుపుట
1008,zerbrechen::V,mureta,పగులగొట్టు
1009,zerreißen::V,rebitada,చించు
1010,zerstören::V,mureta,వాశనము చేయు
1011,verbrennen::V,poltta,కాల్చు
1012,geben::V,antta,ఇచ్చు
1013,reichen::V,antta,అందుకొనుట
1014,schenken::V,lahjoita,అర్పించు
1015,versprechen::V,toivotada,వాగ్దత్తము చేయు
1016,wünschen::V,toivotada,కోరు
1017,loben::V,kitta,స్తుతించు
1018,küssen::V,tervehtada,ముద్దుపెట్టుకొను
1019,wiegen::V,likutada,ఊచుట
1020,zudecken::V,katta,మూయు
1021,wecken::V,noustatada,నిద్రపలేపుట
1022,zeigen::V,ozutada,చూవు
1023,führen::V,astutada,దారిచూపు
1024,lehren::V,opeta,బోధించు
1025,unterrichten::V,opeta,నేర్పు
1026,aufziehen::V,kazvatada,పెంచు
1027,leiten::V,ohjata,తీసుకపోవుట
1028,antreiben::V,rigehtoitta,ప్రేరేపించు
1029,lassen::V,käskta,అనుమతించు
1030,einladen::V,kucta,ఆహ్వానించు
1031,vereinigen::V,ühtenzoitta,కూడుట
1032,besuchen::V,rižada,పోయి చూచు
1033,treffen::V,vastata,కలియు
1034,sich versammeln::V,kägeta,కూర్చు
1035,sich versammeln::V,sätas,కూర్చు
1036,spielen::V,väta,ఆట లాడు
1037,singen::V,pajatada,పాడు
1038,tanzen::V,kargaita,నృత్యముచేయు
1039,sich trennen::V,erigata,ఎడబాయుట
1040,verlassen::V,jätta,విడుచు
1041,retten::V,päzutada,తప్పించుట
1042,bewachen::V,varjoita,కాపాడు
1043,schützen::V,kaita,రక్షించు
1044,verteidigen::V,kaita,రక్షించు
1045,sich schlagen::V,torata,జగడమాడు
1046,schießen::V,ampta,కాల్చు
1047,siegen::V,vägestada,గెలుచు
1048,ärgern::V,verdutada,పీడించుట
1049,ärgern::V,rändütada,పీడించుట
1050,schlagen::V,löda,కొట్టు
1051,schlagen::V,iškta,కొట్టు
1052,treten::V,peksta,తన్ను
1053,treten::V,topsta,తన్ను
1054,stechen::V,pystiä,కుట్టు
1055,stoßen::V,iškta,గెంటు
1056,stoßen::V,pudištada,గెంటు
1057,stehlen::V,vargastada,దొంగిలించు
1058,stören::V,keskustada,కలతపఱచు
1059,belästigen::V,tartuteldas,పీడించు
1060,verbergen::V,katelda,దాచు
1061,täuschen::V,manitada,మోసము చేయు
1062,betrügen::V,manitada,మోసపుచ్చు
1063,töten::V,rikta,చంపు
1064,töten::V,surmita,చంపు
1065,wohnen::V,eläda,నివసించు
1066,arbeiten::V,rata,పనిచేయు
1067,sammeln::V,kogota,ప్రోగుచేయు
1068,pflücken::V,poimda,యేరుట
1069,jagen::V,mecata,వేటాడు
1070,fischen::V,kalatada,వెదకు
1071,fassen::V,tabata,పట్టుకొమ
1072,hüten::V,paimeta,మందచేరుట
1073,treiben::V,ajada,నడపు
1074,anbinden::V,küttestada,కట్టు
1075,anbinden::V,sidoda,కట్టు
1076,füttern::V,sötta,భోజనము పెట్టు
1077,melken::V,lüpsta,పాలు పితుకు
1078,hacken::V,sauda,నఱకు
1079,gießen::V,valada,నీళ్ళుకట్టుట
1080,reifen::V,küpseta,పండుట
1081,zubereiten::V,vaumištada,వండు
1082,kochen::V,keitta,వండు
1083,backen::V,paštta,రొట్టెకాల్చు
1084,braten::V,žarda,వేపు
1085,umrühren::V,segoitada,కదులుట
1086,stricken::V,kudoda,అల్లు
1087,nähen::V,ombelta,కుట్టు
1088,färben::V,mujutada,రంగు వేయు
1089,reinigen::V,puhtastada,శుభ్రము చేయు
1090,waschen::V,pesta,కడుగు
1091,abwischen::V,pühktä,తుడుచు
1092,spülen::V,huhtoida,నీటిలో జడించు
1093,fegen::V,pühkta,ఊడ్చు
1094,kehren::V,uhoita,ఊడ్చు
1095,baden::V,kül'ptäs,స్నానము చేయు
1096,sich waschen::V,pestas,కడుగు
1097,ausziehen::V,riičta,విప్పు
1098,ausziehen::V,rušta,విప్పు
1099,anziehen::V,panda päle,ధరించు
1100,anziehen::V,panda kädehe,ధరించు
1101,anziehen::V,panda jaugha,ధరించు
1102,sich anziehen::V,sobdas,బట్టలు వేసుకొను
1103,sich anziehen::V,sobdas,తొడుగుకొను
1104,kämmen::V,harjata,దువ్వుట
1105,schmücken::V,čomitada,అలంకరించు
1106,sagen::V,sanuda,చెప్పు
1107,sprechen::V,pagišta,చెప్పు
1108,reden::V,pagišta,మాటలాడు
1109,sich unterhalten::V,lodaita,ముచ్చటలాడు
1110,fragen::V,küzuda,ప్రశ్నించు
1111,bitten::V,pakita,కోరు
1112,erzählen::V,sanuda,చెప్పు
1113,erzählen::V,starinoita,చెప్పు
1114,mitteilen::V,tedotada,తెలియజేయు
1115,nennen::V,nimitada,పేరు వెట్టు
1116,rufen::V,kucta,పిలుచు
1117,prahlen::V,kittäs,జల్లి
1118,übersetzen::V,käta,తర్జుమాచేయు
1119,denken::V,meletada,ఆలోచించు
1120,glauben::V,uskta,నమ్ము
1121,bemerken::V,homaita,గుర్తించు
1122,erkennen::V,tundištada,గుర్తించు
1123,begreifen::V,tabata,గ్రహించు
1124,verstehen::V,el'geta,గ్రహించు
1125,verstehen::V,toimetada,గ్రహించు
1126,lernen::V,opetas,నేర్చు కొను
1127,wissen::V,teta,తెలిసికొను
1128,sich erinnern an::V,johtutada,జ్ఞాపకముంచుకొను
1129,vergessen::V,unohtada,మఱచిపోవు
1130,messen::V,märita,కొలుచుట
1131,zählen::V,lugeda,లెక్కపెట్టు
1132,rechnen::V,lugeda,లెక్కపెట్టు
1133,lesen::V,lugeda,చదువు
1134,malen::V,pirta,పూనుట
1135,zeichnen::V,pirta,వ్రాసుట
1136,schreiben::V,kirjutada,వ్రాయు
1137,besitzen::V,omištada,కలిగియుండు
1138,kaufen::V,ostta,కొను
1139,verkaufen::V,möda,అమ్ము
1140,bezahlen::V,maksta,చెల్లించు
1141,zahlen::V,maksta,చెల్లించు
1142,beherrschen::V,valdoita,ఏలు
1143,ertragen::V,tirpta,భరించు
