,Concept_ID,zh,mhr
768,hängen::V,挂着,кеча́ш
769,werden::V,成为,лия́ш
770,passieren::V,发生,лия́ш
771,beginnen::V,开始,тӱҥгала́ш
772,enden::V,终止,пыта́ш
773,wechseln::V,变迁,вашталта́ш
774,aufgehen[Sonne]::V,升起,лекта́ш
775,untergehen[Sonne]::V,下落,шинча́ш
776,scheinen[Sonne]::V,照射,волгалта́ш
777,donnern::V,打雷,кӱдырта́ш
778,donnern::V,打雷,сургалта́ш
779,wehen::V,飘扬,пуа́ш
780,strömen::V,流,шийалтара́ш
781,fließen::V,流动,йога́ш
782,sich drehen::V,转动,пӧрда́ш
783,schwanken::V,摇摆,лӱҥга́ш
784,schwanken::V,摇摆,тайныла́ш
785,schwingen::V,摇,рӱпшалта́ш
786,fallen::V,坠落,воза́ш
787,fallen::V,坠落,йӧрла́ш
788,brennen::V,燃烧,йӱла́ш
789,rauchen::V,冒烟,шикша́ш
790,regnen::V,下雨,йӱра́ш
791,gefrieren::V,结冰,кылма́ш
792,gefrieren::V,结冰,ияҥа́ш
793,tauen::V,融化,шула́ш
794,schmelzen::V,溶化,лева́ш
795,trocknen::V,变干,кошка́ш
796,sieden::V,煮,шола́ш
797,faulen::V,腐烂,шӱя́ш
798,verfaulen::V,腐烂,шӱйы́н шуа́ш
799,reißen::V,撕,кӱрла́ш
800,versinken::V,下沉,пуре́н кая́ш
801,vergehen::V,流逝,эрте́н кая́ш
802,erscheinen::V,出现,толы́н лекта́ш
803,verschwinden::V,消失,йома́ш
804,sinken::V,下降,пуча́ш
805,abnehmen::V,减少,пуча́ш
806,zunehmen::V,增加,шукема́ш
807,steigen::V,上升,нӧлталта́ш
808,wachsen::V,生长,кушка́ш
809,glänzen::V,发光,йылгыжа́ш
810,funkeln::V,闪烁,чолга́ш
811,lärmen::V,吵闹,рӱшка́ш
812,läuten::V,响,мура́ш
813,klingeln::V,按铃,йыҥгырта́ш
814,brausen::V,疾驶,лӱшка́ш
815,klingen::V,听起来,йоҥга́ш
816,bellen::V,吠,опта́ш
817,heulen::V,嗥,урмыжа́ш
818,blasen::V,吹,пуала́ш
819,pfeifen::V,吹口哨,шӱ́шкаш
820,schreien::V,叫喊,кычкыра́ш
821,stöhnen::V,呻吟,йыҥыса́ш
822,zittern::V,颤抖,чытыра́ш
823,leben::V,生存,ила́ш
824,geboren werden::V,出生,шоча́ш
825,atmen::V,呼吸,шӱла́ш
826,trinken::V,喝,йӱа́ш
827,essen::V,吃,кочка́ш
828,schlucken::V,咽,нела́ш
829,müde werden::V,疲倦,ноя́ш
830,einschlafen::V,入睡,мале́н колта́ш
831,schlafen::V,睡觉,мала́ш
832,aufwachen::V,睡醒,помыжалта́ш
833,aufstehen::V,起床,кынела́ш
834,sich erholen::V,休养,кана́ш
835,krank werden::V,生病,черлане́н воза́ш
836,krank sein::V,生病,черлане́н кия́ш
837,schmerzen::V,疼痛,коршта́ш
838,husten::V,咳,кокыра́ш
839,genesen::V,痊愈,тӱрла́ш
840,genesen::V,痊愈,тазаҥа́ш
841,sterben::V,死,кола́ш
842,umkommen::V,丧命,вуй йома́ш
843,sich bewegen::V,移动,кошта́ш
844,sich rühren::V,动弹,тарвана́ш
845,sich erheben::V,站起,кынела́ш
846,sich setzen::V,坐,шинча́ш
847,hinfallen::V,跌倒,йӧрла́ш
848,laufen::V,步行,кошта́ш
849,schreiten::V,迈步,ошкыла́ш
850,spazierengehen::V,散步,гуля́яш
851,eilen::V,急忙,вашка́ш
852,sich beeilen::V,赶快,вашкешта́ш
853,sausen::V,疾驰,юлтка́ш
854,rennen::V,奔跑,куржтала́ш
855,springen::V,跳,тӧршта́ш
856,klettern::V,攀缘,кӱза́ш
857,schaukeln::V,荡秋千,лӱҥгалта́ш
858,kriechen::V,爬行,нушка́ш
859,schwimmen::V,游泳,ия́ш
860,tauchen::V,潜水,шуҥгалта́ш
861,rudern::V,划船,удыра́ш
862,fahren::V,行驶,кудала́ш
863,fliegen::V,飞,чоҥешта́ш
864,gehen::V,走,кая́ш
865,weggehen::V,离去,кораҥа́ш
866,abfahren::V,出发,лекта́ш
867,anhalten::V,停住,чарна́ш
868,hineingehen::V,进去,пура́ш
869,eintreten::V,进入,пура́ш
870,kommen::V,来,тола́ш
871,ankommen::V,到达,шуа́ш
872,zurückkommen::V,回来,пӧртыла́ш
873,bleiben::V,停留,кода́ш
874,warten::V,等,вуча́ш
875,erwarten::V,等候,вуча́ш
876,suchen::V,找,кычала́ш
877,finden::V,找到,муа́ш
878,versuchen::V,尝试,толаша́ш
879,vorbereiten::V,预备,ямдыла́ш
880,lieben::V,爱,йӧрата́ш
881,mögen::V,喜欢,йӧрата́ш
882,lachen::V,笑,воштыла́ш
883,weinen::V,哭,шорта́ш
884,schimpfen::V,骂,каргаша́ш
885,sich ärgern::V,生气,сыра́ш
886,sich fürchten::V,害怕,лӱда́ш
887,fürchten::V,害怕,лӱда́ш
888,fliehen::V,逃走,куржа́ш
889,flüchten::V,逃跑,куржа́ш
890,sehen::V,看,ужа́ш
891,anschauen::V,注视,онча́ш
892,ansehen::V,注视,эскера́ш
893,hören::V,听,кола́ш
894,zuhören::V,倾听,колышта́ш
895,probieren::V,尝,тамла́ш
896,riechen::V,闻,ӱпшынча́ш
897,fühlen::V,感到,шижа́ш
898,scheinen::V,照耀,чуча́ш
899,zu sehen sein::V,可以看到,коя́ш
900,vernehmen::V,审讯,кола́ш
901,frieren::V,觉得冷,кылма́ш
902,tun::V,作,ышта́ш
903,können::V,能,мошта́ш
904,wollen::V,要,тӱна́ш
905,anfangen::V,开始,тӱҥала́ш
906,beenden::V,结束,пытара́ш
907,aufhören::V,停止,чарна́ш
908,gelingen::V,成功,сай лекта́ш
909,geraten::V,陷于,лекта́ш
910,öffnen::V,打开,поча́ш
911,schließen::V,关,петыра́ш
912,stellen::V,放,шында́ш
913,setzen::V,放,шында́ш
914,legen::V,摆,опта́ш
915,legen::V,摆,пышта́ш
916,berühren::V,触,тӱка́ш
917,verbinden::V,联结,пида́ш
918,bedecken::V,覆盖,леведа́ш
919,aufhängen::V,挂,сака́ш
920,anzünden::V,点,чӱкта́ш
921,aufheben::V,拾起,нӧлтала́ш
922,zurücklassen::V,遗留,кода́ш
923,verlieren::V,丧失,йомдара́ш
924,fallen lassen::V,让掉下,воза́ш
925,machen::V,做,ышта́ш
926,herstellen::V,生产,ямдыла́ш
927,bauen::V,建造,чоҥа́ш
928,reparieren::V,修理,ачала́ш
929,verbessern::V,改进,саемда́ш
930,ändern::V,改变,весемда́ш
931,graben::V,挖,кӱнча́ш
932,beugen::V,弯下,пӱгырта́ш
933,biegen::V,弯,лывырта́ш
934,drehen::V,转动,пӱтыра́ш
935,wenden::V,转动,ирала́ш
936,umdrehen::V,转动,савырала́ш
937,heben::V,举起,нӧлта́ш
938,hochheben::V,抬高,нӧлта́ш
939,ergreifen::V,抓住,руалта́ш
940,halten::V,拿着,куча́ш
941,drücken::V,压,иша́ш
942,drücken::V,压,темда́ш
943,schieben::V,推,шӱкала́ш
944,kratzen::V,搔,удыра́ш
945,lecken::V,舔,нула́ш
946,beißen::V,咬,пура́ш
947,abreißen::V,撕下,кӱрла́ш
948,abschneiden::V,切断,пӱчка́ш
949,binden::V,捆,кылда́ш
950,stecken::V,插,шуралта́ш
951,brechen::V,断裂,тодышта́ш
952,klopfen::V,敲,кыра́ш
953,hauen::V,揍,тӱя́ш
954,kleben::V,粘,клеитла́ш
955,reiben::V,摩擦,йыга́ш
956,reiben::V,摩擦,туржала́ш
957,streichen::V,涂,шӱра́ш
958,schleifen::V,拖曳,шума́ш
959,schleifen::V,拖曳,яна́ш
960,schneiden::V,切,пӱчка́ш
961,rütteln::V,颠簸,рӱза́ш
962,schütteln::V,摇动,почка́ш
963,schwenken::V,摇动,рӱза́ш
964,schütten::V,倒,опта́ш
965,füllen::V,填满,тема́ш
966,einwickeln::V,包,вӱдыла́ш
967,tragen::V,提,нумала́ш
968,schleppen::V,扛,шӱдыра́ш
969,ziehen::V,拉,шупша́ш
970,aufbewahren::V,保存,арала́ш
971,werfen::V,扔,шуа́ш
972,werfen::V,扔,кышка́ш
973,fangen::V,捕捉,куча́ш
974,packen::V,抓住,руалта́ш
975,verstecken::V,藏,тоя́ш
976,teilen::V,分,пӧла́ш
977,schicken::V,派遣,колта́ш
978,bringen::V,带来,конда́ш
979,hinzufügen::V,添加,ешара́ш
980,bekommen::V,得到,нала́ш
981,erhalten::V,接到,нала́ш
982,nehmen::V,拿,нала́ш
983,wählen::V,挑选,сайла́ш
984,auswählen::V,选择,таҥгла́ш
985,bewahren::V,保持,сакла́ш
986,behindern::V,防碍,чаракла́ш
987,verderben::V,败坏,пужа́ш
988,beschädigen::V,损坏,пужа́ш
989,zerbrechen::V,破碎,пудырта́ш
990,zerreißen::V,撕碎,кӱрла́ш
991,zerstören::V,毁坏,шалата́ш
992,verbrennen::V,燃烧,йӱлата́ш
993,geben::V,给,пуа́ш
994,reichen::V,递给,пуа́ш
995,schenken::V,赠送,пӧлекла́ш
996,versprechen::V,许诺,сӧра́ш
997,wünschen::V,祝,тылана́ш
998,loben::V,表扬,мокта́ш
999,küssen::V,亲,шупшала́ш
1000,wiegen::V,轻摇,рӱпша́ш
1001,zudecken::V,盖上,леведа́ш
1002,wecken::V,唤起,помыжалтара́ш
1003,zeigen::V,指,ончыкта́ш
1004,führen::V,带领,вӱда́ш
1005,lehren::V,教,туныкта́ш
1006,unterrichten::V,讲课,туныкта́ш
1007,aufziehen::V,抚养,орышта́ш
1008,leiten::V,领导,вӱда́ш
1009,leiten::V,领导,вуйлата́ш
1010,antreiben::V,催促,поктыла́ш
1011,lassen::V,让,-та́ш
1012,einladen::V,邀请,ӱжа́ш
1013,vereinigen::V,统一,иктешла́ш
1014,besuchen::V,参观,то́лын кая́ш
1015,treffen::V,会面,вашлия́ш
1016,sich versammeln::V,聚集,погына́ш
1017,sich versammeln::V,聚集,чумырга́ш
1018,spielen::V,玩,мода́ш
1019,singen::V,唱歌,мура́ш
1020,tanzen::V,跳舞,кушта́ш
1021,sich trennen::V,分别,ойырла́ш
1022,verlassen::V,离开,кудалта́ш
1023,retten::V,救,утара́ш
1024,bewachen::V,守卫,орола́ш
1025,schützen::V,保护,арала́ш
1026,verteidigen::V,保卫,арала́ш
1027,sich schlagen::V,打架,кредала́ш
1028,schießen::V,射击,лӱя́ш
1029,siegen::V,获胜,сеҥа́ш
1030,ärgern::V,激怒,сырыкта́ш
1031,schlagen::V,打,пера́ш
1032,treten::V,踢,тошка́ш
1033,stechen::V,刺,кера́ш
1034,stoßen::V,撞,шӱкала́ш
1035,stehlen::V,盗窃,шолышта́ш
1036,stören::V,干扰,мешая́ш
1037,belästigen::V,打搅,толаштара́ш
1038,verbergen::V,隐藏,шылта́ш
1039,täuschen::V,欺骗,ондала́ш
1040,betrügen::V,欺骗,ондала́ш
1041,töten::V,杀,пушта́ш
1042,wohnen::V,居住,ила́ш
1043,arbeiten::V,工作,пашалана́ш
1044,arbeiten::V,工作,паша́м ышта́ш
1045,sammeln::V,收集,пога́ш
1046,pflücken::V,采,кӱра́ш
1047,jagen::V,打猎,сонарла́ш
1048,fischen::V,捕鱼,кол куча́ш
1049,fassen::V,捉住,куча́ш
1050,hüten::V,守护,кӱта́ш
1051,treiben::V,漂,покта́ш
1052,anbinden::V,拴,йолышта́ш
1053,füttern::V,喂,пукша́ш
1054,melken::V,挤奶,лӱшта́ш
1055,hacken::V,剁细,руа́ш
1056,gießen::V,浇,шава́ш
1057,reifen::V,成熟,кӱа́ш
1058,kochen::V,煮,шолта́ш
1059,backen::V,烤,кӱкташ
1060,braten::V,煎,пуштыла́ш
1061,braten::V,煎,жаритла́ш
1062,umrühren::V,搅拌,луга́ш
1063,stricken::V,织,пида́ш
1064,nähen::V,缝,урга́ш
1065,färben::V,染色,чиялта́ш
1066,reinigen::V,清洁,эрыкта́ш
1067,waschen::V,洗,мушка́ш
1068,abwischen::V,擦掉,ӱшта́ш
1069,spülen::V,清洗,шӱалта́ш
1070,fegen::V,扫,ӱшта́ш
1071,kehren::V,打扫,ӱшта́ш
1072,baden::V,给...洗澡,йӱштыла́ш
1073,sich waschen::V,洗澡,мушкылта́ш
1074,ausziehen::V,脱,кудаша́ш
1075,anziehen::V,穿,чия́ш
1076,sich anziehen::V,穿衣,чия́ш
1077,kämmen::V,梳,шера́ш
1078,schmücken::V,装饰,тӱзата́ш
1079,schmücken::V,装饰,чеверта́ш
1080,sagen::V,说,ойла́ш
1081,sagen::V,说,каласа́ш
1082,sprechen::V,说,кутыра́ш
1083,reden::V,讲,мутлана́ш
1084,sich unterhalten::V,聊天,кутыра́ш
1085,fragen::V,问,йода́ш
1086,bitten::V,请,йода́ш
1087,erzählen::V,叙述,ойла́ш
1088,mitteilen::V,通知,увертара́ш
1089,nennen::V,叫做,лӱмда́ш
1090,rufen::V,叫,ӱжа́ш
1091,prahlen::V,吹牛,моктана́ш
1092,übersetzen::V,翻译,кусара́ш
1093,denken::V,想,шона́ш
1094,glauben::V,以为,ӱшана́ш
1095,bemerken::V,发觉,шижа́ш
1096,erkennen::V,识别,пала́ш
1097,begreifen::V,理解,ыҥла́ш
1098,verstehen::V,明白,умыла́ш
1099,lernen::V,学,тунема́ш
1100,wissen::V,知道,шинча́ш
1101,sich erinnern an::V,回忆,шарна́ш
1102,vergessen::V,忘记,монда́ш
1103,messen::V,测量,виса́ш
1104,zählen::V,数,шотла́ш
1105,rechnen::V,计算,шотла́ш
1106,lesen::V,读,луда́ш
1107,malen::V,画,сӱретла́ш
1108,zeichnen::V,绘制,сӱретла́ш
1109,schreiben::V,写,воза́ш
1110,besitzen::V,占有,лия́ш
1111,kaufen::V,买,нала́ш
1112,verkaufen::V,卖,ужала́ш
1113,bezahlen::V,付钱,тӱла́ш
1114,zahlen::V,支付,тӱла́ш
1115,beherrschen::V,统治,куча́ш
1116,ertragen::V,忍耐,турка́ш
1117,vergebens::ADV,,ара́м
1118,klirren::V,,чылдыртата́ш
1119,rauschen::V,,лыжга́ш
1120,rühren::V,,ку́мыл тарвата́ш
1121,zubereiten::V,,ямдыла́ш
