,Concept_ID,la,pt
341,Art::N,genus,tipo
342,Art::N,genus,espécie
343,Stück::N,frustum,pedaço
344,Stück::N,fragmentum,pedaço
345,Teil::N,pars,peça
346,Teil::N,pars,parte
347,Hälfte::N,dimidium,metade
348,Kreis::N,orbis,círculo
349,Kreis::N,circus,círculo
350,Kreuz::N,crux,cruz
351,Linie::N,linea,linha
352,Strich::N,lineamentum,traço
353,Abstand::N,intervallum,distância
354,Entfernung::N,spatium,distância
355,Gegend::N,loca,área
356,Gegend::N,loca,região
357,Gegend::N,regio,área
358,Gegend::N,regio,região
359,Platz::N,locus,lugar
360,Ort::N,locus,sítio
361,Seite::N,latus,lado
362,Mitte::N,medium,meio
363,Gegenstand::N,res,objecto
364,Sache::N,res,coisa
365,Rand::N,margo,bordo
366,Rand::N,margo,margem
367,Kante::N,angulus,borda
368,Kante::N,angulus,aresta
369,Ecke::N,angulus,esquina
370,Spitze::N,cacumen,ponta
371,Ende::N,caput,cabo
372,Ende::N,caput,extremo
373,Loch::N,foramen,furo
374,Loch::N,foramen,buraco
375,Winkel::N,angulus,canto
376,Winkel::N,angulus,ângulo
377,Muster::N,exemplum,padrão
378,Muster::N,exemplum,desenho
379,Größe::N,magnitudo,tamanho
380,Länge::N,longitudo,comprimento
381,Höhe::N,altitudo,altura
382,Höhe::N,altitudo,altitude
383,Gewicht::N,pondus,peso
384,Menge::N,copia,quantidade
385,Haufen::N,acervus,pilha
386,Reihe::N,ordo,fila
387,Boot::N,navicula,barco
388,Ruder::N,remus,remo
389,Schlitten::N,sclodia,trenó
390,Ski::N,narta,esqui
391,Lagerfeuer::N,ignis,fogueira
392,Last::N,onus,carga
393,Gang::N,cursus,curso
394,Gang::N,cursus,caminhada
395,Schritt::N,gradus,passo
396,Norden::N,septentriones,norte
397,Süden::N,meridies,sul
398,Westen::N,occidens,oeste
399,Westen::N,occidens,ocidente
400,Osten::N,oriens,este
401,Osten::N,oriens,leste
402,Osten::N,oriens,oriente
403,Holz::N,lignum,madeira
404,Brett::N,tabula,tábua
405,Brett::N,tabula,prancha
406,Platte::N,lamina,laje
407,Platte::N,lamina,chapa
408,Stütze::N,adminiculum,apoio
409,Stütze::N,adminiculum,suporte
410,Stange::N,pertica,vara
411,Stange::N,pertica,barra
412,Stock::N,baculum,pau
413,Stock::N,baculum,bengala
414,Stab::N,scipio,bastão
415,Rohr::N,tubus,cano
416,Haus::N,aedes,casa
417,Heim::N,domicilium,lar
418,Heim::N,domicilium,casa
419,Ofen::N,fornax,estufa
420,Ofen::N,fornax,aquecedor
421,Fußboden::N,solum,piso
422,Tisch::N,mensa,mesa
423,Stuhl::N,sella,cadeira
424,Wiege::N,cunae,berço
425,Bett::N,lectus,cama
426,Regal::N,foruli,estante
427,Regal::N,foruli,prateleira
428,Kiste::N,cista,caixa
429,Fenster::N,fenestra,janela
430,Tür::N,ianua,porta
431,Tor::N,porta,portão
432,Zaun::N,saepes,cerca
433,Zaun::N,saepes,vedação
434,Dach::N,tectum,telhado
435,Leiter::N,scalae,escada
436,Leiter::N,scalae,escada móvel
437,Besen::N,scopae,vassoura
438,Spaten::N,pala,pá
439,Schaufel::N,pala,pá
440,Gabel::N,fuscinula,garfo
441,Löffel::N,coclear,colher
442,Messer::N,culter,faca
443,Nagel::N,clavus,cravo
444,Netz::N,rete,rede
445,Haken::N,hamus,gancho
446,Griff::N,manubrium,asa
447,Griff::N,manubrium,cabo
448,Schloss::N,claustra,fechadura
449,Bild::N,tabula,imagem
450,Bild::N,pictura,imagem
451,Figur::N,statunculum,figura
452,Puppe::N,pupa,boneca
453,Beutel::N,sacculus,saco
454,Beutel::N,sacculus,bolsa
455,Bündel::N,fascis,fardo
456,Tasche::N,sacculus,saco
457,Tasche::N,sacculus,bolso
458,Eimer::N,situla,balde
459,Deckel::N,operculum,tampa
460,Geschirr::N,vasa,louça
461,Sack::N,saccus,saca
462,Tasse::N,pocillum,chávena
463,Topf::N,olla,tacho
464,Topf::N,olla,panela
465,Kessel::N,aenum,caldeira
466,Essen::N,cena,refeição
467,Nahrung::N,cibus,comida
468,Nahrung::N,cibus,alimento
469,Nahrung::N,alimenta,comida
470,Nahrung::N,alimenta,alimento
471,Speise::N,cibus,prato
472,Fleisch::N,caro,carne
473,Getreide::N,frumentum,cereais
474,Brei::N,puls,puré
475,Brot::N,panis,pão
476,Scheibe::N,frustum,fatia
477,Fett::N,pingue,banha
478,Fett::N,pingue,gordura
479,Butter::N,butȳrum,manteiga
480,Öl::N,oleum,azeite
481,Salz::N,sal,sal
482,Suppe::N,ius,sopa
483,Suppe::N,ius,caldo
484,Honig::N,mel,mel
485,Milch::N,lac,leite
486,Tee::N,thea,chá
487,Leder::N,corium,couro
488,Wolle::N,lana,lã
489,Stoff::N,textum,pano
490,Stoff::N,textum,tecido
491,Nadel::N,acus,agulha
492,Faden::N,filum,fio
493,Knopf::N,bulla,botão
494,Knoten::N,nodus,nó
495,Farbe::N,pigmentum,corante
496,Kleidung::N,vestimenta,roupa
497,Kleidung::N,vestimenta,vestuário
498,Hemd::N,tunica,camisa
499,Kragen::N,collare,gola
500,Ärmel::N,manica,manga
501,Hose::N,bracae,calça
502,Gürtel::N,cingulum,cinto
503,Mütze::N,pilleus,boné
504,Mütze::N,pilleus,barrete
505,Schuh::N,calceus,sapato
506,Stiefel::N,pero,bota
507,Stiefel::N,caliga,bota
508,Ring::N,anulus,anel
509,Band::N,redimiculum,fita
510,Band::N,redimiculum,faixa
511,Kamm::N,pecten,pente
512,Spiegel::N,speculum,espelho
513,Riemen::N,lorum,correia
514,Schnur::N,linum,corda
515,Schnur::N,linum,cordel
516,Leine::N,retinaculum,trela
517,Decke::N,lodix,cobertor
518,Kissen::N,pulvinus,almofada
519,Tuch::N,velum,pano
520,Handtuch::N,mantele,toalha
521,Kraft::N,vis,força
522,Stärke::N,robur,força
523,Gesundheit::N,valetudo,saúde
524,Krankheit::N,morbus,doença
525,Krankheit::N,morbus,enfermidade
526,Schmerz::N,dolor,dor
527,Wunde::N,vulnus,chaga
528,Wunde::N,vulnus,ferida
529,Fieber::N,febris,febre
530,Arznei::N,remedium,remédio
531,Brücke::N,pons,ponte
532,Brunnen::N,puteus,poço
533,Weide::N,pascua,pastagem
534,Pfad::N,semita,senda
535,Pfad::N,semita,trilho
536,Weg::N,iter,caminho
537,Straße::N,via,via
538,Straße::N,via,estrada
539,Dorf::N,vicus,aldeia
540,Stadt::N,urbs,cidade
541,Stadt::N,oppidum,cidade
542,Brief::N,epistula,carta
543,Buch::N,liber,livro
544,Buchstabe::N,littera,letra
545,Zeitung::N,diurnum,jornal
546,Leben::N,vita,vida
547,Tod::N,mors,morte
548,Grab::N,sepulcrum,túmulo
549,Grab::N,sepulcrum,sepultura
550,Kirche::N,ecclesia,igreja
551,Sünde::N,peccatum,pecado
552,Gott::N,deus,deus
553,Arbeiter::N,operarius,operário
554,Arbeiter::N,operarius,trabalhador
555,Chef::N,praefectus,chefe
556,Chef::N,praefectus,patrão
557,Meister::N,magister,mestre
558,Arzt::N,medicus,médico
559,Lehrer::N,magister,professor
560,Geld::N,aes,dinheiro
561,Geld::N,pecunia,dinheiro
562,Geschäft::N,negotium,negócio
563,Laden::N,taberna,loja
564,Preis::N,pretium,preço
565,Ware::N,merx,mercadoria
566,Nutzen::N,utilitas,proveito
567,Reichtum::N,opes,riqueza
568,Reichtum::N,divitiae,riqueza
569,Welt::N,mundus,mundo
570,Land::N,terra,país
571,Staat::N,res publica,Estado
572,König::N,rex,rei
573,Macht::N,potestas,poder
574,Macht::N,potestas,potência
575,Grenze::N,limes,fronteira
576,Krieg::N,bellum,guerra
577,Feind::N,inimicus,inimigo
578,Gewalt::N,vis,violência
579,Kampf::N,pugna,luta
580,Kampf::N,pugna,combate
581,Bogen[Waffe]::N,arcus,arco
582,Pfeil::N,sagitta,seta
583,Pfeil::N,sagitta,flecha
584,Gewehr::N,sclopetum,espingarda
585,Fehler::N,error,erro
586,Fehler::N,error,falha
587,Lüge::N,mendacium,mentira
588,Schaden::N,damnum,dano
589,Schaden::N,damnum,estrago
590,Schaden::N,detrimentum,dano
591,Schaden::N,detrimentum,estrago
592,Unglück::N,miseria,desgraça
593,Unglück::N,calamitas,desgraça
594,Schuld::N,culpa,culpa
595,Alter::N,aetas,idade
596,Schluss::N,finis,fim
597,Zeit::N,tempus,tempo
598,Tag::N,dies,dia
599,Morgen::N,mane,manhã
600,Mittag::N,meridies,meio-dia
601,Abend::N,vesper,noite
602,Abend::N,vesper,tardinha
603,Nacht::N,nox,noite
604,Woche::N,septimana,semana
605,Monat::N,mensis,mês
606,Jahr::N,annus,ano
607,Frühling::N,ver,primavera
608,Sommer::N,aestas,verão
609,Herbst::N,autumnus,outono
610,Winter::N,hiems,inverno
611,Januar::N,Ianuarius,Janeiro
612,Februar::N,Februarius,Fevereiro
613,März::N,Martius,Março
614,April::N,Aprilis,Abril
615,Mai::N,Maius,Maio
616,Juni::N,Iunius,Junho
617,Juli::N,Iulius,Julho
618,August::N,Augustus,Agosto
619,September::N,September,Setembro
620,Oktober::N,Octobris,Outubro
621,November::N,Novembris,Novembro
622,Dezember::N,December,Dezembro
623,Montag::N,dies lunae,segunda-feira
624,Dienstag::N,dies Martis ,terça-feira
625,Mittwoch::N,dies Mercurii,quarta-feira
626,Donnerstag::N,dies Iovis,quinta-feira
627,Freitag::N,dies Veneris,sexta-feira
628,Samstag::N,dies Saturni,sábado
629,Sonntag::N,dominicus,domingo
630,Sonntag::N,dies solis,domingo
631,groß::A,magnus,grande
632,klein::A,parvus,pequeno
633,lang::A,longus,comprido
634,kurz::A,brevis,curto
635,breit::A,latus,largo
636,schmal::A,angustus,estreito
637,dicht::A,densus,denso
638,dick[Gegenstand]::A,crassus,grosso
639,dünn::A,tenuis,delgado
640,fein::A,subtilis,fino
641,fein::A,subtilis,subtil
642,fest::A,solidus,firme
643,fest::A,solidus,sólido
644,fest::A,stabilis,firme
645,fest::A,stabilis,sólido
646,flach::A,planus,plano
647,glatt::A,levis,liso
648,hart::A,durus,duro
649,weich::A,mollis,mole
650,rund::A,rotundus,redondo
651,spitz::A,acutus,agudo
652,scharf::A,acer,afiado
653,stumpf::A,hebes,rombo
654,schwer::A,gravis,pesado
655,schön::A,pulcher,belo
656,schön::A,pulcher,bonito
657,schön::A,formosus,belo
658,schön::A,formosus,bonito
659,heiß::A,fervidus,quente
660,warm::A,calidus,quente
661,kalt::A,frigidus,frio
662,kühl::A,frigidus,fresco
663,frisch::A,recens,fresco
664,feucht::A,umidus,húmido
665,nass::A,madidus,molhado
666,trocken::A,aridus,seco
667,voll::A,plenus,cheio
668,leer::A,vacuus,vazio
669,offen::A,apertus,aberto
670,geschlossen::A,clausus,fechado
671,sauber::A,lautus,limpo
672,schmutzig::A,sordidus,sujo
673,roh::A,crudus,cru
674,reif::A,maturus,maduro
675,lecker::A,delicatus,delicioso
676,süß::A,dulcis,doce
677,bitter::A,amarus,amargo
678,bitter::A,acerbus,amargo
679,sauer::A,acidus,azedo
680,hell::A,clarus,claro
681,dunkel::A,obscurus,escuro
682,dunkel::A,obscurus,sombrio
683,schwarz::A,niger,preto
684,weiß::A,albus,branco
685,rot::A,ruber,vermelho
686,gelb::A,flavus,amarelo
687,blau::A,caeruleus,azul
688,grün::A,viridis,verde
689,grau::A,canus,cinzento
690,bunt::A,varius,colorido
691,billig::A,vilis,barato
692,teuer::A,carus,caro
693,wertvoll::A,pretiosus,valioso
694,wertvoll::A,pretiosus,precioso
695,blind::A,caecus,cego
696,taub::A,surdus,surdo
697,kräftig::A,robustus,forte
698,kräftig::A,robustus,poderoso
699,stark::A,firmus,forte
700,stark::A,firmus,robusto
701,stark::A,validus,forte
702,stark::A,validus,robusto
703,schwach::A,debilis,débil
704,schwach::A,infirmus,débil
705,fett::A,crassus,gordo
706,schlank::A,procerus,esbelto
707,hübsch::A,pulcher,giro
708,hübsch::A,pulcher,bonito
709,böse::A,improbus,mau
710,dumm::A,stultus,parvo
711,dumm::A,stultus,estúpido
712,dumm::A,stupidus,parvo
713,dumm::A,stupidus,estúpido
714,faul::A,piger,preguiçoso
715,fleißig::A,sedulus,aplicado
716,fleißig::A,sedulus,diligente
717,geizig::A,avarus,avarento
718,klug::A,prudens,prudente
719,klug::A,prudens,inteligente
720,geschickt::A,sollers,hábil
721,lieb::A,carus,caro
722,lieb::A,carus,querido
723,lustig::A,iocosus,alegre
724,sanft::A,clemens,suave
725,sanft::A,clemens,brando
726,hungrig::A,impastus,faminto
727,krank::A,aeger,doente
728,krank::A,aeger,enfermo
729,nackt::A,nudus,nu
730,nackt::A,nudus,despido
731,traurig::A,maestus,triste
732,lebendig::A,vivus,vivo
733,gut::A,bonus,bom
734,schlecht::A,malus,mau
735,schlecht::A,malus,ruim
736,richtig::A,rectus,justo
737,richtig::A,rectus,correcto
738,schlimm::A,malus,mau
739,schlimm::A,malus,grave
740,wahr::A,verus,verdadeiro
741,alt::A,antiquus,velho
742,alt::A,antiquus,antigo
743,neu::A,novus,novo
744,ehemalig::A,pristinus,antigo
745,alt[Lebewesen]::A,vetus,velho
746,jung::A,iuvenis,jovem
747,arm::A,pauper,pobre
748,reich::A,dives,rico
749,bekannt::A,notus,conhecido
750,berühmt::A,celeber,famoso
751,berühmt::A,celeber,célebre
752,berühmt::A,illustris,famoso
753,berühmt::A,illustris,célebre
754,fremd::A,peregrinus,alheio
755,fremd::A,peregrinus,estranho
756,verschieden::A,varius,diverso
757,verschieden::A,varius,diferente
758,nah::A,propinquus,próximo
759,fern::A,longinquus,remoto
760,fern::A,longinquus,distante
761,linker::A,sinister,esquerdo
762,rechter::A,dexter,direito
763,anderer::A,alius,outro
764,erster::A,primus,primeiro
765,zweiter::A,secundus,segundo
766,dritter::A,tertius,terceiro
767,letzter::A,ultimus,final
768,letzter::A,ultimus,último
769,allein::ADV,solum,só
770,auf einmal::ADV,simul,de vez
771,zusammen::ADV,una,juntos
772,lange::ADV,diu,muito tempo
773,plötzlich::ADV,subito,de repente
774,plötzlich::ADV,repente,de repente
775,sofort::ADV,statim,imediatamente
776,später::ADV,postea,mais tarde
777,jetzt::ADV,nunc,agora
778,heute::ADV,hodie,hoje
779,morgen::ADV,cras,amanhã
780,bald::ADV,mox,logo
781,bald::ADV,mox,breve
782,dann::ADV,deinde,então
783,dann::ADV,deinde,depois
784,gestern::ADV,heri,ontem
785,einst::ADV,olim,antigamente
786,damals::ADV,tum,então
787,danach::ADV,postea,logo
788,danach::ADV,postea,depois
789,vorher::ADV,antea,antes
790,zuerst::ADV,primo,primeiro
791,einmal::ADV,semel,uma vez
792,manchmal::ADV,interdum,às vezes
793,oft::ADV,saepe,muitas vezes
794,immer::ADV,semper,sempre
795,niemals::ADV,numquam,nunca
796,hier::ADV,hic,cá
797,hier::ADV,hic,aqui
798,hierhin::ADV,huc,para cá
799,von hier::ADV,hinc,daqui
800,dort::ADV,ibi,lá
801,dort::ADV,ibi,ali
802,dorthin::ADV,eo,lá
803,dorthin::ADV,eo,para lá
804,geradeaus::ADV,recte,em frente
805,vorwärts::ADV,porro,avante
806,rückwärts::ADV,retro,para trás
807,zurück::ADV,retro,atrás
808,unten::ADV,infra,debaixo
809,unten::ADV,infra,em baixo
810,hinab::ADV,pessum,para baixo
811,oben::ADV,supra,em cima
812,hinauf::ADV,sursum,para cima
813,überall::ADV,ubique,em toda parte
814,nicht::ADV,non,não
815,ein wenig::ADV,paulum,um pouco
816,ein wenig::ADV,paulum,um bocado
817,kaum::ADV,vix,apenas
818,kaum::ADV,aegre,apenas
819,sehr::ADV,valde,muito
820,sehr::ADV,magnopere,muito
821,so::ADV,ita,tão
822,so::ADV,ita,assim
823,noch::ADV,etiam,ainda
824,nur::ADV,solum,só
825,nur::ADV,solum,apenas
826,nur::ADV,solum,somente
827,nur::ADV,tantum,só
828,nur::ADV,tantum,apenas
829,nur::ADV,tantum,somente
830,schon::ADV,iam,já
831,wieder::ADV,rursus,outra vez
832,vergebens::ADV,frustra,em vão
833,vor::PRP,ante,diante de
834,hinter::PRP,post,atrás de
835,unter::PRP,sub,sob
836,unter::PRP,sub,debaixo de
837,durch::PRP,per,por
838,durch::PRP,per,através de
839,neben::PRP,iuxta,junto de
840,neben::PRP,iuxta,ao lado de
841,zwischen::PRP,inter,entre
842,wegen::PRP,propter,por
843,wegen::PRP,propter,por causa de
844,dies::PRN,hoc,isto
845,das::PRN,id,isso
846,das::PRN,id,aquilo
847,alles::PRN,omnia,todo
848,ich::PRN,ego,eu
849,du::PRN,tu,tu
