,Concept_ID,cv,kl
387,Seite::N,ен,saneraq
388,Seite::N,аяк,saneraq
389,Seite::N,айӑк,saneraq
390,Mitte::N,варӑ,qiteq
391,Gegenstand::N,япала,
392,Sache::N,япала,pigisaq
393,Rand::N,вӗҫ,sini
394,Rand::N,вӗҫ,akerfineq
395,Rand::N,хӗрӗ,sini
396,Rand::N,хӗрӗ,akerfineq
397,Rand::N,хӗрри,sini
398,Rand::N,хӗрри,akerfineq
399,Kante::N,хайкача,akerfineq
400,Kante::N,хысак,akerfineq
401,Ecke::N,кӗтес,teqeqqoq
402,Ecke::N,кӗтес,tikeqqoq
403,Spitze::N,вӗҫ,inngik
404,Ende::N,вӗҫ,isu
405,Loch::N,шӑтӑк,putu
406,Winkel::N,кӗтес,teqeqqorissaat
407,Muster::N,эреш,ilisserut
408,Größe::N,пысӑкӑш,angissuseq
409,Länge::N,вӑрӑмӑш,takissuseq
410,Höhe::N,ҫӳллӗш,
411,Gewicht::N,виҫе,oqimaalutaq
412,Gewicht::N,йывӑрӑш,oqimaalutaq
413,Menge::N,йыш,amerlassuseq
414,Haufen::N,купа,eqimattat
415,Reihe::N,рет,allunaasaq
416,Boot::N,кимӗ,qajaq
417,Boot::N,кимӗ,angallat
418,Boot::N,кимӗ,umiatsiaq
419,Ruder::N,кӗсмен,iput
420,Schlitten::N,ҫуна,qamutit
421,Schlitten::N,ҫуна,qimusseq
422,Ski::N,йӗлтӗр,ataarut
423,Lagerfeuer::N,вут,
424,Lagerfeuer::N,кӑвайт,
425,Last::N,сулмаклӑх,nammagaq
426,Last::N,йывӑр япала,nammagaq
427,Gang::N,куҫӑм,
428,Schritt::N,утӑм,allorneq
429,Schritt::N,пусӑм,allorneq
430,Norden::N,ҫурҫӗр,avannaq
431,Süden::N,кӑнтӑр,qava
432,Süden::N,кӑнтӑр,kujat
433,Süden::N,кӑнтӑр,kujataa
434,Westen::N,анӑҫ,kitaa
435,Westen::N,хӗвел анӑҫ,kitaa
436,Osten::N,хӗвел тухӑҫ,kangi
437,Holz::N,йывӑҫ,qisuk
438,Brett::N,хӑма,salliligaq
439,Platte::N,плита,qaateq
440,Stütze::N,ура,ajagutaq
441,Stütze::N,ура,ajaagutaq
442,Stange::N,шерте,kaaviffik
443,Stock::N,патак,ajaappissat
444,Stab::N,шӑчӑ,ajaappissat
445,Rohr::N,пӑрӑх,sullulik
446,Haus::N,ҫурт,illu
447,Heim::N,кил,
448,Ofen::N,кӑмака,kissarsuut
449,Fußboden::N,урай,nateq
450,Tisch::N,сӗтел,allattarfik
451,Stuhl::N,пукан,issiavik
452,Stuhl::N,пукан,issiaffik
453,Wiege::N,сӑпка,uaasoq
454,Bett::N,кравать,nallavik
455,Regal::N,ҫӳлӗк,ilisivik
456,Regal::N,сентре,ilisivik
457,Kiste::N,ещӗк,sakissat
458,Kiste::N,ещӗк,illerfiusaq
459,Kiste::N,сунтӑх,sakissat
460,Kiste::N,сунтӑх,illerfiusaq
461,Fenster::N,чӳрече,aki
462,Fenster::N,чӳрече,igalaaq
463,Tür::N,алӑк,matu
464,Tor::N,хапха,isaaffik
465,Zaun::N,хӳме,saputit
466,Dach::N,тӑрӑ,qaliaq
467,Leiter::N,пусма,tummeqqat
468,Leiter::N,пусма,majuartarfiit
469,Besen::N,шӑпӑр,saligutit
470,Spaten::N,кӗреҫе,nivaataq
471,Schaufel::N,кӗреҫе,nivaataq
472,Gabel::N,вилка,qilluaq
473,Gabel::N,вилка,ajassaatit
474,Löffel::N,кашӑк,alussaat
475,Messer::N,ҫӗҫӗ,savik
476,Nagel::N,пӑта,kukik
477,Netz::N,тетел,anguffaseq
478,Haken::N,йӑрхах,nissik
479,Haken::N,йӑрхах,qarsorsaq
480,Haken::N,йӑрхах,qarsorsartoq
481,Haken::N,ҫекӗл,nissik
482,Haken::N,ҫекӗл,qarsorsaq
483,Haken::N,ҫекӗл,qarsorsartoq
484,Griff::N,хӑлӑп,ipi
485,Schloss::N,ҫӑра,illussaarsuaq
486,Bild::N,сӑн,assiliaq
487,Bild::N,сӑнлӑх,assiliaq
488,Bild::N,картина,assiliaq
489,Figur::N,кӗлетке,kisitsit
490,Puppe::N,пукане,inuusaq
491,Beutel::N,михӗ,
492,Bündel::N,ҫыхӑ,qilertaq
493,Bündel::N,тӗрке,qilertaq
494,Tasche::N,сумка,pooqattaq
495,Eimer::N,витре,
496,Deckel::N,хупӑ,matu
497,Geschirr::N,савӑт-сапа,anut
498,Sack::N,михӗ,
499,Tasse::N,курка,tiitorfik
500,Tasse::N,курка,tiitorfiup ilorlia
501,Topf::N,кастрюль,qoqqoq
502,Kessel::N,хуран,uunnaavik
503,Essen::N,апат,igaaq
504,Nahrung::N,апат-ҫимӗс,neqissaq
505,Speise::N,апат,nerisassat
506,Speise::N,ҫимӗҫ,nerisassat
507,Fleisch::N,аш,neqi
508,Fleisch::N,какай,neqi
509,Getreide::N,тырӑ,maannineq
510,Brei::N,пӑтӑ,
511,Brot::N,ҫӑкӑр,iffit
512,Brot::N,ҫӑкӑр,iffiaq
513,Scheibe::N,чӗлӗ,igalaassiaq
514,Scheibe::N,касӑк,igalaassiaq
515,Fett::N,ҫу,tarnutissaq
516,Fett::N,ҫу,tarnutissiaq
517,Butter::N,ҫу,punneq
518,Öl::N,ҫу,uulia
519,Salz::N,тӑвар,taratsut
520,Suppe::N,яшка,qajoq
521,Honig::N,пыл,tungusunnitsuut
522,Milch::N,сӗт,immuk
523,Tee::N,чей,tii
524,Tee::N,чей,teeq
525,Leder::N,сӑран,
526,Wolle::N,ҫӑм,nuersagassiaq
527,Stoff::N,тӗртӗм,milliaq
528,Stoff::N,тӗртӗм,qarlissiaq
529,Nadel::N,йӗп,meqqut
530,Faden::N,ҫип,ujalussiaq
531,Knopf::N,тӳме,attat
532,Knoten::N,йӑлӑ,akeroq
533,Knoten::N,йӑлӑ,qilerneq
534,Farbe::N,сӑрӑ,qalipaat
535,Kleidung::N,тум,atisat
536,Kleidung::N,тум,annoraaq
537,Kleidung::N,ҫипуҫ,atisat
538,Kleidung::N,ҫипуҫ,annoraaq
539,Kleidung::N,тум-тир,atisat
540,Kleidung::N,тум-тир,annoraaq
541,Hemd::N,кӗпе,ilupaaq
542,Kragen::N,ҫуха,qungasiinnaq
543,Ärmel::N,ҫанӑ,aaq
544,Hose::N,шӑлавар,qarliit
545,Gürtel::N,пиҫиххи,qiterut
546,Gürtel::N,пиҫиххи,unngersaq
547,Mütze::N,ҫӗлӗк,nasaq
548,Schuh::N,пушмак,skuu
549,Schuh::N,пушмак,ikernuk
550,Schuh::N,пушмак,ateraasaq
551,Schuh::N,ботинок,skuu
552,Schuh::N,ботинок,ikernuk
553,Schuh::N,ботинок,ateraasaq
554,Stiefel::N,атӑ,kamik
555,Ring::N,ҫӗрӗ,assammiu
556,Band::N,хаю,qilerutissiaq
557,Band::N,йӗсме,qilerutissiaq
558,Kamm::N,тура,illaagutit
559,Kamm::N,тура,illaajaatit pl.
560,Spiegel::N,тӗкӗр,tarrarsuut
561,Spiegel::N,куҫ кӗски,tarrarsuut
562,Riemen::N,чӗн,allunaaq
563,Schnur::N,кантра,kujaaq
564,Schnur::N,кантра,allunaasaq
565,Leine::N,касмӑк,aleq
566,Decke::N,утиял,qipik
567,Kissen::N,ҫытар,akit
568,Kissen::N,минтер,akit
569,Tuch::N,тутӑр,qarlissiaq
570,Handtuch::N,ал шӑлли,allarut
571,Handtuch::N,ал шӑлли,allarterut
572,Kraft::N,вӑй,pissak
573,Kraft::N,хӑват,pissak
574,Stärke::N,хал,qerattarsaat
575,Stärke::N,хӑват,qerattarsaat
576,Gesundheit::N,хал,peqqisusseq
577,Gesundheit::N,сывлӑх,peqqisusseq
578,Krankheit::N,чир,nappaat
579,Schmerz::N,ырату,anniaat
580,Wunde::N,суран,iki
581,Fieber::N,сив чир,nappaat qanimanartoq
582,Arznei::N,эмел,imigassaq
583,Brücke::N,кӗпер,ikaartarfik
584,Brunnen::N,ҫӑл,tissaluttuliaq
585,Brunnen::N,пусӑ,tissaluttuliaq
586,Weide::N,ҫаран,masarsuk
587,Pfad::N,йӗр,aqqut
588,Pfad::N,сукмак,aqqut
589,Weg::N,ҫул,aggerfik
590,Weg::N,ҫул-йӗр,aggerfik
591,Straße::N,ҫӳрев,aqqusineq
592,Straße::N,ҫул ҫӳрени,aqqusineq
593,Dorf::N,ял,nunaqarfik
594,Stadt::N,хула,illorpaat
595,Stadt::N,хула,illorpalik
596,Brief::N,ҫыру,allagarsiaq
597,Buch::N,кӗнеке,atuakkat
598,Buch::N,кӗнеке,mappersagaq
599,Buchstabe::N,сас палли,naqinneq
600,Zeitung::N,хаҫат,aviisi
601,Leben::N,пурнӑҫ,inuussuseq
602,Tod::N,вилӗм,toqu
603,Tod::N,вилӗм,toquneq
604,Grab::N,масар шӑтӑкӗ,iliveq
605,Grab::N,масар шӑтӑкӗ,illissat
606,Kirche::N,чиркӳ,oqaluffik
607,Sünde::N,ҫылӑх,ajorti
608,Gott::N,турӑ,
609,Arbeiter::N,рабочи,sulisoq
610,Chef::N,пуҫлӑх,ittoqut
611,Meister::N,ӑста,naalagaq
612,Meister::N,мастер,naalagaq
613,Arzt::N,врач,katsorsaasoq
614,Arzt::N,тухтӑр,katsorsaasoq
615,Lehrer::N,учитель,ilinniartitsisoq
616,Lehrer::N,вӗрентекен,ilinniartitsisoq
617,Geld::N,укҫа,aningaasat
618,Geschäft::N,бизнес,niuertarfik
619,Laden::N,магазин,niuertarfik
620,Preis::N,хак,aki
621,Ware::N,тавар,qaliata pii
622,Ware::N,тавар,nioqqutissaq
623,Nutzen::N,пайта,iluaqut
624,Reichtum::N,мул,
625,Welt::N,тӗнче,nunarsuaq
626,Land::N,ҫӗр-шыв,nuna
627,Staat::N,патшàлӑх,
628,König::N,король,kunngi
629,Macht::N,власть,pissaassuseq
630,Grenze::N,чикӗ,killik
631,Krieg::N,вӑрҫӑ,sorsunneq
632,Feind::N,тӑшман,akeraq
633,Feind::N,тӑшман,akerartorti
634,Feind::N,тӑшман,qinngarsuisoq
635,Gewalt::N,ирӗксӗрлӳ,
636,Kampf::N,кӗрешӳ,sorsunneq
637,Bogen[Waffe]::N,ухӑ,
638,Pfeil::N,ҫӗмрен,qalugiusaq
639,Pfeil::N,ухӑ йӗппи,qalugiusaq
640,Gewehr::N,пӑшал,aallaat
641,Fehler::N,йӑнӑш,kukkuneq
642,Fehler::N,йӑнӑш,paarlaappaa
643,Lüge::N,суя,
644,Lüge::N,ултав,
645,Schaden::N,сиен,
646,Unglück::N,шар,perluut
647,Unglück::N,инкек,perluut
648,Schuld::N,айӑп,akiitsugaq
649,Schuld::N,айӑп,akiligassaq
650,Alter::N,ҫул шучӗ,utoqqaq
651,Schluss::N,пӗтни,isu
652,Schluss::N,пӗтмӗш,isu
653,Zeit::N,вӑхӑт,ulloq
654,Zeit::N,вӑхӑт,akuttoqatigiinneq
655,Tag::N,кун,ulloq
656,Morgen::N,ир,ullaaq
657,Mittag::N,кӑнтӑрла,ulloqeqqa
658,Abend::N,каҫ,unnuk
659,Nacht::N,каҫ,unnuaq
660,Woche::N,эрне,sapaatip akunnera
661,Monat::N,уйӑх,qaammat
662,Jahr::N,ҫулталӑк,ukioq
663,Frühling::N,ҫур,upernaaq
664,Frühling::N,ҫуркунне,upernaaq
665,Sommer::N,ҫу,aasaq
666,Sommer::N,ҫулла,aasaq
667,Herbst::N,кӗр,ukiaq
668,Herbst::N,кӗркунне,ukiaq
669,Winter::N,хӗл,ukioq
670,Winter::N,хӗлле,ukioq
671,Januar::N,январь,siulleeq
672,Januar::N,январь,qaammaliaq
673,Februar::N,февраль,aarlaat
