,Concept_ID,es,bg
489,Tee::N,té,чай
490,Leder::N,cuero,кожа
491,Wolle::N,lana,вълна
492,Stoff::N,tela,плат
493,Stoff::N,tela,материал
494,Stoff::N,tejido,плат
495,Stoff::N,tejido,материал
496,Nadel::N,aguja,игла
497,Faden::N,hilo,конец
498,Knopf::N,botón,копче
499,Knoten::N,nudo,възел
500,Farbe::N,pintura,боя
501,Kleidung::N,ropa,дрехи
502,Kleidung::N,ropa,облекло
503,Kleidung::N,vestidos,дрехи
504,Kleidung::N,vestidos,облекло
505,Hemd::N,camisa,риза
506,Kragen::N,cuello,яка
507,Ärmel::N,manga,ръкав
508,Hose::N,pantalón,панталони
509,Gürtel::N,cinturón,пояс
510,Gürtel::N,cinturón,колан
511,Mütze::N,gorro,каскет
512,Mütze::N,gorro,фуражка
513,Schuh::N,zapato,обувка
514,Stiefel::N,bota,ботуш
515,Ring::N,anillo,пръстен
516,Band::N,cinta,лента
517,Band::N,cinta,връзка
518,Kamm::N,peine,гребен
519,Spiegel::N,espejo,огледало
520,Riemen::N,correa,каиш
521,Riemen::N,correa,ремък
522,Schnur::N,cuerda,връв
523,Leine::N,correa,връв
524,Leine::N,correa,въже
525,Decke::N,manta,покривка
526,Kissen::N,almohada,възглавница
527,Tuch::N,pañuelo,сукно
528,Handtuch::N,toalla,пешкир
529,Handtuch::N,toalla,кърпа за лице
530,Kraft::N,fuerza,мощ
531,Kraft::N,fuerza,сила
532,Stärke::N,fuerza,сила
533,Gesundheit::N,salud,здраве
534,Krankheit::N,enfermedad,болест
535,Schmerz::N,dolor,болка
536,Wunde::N,llaga,рана
537,Wunde::N,herida,рана
538,Fieber::N,fiebre,треска
539,Fieber::N,fiebre,температура
540,Arznei::N,medicina,лек
541,Arznei::N,medicina,лекарство
542,Arznei::N,medicamento,лек
543,Arznei::N,medicamento,лекарство
544,Brücke::N,puente,мост
545,Brunnen::N,pozo,чешма
546,Brunnen::N,pozo,кладенец
547,Weide::N,pasto,паша
548,Weide::N,pasto,пасище
549,Pfad::N,sendero,пътека
550,Weg::N,camino,път
551,Straße::N,vía,шосе
552,Straße::N,carretera,шосе
553,Dorf::N,aldea,село
554,Dorf::N,pueblo,село
555,Stadt::N,ciudad,град
556,Brief::N,carta,писмо
557,Buch::N,libro,книга
558,Buchstabe::N,letra,буква
559,Buchstabe::N,carácter,буква
560,Zeitung::N,diario,вестник
561,Zeitung::N,periódico,вестник
562,Leben::N,vida,живот
563,Tod::N,muerte,смърт
564,Grab::N,tumba,гроб
565,Grab::N,sepulcro,гроб
566,Kirche::N,iglesia,църква
567,Sünde::N,pecado,грях
568,Gott::N,dios,бог
569,Arbeiter::N,obrero,работник
570,Arbeiter::N,trabajador,работник
571,Chef::N,jefe,шеф
572,Chef::N,jefe,началник
573,Meister::N,maestro,майстор
574,Arzt::N,médico,лекар
575,Lehrer::N,profesor,учител
576,Geld::N,dinero,пари
577,Geschäft::N,negocio,сделка
578,Laden::N,tienda,дюкян
579,Laden::N,tienda,магазин
580,Preis::N,precio,цена
581,Ware::N,mercancía,стока
582,Nutzen::N,provecho,полза
583,Nutzen::N,provecho,облага
584,Reichtum::N,riqueza,богатство
585,Welt::N,mundo,свят
586,Land::N,país,страна
587,Staat::N,Estado,щат
588,Staat::N,Estado,държава
589,König::N,rey,крал
590,Macht::N,poder,мощ
591,Macht::N,poder,власт
592,Macht::N,potencia,мощ
593,Macht::N,potencia,власт
594,Grenze::N,frontera,граница
595,Krieg::N,guerra,война
596,Feind::N,enemigo,враг
597,Feind::N,enemigo,неприятел
598,Gewalt::N,violencia,сила
599,Gewalt::N,violencia,насилие
600,Kampf::N,lucha,борба
601,Kampf::N,lucha,сражение
602,Kampf::N,combate,борба
603,Kampf::N,combate,сражение
604,Bogen[Waffe]::N,arco,лък
605,Pfeil::N,flecha,стрела
606,Gewehr::N,fusil,пушка
607,Gewehr::N,escopeta,пушка
608,Fehler::N,error,грешка
609,Lüge::N,mentira,лъжа
610,Schaden::N,daño,повреда
611,Unglück::N,desgracia,нещастие
612,Schuld::N,culpa,вина
613,Alter::N,edad,възраст
614,Schluss::N,fin,край
615,Schluss::N,final,край
616,Zeit::N,tiempo,време
617,Tag::N,día,ден
618,Morgen::N,mañana,утро
619,Morgen::N,mañana,сутрин
620,Mittag::N,mediodía,обед
621,Mittag::N,mediodía,пладне
622,Abend::N,noche,вечер
623,Nacht::N,noche,нощ
624,Woche::N,semana,седмица
625,Monat::N,mes,месец
626,Jahr::N,año,година
627,Frühling::N,primavera,пролет
628,Sommer::N,verano,лято
629,Herbst::N,otoño,есен
630,Winter::N,invierno,зима
631,Januar::N,enero,януари
632,Februar::N,febrero,февруари
633,März::N,marzo,март
634,April::N,abril,април
635,Mai::N,mayo,май
636,Juni::N,junio,юни
637,Juli::N,julio,юли
638,August::N,agosto,август
639,September::N,septiembre,септември
640,Oktober::N,octubre,октомври
641,November::N,noviembre,ноември
642,Dezember::N,diciembre,декември
643,Montag::N,lunes,понеделник
644,Dienstag::N,martes,вторник
645,Mittwoch::N,miércoles,сряда
646,Donnerstag::N,jueves,четвъртък
647,Freitag::N,viernes,петък
648,Samstag::N,sábado,събота
649,Sonntag::N,domingo,неделя
650,groß::A,grande,едър
651,groß::A,grande,голям
652,klein::A,pequeño,малък
653,klein::A,pequeño,дребен
654,lang::A,largo,дълъг
655,kurz::A,corto,къс
656,breit::A,ancho,широк
657,schmal::A,estrecho,тесен
658,dicht::A,denso,гъст
659,dick[Gegenstand]::A,grueso,дебел
660,dünn::A,fino,тънък
661,dünn::A,delgado,тънък
662,fein::A,fino,фин
663,fein::A,fino,тънък
664,fein::A,delicado,фин
665,fein::A,delicado,тънък
666,fest::A,firme,твърд
667,fest::A,firme,плътен
668,fest::A,sólido,твърд
669,fest::A,sólido,плътен
670,flach::A,plano,равен
671,flach::A,plano,плосък
672,glatt::A,liso,гладък
673,hart::A,duro,твърд
674,hart::A,duro,корав
675,weich::A,muelle,мек
676,rund::A,redondo,кръгъл
677,spitz::A,agudo,островръх
678,spitz::A,apuntado,островръх
679,scharf::A,agudo,остър
680,scharf::A,afilado,остър
681,stumpf::A,sin filo,тъп
682,schwer::A,pesado,тежък
683,schön::A,bello,хубав
684,schön::A,bello,красив
685,schön::A,hermoso,хубав
686,schön::A,hermoso,красив
687,heiß::A,caluroso,жарък
688,warm::A,cálido,топъл
689,warm::A,caliente,топъл
690,kalt::A,frío,студен
691,kühl::A,fresco,хладен
692,frisch::A,fresco,свеж
693,feucht::A,húmedo,влажен
694,nass::A,mojado,мокър
695,trocken::A,seco,сух
696,voll::A,lleno,пълен
697,leer::A,vacío,празен
698,offen::A,abierto,откровен
699,geschlossen::A,cerrado,закрит
700,geschlossen::A,cerrado,затворен
701,sauber::A,limpio,чист
702,schmutzig::A,sucio,мръсен
703,roh::A,crudo,суров
704,reif::A,maduro,зрял
705,lecker::A,rico,вкусен
706,lecker::A,sabroso,вкусен
707,süß::A,dulce,сладък
708,bitter::A,amargo,горчив
709,sauer::A,agrio,кисел
710,hell::A,claro,ясен
711,hell::A,claro,светъл
712,dunkel::A,oscuro,тъмен
713,schwarz::A,negro,черен
714,weiß::A,blanco,бял
715,rot::A,rojo,червен
716,gelb::A,amarillo,жълт
717,blau::A,azul,син
718,grün::A,verde,зелен
719,grau::A,gris,сив
720,bunt::A,multicolor,шарен
721,bunt::A,multicolor,пъстър
722,billig::A,barato,евтин
723,teuer::A,caro,скъп
724,wertvoll::A,valioso,ценен
725,wertvoll::A,precioso,ценен
726,blind::A,ciego,сляп
727,taub::A,sordo,глух
728,kräftig::A,fuerte,силен
729,stark::A,fuerte,здрав
730,stark::A,fuerte,силен
731,stark::A,vigoroso,здрав
732,stark::A,vigoroso,силен
733,schwach::A,débil,слаб
734,fett::A,obeso,тлъст
735,schlank::A,esbelto,тънък
736,schlank::A,esbelto,строен
737,hübsch::A,mono,хубав
738,hübsch::A,guapo,хубав
739,böse::A,malo,зъл
740,dumm::A,tonto,глупав
741,dumm::A,estúpido,глупав
742,faul::A,vago,ленив
743,faul::A,vago,мързелив
744,faul::A,perezoso,ленив
745,faul::A,perezoso,мързелив
746,fleißig::A,aplicado,прилежен
747,fleißig::A,diligente,прилежен
748,geizig::A,avaro,скъпернически
749,klug::A,sensato,умен
750,klug::A,sensato,разумен
751,klug::A,inteligente,умен
752,klug::A,inteligente,разумен
753,geschickt::A,hábil,умел
754,geschickt::A,hábil,сръчен
755,lieb::A,querido,мил
756,lieb::A,querido,драг
757,lustig::A,alegre,весел
758,sanft::A,suave,нежен
759,sanft::A,suave,кротък
760,hungrig::A,hambriento,гладен
761,krank::A,enfermo,болен
762,nackt::A,desnudo,гол
763,traurig::A,triste,тъжен
764,traurig::A,triste,печален
765,lebendig::A,vivo,жив
766,lebendig::A,viviente,жив
767,gut::A,bueno,добър
768,schlecht::A,malo,лош
769,richtig::A,justo,правилен
770,richtig::A,correcto,правилен
771,schlimm::A,malo,лош
772,schlimm::A,grave,лош
773,wahr::A,verídico,верен
774,wahr::A,verídico,истински
775,wahr::A,verdadero,верен
776,wahr::A,verdadero,истински
777,alt::A,viejo,стар
778,alt::A,viejo,древен
779,neu::A,nuevo,нов
780,ehemalig::A,antiguo,бивш
781,alt[Lebewesen]::A,viejo,стар
782,jung::A,joven,млад
783,arm::A,pobre,беден
784,reich::A,rico,богат
785,bekannt::A,conocido,познат
786,bekannt::A,conocido,известен
787,berühmt::A,famoso,почут
788,berühmt::A,famoso,известен
789,berühmt::A,célebre,почут
790,berühmt::A,célebre,известен
791,fremd::A,extraño,чужд
792,verschieden::A,diverso,разен
793,verschieden::A,diverso,различен
794,verschieden::A,distinto,разен
795,verschieden::A,distinto,различен
796,verschieden::A,diferente,разен
797,verschieden::A,diferente,различен
798,nah::A,cercano,близък
799,fern::A,lejano,далечен
800,linker::A,izquierdo,ляв
801,rechter::A,derecho,прав
802,anderer::A,otro,друг
803,erster::A,primero,пръв
804,erster::A,primero,първи
805,zweiter::A,segundo,втори
806,dritter::A,tercero,трети
807,letzter::A,último,последен
808,allein::ADV,a solo,само
809,auf einmal::ADV,de una vez,същевременно
810,zusammen::ADV,juntos,заедно
811,lange::ADV,mucho tiempo,дълго
812,plötzlich::ADV,de repente,изведнъж
813,sofort::ADV,en seguida,веднага
814,später::ADV,más tarde,по-късно
815,jetzt::ADV,ahora,сега
816,heute::ADV,hoy,днес
817,morgen::ADV,mañana,утре
818,bald::ADV,pronto,скоро
819,bald::ADV,en breve,скоро
820,dann::ADV,luego,после
821,dann::ADV,luego,тогава
822,dann::ADV,entonces,после
823,dann::ADV,entonces,тогава
824,gestern::ADV,ayer,вчера
825,einst::ADV,antaño,някога
826,damals::ADV,entonces,тогава
827,danach::ADV,después,после
828,danach::ADV,después,след това
829,vorher::ADV,antes,преди
830,vorher::ADV,antes,преди това
831,zuerst::ADV,primero,най-напред
832,einmal::ADV,una vez,веднъж
833,einmal::ADV,una vez,един път
834,manchmal::ADV,a veces,понякога
835,oft::ADV,a menudo,често
836,oft::ADV,con frecuencia,често
837,immer::ADV,siempre,винаги
838,niemals::ADV,jamás,никога
839,hier::ADV,aquí,тук
840,hier::ADV,aquí,тука
841,hierhin::ADV,acá,насам
842,von hier::ADV,desde aquí,оттук
843,von hier::ADV,desde aquí,оттука
844,dort::ADV,ahí,там
845,dort::ADV,allí,там
846,dorthin::ADV,allí,натам
847,dorthin::ADV,allí,нататък
848,dorthin::ADV,hacia allí,натам
849,dorthin::ADV,hacia allí,нататък
850,geradeaus::ADV,todo derecho,направо
851,vorwärts::ADV,adelante,напред
852,rückwärts::ADV,hacia atrás,назад
853,zurück::ADV,atrás,обратно
854,unten::ADV,abajo,долу
855,hinab::ADV,hacia abajo,надолу
856,oben::ADV,arriba,горе
857,hinauf::ADV,hacia arriba,нагоре
858,überall::ADV,por todas partes,навсякъде
859,nicht::ADV,no,не
860,ein wenig::ADV,un poco,малко
861,kaum::ADV,apenas,едва
862,kaum::ADV,apenas,едвам
