,Concept_ID,myv,lt
67,Schlaf::N,удома,miegas
68,Traum::N,он,sapnas
69,Himmel::N,менель,dangus
70,Sonne::N,чи,saulė
71,Mond::N,ков,mėnulis
72,Stern::N,теште,žvaigždė
73,Luft::N,кошт,oras
74,Wind::N,варма,vėjas
75,Welle::N,толкун,banga
76,Welle::N,толкун,vilnis
77,Wasser::N,ведь,vanduo
78,Stein::N,кев,akmuo
79,Boden::N,мода,žemė
80,Boden::N,мода,dugnas
81,Erde::N,мастор,žemė
82,Staub::N,пуль,dulkės
83,Rauch::N,качамо,dūmai
84,Funke::N,сятко,kibirkštis
85,Feuer::N,тол,ugnis
86,Licht::N,валдо,šviesa
87,Schatten::N,сулей,paūksmė
88,Schatten::N,сулейкс,paūksmė
89,Wetter::N,ушо,oras
90,Nebel::N,сув,migla
91,Nebel::N,сув,rūkas
92,Wolke::N,пель,debesis
93,Regen::N,пиземс,lietus
94,Schnee::N,лов,sniegas
95,Eis::N,эй,ledas
96,Frost::N,кельме,šalna
97,Kälte::N,якшамо,šaltis
98,Hitze::N,пси,karštis
99,Raureif::N,лекш,šerkšnas
100,Regenbogen::N,пурьгинечирьке,vaivorykštė
101,Regenbogen::N,пурьгинеёнкс,vaivorykštė
102,Donner::N,пурьгине,perkūnas
103,Donner::N,пурьгине,griaustinis
104,Strömung::N,чудема,tėkmė
105,Strömung::N,чудевкс,tėkmė
106,Tropfen::N,петнявкс,lašas
107,Schaum::N,чов,putos
108,Schmutz::N,рудаз,purvas
109,See::N,эрьке,ežeras
110,Sumpf::N,чей,klampynė
111,Sumpf::N,чей,liūnas
112,Moor::N,чей,pelkė
113,Wiese::N,луга,pieva
114,Wald::N,вирь,miškas
115,Hügel::N,губорь,kalva
116,Hügel::N,пандыне,kalva
117,Anhöhe::N,губорь,kauburys
118,Anhöhe::N,пандыне,kauburys
119,Berg::N,пандо,kalnas
120,Gipfel::N,пря,viršūnė
121,Höhle::N,пещера,ola
122,Abhang::N,пандочама,šlaitas
123,Abhang::N,пандочама,nuokalnė
124,Quelle::N,ушодкс,versmė
125,Quelle::N,ушодкс,šaltinis
126,Bach::N,чудикерькс,upelis
127,Fluss::N,лей,upė
128,Ufer::N,чире,krantas
129,Küste::N,лейчире,pajūris
130,Festland::N,мода,sausuma
131,Meer::N,моря,jūra
132,Bucht::N,усия,įlanka
133,Bucht::N,усия,užutekis
134,Insel::N,усия,sala
135,Blume::N,цеця,gėlė
136,Gras::N,тикше,žolė
137,Wurzel::N,юр,šaknis
138,Wurzel::N,ундокс,šaknis
139,Baum::N,чувто,medis
140,Stamm::N,рунго,kamienas
141,Rinde::N,суд,žievė
142,Rinde::N,керь,žievė
143,Ast::N,морго,šaka
144,Zweig::N,тарад,šakelė
145,Blatt::N,лопа,lapas
146,Birke::N,килей,beržas
147,Kiefer[Baum]::N,пиче,pušis
148,Weide[Baum]::N,каль,karklas
149,Tanne::N,куз,eglė
150,Tanne::N,куз,kėnis
151,Horn::N,сюро,ragas
152,Feder::N,толга,plunksna
153,Fell::N,пона,kailis
154,Flügel::N,сёлмо,sparnas
155,Klaue::N,кенже,kanopa
156,Kralle::N,кенже,nagas
157,Schwanz::N,пуло,uodega
158,Ei::N,ал,kiaušinis
159,Nest::N,пизэ,gūžta
160,Nest::N,пизэ,lizdas
161,Bau::N,варя,ola
162,Bau::N,пизе,ola
163,Tier::N,ракша,gyvūnas
164,Herde::N,стада,banda
165,Herde::N,стада,kaimenė
166,Kuh::N,скал,karvė
167,Bulle::N,бука,bulius
168,Pferd::N,лишме,arklys
169,Schaf::N,реве,avis
170,Schwein::N,туво,kiaulė
171,Hund::N,пине,šuo
172,Hund::N,киска,šuo
173,Katze::N,псака,katė
174,Bär::N,овто,lokys
175,Eichhörnchen::N,ур,voveraitė
176,Elch::N,сярдо,briedis
177,Fuchs::N,ривезь,lapė
178,Hase::N,нумоло,kiškas
179,Maus::N,чеерь,pelė
180,Wolf::N,верьгиз,vilkas
181,Vogel::N,нармунь,paukštis
182,Schwarm::N,полк,spiečius
183,Schwarm::N,стада,spiečius
184,Huhn::N,сараз,višta
185,Hahn::N,атякш,gaidys
186,Gans::N,гала,žąsis
187,Gans::N,мацей,žąsis
188,Adler::N,куцькан,erelis
189,Adler::N,тумоатякш,erelis
190,Ente::N,яксярго,antis
191,Eule::N,корж,pelėda
192,Kranich::N,карго,gervė
193,Krähe::N,варака,varna
194,Kuckuck::N,куко,gegužė
195,Schwan::N,локсей,gulbė
196,Fisch::N,кал,žuvis
197,Barsch::N,окунь,ešerys
198,Hecht::N,щука,lydeka
199,Schlange[Tier]::N,гуй,gyvatė
200,Wurm::N,сукс,kirmėlė
201,Spinne::N,шанжав,voras
202,Ameise::N,коткудав,skruzdė
203,Laus::N,сий,utėlė
204,Mücke::N,сеське,uodas
205,Fliege::N,карво,musė
206,Schmetterling::N,нимиляв,drugys
207,Schmetterling::N,нимиляв,peteliškė
208,Beere::N,умарь,uoga
209,Apfel::N,умарь,obuolys
210,Pilz::N,панго,grybas
211,Zwiebel::N,чурька,svogūnas
212,Saat::N,видьметь,sėkla
213,Korn::N,сюро,grūdai
214,Heu::N,тикше,šienas
215,Schale::N,кедь,žievelė
216,Schale::N,ваткавкс,žievelė
217,Grube::N,латко,duobė
218,Falle::N,тувор,pinklės
219,Falle::N,тувор,žabangai
220,Falle::N,кундамка,pinklės
221,Falle::N,кундамка,žabangai
222,Schlinge::N,килькш,kilpa
223,Spur::N,челькс,vėžė
224,Spur::N,челькс,pėdos
225,Spur::N,челькс,pėdsakas
226,Spur::N,пильгеки,vėžė
227,Spur::N,пильгеки,pėdos
228,Spur::N,пильгеки,pėdsakas
229,Asche::N,кулов,pelenai
230,Dreck::N,рудаз,purvas
231,Eisen::N,кшни,geležis
232,Gold::N,сырне,auksas
233,Silber::N,сия,sidabras
234,Kohle::N,сэдь,anglis
235,Kohle::N,уголия,anglis
236,Glas::N,сулика,stiklas
237,Lehm::N,сёвонь,molis
238,Sand::N,човар,smėlis
239,Mensch::N,ломань,žmogus
240,Mann::N,аля,vyras
241,Mann::N,аля,vyriškis
242,Mann::N,цёраломань,vyras
243,Mann::N,цёраломань,vyriškis
244,Frau::N,ава,moteris
245,Kind::N,эйкакш,vaikas
246,Junge::N,цёрыне,vaikinas
247,Junge::N,цёрыне,berniukas
248,Mädchen::N,тейтерне,mergytė
249,Mädchen::N,тейтерне,mergaitė
250,Familie::N,семия,šeima
251,Großvater::N,покштя,senelis
252,Großmutter::N,баба,senelė
253,Eltern::N,тетят-ават,tėvai
254,Vater::N,тетя,tėvas
255,Mutter::N,ава,motina
256,Sohn::N,цёра,sūnus
257,Tochter::N,тейтерь,duktė
258,Bruder::N,леля,brolis
259,Bruder::N,ялакс,brolis
260,Schwester::N,сазор,sesuo
261,Onkel::N,леля,dėdė
262,Tante::N,патя,teta
263,Ehemann::N,мирде,vyras
264,Ehefrau::N,ни,žmona
265,Freude::N,кеняркс,džiaugsmas
266,Gelächter::N,ракамо,juokas
267,Gelächter::N,пейдема,juokas
268,Glück::N,уцяска,laimė
269,Kummer::N,рискс,vargas
270,Kummer::N,рискс,rūpestis
271,Kummer::N,мелявкс,vargas
272,Kummer::N,мелявкс,rūpestis
273,Wunsch::N,мель,troškimas
274,Wunsch::N,мель,pageidavimas
275,Wunsch::N,бажамо,troškimas
276,Wunsch::N,бажамо,pageidavimas
277,Lust::N,бажамо,noras
278,Lust::N,бажамо,geidulys
279,Geist::N,ойме,dvasia
280,Gedanke::N,мель,mintis
281,Gedächtnis::N,мель,atmintis
282,Verstand::N,прев,protas
283,Sinn::N,толк,prasmė
284,Sinn::N,смысла,prasmė
285,Grund::N,тувтал,priežastis
286,Wahrheit::N,видечи,tiesa
287,Wahrheit::N,видечи,teisybė
288,Gespräch::N,кортнема,pokalbis
289,Märchen::N,ёвкс,pasaka
290,Erzählung::N,ёвтнема,apsakymas
291,Erzählung::N,ёвтнема,pasakojimas
292,Nachricht::N,куля,žinia
293,Neuigkeit::N,куля,naujiena
294,Name::N,лем,vardas
295,Rätsel::N,содамоёвкс,mįslė
296,Rede::N,кортамо,kalba
297,Sprache::N,кель,kalba
298,Stimme::N,ваигель,balsas
299,Wort::N,вал,žodis
300,Zeichen::N,теште,žymė
301,Zeichen::N,теште,ženklas
302,Ruf::N,тердема,šauksmas
303,Lärm::N,шалнома,triukšmas
304,Laut::N,вайгель,garsas
305,Ton::N,гайнема,tonas
306,Ton::N,гайнема,garsas
307,Lied::N,моро,daina
308,Lied::N,моро,giesmė
309,Ruhe::N,оймамо,ramybė
310,Ruhe::N,оймамо,ramumas
311,Leute::N,ломанть,žmonės
312,Volk::N,народ,tauta
313,Arbeit::N,тев,darbas
314,Arbeit::N,тев,triūsas
315,Gast::N,инже,svečias
316,Geschenk::N,казне,dovana
317,Spiel::N,налксема,žaismas
318,Spiel::N,налксема,žaidimas
319,Gesellschaft::N,община,draugija
320,Gesellschaft::N,община,kompanija
321,Hilfe::N,лездамо,pagalba
322,Freund::N,оя,draugas
323,Freund::N,оя,bičiulis
324,Freund::N,ялга,draugas
325,Freund::N,ялга,bičiulis
326,Kamerad::N,оя,draugas
327,Kamerad::N,ялга,draugas
328,Angelegenheit::N,тев,dalykas
329,Angelegenheit::N,тев,reikalas
330,Anzahl::N,ламоксчи,kiekis
331,Anzahl::N,ламоксчи,skaičius
332,Art::N,вид,rūšis
333,Stück::N,пакш,gabalas
334,Stück::N,пелькс,gabalas
335,Teil::N,часть,dalis
336,Teil::N,пелькс,dalis
337,Hälfte::N,пель,pusė
338,Hälfte::N,пелькс,pusė
339,Kreis::N,кирькс,ratas
340,Kreis::N,кирькс,apskritis
341,Kreis::N,кирькс,apskritimas
342,Kreuz::N,крёст,kryžius
343,Linie::N,кикс,linija
344,Strich::N,межа,brėžis
345,Strich::N,межа,brūkšnys
346,Abstand::N,ютко,atstumas
347,Entfernung::N,ютко,atstumas
348,Gegend::N,тарка,vietovė
349,Gegend::N,пертьпелькс,vietovė
350,Platz::N,васолкс,vieta
351,Ort::N,тарка,vieta
352,Ort::N,тарка,vietovė
353,Seite::N,ён,pusė
354,Seite::N,ён,šonas
355,Seite::N,чире,pusė
356,Seite::N,чире,šonas
357,Mitte::N,куншка,vidurys
358,Gegenstand::N,предмет,dalykas
359,Sache::N,тев,daiktas
360,Sache::N,веща,daiktas
361,Rand::N,пе,kraštas
362,Rand::N,пе,pakraštys
363,Rand::N,чире,kraštas
364,Rand::N,чире,pakraštys
365,Kante::N,ирдез,kraštas
366,Ecke::N,ужо,kertė
367,Ecke::N,ужо,kampas
368,Spitze::N,пряне,priekis
369,Spitze::N,пряне,priešakys
370,Spitze::N,пе,priekis
371,Spitze::N,пе,priešakys
372,Ende::N,пе,galas
373,Loch::N,варя,skylė
374,Winkel::N,ужо,kampas
375,Winkel::N,ужо,kampelis
376,Muster::N,сёрма,raštas
377,Größe::N,сэрь,dydis
378,Größe::N,сэрь,didumas
379,Größe::N,покшолма,dydis
380,Größe::N,покшолма,didumas
381,Länge::N,кувалмо,ilgis
382,Länge::N,кувалмо,ilgumas
383,Höhe::N,сэрь,aukštis
384,Höhe::N,сэрь,aukštuma
385,Höhe::N,пандо,aukštis
386,Höhe::N,пандо,aukštuma
387,Gewicht::N,сталмо,svoris
388,Gewicht::N,сталмо,svarstis
389,Menge::N,лововкс,kiekis
390,Menge::N,лововкс,daugybė
391,Haufen::N,мар,krūva
392,Haufen::N,мар,šūsnis
393,Haufen::N,валявкс,krūva
394,Haufen::N,валявкс,šūsnis
395,Reihe::N,ряд,greta
396,Boot::N,венч,valtis
397,Boot::N,венч,laivelis
398,Ruder::N,милё,irklas
399,Schlitten::N,нурдт,rogės
400,Schlitten::N,нурдт,rogutės
401,Ski::N,сокс,slidė
402,Lagerfeuer::N,толбандя,laužas
403,Last::N,сталмо,našta
404,Last::N,сталмо,nešulys
405,Last::N,кандома,našta
406,Last::N,кандома,nešulys
407,Gang::N,молема,eisena
408,Gang::N,якамо,eisena
409,Schritt::N,эскелькс,žingsnis
410,Norden::N,якшамо ёнкс,šiaurė
411,Norden::N,якшамо ёнкс,žiemiai
412,Süden::N,лембе ёнкс,pietūs
413,Westen::N,чивалгома,vakarai
414,Osten::N,чилисема,rytai
415,Holz::N,чувто,mediena
416,Brett::N,лаз,lenta
417,Platte::N,плита,plokštė
418,Stütze::N,неже,atrama
419,Stütze::N,неже,atspara
420,Stange::N,олга,lazda
421,Stange::N,олга,kartis
422,Stock::N,мандо,lazda
423,Stab::N,олога,kartis
424,Rohr::N,турба,vamzdis
425,Haus::N,кудо,namas
426,Heim::N,кудо,namai
427,Ofen::N,каштомо,krosnis
428,Fußboden::N,киякс,grindys
429,Tisch::N,столь,stalas
430,Stuhl::N,стул,kėdė
431,Wiege::N,лавсь,lopšys
432,Wiege::N,нурямот,lopšys
433,Bett::N,ацамо,lova
434,Bett::N,ацамо,patalai
435,Regal::N,лався,lentyna
436,Regal::N,лавсяланго,lentyna
437,Kiste::N,горобия,dėžė
438,Kiste::N,сундук,dėžė
439,Fenster::N,вальма,langas
440,Tür::N,кенкш,durys
441,Tor::N,ортат,vartai
442,Zaun::N,пирявт,tvora
443,Zaun::N,пирвякс,tvora
444,Dach::N,кудопря,stogas
445,Leiter::N,кузтема,kopėčios
446,Besen::N,тенсть,šluota
447,Spaten::N,койме,lopeta
448,Spaten::N,койме,kastuvas
449,Schaufel::N,кече,semtuvas
450,Schaufel::N,келей койме,semtuvas
451,Gabel::N,сянгине,šakutė
452,Löffel::N,пенч,šaukštas
453,Messer::N,пеель,peilis
454,Nagel::N,эске,vinis
455,Netz::N,алтыма,tinklas
456,Haken::N,кечказ,vagis
457,Haken::N,кечказ,kablys
458,Griff::N,кедне,kotas
459,Griff::N,кедне,rankena
460,Schloss::N,замок,spyna
461,Schloss::N,замок,užraktas
462,Schloss::N,панжома,spyna
463,Schloss::N,панжома,užraktas
464,Bild::N,картина,paveikslas
465,Figur::N,рунго,figūra
466,Puppe::N,няка,lėlė
467,Beutel::N,кескав,krepšys
468,Beutel::N,кескав,maišelis
469,Bündel::N,керькс,ryšulys
470,Tasche::N,юдма,krepšelis
471,Eimer::N,ведра,kibiras
472,Deckel::N,велькс,dangtis
473,Geschirr::N,кедьге,indai
474,Sack::N,кескав,maišas
475,Tasse::N,чакш,puodukas
476,Topf::N,кастрюля,puodas
477,Kessel::N,котёл,katilas
478,Essen::N,ярсамо,valgis
479,Nahrung::N,ярсамопель,penas
480,Nahrung::N,ярсамопель,maistas
481,Speise::N,ярсамопель,patiekalas
482,Fleisch::N,сывель,mėsa
483,Getreide::N,сюро,javai
484,Brei::N,каша,košė
485,Brot::N,кши,duona
486,Scheibe::N,кочом,riekė
487,Scheibe::N,сускомо,riekė
488,Fett::N,куя,taukai
489,Fett::N,куя,riebalai
490,Butter::N,ой,sviestas
491,Öl::N,ой,aliejus
492,Salz::N,сал,druska
493,Suppe::N,ям,sriuba
494,Honig::N,медь,medus
495,Milch::N,ловсо,pienas
496,Tee::N,чай,arbata
497,Leder::N,киське,oda
498,Wolle::N,пона,vilna
499,Stoff::N,коцт,audeklas
500,Nadel::N,салмукс,adata
501,Faden::N,суре,gija
502,Faden::N,суре,siūlas
503,Knopf::N,пов,saga
504,Knoten::N,сюлмо,mazgas
505,Farbe::N,артомапель,dažai
506,Kleidung::N,оршамот,rūbai
507,Kleidung::N,оршамот,drabužiai
508,Hemd::N,панар,marškiniai
509,Kragen::N,сиве,apykaklė
510,Ärmel::N,ожа,rankovė
511,Hose::N,понкст,kelnės
512,Gürtel::N,каркс,juosta
513,Gürtel::N,каркс,diržas
514,Mütze::N,чапка,kepurė
515,Schuh::N,туфля,batas
516,Stiefel::N,кем,auliniai batai
517,Ring::N,суркс,žiedas
518,Band::N,лента,kaspinas
519,Kamm::N,сурсеме,šukos
520,Spiegel::N,чавачамо,veidrodis
521,Riemen::N,кшнань каркс,diržas
522,Schnur::N,пикс,virvė
523,Leine::N,ведьме,pavadėlis
524,Decke::N,вельтямо,antklodė
525,Kissen::N,тодов,pagalvė
526,Kissen::N,тодов,priegalvis
527,Tuch::N,паця,skarelė
528,Handtuch::N,нардамо,rankšluostis
529,Kraft::N,вий,jėga
530,Stärke::N,виевчи,stiprumas
531,Gesundheit::N,шумбрачи,sveikata
532,Krankheit::N,орма,liga
533,Krankheit::N,сэредема,liga
534,Schmerz::N,сэредькс,skausmas
535,Wunde::N,керявкс,žaizda
536,Fieber::N,маштыкс,karštis
537,Arznei::N,ормаменькс,vaistas
538,Brücke::N,сэдь,tiltas
539,Brücke::N,мадамо,tiltas
540,Brunnen::N,лисьма,šulinys
541,Weide::N,ракшань ванома тарка,ganykla
542,Weide::N,ракшань ванома тарка,gluosnis
543,Pfad::N,ян,takas
544,Weg::N,ки,kelias
545,Straße::N,ки,gatvė
546,Dorf::N,веле,kaimas
547,Dorf::N,веле,sodžius
548,Stadt::N,ош,miestas
549,Brief::N,сёрма,laiškas
550,Buch::N,книга,knyga
551,Buchstabe::N,буква,raidė
552,Zeitung::N,газета,laikraštis
553,Leben::N,эрямо,gyvybė
554,Leben::N,эрямо,gyvenimas
555,Tod::N,кулома,mirtis
556,Grab::N,калмо,kapas
557,Kirche::N,церькова,bažnyčia
558,Sünde::N,чумочи,nuodėmė
559,Sünde::N,чумочи,nusidėjimas
560,Gott::N,паз,dievas
561,Arbeiter::N,робочей,darbininkas
562,Chef::N,прявт,šefas
563,Chef::N,прявт,vadovas
564,Chef::N,прявт,viršininkas
565,Meister::N,кол тевень тенця,meistras
566,Arzt::N,врач,gydytojas
567,Lehrer::N,учитель,mokytojas
568,Lehrer::N,тонавтыця,mokytojas
569,Geld::N,ярмак,pinigai
570,Geschäft::N,ладязь тев,biznis
571,Laden::N,лавка,krautuvė
572,Laden::N,лавка,parduotuvė
573,Preis::N,питне,kaina
574,Ware::N,миевкс,prekė
575,Ware::N,рамавкс,prekė
576,Nutzen::N,паро,nauda
577,Nutzen::N,паро,pelnas
578,Nutzen::N,лезэ,nauda
579,Nutzen::N,лезэ,pelnas
580,Reichtum::N,сюпавчи,turtas
581,Welt::N,мир,pasaulis
582,Welt::N,мастор ланго,pasaulis
583,Land::N,мастор,žemė
584,Land::N,мастор,šalis
585,Staat::N,государства,valstija
586,König::N,король,karalius
587,Macht::N,азорксчи,galia
588,Macht::N,азорксчи,valdžia
589,Grenze::N,буен тешкс,riba
590,Grenze::N,буен тешкс,siena
591,Krieg::N,война,karas
592,Feind::N,душман,priešas
593,Gewalt::N,нарьгамо,jėga
594,Gewalt::N,нарьгамо,smurtas
595,Gewalt::N,нарьгамо,prievarta
596,Kampf::N,тюрема,kova
597,Bogen[Waffe]::N,нал,lankas
598,Pfeil::N,нал,strėlė
599,Gewehr::N,ружия,šautuvas
600,Gewehr::N,винтовка,šautuvas
601,Fehler::N,ильведькс,klaida
602,Fehler::N,ильведевкс,klaida
603,Lüge::N,манчема,melas
604,Lüge::N,кенгелема,melas
605,Schaden::N,зыян,nuostolis
606,Schaden::N,зыян,apgadinimas
607,Unglück::N,зыян,nelaimė
608,Schuld::N,чумочи,kaltė
609,Alter::N,шка,amžius
610,Schluss::N,пе,pabaiga
611,Zeit::N,шка,laikas
612,Zeit::N,пинге,laikas
613,Tag::N,чи,diena
614,Morgen::N,валске,rytas
615,Mittag::N,чикуншка,vidurdienis
616,Abend::N,чокшнэ,vakaras
617,Nacht::N,ве,naktis
618,Woche::N,недля,savaitė
619,Monat::N,ков,mėnuo
620,Jahr::N,ие,metai
621,Frühling::N,тундо,pavasaris
622,Sommer::N,кизэ,vasara
623,Herbst::N,сёксь,ruduo
624,Winter::N,теле,žiema
625,Januar::N,якшамков,sausis
626,Februar::N,февраль,vasaris
627,März::N,март,kovas
628,April::N,апрель,balandis
629,Mai::N,май,gegužė
630,Juni::N,июнь,birželis
631,Juli::N,июль,liepa
632,August::N,август,rugpjūtis
633,September::N,сентября,rugsėjis
634,Oktober::N,октября,spalis
635,November::N,ноября,lapkritis
636,Dezember::N,декабря,gruodis
637,Montag::N,пондельник,pirmadienis
638,Dienstag::N,овторник,antradienis
639,Mittwoch::N,серёда,trečiadienis
640,Donnerstag::N,цетьверьг,ketvirtadienis
641,Freitag::N,пеця,penktadienis
642,Samstag::N,субута,šeštadienis
643,Samstag::N,шлямочи,šeštadienis
644,Sonntag::N,недлячи,sekmadienis
645,groß::A,ине,didis
646,groß::A,ине,didelis
647,groß::A,покш,didis
648,groß::A,покш,didelis
649,klein::A,вишка,mažas
650,lang::A,кувака,ilgas
651,kurz::A,нурькине,trumpas
652,breit::A,келей,platus
653,schmal::A,теине,smulkus
654,dicht::A,тусто,tankus
655,dick[Gegenstand]::A,эчке,storas
656,dünn::A,човине,plonas
657,fein::A,човине,smulkus
658,fest::A,кеме,kietas
659,fest::A,кеме,tvirtas
660,flach::A,лапужа,lėkštas
661,flach::A,лапужа,plokščias
662,glatt::A,валаня,slidus
663,hart::A,калгодо,kietas
664,weich::A,чевте,minkštas
665,rund::A,кеверь,apvalus
666,rund::A,кеверь,apskritas
667,spitz::A,пшти,aštrus
668,spitz::A,пшти,smailus
669,scharf::A,пшти,aštrus
670,stumpf::A,ношка,bukas
671,stumpf::A,ношка,atšipęs
672,schwer::A,стака,sunkus
673,schön::A,мазый,gražus
674,heiß::A,пси,karštas
675,warm::A,лембе,šiltas
676,kalt::A,якшамо,šaltas
677,kühl::A,экше,vėsus
678,kühl::A,экше,bejausmis
679,frisch::A,свежа,šviežias
680,feucht::A,летьке,drėgnas
681,nass::A,начко,šlapias
682,trocken::A,коське,sausas
683,voll::A,пешксе,pilnas
684,leer::A,чаво,tuščias
685,offen::A,панжадо,atviras
686,offen::A,виде,atviras
687,geschlossen::A,пекстазь,uždaras
688,geschlossen::A,пекстазь,uždarytas
689,geschlossen::A,сёлгозь,uždaras
690,geschlossen::A,сёлгозь,uždarytas
691,sauber::A,ванькс,švarus
692,schmutzig::A,ливезев,nešvarus
693,schmutzig::A,ливезев,purvinas
694,roh::A,верек,žalias
695,reif::A,кенерезь,prinokęs
696,reif::A,кенерезь,pribrendęs
697,lecker::A,тантей,gardus
698,süß::A,ламбамо,saldus
699,bitter::A,сэпей,kartus
700,sauer::A,чапамо,gižus
701,sauer::A,чапамо,rūgštus
702,hell::A,валдо,šviesus
703,hell::A,валдо,skaistus
704,dunkel::A,чопода,tamsus
705,schwarz::A,раужо,juodas
706,weiß::A,ашо,baltas
707,rot::A,якстере,raudonas
708,gelb::A,ожо,geltonas
709,blau::A,сэнь,mėlynas
710,grün::A,пиже,žalias
711,grau::A,шержев,pilkas
712,bunt::A,сёрмав,margas
713,bunt::A,сёрмав,spalvotas
714,billig::A,аволь питней,pigus
715,teuer::A,питней,brangus
716,wertvoll::A,питней,vertingas
717,blind::A,сокор,aklas
718,taub::A,амариця,kurčias
719,kräftig::A,пек виев,stiprus
720,stark::A,виев,stiprus
721,schwach::A,лавшо,silpnas
722,fett::A,куя,riebus
723,schlank::A,виде ронга,laibas
724,schlank::A,виде ронга,lieknas
725,hübsch::A,мазый,gražus
726,böse::A,кежей,blogas
727,dumm::A,чавола,paikas
728,dumm::A,чавола,kvailas
729,dumm::A,превтеме,paikas
730,dumm::A,превтеме,kvailas
731,faul::A,нузякс,tingus
732,fleißig::A,мелень путыця,stropus
733,fleißig::A,мелень путыця,kruopštus
734,geizig::A,скупой,šykštus
735,klug::A,превей,sumanus
736,klug::A,превей,protingas
737,geschickt::A,маштозь теезь,apsukrus
738,lieb::A,вадря,mielas
739,lustig::A,весёла,smagus
740,lustig::A,весёла,linksmas
741,sanft::A,сэтьме,švelnus
742,sanft::A,сэтьме,minkštas
743,hungrig::A,вачо,alkanas
744,krank::A,сэредиця,ligotas
745,krank::A,сэредиця,sergantis
746,nackt::A,штапо,nuogas
747,traurig::A,нусманя,liūdnas
748,lebendig::A,эриця,gyvas
749,gut::A,паро,geras
750,schlecht::A,берянь,blogas
751,schlecht::A,берянь,prastas
752,richtig::A,виде,tikras
753,richtig::A,виде,teisingas
754,schlimm::A,берянь,blogas
755,schlimm::A,берянь,prastas
756,wahr::A,алкуксонь,tikras
757,alt::A,ташто,senas
758,neu::A,од,naujas
759,ehemalig::A,икелень,buvęs
760,alt[Lebewesen]::A,сыре,pagyvenęs
761,jung::A,од,jaunas
762,arm::A,кажов,neturtingas
763,reich::A,сюпав,turtingas
764,bekannt::A,содавикс,žinomas
765,bekannt::A,содавикс,pažįstamas
766,berühmt::A,содавикс,žymus
767,berühmt::A,содавикс,garsus
768,fremd::A,лия,svetimas
769,fremd::A,асодавикс,svetimas
770,verschieden::A,эрьва,įvairus
771,nah::A,а васолонь,artimas
772,fern::A,умонь,tolimas
773,fern::A,кезэрень,tolimas
774,linker::A,керш,kairys
775,rechter::A,вить,dešinys
776,anderer::A,лия,kitas
777,erster::A,васень,pirmas
778,erster::A,васенце,pirmas
779,zweiter::A,омбоце,antras
780,dritter::A,колмоце,trečias
781,letzter::A,меельце,paskutinis
782,allein::ADV,башка,vienas
783,allein::ADV,ськамонзо,vienas
784,auf einmal::ADV,вейсэ,iš karto
785,zusammen::ADV,вейс,kartu
786,zusammen::ADV,вейс,drauge
787,zusammen::ADV,вейсэ,kartu
788,zusammen::ADV,вейсэ,drauge
