,Concept_ID,se,hu
0,Auge::N,tjelmie,szem
1,Auge::N,tjalmme,szem
2,Auge::N,čalbmi,szem
3,Auge::N,čalme,szem
4,Auge::N,čâ´lmm,szem
5,Auge::N,ча̄лльм,szem
6,Ohr::N,bieljie,fül
7,Ohr::N,biellje,fül
8,Ohr::N,beallji,fül
9,Ohr::N,pelji,fül
10,Ohr::N,pe´llj,fül
11,Ohr::N,пе̄лльй,fül
12,Nase::N,njuenie,orr
13,Nase::N,njunnje,orr
14,Nase::N,njunni,orr
15,Nase::N,njuṇe,orr
16,Nase::N,njuu´nn,orr
17,Nase::N,нюннҍ,orr
18,Mund::N,njaelmie,száj
19,Mund::N,njálmme,száj
20,Mund::N,njálbmi,száj
21,Mund::N,njälmi,száj
22,Mund::N,njä´lmm,száj
23,Mund::N,ня̄лльм,száj
24,Zahn::N,baenie,fog
25,Zahn::N,bádne,fog
26,Zahn::N,bátni,fog
27,Zahn::N,pääṇi,fog
28,Zahn::N,pää´nn,fog
29,Zahn::N,па̄ннҍ,fog
30,Zunge::N,njoektjeme,nyelv
31,Zunge::N,njuovtjav,nyelv
32,Zunge::N,njuovčča,nyelv
33,Zunge::N,njuovčâ,nyelv
34,Zunge::N,njuhččâm,nyelv
35,Zunge::N,нюхчем,nyelv
36,Lippe::N,bangseme,ajak
37,Lippe::N,njálmmerabdda,ajak
38,Lippe::N,bavssa,ajak
39,Lippe::N,poovsâ,ajak
40,Lippe::N,põõus,ajak
41,Lippe::N,пэ̄кс,ajak
42,Wange::N,skiehrie,orca
43,Wange::N,nierra,orca
44,Wange::N,muohtu,orca
45,Wange::N,nieṛâ,orca
46,Wange::N,njiõrr,orca
47,Wange::N,нӣрр,orca
48,Gesicht::N,ååredæjja,arc
49,Gesicht::N,muohto,arc
50,Gesicht::N,muođut,arc
51,Gesicht::N,ámadadju,arc
52,Gesicht::N,muáđuh,arc
53,Gesicht::N,muâđ,arc
54,Gesicht::N,ка̄ссв,arc
55,Stirn::N,gaalloe,homlok
56,Stirn::N,gállo,homlok
57,Stirn::N,gállu,homlok
58,Stirn::N,kállu,homlok
59,Stirn::N,käll,homlok
60,Stirn::N,вуэххьц,homlok
61,Haar::N,voepte,haj
62,Haar::N,vuoppta,haj
63,Haar::N,vuokta,haj
64,Haar::N,vuop'tâ,haj
65,Haar::N,vuõpt,haj
66,Haar::N,вӯппт,haj
67,Schnurrbart::N,bijjie-skaavtjoe,bajusz
68,Schnurrbart::N,njunjevuolskávttjá,bajusz
69,Schnurrbart::N,seamu,bajusz
70,Schnurrbart::N,siämu,bajusz
71,Schnurrbart::N,ää´bben,bajusz
72,Schnurrbart::N,о̄а̄бпан,bajusz
73,Bart::N,skaavtja,szakáll
74,Bart::N,skaavtjoe,szakáll
75,Bart::N,skávttjá,szakáll
76,Bart::N,seamu,szakáll
77,Bart::N,siämu,szakáll
78,Bart::N,seäm,szakáll
79,Bart::N,ся̄м,szakáll
80,Kinn::N,gaejpie,áll
81,Kinn::N,gájbbe,áll
82,Kinn::N,gáibi,áll
83,Kinn::N,käibi,áll
84,Kinn::N,käi´bb,áll
85,Kinn::N,ка̄ййп,áll
86,Kiefer[Anatomie]::N,gaejpie,állkapocs
87,Kiefer[Anatomie]::N,oalol,állkapocs
88,Kiefer[Anatomie]::N,oaloldákte,állkapocs
89,Kiefer[Anatomie]::N,gáibi,állkapocs
90,Kiefer[Anatomie]::N,uá'lultähti,állkapocs
91,Kiefer[Anatomie]::N,vuâl'lõš,állkapocs
92,Kiefer[Anatomie]::N,вуаллнешш,állkapocs
93,Kehle::N,gealoe,gége
94,Kehle::N,gealoe,torok
95,Kehle::N,tjåttå,gége
96,Kehle::N,tjåttå,torok
97,Kehle::N,njiello,gége
98,Kehle::N,njiello,torok
99,Kehle::N,čotta,gége
100,Kehle::N,čotta,torok
101,Kehle::N,čuudâ,gége
102,Kehle::N,čuudâ,torok
103,Kehle::N,čoodd,gége
104,Kehle::N,čoodd,torok
105,Kehle::N,чонт,gége
106,Kehle::N,чонт,torok
107,Kehle::N,кэ̄ҏс,gége
108,Kehle::N,кэ̄ҏс,torok
109,Hals::N,tjeapohke,nyak
110,Hals::N,tjiebet,nyak
111,Hals::N,čeabet,nyak
112,Hals::N,čiäppát,nyak
113,Hals::N,čeäppat,nyak
114,Hals::N,ча̄пэх,nyak
115,Genick::N,tjovrese,tarkó
116,Genick::N,nisske,tarkó
117,Genick::N,niehkki,tarkó
118,Genick::N,niski,tarkó
119,Genick::N,niek'ki,tarkó
120,Genick::N,nji´šǩǩmaadd,tarkó
121,Genick::N,нышшькмоант,tarkó
122,Kopf::N,åejjie,fő
123,Kopf::N,åejjie,fej
124,Kopf::N,oajvve,fő
125,Kopf::N,oajvve,fej
126,Kopf::N,oaivi,fő
127,Kopf::N,oaivi,fej
128,Kopf::N,uái'vi,fő
129,Kopf::N,uái'vi,fej
130,Kopf::N,vuei´vv,fő
131,Kopf::N,vuei´vv,fej
132,Kopf::N,вуэййв,fő
133,Kopf::N,вуэййв,fej
134,Rücken::N,rudtje,hát
135,Rücken::N,hárddo,hát
136,Rücken::N,tjavelk,hát
137,Rücken::N,sealgi,hát
138,Rücken::N,selgi,hát
139,Rücken::N,čielgi,hát
140,Rücken::N,seä´lǧǧ,hát
141,Rücken::N,се̄лльк,hát
142,Bauch::N,tjåejjie,has
143,Bauch::N,tjoajvve,has
144,Bauch::N,čoavji,has
145,Bauch::N,čuáv'ji,has
146,Bauch::N,čåu´jj,has
147,Bauch::N,чо̄ввьй,has
148,Nabel::N,naepie,köldök
149,Nabel::N,náhpe,köldök
150,Nabel::N,náhpi,köldök
151,Nabel::N,nääpi,köldök
152,Nabel::N,nää´pp,köldök
153,Nabel::N,на̄бпь,köldök
154,Busen::N,boenge,mell
155,Busen::N,boenge,kebel
156,Busen::N,bållå,mell
157,Busen::N,bållå,kebel
158,Busen::N,čižži,mell
159,Busen::N,čižži,kebel
160,Busen::N,njamma,mell
161,Busen::N,njamma,kebel
162,Busen::N,njižže,mell
163,Busen::N,njižže,kebel
164,Busen::N,nje´ǯǯ,mell
165,Busen::N,nje´ǯǯ,kebel
166,Busen::N,раннҍт,mell
167,Busen::N,раннҍт,kebel
168,Brust::N,mïelke,mell
169,Brust::N,radde,mell
170,Brust::N,mielgga,mell
171,Brust::N,raddi,mell
172,Brust::N,radde,mell
173,Brust::N,râ´dd,mell
174,Brust::N,раннҍт,mell
175,Schulter::N,åelkie,váll
176,Schulter::N,oalgge,váll
177,Schulter::N,hárdu,váll
178,Schulter::N,ärdee,váll
179,Schulter::N,uál'gi,váll
180,Schulter::N,a´rddi,váll
181,Schulter::N,vuä´lǧǧ,váll
182,Schulter::N,вуэллык,váll
183,Arm::N,gïete,kar
184,Arm::N,giehta,kar
185,Arm::N,giehta,kar
186,Arm::N,kietâ,kar
187,Arm::N,kie'tâkaaṿâ,kar
188,Arm::N,ǩiõtt,kar
189,Arm::N,кӣдт,kar
190,Ellenbogen::N,gernjere,könyök
191,Ellenbogen::N,garŋŋel,könyök
192,Ellenbogen::N,gargŋil,könyök
193,Ellenbogen::N,käŋŋir,könyök
194,Ellenbogen::N,kõõnjâr,könyök
195,Ellenbogen::N,карьнэль,könyök
196,Hand::N,gïete,kéz
197,Hand::N,giehta,kéz
198,Hand::N,giehta,kéz
199,Hand::N,kietâ,kéz
200,Hand::N,ǩiõtt,kéz
201,Hand::N,кӣдт,kéz
202,Handfläche::N,gïeten-låapoe,tenyér
203,Handfläche::N,giehtavuodo,tenyér
204,Handfläche::N,tjårmmåvuodo,tenyér
205,Handfläche::N,giehtaloahpu,tenyér
206,Handfläche::N,kiämád,tenyér
207,Handfläche::N,kuámmir,tenyér
208,Handfläche::N,kuä´m'mer,tenyér
209,Handfläche::N,ǩiõttǩeä´m'men,tenyér
210,Handfläche::N,ко̄а̄ллдэгк,tenyér
211,Handfläche::N,кӣдткоалдэгк,tenyér
212,Finger::N,soerme,ujj
213,Finger::N,tjuvdde,ujj
214,Finger::N,suorbma,ujj
215,Finger::N,čuvde,ujj
216,Finger::N,suor'mâ,ujj
217,Finger::N,suõrmm,ujj
218,Finger::N,це̄ххп,ujj
219,Fingernagel::N,gadtse,köröm
220,Fingernagel::N,guehpere,köröm
221,Fingernagel::N,gadtsa,köröm
222,Fingernagel::N,gazza,köröm
223,Fingernagel::N,kozzâ,köröm
224,Fingernagel::N,kõʒʒ,köröm
225,Fingernagel::N,кэ̄ннц,köröm
226,Nagel[Anatomie]::N,gadtse,köröm
227,Nagel[Anatomie]::N,guehpere,köröm
228,Nagel[Anatomie]::N,gadtsa,köröm
229,Nagel[Anatomie]::N,gazza,köröm
230,Nagel[Anatomie]::N,kozzâ,köröm
231,Nagel[Anatomie]::N,kõʒʒ,köröm
232,Nagel[Anatomie]::N,кэ̄ннц,köröm
233,Zeh::N,tjiehtjere,lábujj
234,Zeh::N,juolggetjuvdde,lábujj
235,Zeh::N,juolgesuorbma,lábujj
236,Zeh::N,jyel'gisuor'mâ,lábujj
237,Zeh::N,jue´lǧǧsuõrmm,lábujj
238,Zeh::N,ю̄лльк-це̄һп,lábujj
239,Fuß::N,juelkie,láb
240,Fuß::N,juolgge,láb
241,Fuß::N,juolgi,láb
242,Fuß::N,jyel'gi,láb
243,Fuß::N,jue´lǧǧ,láb
244,Fuß::N,ла̄бпь,láb
245,Ferse::N,båetskie,sarok
246,Ferse::N,boasske,sarok
247,Ferse::N,šušmi,sarok
248,Ferse::N,šušme,sarok
249,Ferse::N,jue´lǧǧkädd,sarok
250,Ferse::N,ка̄ннт,sarok
251,Knie::N,boelve,térd
252,Knie::N,buolvva,térd
253,Knie::N,čibbi,térd
254,Knie::N,veaŋki,térd
255,Knie::N,iidâ,térd
256,Knie::N,puõlvv,térd
257,Knie::N,пуллв,térd
258,Oberschenkel::N,ruaksja,comb
259,Oberschenkel::N,tjibbe,comb
260,Oberschenkel::N,gassaváhkká,comb
261,Oberschenkel::N,badjeváhkáa,comb
262,Oberschenkel::N,čuár'bpeeḷi,comb
263,Oberschenkel::N,če´bb,comb
264,Oberschenkel::N,чуаррбе̄лль,comb
265,Bein::N,juelkie,láb
266,Bein::N,juelkie,lábszár
267,Bein::N,juolgge,láb
268,Bein::N,juolgge,lábszár
269,Bein::N,juolgi,láb
270,Bein::N,juolgi,lábszár
271,Bein::N,jyel'gi,láb
272,Bein::N,jyel'gi,lábszár
273,Bein::N,jue´lǧǧ,láb
274,Bein::N,jue´lǧǧ,lábszár
275,Bein::N,ю̄лльк,láb
276,Bein::N,ю̄лльк,lábszár
277,Körper::N,kråahpe,test
278,Körper::N,rumáj,test
279,Körper::N,rumaš,test
280,Körper::N,ruumâš,test
281,Körper::N,rå´pp,test
282,Körper::N,лышшьк,test
283,Körper::N,роаӈӈьк,test
284,Haut::N,njaltja,bőr
285,Haut::N,lijkke,bőr
286,Haut::N,tjuobma,bőr
287,Haut::N,liiki,bőr
288,Haut::N,liške,bőr
289,Haut::N,le´šǩǩ,bőr
290,Haut::N,лышшьк,bőr
291,Blut::N,vïrre,vér
292,Blut::N,maelie,vér
293,Blut::N,varra,vér
294,Blut::N,varra,vér
295,Blut::N,vorrâ,vér
296,Blut::N,võrr,vér
297,Blut::N,вэ̄рр,vér
298,Ader::N,åerie,ér
299,Ader::N,aajroe,ér
300,Ader::N,suodna,ér
301,Ader::N,varrasuotna,ér
302,Ader::N,suoṇâ,ér
303,Ader::N,suõnn,ér
304,Ader::N,сӯнн,ér
305,Sehne::N,soene,ín
306,Sehne::N,gåårtenje,ín
307,Sehne::N,suodna,ín
308,Sehne::N,suotna,ín
309,Sehne::N,suoṇâ,ín
310,Sehne::N,suõnn,ín
311,Sehne::N,сӯнн,ín
312,Knochen::N,måara,csont
313,Knochen::N,måaroe,csont
314,Knochen::N,dákte,csont
315,Knochen::N,dákti,csont
316,Knochen::N,tähti,csont
317,Knochen::N,tä´htt,csont
318,Knochen::N,та̄ххт,csont
319,Knochen::N,та̄ффьт,csont
320,Gehirn::N,aajla,agy
321,Gehirn::N,aajla,agyvelő
322,Gehirn::N,vuojŋam,agy
323,Gehirn::N,vuojŋam,agyvelő
324,Gehirn::N,vuoigŋašat,agy
325,Gehirn::N,vuoigŋašat,agyvelő
326,Gehirn::N,vuoi'ŋâšeh,agy
327,Gehirn::N,vuoi'ŋâšeh,agyvelő
328,Gehirn::N,vuo'ivâšneh,agy
329,Gehirn::N,vuo'ivâšneh,agyvelő
330,Gehirn::N,vuõivâšn,agy
331,Gehirn::N,vuõivâšn,agyvelő
332,Gehirn::N,вуэййвэшна,agy
333,Gehirn::N,вуэййвэшна,agyvelő
334,Herz::N,vaajmoe,szív
335,Herz::N,tsåhke,szív
336,Herz::N,váibmu,szív
337,Herz::N,váimu,szív
338,Herz::N,čââ´đ,szív
339,Herz::N,кӯттҌк,szív
340,Magen::N,tjåejjie,gyomor
341,Magen::N,tjoajvve,gyomor
342,Magen::N,čoavji,gyomor
343,Magen::N,čuáv'ji,gyomor
344,Magen::N,čåu´jj,gyomor
345,Magen::N,чо̄ввьй,gyomor
346,Leber::N,mueksie,máj
347,Leber::N,librre,máj
348,Leber::N,vuoivvas,máj
349,Leber::N,vuoivâs,máj
350,Leber::N,vuõivâs,máj
351,Leber::N,вуйвас,máj
352,Atem::N,voejngehtasse,lehelet
353,Atem::N,voejngehtasse,lélegzet
354,Atem::N,båssånis,lehelet
355,Atem::N,båssånis,lélegzet
356,Atem::N,vuojŋadahka,lehelet
357,Atem::N,vuojŋadahka,lélegzet
358,Atem::N,vuoiŋŋahat,lehelet
359,Atem::N,vuoiŋŋahat,lélegzet
360,Atem::N,vuo'iŋâstim,lehelet
361,Atem::N,vuo'iŋâstim,lélegzet
362,Atem::N,jiõg'g,lehelet
363,Atem::N,jiõg'g,lélegzet
364,Atem::N,вӯйнас,lehelet
365,Atem::N,вӯйнас,lélegzet
366,Atem::N,вӯййнмушш,lehelet
367,Atem::N,вӯййнмушш,lélegzet
368,Hunger::N,nielkie,éhség
369,Hunger::N,nielgge,éhség
370,Hunger::N,nealgi,éhség
371,Hunger::N,nelgi,éhség
372,Hunger::N,neä´lǧǧ,éhség
373,Hunger::N,не̄лльк,éhség
374,Träne::N,gïknjele,könny
375,Träne::N,ganjál,könny
376,Träne::N,ganjal,könny
377,Träne::N,koonjâl,könny
378,Träne::N,kõõnjâl,könny
379,Träne::N,кэ̄нял,könny
380,Geschmack::N,aelmie,íz
381,Geschmack::N,muosse,íz
382,Geschmack::N,smáhkka,íz
383,Geschmack::N,máhku,íz
384,Geschmack::N,smáhkka,íz
385,Geschmack::N,mááhu,íz
386,Geschmack::N,smakkâ,íz
387,Geschmack::N,njõõd,íz
388,Geschmack::N,smääkk,íz
389,Geschmack::N,ня̄лльк,íz
390,Geruch::N,haaje,szag
391,Geruch::N,habjja,szag
392,Geruch::N,hádja,szag
393,Geruch::N,opsâ,szag
394,Geruch::N,haajâ,szag
395,Geruch::N,õpss,szag
396,Geruch::N,haajj,szag
397,Geruch::N,апс,szag
398,Geruch::N,лэ̄гк,szag
399,Schlaf::N,nahkerh,álom
400,Schlaf::N,nahkerh,alvás
401,Schlaf::N,nager,álom
402,Schlaf::N,nager,alvás
403,Schlaf::N,oados,álom
404,Schlaf::N,oados,alvás
405,Schlaf::N,nagir,álom
406,Schlaf::N,nagir,alvás
407,Schlaf::N,naṿer,álom
408,Schlaf::N,naṿer,alvás
409,Schlaf::N,nââ´er,álom
410,Schlaf::N,nââ´er,alvás
411,Schlaf::N,нагерь,álom
412,Schlaf::N,нагерь,alvás
413,Traum::N,nahkere,álom
414,Traum::N,niehko,álom
