,Concept_ID,ba,da
789,aufgehen[Sonne]::V,ҡалҡыу,stå op
790,untergehen[Sonne]::V,байыу,gå ned
791,scheinen[Sonne]::V,яҡтыртып тороу,skinne
792,donnern::V,күкрәү,tordne
793,wehen::V,иҫеү,blæse
794,strömen::V,ташыу,strømme
795,fließen::V,ағыу,flyde
796,sich drehen::V,әйләнеү,dreje sig
797,schwanken::V,тирбәлеү,vakle
798,schwingen::V,бәүетеү,svinge
799,fallen::V,йығылыу,falde
800,brennen::V,яныу,brænde
801,rauchen::V,төтәү,ryge
802,regnen::V,ямғыр яуа,regne
803,gefrieren::V,туңыү,fryse
804,tauen::V,иреү,tø
805,schmelzen::V,иреү,smelte
806,trocknen::V,кибеү,tørre
807,sieden::V,ҡайнау,koge
808,faulen::V,сереу,rådne
809,verfaulen::V,сереу,rådne
810,reißen::V,өҙөү,briste
811,reißen::V,йыртылыу,briste
812,versinken::V,батыу,synke
813,versinken::V,батыу,synke ned
814,vergehen::V,үтеү,forløbe
815,erscheinen::V,килеп сығыу,vise sig
816,verschwinden::V,юғалыу,forsvinde
817,sinken::V,түбәнәйеү,synke
818,abnehmen::V,кәметеү,aftage
819,zunehmen::V,артыу,tiltage
820,steigen::V,күтәрелеү,stige
821,wachsen::V,үҫеү,gro
822,wachsen::V,үҫеү,vokse
823,glänzen::V,ялтырау,glinse
824,funkeln::V,баҙлау,tindre
825,lärmen::V,шаулау,larme
826,läuten::V,ҡағыу,ringe
827,klingeln::V,ҡағыу,ringe
828,klingeln::V,шылтыратыу,ringe
829,klirren::V,шылтыратыу,klirre
830,brausen::V,ҡотороноу,bruse
831,rauschen::V,шыптырлау,suse
832,klingen::V,яңғырау,lyde
833,klingen::V,яңғырау,klinge
834,bellen::V,өрөү,gø
835,heulen::V,олоу,hyle
836,blasen::V,өрөү,blæse
837,pfeifen::V,һызғырып ебәреү,fløjte
838,schreien::V,ҡысҡырыу,skrige
839,stöhnen::V,уңғырашыу,stønne
840,zittern::V,ҡалтырау,dirre
841,zittern::V,ҡалтырау,skælve
842,leben::V,йәшәү,leve
843,geboren werden::V,тыуыу,fødes
844,atmen::V,тын алыү,ånde
845,trinken::V,эсеү,drikke
846,essen::V,ашау,spise
847,schlucken::V,йотоу,synke
848,müde werden::V,арыу,blive træt
849,einschlafen::V,йоҡлап китеү,falde i søvn
850,schlafen::V,йоҡлау,sove
851,aufwachen::V,уяныу,vågne
852,aufstehen::V,тороу,stå op
853,sich erholen::V,ял итеү,komme sig
854,krank werden::V,сирләү,blive syg
855,krank sein::V,сирләү,være syg
856,schmerzen::V,ауыртыу,smerte
857,husten::V,йүтәлләү,hoste
858,genesen::V,һауығыу,komme sig
859,sterben::V,үлеү,dø
860,umkommen::V,һәләк булыу,omkomme
861,sich bewegen::V,хәрәкәт итеү,bevæge sig
862,sich rühren::V,ҡуҙғалыу,røre på sig
863,sich erheben::V,тороу,rejse sig
864,sich setzen::V,ултырыу,sætte sig
865,hinfallen::V,ҡолау,
866,laufen::V,йөрөү,løbe
867,schreiten::V,атлау,skride
868,spazierengehen::V,ял итеп йороү,gå en tur
869,eilen::V,ашығыу,ile
870,eilen::V,ҡабаланыу,ile
871,sich beeilen::V,ашығыу,skynde sig
872,sich beeilen::V,ҡабаланыу,skynde sig
873,sausen::V,елеү,suse
874,rennen::V,йүгеп йөрөү,løbe
875,rennen::V,йүгеп йөрөү,rende
876,springen::V,һикереү,hoppe
877,springen::V,һикереү,springe
878,klettern::V,үрмәләү,klatre
879,klettern::V,үрмәләп менеү,klatre
880,schaukeln::V,сайҡалыу,gynge
881,kriechen::V,шыуышыу,krybe
882,schwimmen::V,йоҙөү,svømme
883,tauchen::V,сумыу,dykke
884,rudern::V,ишеү,ro
885,fahren::V,йөрөү,køre
886,fliegen::V,осоу,flyve
887,gehen::V,барыу,gå
888,weggehen::V,китеү,gå bort
889,abfahren::V,сығыу,køre bort
890,anhalten::V,тукталыу,standse
891,hineingehen::V,инеү,gå ind
892,eintreten::V,инеү,træde ind
893,kommen::V,килеү,komme
894,ankommen::V,килеү,ankomme
895,zurückkommen::V,ҡайтыу,komme tilbage
896,bleiben::V,ҡалыу,blive
897,bleiben::V,ҡалыу,forblive
898,warten::V,көтөп тороу,vente
899,erwarten::V,көтөү,vente
900,erwarten::V,көтөү,afvente
901,suchen::V,эҙләү,søge
902,finden::V,табыу,finde
903,versuchen::V,тырышып ҡарау,forsøge
904,vorbereiten::V,әҙерләү,forberede
905,lieben::V,яратыу,elske
906,mögen::V,һөйөү,holde af
907,mögen::V,һөйөү,kunne lide
908,mögen::V,яратыу,holde af
909,mögen::V,яратыу,kunne lide
910,lachen::V,көлөү,le
911,rühren::V,ҡағылыу,røre
912,weinen::V,илау,græde
913,schimpfen::V,һүгенеү,skænde
914,schimpfen::V,тиргәнеү,skænde
915,schimpfen::V,һуҡраныу,skænde
916,sich ärgern::V,асыуланыу,ærgre sig
917,sich fürchten::V,ҡурҡыу,være bange
918,fürchten::V,ҡурҡыу,være bange for
919,fliehen::V,ҡасыу,flygte
920,flüchten::V,ҡасыу,flygte
921,sehen::V,күреү,se
922,anschauen::V,ҡарау,se på
923,anschauen::V,ҡарау,betragte
924,ansehen::V,ҡарау,anse
925,ansehen::V,тикшереү,anse
926,hören::V,ишетеү,høre
927,zuhören::V,тыңлау,høre til
928,probieren::V,татыу,smage
929,probieren::V,татыу,smage på
930,riechen::V,еҫкәү,lugte
931,fühlen::V,тойоу,føle
932,scheinen::V,кеүек күренеү,synes
933,scheinen::V,тойолоу,synes
934,zu sehen sein::V,күренеү,synes
935,vernehmen::V,ишетеү,erfare
936,frieren::V,туңыү,fryse
937,tun::V,яһау,gøre
938,tun::V,әшләү,gøre
939,können::V,алыу,kunne
940,können::V,мөмкин булыу,kunne
941,wollen::V,теләү,ville
942,anfangen::V,башлау,begynde
943,beenden::V,бөтөрөү,afslutte
944,beenden::V,тамамлау,afslutte
945,aufhören::V,туктау,ophøre
946,aufhören::V,туктау,holde op
947,gelingen::V,уңышлы булыу,lykkes
948,geraten::V,булып сығыу,blive
949,öffnen::V,асыу,åbne
950,schließen::V,йомоу,lukke
951,stellen::V,ҡуйыу,stille
952,setzen::V,урынлаштырыу,sætte
953,legen::V,һалыу,lægge
954,berühren::V,тейеү,berøre
955,berühren::V,ҡағылыу,berøre
956,verbinden::V,ҡушыу,forbinde
957,verbinden::V,бәйләү,forbinde
958,bedecken::V,ҡаплау,dække
959,bedecken::V,ҡаплау,bedække
960,aufhängen::V,элеү,hænge
961,aufhängen::V,элеү,hænge op
962,anzünden::V,тоҡандырыу,tænde
963,anzünden::V,тоҡандырыу,antænde
964,aufheben::V,мендереү,løfte
965,aufheben::V,мендереү,tage op
966,zurücklassen::V,ҡалдырыу,lade tilbage
967,verlieren::V,юғалтыу,miste
968,fallen lassen::V,төшөрөп ебәреү,tabe
969,fallen lassen::V,төшөрөп ебәреү,droppe
970,machen::V,яһау,gøre
971,machen::V,эшләү,gøre
972,herstellen::V,эшләп сығарыу,fremstille
973,bauen::V,төҙөү,bygge
974,reparieren::V,төҙәтеү,reparere
975,verbessern::V,яҡшыртыу,rette
976,verbessern::V,яҡшыртыу,forbedre
977,ändern::V,үҙгәртеү,ændre
978,graben::V,ҡаҙыу,grave
979,beugen::V,бөгөү,bøje
980,biegen::V,бөгөү,bøje
981,drehen::V,өйрөлтөү,dreje
982,drehen::V,әйләндереү,dreje
983,wenden::V,әйләндереү,vende
984,umdrehen::V,түңкәреү,dreje om
985,heben::V,күтәреү,hæve
986,heben::V,мендереү,hæve
987,hochheben::V,күтәреү,løfte
988,ergreifen::V,тотоп алыу,gribe fat i
989,halten::V,тотоу,holde
990,drücken::V,ҡыҫыу,trykke
991,schieben::V,этеү,skyde
992,schieben::V,этеү,skubbe
993,schieben::V,төртөү,skyde
994,schieben::V,төртөү,skubbe
995,kratzen::V,ҡырыу,klø
996,kratzen::V,ҡырыу,kradse
997,lecken::V,ялау,slikke
998,beißen::V,тешләү,bide
999,abreißen::V,өҙөү,rive af
1000,abschneiden::V,ҡырҡыу,skære af
1001,binden::V,бәйләү,binde
1002,stecken::V,ҡаҙау,stikke
1003,brechen::V,боҙоу,brække
1004,klopfen::V,шаҡылдау,banke
1005,hauen::V,туҡмау,hugge
1006,kleben::V,йәбештереү,klistre
1007,reiben::V,ыуыу,gnide
1008,reiben::V,ышҡыу,gnide
1009,streichen::V,яғыу,smøre
1010,schleifen::V,үткерләү,slibe
1011,schneiden::V,ҡырҡыу,skære
1012,schneiden::V,ҡырҡыу,klippe
1013,rütteln::V,һелкетеү,ruske
1014,schütteln::V,һелкетеү,ryste
1015,schwenken::V,болғау,svinge
1016,schütten::V,ҡойоу,hælde
1017,füllen::V,тултырыу,fylde
1018,einwickeln::V,төрөү,pakke ind
1019,tragen::V,алып барыу,bære
1020,schleppen::V,һөйрәү,slæbe
1021,ziehen::V,тартыу,trække
1022,aufbewahren::V,һаҡлау,opbevare
1023,werfen::V,ырғытыу,kaste
1024,fangen::V,тотоу,fange
1025,packen::V,етеү,gribe
1026,packen::V,тотоп алыу,gribe
1027,verstecken::V,йәшереү,gemme
1028,teilen::V,бүлеү,dele
1029,schicken::V,ебәреү,sende
1030,bringen::V,килтереү,bringe
1031,hinzufügen::V,өтәү,tilføje
1032,bekommen::V,алыу,få
1033,erhalten::V,алыу,få
1034,nehmen::V,алыу,tage
1035,wählen::V,һайлаү,vælge
1036,auswählen::V,һайлап алыу,udvælge
1037,bewahren::V,һаҡлау,bevare
1038,behindern::V,тотҡарлыҡ яһау,hindre
1039,behindern::V,тотҡарлыҡ яһау,forhindre
1040,verderben::V,боҙоу,ødelægge
1041,beschädigen::V,боҙоу,beskadige
1042,zerbrechen::V,ҡыйратыу,brække itu
1043,zerreißen::V,йыртыу,rive itu
1044,zerstören::V,емереү,ødelægge
1045,verbrennen::V,үртәү,brænde
1046,geben::V,биреү,give
1047,reichen::V,биреү,række
1048,schenken::V,бүләк итеү,forære
1049,versprechen::V,вәғәҙә биреү,love
1050,wünschen::V,теләу,ønske
1051,loben::V,маҡтау,rose
1052,küssen::V,үбеү,kysse
1053,wiegen::V,бәүетеү,vugge
1054,wiegen::V,тирбәтеү,vugge
1055,zudecken::V,ҡаплау,dække til
1056,wecken::V,уятыу,vække
1057,zeigen::V,күрһәтеү,vise
1058,führen::V,етәкләү,føre
1059,lehren::V,уҡытыу,lære
1060,lehren::V,өйрәтеү,lære
1061,unterrichten::V,уҡытыу,undervise
1062,aufziehen::V,тәрбиәле,opdrage
1063,leiten::V,етәкләү,lede
1064,leiten::V,етәкселек итеү,lede
1065,antreiben::V,ашыҡтырыу,skynde på
1066,lassen::V,мәжбүр итеү,få til at
1067,einladen::V,саҡырыу,indbyde
1068,einladen::V,саҡырыу,invitere
1069,vereinigen::V,берләштереү,forene
1070,besuchen::V,килеп сығыу,besøge
1071,treffen::V,тойоү,møde
1072,treffen::V,осратыу,møde
1073,treffen::V,ҡаршылау,møde
1074,sich versammeln::V,йыйылыу,forsamles
1075,spielen::V,тартыу,lege
1076,spielen::V,тартыу,spille
1077,singen::V,йырлау,synge
1078,tanzen::V,бейеү,danse
1079,sich trennen::V,айырылышыу,skilles
1080,verlassen::V,ташлау,forlade
1081,verlassen::V,ташлап китеү,forlade
1082,retten::V,ҡотҡарыу,redde
1083,bewachen::V,һаҡлау,bevogte
1084,schützen::V,һаҡлау,skærme
1085,schützen::V,һаҡлау,beskytte
1086,verteidigen::V,яҡлау,forsvare
1087,sich schlagen::V,һуғышыу,slås
1088,schießen::V,атыу,skyde
1089,siegen::V,еңеү,sejre
1090,ärgern::V,асыуландырыу,ærgre
1091,schlagen::V,бәреү,slå
1092,schlagen::V,туҡмау,slå
1093,treten::V,тибеү,sparke
1094,treten::V,типкеләү,sparke
1095,stechen::V,сәнсеү,stikke
1096,stoßen::V,этеү,støde
1097,stoßen::V,төртөү,støde
1098,stehlen::V,урлау,stjæle
1099,stören::V,ҡамасаулау,forstyrre
1100,belästigen::V,бимазалау,genere
1101,belästigen::V,бимазалау,ulejlige
1102,belästigen::V,ҡамасаулау,genere
1103,belästigen::V,ҡамасаулау,ulejlige
1104,verbergen::V,йәшереү,skjule
1105,täuschen::V,ултыртыу,villede
1106,betrügen::V,алдау,bedrage
1107,töten::V,үлтереү,dræbe
1108,wohnen::V,йәшәү,bo
1109,arbeiten::V,эшләү,arbejde
1110,sammeln::V,йыйыу,samle
1111,pflücken::V,өҙөү,plukke
1112,jagen::V,аулау,jage
1113,fischen::V,аулау,fiske
1114,fassen::V,тотоу,fange
1115,hüten::V,көтөү,vogte
1116,treiben::V,ҡыуыу,drive
1117,anbinden::V,бәйләү,binde fast
1118,füttern::V,ашатыу,fodre
1119,melken::V,һауыү,malke
1120,hacken::V,турау,hakke
1121,hacken::V,тапау,hakke
1122,gießen::V,ҡойоу,hælde
1123,reifen::V,өлғөрөү,modne
1124,zubereiten::V,бешереү,tilberede
1125,kochen::V,бешереү,koge
1126,backen::V,бешереү,bage
1127,braten::V,ҡурыу,stege
1128,umrühren::V,ҡатнаштырыу,røre om
1129,stricken::V,бәйләү,strikke
1130,nähen::V,тегеү,sy
1131,färben::V,буяу,farve
1132,reinigen::V,таҙартыу,rense
1133,reinigen::V,таҙартыу,gøre ren
1134,waschen::V,йыуыу,vaske
1135,abwischen::V,һөртөү,tørre af
1136,spülen::V,сайҡау,skylle
1137,fegen::V,һепереү,feje
1138,kehren::V,һепереү,feje
1139,baden::V,һыу инеү,bade
1140,sich waschen::V,йыуыныу,vaske sig
1141,ausziehen::V,сисеү,tage af
1142,anziehen::V,кейеү,tage på
1143,sich anziehen::V,кейенеү,klæde sig på
1144,kämmen::V,тарау,rede
1145,kämmen::V,тарау,frisere
1146,schmücken::V,биҙәү,pynte
1147,schmücken::V,биҙәү,smykke
1148,sagen::V,әйтеү,sige
1149,sprechen::V,әйтеү,snakke
1150,sprechen::V,һөйләшеү,snakke
1151,reden::V,һөйләшеү,tale
1152,reden::V,һөйләшеү,snakke
1153,sich unterhalten::V,әңгәмәләшеү,snakke sammen
1154,fragen::V,һорау,spørge
1155,bitten::V,үтенеү,bede
1156,erzählen::V,һөйләү,berette
1157,erzählen::V,һөйләү,fortælle
1158,mitteilen::V,әйтеү,meddele
1159,nennen::V,атау,nævne
1160,nennen::V,исемләү,nævne
1161,rufen::V,саҡырыу,råbe
1162,prahlen::V,маҡтаныу,prale
1163,prahlen::V,шапырыныу,prale
1164,übersetzen::V,тәржемә итеү,oversætte
1165,denken::V,уйлау,tænke
1166,glauben::V,ышаныу,tro
1167,bemerken::V,күреү,bemærke
1168,bemerken::V,күреү,lægge mærke til
1169,erkennen::V,таныу,genkende
1170,begreifen::V,аңлау,begribe
1171,verstehen::V,аңлау,forstå
1172,lernen::V,өйрәнеү,lære
1173,wissen::V,белеү,vide
1174,sich erinnern an::V,хәтергә алыу,mindes
1175,sich erinnern an::V,хәтергә алыу,huske på
1176,vergessen::V,онотоу,glemme
1177,messen::V,үлсәү,måle
1178,zählen::V,һанау,tælle
1179,rechnen::V,һанау,regne
1180,lesen::V,уҡыу,læse
1181,malen::V,һүрәт яһау,male
1182,malen::V,рәсем төшөрөү,male
1183,zeichnen::V,һүрәт яһау,tegne
1184,zeichnen::V,рәсем төшөрөү,tegne
1185,schreiben::V,яҙыу,skrive
1186,besitzen::V,биләү,eje
1187,besitzen::V,биләү,besidde
1188,kaufen::V,һатып алыу,købe
1189,verkaufen::V,һатыу,sælge
1190,bezahlen::V,түләү,betale
1191,zahlen::V,түләү,betale
1192,beherrschen::V,биләү,beherske
1193,ertragen::V,түҙеү,tåle
1194,ertragen::V,түҙеү,udholde
