,Concept_ID,ja,mhr
170,Adler::N,鷲,карагу́ш
171,Ente::N,鴨,лу́до
172,Eule::N,フクロウ,тумна́
173,Kranich::N,鶴,турня́
174,Krähe::N,烏,кора́к
175,Kuckuck::N,郭公,куку́
176,Schwan::N,白鳥,йӱ́ксӧ
177,Fisch::N,魚,кол
178,Barsch::N,鱸,ола́ҥге
179,Hecht::N,川魳,нуж
180,Hecht::N,川魳,чорта́н
181,Schlange[Tier]::N,蛇,ки́шке
182,Wurm::N,虫,шукш
183,Spinne::N,蜘蛛,эҥыре́мыш
184,Ameise::N,蟻,ку́тко
185,Laus::N,虱,тий
186,Mücke::N,蚊,шыҥа́
187,Fliege::N,蝿,ка́рме
188,Schmetterling::N,蝶,лы́ве
189,Beere::N,漿果,мӧр
190,Apfel::N,林檎,олма́
191,Pilz::N,茸,по́ҥго
192,Zwiebel::N,玉葱,шога́н
193,Saat::N,種,нӧ́шмӧ
194,Saat::N,種,туш
195,Korn::N,粒,шу́рно
196,Heu::N,干し草,шу́до
197,Schale::N,皮,шӱм
198,Grube::N,穴,выне́м
199,Falle::N,わな,лӧ́дӧ
200,Schlinge::N,輪,о́птыш
201,Schlinge::N,輪,шӧрга́лтыш
202,Spur::N,跡,кыша́
203,Asche::N,灰,ло́мыж
204,Dreck::N,泥,лавыра́
205,Eisen::N,鉄,кӱ́ртньӧ
206,Gold::N,金,шӧ́ртньӧ
207,Silber::N,銀,ший
208,Kohle::N,炭,мландышӱ́й
209,Glas::N,ガラス,янда́
210,Lehm::N,ローム,шун
211,Sand::N,砂,ошма́
212,Mensch::N,人,еҥ
213,Mensch::N,人,айде́ме
214,Mann::N,男,пӧръе́ҥ
215,Mann::N,男性,пӧръе́ҥ
216,Frau::N,女,ӱдырама́ш
217,Frau::N,女性,ӱдырама́ш
218,Kind::N,子,аза́
219,Kind::N,子供,аза́
220,Junge::N,男の子,рве́зе
221,Mädchen::N,女の子,ӱдыра́ш
222,Familie::N,家族,еш
223,Großvater::N,祖父,коча́
224,Großvater::N,おじいさん,коча́
225,Großmutter::N,祖母,кова́
226,Großmutter::N,おばあさん,кова́
227,Eltern::N,親,ача́-ава́
228,Eltern::N,両親,ача́-ава́
229,Vater::N,父,ача́
230,Vater::N,お父さん,ача́
231,Mutter::N,母,ава́
232,Mutter::N,お母さん,ава́
233,Sohn::N,息子,э́рге
234,Sohn::N,息子さん,э́рге
235,Tochter::N,娘,ӱ́дыр
236,Tochter::N,お嬢さん,ӱ́дыр
237,Bruder::N,弟,иза́
238,Bruder::N,弟,шо́льо
239,Schwester::N,妹,ака́
240,Onkel::N,伯父,иза́
241,Onkel::N,伯父さん,иза́
242,Tante::N,叔母,кока́
243,Tante::N,叔母さん,кока́
244,Ehemann::N,夫,мари́й
245,Ehemann::N,主人,мари́й
246,Ehefrau::N,妻,ва́те
247,Ehefrau::N,奥さん,ва́те
248,Freude::N,喜び,куа́н
249,Freude::N,喜び,куаныма́ш
250,Gelächter::N,笑い,во́штылтыш
251,Glück::N,幸せ,пиа́л
252,Kummer::N,悩み,о́йго
253,Wunsch::N,希望,ку́мыл
254,Lust::N,気,ку́мыл
255,Geist::N,精神,ӧрт
256,Geist::N,精神,чон
257,Gedanke::N,考え,ой
258,Gedanke::N,考え,шоныма́ш
259,Gedächtnis::N,記憶,шарныма́ш
260,Verstand::N,理解力,уш
261,Sinn::N,意味,смысл
262,Grund::N,理由,ама́л
263,Wahrheit::N,真実,чын
264,Gespräch::N,会話,мутланыма́ш
265,Märchen::N,童話,йома́к
266,Erzählung::N,物語,ойлыма́ш
267,Nachricht::N,報告,увертарыма́ш
268,Neuigkeit::N,ニュース,уве́р
269,Name::N,名前,лӱм
270,Rätsel::N,謎,ту́што
271,Rede::N,演説,ойлыма́ш
272,Sprache::N,言語,йы́лме
273,Stimme::N,声,йӱк
274,Wort::N,言葉,ой
275,Wort::N,言葉,мут
276,Zeichen::N,記号,ти́ште
277,Zeichen::N,記号,знак
278,Ruf::N,呼び声,ӱжма́ш
279,Lärm::N,騒音,лӱшкыма́ш
280,Lärm::N,騒音,йӱк-йӱа́н
281,Laut::N,音,йӱк
282,Ton::N,音,йӱксе́м
283,Lied::N,歌,му́ро
284,Ruhe::N,静けさ,ты́мык
285,Leute::N,人々,еҥ-влак
286,Volk::N,民族,ка́лык
287,Arbeit::N,仕事,паша́
288,Gast::N,客,уна́
289,Geschenk::N,贈り物,пӧле́к
290,Spiel::N,遊び,мо́дыш
291,Spiel::N,遊び,модма́ш
292,Gesellschaft::N,社会,тӱшка́
293,Hilfe::N,援助,по́лыш
294,Freund::N,友達,таҥ
295,Freund::N,友達,йолта́ш
296,Kamerad::N,同志,таҥ
297,Angelegenheit::N,件,паша́
298,Anzahl::N,数,чот
299,Art::N,種類,вид
300,Stück::N,部分,ка́тыш
301,Stück::N,部分,ла́стык
302,Teil::N,部分,ужа́ш
303,Hälfte::N,半分,пел
304,Hälfte::N,半分,пе́ле
305,Kreis::N,円,ты́ртыш
306,Kreuz::N,十字,ыре́с
307,Linie::N,線,ли́ний
308,Strich::N,線,коре́ш
309,Abstand::N,距離,кокла́
310,Entfernung::N,距離,тора́
311,Entfernung::N,距離,ку́жыт
312,Gegend::N,辺,кунде́м
313,Gegend::N,地域,кунде́м
314,Platz::N,ゆとり,ку́мдык
315,Ort::N,所,вер
316,Ort::N,所,о́лмо
317,Ort::N,場所,вер
318,Ort::N,場所,о́лмо
319,Seite::N,横,ӧ́рдыж
320,Mitte::N,真ん中,покше́л
321,Gegenstand::N,物件,наста́
322,Sache::N,物,наста́
323,Rand::N,端,тӱр
324,Kante::N,縁,тӱр
325,Ecke::N,角,лук
326,Spitze::N,先頭,вуй
327,Ende::N,端,муча́ш
328,Loch::N,穴,рож
329,Winkel::N,片隅,лук
330,Muster::N,模様,пеза́к
331,Muster::N,模様,узо́р
332,Muster::N,模様,ӱ́лгӧ
333,Größe::N,大きさ,кӱ́кшыт
334,Länge::N,長さ,ку́тыш
335,Höhe::N,高さ,кӱ́кшыт
336,Gewicht::N,重さ,не́лыт
337,Menge::N,量,чот
338,Haufen::N,堆積,кы́шыл
339,Reihe::N,並び,рада́м
340,Boot::N,ボート,пуш
341,Ruder::N,オール,эшка́к
342,Schlitten::N,そり,тер
343,Schlitten::N,そり,изде́р
344,Ski::N,スキー,е́че
345,Lagerfeuer::N,篝火,туло́то
346,Last::N,荷物,нӧ́лтыш
347,Gang::N,歩み,ошкылма́ш
348,Schritt::N,歩,о́шкыл
349,Norden::N,北,йӱдйыма́л
350,Süden::N,南,кечывалве́л
351,Westen::N,西,касве́л
352,Osten::N,東,эрве́л
353,Holz::N,木,пу
354,Holz::N,木材,пу
355,Brett::N,板,оҥа́
356,Platte::N,盤,аста́р
357,Stütze::N,支柱,чара́к
358,Stange::N,棒,лома́ш
359,Stock::N,杖,тоя́
360,Stab::N,棒,вара́
361,Stab::N,棒,кашта́
362,Rohr::N,管,пуч
363,Haus::N,家,пӧрт
364,Heim::N,家,мӧ́ҥгӧ
365,Ofen::N,ストーブ,комака́
366,Fußboden::N,床,кӱва́р
367,Tisch::N,机,ӱсте́л
368,Stuhl::N,椅子,пӱке́н
369,Wiege::N,揺籃,шепка́
370,Bett::N,ベッド,ва́кшыш
371,Regal::N,棚,шӧ́рлык
372,Kiste::N,箱,шо́ндык
373,Kiste::N,箱,я́шлык
374,Fenster::N,窓,окна́
375,Tür::N,戸,омса́
376,Tür::N,ドア,омса́
377,Tor::N,門,капка́
378,Zaun::N,垣根,сава́р
379,Dach::N,屋根,леве́дыш
380,Leiter::N,梯子,тошка́лтыш
381,Besen::N,ほうき,ӱштерво́штыр
382,Spaten::N,スコップ,ко́льмо
383,Schaufel::N,シャベル,сово́к
384,Schaufel::N,シャベル,су́ско
385,Gabel::N,フォーク,ви́лке
386,Löffel::N,スプーン,па́не
387,Löffel::N,スプーン,совла́
388,Messer::N,ナイフ,кӱ́зӧ
389,Nagel::N,釘,пуда́
390,Netz::N,網,вапш
391,Haken::N,鉤,са́гыле
392,Haken::N,フック,са́гыле
393,Griff::N,取っ手,кыл
394,Schloss::N,錠,кӧгӧ́н
395,Bild::N,絵,сӱре́т
396,Figur::N,像,фигу́р
397,Puppe::N,人形,курча́к
398,Beutel::N,袋,меша́к
399,Bündel::N,束,арша́ш
400,Bündel::N,包み,арша́ш
401,Tasche::N,かばん,сумка́
402,Eimer::N,バケツ,ведра́
403,Deckel::N,蓋,ко́мдыш
404,Geschirr::N,食器,а́те
405,Sack::N,袋,куль
406,Sack::N,袋,меша́к
407,Tasse::N,カップ,чу́кыр
408,Tasse::N,カップ,чашка́
409,Topf::N,鍋,ми́ске
410,Kessel::N,釜,под
411,Essen::N,食事,ко́чкыш
412,Nahrung::N,食物,ку́рго
413,Speise::N,料理,ко́чкыш
414,Fleisch::N,肉,шыл
415,Getreide::N,麦,шу́рно
416,Getreide::N,穀物,шу́рно
417,Brei::N,粥,пу́чымыш
418,Brot::N,パン,ки́нде
419,Scheibe::N,枚,ка́тыш
420,Scheibe::N,切れ,ка́тыш
421,Fett::N,脂肪,коя́
422,Butter::N,バター,ӱй
423,Öl::N,油,ӱй
424,Salz::N,塩,шинча́л
425,Suppe::N,スープ,шӱр
426,Honig::N,蜂蜜,мӱй
427,Milch::N,牛乳,шӧр
428,Tee::N,茶,чай
429,Tee::N,お茶,чай
430,Leder::N,革,сура́н
431,Leder::N,革,шӱ́штӧ
432,Wolle::N,毛糸,пун
433,Stoff::N,布,куэ́м
434,Stoff::N,布,посто́
435,Nadel::N,針,и́ме
436,Faden::N,糸,шӱ́ртӧ
437,Knopf::N,ボタン,по́лдыш
438,Knoten::N,結び目,пышке́м
439,Farbe::N,ペンキ,чия́
440,Kleidung::N,衣服,чие́м
441,Kleidung::N,衣服,вурге́м
442,Hemd::N,シャツ,ту́выр
443,Kragen::N,襟,сога́
444,Ärmel::N,袖,шокш
445,Hose::N,ズボン,йола́ш
446,Gürtel::N,帯,ӱ́штӧ
447,Gürtel::N,ベルト,ӱ́штӧ
448,Mütze::N,帽子,упш
449,Schuh::N,靴,боти́нке
450,Stiefel::N,ブーツ,кем
451,Ring::N,輪,шерга́ш
452,Band::N,リボン,тасма́
453,Band::N,リボン,ле́нте
454,Kamm::N,櫛,шерге́
455,Spiegel::N,鏡,вошто́нчыш
456,Riemen::N,緒,кӱзанӱ́штӧ
457,Schnur::N,紐,кере́м
458,Schnur::N,紐,кандыра́
459,Leine::N,綱,вӱра́ҥ
460,Decke::N,掛け布団,леве́дыш
461,Decke::N,掛け布団,одея́л
462,Kissen::N,枕,кӱ́пчык
463,Tuch::N,スカーフ,шо́выч
464,Handtuch::N,タオル,со́лык
465,Kraft::N,力,вий
466,Kraft::N,力,куа́т
467,Stärke::N,強さ,куа́т
468,Stärke::N,強さ,карма́н
469,Gesundheit::N,健康,таза́лык
470,Krankheit::N,病気,чер
471,Schmerz::N,痛み,ко́рштыш
472,Wunde::N,傷,су́сыр
473,Fieber::N,熱,йӱштыму́ж
474,Fieber::N,熱,лихора́дке
475,Arznei::N,薬,эм
476,Brücke::N,橋,кӱва́р
477,Brunnen::N,井戸,вӱдвыне́м
478,Weide::N,牧場,нурше́р
479,Pfad::N,小路,йолго́рно
480,Pfad::N,小路,сокма́к
481,Weg::N,道,ко́рно
482,Straße::N,街道,ко́рно
483,Dorf::N,村,ял
484,Stadt::N,町,ола́
485,Stadt::N,都市,ола́
486,Brief::N,手紙,се́рыш
487,Buch::N,本,книга́
488,Buchstabe::N,文字,буква́
489,Zeitung::N,新聞,газе́т
490,Leben::N,生活,и́лыш
491,Tod::N,死,колыма́ш
492,Grab::N,墓,шӱга́р
493,Kirche::N,教会,че́рке
494,Sünde::N,罪,су́лык
495,Gott::N,神,ю́мо
496,Arbeiter::N,労働者,паша́зе
497,Chef::N,上司,тӧра́
498,Meister::N,達人,маста́р
499,Meister::N,マイスター,маста́р
500,Arzt::N,医者,врач
501,Lehrer::N,先生,ту́ныктышо
502,Geld::N,金,окса́
503,Geschäft::N,取り引き,сатулыма́ш
504,Laden::N,店,ке́выт
505,Preis::N,値段,ак
506,Ware::N,商品,сату́
507,Nutzen::N,利益,пайда́
508,Reichtum::N,豊かさ,поя́нлык
509,Welt::N,世界,тӱня́
510,Land::N,国,эл
511,Staat::N,国家,кугыжа́ныш
512,König::N,国王,кугыжа́
513,Macht::N,権力,власть
514,Grenze::N,国境,грани́ца
515,Krieg::N,戦争,сар
516,Feind::N,敵,тушма́н
517,Gewalt::N,暴力,виешлыма́ш
518,Kampf::N,戦い,кредалма́ш
519,Bogen[Waffe]::N,弓,юҥе́ж
520,Pfeil::N,矢,пикш
521,Gewehr::N,銃,пыча́л
522,Fehler::N,間違い,йо́ҥылыш
523,Lüge::N,嘘,шоя́к
524,Schaden::N,損害,зия́н
525,Unglück::N,不幸,эҥге́к
526,Schuld::N,罪,тита́к
527,Schuld::N,罪,йола́
528,Alter::N,年,ийго́т
529,Alter::N,年齢,ийго́т
530,Schluss::N,終わり,муча́ш
531,Zeit::N,時,жап
532,Zeit::N,時,па́гыт
533,Zeit::N,時間,жап
534,Zeit::N,時間,па́гыт
535,Tag::N,日,ке́че
536,Morgen::N,朝,эр
537,Mittag::N,昼,кечыва́л
538,Abend::N,晩,кас
539,Abend::N,夕方,кас
540,Nacht::N,夜,йӱд
541,Woche::N,週,арня́
542,Monat::N,月,ты́лзе
543,Jahr::N,年,ий
544,Frühling::N,春,шо́шо
545,Sommer::N,夏,кеҥе́ж
546,Herbst::N,秋,шы́же
547,Winter::N,冬,те́ле
548,Januar::N,一月,шоркыйол
549,Januar::N,一月,идалыкву́й
550,Januar::N,一月,янва́рь
551,Februar::N,二月,пургыж
552,Februar::N,二月,февра́ль
553,März::N,三月,ӱярня
554,März::N,三月,март
555,April::N,四月,апре́ль
556,Mai::N,五月,ага
557,Mai::N,五月,май
558,Juni::N,六月,пеледыш
559,Juni::N,六月,ию́нь
560,Juli::N,七月,сӱрем
561,Juli::N,七月,ию́ль
562,August::N,八月,сорла
563,August::N,八月,агарма́н
564,August::N,八月,а́вгуст
565,September::N,九月,идым
566,September::N,九月,сентя́брь
567,Oktober::N,十月,шыжа
568,Oktober::N,十月,октя́брь
569,November::N,十一月,кылме тылзе
570,November::N,十一月,ноя́брь
571,Dezember::N,十二月,дека́брь
572,Montag::N,月曜日,шо́чмо
573,Dienstag::N,火曜日,ку́шкыжмо
574,Mittwoch::N,水曜日,вӱрге́че
575,Donnerstag::N,木曜日,изарня́
576,Freitag::N,金曜日,кугарня́
577,Samstag::N,土曜日,шуматке́че
578,Sonntag::N,日曜日,рушарня́
579,groß::A,大きい,кугу́
580,klein::A,小さい,изи́
581,lang::A,長い,кужу́
582,kurz::A,短い,кӱ́чык
583,breit::A,広い,кумда́
584,schmal::A,狭い,а́ҥысыр
585,dicht::A,密な,ну́гыдо
586,dick[Gegenstand]::A,厚い,кӱ́жгӧ
587,dünn::A,薄い,ви́чкыж
588,fein::A,細い,ты́гыде
589,fest::A,硬い,чо́ткыдо
590,flach::A,平らな,лапка́
591,glatt::A,滑らかな,яклака́
592,hart::A,堅い,пе́ҥгыде
593,weich::A,柔らかい,пу́шкыдо
594,rund::A,丸い,йырге́шке
595,spitz::A,尖った,коша́р
596,scharf::A,鋭い,пӱ́сӧ
597,stumpf::A,鈍い,токма́к
598,schwer::A,重い,не́ле
599,schön::A,綺麗な,сы́лне
600,heiß::A,熱い,шо́кшо
601,warm::A,温かい,ле́ве
602,kalt::A,寒い,йӱ́штӧ
603,kalt::A,冷たい,йӱ́штӧ
604,kühl::A,涼しい,юа́лге
605,kühl::A,涼しい,южгата́
606,frisch::A,ひんやりした,свежа́
607,feucht::A,湿った,вӱ́дыжгӧ
608,nass::A,濡れた,нӧ́рӧ
609,trocken::A,乾いた,ку́кшо
610,voll::A,いっぱいの,тич
611,leer::A,空の,яра́
612,offen::A,開いた,виш
613,geschlossen::A,閉まった,пе́тырыме
614,geschlossen::A,閉まった,тӱ́чмӧ
615,sauber::A,清潔な,ару́
616,sauber::A,清潔な,янда́р
617,schmutzig::A,汚い,лавыра́н
618,schmutzig::A,汚い,ла́выргыше
619,roh::A,生の,кӱ́чымӧ
620,reif::A,熟した,лӧза́
621,lecker::A,美味しい,ту́тло
622,süß::A,甘い,ше́ре
623,bitter::A,苦い,ко́чо
624,sauer::A,酸っぱい,шо́по
625,hell::A,明るい,во́лгыдо
626,dunkel::A,暗い,пычке́мыш
627,schwarz::A,黒い,шола́
628,weiß::A,白い,ош
629,rot::A,赤い,йошка́р
630,gelb::A,黄色い,сар
631,blau::A,青い,ка́нде
632,grün::A,緑の,ужа́р
633,grau::A,灰色の,сур
634,bunt::A,色取り取りの,олача́
635,billig::A,安い,шу́лдо
636,teuer::A,高い,ше́рге
637,wertvoll::A,貴重な,шергака́н
638,blind::A,盲目の,со́кыр
639,taub::A,耳が聞こえない,соҥгыра́
640,kräftig::A,強力な,куа́тле
641,stark::A,強い,вия́н
642,schwach::A,弱い,а́лдыме
643,fett::A,太った,коя́
644,schlank::A,ほっそりした,йоштката́
645,schlank::A,ほっそりした,яжу́
646,hübsch::A,素敵な,чеве́р
647,böse::A,悪い,шы́де
648,dumm::A,馬鹿な,аҥыра́
649,faul::A,怠惰な,його
650,fleißig::A,勤勉な,ты́ршыше
651,geizig::A,けちな,чаҥга́
652,klug::A,賢い,уша́н
653,klug::A,頭のいい,уша́н
654,geschickt::A,器用な,уста́
655,lieb::A,愛らしい,ала́л
656,lustig::A,楽しい,весела́
657,sanft::A,温和な,ны́жылге
658,hungrig::A,空腹の,шу́жышо
659,krank::A,病気の,че́рле
660,nackt::A,裸の,чарама́т
661,traurig::A,悲しい,ойга́н
662,lebendig::A,生きた,и́лыше
663,gut::A,良い,сай
664,schlecht::A,悪い,уда́
665,schlecht::A,悪い,шӱ́кшӧ
666,schlecht::A,駄目な,уда́
667,schlecht::A,駄目な,шӱ́кшӧ
668,richtig::A,正しい,чы́нле
669,schlimm::A,ひどい,аля́к
670,schlimm::A,ひどい,тыра́н
671,wahr::A,本当の,чы́нле
672,wahr::A,本当の,настоя́щий
673,alt::A,古い,то́што
674,neu::A,新しい,у
675,ehemalig::A,以前の,о́нчычсо
676,ehemalig::A,以前の,онда́кысе
677,alt[Lebewesen]::A,年を取った,шо́нто
678,jung::A,若い,са́мырык
679,arm::A,貧乏な,нужна́
680,reich::A,裕福な,поя́н
681,bekannt::A,有名な,па́лыме
682,berühmt::A,有名な,лӱ́млӧ
683,fremd::A,見知らぬ,йот
684,verschieden::A,色々な,тӱ́рлӧ
685,nah::A,近い,ли́шыл
686,fern::A,遠い,тора́
687,fern::A,遠い,мӱ́ндыр
688,linker::A,左の,шола́
689,rechter::A,右の,пурла́
690,anderer::A,別の,вес
691,anderer::A,別の,мо́ло
692,erster::A,一番目,и́кымше
693,zweiter::A,二番目,ко́кымшо
694,dritter::A,三番目,ку́мшо
695,letzter::A,最後の,пыта́ртыш
696,allein::ADV,一人で,шкет
697,auf einmal::ADV,同時に,икана́ште
698,zusammen::ADV,一緒に,пырля́
699,lange::ADV,長い間,кужу́н
700,plötzlich::ADV,急に,кенета́
701,sofort::ADV,すぐに,кызыта́к
702,später::ADV,後で,варара́к
703,jetzt::ADV,今,ы́нде
704,jetzt::ADV,今,кы́зыт
705,heute::ADV,今日,та́че
706,morgen::ADV,明日,эрла́
707,bald::ADV,間もなく,вашке́
708,dann::ADV,それから,вара́
709,gestern::ADV,昨日,теҥге́че
710,einst::ADV,過去に,икана́
711,damals::ADV,あの時,туна́м
712,danach::ADV,その後で,вара́
713,vorher::ADV,以前に,о́нчыч
714,zuerst::ADV,まず,онда́к
715,zuerst::ADV,最初に,онда́к
716,einmal::ADV,一回,икана́
717,manchmal::ADV,時々,ка́шын
718,manchmal::ADV,時々,кокла́н
719,oft::ADV,よく,чӱ́чкыдын
720,immer::ADV,いつも,эре́
721,immer::ADV,いつも,ту́тыш
722,niemals::ADV,一度も...ない,ок нигуна́м
723,hier::ADV,こちら,ты́ште
724,hierhin::ADV,ここへ,ты́шке
725,hierhin::ADV,ここへ,тыш
726,hierhin::ADV,こちらへ,ты́шке
727,hierhin::ADV,こちらへ,тыш
728,von hier::ADV,ここから,тыше́ч
729,von hier::ADV,ここから,тыве́ч
730,dort::ADV,そちら,ту́што
731,dorthin::ADV,そこへ,туш
732,dorthin::ADV,そこへ,ту́шко
733,dorthin::ADV,そちらへ,туш
734,dorthin::ADV,そちらへ,ту́шко
735,geradeaus::ADV,真っ直ぐに,вик
736,vorwärts::ADV,前へ,о́нчыко
737,rückwärts::ADV,後ろへ,шеҥге́к
738,zurück::ADV,後ろへ,мӧҥге́ш
739,unten::ADV,下に,ӱ́лнӧ
740,unten::ADV,下に,йыма́лне
741,hinab::ADV,下へ,йыма́к
742,oben::ADV,上に,кӱ́шнӧ
743,oben::ADV,上に,ӱмба́лне
744,hinauf::ADV,上へ,кӱ́ш
745,hinauf::ADV,上へ,кӱ́шкӧ
746,überall::ADV,どこでも,чыла́ вере́
747,nicht::ADV,ない,ок
748,nicht::ADV,ない,о́геш
749,ein wenig::ADV,少し,изи́ш
750,ein wenig::ADV,ちょっと,изи́ш
751,kaum::ADV,ほとんど～ない,пыкше́
752,sehr::ADV,とても,чот
753,so::ADV,こう,тыге́
754,noch::ADV,まだ,а́ле
755,nur::ADV,～だけ,гына́
756,schon::ADV,もう,ы́нде
757,wieder::ADV,再び,ада́к
758,vergebens::ADV,無駄に,ара́м
759,vor::PRP,前に,о́нчыч
