,Concept_ID,et,sv
857,beginnen::V,algama,börja
858,beginnen::V,hakkama,börja
859,enden::V,lõppema,ända
860,wechseln::V,vahelduma,växla
861,aufgehen[Sonne]::V,tõusma,gå upp
862,untergehen[Sonne]::V,loojuma,gå ned
863,scheinen[Sonne]::V,paistma,skina
864,donnern::V,kõmisema,dundra
865,wehen::V,puhuma,blåsa
866,strömen::V,voolama,forsa
867,strömen::V,voolama,strömma
868,fließen::V,voolama,flyta
869,sich drehen::V,pöörduma,snurra
870,schwanken::V,kõikuma,vackla
871,schwingen::V,võnkuma,svinga
872,fallen::V,langema,falla
873,brennen::V,põlema,brinna
874,rauchen::V,suitsema,ryka
875,regnen::V,sadama,regna
876,gefrieren::V,kinni külmuma,frysa
877,tauen::V,sulama,töa
878,schmelzen::V,sulama,smälta
879,trocknen::V,kuivama,torka
880,sieden::V,keema,koka
881,sieden::V,keema,sjuda
882,faulen::V,mädanema,ruttna
883,verfaulen::V,mädanema,ruttna
884,reißen::V,rebenema,brista
885,versinken::V,uppuma,sjunka
886,vergehen::V,mööduma,förgå
887,erscheinen::V,ilmuma,synas
888,erscheinen::V,ilmuma,visa sig
889,verschwinden::V,kaduma,försvinna
890,sinken::V,vajuma,sjunka
891,sinken::V,langema,sjunka
892,abnehmen::V,vähenema,avta
893,abnehmen::V,vähenema,minskas
894,abnehmen::V,kahenema,avta
895,abnehmen::V,kahenema,minskas
896,zunehmen::V,kasvama,tilltaga
897,steigen::V,tõusma,stiga
898,steigen::V,üles minema,stiga
899,wachsen::V,kasvama,växa
900,glänzen::V,läikimä,glimma
901,funkeln::V,sädelema,tindra
902,funkeln::V,sädelema,gnistra
903,lärmen::V,lärmama,bråka
904,lärmen::V,lärmama,väsnas
905,läuten::V,helisema,ringa
906,klingeln::V,helisema,ringa
907,klirren::V,kõlisema,klirra
908,brausen::V,kohisema,brusa
909,rauschen::V,kohisema,susa
910,klingen::V,kõlama,låta
911,klingen::V,kõlama,klinga
912,bellen::V,haukuma,skälla
913,heulen::V,uluma,yla
914,heulen::V,uluma,tjuta
915,blasen::V,puhuma,blåsa
916,pfeifen::V,vilistama,vissla
917,schreien::V,karjuma,skrika
918,stöhnen::V,oigama,stöna
919,zittern::V,värisema,darra
920,zittern::V,värisema,skälva
921,leben::V,elama,leva
922,leben::V,elus olema,leva
923,geboren werden::V,sündima,födas
924,atmen::V,hingama,andas
925,trinken::V,jooma,dricka
926,essen::V,sööma,äta
927,schlucken::V,neelama,svälja
928,müde werden::V,väsima,tröttna
929,einschlafen::V,uinuma,somna
930,schlafen::V,magama,sova
931,aufwachen::V,ärkama,vakna
932,aufstehen::V,ärkama,stiga upp
933,aufstehen::V,üles tõusma,stiga upp
934,sich erholen::V,puhkama,repa sig
935,sich erholen::V,puhkama,hämta sig
936,krank werden::V,haigestuma,insjukna
937,krank werden::V,haigeks jääma,insjukna
938,krank sein::V,haige olema,vara sjuk
939,schmerzen::V,valutama,smärta
940,schmerzen::V,valutama,göra ont
941,husten::V,köhima,hosta
942,genesen::V,toibuma,tillfriskna
943,sterben::V,surema,dö
944,umkommen::V,surma saama,omkomma
945,sich bewegen::V,liikuma,röra sig
946,sich rühren::V,liikuma,röra på sig
947,sich erheben::V,kerkima,resa sig
948,sich setzen::V,istet võtma,sätta sig
949,hinfallen::V,kukkuma,falla omkull
950,hinfallen::V,maha kukkuma,falla omkull
951,laufen::V,kõndima,löpa
952,schreiten::V,astuma,skrida
953,spazierengehen::V,jalutama,promenera
954,eilen::V,ruttama,ila
955,eilen::V,kiirustama,ila
956,sich beeilen::V,ruttama,skynda sig
957,sich beeilen::V,kiirustama,skynda sig
958,sausen::V,kihutama,susa
959,sausen::V,tormama,susa
960,rennen::V,jooksma,löpa
961,rennen::V,jooksma,springa
962,rennen::V,kihutama,löpa
963,rennen::V,kihutama,springa
964,springen::V,hüppama,hoppa
965,klettern::V,ronima,klättra
966,schaukeln::V,kiikuma,gunga
967,kriechen::V,roomama,kräla
968,schwimmen::V,ujuma,simma
969,tauchen::V,sukelduma,dyka
970,rudern::V,sõudma,ro
971,fahren::V,sõitma,köra
972,fliegen::V,lendama,flyga
973,gehen::V,käima,gå
974,gehen::V,minema,gå
975,weggehen::V,ära minema,gå bort
976,weggehen::V,välja minema,gå bort
977,abfahren::V,väljuma,resa
978,abfahren::V,väljuma,avresa
979,abfahren::V,ära sõitma,resa
980,abfahren::V,ära sõitma,avresa
981,anhalten::V,peatuma,stanna
982,hineingehen::V,sisenema,gå in
983,hineingehen::V,sisse minema,gå in
984,eintreten::V,sisenema,träda in
985,eintreten::V,sisse astuma,träda in
986,kommen::V,tulema,komma
987,ankommen::V,saabuma,ankomma
988,zurückkommen::V,tagasi tulema,återkomma
989,bleiben::V,jääma,bli
990,bleiben::V,jääma,förbli
991,warten::V,ootama,vänta
992,erwarten::V,ootama,vänta
993,erwarten::V,lootma,vänta
994,suchen::V,otsima,leta
995,finden::V,leidma,finna
996,versuchen::V,püüdma,försöka
997,versuchen::V,üritama,försöka
998,versuchen::V,katsetama,försöka
999,vorbereiten::V,valmistama,förbereda
1000,lieben::V,armastama,älska
1001,mögen::V,sallima,tycka om
1002,mögen::V,meeldima,tycka om
1003,lachen::V,naerma,skratta
1004,rühren::V,liigutama,röra
1005,rühren::V,heldima panema,röra
1006,weinen::V,nutma,gråta
1007,schimpfen::V,sõimama,skälla
1008,sich ärgern::V,ärrituma,förargas
1009,sich ärgern::V,vihastuma,förargas
1010,sich fürchten::V,kartma,vara rädd
1011,sich fürchten::V,hirmu tundma,vara rädd
1012,fürchten::V,kartma,frukta
1013,fliehen::V,põgenema,fly
1014,fliehen::V,põgenema,rymma
1015,flüchten::V,põgenema,fly
1016,sehen::V,nägema,se
1017,anschauen::V,vaatama,se på
1018,anschauen::V,vaatama,betrakta
1019,ansehen::V,vaatama,åse
1020,hören::V,kuulma,höra
1021,zuhören::V,kuulama,höra på
1022,zuhören::V,kuulama,lyssna till
1023,probieren::V,proovima,smaka
1024,probieren::V,proovima,smaka på
1025,riechen::V,nuusutama,lukta
1026,fühlen::V,tundma,känna
1027,scheinen::V,näida,verka
1028,scheinen::V,näida,tyckas
1029,scheinen::V,ilmuda,verka
1030,scheinen::V,ilmuda,tyckas
1031,zu sehen sein::V,ilmuma,synas
1032,zu sehen sein::V,ilmuma,kunna ses
1033,vernehmen::V,üle kuulama,få veta
1034,vernehmen::V,üle kuulama,förnimma
1035,frieren::V,külmetada,frysa
1036,tun::V,tegema,göra
1037,können::V,võima,kunna
1038,können::V,oskama,kunna
1039,wollen::V,tahtma,vilja
1040,anfangen::V,hakkama,börja
1041,anfangen::V,alustama,börja
1042,beenden::V,lõpetama,avsluta
1043,aufhören::V,lakkama,sluta
1044,aufhören::V,lakkama,upphöra
1045,gelingen::V,õnnestuma,lyckas
1046,geraten::V,jõudma,bli
1047,öffnen::V,avama,öppna
1048,schließen::V,sulgema,låsa
1049,schließen::V,sulgema,stänga
1050,stellen::V,panema,ställa
1051,stellen::V,asetama,ställa
1052,setzen::V,panema,sätta
1053,legen::V,panema,lägga
1054,legen::V,asetama,lägga
1055,berühren::V,riivama,beröra
1056,berühren::V,puudutama,beröra
1057,verbinden::V,ühendama,förbinda
1058,bedecken::V,katma,täcka
1059,bedecken::V,katma,betäcka
1060,aufhängen::V,riputama,hänga
1061,aufhängen::V,riputama,hänga upp
1062,anzünden::V,süütama,tända
1063,anzünden::V,süütama,antända
1064,anzünden::V,süütama,tända på
1065,aufheben::V,üles tõstma,lyfta
1066,zurücklassen::V,jätma,lämna
1067,zurücklassen::V,jätma,efterlämna
1068,verlieren::V,kaotama,mista
1069,verlieren::V,kaotama,förlora
1070,fallen lassen::V,maha pillama,tappa
1071,fallen lassen::V,maha pillama,släppa
1072,fallen lassen::V,kukkuda laskma,tappa
1073,fallen lassen::V,kukkuda laskma,släppa
1074,machen::V,tegema,göra
1075,herstellen::V,valmistama,tillverka
1076,herstellen::V,valmistama,framställa
1077,bauen::V,ehitama,bygga
1078,reparieren::V,parandama,reparera
1079,verbessern::V,parandama,rätta
1080,verbessern::V,parandama,förbättra
1081,ändern::V,muutma,ändra
1082,ändern::V,muutma,förändra
1083,ändern::V,ümber tegema,ändra
1084,ändern::V,ümber tegema,förändra
1085,graben::V,kaevama,gräva
1086,beugen::V,painutama,böja
1087,biegen::V,painutama,böja
1088,biegen::V,painutama,kröka
1089,drehen::V,keerama,vrida
1090,wenden::V,ümber pöörama,vända
1091,umdrehen::V,ümber keerama,vrida om
1092,heben::V,tõstma,häva
1093,hochheben::V,üles tõstma,lyfta
1094,hochheben::V,kõrgele tõstma,lyfta
1095,ergreifen::V,haarama,gripa
1096,halten::V,hoidma,hålla
1097,drücken::V,pigistama,trycka
1098,schieben::V,lükkama,skjuta
1099,kratzen::V,kraapima,riva
1100,kratzen::V,kraapima,skrapa
1101,lecken::V,lakkuma,slicka
1102,beißen::V,purema,bita
1103,beißen::V,hammustama,bita
1104,abreißen::V,rebima,slita_av
1105,abreißen::V,rebima,riva_av
1106,abreißen::V,ära rebima,slita_av
1107,abreißen::V,ära rebima,riva_av
1108,abschneiden::V,ära lõikama,skära av
1109,binden::V,siduma,binda
1110,stecken::V,pistma,sticka
1111,brechen::V,murdma,bryta
1112,brechen::V,murdma,brista
1113,klopfen::V,koputama,banka
1114,klopfen::V,koputama,klappa
1115,hauen::V,lööma,hugga
1116,kleben::V,kleepima,klistra
1117,reiben::V,hõõruma,gnida
1118,streichen::V,silitama,smörja
1119,schleifen::V,lihvima,slipa
1120,schleifen::V,teritama,slipa
1121,schneiden::V,lõikama,skära
1122,schneiden::V,lõikama,klippa
1123,rütteln::V,raputama,skaka
1124,schütteln::V,raputama,rista
1125,schütteln::V,loksutama,rista
1126,schwenken::V,vehkima,svänga
1127,schwenken::V,lehvitama,svänga
1128,schütten::V,kallama,hälla
1129,füllen::V,täitma,fylla
1130,einwickeln::V,sisse mähkima,slå in
1131,einwickeln::V,sisse mähkima,veckla in
1132,tragen::V,kandma,bära
1133,schleppen::V,tassima,släpa
1134,schleppen::V,lohistama,släpa
1135,ziehen::V,vedama,dra
1136,ziehen::V,tõmbama,dra
1137,aufbewahren::V,säilitama,förvara
1138,aufbewahren::V,säilitama,ta vara på
1139,aufbewahren::V,alal hoidma,förvara
1140,aufbewahren::V,alal hoidma,ta vara på
1141,werfen::V,viskama,kasta
1142,fangen::V,püüdma,fånga
1143,packen::V,kinni haarama,gripa
1144,packen::V,kinni haarama,gripa tag
1145,packen::V,kinni võtma,gripa
1146,packen::V,kinni võtma,gripa tag
1147,verstecken::V,peitma,gömma
1148,teilen::V,jagama,dela
1149,teilen::V,jaotama,dela
1150,schicken::V,saatma,skicka
1151,bringen::V,viima,bringa
1152,hinzufügen::V,lisama,tillägga
1153,bekommen::V,saama,få
1154,bekommen::V,saama,erhålla
1155,erhalten::V,saama,få
1156,erhalten::V,saama,erhålla
1157,nehmen::V,võtma,ta
1158,nehmen::V,võtma,taga
1159,wählen::V,valima,välja
1160,auswählen::V,valima,utvälja
1161,bewahren::V,hoidma,bevara
1162,behindern::V,takistama,hindra
1163,behindern::V,takistama,förhindra
1164,verderben::V,rikkuma,förstöra
1165,beschädigen::V,rikkuma,skada
1166,zerbrechen::V,katki tegema,bryta isär
1167,zerbrechen::V,katki tegema,bryta sönder
1168,zerreißen::V,katki rebima,riva sönder
1169,zerreißen::V,katki rebima,slita sönder
1170,zerstören::V,purustama,förstöra
1171,verbrennen::V,põletama,bränna
1172,verbrennen::V,põletama,bränna upp
1173,geben::V,andma,ge
1174,reichen::V,andma,räcka
1175,reichen::V,ulatama,räcka
1176,schenken::V,kinkima,skänka
1177,versprechen::V,lubama,lova
1178,versprechen::V,tõotama,lova
1179,wünschen::V,soovima,önska
1180,loben::V,kiitma,lova
1181,loben::V,kiitma,beröma
1182,küssen::V,suudlema,pussa
1183,wiegen::V,hällitama,vagga
1184,zudecken::V,kaanetama,täcka
1185,zudecken::V,kinni katma,täcka
1186,wecken::V,äratama,väcka
1187,zeigen::V,näitama,visa
1188,führen::V,juhatama,föra
1189,lehren::V,õpetama,lära
1190,unterrichten::V,õpetama,undervisa
1191,aufziehen::V,üles kasvatama,uppfostra
1192,leiten::V,juhtima,leda
1193,antreiben::V,ergutama,driva på
1194,lassen::V,laskma,få att
1195,einladen::V,kutsuma,bjuda
1196,einladen::V,kutsuma,inbjuda
1197,vereinigen::V,ühendama,förena
1198,besuchen::V,külastama,besöka
1199,treffen::V,kohtama,möta
1200,treffen::V,kohtama,träffa
1201,sich versammeln::V,kogunema,församla sig
1202,spielen::V,mängima,leka
1203,spielen::V,mängima,spela
1204,singen::V,laulma,sjunga
1205,tanzen::V,tantsima,dansa
1206,sich trennen::V,lahku minema,skiljas
1207,verlassen::V,maha jätma,lämna
1208,verlassen::V,maha jätma,överge
1209,retten::V,päästma,rädda
1210,bewachen::V,valvama,bevaka
1211,schützen::V,kaitsma,skydda
1212,schützen::V,kaitsma,beskydda
1213,verteidigen::V,kaitsma,försvara
1214,sich schlagen::V,kaklema,slåss
1215,schießen::V,tulistama,skjuta
1216,siegen::V,võitma,segra
1217,ärgern::V,ärritama,förarga
1218,ärgern::V,vihastama,förarga
1219,schlagen::V,lööma,slå
1220,treten::V,sõtkuma,sparka
1221,stechen::V,pistma,sticka
1222,stechen::V,torkama,sticka
1223,stoßen::V,tõukama,stöta
1224,stehlen::V,varastama,stjäla
1225,stören::V,segama,störa
1226,stören::V,häirima,störa
1227,belästigen::V,ahistama,genera
1228,belästigen::V,ahistama,besvära
1229,verbergen::V,peitma,dölja
1230,verbergen::V,varjama,dölja
1231,täuschen::V,petma,vilseleda
1232,täuschen::V,tüssama,vilseleda
1233,betrügen::V,petma,bedra
1234,betrügen::V,tüssama,bedra
1235,betrügen::V,truudust murtma,bedra
1236,töten::V,tapma,döda
1237,töten::V,surmama,döda
1238,wohnen::V,elama,bo
1239,arbeiten::V,töötama,arbeta
1240,sammeln::V,koguma,samla
1241,sammeln::V,korjama,samla
1242,pflücken::V,noppima,plocka
1243,jagen::V,jahtima,jaga
1244,fischen::V,kalastama,fiska
1245,fischen::V,kala püüdma,fiska
1246,fassen::V,püüdma,fånga
1247,hüten::V,karjatama,vakta
1248,treiben::V,ajama,driva
1249,anbinden::V,kinni siduma,binda fast
1250,füttern::V,söötma,fodra
1251,melken::V,lüpsma,mjölka
1252,hacken::V,raiuma,hacka
1253,hacken::V,lõhkuma,hacka
1254,gießen::V,kastma,hälla
1255,gießen::V,kastma,vattna
1256,reifen::V,valmima,mogna
1257,zubereiten::V,valmistama,tillaga
1258,zubereiten::V,valmistama,tillreda
1259,kochen::V,keetma,koka
1260,backen::V,küpsetama,baka
1261,braten::V,praadima,steka
1262,umrühren::V,segama,röra om
1263,stricken::V,kuduma,sticka
1264,nähen::V,õmblema,sy
1265,färben::V,värvima,färga
1266,reinigen::V,puhastama,rensa
1267,reinigen::V,puhastama,rengöra
1268,waschen::V,pesema,tvätta
1269,abwischen::V,puhtaks pühkima,torka av
1270,spülen::V,uhtma,spola
1271,spülen::V,uhtma,skölja
1272,fegen::V,pühkima,feja
1273,kehren::V,pühkima,sopa
1274,baden::V,suplema,bada
1275,baden::V,kümblema,bada
1276,sich waschen::V,end pesema,tvätta sig
1277,ausziehen::V,käest võtma,ta av
1278,ausziehen::V,jalast võtma,ta av
1279,ausziehen::V,seljast võtma,ta av
1280,anziehen::V,jalga panema,ta på
1281,sich anziehen::V,riietuma,klä på sig
1282,kämmen::V,kammima,kamma
1283,schmücken::V,kaunistama,pynta
1284,schmücken::V,kaunistama,smycka
1285,sagen::V,ütlema,säga
1286,sprechen::V,rääkima,tala
1287,sprechen::V,kõnelema,tala
1288,reden::V,kõnelema,tala
1289,reden::V,kõnelema,prata
1290,sich unterhalten::V,vestlema,prata
1291,fragen::V,küsima,fråga
1292,fragen::V,küsima,spörja
1293,bitten::V,paluma,be
1294,erzählen::V,jutustama,berätta
1295,mitteilen::V,teatama,meddela
1296,mitteilen::V,teada andma,meddela
1297,nennen::V,nimetama,kalla
1298,rufen::V,kutsuma,ropa
1299,prahlen::V,hooplema,pråla
1300,prahlen::V,hooplema,skryta
1301,übersetzen::V,tõlkima,tolka
1302,übersetzen::V,tõlkima,översätta
1303,denken::V,mõtlema,tänka
1304,glauben::V,uskuma,tro
1305,bemerken::V,märkama,uppmärksamma
1306,bemerken::V,märkama,lägga märke till
1307,erkennen::V,ära tundma,känna igen
1308,begreifen::V,aru saama,begripa
1309,verstehen::V,mõistma,förstå
1310,lernen::V,õppima,lära sig
1311,wissen::V,teadma,veta
1312,sich erinnern an::V,mäletama,minnas
1313,sich erinnern an::V,mäletama,komma ihåg
1314,vergessen::V,unustama,glömma
1315,messen::V,mõõtma,mäta
1316,zählen::V,loendama,räkna
1317,rechnen::V,arvutama,räkna
1318,lesen::V,lugema,läsa
1319,malen::V,maalima,måla
1320,zeichnen::V,joonistama,teckna
1321,schreiben::V,kirjutama,skriva
1322,besitzen::V,omama,äga
1323,besitzen::V,omama,besitta
1324,kaufen::V,ostma,köpa
1325,verkaufen::V,müüma,sälja
1326,bezahlen::V,tasuma,betala
1327,zahlen::V,maksma,betala
1328,beherrschen::V,valitsema,behärska
1329,ertragen::V,taluma,tåla
1330,ertragen::V,taluma,uthärda
