,Concept_ID,kn,kv
560,bunt::A,ವರ್ಣರಂಜಿತ,быдрӧма
561,billig::A,ಅಗ್ಗ,донтӧм
562,teuer::A,ದುಬಾರಿಯಾದ,дона
563,wertvoll::A,ಅಮೂಲ್ಯ,дона
564,blind::A,ಅಂಧ,синтӧм
565,taub::A,ಕಿವುಡಾದ,пельтӧм
566,kräftig::A,ಪ್ರಬಲ,вына
567,stark::A,ಶಕ್ತಿವಂತ,вына
568,schwach::A,ದುರ್ಬಲ,некодя
569,fett::A,ಕೊಬ್ಬಿದ,госа
570,schlank::A,ತೆಳ್ಳಗಿನ,статя
571,hübsch::A,ಅಂದವಾದ,басӧк
572,böse::A,ಕೆಟ್ಟ,лёк
573,dumm::A,ಮಂದ,бӧбӧв
574,dumm::A,ಮಂದ,вежӧртӧм
575,faul::A,ಆಲಸ,дыш
576,fleißig::A,ಕಡಗುವ,уджалicь
577,geizig::A,ಜುಗ್ಗ,жикмӧра
578,geizig::A,ಜುಗ್ಗ,горшаліcь
579,klug::A,ಚತುರ,авья
580,klug::A,ಚತುರ,вежӧра
581,geschickt::A,ದಕ್ಷ,кипода
582,lieb::A,ಪ್ರಿಯ,муса
583,lieb::A,ಪ್ರಿಯ,дзулиньӧй
584,lustig::A,ಖುಷಿಯಾದ,гажа
585,sanft::A,ಸೌಮ್ಯ,лебезнӧй
586,hungrig::A,ಹಸಿದ,тшыг
587,krank::A,ಅಸ್ವಸ್ಥ,шогалiсь
588,nackt::A,ನಗ್ನ,куш
589,traurig::A,ದುಃಖಿತ,жугыль
590,lebendig::A,ಜೀವಂತ,ловья
591,gut::A,ಒಳ್ಳೆಯ,бур
592,schlecht::A,ದುಷ್ಟ,умӧль
593,richtig::A,ಸರಿ,
594,schlimm::A,ಅಸಹ್ಯ,нештӧм
595,wahr::A,ನಿಜ,
596,alt::A,ಮುದಿ,важ
597,neu::A,ಹೊಸ,виль
598,ehemalig::A,ಮಾಜೀ,вӧвлӧм
599,alt[Lebewesen]::A,ವೃದ್ಧ,года
600,alt[Lebewesen]::A,ವೃದ್ಧ,годдэза
601,jung::A,ಎಳ,том
602,arm::A,ಬಡ,гов
603,arm::A,ಬಡ,беднӧй
604,reich::A,ಶ್ರೀಮಂತ,эма
605,bekannt::A,ಅಪ್ತ,тӧдса
606,berühmt::A,ಪ್ರಸಿದ್ಧ,
607,fremd::A,ಪರಕೀಯ,чужӧй
608,verschieden::A,ಬೇರೆ,быдкодь
609,nah::A,ಹತ್ತಿರವಾದ,матiсь
610,fern::A,ದೂರದ,ылicь
611,linker::A,ಎಡ,шульга
612,rechter::A,ಬಲ,веськытланись
613,anderer::A,ಇತರ,мукӧд
614,erster::A,ಪ್ರಥಮ,медодзза
615,zweiter::A,ದ್ವಿತೀಯ,кыкӧт
616,dritter::A,ಮೂರನೆಯಜಗತ್ತು,куимӧт
617,dritter::A,ಮೂರನೆಯಜಗತ್ತು,куимӧдз
618,letzter::A,ಅಂತ್ಯ,бӧрья
619,letzter::A,ಅಂತ್ಯ,мёдбӧрья
620,allein::ADV,ಒಬ್ಬನೇ,
621,auf einmal::ADV,ಒಡನೆ,тшӧтш
622,zusammen::ADV,ಒಟ್ಟಿಗೆ,ӧтлаын
623,lange::ADV,ದೀರ್ಘ,дыр
624,plötzlich::ADV,ಅನಾಮತ್ತು,друг
625,sofort::ADV,ಜಾಗ್ರತೆ,тшӧтш
626,später::ADV,ತರುವಾಯ,медбӧрын
627,jetzt::ADV,ಈಗ,ӧні
628,heute::ADV,ಇಂದು,талун
629,morgen::ADV,ನಾಳೆ,ашын
630,bald::ADV,ಬೇಗ,чожа
631,dann::ADV,ಆಗ,сыбӧрын
632,gestern::ADV,ನಿನ್ನೆ,тӧн
633,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,ӧтпыр
634,damals::ADV,ಆಗ,сэк
635,damals::ADV,ಆಗ,сэки
636,danach::ADV,ಆಮೇಲೆ,сэсся
637,vorher::ADV,ಮುಂಚೆ,одзжык
638,zuerst::ADV,ಮೊದಲಿಗೆ,наперво
639,einmal::ADV,ಒಮ್ಮೆ,ӧтпыр
640,manchmal::ADV,ಆಗಾಗ,мукӧдпыр
641,oft::ADV,ಅನೇಕಸಲ,-лы-
642,immer::ADV,ಯಾವಾಗಲೂ,быдпыр
643,immer::ADV,ಯಾವಾಗಲೂ,быдпырся
644,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,некӧр
645,hier::ADV,ಇಲ್ಲಿ,татӧн
646,hierhin::ADV,ಇತ್ತ,татчӧ
647,von hier::ADV,ಇಲ್ಲಿಂದ,тасянь
648,dort::ADV,ಅಲ್ಲಿ,сэтӧн
649,dorthin::ADV,ಅಲ್ಲಿಗೆ,сэтчин
650,geradeaus::ADV,ಸೀದಾ,веськыта
651,vorwärts::ADV,ಮುನ್ನೆಡೆವ,одзӧ
652,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,бӧр
653,zurück::ADV,ಹಿಂದಕ್ಕೆ,бӧр
654,unten::ADV,ಕೆಳಗೆ,увтын
655,hinab::ADV,ಕೆಳಕ್ಕೆ,увтас
656,oben::ADV,ಮೇಲೆ,вевдӧрас
657,hinauf::ADV,ಮೇಲಕ್ಕೆ,вывлань
658,hinauf::ADV,ಮೇಲಕ್ಕೆ,вывланьӧ
659,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,быдлан
660,nicht::ADV,ಇಲ್ಲ,ог
661,nicht::ADV,ಅಲ್ಲ,ог
662,ein wenig::ADV,ತುಸು,-ышт
663,ein wenig::ADV,ತುಸು,невна
664,kaum::ADV,ಕಠಿನವಾಗಿ,ӧдва
665,sehr::ADV,ಬಹು,вывтi
666,so::ADV,ಅಷ್ಟು,сiдз
667,noch::ADV,ಇನ್ನು,эшӧ
668,nur::ADV,ಕೇವಲ,только
669,schon::ADV,ಆಗಲೇ,ни
670,wieder::ADV,ಪುನಃ,бӧра
671,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,весись
672,vor::PRP,ಮುಂದೆ,одзас
673,hinter::PRP,ಹಿಂದ,бӧрӧ
674,unter::PRP,ಕೆಳ,увтын
675,durch::PRP,ನೇರವಾಗಿ,пыр
676,neben::PRP,ಅಧರ ಬಲಿಕ,бокам
677,neben::PRP,ಅಧರ ಬಲಿಕ,боксиным
678,zwischen::PRP,ನಡುವೆ,коласас
679,wegen::PRP,ಅಧಕ್ಕಗಿ,понда
680,dies::PRN,ಈ,эта
681,das::PRN,ಅದು,сiя
682,alles::PRN,ಎಲ್ಲ,быдӧс
683,ich::PRN,ನಾನು,ме
684,du::PRN,ನೀನು,тэ
685,er::PRN,ಅವನು,сiя
686,er::PRN,ಇವನು,сiя
687,wir::PRN,ನಾವು,мийӧ
688,ihr::PRN,ನೀವು,ті
689,sie::PRN,ಅವರು,нія
690,was::FPRN,ಏನು,мый
691,wer::FPRN,ಯಾರಿಗೆ,кин
692,wo::FADV,ಎಲ್ಲಿ,кытӧн
693,wohin::FADV,ಎಲ್ಲಿಗೆ,кытчӧ
694,wie::FADV,ಹೇಗೆ,дзик
695,warum::FADV,ಏಕೆ,мыля
696,warum::FADV,ಏಕೆ,мыйсянь
697,wieviel::FNUM,ಎಷ್ಟು,мымда
698,eins::NUM,ಒಂದು,ӧт
699,zwei::NUM,ಎರಡು,кык
700,drei::NUM,ಮೂರು,куим
701,vier::NUM,ನಾಲ್ಕು,нёль
702,fünf::NUM,ಅಯ್ದು,вит
703,sechs::NUM,ಆರು,квать
704,sieben::NUM,ಏಳು,сизим
705,acht::NUM,ಎಂಟು,кыкьямыс
706,neun::NUM,ಒಂಭಬತ್ತು,ӧкмыс
707,zehn::NUM,ಹತ್ತು,дас
708,elf::NUM,ಹನ್ನೊಂದು,дасотік
709,zwölf::NUM,ಹನ್ನೆರಡು,даскык
710,zwanzig::NUM,ಇಪ್ಪತ್ತು,кыкдас
711,dreißig::NUM,ಮೂವತ್ತು,куимдас
712,vierzig::NUM,ನಲವತ್ತು,нёльдас
713,fünfzig::NUM,ಐವತ್ತು,витдас
714,sechzig::NUM,ಅರುವತ್ತು,кватьдас
715,siebzig::NUM,ಎಪ್ಪತ್ತು,сизимдас
716,achtzig::NUM,ಎಂಬತ್ತು,кыкьямысдас
717,neunzig::NUM,ತೊಂಬತ್ತು,ӧкмысдас
718,hundert::NUM,ನೂರು,сто
719,tausend::NUM,ಸಾವಿರ,тысяча
720,und::CNJ,ಮತ್ತು,и
721,und::CNJ,ಮತ್ತು,да
722,oder::CNJ,ಅಥವಾ,или
723,stehen::V,ನಿಲ್ಲು,сулавны
724,sitzen::V,ಕುಳ್ಳಿರು,пукавны
725,liegen::V,ಮಲಗಿಕೊ,куйлыны
726,hängen::V,ಇಳಿಯಬಿಡು,ӧшавны
727,werden::V,ಆಗು,лоны
728,passieren::V,ಆಗು,аркмыны
729,beginnen::V,ಆರಂಭಿಸು,петны
730,enden::V,ಕೊನೆಗಾಣು,-сь
731,enden::V,ಕೊನೆಗಾಣು,бырны
732,wechseln::V,ಮಾರ್ಪಡಿಸು,вежсьыны
733,aufgehen[Sonne]::V,ಮೂಡು,петавны
734,untergehen[Sonne]::V,ಮುಳುಗು,пуксьыны
735,scheinen[Sonne]::V,ಹೊಳೆ,югьявны
736,donnern::V,ಗುಡುಗಾಗು,гымавны
737,wehen::V,ತೀಡು,пӧлявны
738,strömen::V,ಹರಿ,киссьыны
739,fließen::V,ಹರಿ,визывтны
740,sich drehen::V,ಸುತ್ತು,бергавны
741,schwanken::V,ಓಲಾಡು,кӧвьясьны
742,schwingen::V,ತೂಗು,дюттясьны
743,fallen::V,ಉದುರು,усьны
744,brennen::V,ಉರಿ,сотчыны
745,rauchen::V,ಹೊಗೆಬಿಡು,тшынасьны
746,regnen::V,ಸುರಿ,зэрны
747,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,гегдыны
748,tauen::V,ಬೆಚ್ಚಗಾಗು,сывны
749,schmelzen::V,ಕರಗು,сывны
750,trocknen::V,ಒಣಗು,косьмыны
751,sieden::V,ಕುದಿ,пизьны
752,faulen::V,ಕೊಳೆ,нёльзьыны
753,verfaulen::V,ನಶಿಸು,тӧрмыны
754,verfaulen::V,ನಶಿಸು,сiсьмыны
755,reißen::V,ಒಡೆ,косясьны
756,versinken::V,ಮುಳುಗು,вӧйны
757,vergehen::V,ಸಾಗು,мунны
758,erscheinen::V,ತೋರು,мыччисьны
759,verschwinden::V,ಮಾಯವಾಗು,ӧшны
760,sinken::V,ಕುಸಿ,ямны
761,abnehmen::V,ತಗ್ಗು,ямны
762,zunehmen::V,ಬೆಳೆ,паськавны
763,steigen::V,ಉಬ್ಬು,лэбтiсьны
764,wachsen::V,ಬೆಳೆ,быдмыны
765,glänzen::V,ಮಿರುಗು,свиттявны
766,funkeln::V,ಮಿನುಗು,югйовтлыны
767,funkeln::V,ಮಿನುಗು,югйӧв-керны
768,lärmen::V,ಶಬ್ದ ಮಾಡಲು,чавзыны
769,läuten::V,ಬಾರಿಸು,диньгыны
770,klingeln::V,ಅನುರಣಿಸು,силькӧтны
771,klirren::V,ಕಿಣಿಕಿಣಿಸು,жольӧтны
772,brausen::V,ಅಬ್ಬರಿಸು,гуасьны
773,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,кышӧтны
774,klingen::V,ಉಸಿರು,горавны
775,bellen::V,ಬಗುಳು,увтны
776,bellen::V,ಬಗುಳು,вувтны
777,heulen::V,ಅರಚು,уннявны
778,blasen::V,ಗಾಳಿ ಊದು,пӧлявны
779,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,пиксыны
780,schreien::V,ಕರೆ,айзыны
781,stöhnen::V,ನರಳು,ойзыны
782,stöhnen::V,ನರಳು,ружтыны
783,zittern::V,ನಡುಗು,легьявны
784,leben::V,ಇರು,овны
785,geboren werden::V,ಉಂಟಾಗು,шогмыны
786,atmen::V,ಉಸಿರು,лолавны
787,trinken::V,ಕುಡಿ,юны
788,essen::V,ತಿನ್ನು,сёйны
789,schlucken::V,ನುಂಗು,ньылавны
790,müde werden::V,ಬಳಲು,мыдзны
791,einschlafen::V,ನಿದ್ಧೆಹೋಗು,ланьтны
792,schlafen::V,ನಿದ್ರಿಸು,узьны
793,aufwachen::V,ಏಳು,саймыны
794,aufwachen::V,ಏಳು,пальмыны
795,aufstehen::V,ಏಳು,сувтны
796,sich erholen::V,ಸುಧಾರಿಸು,шоччисьлыны
797,krank werden::V,ಬೇನೆಬೀಳು,моржитны
798,krank sein::V,ಕೆಟ್ಟ ಎಂದು,шогавны
799,krank sein::V,ಕೆಟ್ಟ ಎಂದು,визьӧтны
800,schmerzen::V,ಕಚ್ಚು,висьны
801,husten::V,ಕೆಮ್ಮು,кашляйтны
802,genesen::V,ಮತ್ತೆಹೊದಿಸು,бурдны
803,sterben::V,ಮೃತಪಡು,кувны
804,umkommen::V,ಹಾಳಾಗು,вийсьыны
805,sich bewegen::V,ಚಲಿಸು,локны
806,sich bewegen::V,ಚಲಿಸು,ветлӧтны
807,sich rühren::V,ಕದಲು,вӧрзьӧтчыны
808,sich erheben::V,ಏಳು,сувтны
809,sich setzen::V,ಕೂರು,пуксьыны
810,hinfallen::V,ಬೀಳು,пӧрласьны
811,laufen::V,ನಡೆ,мунны
812,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,тальччавны
813,spazierengehen::V,ವಿಹರಿಸು,котрасьны
814,eilen::V,ಮುನ್ನುಗ್ಗು,тэрмасьны
815,sich beeilen::V,ಆತುರಪಡು,тэрмасьны
816,sausen::V,ಒಗೆ,вирдавны-котӧртны
817,rennen::V,ಓಡು,
818,springen::V,ಜಿಗಿ,чеччавны
819,klettern::V,ಏರು,кышасьны
820,schaukeln::V,ತೂಗು,чурликасьны
821,kriechen::V,ತೆವಳು,кыскасьны-мунны
822,schwimmen::V,ಈಜು,вартчыны
823,tauchen::V,ಕೆಳಗಿಳಿ,сунгисьны ваӧ
824,rudern::V,ಸಾಗಿಸು,сынны
825,fahren::V,ನಡೆಸು,мунны
826,fliegen::V,ಹಾರು,лэбавны
827,gehen::V,ಹೋಗು,мунны
828,weggehen::V,ಹೊರಡು,мунны
829,abfahren::V,ತೆರಳು,иньдӧтчыны
830,abfahren::V,ತೆರಳು,мунны
831,anhalten::V,ನಿಲ್ಲು,сувтны
832,hineingehen::V,ಒಳಹೊಗು,пырны
833,eintreten::V,ಒಳಹೊಗು,пырны
834,kommen::V,ಬರು,локны
835,ankommen::V,ಬರು,локны
836,zurückkommen::V,ಹಿಂದಿರುಗು,бертны
837,zurückkommen::V,ಹಿಂದಿರುಗು,панӧвтсьыны
838,bleiben::V,ಇರು,кольччыны
839,warten::V,ಇರು,видзчисьны
840,erwarten::V,ನಿರೀಕ್ಷಿಸು,видзчисьны
841,suchen::V,ಹುಡುಕು,кошшыны
842,finden::V,ಕಂಡುಕೊ,адззыны
843,versuchen::V,ಪ್ರಯತ್ನಿಸು,пондыны
844,versuchen::V,ಪ್ರಯತ್ನಿಸು,пондӧтны
845,vorbereiten::V,ಸಿದ್ಧವಾಗು,лӧсьӧтны
846,lieben::V,ಪ್ರೀತಿಸು,милуйтны
847,mögen::V,ಇಷ್ಟಪಡು,радейтны
848,lachen::V,ನಗು,серавны
849,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,сьӧлӧм вӧрзьӧтны
850,weinen::V,ಅಳು,горзыны
851,schimpfen::V,ಗೊಣಗು,видчыны
852,sich ärgern::V,ಗಣಗಾಡು,лёкавны
853,sich fürchten::V,ನಡುಗು,повны
854,fürchten::V,ಹೆದರು,повны
855,fliehen::V,ಓಡಿಹೋಗು,пышшыны
856,flüchten::V,ಪಾರಾಗು,пышшыны
857,sehen::V,ಕಾಣು,адззыны
858,anschauen::V,ನೋಡು,видзӧтны
859,ansehen::V,ನಿರೀಕ್ಷಿಸು,видзӧтны
860,hören::V,ಕೇಳು,кывны
861,zuhören::V,ಆಲಿಸು,кывзыны
862,probieren::V,ರುಚಿ ನೋಡು,пешлыны
863,riechen::V,ಮೂಸು,дукавны
864,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,кывны
865,scheinen::V,ತೋರು,декуйтчыны
866,zu sehen sein::V,ಕಾಣಿಸು,тыдавны
867,vernehmen::V,ಕೇಳು,тӧдмавны
868,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,гегдыны
869,tun::V,ಮಾಡು,керны
870,können::V,ಮಾಡಬಲ್ಲ,вермыны
871,wollen::V,ಬಯಸು,мӧдны
872,anfangen::V,ಪ್ರಾರಂಭಿಸು,петны
873,beenden::V,ನಿಲ್ಲಿಸು,ештӧтны
874,beenden::V,ನಿಲ್ಲಿಸು,керыштны
875,aufhören::V,ಮುಗಿಸು,дугдыны
876,gelingen::V,ಯಶಸ್ವಿಯಾಗು,шогмыны
877,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,мыччисьны
878,öffnen::V,ತೆರೆ,осьтны
879,schließen::V,ಮುಚ್ಚು,пӧднавны
880,stellen::V,ಇಕ್ಕು,сувтӧтны
881,setzen::V,ಇಡು,пуксьӧтны
882,legen::V,ಇಡು,пуктыны
883,berühren::V,ತಾಕು,вӧрзьӧтны
884,verbinden::V,ಕೂಡಿಸು,йитны
885,bedecken::V,ಮುಚ್ಚು,вевттьыны
886,aufhängen::V,ತೂಗುಹಾಕು,ӧшӧтны
887,anzünden::V,ಹತ್ತಿಸು,ӧзтыны
888,aufheben::V,ಆಯಿ,лэбтыны
889,zurücklassen::V,ಬಿಡು,кольны
890,verlieren::V,ಕಳೆ,ӧштыны
891,fallen lassen::V,ಬೀಳಿಸು,уськӧтны
892,machen::V,ಮಾಡು,керны
893,herstellen::V,ತಯಾರಿಸು,вӧчны
894,bauen::V,ಕಟ್ಟು,строитны
895,reparieren::V,ಸರಿಪಡಿಸು,вочны
896,verbessern::V,ತಿದ್ದು,бурсьӧтны
897,ändern::V,ಬದಲಾಯಿಸು,вежны
898,graben::V,ಅಗೆ,гарйыны
899,beugen::V,ಬಗ್ಗಿಸು,кусіньтны
900,biegen::V,ಬಗ್ಗಿಸು,чукыльтыштны
901,drehen::V,ತಿರುಗು,бергӧтны
902,wenden::V,ತಿರುಗು,бергӧтны
903,umdrehen::V,ತಿರುಗಿಸು,бергӧтны
904,heben::V,ಎತ್ತು,лэбтыны
905,hochheben::V,ಎತ್ತು,лэбтыны
906,ergreifen::V,ಆಕ್ರಮಿಸು,кватитны
907,halten::V,ಹಿಡಿ,видзны
908,drücken::V,ಒತ್ತು,личкыны
909,schieben::V,ನೂಕು,тойлавны
910,kratzen::V,ತರಚಿಕೊಳ್ಳು,шаркӧтны
911,lecken::V,ನೆಕ್ಕು,нювны
912,beißen::V,ಕಚ್ಚು,йирны
913,abreißen::V,ಹರಿ,орӧтны
914,abschneiden::V,ಕತ್ತರಿಸು,шӧрыштны
915,abschneiden::V,ಕತ್ತರಿಸು,вундыштны
916,binden::V,ಕಟ್ಟು,гӧрдззыны
917,stecken::V,ಸಿಕ್ಕಿಸು,мӧртны
918,brechen::V,ಮುರಿ,жугдыны
919,klopfen::V,ತಟ್ಟು,зукӧтны
920,hauen::V,ಹೊಡೆ,желльыны
921,kleben::V,ಅಂಟಿಸು,лякӧтны
922,reiben::V,ಉಜ್ಜು,зыртны
923,streichen::V,ಹರಡು,мавтны
924,schleifen::V,ಮಸೆ,кыскыны
925,schneiden::V,ಕತ್ತರಿಸು,вундавны
926,rütteln::V,ಕುಲುಕಿಸು,шатлавны
927,schütteln::V,ಅಲುಗಿಸು,зыбӧтны
928,schwenken::V,ತೂಗಾಡು,ӧвтны
929,schwenken::V,ತೂಗಾಡು,макайтны
930,schütten::V,ಎರೆ,кисьтны
931,füllen::V,ತುಂಬಿಸು,тыртны
932,füllen::V,ತುಂಬಿಸು,тырсьӧтны
933,einwickeln::V,ಹೊದಿಸು,тубны
934,tragen::V,ಹೊರು,новйӧтны
935,schleppen::V,ಜಗ್ಗು,кыскыны
936,ziehen::V,ಎಳೆ,кыскыны
937,aufbewahren::V,ಇಟ್ಟುಕೊ,видзны
938,werfen::V,ಎಸೆ,шентывлыны
939,fangen::V,ಹಿಡಿ,кутны
940,packen::V,ಸೆಳೆ,кутасьны
941,packen::V,ಸೆಳೆ,кватитны
942,verstecken::V,ಮುಚ್ಚಿಡು,дзебны
943,teilen::V,ವಿಭಜಿಸು,торйӧтны
944,schicken::V,ಕಳುಹಿಸು,иньдыны
945,bringen::V,ತರು,вайны
946,hinzufügen::V,ಕೂಡಿಸು,содтыны
947,bekommen::V,ಸಂಪಾದಿಸು,получитны
948,erhalten::V,ಪಡೆ,получитны
949,nehmen::V,ಹಿಡಿ,босьтны
950,wählen::V,ಆರಿಸು,бӧрйыны
951,auswählen::V,ಆಯಿ,бӧрйыны
952,bewahren::V,ರಕ್ಷಿಸಿಡು,видзны
953,behindern::V,ಅಡ್ಡಿಮಾಡು,падтыны
954,verderben::V,ಕೆಡಿಸು,изводавны
955,beschädigen::V,ಹಾಳುಮಾಡು,паздыны
956,zerbrechen::V,ಮುರಿ,паздыны
957,zerreißen::V,ಸೀಳು,косявны
958,zerstören::V,ಅಳಿಸು,паздыны
959,verbrennen::V,ಸುಡು,сотны
960,geben::V,ಕೊಡು,сетны
961,reichen::V,ಕೊಡು,сетны
962,schenken::V,ಅರ್ಪಿಸು,козьнавны
963,versprechen::V,ವಾಗ್ದಾನಮಾಡು,кӧсйыны
964,wünschen::V,ಬಯಸು,бурсьыны
965,loben::V,ಹೊಗಳು,ошкыны
966,küssen::V,ಚುಂಬಿಸು,окавны
967,wiegen::V,ತೂಗು,тюттьӧтны
968,zudecken::V,ಹಾಸು,вевттьыны
969,wecken::V,ಎಬ್ಬಿಸು,саймӧтны
970,zeigen::V,ತೋರಿಸು,мыччавны
971,führen::V,ದಾರಿತೋರಿಸು,нуӧтны
972,lehren::V,ಕಲಿಸು,велӧтны
973,unterrichten::V,ಬೋಧಿಸು,велӧтны
974,aufziehen::V,ಸಲಹು,быдтыны
975,leiten::V,ಮುಂದಾಳಾಗಿರು ,юравны
976,leiten::V,ಮುಂದಾಳಾಗಿರು ,веськӧтлыны
977,antreiben::V,ಓಡಿಸು,тэрмӧтны
978,lassen::V,ಮಾಡಲುಬಿಡು,-ӧтыны
979,einladen::V,ಆಹ್ವಾನಿಸು,корны
980,vereinigen::V,ಒಂದಾಗು,ӧтувтны
981,vereinigen::V,ಒಂದಾಗು,ӧтлаавны
982,besuchen::V,ಭೇಟಿಯಾಗು,пыравлыны
983,treffen::V,ಸಂಧಿಸು,пантавны
984,sich versammeln::V,ನೆರೆ,ӧксьыны
985,spielen::V,ಆಡು,орсны
986,singen::V,ಹಾಡು,сьывны
987,tanzen::V,ಕುಣಿ,йӧктыны
988,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,торьясьны
989,verlassen::V,ಕಳೆ,кольны
990,retten::V,ರಕ್ಷಿಸು,мынтны
991,bewachen::V,ಕಾಪಾಡು,смекайтны
992,schützen::V,ಸಂರಕ್ಷಿಸು,дорйыны
993,verteidigen::V,ಕಾಪಿಡು,дорйыны
994,sich schlagen::V,ಕಿತ್ತಾಟ,тышкасьны
995,schießen::V,ಎಸೆ,лыйны
996,siegen::V,ಗೆಲ್ಲು,вермыны
997,ärgern::V,ರೇಗಿಸು,лӧгӧтны
998,schlagen::V,ಹೊಡೆ,базнитны
999,treten::V,ಒದೆ,чужьявны
1000,stechen::V,ಚುಚ್ಚು,бытшкыны
1001,stoßen::V,ತಳ್ಳು,тапкыны
1002,stoßen::V,ತಳ್ಳು,тойыштны
1003,stehlen::V,ಕದಿ,гусявны
1004,stören::V,ಕತಕು,костіавны
1005,belästigen::V,ತೊಂದರೆ,назыляйтны
1006,verbergen::V,ಮರೆಮಾಜು,дзебны
1007,täuschen::V,ಠಕ್ಕಿಸು,бӧбӧтны
1008,täuschen::V,ಠಕ್ಕಿಸು,пӧрьявны
1009,betrügen::V,ವಂಚಿಸು,муклачитны
1010,töten::V,ಕೊಲ್ಲು,вийны
1011,wohnen::V,ವಾಸಿಸು,овны
1012,arbeiten::V,ಕೆಲಸ ಮಾಡು,уджавны
1013,sammeln::V,ಸಂಚಯಿಸು,ӧктыны
1014,pflücken::V,ಬಿಡಿಸು,судзлавны
1015,jagen::V,ಬೇಟೆಯಾಡು,вӧравны
1016,fischen::V,ಮೀನು ಹಿಡಿ,чериавны
1017,fassen::V,ಹಿಡಿ,кутны
1018,hüten::V,ಗುಂಪುಸೇರಿಸು,вердны
1019,hüten::V,ಗುಂಪುಸೇರಿಸು,йирсьӧтны
1020,treiben::V,ದಬ್ಬು,вашӧтны
1021,anbinden::V,ಬಿಗಿ,кӧртавны
1022,füttern::V,ಮೇಯಿಸು,вердны
1023,melken::V,ಹಾಲು ಕರೆ,высьтыны
1024,melken::V,ಹಾಲು ಕರೆ,чилькӧтны
1025,hacken::V,ತುಂಡರಿಸು,керавны
1026,gießen::V,ನೀರುಹಾಕು,киськавны
1027,reifen::V,ಕಳಿ,кисьмыны
1028,zubereiten::V,ಅಡಿಗೆಮಾಡು,лӧсьӧтны
1029,kochen::V,ಅಡು,пуны
1030,backen::V,ಬೇಯಿಸು,пӧжавны
1031,braten::V,ಕರಿ,жаритны
1032,umrühren::V,ಕಲಕು,соравны
1033,stricken::V,ಹೆಣೆ,домавны
1034,nähen::V,ಹೊಲಿ,вурны
1035,färben::V,ಬಣ್ಣ ಹತ್ತು,краситны
1036,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,весӧтны
1037,waschen::V,ತೊಳೆ,пеславны
1038,abwischen::V,ಒರಸು,чышкыны
1039,spülen::V,ಗಲಬರಿಸು,гывьявны
1040,fegen::V,ಗುಡಿಸು,чышкыны
1041,kehren::V,ಗುಡಿಸು,чышкыны
1042,baden::V,ಸ್ನಾನಮಾಡು,купайтчыны 
1043,sich waschen::V,ತೊಳೆ,миссьыны
1044,ausziehen::V,ಬಿಚ್ಚು,гыжтӧтны
1045,ausziehen::V,ಬಿಚ್ಚು,пӧрччавны
1046,anziehen::V,ಹಾಕು,пасьтавны
1047,sich anziehen::V,ಹಾಕು,пасьтасьны
1048,kämmen::V,ಬಾಚು,сынавны
1049,schmücken::V,ಅಲಂಕರಿಸು,баситны
1050,sagen::V,ಹೇಳು,висьтавны
1051,sprechen::V,ನುಡಿ,шуны
1052,reden::V,ನುಡಿ,баитны
1053,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,сёрнитны
1054,fragen::V,ವಿಚಾರಿಸು,юавны
1055,bitten::V,ಬೇಡು,корны
1056,erzählen::V,ಹೇಳು,висьтавны
1057,mitteilen::V,ತಿಳಿಸು,висьтавны
1058,nennen::V,ಹೆಸರಿಡು,нимтны
1059,rufen::V,ಕರೆ,китсавны
1060,rufen::V,ಕರೆ,корны
1061,rufen::V,ಕರೆ,чукӧстны
1062,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,ошшасьны
1063,übersetzen::V,ಭಾಷಾಂತರಿಸು,вуджӧтны
1064,denken::V,ಯೋಚಿಸು,чайтны
1065,glauben::V,ನಂಬು,веритны
1066,bemerken::V,ಗಮನಿಸು,казявны
1067,erkennen::V,ಗುರುತುಹಿಡಿ,тӧдсавны
1068,begreifen::V,ಗ್ರಹಿಸು,вежӧртны
1069,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,кывны
1070,lernen::V,ಕಲಿ,велӧтчыны
1071,wissen::V,ಅರಿ,тӧдны
1072,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,касьтывны
1073,vergessen::V,ಮರೆತುವಿಡು,вунӧтны
1074,messen::V,ಅಳೆ,меряйтны
