,Concept_ID,kl,sq
414,Tisch::N,allattarfik,tryezë
415,Stuhl::N,issiavik,karrige
416,Stuhl::N,issiaffik,karrige
417,Wiege::N,uaasoq,djep
418,Bett::N,nallavik,shtrat
419,Regal::N,ilisivik,raft
420,Kiste::N,sakissat,kuti
421,Kiste::N,illerfiusaq,kuti
422,Fenster::N,aki,dritare
423,Fenster::N,igalaaq,dritare
424,Tür::N,matu,derë
425,Tor::N,isaaffik,portë
426,Zaun::N,saputit,gardh
427,Dach::N,qaliaq,çati
428,Leiter::N,tummeqqat,shkallë
429,Leiter::N,majuartarfiit,shkallë
430,Besen::N,saligutit,fshesë
431,Spaten::N,nivaataq,lopatë
432,Schaufel::N,nivaataq,qyrek
433,Gabel::N,qilluaq,pirun
434,Gabel::N,ajassaatit,pirun
435,Löffel::N,alussaat,lugë
436,Messer::N,savik,thikë
437,Nagel::N,kukik,gozhdë
438,Netz::N,anguffaseq,rrjetë
439,Haken::N,nissik,grep
440,Haken::N,nissik,grremç
441,Haken::N,qarsorsaq,grep
442,Haken::N,qarsorsaq,grremç
443,Haken::N,qarsorsartoq,grep
444,Haken::N,qarsorsartoq,grremç
445,Griff::N,ipi,dorak
446,Griff::N,ipi,dorezë
447,Schloss::N,illussaarsuaq,bravë
448,Bild::N,assiliaq,tablo
449,Bild::N,assiliaq,pikturë
450,Figur::N,kisitsit,figurë
451,Puppe::N,inuusaq,kukull
452,Bündel::N,qilertaq,deng
453,Tasche::N,pooqattaq,çantë
454,Deckel::N,matu,kapak
455,Deckel::N,matu,mbulesë
456,Geschirr::N,anut,enë
457,Tasse::N,tiitorfik,filxhan
458,Tasse::N,tiitorfiup ilorlia,filxhan
459,Topf::N,qoqqoq,kusi
460,Topf::N,qoqqoq,tenxhere
461,Kessel::N,uunnaavik,kazan
462,Essen::N,igaaq,ngrënie
463,Nahrung::N,neqissaq,ushqim
464,Speise::N,nerisassat,gatesë
465,Fleisch::N,neqi,mish
466,Getreide::N,maannineq,drithë
467,Brot::N,iffit,bukë
468,Brot::N,iffiaq,bukë
469,Scheibe::N,igalaassiaq,fetë
470,Fett::N,tarnutissaq,lyrë
471,Fett::N,tarnutissaq,yndyrë
472,Fett::N,tarnutissiaq,lyrë
473,Fett::N,tarnutissiaq,yndyrë
474,Butter::N,punneq,gjalpë
475,Öl::N,uulia,vaj
476,Salz::N,taratsut,kripë
477,Suppe::N,qajoq,supë
478,Suppe::N,qajoq,çorbë
479,Honig::N,tungusunnitsuut,mjaltë
480,Milch::N,immuk,qumësht
481,Tee::N,tii,çaj
482,Tee::N,teeq,çaj
483,Wolle::N,nuersagassiaq,lesh
484,Stoff::N,milliaq,pëlhurë
485,Stoff::N,qarlissiaq,pëlhurë
486,Nadel::N,meqqut,gjilpërë
487,Faden::N,ujalussiaq,pe
488,Faden::N,ujalussiaq,fije
489,Knopf::N,attat,kopsë
490,Knoten::N,akeroq,komb
491,Knoten::N,qilerneq,komb
492,Farbe::N,qalipaat,bojë
493,Kleidung::N,atisat,veshje
494,Kleidung::N,annoraaq,veshje
495,Hemd::N,ilupaaq,këmishë
496,Kragen::N,qungasiinnaq,jakë
497,Ärmel::N,aaq,mëngë
498,Hose::N,qarliit,brekë
499,Gürtel::N,qiterut,rrip
500,Gürtel::N,unngersaq,rrip
501,Mütze::N,nasaq,kësulë
502,Schuh::N,skuu,këpucë
503,Schuh::N,ikernuk,këpucë
504,Schuh::N,ateraasaq,këpucë
505,Stiefel::N,kamik,çizme
506,Ring::N,assammiu,unazë
507,Band::N,qilerutissiaq,shirit
508,Kamm::N,illaagutit,krehër
509,Kamm::N,illaajaatit pl.,krehër
510,Spiegel::N,tarrarsuut,pasqyrë
511,Riemen::N,allunaaq,rrip
512,Schnur::N,kujaaq,litar
513,Schnur::N,kujaaq,cikomë
514,Schnur::N,allunaasaq,litar
515,Schnur::N,allunaasaq,cikomë
516,Leine::N,aleq,rrip
517,Decke::N,qipik,batanije
518,Kissen::N,akit,jastëk
519,Tuch::N,qarlissiaq,shami
520,Handtuch::N,allarut,peshqir
521,Handtuch::N,allarterut,peshqir
522,Kraft::N,pissak,forcë
523,Stärke::N,qerattarsaat,koll
524,Gesundheit::N,peqqisusseq,shëndet
525,Krankheit::N,nappaat,sëmundje
526,Schmerz::N,anniaat,dhimbje
527,Wunde::N,iki,plagë
528,Fieber::N,nappaat qanimanartoq,ethe
529,Arznei::N,imigassaq,ilaç
530,Brücke::N,ikaartarfik,urë
531,Brunnen::N,tissaluttuliaq,pus
532,Weide::N,masarsuk,kullotë
533,Pfad::N,aqqut,ravë
534,Pfad::N,aqqut,shteg
535,Weg::N,aggerfik,udhë
536,Weg::N,aggerfik,shteg
537,Straße::N,aqqusineq,rrugë
538,Dorf::N,nunaqarfik,fshat
539,Dorf::N,nunaqarfik,katund
540,Stadt::N,illorpaat,qytet
541,Stadt::N,illorpalik,qytet
542,Brief::N,allagarsiaq,letër
543,Buch::N,atuakkat,libër
544,Buch::N,mappersagaq,libër
545,Buchstabe::N,naqinneq,shkronjë
546,Zeitung::N,aviisi,gazetë
547,Leben::N,inuussuseq,jetë
548,Tod::N,toqu,mortje
549,Tod::N,toquneq,mortje
550,Grab::N,iliveq,varr
551,Grab::N,illissat,varr
552,Kirche::N,oqaluffik,kishë
553,Sünde::N,ajorti,mëkat
554,Sünde::N,ajorti,gjynah
555,Arbeiter::N,sulisoq,punëtor
556,Chef::N,ittoqut,shef
557,Chef::N,ittoqut,drejtues
558,Meister::N,naalagaq,mjeshtër
559,Arzt::N,katsorsaasoq,mjek
560,Arzt::N,katsorsaasoq,doktor
561,Lehrer::N,ilinniartitsisoq,mësues
562,Lehrer::N,ilinniartitsisoq,arsimtar
563,Geld::N,aningaasat,para
564,Geld::N,aningaasat,holla
565,Geschäft::N,niuertarfik,ujdi
566,Geschäft::N,niuertarfik,biznes
567,Laden::N,niuertarfik,dyqan
568,Preis::N,aki,çmim
569,Ware::N,qaliata pii,mall
570,Ware::N,nioqqutissaq,mall
571,Nutzen::N,iluaqut,dobi
572,Nutzen::N,iluaqut,leverdi
573,Welt::N,nunarsuaq,botë
574,Land::N,nuna,vend
575,König::N,kunngi,mbret
576,Macht::N,pissaassuseq,fuqi
577,Macht::N,pissaassuseq,pushtet
578,Grenze::N,killik,kufi
579,Krieg::N,sorsunneq,luftë
580,Feind::N,akeraq,armik
581,Feind::N,akerartorti,armik
582,Feind::N,qinngarsuisoq,armik
583,Kampf::N,sorsunneq,luftim
584,Pfeil::N,qalugiusaq,shigjetë
585,Gewehr::N,aallaat,pushkë
586,Fehler::N,kukkuneq,gafë
587,Fehler::N,kukkuneq,gabim
588,Fehler::N,paarlaappaa,gafë
589,Fehler::N,paarlaappaa,gabim
590,Unglück::N,perluut,fatkeqësi
591,Schuld::N,akiitsugaq,faj
592,Schuld::N,akiligassaq,faj
593,Alter::N,utoqqaq,moshë
594,Schluss::N,isu,fund
595,Zeit::N,ulloq,kohë
596,Zeit::N,akuttoqatigiinneq,kohë
597,Tag::N,ulloq,ditë
598,Morgen::N,ullaaq,mëngjes
599,Mittag::N,ulloqeqqa,mesditë
600,Abend::N,unnuk,mbrëmje
601,Nacht::N,unnuaq,natë
602,Woche::N,sapaatip akunnera,javë
603,Monat::N,qaammat,muaj
604,Jahr::N,ukioq,vit
605,Frühling::N,upernaaq,pranverë
606,Sommer::N,aasaq,verë
607,Herbst::N,ukiaq,vjeshtë
608,Winter::N,ukioq,dimër
609,Januar::N,siulleeq,janar
610,Januar::N,qaammaliaq,janar
611,Februar::N,aarlaat,shkurt
612,März::N,marsi,mars
613,März::N,martsi,mars
614,Mai::N,maaji,maj
615,Juni::N,juuni,qershor
616,Juli::N,juuli,korrik
617,August::N,aggusti,gusht
618,September::N,septembari,shtator
619,Oktober::N,oktobari,tetor
620,November::N,novembari,nëntor
621,Dezember::N,detsembari,dhjetor
622,Montag::N,ataasinngortoq,hënë
623,Dienstag::N,marlunngorneq,martë
624,Mittwoch::N,pingasunngorneq,mërkurë
625,Donnerstag::N,sisamanngorneq,enjte
626,Freitag::N,tallimanngorneq,premte
627,Samstag::N,arfininngorneq,shtunë
628,Sonntag::N,sapaat,diel
629,Sonntag::N,sapaati,diel
630,groß::A,angivoq,madh
631,klein::A,mikivoq,vogël
632,lang::A,takisooq,gjatë
633,kurz::A,naatsoq,shkurtër
634,breit::A,silippoq,gjerë
635,schmal::A,amitsoq,ngushtë
636,dicht::A,torsusooq,dendur
637,dick[Gegenstand]::A,issuvoq,trashë
638,dick[Gegenstand]::A,issusooq,trashë
639,dünn::A,amitsoq,hollë
640,fein::A,mamarpoq,imët
641,fest::A,tangeqarpoq,fortë
642,flach::A,nalimmappoq,sheshtë
643,glatt::A,quasak,rrafshët
644,hart::A,mattusooq,fortë
645,hart::A,manngerpoq,fortë
646,hart::A,titeqquluppoq,fortë
647,weich::A,nerumaarpoq,butë
648,rund::A,ammallorippoq,rrumbullakët
649,spitz::A,qummukujooq,majëmprehtë
650,scharf::A,ipippoq,mprehtë
651,stumpf::A,anngerpoq,topitur
652,schwer::A,oqimaappoq,rëndë
653,schön::A,kusanarpoq,bukur
654,heiß::A,kiappoq,nxehtë
655,warm::A,oqorpoq,ngrohtë
656,kalt::A,issippoq,ftohtë
657,kühl::A,pueqqortippoq,freskët
658,feucht::A,isugutavoq,lagësht
659,feucht::A,qaasernarpoq,lagësht
660,nass::A,imerorpoq,lagur
661,trocken::A,panerpoq,thatë
662,voll::A,ulikkaarpoq,plotë
663,leer::A,imaattuarpoq,bosh
664,leer::A,imaattuarpoq,zbrazët
665,offen::A,ammavoq,hapur
666,geschlossen::A,matuvoq,mbyllur
667,sauber::A,eqqippoq,dëlirë
668,sauber::A,sukuluippoq,dëlirë
669,sauber::A,ipeqanngilaq,dëlirë
670,schmutzig::A,tapappoq,ndyrë
671,schmutzig::A,minguppoq,ndyrë
672,roh::A,aapavoq,gjallë
673,reif::A,qaarulerpoq,arrirë
674,süß::A,tungusunnippoq,ëmbël
675,bitter::A,qasilippoq,hidhur
676,hell::A,qaamavoq,me dritë
677,dunkel::A,qernerpoq,errët
678,schwarz::A,qernerpoq,i zi
679,weiß::A,qaqorpoq,bardhë
680,rot::A,aappaluppoq,kuq
681,gelb::A,sungaarpoq,verdhë
682,blau::A,tungujorpoq,blu
683,blau::A,tungujorpoq,kaltër
684,grün::A,qorsooqqippoq,blertë
685,grün::A,qorsooqqippoq,gjelbër
686,grau::A,qaserpoq,hirtë
687,grau::A,qaserpoq,bojë hiri
688,billig::A,akikippoq,lirë
689,wertvoll::A,erlinnarpoq,çmuar
690,wertvoll::A,erlinnarpoq,vlershëm
691,blind::A,tappiippoq,qorr
692,blind::A,tappiippoq,verbër
693,blind::A,isigisaqanngilaq,qorr
694,blind::A,isigisaqanngilaq,verbër
695,taub::A,tusilarpoq,shurdhër
696,kräftig::A,pissaq,fuqishëm
697,kräftig::A,pissarsuaq,fuqishëm
698,stark::A,sanngivoq,fortë
699,schwach::A,nakuippoq,dobët
700,fett::A,pualavoq,dhjamur
701,schlank::A,tuappoq,hollë
702,hübsch::A,aatsialaq,bukur
703,hübsch::A,aatsialaq,hijshëm
704,böse::A,ajorpoq,keq
705,dumm::A,taqajak,teveqel
706,dumm::A,sikkilluppoq,teveqel
707,dumm::A,qaatusimasaqanngilaq,teveqel
708,faul::A,eqiasuppoq,dembel
709,faul::A,eqiattortuvoq,dembel
710,fleißig::A,eqiasuippoq,zellshëm
711,geizig::A,iasilaarpoq,kurnac
712,geizig::A,iasilaarpoq,dorështrënguar
713,geizig::A,tukkuippoq,kurnac
714,geizig::A,tukkuippoq,dorështrënguar
715,klug::A,mallak,mençur
716,klug::A,ittanneq,mençur
717,klug::A,kutaappoq,mençur
718,klug::A,kuttaappoq,mençur
719,klug::A,qarasagippoq,mençur
720,lieb::A,akisooq,dashur
721,lustig::A,piikulavoq,gëzuar
722,sanft::A,isumagippoq,butë
723,hungrig::A,kaappoq,uritur
724,hungrig::A,perlilerpoq,uritur
725,krank::A,napparsimavoq,sëmurë
726,traurig::A,aliasuppoq,trishtuar
727,lebendig::A,uumavoq,gjallë
728,gut::A,ajunngilaq,mirë
729,schlecht::A,sualuppoq,keq
730,richtig::A,iluarpoq,drejtë
731,schlimm::A,amiilaarnarpoq,keq
