,Concept_ID,te,pt
712,zusammen::ADV,కలిసి,juntos
713,lange::ADV,బహుకాలము,muito tempo
714,plötzlich::ADV,హరాత్తుగ,de repente
715,sofort::ADV,తక్షణము,imediatamente
716,später::ADV,ఇటీవలి,mais tarde
717,jetzt::ADV,ఇప్పుడు,agora
718,heute::ADV,నేడు,hoje
719,morgen::ADV,ఱేపు,amanhã
720,bald::ADV,శీఘ్రముగ,logo
721,bald::ADV,శీఘ్రముగ,breve
722,dann::ADV,అప్పుడు,então
723,dann::ADV,అప్పుడు,depois
724,gestern::ADV,నిన్నటి దినము,ontem
725,einst::ADV,పూర్వమొకప్పుడు,antigamente
726,damals::ADV,అప్పుడు,então
727,danach::ADV,అప్పుడు,logo
728,danach::ADV,అప్పుడు,depois
729,vorher::ADV,ఎదుట,antes
730,zuerst::ADV,మొదటిలో,primeiro
731,einmal::ADV,ఒకసారి,uma vez
732,manchmal::ADV,అప్పటప్పటికి,às vezes
733,oft::ADV,తఱచుగా,muitas vezes
734,immer::ADV,ఎల్లప్పుడు,sempre
735,niemals::ADV,ఎప్పుడునులేదు,nunca
736,hier::ADV,ఇక్కడ,cá
737,hier::ADV,ఇక్కడ,aqui
738,hierhin::ADV,ఇక్కడకు,para cá
739,von hier::ADV,ఇక్కడనుండి,daqui
740,dort::ADV,అక్కడ,lá
741,dort::ADV,అక్కడ,ali
742,dorthin::ADV,అక్కడికి,lá
743,dorthin::ADV,అక్కడికి,para lá
744,geradeaus::ADV,సూటిగా,em frente
745,vorwärts::ADV,ముందుకు,avante
746,rückwärts::ADV,వెనుకకు,para trás
747,zurück::ADV,వెనుకభాగము,atrás
748,unten::ADV,క్రింద,debaixo
749,unten::ADV,క్రింద,em baixo
750,hinab::ADV,కిందికి,para baixo
751,oben::ADV,మీద,em cima
752,hinauf::ADV,పైకి,para cima
753,überall::ADV,అంతటా,em toda parte
754,nicht::ADV,కాదు,não
755,ein wenig::ADV,కొంచెము,um pouco
756,ein wenig::ADV,కొంచెము,um bocado
757,kaum::ADV,చాలిచాలక,apenas
758,sehr::ADV,చాల,muito
759,so::ADV,ఆలాగున,tão
760,so::ADV,ఆలాగున,assim
761,noch::ADV,ఇప్పటికిని,ainda
762,nur::ADV,మాత్రము,só
763,nur::ADV,మాత్రము,apenas
764,nur::ADV,మాత్రము,somente
765,schon::ADV,ఇదివఱకే,já
766,wieder::ADV,తిరిగి,outra vez
767,vergebens::ADV,నిష్ఫలముగా,em vão
768,vor::PRP,ముందు,diante de
769,hinter::PRP,వెనుక,atrás de
770,unter::PRP,క్రింద,sob
771,unter::PRP,క్రింద,debaixo de
772,durch::PRP,ద్వారా,por
773,durch::PRP,ద్వారా,através de
774,neben::PRP,దగ్గెర,junto de
775,neben::PRP,దగ్గెర,ao lado de
776,zwischen::PRP,మధ్య,entre
777,wegen::PRP,కారణంగా,por
778,wegen::PRP,కారణంగా,por causa de
779,dies::PRN,ఇది,isto
780,das::PRN,అది,isso
781,das::PRN,అది,aquilo
782,alles::PRN,సకలము,todo
783,ich::PRN,నేను,eu
784,du::PRN,నీవు,tu
785,er::PRN,అతడు,ele
786,wir::PRN,మనము,nós
787,ihr::PRN,మీరు,vós
788,ihr::PRN,మీరు,vocês
789,sie::PRN,వారు,eles
790,was::FPRN,ఏమి,quê
791,wer::FPRN,ఎవడు,quem
792,wo::FADV,ఎక్కడ,onde
793,wohin::FADV,ఎందుకు,aonde
794,wohin::FADV,ఎందుకు,para onde
795,wie::FADV,ఎట్టు,como
796,warum::FADV,ఏల,porquê
797,warum::FADV,ఏల,por que
798,wieviel::FNUM,ఎంత,quanto
799,eins::NUM,ఒకటి,um
800,zwei::NUM,రెండు,dois
801,drei::NUM,మూడు,três
802,vier::NUM,నాలుగు,quatro
803,fünf::NUM,అయిదు,cinco
804,sechs::NUM,ఆఱు,seis
805,sieben::NUM,ఏరు,sete
806,acht::NUM,ఎనిమదు,oito
807,neun::NUM,తొమ్మిది,nove
808,zehn::NUM,పది,dez
809,elf::NUM,పదునొకొండు,onze
810,zwölf::NUM,పండ్రండు,doze
811,zwanzig::NUM,ఇరుపది,vinte
812,dreißig::NUM,ముప్పది,trinta
813,vierzig::NUM,నలువది,quarenta
814,fünfzig::NUM,ఏబది,cinquenta
815,sechzig::NUM,అరుపది,sessenta
816,siebzig::NUM,డెబ్బది,setenta
817,achtzig::NUM,ఎనుబది,oitenta
818,neunzig::NUM,తొంబది,noventa
819,hundert::NUM,నూఱు,cem
820,hundert::NUM,నూఱు,cento
821,tausend::NUM,వేయి,mil
822,und::CNJ,మఱియు,e
823,oder::CNJ,లేక,ou
824,stehen::V,నిలుచు,estar em pé
825,sitzen::V,కూర్చుండు,estar sentado
826,liegen::V,పండుకొనుట,jazer
827,liegen::V,పండుకొనుట,estar deitado
828,hängen::V,వ్రేలాడదీయు,pender
829,hängen::V,వ్రేలాడదీయు,estar pendurado
830,werden::V,అగు,tornar-se
831,passieren::V,సంభవించు,acontecer
832,beginnen::V,ఆరంభించు,começar
833,enden::V,తీరుట,acabar
834,enden::V,తీరుట,terminar
835,wechseln::V,మార్చు,variar
836,wechseln::V,మార్చు,alternar
837,aufgehen[Sonne]::V,ఉదయించు,nascer
838,untergehen[Sonne]::V,అస్తమించు,pôr-se
839,scheinen[Sonne]::V,ప్రకాశించు,brilhar
840,donnern::V,ఉరుముట,trovejar
841,wehen::V,దురద్పప్టము,soprar
842,strömen::V,పారుట,correr
843,fließen::V,ప్రవహించు,fluir
844,sich drehen::V,తిరుగు,girar
845,schwanken::V,ఆడించుట,oscilar
846,schwingen::V,ఊగుట,vibrar
847,fallen::V,పడు,cair
848,brennen::V,కాలుట,arder
849,rauchen::V,పొగసుట,fumegar
850,regnen::V,కురిపించుట,chover
851,gefrieren::V,గడ్డకట్టు,gelar
852,gefrieren::V,గడ్డకట్టు,congelar
853,tauen::V,కరగు,derreter
854,tauen::V,కరగు,descongelar
855,schmelzen::V,కరగు,fundir-se
856,trocknen::V,యెండుట,secar
857,sieden::V,ఉడుకు,ferver
858,faulen::V,క్రుళ్లు,estragar-se
859,verfaulen::V,క్షిణించు,apodrecer
860,reißen::V,చించు,romper-se
861,versinken::V,మునుగు,afundar-se
862,vergehen::V,సంభవించు,passar
863,erscheinen::V,కనబడు,aparecer
864,verschwinden::V,అదృశ్యమగు,desaparecer
865,sinken::V,ముణుగుట,descer
866,abnehmen::V,తగ్గు,diminuir
867,abnehmen::V,తగ్గు,decrescer
868,zunehmen::V,పెరుగుట,crescer
869,zunehmen::V,పెరుగుట,aumentar
870,steigen::V,లేచు,subir
871,wachsen::V,పెరుగు,crescer
872,glänzen::V,ప్రకాశించు,brilhar
873,funkeln::V,ప్రకాశించు,cintilar
874,lärmen::V,అరుచుట,fazer barulho
875,läuten::V,మేళవించుట,chocalhar
876,klingeln::V,వాయించుట,tocar
877,klirren::V,ఘంటానాదము,tinir
878,brausen::V,గర్జించు,bramar
879,rauschen::V,చటచటమనుట,murmurar
880,rauschen::V,చటచటమనుట,rumorejar
881,klingen::V,ధ్వనించుట,soar
882,bellen::V,అఱచు,ladrar
883,heulen::V,కూయు,uivar
884,blasen::V,దురద్పప్టము,soprar
885,pfeifen::V,ఈలవేయు,assobiar
886,schreien::V,అఱచు,gritar
887,stöhnen::V,మూలుగు,gemer
888,zittern::V,వణకు,tremer
889,leben::V,జీవించుట,viver
890,geboren werden::V,పుట్టుట,nascer
891,atmen::V,ఉపిరి తీయు,respirar
892,trinken::V,త్రాగు,beber
893,essen::V,తిను,comer
894,schlucken::V,మ్రింగు,engolir
895,müde werden::V,అలయు,cansar-se
896,einschlafen::V,నిద్రించు,adormecer
897,schlafen::V,నిద్రురించు,dormir
898,aufwachen::V,మేలుకొను,acordar
899,aufstehen::V,లేచు,levantar-se
900,sich erholen::V,నడ్డి వాల్చు,descansar
901,krank werden::V,జబ్బుపడు,adoecer
902,krank werden::V,జబ్బుపడు,ficar doente
903,krank sein::V,జబ్బు చేయు,estar doente
904,schmerzen::V,నొచ్చుట,doer
905,husten::V,దగ్గుట,tossir
906,genesen::V,కుదురుట,convalescer
907,sterben::V,మరణించు,morrer
908,umkommen::V,నశించు,perecer
909,sich bewegen::V,కదలు,mover-se
910,sich rühren::V,కదలు,mexer-se
911,sich erheben::V,లేచు,levantar-se
912,sich setzen::V,కూర్చుణ్డు,sentar-se
913,hinfallen::V,దొర్లు,cair
914,laufen::V,నడచు,andar
915,laufen::V,నడచు,caminhar
916,schreiten::V,అడుగుపెట్టుట,andar
917,schreiten::V,అడుగుపెట్టుట,caminhar
918,spazierengehen::V,పచారు చేయు,passear
919,eilen::V,తొందరపడు,apressar-se
920,sich beeilen::V,త్వరపెట్టు,apressar-se
921,sich beeilen::V,త్వరపెట్టు,despachar-se
922,sausen::V,విసరికొట్టు,correr
923,rennen::V,పరుగెత్తు,correr
924,springen::V,దుముకు,saltar
925,klettern::V,ఎక్కు,trepar
926,schaukeln::V,ఉయ్యాల ఊగు ,baloiçar
927,kriechen::V,ప్రాకు,rastejar
928,kriechen::V,ప్రాకు,arrastar-se
929,schwimmen::V,ఈదు,nadar
930,tauchen::V,మునుగు,mergulhar
931,rudern::V,తెడ్లతోఁగడపు,remar
932,fahren::V,నడపు,ir
933,fliegen::V,ఎగురు,voar
934,gehen::V,పోవు,ir
935,gehen::V,పోవు,andar
936,weggehen::V,బయలుదేరు,partir
937,weggehen::V,బయలుదేరు,ir-se embora
938,abfahren::V,విడిచిపోవు,sair
939,abfahren::V,విడిచిపోవు,partir
940,anhalten::V,నిలుపు,parar
941,hineingehen::V,ప్రవేశించు,entrar
942,eintreten::V,ప్రవేశించు,entrar
943,kommen::V,వచ్చు,vir
944,ankommen::V,వచ్చి చేరు,chegar
945,zurückkommen::V,తిరిగీవచ్చుట,voltar
946,zurückkommen::V,తిరిగీవచ్చుట,regressar
947,bleiben::V,ఉండు,ficar
948,bleiben::V,ఉండు,permanecer
949,warten::V,కనిపెట్టు,esperar
950,erwarten::V,నిరిక్షించు,esperar
951,erwarten::V,నిరిక్షించు,aguardar
952,suchen::V,వెదకు,buscar
953,suchen::V,వెదకు,procurar
954,finden::V,కనుగొను,achar
955,finden::V,కనుగొను,encontrar
956,versuchen::V,ప్రయత్నించు,tentar
957,vorbereiten::V,తయారుచేయు,preparar
958,lieben::V,ప్రేమించు,amar
959,lieben::V,ప్రేమించు,querer
960,mögen::V,ఇష్టపడు,gostar de
961,lachen::V,నవ్వు,rir
962,lachen::V,నవ్వు,rir-se
963,rühren::V,గుండె తాకు,comover
964,weinen::V,వీడ్చు,chorar
965,schimpfen::V,గొణుగు,ralhar
966,sich ärgern::V,అలుగు,zangar-se
967,sich fürchten::V,భయపడు,ter medo de
968,sich fürchten::V,భయపడు,ter receio de
969,fürchten::V,భయపడు,temer
970,fürchten::V,భయపడు,recear
971,fliehen::V,పాఱిపోపు,fugir
972,flüchten::V,తప్పించుకొను,refugiar-se
973,sehen::V,చూచు,ver
974,anschauen::V,చూచు,olhar
975,ansehen::V,కాచియుండు,mirar
976,hören::V,విను,ouvir
977,zuhören::V,విను,escutar
978,probieren::V,చవిచూచుట,provar
979,probieren::V,చవిచూచుట,saborear
980,riechen::V,వాసనచూచు,cheirar
981,fühlen::V,స్పర్శించుట,sentir
982,scheinen::V,కనబడు,parecer
983,zu sehen sein::V,చూవు,estar à vista
984,vernehmen::V,విను,ouvir
985,frieren::V,చలికి వడకు,ter frio
986,tun::V,చేయు,fazer
987,können::V,గల,saber
988,wollen::V,కోరు,querer
989,anfangen::V,ఆరంభించు,iniciar
990,beenden::V,ముగించు,acabar
991,beenden::V,ముగించు,terminar
992,aufhören::V,నిలుపు,cessar
993,aufhören::V,నిలుపు,desistir
994,gelingen::V,గెలుపాందు,sair bem
995,gelingen::V,గెలుపాందు,dar bom resultado
996,geraten::V,వెలువడు,sair
997,geraten::V,వెలువడు,dar resultado
998,öffnen::V,తెఱచు,abrir
999,schließen::V,మూయు,fechar
1000,stellen::V,ఉంచు,pôr
1001,stellen::V,ఉంచు,colocar
1002,setzen::V,ఉంచు,pôr
1003,setzen::V,ఉంచు,meter
1004,legen::V,పెట్టు,pôr
1005,legen::V,పెట్టు,meter
1006,berühren::V,తాకు,tocar
1007,verbinden::V,చేర్చుట,unir
1008,verbinden::V,చేర్చుట,ligar
1009,bedecken::V,మూయు,cobrir
1010,aufhängen::V,వ్రేలాడదీయు,pendurar
1011,anzünden::V,వెలిగించు,acender
1012,aufheben::V,సేకరించు,apanhar
1013,aufheben::V,సేకరించు,levantar
1014,zurücklassen::V,విడుచు,deixar
1015,verlieren::V,పోగొట్టుకొను,perder
1016,fallen lassen::V,జాఱవిడుచు,deixar cair
1017,machen::V,చేయు,fazer
1018,herstellen::V,ఉత్పత్తిచేయు,produzir
1019,bauen::V,నిర్మించు,edificar
1020,bauen::V,నిర్మించు,construir
1021,reparieren::V,సరిచేయు,reparar
1022,reparieren::V,సరిచేయు,consertar
1023,verbessern::V,వృద్ధి చేయు,melhorar
1024,ändern::V,మార్చు,mudar
1025,ändern::V,మార్చు,alterar
1026,graben::V,త్రవ్వు,cavar
1027,beugen::V,వంచు,curvar
1028,biegen::V,వంచు,vergar
1029,drehen::V,నూలువడుకు,girar
1030,wenden::V,త్రిప్పు,virar
1031,wenden::V,త్రిప్పు,voltar
1032,umdrehen::V,త్రిప్పు,virar
1033,umdrehen::V,త్రిప్పు,revolver
1034,heben::V,ఎత్తు,levantar
1035,hochheben::V,ఎత్తు,erguer
1036,hochheben::V,ఎత్తు,levantar
1037,ergreifen::V,వశపఱచుకొను,apanhar
1038,halten::V,ఉంచు,segurar
1039,drücken::V,అణచు,apertar
1040,schieben::V,నొక్కు,empurrar
1041,kratzen::V,గోకు,raspar
1042,lecken::V,నాకు,lamber
1043,beißen::V,కఱచు,morder
1044,abreißen::V,తెగతెంచు,arrancar
1045,abschneiden::V,తెగకొట్టు,talhar
1046,binden::V,కట్టు,ligar
1047,stecken::V,తగులుకొనివుండుట,meter
1048,stecken::V,తగులుకొనివుండుట,enfiar
1049,brechen::V,పగులగొట్టు,romper
1050,brechen::V,పగులగొట్టు,quebrar
1051,klopfen::V,కొట్టు,bater
1052,hauen::V,కొట్టు,bater
1053,kleben::V,అంటుకొను,colar
1054,reiben::V,రాచు,esfregar
1055,streichen::V,వ్యాపింపజేయు,barrar
1056,schleifen::V,రాచు,afiar
1057,schneiden::V,కోయు,cortar
1058,rütteln::V,కుదిలించుట,sacudir
1059,schütteln::V,కదల్చు,abanar
1060,schütteln::V,కదల్చు,sacudir
1061,schwenken::V,ఊచుట,agitar
1062,schütten::V,పోయు,deitar
1063,füllen::V,నింపు,encher
1064,einwickeln::V,చుట్టు,envolver
1065,einwickeln::V,చుట్టు,embrulhar
1066,tragen::V,మోయు,levar
1067,tragen::V,మోయు,trazer
1068,schleppen::V,ఈడ్చు,arrastar
1069,ziehen::V,ఈడ్చు,puxar
1070,aufbewahren::V,కాపాడు,guardar
1071,aufbewahren::V,కాపాడు,conservar
1072,werfen::V,విసరు,lançar
1073,fangen::V,పట్టుకొను,apanhar
1074,packen::V,పట్టుకొను,agarrar
1075,verstecken::V,దాచు,esconder
1076,teilen::V,భాగించు,partir
1077,teilen::V,భాగించు,dividir
1078,schicken::V,పంపు,enviar
1079,bringen::V,తెచ్చు,trazer
1080,hinzufügen::V,చేర్చు,acrescentar
1081,bekommen::V,సంపాదించు,obter
1082,erhalten::V,పుచ్చుకొను,receber
1083,nehmen::V,తీసికొను,tomar
1084,wählen::V,ఇష్టపడు,eleger
1085,wählen::V,ఇష్టపడు,escolher
1086,auswählen::V,ఏరుకొను,escolher
1087,auswählen::V,ఏరుకొను,seleccionar
1088,bewahren::V,భద్రపఱుచు,guardar
1089,bewahren::V,భద్రపఱుచు,conservar
1090,behindern::V,అడ్డగించుట,impedir
1091,verderben::V,చెఱచు,estragar
1092,verderben::V,చెఱచు,corromper
1093,beschädigen::V,చెరుపుట,danificar
1094,zerbrechen::V,పగులగొట్టు,romper
1095,zerbrechen::V,పగులగొట్టు,quebrar
1096,zerreißen::V,చించు,rasgar
1097,zerstören::V,వాశనము చేయు,destruir
1098,verbrennen::V,కాల్చు,queimar
1099,geben::V,ఇచ్చు,dar
1100,reichen::V,అందుకొనుట,passar
1101,schenken::V,అర్పించు,oferecer
1102,versprechen::V,వాగ్దత్తము చేయు,prometer
1103,wünschen::V,కోరు,desejar
1104,loben::V,స్తుతించు,louvar
1105,küssen::V,ముద్దుపెట్టుకొను,beijar
1106,wiegen::V,ఊచుట,embalar
1107,zudecken::V,మూయు,tapar
1108,zudecken::V,మూయు,cobrir
1109,wecken::V,నిద్రపలేపుట,acordar
1110,wecken::V,నిద్రపలేపుట,despertar
1111,zeigen::V,చూవు,mostrar
1112,führen::V,దారిచూపు,guiar
1113,führen::V,దారిచూపు,conduzir
1114,lehren::V,బోధించు,ensinar
1115,unterrichten::V,నేర్పు,instruir
1116,aufziehen::V,పెంచు,criar
1117,leiten::V,తీసుకపోవుట,dirigir
1118,leiten::V,తీసుకపోవుట,conduzir
1119,antreiben::V,ప్రేరేపించు,impelir
1120,lassen::V,అనుమతించు,fazer
1121,einladen::V,ఆహ్వానించు,convidar
1122,vereinigen::V,కూడుట,unir
1123,vereinigen::V,కూడుట,reunir
1124,besuchen::V,పోయి చూచు,ir ver
1125,besuchen::V,పోయి చూచు,visitar
1126,treffen::V,కలియు,encontrar
1127,sich versammeln::V,కూర్చు,reunir-se
1128,spielen::V,ఆట లాడు,jogar
1129,spielen::V,ఆట లాడు,brincar
1130,singen::V,పాడు,cantar
1131,tanzen::V,నృత్యముచేయు,bailar
1132,sich trennen::V,ఎడబాయుట,apartar-se
1133,verlassen::V,విడుచు,deixar
1134,verlassen::V,విడుచు,abandonar
1135,retten::V,తప్పించుట,salvar
1136,bewachen::V,కాపాడు,vigiar
1137,bewachen::V,కాపాడు,guardar
1138,schützen::V,రక్షించు,proteger
1139,verteidigen::V,రక్షించు,defender
1140,sich schlagen::V,జగడమాడు,brigar
1141,sich schlagen::V,జగడమాడు,bater-se
1142,schießen::V,కాల్చు,disparar
1143,siegen::V,గెలుచు,vencer
1144,ärgern::V,పీడించుట,irritar
1145,ärgern::V,పీడించుట,aborrecer
1146,schlagen::V,కొట్టు,bater
1147,treten::V,తన్ను,pisar
1148,stechen::V,కుట్టు,picar
1149,stoßen::V,గెంటు,empurrar
1150,stehlen::V,దొంగిలించు,furtar
1151,stören::V,కలతపఱచు,perturbar
1152,belästigen::V,పీడించు,incomodar
1153,belästigen::V,పీడించు,importunar
1154,verbergen::V,దాచు,ocultar
1155,verbergen::V,దాచు,esconder
1156,täuschen::V,మోసము చేయు,iludir
1157,täuschen::V,మోసము చేయు,enganar
1158,betrügen::V,మోసపుచ్చు,burlar
1159,betrügen::V,మోసపుచ్చు,enganar
1160,töten::V,చంపు,matar
1161,wohnen::V,నివసించు,morar
1162,arbeiten::V,పనిచేయు,trabalhar
1163,sammeln::V,ప్రోగుచేయు,recolher
1164,sammeln::V,ప్రోగుచేయు,coleccionar
1165,pflücken::V,యేరుట,colher
1166,jagen::V,వేటాడు,caçar
1167,fischen::V,వెదకు,pescar
1168,fassen::V,పట్టుకొమ,apanhar
1169,hüten::V,మందచేరుట,guardar
1170,treiben::V,నడపు,conduzir
1171,anbinden::V,కట్టు,atar
1172,füttern::V,భోజనము పెట్టు,dar de comer a
1173,melken::V,పాలు పితుకు,ordenhar
1174,hacken::V,నఱకు,rachar
1175,gießen::V,నీళ్ళుకట్టుట,regar
1176,reifen::V,పండుట,amadurecer
1177,zubereiten::V,వండు,preparar
1178,kochen::V,వండు,cozer
1179,backen::V,రొట్టెకాల్చు,cozer
1180,braten::V,వేపు,assar
1181,braten::V,వేపు,fritar
1182,umrühren::V,కదులుట,remexer
1183,stricken::V,అల్లు,tricotar
1184,stricken::V,అల్లు,fazer malha
1185,nähen::V,కుట్టు,coser
1186,nähen::V,కుట్టు,costurar
1187,färben::V,రంగు వేయు,tingir
1188,färben::V,రంగు వేయు,colorir
1189,reinigen::V,శుభ్రము చేయు,limpar
1190,reinigen::V,శుభ్రము చేయు,purificar
1191,waschen::V,కడుగు,lavar
1192,abwischen::V,తుడుచు,limpar
1193,abwischen::V,తుడుచు,esfregar
1194,spülen::V,నీటిలో జడించు,lavar
1195,spülen::V,నీటిలో జడించు,enxaguar
1196,fegen::V,ఊడ్చు,varrer
1197,kehren::V,ఊడ్చు,varrer
1198,baden::V,స్నానము చేయు,banhar
1199,baden::V,స్నానము చేయు,tomar banho
1200,sich waschen::V,కడుగు,lavar-se
1201,ausziehen::V,విప్పు,despir
1202,anziehen::V,ధరించు,vestir
1203,sich anziehen::V,బట్టలు వేసుకొను,vestir-se
1204,sich anziehen::V,తొడుగుకొను,vestir-se
1205,kämmen::V,దువ్వుట,pentear
1206,schmücken::V,అలంకరించు,adornar
1207,sagen::V,చెప్పు,dizer
1208,sprechen::V,చెప్పు,falar
1209,reden::V,మాటలాడు,falar
1210,sich unterhalten::V,ముచ్చటలాడు,conversar
1211,fragen::V,ప్రశ్నించు,perguntar
1212,bitten::V,కోరు,pedir
1213,erzählen::V,చెప్పు,contar
1214,mitteilen::V,తెలియజేయు,comunicar
1215,mitteilen::V,తెలియజేయు,participar
1216,nennen::V,పేరు వెట్టు,nomear
1217,nennen::V,పేరు వెట్టు,apelidar
1218,rufen::V,పిలుచు,chamar
1219,prahlen::V,జల్లి,gabar-se
1220,prahlen::V,జల్లి,vangloriar-se
1221,übersetzen::V,తర్జుమాచేయు,traduzir
1222,denken::V,ఆలోచించు,pensar
1223,glauben::V,నమ్ము,crer
1224,bemerken::V,గుర్తించు,notar
1225,bemerken::V,గుర్తించు,observar
1226,erkennen::V,గుర్తించు,reconhecer
1227,begreifen::V,గ్రహించు,apreender
1228,begreifen::V,గ్రహించు,compreender
1229,verstehen::V,గ్రహించు,entender
1230,verstehen::V,గ్రహించు,compreender
1231,lernen::V,నేర్చు కొను,aprender
1232,wissen::V,తెలిసికొను,saber
1233,sich erinnern an::V,జ్ఞాపకముంచుకొను,lembrar-se de
1234,sich erinnern an::V,జ్ఞాపకముంచుకొను,recordar-se de
1235,vergessen::V,మఱచిపోవు,esquecer
1236,messen::V,కొలుచుట,medir
1237,zählen::V,లెక్కపెట్టు,contar
1238,rechnen::V,లెక్కపెట్టు,calcular
1239,lesen::V,చదువు,ler
1240,malen::V,పూనుట,pintar
1241,zeichnen::V,వ్రాసుట,desenhar
1242,schreiben::V,వ్రాయు,escrever
1243,besitzen::V,కలిగియుండు,possuir
1244,kaufen::V,కొను,comprar
1245,verkaufen::V,అమ్ము,vender
1246,bezahlen::V,చెల్లించు,pagar
1247,zahlen::V,చెల్లించు,pagar
1248,beherrschen::V,ఏలు,imperar
1249,ertragen::V,భరించు,suportar
