,Concept_ID,fi,fr
82,Rauch::N,savu,fumée
83,Funke::N,kipinä,étincelle
84,Feuer::N,tuli,feu
85,Licht::N,valo,lumière
86,Schatten::N,varjo,ombre
87,Wetter::N,sää,temps
88,Nebel::N,sumu,brume
89,Nebel::N,sumu,brouillard
90,Wolke::N,pilvi,nuage
91,Regen::N,sade,pluie
92,Schnee::N,lumi,neige
93,Eis::N,jää,glace
94,Frost::N,halla,gel
95,Frost::N,halla,gelée
96,Frost::N,pakkanen,gel
97,Frost::N,pakkanen,gelée
98,Kälte::N,vilu,froid
99,Kälte::N,kylmyys,froid
100,Hitze::N,helle,chaleur
101,Hitze::N,kuumuus,chaleur
102,Raureif::N,huurre,givre
103,Regenbogen::N,sateenkaari,arc-en-ciel
104,Donner::N,jyrinä,tonnerre
105,Strömung::N,virtaus,courant
106,Tropfen::N,tippa,goutte
107,Tropfen::N,pisara,goutte
108,Schaum::N,vaahto,écume
109,Schaum::N,vaahto,mousse
110,Schmutz::N,loka,boue
111,Schmutz::N,loka,saleté
112,See::N,järvi,lac
113,Sumpf::N,suo,marais
114,Sumpf::N,suo,marécage
115,Moor::N,räme,tourbière
116,Wiese::N,niitty,pré
117,Wald::N,metsä,bois
118,Wald::N,metsä,forêt
119,Hügel::N,mäki,coteau
120,Hügel::N,mäki,colline
121,Hügel::N,kumpu,coteau
122,Hügel::N,kumpu,colline
123,Hügel::N,kukkula,coteau
124,Hügel::N,kukkula,colline
125,Anhöhe::N,mäki,éminence
126,Anhöhe::N,mäki,élévation
127,Anhöhe::N,kumpare,éminence
128,Anhöhe::N,kumpare,élévation
129,Berg::N,mäki,mont
130,Berg::N,mäki,montagne
131,Berg::N,vuori,mont
132,Berg::N,vuori,montagne
133,Gipfel::N,laki,cime
134,Gipfel::N,laki,sommet
135,Gipfel::N,huippu,cime
136,Gipfel::N,huippu,sommet
137,Höhle::N,luola,caverne
138,Abhang::N,rinne,pente
139,Abhang::N,rinne,versant
140,Quelle::N,lähde,source
141,Quelle::N,lähde,fontaine
142,Bach::N,puro,ruisseau
143,Fluss::N,joki,fleuve
144,Fluss::N,joki,rivière
145,Ufer::N,ranta,bord
146,Ufer::N,ranta,rivage
147,Küste::N,rannikko,côte
148,Festland::N,manner,terre ferme
149,Meer::N,meri,mer
150,Bucht::N,lahti,baie
151,Insel::N,saari,île
152,Blume::N,kukka,fleur
153,Gras::N,ruoho,herbe
154,Wurzel::N,juuri,racine
155,Baum::N,puu,arbre
156,Stamm::N,runko,tronc
157,Rinde::N,kuori,écorce
158,Rinde::N,parkki,écorce
159,Ast::N,oksa,branche
160,Zweig::N,haara,rameau
161,Blatt::N,lehti,feuille
162,Birke::N,koivu,bouleau
163,Kiefer[Baum]::N,mänty,pin
164,Kiefer[Baum]::N,petäjä,pin
165,Weide[Baum]::N,paju,saule
166,Tanne::N,kuusi,sapin
167,Horn::N,sarvi,corne
168,Feder::N,sulka,plume
169,Feder::N,höyhen,plume
170,Fell::N,talja,peau
171,Flügel::N,siipi,aile
172,Klaue::N,kynsi,serre
173,Kralle::N,kynsi,ongle
174,Kralle::N,kynsi,griffe
175,Schwanz::N,häntä,queue
176,Schwanz::N,pyrstö,queue
177,Ei::N,muna,œuf
178,Nest::N,pesä,nid
179,Bau::N,pesä,terrier
180,Tier::N,eläin,animal
181,Herde::N,lauma,troupeau
182,Kuh::N,lehmä,vache
183,Bulle::N,sonni,taureau
184,Pferd::N,hevonen,cheval
185,Schaf::N,lammas,mouton
186,Schwein::N,sika,porc
187,Schwein::N,sika,cochon
188,Hund::N,koira,chien
189,Katze::N,kissa,chat
190,Bär::N,karhu,ours
191,Eichhörnchen::N,orava,écureuil
192,Elch::N,hirvi,élan
193,Fuchs::N,kettu,renard
194,Hase::N,jänis,lièvre
195,Maus::N,hiiri,souris
196,Wolf::N,susi,loup
197,Vogel::N,lintu,oiseau
198,Schwarm::N,parvi,nuée
199,Schwarm::N,parvi,volée
200,Huhn::N,kana,poule
201,Hahn::N,kukko,coq
202,Gans::N,hanhi,oie
203,Adler::N,kotka,aigle
204,Ente::N,ankka,canard
205,Eule::N,pöllö,hibou
206,Kranich::N,kurki,grue
207,Krähe::N,varis,corneille
208,Kuckuck::N,käki,coucou
209,Schwan::N,joutsen,cygne
210,Fisch::N,kala,poisson
211,Barsch::N,ahven,perche
212,Hecht::N,hauki,brochet
213,Schlange[Tier]::N,käärme,serpent
214,Wurm::N,mato,ver
215,Spinne::N,hämähäkki,araignée
216,Ameise::N,muurahainen,fourmi
217,Laus::N,täi,pou
218,Mücke::N,sääski,moucheron
219,Mücke::N,hyttynen,moucheron
220,Fliege::N,kärpänen,mouche
221,Schmetterling::N,perhonen,papillon
222,Beere::N,marja,baie
223,Apfel::N,omena,pomme
224,Pilz::N,sieni,champignon
225,Zwiebel::N,sipuli,oignon
226,Saat::N,siemenet,semence
227,Korn::N,jyvä,grain
228,Korn::N,vilja,grain
229,Heu::N,heinä,foin
230,Schale::N,kuori,pelure
231,Grube::N,kuoppa,fosse
232,Falle::N,loukku,piège
233,Schlinge::N,ansa,lacs
234,Spur::N,jälki,trace
235,Asche::N,tuhka,cendre
236,Dreck::N,lika,crotte
237,Eisen::N,rauta,fer
238,Gold::N,kulta,or
239,Silber::N,hopea,argent
240,Kohle::N,hiili,charbon
241,Glas::N,lasi,verre
242,Lehm::N,savi,glaise
243,Sand::N,hiekka,sable
244,Mensch::N,ihminen,homme
245,Mann::N,mies,homme
246,Frau::N,nainen,femme
247,Kind::N,lapsi,enfant
248,Junge::N,poika,garçon
249,Mädchen::N,tyttö,fille
250,Mädchen::N,tyttö,jeune fille
251,Familie::N,perhe,famille
252,Großvater::N,isoisä,grand-père
253,Großmutter::N,isoäiti,grand-mère
254,Eltern::N,vanhemmat,parents
255,Vater::N,isä,père
256,Mutter::N,äiti,mère
257,Sohn::N,poika,fils
258,Tochter::N,tytär,fille
259,Bruder::N,veli,frère
260,Schwester::N,sisko,sœur
261,Onkel::N,eno,oncle
262,Onkel::N,setä,oncle
263,Tante::N,täti,tante
264,Ehemann::N,mies,mari
265,Ehemann::N,mies,époux
266,Ehemann::N,aviomies,mari
267,Ehemann::N,aviomies,époux
268,Ehefrau::N,vaimo,femme
269,Ehefrau::N,vaimo,épouse
270,Ehefrau::N,aviovaimo,femme
271,Ehefrau::N,aviovaimo,épouse
272,Freude::N,ilo,joie
273,Freude::N,ilo,plaisir
274,Freude::N,riemu,joie
275,Freude::N,riemu,plaisir
276,Gelächter::N,nauru,rires
277,Glück::N,onni,bonheur
278,Kummer::N,suru,peine
279,Kummer::N,suru,chagrin
280,Kummer::N,murhe,peine
281,Kummer::N,murhe,chagrin
282,Wunsch::N,toive,désir
283,Wunsch::N,toivomus,désir
284,Lust::N,himo,envie
285,Geist::N,henki,esprit
286,Gedanke::N,aate,idée
287,Gedanke::N,aate,pensée
288,Gedanke::N,ajatus,idée
289,Gedanke::N,ajatus,pensée
290,Gedächtnis::N,muisti,mémoire
291,Verstand::N,äly,raison
292,Verstand::N,järki,raison
293,Verstand::N,ymmärrys,raison
294,Sinn::N,merkitys,sens
295,Grund::N,syy,cause
296,Grund::N,syy,raison
297,Grund::N,peruste,cause
298,Grund::N,peruste,raison
299,Wahrheit::N,tosi,vérité
300,Wahrheit::N,totuus,vérité
301,Gespräch::N,puhelu,conversation
302,Gespräch::N,keskustelu,conversation
303,Märchen::N,satu,conte
304,Märchen::N,satu,conte de fées
305,Erzählung::N,tarina,conte
306,Erzählung::N,tarina,narration
307,Erzählung::N,kertomus,conte
308,Erzählung::N,kertomus,narration
309,Nachricht::N,tieto,message
310,Nachricht::N,ilmoitus,message
311,Neuigkeit::N,uutinen,nouvelle
312,Name::N,nimi,nom
313,Rätsel::N,arvoitus,énigme
314,Rätsel::N,arvoitus,devinette
315,Rede::N,puhe,parole
316,Rede::N,puhe,discours
317,Sprache::N,kieli,langue
318,Sprache::N,kieli,langage
319,Stimme::N,ääni,voix
320,Wort::N,sana,mot
321,Zeichen::N,merkki,signe
322,Ruf::N,kutsu,cri
323,Ruf::N,kutsu,appel
324,Lärm::N,melu,bruit
325,Lärm::N,hälinä,bruit
326,Laut::N,ääni,son
327,Ton::N,sävel,ton
328,Lied::N,laulu,chant
329,Lied::N,laulu,chanson
330,Ruhe::N,lepo,calme
331,Ruhe::N,lepo,tranquillité
332,Ruhe::N,rauha,calme
333,Ruhe::N,rauha,tranquillité
334,Leute::N,väki,gens
335,Leute::N,ihmiset,gens
336,Volk::N,kansa,peuple
337,Arbeit::N,työ,travail
338,Gast::N,vieras,hôte
339,Gast::N,vieras,invité
340,Geschenk::N,lahja,cadeau
341,Geschenk::N,lahja,présent
342,Spiel::N,peli,jeu
343,Spiel::N,leikki,jeu
344,Gesellschaft::N,seura,compagnie
345,Hilfe::N,apu,aide
346,Hilfe::N,apu,secours
347,Freund::N,ystävä,ami
348,Kamerad::N,toveri,copain
349,Kamerad::N,toveri,camarade
350,Angelegenheit::N,asia,affaire
351,Anzahl::N,lukumäärä,nombre
352,Art::N,laji,sorte
353,Art::N,laji,espèce
354,Stück::N,pala,morceau
355,Stück::N,kappale,morceau
356,Teil::N,osa,part
357,Teil::N,osa,partie
358,Hälfte::N,puoli,moitié
359,Kreis::N,ympyrä,cercle
360,Kreuz::N,risti,croix
361,Linie::N,viiva,ligne
362,Strich::N,piirto,trait
363,Abstand::N,väli,écart
364,Abstand::N,väljyys,écart
365,Entfernung::N,etäisyys,distance
366,Gegend::N,seutu,région
367,Gegend::N,seutu,contrée
368,Platz::N,tila,place
369,Ort::N,kohta,lieu
370,Ort::N,kohta,endroit
371,Ort::N,paikka,lieu
372,Ort::N,paikka,endroit
373,Seite::N,sivu,côté
374,Seite::N,kylki,côté
375,Mitte::N,keskus,milieu
376,Mitte::N,puoliväli,milieu
377,Gegenstand::N,kalu,objet
378,Gegenstand::N,esine,objet
379,Sache::N,asia,chose
380,Rand::N,ääri,bord
381,Rand::N,syrjä,bord
382,Kante::N,särmä,arête
383,Ecke::N,nurkka,coin
384,Ecke::N,nurkka,tournant
385,Spitze::N,terä,cime
386,Spitze::N,terä,pointe
387,Spitze::N,kärki,cime
388,Spitze::N,kärki,pointe
389,Ende::N,pää,bout
390,Ende::N,perä,bout
391,Loch::N,kolo,trou
392,Loch::N,reikä,trou
393,Winkel::N,kulma,coin
394,Winkel::N,kulma,réduit
395,Muster::N,kuvio,dessin
396,Größe::N,koko,grandeur
397,Größe::N,suuruus,grandeur
398,Länge::N,pituus,longueur
399,Höhe::N,korkeus,hauteur
400,Höhe::N,korkeus,altitude
401,Gewicht::N,paino,poids
402,Menge::N,määrä,quantité
403,Haufen::N,kasa,tas
404,Reihe::N,rivi,file
405,Reihe::N,rivi,rangée
406,Boot::N,vene,canot
407,Boot::N,vene,bateau
408,Ruder::N,airo,rame
409,Ruder::N,airo,aviron
410,Schlitten::N,reki,traîneau
411,Schlitten::N,kelkka,traîneau
412,Ski::N,suksi,ski
413,Lagerfeuer::N,nuotio,feu de camp
414,Last::N,kuorma,charge
415,Last::N,kuorma,fardeau
416,Gang::N,kulku,tour
417,Gang::N,kulku,marche
418,Gang::N,käynti,tour
419,Gang::N,käynti,marche
420,Schritt::N,askel,pas
421,Norden::N,pohjoinen,nord
422,Süden::N,etelä,sud
423,Westen::N,länsi,ouest
424,Westen::N,länsi,occident
425,Osten::N,itä,est
426,Osten::N,itä,orient
427,Holz::N,puu,bois
428,Brett::N,lauta,planche
429,Platte::N,levy,plaque
430,Stütze::N,noja,appui
431,Stütze::N,noja,soutien
432,Stange::N,tanko,barre
433,Stange::N,tanko,perche
434,Stock::N,keppi,canne
435,Stab::N,sauva,bâton
436,Stab::N,seiväs,bâton
437,Rohr::N,putki,tube
438,Rohr::N,putki,tuyau
439,Haus::N,talo,maison
440,Heim::N,koti,maison
441,Ofen::N,uuni,poêle
442,Fußboden::N,lattia,plancher
443,Tisch::N,pöytä,table
444,Stuhl::N,tuoli,chaise
445,Wiege::N,kehto,berceau
446,Bett::N,sänky,lit
447,Regal::N,hylly,étagère
448,Kiste::N,arkku,caisse
449,Kiste::N,kirstu,caisse
450,Kiste::N,laatikko,caisse
451,Fenster::N,ikkuna,fenêtre
452,Tür::N,ovi,porte
453,Tor::N,portti,porte
454,Tor::N,portti,portail
455,Zaun::N,aita,clôture
456,Dach::N,katto,toit
457,Leiter::N,tikkaat,échelle
458,Leiter::N,tikapuut,échelle
459,Besen::N,luuta,balai
460,Spaten::N,lapio,bêche
461,Schaufel::N,lapio,pelle
462,Gabel::N,haarukka,fourchette
463,Löffel::N,lusikka,cuiller
464,Messer::N,veitsi,couteau
465,Nagel::N,naula,clou
466,Netz::N,verkko,filet
467,Haken::N,haka,croc
468,Haken::N,haka,crochet
469,Haken::N,koukku,croc
470,Haken::N,koukku,crochet
471,Griff::N,ripa,prise
472,Griff::N,ripa,manche
473,Griff::N,kahva,prise
474,Griff::N,kahva,manche
475,Schloss::N,lukko,serrure
476,Bild::N,kuva,image
477,Bild::N,kuva,tableau
478,Figur::N,kuvio,figure
479,Puppe::N,nukke,poupée
480,Beutel::N,pussi,sac
481,Beutel::N,pussi,petit sac
482,Bündel::N,nippu,paquet
483,Bündel::N,nippu,faisceau
484,Bündel::N,kimppu,paquet
485,Bündel::N,kimppu,faisceau
486,Tasche::N,laukku,sac
487,Eimer::N,sanko,seau
488,Eimer::N,ämpäri,seau
489,Deckel::N,kansi,couvercle
490,Geschirr::N,astia,vaisselle
491,Sack::N,säkki,sac
492,Tasse::N,kuppi,tasse
493,Topf::N,pata,pot
494,Topf::N,pata,marmite
495,Kessel::N,kattila,chaudron
496,Essen::N,syönti,repas
497,Essen::N,syönti,manger
498,Nahrung::N,ruoka,nourriture
499,Nahrung::N,ravinto,nourriture
500,Speise::N,ruoka,plat
501,Fleisch::N,liha,viande
502,Getreide::N,vilja,blé
503,Getreide::N,vilja,céréales
504,Brei::N,puuro,purée
505,Brei::N,puuro,bouillie
506,Brot::N,leipä,pain
507,Scheibe::N,viipale,tranche
508,Fett::N,rasva,graisse
509,Butter::N,voi,beurre
510,Öl::N,öljy,huile
511,Salz::N,suola,sel
512,Suppe::N,keitto,soupe
513,Suppe::N,keitto,potage
514,Honig::N,hunaja,miel
515,Milch::N,maito,lait
516,Tee::N,tee,thé
517,Leder::N,nahka,cuir
518,Wolle::N,villa,laine
519,Stoff::N,kangas,tissu
520,Stoff::N,kangas,étoffe
521,Nadel::N,neula,aiguille
522,Faden::N,lanka,fil
523,Knopf::N,nappi,bouton
524,Knoten::N,solmu,nœud
525,Farbe::N,maali,peinture
526,Kleidung::N,vaatteet,vêtements
527,Kleidung::N,vaatteet,habillement
528,Hemd::N,paita,chemise
529,Kragen::N,kaulus,col
530,Ärmel::N,hiha,manche
531,Hose::N,housut,pantalon
532,Gürtel::N,vyö,ceinture
533,Mütze::N,lakki,bonnet
534,Mütze::N,lakki,casquette
535,Schuh::N,kenkä,soulier
536,Schuh::N,kenkä,chaussure
537,Stiefel::N,saapas,botte
538,Ring::N,sormus,bague
539,Band::N,nauha,ruban
540,Kamm::N,kampa,peigne
541,Spiegel::N,peili,glace
542,Spiegel::N,peili,miroir
543,Riemen::N,hihna,lanière
544,Riemen::N,hihna,courroie
545,Schnur::N,naru,corde
546,Schnur::N,naru,ficelle
547,Schnur::N,nuora,corde
548,Schnur::N,nuora,ficelle
549,Leine::N,talutushihna,laisse
550,Decke::N,peite,couverture
551,Kissen::N,tyyny,oreiller
552,Kissen::N,pielus,oreiller
553,Tuch::N,huivi,drap
554,Tuch::N,huivi,fichu
555,Handtuch::N,pyyheliina,serviette
556,Handtuch::N,pyyheliina,essuie-mains
557,Kraft::N,väki,force
558,Kraft::N,voima,force
559,Stärke::N,vahvuus,vigueur
560,Gesundheit::N,terveys,santé
561,Krankheit::N,tauti,maladie
562,Krankheit::N,sairaus,maladie
563,Schmerz::N,kipu,douleur
564,Schmerz::N,särky,douleur
565,Wunde::N,haava,plaie
566,Wunde::N,haava,blessure
567,Fieber::N,kuume,fièvre
568,Arznei::N,lääke,remède
569,Arznei::N,lääke,médecine
570,Brücke::N,silta,pont
571,Brunnen::N,kaivo,puits
572,Weide::N,laidun,pâturage
573,Pfad::N,polku,sentier
574,Weg::N,tie,voie
575,Weg::N,tie,chemin
576,Straße::N,katu,route
577,Dorf::N,kylä,village
578,Stadt::N,kaupunki,cité
579,Stadt::N,kaupunki,ville
580,Brief::N,kirje,lettre
581,Buch::N,kirja,livre
582,Buchstabe::N,kirjain,lettre
583,Buchstabe::N,kirjain,caractère
584,Zeitung::N,lehti,journal
585,Zeitung::N,sanomalehti,journal
586,Leben::N,elo,vie
587,Leben::N,elämä,vie
588,Tod::N,kuolema,mort
589,Grab::N,hauta,tombe
590,Kirche::N,kirkko,église
591,Sünde::N,synti,péché
592,Gott::N,jumala,dieu
593,Arbeiter::N,työläinen,ouvrier
594,Arbeiter::N,työläinen,travailleur
595,Chef::N,päällikkö,chef
596,Chef::N,päällikkö,patron
597,Meister::N,mestari,maître
598,Arzt::N,lääkäri,médecin
599,Lehrer::N,opettaja,professeur
600,Lehrer::N,opettaja,instituteur
601,Geld::N,raha,argent
602,Geschäft::N,liike,affaire
603,Geschäft::N,liike,commerce
604,Laden::N,puoti,magasin
605,Laden::N,puoti,boutique
606,Laden::N,kauppa,magasin
607,Laden::N,kauppa,boutique
608,Preis::N,hinta,prix
609,Ware::N,tavara,marchandise
610,Nutzen::N,hyöty,profit
611,Reichtum::N,rikkaus,richesse
612,Welt::N,maailma,monde
613,Land::N,maa,pays
614,Staat::N,valtio,État
615,König::N,kuningas,roi
616,Macht::N,mahti,pouvoir
617,Macht::N,mahti,puissance
618,Grenze::N,raja,frontière
619,Krieg::N,sota,guerre
620,Feind::N,vihollinen,ennemi
621,Gewalt::N,väkivalta,violence
622,Kampf::N,taistelu,lutte
623,Kampf::N,taistelu,combat
624,Bogen[Waffe]::N,jousi,arc
625,Pfeil::N,nuoli,flèche
626,Gewehr::N,kivääri,fusil
627,Fehler::N,vika,faute
628,Fehler::N,vika,erreur
629,Fehler::N,virhe,faute
630,Fehler::N,virhe,erreur
631,Lüge::N,valhe,mensonge
632,Schaden::N,vaurio,dégât
633,Schaden::N,vaurio,dommage
634,Schaden::N,vahinko,dégât
635,Schaden::N,vahinko,dommage
636,Unglück::N,vahinko,malheur
637,Unglück::N,onnettomuus,malheur
638,Schuld::N,syy,faute
639,Schuld::N,syy,culpabilité
640,Alter::N,ikä,âge
641,Schluss::N,loppu,fin
642,Zeit::N,aika,temps
643,Tag::N,päivä,jour
644,Tag::N,päivä,journée
645,Morgen::N,aamu,matin
646,Morgen::N,aamu,matinée
647,Morgen::N,huomen,matin
648,Morgen::N,huomen,matinée
649,Mittag::N,keskipäivä,midi
650,Abend::N,ilta,soir
651,Abend::N,ilta,soirée
652,Nacht::N,yö,nuit
653,Woche::N,viikko,semaine
654,Monat::N,kuukausi,mois
655,Jahr::N,vuosi,an
656,Jahr::N,vuosi,année
657,Frühling::N,kevät,printemps
658,Sommer::N,kesä,été
659,Herbst::N,syksy,automne
660,Winter::N,talvi,hiver
661,Januar::N,tammikuu,janvier
662,Februar::N,helmikuu,février
663,März::N,maaliskuu,mars
664,April::N,huhtikuu,avril
665,Mai::N,toukokuu,mai
666,Juni::N,kesäkuu,juin
667,Juli::N,heinäkuu,juillet
668,August::N,elokuu,août
669,September::N,syyskuu,septembre
670,Oktober::N,lokakuu,octobre
671,November::N,marraskuu,novembre
672,Dezember::N,joulukuu,décembre
673,Montag::N,maanantai,lundi
674,Dienstag::N,tiistai,mardi
675,Mittwoch::N,keskiviikko,mercredi
676,Donnerstag::N,torstai,jeudi
677,Freitag::N,perjantai,vendredi
678,Samstag::N,lauantai,samedi
679,Sonntag::N,sunnuntai,dimanche
680,groß::A,iso,grand
681,groß::A,suuri,grand
682,klein::A,pieni,petit
683,lang::A,pitkä,long
684,kurz::A,lyhyt,court
685,breit::A,leveä,large
686,schmal::A,kapea,étroit
687,dicht::A,taaja,dense
688,dick[Gegenstand]::A,paksu,épais
689,dünn::A,ohut,mince
690,fein::A,hieno,fin
691,fein::A,hieno,menu
692,fest::A,luja,ferme
693,fest::A,luja,solide
694,flach::A,litteä,plat
695,flach::A,tasainen,plat
696,glatt::A,sileä,poli
697,glatt::A,sileä,lisse
698,glatt::A,siloinen,poli
699,glatt::A,siloinen,lisse
700,hart::A,kova,dur
701,weich::A,pehmeä,mou
702,rund::A,pyöreä,rond
703,spitz::A,terävä,aigu
704,spitz::A,terävä,pointu
705,scharf::A,terävä,tranchant
706,stumpf::A,tylsä,mousse
707,stumpf::A,tylsä,émoussé
708,schwer::A,raskas,lourd
709,schwer::A,raskas,pesant
710,schwer::A,painava,lourd
711,schwer::A,painava,pesant
712,schön::A,kaunis,beau
713,heiß::A,kuuma,chaud
714,heiß::A,kuuma,très chaud
715,warm::A,lämmin,chaud
716,kalt::A,kylmä,froid
717,kalt::A,viluinen,froid
718,kühl::A,viileä,frais
719,frisch::A,tuore,frais
720,feucht::A,kostea,humide
721,nass::A,märkä,mouillé
722,trocken::A,kuiva,sec
723,voll::A,täysi,plein
724,voll::A,täysi,rempli
725,leer::A,tyhjä,vide
726,offen::A,avonainen,ouvert
727,geschlossen::A,suljettu,clos
728,geschlossen::A,suljettu,fermé
729,sauber::A,puhdas,net
730,sauber::A,puhdas,propre
731,schmutzig::A,likainen,sale
732,schmutzig::A,likainen,crasseux
733,roh::A,raaka,cru
734,roh::A,raaka,brut
735,reif::A,kypsä,mûr
736,lecker::A,herkullinen,délicieux
737,lecker::A,herkullinen,appétissant
738,süß::A,makea,doux
739,bitter::A,karvas,amer
740,bitter::A,kitkerä,amer
741,sauer::A,hapan,aigre
742,hell::A,kirkas,clair
743,hell::A,valoisa,clair
744,dunkel::A,pimeä,sombre
745,schwarz::A,musta,noir
746,weiß::A,valkea,blanc
747,rot::A,punainen,rouge
748,gelb::A,keltainen,jaune
749,blau::A,sininen,bleu
750,grün::A,vihreä,vert
751,grau::A,harmaa,gris
752,bunt::A,kirjava,multicolore
753,billig::A,halpa,bon marché
754,billig::A,huokea,bon marché
755,teuer::A,kallis,cher
756,wertvoll::A,arvokas,précieux
757,blind::A,sokea,aveugle
758,taub::A,kuuro,sourd
759,kräftig::A,väkevä,fort
760,kräftig::A,väkevä,vigoureux
761,kräftig::A,voimakas,fort
762,kräftig::A,voimakas,vigoureux
763,stark::A,vahva,fort
764,stark::A,vahva,puissant
765,schwach::A,heikko,faible
766,fett::A,lihava,gras
767,schlank::A,hoikka,svelte
768,schlank::A,solakka,svelte
769,hübsch::A,soma,joli
770,hübsch::A,sievä,joli
771,böse::A,paha,mauvais
772,böse::A,häijy,mauvais
773,dumm::A,tyhmä,sot
774,dumm::A,tyhmä,bête
775,dumm::A,typerä,sot
776,dumm::A,typerä,bête
777,faul::A,laiska,fainéant
778,faul::A,laiska,paresseux
779,fleißig::A,ahkera,appliqué
780,geizig::A,saita,avare
781,klug::A,älykäs,intelligent
782,geschickt::A,taitava,habile
783,lieb::A,rakas,cher
784,lieb::A,rakas,gentil
785,lustig::A,hauska,gai
786,lustig::A,hauska,joyeux
787,lustig::A,iloinen,gai
788,lustig::A,iloinen,joyeux
789,sanft::A,lauha,doux
790,sanft::A,lempeä,doux
791,hungrig::A,nälkäinen,affamé
792,krank::A,sairas,malade
793,nackt::A,alaston,nu
794,traurig::A,surullinen,triste
795,traurig::A,murheellinen,triste
796,lebendig::A,elävä,vivant
797,gut::A,hyvä,bon
798,schlecht::A,paha,mauvais
799,schlecht::A,huono,mauvais
800,richtig::A,oikea,juste
801,richtig::A,oikea,correct
802,schlimm::A,paha,grave
803,schlimm::A,paha,mauvais
804,wahr::A,tosi,vrai
805,wahr::A,tosi,véritable
806,alt::A,vanha,vieux
807,neu::A,uusi,neuf
808,neu::A,uusi,nouveau
809,ehemalig::A,entinen,ancien
810,ehemalig::A,muinainen,ancien
811,alt[Lebewesen]::A,vanha,âgé
812,alt[Lebewesen]::A,vanha,vieux
813,jung::A,nuori,jeune
814,arm::A,köyhä,pauvre
815,reich::A,rikas,riche
816,bekannt::A,tuttu,connu
817,bekannt::A,tunnettu,connu
818,berühmt::A,kuuluisa,fameux
819,berühmt::A,kuuluisa,célèbre
820,fremd::A,vieras,étranger
821,verschieden::A,eri,différent
822,verschieden::A,erilainen,différent
823,nah::A,läheinen,lié
824,nah::A,läheinen,proche
825,fern::A,etäinen,éloigné
826,fern::A,etäinen,lointain
827,linker::A,vasen,gauche
828,rechter::A,oikea,droit
829,anderer::A,muu,autre
830,anderer::A,toinen,autre
831,erster::A,ensimmäinen,premier
832,zweiter::A,toinen,second
833,zweiter::A,toinen,deuxième
834,dritter::A,kolmas,troisième
835,letzter::A,viimeinen,dernier
836,allein::ADV,yksin,seul
837,auf einmal::ADV,yhdellä kertaa,à la fois
838,zusammen::ADV,yhdessä,ensemble
839,lange::ADV,kauan,longtemps
840,lange::ADV,pitkään,longtemps
