,Concept_ID,ko,udm
210,Eisen::N,쇠,корт
211,Eisen::N,철,корт
212,Gold::N,항금,зарни
213,Silber::N,은,азвесь
214,Kohle::N,슻,эгыр
215,Glas::N,유리,стекло
216,Glas::N,유리,пияла
217,Lehm::N,찰흙,сюй
218,Sand::N,모래,луо
219,Mensch::N,사람,мурт
220,Mensch::N,사람,адями
221,Mann::N,남자,воргорон
222,Frau::N,여자,кышномурт
223,Kind::N,아이,нуны
224,Kind::N,아이,пинал
225,Junge::N,소녁,пи
226,Mädchen::N,소녀,ныл
227,Familie::N,가족,семья
228,Großvater::N,할아버지,песятай
229,Großvater::N,할아버지,пересь атай
230,Großmutter::N,할머니,песянай
231,Großmutter::N,할머니,пересь анай
232,Eltern::N,어버오,атай-анай
233,Eltern::N,어버오,бубы-мумы
234,Vater::N,아버지,айы
235,Vater::N,아버지,атай
236,Mutter::N,어머니,мумы
237,Sohn::N,아들,пи
238,Tochter::N,딸기,ныл
239,Bruder::N,형제,агай
240,Schwester::N,누이,апа
241,Schwester::N,누이,сузэр
242,Onkel::N,백부,агай
243,Tante::N,아주머니,апа
244,Tante::N,아주머니,кенак
245,Ehemann::N,남편,карт
246,Ehefrau::N,아내,кышно
247,Freude::N,기쁨,шумпотон
248,Gelächter::N,웃음,горем
249,Glück::N,즐거움,шуд
250,Kummer::N,슬픔,кайгу
251,Kummer::N,슬픔,куректон
252,Wunsch::N,소망,мылпотон
253,Geist::N,할기,лул
254,Gedanke::N,상념,малпан
255,Gedächtnis::N,기억,йырсазь
256,Gedächtnis::N,기억,тодэваён
257,Verstand::N,분별,йырвизь
258,Verstand::N,지능,йырвизь
259,Sinn::N,센스,смысл
260,Grund::N,까닭,муг
261,Grund::N,까닭,ньӧм
262,Wahrheit::N,참,зэм
263,Wahrheit::N,참,шонер
264,Wahrheit::N,진실,зэм
265,Wahrheit::N,진실,шонер
266,Gespräch::N,대화,вераськон
267,Märchen::N,동화,выжыкыл
268,Erzählung::N,이야기,верос
269,Neuigkeit::N,뉴스,выльивор
270,Name::N,이름,ним
271,Rätsel::N,수수께끼,мадькыл
272,Rede::N,연설,верам
273,Sprache::N,말,кыл
274,Stimme::N,목소리,куара
275,Wort::N,낱말,кыл
276,Zeichen::N,신호,пус
277,Zeichen::N,신호,тодмет
278,Ruf::N,부름,ӧтён
279,Ruf::N,부름,чортон
280,Lärm::N,소동,ӵашетон
281,Laut::N,음성,куара
282,Ton::N,목소리,куара
283,Lied::N,노래,кырӟан
284,Ruhe::N,쉼,чалмыт улон
285,Leute::N,사람들,адямиос
286,Volk::N,국중,калык
287,Arbeit::N,근로,уж
288,Arbeit::N,너무,уж
289,Gast::N,손님,куно
290,Geschenk::N,행하,салам
291,Geschenk::N,행하,кузьым
292,Spiel::N,무리,шудон
293,Gesellschaft::N,교제,калык
294,Hilfe::N,거들음,юрттон
295,Hilfe::N,보좌,юрттон
296,Freund::N,친구,эш
297,Freund::N,친구,юлтош
298,Kamerad::N,동실자,тодмо
299,Angelegenheit::N,용무,уж
300,Anzahl::N,어떤,лыд
301,Anzahl::N,수,лыд
302,Art::N,정류,тус
303,Stück::N,일부분,юдэс
304,Teil::N,몱,люкет
305,Teil::N,구훠,люкет
306,Hälfte::N,2분의,ӝыны
307,Kreis::N,고리,котырес
308,Kreuz::N,열십자,крест
309,Linie::N,선,гож
310,Strich::N,스침,гож
311,Abstand::N,거리,вис
312,Abstand::N,거리,кусып
313,Entfernung::N,거리,кусып
314,Gegend::N,곳,инты
315,Gegend::N,부금,инты
316,Platz::N,장소,инты
317,Ort::N,장소,инты
318,Ort::N,장소,места
319,Seite::N,옆면,пал
320,Mitte::N,궁간,шор
321,Gegenstand::N,항목,арбери
322,Sache::N,뭉에,котыр
323,Rand::N,가,дур
324,Rand::N,가,шаер
325,Kante::N,귀퉁,дур
326,Ecke::N,구석,сэрег
327,Spitze::N,끝,йыл
328,Spitze::N,참단,йыл
329,Ende::N,말당,пум
330,Loch::N,빙옷,пась
331,Winkel::N,각도,сэрег
332,Muster::N,본,пужы
333,Muster::N,견복,пужы
334,Größe::N,신장,быдӟала
335,Länge::N,길이긺,кузьдала
336,Höhe::N,높이,ӝуждала
337,Gewicht::N,추,сектала
338,Gewicht::N,추,секытлык
339,Menge::N,수양,лыд
340,Menge::N,수양,лыдпус
341,Haufen::N,퇴적,люк
342,Reihe::N,열,чур
343,Boot::N,보트,пыж
344,Boot::N,보트,лодка
345,Ruder::N,노,полыс
346,Schlitten::N,썰매,додьы
347,Ski::N,스키,куас
348,Lagerfeuer::N,캠프의 모닥불,тылскем
349,Last::N,무거운짐,секыт
350,Gang::N,걸음,ветлон
351,Schritt::N,보조,вамыш
352,Norden::N,북쪽 ,уйпал
353,Süden::N,남쪽,лымшор
354,Westen::N,서쪽,шунды пуксён
355,Osten::N,동쪽,шунды ӝужан
356,Holz::N,목재,пу
357,Brett::N,마루널,пул
358,Platte::N,탤,плита
359,Platte::N,금속판,плита
360,Stütze::N,버팀목,пыкет
361,Stange::N,장대,пуӵ
362,Stock::N,막대기,боды
363,Stab::N,작대기,пуӵ
364,Stab::N,작대기,боды
365,Rohr::N,갈대,труба
366,Haus::N,집,юрт
367,Heim::N,집,корка
368,Ofen::N,아궁이,гур
369,Fußboden::N,마루,выж
370,Tisch::N,탁자,ӝӧк
371,Stuhl::N,의자,пукон
372,Wiege::N,발상지,кӧкы
373,Wiege::N,발상지,зыбка
374,Bett::N,침대,валес
375,Regal::N,서가,ӝажы
376,Kiste::N,짐궤,ящик
377,Fenster::N,눔,укно
378,Fenster::N,눔,косяк
379,Tür::N,문,ӧс
380,Tor::N,대문,ӟезьы
381,Zaun::N,담장,забор
382,Dach::N,지붕,липет
383,Leiter::N,사닥다리,падӟа
384,Besen::N,비,ӵужон
385,Besen::N,비,исьнер
386,Spaten::N,가래,лопатка
387,Schaufel::N,삽,ютырон
388,Gabel::N,갈래,тэчы
389,Gabel::N,갈래,вилка
390,Löffel::N,숟가락,пуньы
391,Messer::N,나이프,пурт
392,Nagel::N,발툽,кортӵог
393,Netz::N,그물,сеть
394,Haken::N,갈고리,курик
395,Griff::N,움켜쥠,ныд
396,Schloss::N,자물쇠,тунгон
397,Bild::N,그림,суред
398,Figur::N,몸메,фигура
399,Puppe::N,인형,мунё
400,Beutel::N,클,пуйы
401,Bündel::N,자근다발,керттэт
402,Tasche::N,가방,пуйы
403,Tasche::N,가방,сумка
404,Eimer::N,동이,ведра
405,Deckel::N,뚜껑,ӵоксэт
406,Geschirr::N,식시,тусьты-пуньы
407,Sack::N,조갑,пуйы
408,Tasse::N,차잔,ӵаша
409,Topf::N,단지,миска
410,Kessel::N,주전자,пурты
411,Essen::N,먹기,сиськон
412,Nahrung::N,식료,сион
413,Speise::N,음식물,сиён
414,Fleisch::N,고기,сӥль
415,Getreide::N,곡물,ю тысь
416,Brei::N,젤리,ӝук
417,Brot::N,빵,нянь
418,Scheibe::N,원반,шорем
419,Fett::N,기름,кӧй
420,Butter::N,버터,вӧй
421,Öl::N,올리브유,вӧй
422,Salz::N,소금,сылал
423,Suppe::N,국,шыд
424,Suppe::N,수프,шыд
425,Honig::N,감미,чечы
426,Milch::N,유즙,йӧл
427,Tee::N,차,чай
428,Leder::N,가죽,сурон
429,Wolle::N,양털,гон
430,Wolle::N,양털,ыжгон
431,Stoff::N,패료,куэм
432,Nadel::N,바늘,вень
433,Faden::N,콘실,сӥньыс
434,Knopf::N,단추,бирды
435,Knoten::N,곁절,герд
436,Farbe::N,색,буёл
437,Kleidung::N,옷입기,дӥсь
438,Hemd::N,속옷,дэрем
439,Kragen::N,깃,сирес
440,Ärmel::N,소매,саес
441,Hose::N,바지,брюки
442,Hose::N,바지,штань
443,Gürtel::N,밴드,кускерттон
444,Mütze::N,모자,ызьы
445,Schuh::N,구두,ботинка
446,Stiefel::N,장화,сапег
447,Ring::N,고리,зундэс
448,Band::N,리본,лента
449,Kamm::N,빗,сын
450,Spiegel::N,거울,синучкон
451,Riemen::N,가죽끈,е
452,Schnur::N,밧줄,гозы
453,Leine::N,고삐줄,думет
454,Decke::N,이부자리,шобрет
455,Kissen::N,깔개,миндэр
456,Tuch::N,천,кышет
457,Handtuch::N,수건,ӵушкон
458,Kraft::N,세력,кать
459,Kraft::N,세력,ӟигар
460,Stärke::N,힘,юнлык
461,Gesundheit::N,위생,тазалык
462,Krankheit::N,병,висён
463,Schmerz::N,아픔고통,висён
464,Wunde::N,상처,яра
465,Fieber::N,열별,кезег
466,Arznei::N,약,эмъюм
467,Brücke::N,교량,выж
468,Brunnen::N,원천,колдэч
469,Weide::N,목장,возь
470,Pfad::N,좁은길,сюрес
471,Weg::N,길,сюрес
472,Straße::N,길,сюрес
473,Dorf::N,촌,гурт
474,Dorf::N,촌락,гурт
475,Stadt::N,도시,кар
476,Stadt::N,도시,город
477,Brief::N,서한,гожтэт
478,Buch::N,책,книга
479,Buchstabe::N,문자,буква
480,Zeitung::N,신문,газет
481,Leben::N,삶,улон
482,Tod::N,죽음,кулон
483,Grab::N,무덤,шайгу
484,Kirche::N,교회,черк
485,Sünde::N,부정,сьӧлык
486,Gott::N,하느님,ӥнмар
487,Arbeiter::N,일하는사람,рабочий
488,Chef::N,사장,начальник
489,Meister::N,명인,кибашлы
490,Meister::N,대가,кибашлы
491,Arzt::N,의사,врач
492,Lehrer::N,교사,дышетӥсь
493,Geld::N,돈,уксё
494,Geld::N,돈,коньдон
495,Geschäft::N,일,уж
496,Laden::N,가게,магазин
497,Preis::N,가격,дун
498,Ware::N,상품,вуз
499,Nutzen::N,이익,пайда
500,Reichtum::N,많음,узырлык
501,Welt::N,세상,дунне
502,Land::N,지방,шаер
503,Staat::N,국가,кун
504,König::N,국왕,эксэй
505,Macht::N,힘,власть
506,Grenze::N,국경,кунгож
507,Krieg::N,전쟁,ож
508,Feind::N,적,тушмон
509,Gewalt::N,권력,эриктэман
510,Kampf::N,전투,нюръяськон
511,Bogen[Waffe]::N,활,пукыӵ
512,Pfeil::N,화살,пукыӵ вень
513,Gewehr::N,무기,пыӵал
514,Fehler::N,오류,янгыш
515,Lüge::N,거짓말,пӧян
516,Lüge::N,거짓말,алдан
517,Lüge::N,거짓말,ӧрекчан
518,Schaden::N,손상,изъян
519,Unglück::N,불행,куректон
520,Unglück::N,불행,шудтэме усён
521,Schuld::N,부채,янгыш
522,Alter::N,연령,арлыд
523,Schluss::N,마감,пум
524,Zeit::N,때,дыр
525,Zeit::N,시간,дыр
526,Tag::N,하루,нунал
527,Morgen::N,이침,ӵукна
528,Mittag::N,대낮,лымшор
529,Abend::N,저녁,ӝыт
530,Abend::N,저녁,акшан
531,Nacht::N,밤,уй
532,Woche::N,근무일,арня
533,Monat::N,달,толэзь
534,Jahr::N,해,ар
535,Frühling::N,봄,тулыс
536,Sommer::N,여름,гужем
537,Herbst::N,가을,сӥзьыл
538,Winter::N,겨울,тол
539,Januar::N,일월,выльартолэзь
540,Februar::N,이월,тулыспал
541,März::N,삼월,южтолэзь
542,April::N,사월,оштолэзь
543,Mai::N,오월,куартолэзь
544,Juni::N,유월,вожотолэзь
545,Juli::N,칠월,пӧсьтолэзь
546,August::N,팔월,гудырикошкон
547,September::N,구월,куарусён
548,Oktober::N,시월,выльӝуктолэзь
549,November::N,십일월,шуркынмон
550,Dezember::N,십이월,толсур
551,Montag::N,월요일,вордӥськон
552,Dienstag::N,화요일,вторник
553,Mittwoch::N,수요일,вирнунал
554,Donnerstag::N,모교일,покчиарня
555,Freitag::N,그묘일,удмуртарня
556,Samstag::N,토요일,кӧснунал
557,Sonntag::N,일요일,арня
558,groß::A,큰,бадӟым
559,klein::A,자근,пичи
560,lang::A,긴,кузь
561,kurz::A,짧은,вакчи
562,breit::A,넓은,паськыт
563,schmal::A,좁은,сюлэг
564,dicht::A,농밀한,ӵем
565,dick[Gegenstand]::A,두꺼운,зӧк
566,dünn::A,얇은,векчи
567,fein::A,미세한,векчи
568,fest::A,굳은,юн
569,fest::A,굳은,чурыт
570,flach::A,얕은,ӵошкыт
571,glatt::A,반들반들한,гылыт
572,glatt::A,반들반들한,вольыт
573,hart::A,굳은,чурыт
574,weich::A,연한,небыт
575,rund::A,둥근,котырес
576,spitz::A,뾰족한,йылсо
577,scharf::A,날카로운,лэчыт
578,stumpf::A,무딘,ныж
579,schwer::A,무거운,секыт
580,schön::A,멋진,чебер
581,heiß::A,뜨거운,пӧсь
582,warm::A,따뜻한,шуныт
583,kalt::A,찬,кезьыт
584,kühl::A,서늘한,юзмыт
585,kühl::A,서늘한,салкым
586,frisch::A,신선한,выль
587,feucht::A,축축한,мускыт
588,nass::A,젖은,котмем
589,trocken::A,마른,кӧс
590,voll::A,완전한,тыр
591,leer::A,빈,буш
592,leer::A,빈,тырттэм
593,offen::A,열린,усьтэм
594,geschlossen::A,닫힌,ӵогам
595,geschlossen::A,닫힌,пунням
596,sauber::A,깨끗한,ӝикыт
597,sauber::A,깨끗한,чылкыт
598,schmutzig::A,더러운,нӧд
599,roh::A,날게잇의,ыль
600,reif::A,이근,вуэм
601,lecker::A,맛있는,ческыт
602,süß::A,단,ческыт
603,bitter::A,찌르는듯한,курыт
604,sauer::A,산성의,чырс
605,hell::A,밝은,югыт
606,dunkel::A,어두운,пеймыт
607,schwarz::A,검은,сьӧд
608,weiß::A,하얀,тӧдьы
609,rot::A,붉은,горд
610,gelb::A,황색,ӵуж
611,blau::A,푸른,лыз
612,grün::A,녹색의,вож
613,grau::A,회색의,пурысь
614,bunt::A,알록달록한,куӵо
615,billig::A,싼,дунтэм
616,teuer::A,값비산,дуно
617,wertvoll::A,가치가많은,дуно
618,blind::A,눈먼,сукыр
619,blind::A,눈먼,синтэм
620,taub::A,무감간한,пельтэм
621,kräftig::A,강장한,кужмо
622,stark::A,강한,юн
623,stark::A,강한,кужмо
624,schwach::A,약한,ляб
625,schwach::A,약한,начар
626,fett::A,실찐,кӧй
627,schlank::A,호리호리한,веськыт
628,schlank::A,호리호리한,веськрес
629,hübsch::A,예쁜,чебер
630,hübsch::A,예쁜,синмаськымон
631,böse::A,나쁜,лек
632,dumm::A,어리석은,шузи
633,dumm::A,어리석은,визьтэм
634,faul::A,너덜너덜한,азьтэм
635,fleißig::A,근면한,сюлмо
636,geizig::A,인색한,сук
637,geschickt::A,교묘한,усто
638,geschickt::A,교묘한,быгатӥсь
639,lieb::A,친애하는,мусо
640,lustig::A,유쾌한,шулдыр
641,sanft::A,온화한,мусо
642,sanft::A,온화한,эрке
643,hungrig::A,배고픈,сютэм
644,krank::A,병든,висись
645,nackt::A,벌거벗은,гольык
646,traurig::A,슬픈,мӧзмыт
647,lebendig::A,살아있는,улэп
648,gut::A,좋은,ӟеч
649,gut::A,좋은,умой
650,schlecht::A,나쁜,урод
651,schlecht::A,나쁜,алама
652,richtig::A,바른,шонер
653,schlimm::A,못된,алама
654,wahr::A,참된,зэмос
655,alt::A,늙은,вуж
656,neu::A,새,выль
657,ehemalig::A,전의,азьвылэз
658,alt[Lebewesen]::A,낡은,пересь
659,jung::A,젊은,егит
660,jung::A,젊은,пинал
661,arm::A,가난한,начар
662,arm::A,가난한,куанер
663,reich::A,풍부한,узыр
664,bekannt::A,저명한,тодмо
665,berühmt::A,유명한,дано
666,fremd::A,타처이,ят
667,verschieden::A,따른,пӧртэм
668,nah::A,가까운,матысь
669,fern::A,먼,кыдёкысь
670,linker::A,왼쭉의,паллян
671,rechter::A,오른쪽의,бур
672,rechter::A,오른쪽의,бурпал
673,anderer::A,다른,мукет
674,erster::A,첫째,нырысетӥез
675,zweiter::A,둘째,кыктэтӥез
676,dritter::A,셋째,кунньметӥез
677,letzter::A,의후자의,берло
678,letzter::A,의후자의,берпум
679,allein::ADV,훌로,огназ
680,auf einmal::ADV,갑자기,огдыре
681,zusammen::ADV,모아서,ӵош
682,zusammen::ADV,모아서,валче
683,lange::ADV,오래,кема
684,plötzlich::ADV,둘연한,мапламтэ шорысь
685,sofort::ADV,즉시,али ик
686,später::ADV,보다늦은,бергес
687,später::ADV,보다늦은,берлогес
688,jetzt::ADV,목하,али
689,jetzt::ADV,목하,табере
690,heute::ADV,오늘,туннэ
691,morgen::ADV,내일,ӵуказе
692,bald::ADV,곱,ӝоген
693,dann::ADV,그경우에,берло
694,gestern::ADV,어제,толон
695,einst::ADV,옛날에,огпол
696,einst::ADV,옛날에,одӥг пол
697,damals::ADV,그때에,соку
698,danach::ADV,그 뒤에,собере
699,vorher::ADV,미리,азьло
700,vorher::ADV,미리,азьвыл
701,zuerst::ADV,최초로,азьло
702,einmal::ADV,한번,огпол
703,manchmal::ADV,땓대로,куддыръя
704,oft::ADV,땓대로,ӵем
705,immer::ADV,늘,пыр
706,immer::ADV,늘,котьку
707,niemals::ADV,결코...(하지)않다,уз ноку
708,hier::ADV,여기,татын
709,hierhin::ADV,여기로,татчы
710,dort::ADV,거기,отӥ
711,dort::ADV,거기,отын
712,dorthin::ADV,저기예,отчы
713,geradeaus::ADV,곧장,меӵак
714,vorwärts::ADV,앞으로,азьлань
715,rückwärts::ADV,뒤로,берлань
716,zurück::ADV,제자리로,берен
717,zurück::ADV,제자리로,берлань
718,unten::ADV,아래에,улын
719,hinab::ADV,아래쪽으로,улэ
720,oben::ADV,위에,вылын
721,oben::ADV,위에,вылӥын
722,hinauf::ADV,위쪽으로,вылэ
723,hinauf::ADV,위쪽으로,вылӥе
724,hinauf::ADV,위쪽으로,выллань
725,überall::ADV,도처에,котькытын
726,überall::ADV,도처에,пасьтана
727,nicht::ADV,안,уз
728,ein wenig::ADV,적음,ичи
729,ein wenig::ADV,적음,ӧжыт
730,ein wenig::ADV,적음,огшап
731,kaum::ADV,가의,муртса
732,sehr::ADV,자주,туж
733,sehr::ADV,자주,лекос
734,so::ADV,그와같이,озьы
735,so::ADV,그와같이,тазьы
736,noch::ADV,아직,на
737,nur::ADV,다만,гинэ
738,schon::ADV,이미,ни
739,schon::ADV,이미,ини
740,wieder::ADV,다시,нош
741,wieder::ADV,다시,кайта
742,vergebens::ADV,헛되이,юнме
743,vor::PRP,앞에,азьын
744,hinter::PRP,뒤에,берын
745,hinter::PRP,뒤에,бӧрсьы
746,unter::PRP,잍에,улын
747,durch::PRP,통고하여,пыр
748,durch::PRP,통고하여,пыртӥ
749,neben::PRP,와나란히,бордын
750,zwischen::PRP,의사이로,вискын
751,wegen::PRP,때문에,сэрен
752,dies::PRN,이,та
753,das::PRN,저,со
754,alles::PRN,모든것,ваньмыз
755,ich::PRN,나,мон
756,du::PRN,너,тон
757,er::PRN,그,со
758,wir::PRN,우리,ми
759,ihr::PRN,너희들,тӥ
760,sie::PRN,그들,соос
761,was::FPRN,뭣,ма
762,wer::FPRN,누구,кин
763,wo::FADV,어디,кытын
764,wohin::FADV,어디로,кытчы
765,wie::FADV,어떻게,кызьы
766,warum::FADV,왜,малы
767,wieviel::FNUM,얼마만큰,кӧня
768,eins::NUM,하나,одӥг
769,zwei::NUM,둘,кык
770,drei::NUM,셋,куинь
771,vier::NUM,넷,ньыль
772,fünf::NUM,다섯,вить
773,sechs::NUM,여섯,куать
774,sieben::NUM,일곱,сизьым
775,acht::NUM,여덟,тямыс
776,neun::NUM,아홉,укмыс
777,zehn::NUM,열,дас
778,elf::NUM,열하나,дас одӥг
779,zwölf::NUM,열둘,дас кык
780,zwanzig::NUM,스물,кызь
781,dreißig::NUM,서름,куамын
782,vierzig::NUM,마흔,ньыльдон
783,fünfzig::NUM,숸,витьтон
784,sechzig::NUM,에순,куатьтон
785,siebzig::NUM,일흔,сизьымдон
786,achtzig::NUM,여든,тямыстон
787,neunzig::NUM,아흔,укмыстон
788,hundert::NUM,백,сю
789,tausend::NUM,천,сюрс
790,und::CNJ,와,и
791,und::CNJ,와,но
792,oder::CNJ,아니면,яке
793,stehen::V,서다,сылыны
794,sitzen::V,앉다,пукыны
795,liegen::V,눕다,кылльыны
796,hängen::V,달다,ошкыса улыны
797,werden::V,되다,луыны
798,passieren::V,지장옶다,луыны
799,beginnen::V,시작되다,кутскыны
800,enden::V,큳내다,бырыны
801,wechseln::V,병경하다,воштӥськыны
802,aufgehen[Sonne]::V,뜨다,ӝужаны
803,untergehen[Sonne]::V,지다,пуксьыны
804,scheinen[Sonne]::V,빛나다,пиштыны
805,scheinen[Sonne]::V,빛나다,чиляны
806,donnern::V,천둥치다,гудыръяны
807,wehen::V,풀다,пелляськыны
808,strömen::V,흐르다,киськыны
809,strömen::V,흐르다,исьтӥськыны
810,fließen::V,흐르다,бызьыны
811,sich drehen::V,돌다,берганы
812,schwanken::V,동요하다,вошъяськыны
813,schwingen::V,흔들다,шонаськыны
814,fallen::V,떨어지다,усьыны
815,brennen::V,타다,ӝуаны
