,Concept_ID,eu,ca
88,Funke::N,txinparta,guspira
89,Funke::N,txinparta,centella
90,Feuer::N,su,foc
91,Licht::N,argi,llum
92,Schatten::N,itzal,ombra
93,Schatten::N,geriza,ombra
94,Wetter::N,eguraldi,temps
95,Nebel::N,laino,boira
96,Wolke::N,hodei,núvol
97,Regen::N,euri,pluja
98,Schnee::N,elur,neu
99,Eis::N,horma,gel
100,Eis::N,horma,glaç
101,Frost::N,izotzaldi,glaçada
102,Kälte::N,hotz,fred
103,Hitze::N,bero,calor
104,Raureif::N,antzigar,gebre
105,Regenbogen::N,ostadar,arc iris
106,Regenbogen::N,ortzadar,arc iris
107,Donner::N,ostots,tro
108,Donner::N,ihurtzuri,tro
109,Strömung::N,laster,corrent
110,Tropfen::N,xorta,gota
111,Schaum::N,bits,escuma
112,Schmutz::N,lohi,brutícia
113,Schmutz::N,zikin,brutícia
114,See::N,laku,llac
115,See::N,aintzira,llac
116,Sumpf::N,zingira,pantà
117,Moor::N,zohikaztegi,pantà
118,Wiese::N,larre,prat
119,Wiese::N,larre,prada
120,Wiese::N,belardi,prat
121,Wiese::N,belardi,prada
122,Wald::N,baso,bosc
123,Wald::N,oihan,bosc
124,Hügel::N,muino,puig
125,Hügel::N,muino,pujol
126,Hügel::N,pentoka,puig
127,Hügel::N,pentoka,pujol
128,Anhöhe::N,garai,turó
129,Anhöhe::N,goragune,turó
130,Berg::N,mendi,muntanya
131,Gipfel::N,gain,cim
132,Gipfel::N,tontor,cim
133,Höhle::N,kobazulo,cova
134,Abhang::N,aldapa,coster
135,Quelle::N,iturri,font
136,Quelle::N,iturbegi,font
137,Bach::N,lats,riera
138,Bach::N,erreka,riera
139,Fluss::N,ibai,riu
140,Fluss::N,uhaitz,riu
141,Ufer::N,bazter,riba
142,Küste::N,itsasalde,costa
143,Festland::N,lehor,terra ferma
144,Meer::N,itsaso,mar
145,Bucht::N,golko,cala
146,Bucht::N,golko,badia
147,Insel::N,irla,illa
148,Insel::N,uharte,illa
149,Blume::N,lili,flor
150,Gras::N,belar,herba
151,Wurzel::N,zuztar,rel
152,Wurzel::N,zuztar,arrel
153,Wurzel::N,sustrai,rel
154,Wurzel::N,sustrai,arrel
155,Baum::N,zuhaitz,arbre
156,Stamm::N,enbor,tronc
157,Rinde::N,azal,escorça
158,Ast::N,adar,branca
159,Zweig::N,abar,ram
160,Blatt::N,hosto,fulla
161,Birke::N,urki,bedoll
162,Kiefer[Baum]::N,ler,pi
163,Weide[Baum]::N,zume,salze
164,Weide[Baum]::N,sahats,salze
165,Tanne::N,izei,avet
166,Horn::N,adar,corn
167,Horn::N,adar,banya
168,Feder::N,luma,ploma
169,Feder::N,hegaki,ploma
170,Fell::N,ile,pell
171,Fell::N,larru,pell
172,Flügel::N,hego,ala
173,Klaue::N,atzapar,urpa
174,Kralle::N,erpe,grapa
175,Kralle::N,atzapar,grapa
176,Schwanz::N,isats,cua
177,Schwanz::N,buztan,cua
178,Ei::N,arrautza,ou
179,Nest::N,habia,niu
180,Bau::N,ohantze,cau
181,Tier::N,abere,animāl
182,Tier::N,piztia,animāl
183,Herde::N,saldo,ramat
184,Herde::N,abere talde,ramat
185,Kuh::N,behi,vaca
186,Bulle::N,zezen,toro
187,Pferd::N,zaldi,cavāll
188,Schaf::N,ardi,be
189,Schaf::N,ardi,ovella
190,Schwein::N,urde,bacó
191,Schwein::N,txerri,bacó
192,Hund::N,txakur,ca
193,Hund::N,txakur,gos
194,Katze::N,katu,gat
195,Bär::N,hartz,ós
196,Eichhörnchen::N,urtxintxa,esquirol
197,Elch::N,altze,ant
198,Fuchs::N,azeri,guilla
199,Hase::N,erbi,llebre
200,Maus::N,sagu,ratolí
201,Wolf::N,otso,llop
202,Vogel::N,txori,au
203,Vogel::N,txori,ocēll
204,Vogel::N,hegazti,au
205,Vogel::N,hegazti,ocēll
206,Schwarm::N,aldra,bandada
207,Huhn::N,oilo,gallina
208,Hahn::N,oilar,gall
209,Gans::N,antzara,oca
210,Adler::N,arrano,àguila
211,Ente::N,ahate,ànec
212,Eule::N,hontza,òliba
213,Eule::N,hontza,mussol
214,Kranich::N,kurrilo,grua
215,Krähe::N,bele,cornella
216,Kuckuck::N,kuku,cucut
217,Schwan::N,beltxarga,cigne
218,Fisch::N,arrain,peix
219,Barsch::N,perka,perca
220,Hecht::N,lutxo,lluç
221,Schlange[Tier]::N,suge,serp
222,Wurm::N,har,cuc
223,Spinne::N,armiarma,aranya
224,Ameise::N,inurri,formiga
225,Laus::N,zorri,poll
226,Mücke::N,eltxo,mosquit
227,Fliege::N,euli,mosca
228,Schmetterling::N,pinpirin,papallona
229,Schmetterling::N,tximeleta,papallona
230,Beere::N,baia,baia
231,Apfel::N,sagar,poma
232,Pilz::N,onddo,bolet
233,Pilz::N,perretxiko,bolet
234,Zwiebel::N,tipula,ceba
235,Saat::N,haziak,sembra
236,Korn::N,ale,gra
237,Korn::N,pikor,gra
238,Heu::N,belar ondu,fenc
239,Schale::N,azal,closca
240,Grube::N,hobi,sot
241,Grube::N,hobi,clot
242,Falle::N,harrapagailu,trampa
243,Schlinge::N,bilur,baga
244,Schlinge::N,xedera,baga
245,Spur::N,lorratz,traça
246,Asche::N,errauts,cendra
247,Dreck::N,satsukeria,llot
248,Eisen::N,burdina,ferro
249,Gold::N,urre,or
250,Gold::N,urregorri,or
251,Silber::N,zilar,plata
252,Silber::N,urrezuri,plata
253,Kohle::N,ikatz,carbó
254,Glas::N,beira,vidre
255,Lehm::N,buztin,fang
256,Lehm::N,buztin,argila
257,Sand::N,harea,arena
258,Sand::N,hondar,arena
259,Mensch::N,gizaki,humà
260,Mensch::N,gizaki,persona
261,Mann::N,gizon,home
262,Frau::N,andere,dona
263,Frau::N,emakume,dona
264,Kind::N,haur,nen
265,Junge::N,mutil,noi
266,Mädchen::N,neska,noia
267,Familie::N,sendi,família
268,Familie::N,familia,família
269,Großvater::N,aitona,avi
270,Großvater::N,aitatxi,avi
271,Großmutter::N,amona,àvia
272,Großmutter::N,amatxi,àvia
273,Eltern::N,gurasoak,pares
274,Vater::N,aita,pare
275,Mutter::N,ama,mare
276,Sohn::N,seme,fill
277,Tochter::N,alaba,filla
278,Bruder::N,neba,germà
279,Bruder::N,anaia,germà
280,Schwester::N,ahizpa,germana
281,Onkel::N,osaba,oncle
282,Tante::N,izeba,tia
283,Ehemann::N,senar,espòs
284,Ehefrau::N,emazte,muller
285,Freude::N,poz,goig
286,Freude::N,poz,alegria
287,Freude::N,pozkari,goig
288,Freude::N,pozkari,alegria
289,Gelächter::N,barre,riallada
290,Gelächter::N,karkara,riallada
291,Glück::N,zori,felicitat
292,Kummer::N,xangrin,pena
293,Kummer::N,atsekabe,pena
294,Wunsch::N,nahi,desig
295,Wunsch::N,nahikunde,desig
296,Lust::N,gogo,ganes
297,Geist::N,gogo,ment
298,Geist::N,gogo,esperit
299,Gedanke::N,gogoeta,pensament
300,Gedächtnis::N,oroimen,memòria
301,Gedächtnis::N,gogoramen,memòria
302,Verstand::N,adimen,raó
303,Verstand::N,adimen,seny
304,Verstand::N,ulermen,raó
305,Verstand::N,ulermen,seny
306,Sinn::N,zentzu,solta
307,Sinn::N,zentzu,sentit
308,Grund::N,zergati,raó
309,Grund::N,zergati,causa
310,Wahrheit::N,egia,veritāt
311,Gespräch::N,hizketa,conversa
312,Gespräch::N,elkarrizketa,conversa
313,Märchen::N,ipuin,conte
314,Erzählung::N,edesti,narració
315,Erzählung::N,kontakizun,narració
316,Nachricht::N,albiste,missatge
317,Neuigkeit::N,berri,novetat
318,Name::N,izen,nom
319,Rätsel::N,asmakizun,endevinalla
320,Rede::N,hitzaldi,discurs
321,Rede::N,mintzaldi,discurs
322,Sprache::N,hizkuntza,llēngua
323,Stimme::N,ahots,veu
324,Wort::N,hitz,mot
325,Wort::N,hitz,paraula
326,Zeichen::N,agerbide,signe
327,Zeichen::N,agerbide,senyal
328,Zeichen::N,agergarri,signe
329,Zeichen::N,agergarri,senyal
330,Ruf::N,dei,crida
331,Lärm::N,zarata,sorōll
332,Lärm::N,harrabots,sorōll
333,Laut::N,hots,so
334,Ton::N,tonu,to
335,Ton::N,soinu,to
336,Lied::N,abesti,cançó
337,Ruhe::N,nasaitasun,calma
338,Ruhe::N,nasaitasun,silenci
339,Leute::N,jende,gent
340,Volk::N,herri,poble
341,Volk::N,populu,poble
342,Arbeit::N,lan,labor
343,Arbeit::N,lan,treball
344,Gast::N,arrotz,hoste
345,Gast::N,apopilo,hoste
346,Geschenk::N,opari,regal
347,Geschenk::N,opari,obsequi
348,Spiel::N,jolas,joc
349,Gesellschaft::N,gizarte,companyia
350,Hilfe::N,helpide,ajut
351,Hilfe::N,laguntza,ajut
352,Freund::N,lagun,amīc
353,Kamerad::N,adiskide,company
354,Kamerad::N,adiskide,camarada
355,Kamerad::N,lagunkide,company
356,Kamerad::N,lagunkide,camarada
357,Angelegenheit::N,afera,afer
358,Angelegenheit::N,afera,assumpte
359,Anzahl::N,kopuru,nombre
360,Anzahl::N,kopuru,quantitat
361,Art::N,mota,tipus
362,Art::N,mota,classe
363,Stück::N,puska,peça
364,Teil::N,atal,part
365,Hälfte::N,erdi,meitat
366,Kreis::N,biribilki,cercle
367,Kreuz::N,gurutze,creu
368,Linie::N,linea,línia
369,Strich::N,marra,traç
370,Strich::N,marra,ratlla
371,Abstand::N,tarte,distància
372,Entfernung::N,urrunera,distància
373,Gegend::N,alderdi,regió
374,Gegend::N,alderdi,contrada
375,Gegend::N,eskualde,regió
376,Gegend::N,eskualde,contrada
377,Platz::N,leku,cabuda
378,Ort::N,toki,lloc
379,Seite::N,albo,banda
380,Seite::N,albo,costāt
381,Mitte::N,erdi,mig
382,Mitte::N,erdi,centre
383,Gegenstand::N,gauzaki,objecte
384,Sache::N,gauza,cosa
385,Rand::N,ertz,vora
386,Rand::N,ertz,marge
387,Kante::N,ertz,caire
388,Kante::N,ertz,cantell
389,Ecke::N,kantoi,cantonada
390,Spitze::N,punta,punta
391,Ende::N,buru,cap
392,Ende::N,mutur,cap
393,Loch::N,zulo,forāt
394,Winkel::N,zoko,racó
395,Winkel::N,bazter,racó
396,Muster::N,eredu,dibuix
397,Muster::N,eredu,disseny
398,Muster::N,marrazki,dibuix
399,Muster::N,marrazki,disseny
400,Größe::N,kaizu,grandària
401,Größe::N,tamaina,grandària
402,Länge::N,luzera,longitud
403,Höhe::N,goiera,altura
404,Höhe::N,goiera,altitud
405,Höhe::N,garaiera,altura
406,Höhe::N,garaiera,altitud
407,Gewicht::N,hazta,pes
408,Menge::N,kopuru,quantitat
409,Haufen::N,pila,pila
410,Haufen::N,mendoi,pila
411,Reihe::N,ilara,fila
412,Reihe::N,errenkada,fila
413,Boot::N,potin,bot
414,Boot::N,potin,barca
415,Boot::N,txalupa,bot
416,Boot::N,txalupa,barca
417,Ruder::N,arraun,rem
418,Schlitten::N,lera,trineu
419,Schlitten::N,narra,trineu
420,Ski::N,eski,esquí
421,Lagerfeuer::N,su,foc de campament
422,Last::N,zama,càrrega
423,Last::N,karga,càrrega
424,Gang::N,ibilera,marxa
425,Schritt::N,pauso,pas
426,Schritt::N,urrats,pas
427,Norden::N,ipar,nord
428,Norden::N,iparralde,nord
429,Süden::N,hego,sud
430,Süden::N,hegoalde,sud
431,Westen::N,sartalde,oest
432,Westen::N,sartalde,occident
433,Westen::N,mendebalde,oest
434,Westen::N,mendebalde,occident
435,Osten::N,ekialde,est
436,Osten::N,ekialde,orient
437,Osten::N,sortalde,est
438,Osten::N,sortalde,orient
439,Holz::N,zur,fusta
440,Brett::N,ohol,taula
441,Platte::N,lauza,placa
442,Stütze::N,irozgarri,suport
443,Stütze::N,bermagailu,suport
444,Stange::N,haga,vara
445,Stock::N,makila,pal
446,Stab::N,makila,bastó
447,Rohr::N,hodi,tub
448,Haus::N,etxe,casa
449,Heim::N,etxe,llar
450,Heim::N,etxaleku,llar
451,Ofen::N,berogailu,estufa
452,Fußboden::N,zoru,terra
453,Tisch::N,mahai,taula
454,Stuhl::N,aulki,cadira
455,Wiege::N,kuma,bressol
456,Wiege::N,sehaska,bressol
457,Bett::N,ohe,llit
458,Bett::N,ohatze,llit
459,Regal::N,apalategi,prestatgeria
460,Kiste::N,kutxa,caixa
461,Fenster::N,leiho,finestra
462,Tür::N,ate,porta
463,Tor::N,atari,portal
464,Zaun::N,hesi,tanca
465,Dach::N,teilatu,teulada
466,Leiter::N,zurubi,escala
467,Leiter::N,zurubi,escala de mà
468,Besen::N,erratz,escombra
469,Spaten::N,burdinpala,pala
470,Schaufel::N,pala,pala
471,Gabel::N,sardexka,forquilla
472,Löffel::N,koilara,cullera
473,Messer::N,aizto,coltell
474,Nagel::N,iltze,clau
475,Netz::N,sare,filat
476,Haken::N,mako,ganxo
477,Griff::N,eskutoki,puny
478,Griff::N,eskutoki,mànec
479,Schloss::N,sarraila,pany
480,Bild::N,irudi,imatge
481,Figur::N,figura,figura
482,Puppe::N,panpina,nina
483,Puppe::N,andrakila,nina
484,Beutel::N,zorro,bossa
485,Bündel::N,azao,feix
486,Bündel::N,azao,paquet
487,Bündel::N,espal,feix
488,Bündel::N,espal,paquet
489,Tasche::N,poltsa,bossa
490,Eimer::N,treska,galleda
491,Deckel::N,tapa,tapa
492,Deckel::N,tapa,tapadora
493,Deckel::N,estalki,tapa
494,Deckel::N,estalki,tapadora
495,Geschirr::N,baxera,vaixella
496,Geschirr::N,ontziteria,vaixella
497,Sack::N,zaku,sac
498,Sack::N,zaku,saca
499,Tasse::N,kikara,tassa
500,Topf::N,ontzi,pot
501,Topf::N,ontzi,olla
502,Topf::N,lapiko,pot
503,Topf::N,lapiko,olla
504,Kessel::N,pazia,caldera
505,Essen::N,janaldi,àpat
506,Essen::N,janaldi,menjada
507,Nahrung::N,jan,aliment
508,Speise::N,jaki,plat
509,Fleisch::N,okela,carn
510,Fleisch::N,haragi,carn
511,Getreide::N,labore,cereals
512,Brei::N,ahi,puré
513,Brei::N,pure,puré
514,Brot::N,ogi,pa
515,Scheibe::N,xerra,tall
516,Scheibe::N,xerra,llesca
517,Scheibe::N,pirripita,tall
518,Scheibe::N,pirripita,llesca
519,Fett::N,urin,greix
520,Fett::N,koipe,greix
521,Butter::N,gurin,mantega
522,Öl::N,olio,oli
523,Salz::N,gatz,sal
524,Suppe::N,zopa,sopa
525,Suppe::N,salda,sopa
526,Honig::N,ezti,mel
527,Milch::N,esne,llet
528,Tee::N,te,te
529,Leder::N,larru,cuir
530,Wolle::N,artile,llana
531,Stoff::N,ehun,tela
532,Nadel::N,orratz,agulla
533,Nadel::N,jostorratz,agulla
534,Faden::N,hari,fil
535,Knopf::N,botoi,botó
536,Knoten::N,korapilo,nus
537,Farbe::N,pintura,pintura
538,Kleidung::N,arropa,roba
539,Kleidung::N,arropa,vestits
540,Kleidung::N,jantziak,roba
541,Kleidung::N,jantziak,vestits
542,Hemd::N,atorra,camisa
543,Hemd::N,alkandora,camisa
544,Kragen::N,idun,coll
545,Ärmel::N,mahuka,màniga
546,Hose::N,prakak,pantalōns
547,Hose::N,galtzak,pantalōns
548,Gürtel::N,gerriko,cinturó
549,Mütze::N,txano,gorra
550,Mütze::N,txapel,gorra
551,Schuh::N,oski,sabata
552,Schuh::N,oinetako,sabata
553,Stiefel::N,bota,bota
554,Ring::N,uztai,anell
555,Band::N,zinta,veta
556,Band::N,zinta,cinta
557,Band::N,xingola,veta
558,Band::N,xingola,cinta
559,Kamm::N,orrazi,pinta
560,Spiegel::N,mirail,mirāll
561,Riemen::N,uhal,corretja
562,Schnur::N,lokailu,corda
563,Leine::N,lotura,corretja
564,Decke::N,burusi,manta
565,Decke::N,burusi,flassada
566,Kissen::N,kuxin,coixí
567,Tuch::N,zapi,mocador
568,Tuch::N,oihal,mocador
569,Handtuch::N,eskuzapi,tovallola
570,Handtuch::N,eskuoihal,tovallola
571,Kraft::N,indar,força
572,Stärke::N,indar,vigor
573,Gesundheit::N,osasun,salut
574,Krankheit::N,eritasun,malaltia
575,Krankheit::N,gaixotasun,malaltia
576,Schmerz::N,min,dolor
577,Wunde::N,zauri,ferida
578,Fieber::N,sukar,febre
579,Arznei::N,osagai,medicament
580,Arznei::N,sendagai,medicament
581,Brücke::N,zubi,pont
582,Brunnen::N,putzu,pou
583,Weide::N,alha,pastura
584,Weide::N,bazkaleku,pastura
585,Pfad::N,zidor,senda
586,Pfad::N,zidor,sender
587,Pfad::N,bidexka,senda
588,Pfad::N,bidexka,sender
589,Weg::N,bide,camí
590,Straße::N,errepide,carretera
591,Dorf::N,herri,poble
592,Stadt::N,hiri,ciutāt
593,Brief::N,gutun,carta
594,Brief::N,eskutitz,carta
595,Buch::N,liburu,llibre
596,Buchstabe::N,hizki,lletra
597,Zeitung::N,egunkari,diāri
598,Leben::N,bizi,vida
599,Leben::N,bizitza,vida
600,Tod::N,herio,mort
601,Tod::N,heriotza,mort
602,Grab::N,hobi,tomba
603,Grab::N,hilobi,tomba
604,Kirche::N,eliza,església
605,Sünde::N,hoben,pecat
606,Sünde::N,bekatu,pecat
607,Gott::N,jainko,déu
608,Arbeiter::N,langile,obrer
609,Arbeiter::N,behargin,obrer
610,Chef::N,nagusi,cap
611,Meister::N,maisu,mestre
612,Arzt::N,osagile,metge
613,Arzt::N,sendagile,metge
614,Lehrer::N,irakasle,mestre
615,Geld::N,diru,dinērs
616,Geschäft::N,negozio,negoci
617,Laden::N,denda,tenda
618,Laden::N,denda,botiga
619,Laden::N,saltegi,tenda
620,Laden::N,saltegi,botiga
621,Preis::N,prezio,preu
622,Preis::N,salneurri,preu
623,Ware::N,salgai,mercaderia
624,Nutzen::N,onura,profit
625,Nutzen::N,probetxu,profit
626,Reichtum::N,aberastasun,riquesa
627,Welt::N,ludi,món
628,Welt::N,mundu,món
629,Land::N,herrialde,país
630,Staat::N,estatu,estat
631,König::N,errege,rei
632,Macht::N,botere,poder
633,Macht::N,botere,potència
634,Grenze::N,muga,frontera
635,Krieg::N,guda,guerra
636,Feind::N,etsai,enemic
637,Feind::N,arerio,enemic
638,Gewalt::N,bortxa,violència
639,Gewalt::N,bortizkeria,violència
640,Kampf::N,gudu,lluita
641,Kampf::N,auska,lluita
642,Bogen[Waffe]::N,arku,arc
643,Pfeil::N,gezi,fletxa
644,Gewehr::N,fusil,fusell
645,Gewehr::N,fusil,escopeta
646,Fehler::N,huts,falta
647,Fehler::N,hutsegin,falta
648,Lüge::N,gezur,mentida
649,Schaden::N,kalte,dany
650,Unglück::N,zoritxar,desgràcia
651,Unglück::N,zorigaitz,desgràcia
652,Schuld::N,erru,culpa
653,Alter::N,adin,edat
654,Schluss::N,bukaera,fi
655,Schluss::N,bukaera,final
656,Zeit::N,aldi,temps
657,Zeit::N,denbora,temps
658,Tag::N,egun,dia
659,Morgen::N,goiz,matí
660,Mittag::N,eguerdi,migdia
661,Abend::N,arrats,vespre
662,Nacht::N,gau,nit
663,Woche::N,aste,setmana
664,Monat::N,hil,mes
665,Jahr::N,urte,any
666,Frühling::N,udalehen,primavera
667,Sommer::N,uda,estīu
668,Herbst::N,udazken,tardor
669,Herbst::N,neguantz,tardor
670,Winter::N,negu,hivērn
671,Januar::N,urtarril,gener
672,Februar::N,otsail,febrer
673,März::N,martxo,març
674,April::N,apiril,abril
675,Mai::N,maiatz,maig
676,Juni::N,ekain,juny
677,Juli::N,uztail,juliol
678,August::N,abuztu,agost
679,September::N,irail,setembre
680,Oktober::N,urri,octubre
681,November::N,azaro,novembre
682,Dezember::N,abendu,desembre
683,Montag::N,astelehen,dilluns
684,Dienstag::N,astearte,dimarts
685,Mittwoch::N,asteazken,dimecres
686,Donnerstag::N,ostegun,dijous
687,Freitag::N,ostiral,divendres
688,Samstag::N,larunbat,dissabte
689,Sonntag::N,igande,diumenge
690,groß::A,handi,gros
691,klein::A,txiki,petīt
692,lang::A,luze,llarg
693,kurz::A,labur,curt
694,breit::A,zabal,ample
695,schmal::A,mehar,estret
696,dicht::A,sarri,dens
697,dicht::A,trinko,dens
698,dick[Gegenstand]::A,lodi,gruixūt
699,dünn::A,mehe,prim
700,fein::A,fin,fi
701,fest::A,tinko,ferm
702,fest::A,tinko,sòlid
703,flach::A,lau,pla
704,flach::A,ordoki,pla
705,glatt::A,leun,llis
706,hart::A,gogor,dur
707,weich::A,bigun,tou
708,weich::A,beratz,tou
709,rund::A,biribil,rodó
710,spitz::A,puntadun,punxegut
711,scharf::A,zorrotz,agut
712,stumpf::A,kamuts,rom
713,stumpf::A,kamuts,esmussat
714,schwer::A,astun,pesāt
715,schwer::A,pisutsu,pesāt
716,schön::A,eder,bonīc
717,heiß::A,bero,calēnt
718,heiß::A,oso bero,calēnt
719,warm::A,bero,càlid
720,kalt::A,hotz,fred
721,kühl::A,hotzil,fresc
722,frisch::A,fresko,fresc
723,frisch::A,hozkirri,fresc
724,feucht::A,heze,humit
725,nass::A,busti,mullat
726,trocken::A,siku,sec
727,trocken::A,lehor,sec
728,voll::A,bete,ple
729,leer::A,huts,buit
730,offen::A,ireki,obert
731,geschlossen::A,itxita,tancat
732,sauber::A,xahu,net
733,sauber::A,garbi,net
734,schmutzig::A,lohi,brut
735,schmutzig::A,zikin,brut
736,roh::A,gordin,cru
737,reif::A,umo,madur
738,reif::A,heldu,madur
739,lecker::A,goxo,deliciós
740,süß::A,goxo,dolç
741,bitter::A,karmin,amarg
742,bitter::A,garratz,amarg
743,sauer::A,mingots,agre
744,hell::A,argi,clar
745,dunkel::A,ilun,fosc
746,schwarz::A,beltz,negre
747,weiß::A,zuri,blanc
748,rot::A,gorri,vermēll
749,gelb::A,hori,groc
750,blau::A,urdin,blau
751,grün::A,berde,verd
752,grün::A,musker,verd
753,grau::A,urdin,gris
754,grau::A,urdinabar,gris
755,bunt::A,koloretsu,multicolor
756,billig::A,merke,barat
757,teuer::A,garesti,car
758,wertvoll::A,baliotsu,preciós
759,blind::A,itsu,cec
760,taub::A,gor,sord
761,kräftig::A,kementsu,fort
762,kräftig::A,kementsu,vigorós
763,stark::A,bizkor,fort
764,stark::A,indartsu,fort
765,schwach::A,ahul,feble
766,schwach::A,indargabe,feble
767,fett::A,gizen,gras
768,schlank::A,lerden,esvelt
769,hübsch::A,polit,maco
770,böse::A,tzar,dolent
771,böse::A,gaizto,dolent
772,dumm::A,lelo,ximple
773,dumm::A,lelo,estúpid
774,dumm::A,pello,ximple
775,dumm::A,pello,estúpid
776,faul::A,nagi,gandūl
777,faul::A,nagi,mandrós
778,faul::A,alfer,gandūl
779,faul::A,alfer,mandrós
780,fleißig::A,maratz,diligēnt
781,fleißig::A,lanzale,diligēnt
782,geizig::A,zeken,avar
783,geizig::A,zikoitz,avar
784,klug::A,zuhur,intel·ligent
785,geschickt::A,trebe,hàbil
786,geschickt::A,antzetsu,hàbil
787,lieb::A,maite,amat
788,lieb::A,maite,estimat
789,lieb::A,laztan,amat
790,lieb::A,laztan,estimat
791,lustig::A,alaitsu,alegre
792,sanft::A,eme,suau
793,sanft::A,ezti,suau
794,hungrig::A,gose,afamat
795,krank::A,eri,malālt
796,krank::A,gaixo,malālt
797,nackt::A,biluzi,nu
798,traurig::A,itun,trist
799,traurig::A,betilun,trist
800,lebendig::A,bizirik,viu
801,gut::A,on,bo
802,schlecht::A,txar,dolēnt
803,richtig::A,zuzen,just
804,richtig::A,zuzen,correcte
805,schlimm::A,larri,greu
806,wahr::A,egiazko,vertader
807,wahr::A,egiazko,veritable
808,alt::A,zahar,vell
809,neu::A,berri,nou
810,ehemalig::A,lehengo,antic
811,alt[Lebewesen]::A,adindun,vell
812,jung::A,gazte,jove
813,arm::A,txiro,pobre
814,arm::A,behartsu,pobre
815,reich::A,dirudun,ric
816,bekannt::A,ezagun,conegut
817,berühmt::A,entzun,famós
818,berühmt::A,ospetsu,famós
819,fremd::A,arrotz,estrany
820,verschieden::A,ezberdin,diferent
821,verschieden::A,desberdin,diferent
822,nah::A,hurre,pròxim
823,nah::A,hurbil,pròxim
824,fern::A,urrun,llunyà
825,fern::A,urrun,distant
826,linker::A,ezker,esquerre
827,rechter::A,eskuin,dret
828,anderer::A,beste,altre
829,erster::A,lehen,primer
830,erster::A,aurren,primer
831,zweiter::A,bigarren,segon
832,dritter::A,hirugarren,tercer
833,letzter::A,azken,últim
834,letzter::A,hondar,últim
835,allein::ADV,bakarrik,sol
836,auf einmal::ADV,batera,d'una vegada
837,zusammen::ADV,elkarrekin,junt
838,lange::ADV,luzaro,molt de temps
839,plötzlich::ADV,bat-batean,de cop
840,plötzlich::ADV,bat-batean,de sobte
841,sofort::ADV,berehala,de seguida
842,später::ADV,gero,més tard
843,jetzt::ADV,orain,ara
844,heute::ADV,gaur,avūi
845,morgen::ADV,bihar,demà
846,bald::ADV,aurki,aviāt
847,bald::ADV,laster,aviāt
848,dann::ADV,ondoren,després
849,gestern::ADV,atzo,ahir
