,Concept_ID,kk,udm
783,geschickt::A,шебер,усто
784,geschickt::A,шебер,быгатӥсь
785,lieb::A,абзал,мусо
786,lieb::A,айналайын,мусо
787,lustig::A,көңілді,шулдыр
788,sanft::A,жуас,мусо
789,sanft::A,жуас,эрке
790,hungrig::A,аш,сютэм
791,krank::A,кеселді,висись
792,nackt::A,жалаңаш,гольык
793,traurig::A,қапа,мӧзмыт
794,lebendig::A,тірі,улэп
795,lebendig::A,жанды,улэп
796,gut::A,жақсы,ӟеч
797,gut::A,жақсы,умой
798,schlecht::A,жаман,урод
799,schlecht::A,жаман,алама
800,richtig::A,дұрыс,шонер
801,schlimm::A,жаман,алама
802,wahr::A,нағыз,зэмос
803,alt::A,ескі,вуж
804,neu::A,жаңа,выль
805,ehemalig::A,өткен,азьвылэз
806,ehemalig::A,бұрынғы,азьвылэз
807,alt[Lebewesen]::A,кексе,пересь
808,jung::A,науша,егит
809,jung::A,науша,пинал
810,arm::A,кедей,начар
811,arm::A,кедей,куанер
812,arm::A,дәулетсіз,начар
813,arm::A,дәулетсіз,куанер
814,reich::A,малды,узыр
815,bekannt::A,таныс,тодмо
816,bekannt::A,көзтаныс,тодмо
817,berühmt::A,атақты,дано
818,fremd::A,бөтен,ят
819,verschieden::A,түрлі,пӧртэм
820,nah::A,жуық,матысь
821,nah::A,етене,матысь
822,fern::A,алыс,кыдёкысь
823,fern::A,алыстағы,кыдёкысь
824,linker::A,сол,паллян
825,linker::A,солшыл,паллян
826,rechter::A,оң,бур
827,rechter::A,оң,бурпал
828,anderer::A,өзге,мукет
829,anderer::A,былайғы,мукет
830,erster::A,алғашқы,нырысетӥез
831,zweiter::A,екінші,кыктэтӥез
832,dritter::A,үшінші,кунньметӥез
833,letzter::A,артқы,берло
834,letzter::A,артқы,берпум
835,letzter::A,кейінгі,берло
836,letzter::A,кейінгі,берпум
837,allein::ADV,серіксіз,огназ
838,auf einmal::ADV,бірден,огдыре
839,zusammen::ADV,бірлесіп,ӵош
840,zusammen::ADV,бірлесіп,валче
841,lange::ADV,ұзақ,кема
842,plötzlich::ADV,кенет,мапламтэ шорысь
843,sofort::ADV,әне-міне дегенше,али ик
844,später::ADV,артынан,бергес
845,später::ADV,артынан,берлогес
846,jetzt::ADV,енді,али
847,jetzt::ADV,енді,табере
848,jetzt::ADV,қазір,али
849,jetzt::ADV,қазір,табере
850,heute::ADV,бүгін,туннэ
851,morgen::ADV,ертең,ӵуказе
852,bald::ADV,тез,ӝоген
853,dann::ADV,онан соң,берло
854,dann::ADV,сонан соң,берло
855,gestern::ADV,кеше,толон
856,einst::ADV,бірде,огпол
857,einst::ADV,бірде,одӥг пол
858,einst::ADV,бір кезде,огпол
859,einst::ADV,бір кезде,одӥг пол
860,damals::ADV,анада,соку
861,danach::ADV,онан соң,собере
862,danach::ADV,сонан соң,собере
863,vorher::ADV,бұрын,азьло
864,vorher::ADV,бұрын,азьвыл
865,zuerst::ADV,әуелі,азьло
866,zuerst::ADV,алдымен,азьло
867,einmal::ADV,бір жолы,огпол
868,manchmal::ADV,кейде,куддыръя
869,oft::ADV,ылғи,ӵем
870,immer::ADV,өнебойы,пыр
871,immer::ADV,өнебойы,котьку
872,niemals::ADV,ешуақытта,уз ноку
873,hier::ADV,бұнда,татын
874,hier::ADV,осында,татын
875,hierhin::ADV,бермен,татчы
876,von hier::ADV,бер жақтан,татысь
877,dort::ADV,анда,отӥ
878,dort::ADV,анда,отын
879,dorthin::ADV,әрі,отчы
880,geradeaus::ADV,тура,меӵак
881,vorwärts::ADV,ілгері,азьлань
882,rückwärts::ADV,артқа,берлань
883,zurück::ADV,кейін қарай,берен
884,zurück::ADV,кейін қарай,берлань
885,unten::ADV,төменде,улын
886,hinab::ADV,астына,улэ
887,hinab::ADV,төмен,улэ
888,oben::ADV,жоғарыда,вылын
889,oben::ADV,жоғарыда,вылӥын
890,hinauf::ADV,өрге,вылэ
891,hinauf::ADV,өрге,вылӥе
892,hinauf::ADV,өрге,выллань
893,überall::ADV,әрқайда,котькытын
894,überall::ADV,әрқайда,пасьтана
895,nicht::ADV,емес,уз
896,ein wenig::ADV,азырақ,ичи
897,ein wenig::ADV,азырақ,ӧжыт
898,ein wenig::ADV,азырақ,огшап
899,ein wenig::ADV,аздаған,ичи
900,ein wenig::ADV,аздаған,ӧжыт
901,ein wenig::ADV,аздаған,огшап
902,ein wenig::ADV,азғантай,ичи
903,ein wenig::ADV,азғантай,ӧжыт
904,ein wenig::ADV,азғантай,огшап
905,kaum::ADV,зорға,муртса
906,sehr::ADV,орасан,туж
907,sehr::ADV,орасан,лекос
908,so::ADV,бұлай,озьы
909,so::ADV,бұлай,тазьы
910,so::ADV,былайша,озьы
911,so::ADV,былайша,тазьы
912,noch::ADV,әлі,на
913,nur::ADV,ғана,гинэ
914,schon::ADV,түге,ни
915,schon::ADV,түге,ини
916,wieder::ADV,жаңа,нош
917,wieder::ADV,жаңа,кайта
918,wieder::ADV,қайта,нош
919,wieder::ADV,қайта,кайта
920,wieder::ADV,жаңадан,нош
921,wieder::ADV,жаңадан,кайта
922,vergebens::ADV,бекер,юнме
923,vor::PRP,алды,азьын
924,hinter::PRP,артынан,берын
925,hinter::PRP,артынан,бӧрсьы
926,unter::PRP,түп,улын
927,unter::PRP,маңында,улын
928,durch::PRP,арқылы,пыр
929,durch::PRP,арқылы,пыртӥ
930,neben::PRP,іргеде,бордын
931,neben::PRP,жанында,бордын
932,zwischen::PRP,арада,вискын
933,wegen::PRP,үшін,сэрен
934,dies::PRN,бұ,та
935,dies::PRN,осы,та
936,das::PRN,сол,со
937,alles::PRN,дүйім,ваньмыз
938,alles::PRN,күллі,ваньмыз
939,ich::PRN,мен,мон
940,du::PRN,сен,тон
941,er::PRN,ол,со
942,wir::PRN,біз,ми
943,ihr::PRN,сіз,тӥ
944,sie::PRN,олар,соос
945,was::FPRN,не,ма
946,wer::FPRN,кім,кин
947,wo::FADV,кәні,кытын
948,wo::FADV,қайда,кытын
949,wohin::FADV,қайда,кытчы
950,wie::FADV,калай,кызьы
951,warum::FADV,неғып,малы
952,wieviel::FNUM,неше,кӧня
953,wieviel::FNUM,қанша,кӧня
954,eins::NUM,бір,одӥг
955,zwei::NUM,екі,кык
956,drei::NUM,үш,куинь
957,vier::NUM,төрт,ньыль
958,fünf::NUM,бес,вить
959,sechs::NUM,алты,куать
960,sieben::NUM,жеті,сизьым
961,acht::NUM,сегіз,тямыс
962,neun::NUM,тоғыз,укмыс
963,zehn::NUM,он,дас
964,elf::NUM,он бір,дас одӥг
965,zwölf::NUM,он екі,дас кык
966,zwanzig::NUM,жиырма,кызь
967,dreißig::NUM,отыз,куамын
968,vierzig::NUM,қырық,ньыльдон
969,fünfzig::NUM,елу,витьтон
970,sechzig::NUM,алпыс,куатьтон
971,siebzig::NUM,жетпіс,сизьымдон
972,achtzig::NUM,сексен,тямыстон
973,neunzig::NUM,тоқсан,укмыстон
974,hundert::NUM,жүз,сю
975,tausend::NUM,мың,сюрс
976,und::CNJ,та,и
977,und::CNJ,та,но
978,oder::CNJ,әлде,яке
979,oder::CNJ,немесе,яке
980,stehen::V,тұру,сылыны
981,sitzen::V,отыру,пукыны
982,liegen::V,жату,кылльыны
983,hängen::V,ілу,ошкыса улыны
984,werden::V,болу,луыны
985,werden::V,түрегелу,луыны
986,passieren::V,болу,луыны
987,beginnen::V,басталу,кутскыны
988,enden::V,ада болу,бырыны
989,wechseln::V,құбылу,воштӥськыны
990,wechseln::V,өзгеру,воштӥськыны
991,aufgehen[Sonne]::V,шығу,ӝужаны
992,untergehen[Sonne]::V,батыру,пуксьыны
993,scheinen[Sonne]::V,жылтырау,пиштыны
994,scheinen[Sonne]::V,жылтырау,чиляны
995,donnern::V,күркіреу,гудыръяны
996,wehen::V,огып тур,пелляськыны
997,strömen::V,сорғалау,киськыны
998,strömen::V,сорғалау,исьтӥськыны
999,fließen::V,ағу,бызьыны
1000,sich drehen::V,айналу,берганы
1001,schwanken::V,толықсу,вошъяськыны
1002,schwingen::V,тербелу,шонаськыны
1003,fallen::V,құлау,усьыны
1004,fallen::V,жығылу,усьыны
1005,fallen::V,төмендеу,усьыны
1006,brennen::V,жану,ӝуаны
1007,rauchen::V,түтету,ӵындыны
1008,regnen::V,жауу,зорыны
1009,gefrieren::V,мұздай қату,кынмыны
1010,gefrieren::V,мұз боп қату,кынмыны
1011,tauen::V,жібу,шунаны
1012,schmelzen::V,еру,шунаны
1013,trocknen::V,курау,куасьмыны
1014,sieden::V,қайнау,пӧзьыны
1015,faulen::V,иістену,сисьмыны
1016,verfaulen::V,шіру,сисьмыны
1017,reißen::V,жыртылу,кеськыны
1018,versinken::V,малтығу,выйыны
1019,vergehen::V,өту,ортчыны
1020,erscheinen::V,көріну,адскыны
1021,erscheinen::V,көрініп қалу,адскыны
1022,verschwinden::V,ғайып_болу,бырыны
1023,sinken::V,ылдилау,усьыны
1024,sinken::V,төмендеу,усьыны
1025,abnehmen::V,кемітілу,синыны
1026,zunehmen::V,көбею,йылыны
1027,steigen::V,қобу,лӧпкыны
1028,steigen::V,көтерілу,лӧпкыны
1029,steigen::V,жоғарылау,лӧпкыны
1030,wachsen::V,өсу,будыны
1031,glänzen::V,жалтырау,чиляны
1032,glänzen::V,жалтырау,пиштыны
1033,funkeln::V,жарқырау,чилекъяны
1034,funkeln::V,нұрлану,чилекъяны
1035,funkeln::V,жылтылдау,чилекъяны
1036,lärmen::V,шулау,уретыны
1037,lärmen::V,шулау,ӵашетыны
1038,lärmen::V,шуылдау,уретыны
1039,lärmen::V,шуылдау,ӵашетыны
1040,läuten::V,қоңыраулату,жингыртыны
1041,klingeln::V,дыңғырлау,жингыртыны
1042,klirren::V,дыңылдату,жильккетыны
1043,brausen::V,тасу,лекъяськыны
1044,rauschen::V,сусылдау,ӵашетыны
1045,rauschen::V,сыбдырлау,ӵашетыны
1046,klingen::V,дыбыс шығару,кылӥськыны
1047,bellen::V,үру,утыны
1048,heulen::V,ұлу,вузыны
1049,blasen::V,үру,пельтыны
1050,pfeifen::V,ысқыру,шуланы
1051,schreien::V,шыңғыру,черекъяны
1052,schreien::V,шыңғыру,кесяськыны
1053,schreien::V,айғайлау,черекъяны
1054,schreien::V,айғайлау,кесяськыны
1055,schreien::V,байбайлау,черекъяны
1056,schreien::V,байбайлау,кесяськыны
1057,schreien::V,бажалақтау,черекъяны
1058,schreien::V,бажалақтау,кесяськыны
1059,stöhnen::V,ыңырсу,ӝуштыны
1060,stöhnen::V,ыңкылдау,ӝуштыны
1061,zittern::V,қалш,дырекъяны
1062,zittern::V,қалш,куалекъяны
1063,zittern::V,қалшылдату,дырекъяны
1064,zittern::V,қалшылдату,куалекъяны
1065,leben::V,жасау,улыны
1066,leben::V,күнелту,улыны
1067,leben::V,күн көру,улыны
1068,leben::V,тіршілік ету,улыны
1069,geboren werden::V,туу,вордӥськыны
1070,atmen::V,дем алу,шоканы
1071,atmen::V,ауа жұту,шоканы
1072,trinken::V,ішу,юыны
1073,trinken::V,ұрттау,юыны
1074,essen::V,жеу,сиыны
1075,essen::V,тамақтану,сиыны
1076,schlucken::V,жұту,ньылыны
1077,müde werden::V,болдыру,жадьыны
1078,einschlafen::V,үйыктап калу,умме усьыны
1079,schlafen::V,ұйықтау,кӧлыны
1080,aufwachen::V,ояну,сайканы
1081,aufstehen::V,ояну,султыны
1082,sich erholen::V,тынығу,шутэтскыны
1083,krank werden::V,кеселдену,висьыны
1084,krank werden::V,сырқаттану,висьыны
1085,krank werden::V,ауырып қалу,висьыны
1086,krank werden::V,ауыра бастау,висьыны
1087,krank werden::V,кеселге ұшырау,висьыны
1088,krank werden::V,сырқаттанып қалу,висьыны
1089,krank sein::V,ауыру,висьыны
1090,krank sein::V,сырқаттану,висьыны
1091,schmerzen::V,ауырады,висьыны
1092,husten::V,жөтелу,кызыны
1093,genesen::V,айығу,юнматскыны
1094,genesen::V,айығу,бурмытскылыны
1095,sterben::V,өлу,кулыны
1096,sterben::V,қайтыс,кулыны
1097,sterben::V,жантапсыру,кулыны
1098,umkommen::V,өлу,бырыны
1099,umkommen::V,қаза табу,бырыны
1100,sich bewegen::V,жылжу,вырыны
1101,sich rühren::V,қыбырлау,вырӟыны
1102,sich rühren::V,қыбырлау,вырӟылыны
1103,sich erheben::V,тұру,султыны
1104,sich setzen::V,отыру,пуксьыны
1105,hinfallen::V,жығылу,усьыны
1106,laufen::V,жояу жүру,мыныны
1107,schreiten::V,кадамдау,вамышъяны
1108,spazierengehen::V,қыдыру,мыныны
1109,spazierengehen::V,қыдыру,ветлыны
1110,eilen::V,асығу,дыртыны
1111,eilen::V,жеделдену,дыртыны
1112,eilen::V,жедепдеу,дыртыны
1113,sich beeilen::V,асығу,дыртыны
1114,sich beeilen::V,жеделдену,дыртыны
1115,sausen::V,заулау,туж ӝог мыныны
1116,rennen::V,жүгіру,бызьылыны
1117,springen::V,секіру,тэтчаны
1118,klettern::V,өрмелеп шығу,тубаны
1119,schaukeln::V,тербелу,лэйканы
1120,schaukeln::V,тербелу,шонаськыны
1121,kriechen::V,еңбектеу,нюж ветлыны
1122,schwimmen::V,жүзу,уяны
1123,schwimmen::V,малту,уяны
1124,schwimmen::V,қалықтау,уяны
1125,tauchen::V,сүңгу,зумылыны
1126,rudern::V,есу,полсаны
1127,fahren::V,бару,ветлыны
1128,fliegen::V,ұшу,лобаны
1129,gehen::V,бару,мыныны
1130,weggehen::V,кету,кошкыны
1131,abfahren::V,жөнелу,кошкыны
1132,anhalten::V,тоқтау,дугдыны
1133,hineingehen::V,кіру,пырыны
1134,eintreten::V,ену,пырыны
1135,kommen::V,жету,вуыны
1136,kommen::V,жету,лыктыны
1137,ankommen::V,келу,вуыны
1138,zurückkommen::V,қайту,берытскыны
1139,bleiben::V,қалу,кыльыны
1140,warten::V,тосу,витьыны
1141,erwarten::V,күту,витьыны
1142,erwarten::V,күту,возьманы
1143,suchen::V,іздеу,утчаны
1144,finden::V,табу,шедьтыны
1145,versuchen::V,талпыну,турттыны
1146,vorbereiten::V,әзірлеу,дасяны
1147,lieben::V,сүю,гажаны
1148,mögen::V,жарату,яратыны
1149,mögen::V,жақсы_көру,яратыны
1150,lachen::V,күлу,серекъяны
1151,lachen::V,күлісу,серекъяны
1152,rühren::V,көңілін бұзу,сюлме йӧтыны
1153,weinen::V,жылау,бӧрдыны
1154,schimpfen::V,ақырып-бақыру,даллашыны
1155,sich ärgern::V,ашулану,лекъяськыны
1156,sich fürchten::V,сескену,кышканы
1157,sich fürchten::V,сескену,курданы
1158,fürchten::V,қауіптену,курданы
1159,fürchten::V,қауіптену,кышканы
1160,fürchten::V,сақсыну,курданы
1161,fürchten::V,сақсыну,кышканы
1162,fliehen::V,қашу,пегӟыны
1163,fliehen::V,қашып кету,пегӟыны
1164,flüchten::V,қашу,пегӟыны
1165,flüchten::V,қашып кету,пегӟыны
1166,sehen::V,көру,адӟыны
1167,anschauen::V,назар салу,учкыны
1168,ansehen::V,тамашалау,учкыны
1169,hören::V,есту,кылыны
1170,zuhören::V,тыңдау,кылзыны
1171,zuhören::V,құлақ қою,кылзыны
1172,probieren::V,тату,веръяны
1173,probieren::V,дәм тату,веръяны
1174,riechen::V,иіскеу,зынъяны
1175,fühlen::V,сезу,шӧдыны
1176,fühlen::V,сезіну,шӧдыны
1177,scheinen::V,болып көріну,адскыны
1178,zu sehen sein::V,көріну,адӟиськыны
1179,vernehmen::V,есту,кылыны
1180,vernehmen::V,есітіп қалу,кылыны
1181,frieren::V,тоңу,кынмыны
1182,frieren::V,жаурау,кынмыны
1183,tun::V,ету,карыны
1184,tun::V,істеу,карыны
1185,können::V,білу,быгатыны
1186,wollen::V,қалау,потыны
1187,anfangen::V,бастау,кутскыны
1188,beenden::V,бітіру,быдтыны
1189,beenden::V,бітіру,быдэстыны
1190,beenden::V,адақтау,быдтыны
1191,beenden::V,адақтау,быдэстыны
1192,beenden::V,тамамдау,быдтыны
1193,beenden::V,тамамдау,быдэстыны
1194,beenden::V,аяқтап шығу,быдтыны
1195,beenden::V,аяқтап шығу,быдэстыны
1196,aufhören::V,доғару,дугдыны
1197,gelingen::V,жолы түсу,быгатыны
1198,gelingen::V,жолы түсу,луыны
1199,geraten::V,калу,лэсяны
1200,öffnen::V,ашу,усьтыны
1201,öffnen::V,ашып қою,усьтыны
1202,schließen::V,жабу,пытсаны
1203,stellen::V,қою,пуктыны
1204,stellen::V,қойдыру,пуктыны
1205,setzen::V,отырғызу,пуктыны
1206,legen::V,салу,поныны
1207,legen::V,калау,поныны
1208,berühren::V,тию,исаны
1209,verbinden::V,байлап алу,герӟаны
1210,verbinden::V,сабақтастыру,герӟаны
1211,bedecken::V,бүркеу,пытсаны
1212,aufhängen::V,ілу,ошыны
1213,aufhängen::V,асып қою,ошыны
1214,anzünden::V,тұтату,ӝуатыны
1215,aufheben::V,көтеру,ӝутыны
1216,zurücklassen::V,қалдыру,кельтыны
1217,verlieren::V,жоғалту,ыштыны
1218,fallen lassen::V,құлатып алу,уськытыны
1219,fallen lassen::V,қолдан түсіріп алу,уськытыны
1220,machen::V,ету,лэсьтыны
1221,machen::V,жасау,лэсьтыны
1222,machen::V,жасап шығару,лэсьтыны
1223,herstellen::V,жасап шығару,лэсьтыны
1224,bauen::V,тұрғызу,пуктыны
1225,reparieren::V,оңдау,тупатыны
1226,verbessern::V,дұрыстау,умоятыны
1227,ändern::V,өзгерту,воштыны
1228,graben::V,үңгу,копаны
1229,beugen::V,буғу,губыртыны
1230,biegen::V,ию,куасаны
1231,biegen::V,майыстыру,куасаны
1232,drehen::V,айналдыру,бергатыны
1233,wenden::V,екінші жағын айналдыру,берыктыны
1234,umdrehen::V,бұру,берыктыны
1235,heben::V,көтеру,ӝутыны
1236,hochheben::V,жоғарылату,ӝутъяны
1237,hochheben::V,көтеру,ӝутъяны
1238,ergreifen::V,бас_салу,кутыны
1239,ergreifen::V,бас_салу,кырмыны
1240,ergreifen::V,шап_беріп_ұстап_алу,кутыны
1241,ergreifen::V,шап_беріп_ұстап_алу,кырмыны
1242,ergreifen::V,шап_беру,кутыны
1243,ergreifen::V,шап_беру,кырмыны
1244,ergreifen::V,шап_ете_түсу,кутыны
1245,ergreifen::V,шап_ете_түсу,кырмыны
1246,halten::V,тұту,возьыны
1247,halten::V,ұстау,возьыны
1248,drücken::V,басу,зӥбыны
1249,drücken::V,басу,пачкатыны
1250,schieben::V,итеру,донганы
1251,kratzen::V,қыру,вуштыны
1252,lecken::V,жалау,нюлыны
1253,beißen::V,қабу,куртчыны
1254,beißen::V,тістеу,куртчыны
1255,beißen::V,қауып алу,куртчыны
1256,abreißen::V,үзу,ишкалтыны
1257,abschneiden::V,қырқу,шорыны
1258,abschneiden::V,қырқу,вандыны
1259,binden::V,байланыстыру,керттыны
1260,binden::V,байлап_алу,керттыны
1261,binden::V,байластыру,керттыны
1262,binden::V,байлау,керттыны
1263,binden::V,буу,керттыны
1264,binden::V,матау,керттыны
1265,binden::V,сабақтастыру,керттыны
1266,binden::V,ұштастыру,керттыны
1267,stecken::V,сұғу,мертчытыны
1268,brechen::V,сындыру,тӥяны
1269,klopfen::V,қағу,йыганы
1270,klopfen::V,қағу,шарккетыны
1271,hauen::V,соғу,жугыны
1272,hauen::V,соғу,тышканы
1273,kleben::V,желімдеу,лякыны
1274,reiben::V,үйкеу,зыраны
1275,reiben::V,үйкеу,вуштыны
1276,streichen::V,сүйкеу,зыраны
1277,schleifen::V,егеу,шерыны
1278,schleifen::V,қайрау,шерыны
1279,schleifen::V,егеулеу,шерыны
1280,schneiden::V,кесу,вандыны
1281,rütteln::V,қозғау,зуркатыны
1282,rütteln::V,жұлмалау,зуркатыны
1283,schütteln::V,дірілдету,куалекъятыны
1284,schütteln::V,селкілдету,куалекъятыны
1285,schwenken::V,бұлғау,шонаны
1286,schwenken::V,сермеу,шонаны
1287,schütten::V,құю,лэзьыны
1288,füllen::V,толтыру,тырмытыны
1289,einwickeln::V,орау,биньыны
1290,tragen::V,алып жүру,нуыны
1291,schleppen::V,тарту,кыскыны
1292,ziehen::V,тарту,кыскыны
1293,aufbewahren::V,сақтау,возьыны
1294,werfen::V,лақтыру,куяны
1295,werfen::V,лақтыру,лэзяны
1296,fangen::V,қармау,кутыны
1297,fangen::V,қағып алу,кутыны
1298,packen::V,шап беру,кутыны
1299,packen::V,шап беру,кырмыны
1300,packen::V,шап ете түсу,кутыны
1301,packen::V,шап ете түсу,кырмыны
1302,packen::V,шап беріп ұстап алу,кутыны
1303,packen::V,шап беріп ұстап алу,кырмыны
1304,verstecken::V,тығу,ватыны
1305,verstecken::V,жасыру,ватыны
1306,teilen::V,бөлу,люкыны
1307,schicken::V,жіберу,ыстыны
1308,bringen::V,әкелу,вайыны
1309,bringen::V,алып келу,вайыны
1310,hinzufügen::V,қосу,ватсаны
1311,hinzufügen::V,үстеу,ватсаны
1312,bekommen::V,алу,басьтыны
1313,erhalten::V,алмақ,басьтыны
1314,nehmen::V,алу,кутыны
1315,nehmen::V,алу,басьтыны
1316,nehmen::V,алмақ,кутыны
1317,nehmen::V,алмақ,басьтыны
1318,wählen::V,таңдау,бырйыны
1319,auswählen::V,екшеу,бырйыны
1320,auswählen::V,саралау,бырйыны
1321,auswählen::V,сұрыптау,бырйыны
1322,auswählen::V,сайлап алу,бырйыны
1323,bewahren::V,сақтау,возьыны
1324,behindern::V,оралғы болу,могӟытыны
1325,verderben::V,бүлдіру,сӧрыны
1326,beschädigen::V,бұзу,урод лэсьтыны
1327,zerbrechen::V,уату,сӧрыны
1328,zerreißen::V,жырту,кесяны
1329,zerstören::V,қирату,куашкатыны
1330,zerstören::V,талқандау,куашкатыны
1331,verbrennen::V,өртеу,сутыны
1332,verbrennen::V,жандыру,сутыны
1333,verbrennen::V,өртеп жіберу,сутыны
1334,verbrennen::V,жандырып жіберу,сутыны
1335,geben::V,беру,сётыны
1336,reichen::V,беру,сётыны
1337,schenken::V,тарту,кузьманы
1338,versprechen::V,уәде беру,кыл сётыны
1339,wünschen::V,тілеу,сӥзьыны
1340,loben::V,мақтау,ушъяны
1341,loben::V,дәріптеу,ушъяны
1342,küssen::V,сүю,чупаны
1343,wiegen::V,тербеу,веттаны
1344,wiegen::V,тербеу,лэйкатыны
1345,zudecken::V,бүркеу,шобыртыны
1346,wecken::V,ояту,сайкатыны
1347,zeigen::V,көрсету,возьматыны
1348,führen::V,ерту,нуыны
1349,führen::V,жетектеу,нуыны
1350,lehren::V,оқыту,дышетыны
1351,unterrichten::V,оқыту,дышетыны
1352,aufziehen::V,бағу,будэтыны
1353,leiten::V,басқару,кивалтыны
1354,leiten::V,жетекшілік ету,кивалтыны
1355,antreiben::V,асықтыру,дыртытыны
1356,lassen::V,-ткізу,-ытыны
1357,lassen::V,мәжбүр ету,-ытыны
1358,einladen::V,шақыру,ӧтьыны
1359,vereinigen::V,біріктіру,огазеяны
1360,vereinigen::V,біріктіріп қою,огазеяны
1361,besuchen::V,кіріп шығу,адӟыськыны
1362,besuchen::V,барып шығу,адӟыськыны
1363,treffen::V,кездесу,пумитаны
1364,sich versammeln::V,топталу,люкаськыны
1365,spielen::V,ойнау,шудыны
1366,singen::V,сайрау,кырӟаны
1367,tanzen::V,билеу,эктыны
1368,sich trennen::V,айрылысу,люкиськыны
1369,verlassen::V,тастау,куштыны
1370,retten::V,құтқару,утьыны
1371,bewachen::V,күзету,возьманы
1372,schützen::V,жақтау,утялтыны
1373,schützen::V,жақтасу,утялтыны
1374,verteidigen::V,қорғау,возьманы
1375,sich schlagen::V,алысу,жугиськыны
1376,schießen::V,ату,ыбылӥськны
1377,siegen::V,жеңу,вормыны
1378,ärgern::V,ашуландыру,вожпоттыны
1379,schlagen::V,ұру,жуккыны
1380,treten::V,тебу,лёганы
1381,stechen::V,шаншу,бышкалтыны
1382,stoßen::V,түрту,донгыны
1383,stehlen::V,ұрлау,вораны
1384,stehlen::V,ұрлау,лушканы
1385,stören::V,кесірлен,люкетыны
1386,belästigen::V,мазасын алу,акыльтыны
1387,belästigen::V,мазасын алу,вукылмыны
1388,verbergen::V,сездірмеу,ватыны
1389,täuschen::V,жалған айту,алданы
1390,betrügen::V,алдау,пӧяны
1391,betrügen::V,алдап кету,пӧяны
1392,betrügen::V,ақымақ қылу,пӧяны
1393,töten::V,құрту,виыны
1394,töten::V,өлтіру,виыны
1395,wohnen::V,мекендеу,улыны
1396,wohnen::V,өмір сүру,улыны
1397,arbeiten::V,істеу,ужаны
1398,arbeiten::V,еңбектену,ужаны
1399,sammeln::V,жыю,бичаны
1400,pflücken::V,жұлу,ишкыны
1401,jagen::V,аулау,пӧйшураны
1402,fischen::V,балык_аулау,чорыганы
1403,fassen::V,ұстау,кутыны
1404,hüten::V,жаю,возьманы
1405,hüten::V,бағу,возьманы
1406,treiben::V,айдау,улляны
1407,anbinden::V,байлау,думыны
1408,füttern::V,ас ішкізу,сюдыны
1409,füttern::V,азықтандыру,сюдыны
1410,füttern::V,қоректендіру,сюдыны
1411,melken::V,сауу,кыскыны
1412,hacken::V,турау,кораны
1413,gießen::V,суару,киськаны
1414,reifen::V,жетілу,вуыны
1415,reifen::V,жетілу,кисьманы
1416,zubereiten::V,даяр ету,лесьтыны
1417,kochen::V,асу,пӧзьтыны
1418,backen::V,пісіру,пыжыны
1419,braten::V,қуыру,пыжыны
1420,umrühren::V,былғалау,сураны
1421,umrühren::V,сапырылыстыру,сураны
1422,stricken::V,торлау,керттыны
1423,stricken::V,тоқу,керттыны
1424,nähen::V,тігу,вурыны
1425,färben::V,бояу,буяны
1426,färben::V,сырлау,буяны
1427,reinigen::V,аршу,сузяны
1428,reinigen::V,тазалау,сузяны
1429,waschen::V,жуу,мисьтаськыны
1430,abwischen::V,сүрту,ӵушылыны
1431,spülen::V,шаю,гылъяны
1432,fegen::V,сыпыру,ӵужыны
1433,kehren::V,сыпыру,ӵужыны
1434,baden::V,шомылу,пыласькыны
1435,sich waschen::V,жуыну,пыласькыны
1436,ausziehen::V,шешу,кыльыны
1437,anziehen::V,кигізу,дӥсяны
1438,sich anziehen::V,киіну,дӥсьяськыны
1439,kämmen::V,тарау,сынаны
1440,schmücken::V,әсемдеу,чеберъяны
1441,schmücken::V,мәнерлеу,чеберъяны
1442,schmücken::V,көріктендіру,чеберъяны
1443,sagen::V,деу,шуыны
1444,sagen::V,деу,вераны
1445,sagen::V,айту,шуыны
1446,sagen::V,айту,вераны
1447,sprechen::V,деу,вераськыны
1448,sprechen::V,айту,вераськыны
1449,reden::V,сөйлеу,вераськыны
1450,reden::V,сөйлесу,вераськыны
1451,reden::V,тіл қатысу,вераськыны
1452,sich unterhalten::V,сұхбаттасу,вераськыны
1453,fragen::V,сұрау,юаны
1454,bitten::V,өтіну,курыны
1455,bitten::V,жалыну,курыны
1456,erzählen::V,айту,вераны
1457,erzählen::V,айту,мадьыны
1458,mitteilen::V,білдіру,ивортыны
1459,nennen::V,атау,шуыны
1460,rufen::V,шақыру,ӧтьыны
1461,prahlen::V,бөсу,ушъяськыны
1462,übersetzen::V,аудару,берыктыны
1463,denken::V,ойлау,малпаны
1464,glauben::V,нану,оскыны
1465,glauben::V,илану,оскыны
1466,bemerken::V,аңғару,адӟыны
1467,erkennen::V,тану,тодыны
1468,begreifen::V,ұғу,валаны
1469,begreifen::V,аңғарып алу,валаны
1470,verstehen::V,пайым,валаны
1471,verstehen::V,түсіну,валаны
1472,lernen::V,оқу,дышетскыны
1473,wissen::V,хабардар болу,тодыны
1474,sich erinnern an::V,еске түсіру,тодэ вайыны
1475,vergessen::V,ұмыту,вунэтыны
1476,messen::V,өлшеу,мертаны
1477,zählen::V,санау,лыдъяны
1478,rechnen::V,санап шығару,лыдъяны
