,Concept_ID,mrj,en
351,Tor::N,хапка,gate
352,Zaun::N,забор,fence
353,Dach::N,левӓш,roof
354,Leiter::N,ташкалтыш,ladder
355,Besen::N,сало,broom
356,Besen::N,салко,broom
357,Spaten::N,кольмы,spade
358,Schaufel::N,лоток,shovel
359,Gabel::N,ви́лка,fork
360,Löffel::N,савала,spoon
361,Messer::N,кӹзӹ,knife
362,Nagel::N,пыда,nail
363,Netz::N,вӓпш,net
364,Haken::N,крӱк,hook
365,Haken::N,кагак,hook
366,Griff::N,кычем,handle
367,Schloss::N,замок,lock
368,Schloss::N,сыравач,lock
369,Bild::N,картин,picture
370,Figur::N,кӓн,figure
371,Puppe::N,поханя,doll
372,Beutel::N,мешӓк,pouch
373,Bündel::N,топ,bundle
374,Bündel::N,пидӹш,bundle
375,Bündel::N,кӹлдӹш,bundle
376,Tasche::N,сумкы,bag
377,Eimer::N,ведӹрӓ,bucket
378,Deckel::N,комдыш,cover
379,Geschirr::N,ӓтӹ,dishes
380,Sack::N,мешӓк,sack
381,Tasse::N,цӓшкӓ,cup
382,Topf::N,ми́ска,pot
383,Kessel::N,пад,kettle
384,Essen::N,качкыш,meal
385,Essen::N,качкыш-йӱш,meal
386,Nahrung::N,качкыш,food
387,Nahrung::N,качкыш-йӱш,food
388,Speise::N,няня,dish
389,Fleisch::N,пай,meat
390,Getreide::N,киндӹ,corn
391,Brei::N,шӹрӓш,mush
392,Brot::N,сыкыр,bread
393,Scheibe::N,ламыт,slice
394,Scheibe::N,лаштык,slice
395,Fett::N,кая,fat
396,Butter::N,ӱ,butter
397,Öl::N,ӱ,oil
398,Salz::N,санзал,salt
399,Suppe::N,лем,soup
400,Honig::N,мӱ,honey
401,Milch::N,шӹшер,milk
402,Tee::N,чӓй,tea
403,Leder::N,шарга,leather
404,Leder::N,кавашты,leather
405,Wolle::N,миж,wool
406,Stoff::N,матер,cloth
407,Stoff::N,матери,cloth
408,Nadel::N,им,needle
409,Faden::N,шӹртӹ,thread
410,Knopf::N,полдыш,button
411,Knoten::N,пӱкшем,knot
412,Farbe::N,чиӓ,paint
413,Farbe::N,крӓскӓ,paint
414,Kleidung::N,выргем,clothes
415,Hemd::N,тыгыр,shirt
416,Kragen::N,шӱ,collar
417,Ärmel::N,шокш,sleeve
418,Hose::N,ялаш,trousers
419,Gürtel::N,ӹштӹ,belt
420,Mütze::N,упш,cap
421,Schuh::N,ту́фльы,shoe
422,Stiefel::N,кем,boot
423,Ring::N,шӓргӓш,ring
424,Band::N,лемтӓ,ribbon
425,Kamm::N,шерге,comb
426,Spiegel::N,тӹгӹр,mirror
427,Riemen::N,прӓжӓ,strap
428,Schnur::N,кӓндӹра,string
429,Leine::N,керем,leash
430,Decke::N,одеял,blanket
431,Kissen::N,кӹпцӹк,pillow
432,Tuch::N,савыц,scarf
433,Handtuch::N,шӹргӹсавыц,towel
434,Handtuch::N,шӹргӹмсавыц,towel
435,Kraft::N,ви,force
436,Stärke::N,ви,strength
437,Gesundheit::N,шу,health
438,Gesundheit::N,шулык,health
439,Krankheit::N,мыж,illness
440,Schmerz::N,карштыш,pain
441,Wunde::N,шушыр,wound
442,Fieber::N,ӱштӹмыж,fever
443,Arznei::N,лекӓрцӹ,medicine
444,Brücke::N,кӹвер,bridge
445,Brunnen::N,вӹдсӹнзӓ,well
446,Weide::N,ныр,pasture
447,Pfad::N,ялгорны,path
448,Weg::N,корны,way
449,Straße::N,корны,road
450,Dorf::N,сола,village
451,Stadt::N,города,town
452,Brief::N,сирмӓш,letter
453,Buch::N,книгӓ,book
454,Buchstabe::N,буква́,character
455,Zeitung::N,газет,newspaper
456,Zeitung::N,кайзет,newspaper
457,Leben::N,житя,life
458,Tod::N,смöрт,death
459,Grab::N,шӹгер,grave
460,Grab::N,мыгилӓ,grave
461,Grab::N,шӹгерлӓ,grave
462,Kirche::N,церкӹ,church
463,Sünde::N,сулык,sin
464,Gott::N,йымы,god
465,Arbeiter::N,пӓшӓзӹ,worker
466,Chef::N,вуй,boss
467,Meister::N,мастар,master
468,Arzt::N,доктор,doctor
469,Lehrer::N,тымдышы,teacher
470,Geld::N,окса,money
471,Geschäft::N,торге́йӹмӓш,business
472,Laden::N,лапка,shop
473,Laden::N,магазин,shop
474,Preis::N,ӓк,price
475,Ware::N,товар,ware
476,Nutzen::N,пайда,profit
477,Reichtum::N,перке,wealth
478,Welt::N,сӓндӓлӹк,world
479,Welt::N,свет,world
480,Land::N,сӓндӓлӹк,country
481,Staat::N,кугижӓншӹ,state
482,König::N,король,king
483,Macht::N,власть,power
484,Grenze::N,пӹсмӓн,border
485,Krieg::N,вырсы,war
486,Feind::N,тышман,enemy
487,Gewalt::N,ви,violence
488,Kampf::N,кредӓлмӓш,fight
489,Bogen[Waffe]::N,янгеж,bow
490,Pfeil::N,пикш,arrow
491,Gewehr::N,пичӓл,gun
492,Fehler::N,самынь,mistake
493,Lüge::N,шая,lie
494,Schaden::N,вре́дӓ,damage
495,Unglück::N,пёда,misfortune
496,Unglück::N,тымаша,misfortune
497,Schuld::N,вуйнамат,fault
498,Alter::N,иӓш,age
499,Alter::N,игечӹ,age
500,Schluss::N,пӹтӓртӹш,conclusion
501,Zeit::N,веремӓ,time
502,Tag::N,кечӹ,day
503,Morgen::N,ир,morning
504,Morgen::N,ирок,morning
505,Mittag::N,кечӹвӓл,noon
506,Abend::N,вады,evening
507,Nacht::N,йыд,night
508,Woche::N,ӓрня,week
509,Monat::N,тӹ́лзӹ,month
510,Jahr::N,год,year
511,Frühling::N,шошым,spring
512,Sommer::N,кӓнгӹж,summer
513,Herbst::N,шӹжӹ,autumn
514,Winter::N,тел,winter
515,Winter::N,телӹ,winter
516,Januar::N,январ,January
517,Januar::N,январь,January
518,Februar::N,февраль,February
519,März::N,март,March
520,April::N,апрель,April
521,Mai::N,май,May
522,Juni::N,июнь,June
523,Juli::N,июль,July
524,August::N,август,August
525,September::N,сентябрь,September
526,Oktober::N,октябрь,October
527,November::N,ноябрь,November
528,Dezember::N,декавыр,December
529,Montag::N,шачмы,Monday
530,Dienstag::N,кышкыжмы,Tuesday
531,Mittwoch::N,вӹрчегӹ,Wednesday
532,Donnerstag::N,изӓрня,Thursday
533,Freitag::N,когарня,Friday
534,Samstag::N,кукшыгечӹ,Saturday
535,Sonntag::N,рушӓрня,Sunday
536,groß::A,кого,big
537,klein::A,изи,little
538,lang::A,кужы,long
539,kurz::A,кӹтӹк,short
540,breit::A,кымда,wide
541,schmal::A,ӓнгӹсӹр,narrow
542,dicht::A,шӹре,dense
543,dick[Gegenstand]::A,кӹжгӹ,thick
544,dünn::A,вӹцкӹж,thin
545,fein::A,пыльга,delicate
546,fest::A,цаткыды,firm
547,flach::A,тӓлякӓ,flat
548,glatt::A,ягылгы,smooth
549,hart::A,пингӹдӹ,hard
550,weich::A,пышкыды,soft
551,rund::A,тӹртӹш,round
552,spitz::A,кашар,pointed
553,scharf::A,кашар,sharp
554,stumpf::A,нӹшкӹ,blunt
555,schwer::A,нелӹ,heavy
556,schön::A,цевер,beautiful
557,schön::A,олмыдшы,beautiful
558,heiß::A,шокшы,hot
559,warm::A,шокшы,warm
560,kalt::A,ӱштӹ,cold
561,kühl::A,юалгы,cool
562,kühl::A,йонгата,cool
563,frisch::A,йонгата,fresh
564,feucht::A,ӹлӹкшӹ,damp
565,feucht::A,вӹдӹжгӹ,damp
566,nass::A,начкы,wet
567,trocken::A,кукшы,dry
568,voll::A,темшӹ,full
569,voll::A,темыман,full
570,leer::A,йӓрӓ,empty
571,offen::A,виш,open
572,geschlossen::A,чӱчмӹ,closed
573,geschlossen::A,тӹкӹлӓлтшӹ,closed
574,sauber::A,ире,clean
575,schmutzig::A,шоран,dirty
576,schmutzig::A,лявӹрӓн,dirty
577,schmutzig::A,шорангшы,dirty
578,roh::A,пеле кӱшӹ,raw
579,reif::A,кӱшӹ,ripe
580,lecker::A,тотан,delicious
581,süß::A,мӱӓн,sweet
582,bitter::A,качы,bitter
583,sauer::A,шапы,sour
584,hell::A,соты,bright
585,hell::A,валгыды,bright
586,dunkel::A,пӹц,dark
587,dunkel::A,пӹцкемӹш,dark
588,schwarz::A,шим,black
589,weiß::A,ош,white
590,weiß::A,ошы,white
591,rot::A,якшаргы,red
592,gelb::A,сар,yellow
593,gelb::A,сары,yellow
594,blau::A,симсӹ,blue
595,grün::A,ыжар,green
596,grau::A,луды,grey
597,bunt::A,ала,colourful
598,bunt::A,ала,colorful
599,billig::A,шулдаш,cheap
600,teuer::A,шергӹ,dear
601,teuer::A,шергӓкӓн,dear
602,wertvoll::A,ӓкӓн,precious
603,blind::A,слöпöй,blind
604,blind::A,сльöпöй,blind
605,taub::A,тӱтӱк,deaf
606,kräftig::A,виӓн,powerful
607,stark::A,виӓн,strong
608,schwach::A,шава,weak
609,schwach::A,лӹпкӓ,weak
610,schwach::A,слабка,weak
611,fett::A,таза,fat
612,schlank::A,яштака,slim
613,hübsch::A,сӹлнӹ,pretty
614,hübsch::A,олмыдшы,pretty
615,böse::A,шӹдӓн,evil
616,dumm::A,окмак,stupid
617,faul::A,ялахай,lazy
618,fleißig::A,пӓшам яратышы,diligent
619,geizig::A,шык,stingy
620,klug::A,ышан,clever
621,geschickt::A,мастар,skilful
622,geschickt::A,мастар,skillful
623,lieb::A,тыри,dear
624,lustig::A,мындыр,merry
625,lustig::A,сусу,merry
626,sanft::A,йӹвӹжӓ,gentle
627,hungrig::A,шужышы,hungry
628,krank::A,церлӹ,sick
629,krank::A,хворой,sick
630,nackt::A,цӓрӓ,naked
631,traurig::A,сы́лыкан,sad
632,traurig::A,кымы́лдымы,sad
633,lebendig::A,живой,living
634,gut::A,яжо,good
635,schlecht::A,уда,bad
636,schlecht::A,худа,bad
637,richtig::A,вургамла,correct
638,schlimm::A,йӹрнык,nasty
639,wahr::A,настоящий,true
640,wahr::A,настояшый,true
641,alt::A,шонгы,old
642,neu::A,у,new
643,ehemalig::A,тошты,former
644,alt[Lebewesen]::A,ӹлалшӹ,aged
645,jung::A,нöргӹ,young
646,jung::A,молода,young
647,arm::A,укеӓн,poor
648,reich::A,паян,rich
649,reich::A,пурлыкан,rich
650,bekannt::A,палӹмӹ,familiar
651,berühmt::A,лӹмлы,famous
652,fremd::A,эдемӹн,foreign
653,verschieden::A,тӹрлӹ,different
654,nah::A,лишӹл,near
655,fern::A,мӹндӹр,far
656,linker::A,шалахай,left
657,rechter::A,вургамла,right
658,anderer::A,вес,other
659,anderer::A,весӹ,other
660,erster::A,икшӹ,first
661,erster::A,икӹмшӹ,first
662,zweiter::A,кокшы,second
663,dritter::A,кымшы,third
664,letzter::A,остатка,last
665,allein::ADV,иктӹ,alone
666,allein::ADV,иктӹт,alone
667,auf einmal::ADV,тöрöк,at once
668,zusammen::ADV,икараш,together
669,zusammen::ADV,цымырын,together
670,lange::ADV,кужын,long
671,plötzlich::ADV,трӱк,suddenly
672,sofort::ADV,полт,instantly
673,sofort::ADV,тöрöк,instantly
674,sofort::ADV,тӹшӓкок,instantly
675,später::ADV,вара,later
676,heute::ADV,тагачы,today
677,morgen::ADV,иргод,tomorrow
678,morgen::ADV,иргодым,tomorrow
679,bald::ADV,чӹнь,soon
680,bald::ADV,вӓшке,soon
681,bald::ADV,выртышты,soon
682,dann::ADV,пакыла,then
683,gestern::ADV,тенгечӹ,yesterday
684,einst::ADV,икӓнӓ,once
685,damals::ADV,тӹнӓм,at that time
686,danach::ADV,пакыла,afterwards
687,vorher::ADV,перви,before
688,zuerst::ADV,андак,at first
689,einmal::ADV,гӓнӓк,once
690,einmal::ADV,гӓнӓ,once
691,manchmal::ADV,кынамжы,sometimes
692,oft::ADV,чӹчкӹдӹн,often
693,immer::ADV,со,always
694,immer::ADV,соок,always
695,niemals::ADV,нинам,never
696,niemals::ADV,нигынам,never
697,niemals::ADV,нигынамат,never
698,hier::ADV,тиштӹ,here
699,hierhin::ADV,тишкӹ,hither
700,hierhin::ADV,тишкӹ,to here
701,hierhin::ADV,тишкӹ,here
702,von hier::ADV,тишец,hence
703,von hier::ADV,тишецӹн,hence
704,dort::ADV,тӹштӹ,there
705,dorthin::ADV,тӹшкӹ,thither
706,dorthin::ADV,тӹшкӹ,there
707,dorthin::ADV,тӹшкӹ,to there
708,dorthin::ADV,тӹшкӹлӓ,thither
709,dorthin::ADV,тӹшкӹлӓ,there
710,dorthin::ADV,тӹшкӹлӓ,to there
711,geradeaus::ADV,вик,ahead
712,geradeaus::ADV,тура,ahead
713,vorwärts::ADV,анзыкы,forward
714,rückwärts::ADV,мӹнгеш,backward
715,zurück::ADV,мӹнгеш,back
716,unten::ADV,ӱлнӹ,below
717,unten::ADV,лӹвӓлнӹ,below
718,hinab::ADV,ӱлӹкӹ,down
719,hinab::ADV,лӹвӓкӹ,down
720,oben::ADV,вӹлнӹ,above
721,hinauf::ADV,кӱшкӹлӓ,up
722,hinauf::ADV,кӱш,up
723,überall::ADV,йӹлт,everywhere
724,überall::ADV,цилӓ вӓре,everywhere
725,nicht::ADV,уке,not
726,ein wenig::ADV,изиш,a little
727,ein wenig::ADV,иклаштык,a little
728,kaum::ADV,цылик,hardly
729,kaum::ADV,чучок-чучок,hardly
730,sehr::ADV,чоте,very
731,so::ADV,тенге,so
732,so::ADV,тенгелӓ,so
733,noch::ADV,мол,still
734,noch::ADV,моло,still
735,nur::ADV,веле,only
736,schon::ADV,уже,already
737,schon::ADV,ӹнде,already
738,wieder::ADV,уэш,again
739,vergebens::ADV,зря,in vain
740,vergebens::ADV,ӹзрӓ,in vain
741,vergebens::ADV,ӹзӹрӓ,in vain
742,vor::PRP,анзыц,in front of
743,vor::PRP,анзыцын,in front of
744,hinter::PRP,шайылан,behind
745,hinter::PRP,шайылный,behind
746,unter::PRP,лӹвӓкӹ,under
747,durch::PRP,вашт,through
748,neben::PRP,сага,next to
749,zwischen::PRP,лош,between
750,zwischen::PRP,лошкы,between
751,wegen::PRP,мычыц,because of
752,dies::PRN,тидӹ,this
753,dies::PRN,ти,this
754,das::PRN,тидӹ,that
755,das::PRN,ти,that
756,alles::PRN,цилӓ,everything
757,ich::PRN,мый,I
758,du::PRN,тӹнь,you
759,du::PRN,тӹнь,thou
760,er::PRN,тӹдӹ,he
761,wir::PRN,мӓ,we
762,ihr::PRN,вӓ,you
763,sie::PRN,нӹнӹ,they
764,was::FPRN,ма,what
765,wer::FPRN,кӱ,who
766,wo::FADV,кышан,where
767,wo::FADV,кыштакен,where
768,wohin::FADV,кышкы,where ... to
769,wohin::FADV,кышкы,where to
770,wohin::FADV,кышкы,where
771,wie::FADV,кыце,how
772,warum::FADV,малын,why
773,wieviel::FNUM,кынар,how much
774,wieviel::FNUM,кынары,how much
775,wieviel::FNUM,кынаркы,how much
776,eins::NUM,иктӹ,one
777,eins::NUM,иктӹт,one
778,zwei::NUM,кок,two
779,zwei::NUM,кокты,two
780,drei::NUM,кым,three
781,drei::NUM,кымыт,three
782,vier::NUM,нӹл,four
783,fünf::NUM,вӹц,five
784,sechs::NUM,куд,six
785,sechs::NUM,кудытмозн,six
786,sieben::NUM,шӹм,seven
787,sieben::NUM,шӹмӹт,seven
788,acht::NUM,кӓндӓкш,eight
789,acht::NUM,кӓндӓкшӹ,eight
790,neun::NUM,ӹндекшшӱдӹ,nine
791,zehn::NUM,лу,ten
792,elf::NUM,луатик,eleven
793,elf::NUM,луатиктӹ,eleven
794,zwölf::NUM,луаткок,twelve
795,zwölf::NUM,луаткокты,twelve
796,zwanzig::NUM,коклы,twenty
797,dreißig::NUM,кымлы,thirty
798,vierzig::NUM,нӹллӹ,forty
