,Concept_ID,os,kk
138,Blume::N,дидинӕг,гүл
139,Gras::N,кӕрдӕг,от
140,Wurzel::N,уидаг,түбір
141,Baum::N,бӕлас,ағаш
142,Baum::N,бӕлас,дарақ
143,Stamm::N,хӕтӕл,сояу
144,Stamm::N,хӕтӕл,оқпан
145,Rinde::N,цъар,қабық
146,Ast::N,арх,бұтақ
147,Zweig::N,къалиу,шыбық
148,Blatt::N,сыф,жапырақ
149,Birke::N,бæрз,қайың
150,Kiefer[Baum]::N,нӕзы,қарағай
151,Weide[Baum]::N,хӕрис,тал
152,Tanne::N,наз,шырша
153,Horn::N,сыкъа,мүйіз
154,Feder::N,сис,қаламұш
155,Fell::N,царм,тері
156,Flügel::N,базыр,қанат
157,Klaue::N,ных,тырнақ
158,Kralle::N,дзӕмбы,аяқ
159,Schwanz::N,къӕдзил,құйрық
160,Ei::N,айк,жұмыртқа
161,Nest::N,ахстон,ұя
162,Bau::N,хуынкъ,жатақ
163,Tier::N,сырд,айуан
164,Tier::N,сырд,жануар
165,Tier::N,цӕрӕгой,айуан
166,Tier::N,цӕрӕгой,жануар
167,Herde::N,дзуг,пада
168,Herde::N,рӕгъау,пада
169,Kuh::N,хъуг,сиыр
170,Bulle::N,гал,өгіз
171,Pferd::N,бӕх,жылқы
172,Schaf::N,фыс,қой
173,Schwein::N,хуы,шошқа
174,Hund::N,куыдз,ит
175,Katze::N,гӕды,мысық
176,Bär::N,арс,аю
177,Eichhörnchen::N,æхсæрæг,тиін
178,Elch::N,цæгатаг саг,бұғы
179,Fuchs::N,рувас,түлкі
180,Hase::N,тæрхъус,қоян
181,Maus::N,мыст,қаптесер
182,Wolf::N,бирӕгъ,бөрі
183,Wolf::N,бирӕгъ,қасқыр
184,Vogel::N,цъиу,құс
185,Vogel::N,маргъ,құс
186,Schwarm::N,бал,топ
187,Schwarm::N,бал,үйір
188,Huhn::N,карк,тауық
189,Huhn::N,карк,мекиен
190,Hahn::N,уасӕг,әтеш
191,Hahn::N,уасӕг,қораз
192,Gans::N,хъаз,қаз
193,Adler::N,цӕргӕс,бүркіт
194,Ente::N,ацц,үйрек
195,Eule::N, уыг,жапалақ
196,Eule::N,сидахъ,жапалақ
197,Kranich::N,зырнæг,тырна
198,Kranich::N,хърихъупп,тырна
199,Krähe::N,халон,қарға
200,Kuckuck::N,гаккук,көкек
201,Schwan::N,доныхъаз,аққу
202,Fisch::N,кӕсаг,балық
203,Barsch::N,окунь,алабұға
204,Hecht::N,хихор кӕсаг,шортан
205,Schlange[Tier]::N,калм,жылан
206,Wurm::N,зулкъ,шұбалшаң
207,Wurm::N,къуыдыргалм,шұбалшаң
208,Spinne::N,хӕлуарӕг,өрмекші
209,Ameise::N,мæлдзыг,қүмырска
210,Laus::N,сыст,бит
211,Mücke::N,къогъо,маса
212,Fliege::N,бындз,шыбын
213,Schmetterling::N,гæлæбу,көбелек
214,Beere::N,гагадыргъ,жидек
215,Apfel::N,фӕткъуы,алма
216,Pilz::N,зокъо,қозықұйрық
217,Pilz::N,зокъо,саңыраукулақ
218,Pilz::N,къозо,қозықұйрық
219,Pilz::N,къозо,саңыраукулақ
220,Zwiebel::N,хъӕдындз,жуа
221,Saat::N,тауинаг,тұқым
222,Saat::N,мыггаг,тұқым
223,Korn::N,мыггаг,дән
224,Korn::N,тауинаг,дән
225,Heu::N,хос,шөп
226,Schale::N,цъар,қабық
227,Schale::N,цъар,қабығы
228,Grube::N,урм,ор
229,Grube::N,къахт,ор
230,Grube::N,дзыхъхъ,ор
231,Falle::N,цъысым,дұзақ
232,Falle::N,цъысым,қақпан
233,Falle::N,къӕппӕг,дұзақ
234,Falle::N,къӕппӕг,қақпан
235,Schlinge::N,цасм,ілмек
236,Spur::N,фæд,із
237,Asche::N,фӕнык,күл
238,Asche::N,ӕртхутӕг,күл
239,Dreck::N,цъыф,былғаныш
240,Eisen::N,ӕфсӕйнаг,темір
241,Gold::N,сыгъзӕрин,алтын
242,Silber::N,ӕвзист,күміс
243,Kohle::N,ӕвзалы,көмір
244,Glas::N,авг,шыны
245,Lehm::N,ӕлыг,балшық
246,Sand::N,змис,құм
247,Mensch::N,лӕг,адам
248,Mensch::N,адӕймаг,адам
249,Mensch::N,удгоймаг,адам
250,Mann::N,лӕг,еркек
251,Mann::N,лӕг,ер адам
252,Mann::N,нӕлгоймаг,еркек
253,Mann::N,нӕлгоймаг,ер адам
254,Frau::N,сылгоймаг,бике
255,Frau::N,сылгоймаг,қатын
256,Kind::N,сывӕллон,бала
257,Kind::N,сывӕллон,перзент
258,Junge::N,лӕппу,бала
259,Junge::N,лӕппу,ер бала
260,Mädchen::N,чызг,қыз
261,Familie::N,бинонтæ,жанұя
262,Großvater::N,фыдыфыд,ата
263,Großvater::N,мадыфыд,ата
264,Großmutter::N,фыды мад,әже
265,Großmutter::N,фыды мад,әжей
266,Großmutter::N,мады мад,әже
267,Großmutter::N,мады мад,әжей
268,Eltern::N,ныййарджытæ,ата-аналар
269,Vater::N,фыд,әке
270,Mutter::N,мад,ана
271,Sohn::N,фырт,ұл
272,Tochter::N,чызг,қызым
273,Bruder::N,ӕфсымӕр,бауырым
274,Schwester::N,хо,әпке
275,Onkel::N,фыдыфсымӕр,көке
276,Tante::N,мадыхо,тәте
277,Ehemann::N,мой,ер
278,Ehefrau::N,ус,зайып
279,Freude::N,цин,қуаныш
280,Freude::N,цин,сүйініш
281,Freude::N,цин,шат-думан
282,Freude::N,цин,қуаныштылық
283,Freude::N,циндзинад,қуаныш
284,Freude::N,циндзинад,сүйініш
285,Freude::N,циндзинад,шат-думан
286,Freude::N,циндзинад,қуаныштылық
287,Gelächter::N,худын,күлу
288,Gelächter::N,худт,күлу
289,Gelächter::N,худæг,күлу
290,Glück::N,амонд,бақыт
291,Glück::N,амонд,бақыттылық
292,Kummer::N,хъыг,аза
293,Kummer::N,хъыг,қайғы
294,Kummer::N,хъыг,қасырет
295,Wunsch::N,бӕллиц,мүдде
296,Lust::N,монц,тәбет
297,Lust::N,монц,ынтызар
298,Lust::N,монц,құштарлық
299,Geist::N,уд,рух
300,Gedanke::N,хъуыды,ой
301,Gedächtnis::N,мысæн,ес
302,Gedächtnis::N,мысæн,жады
303,Gedächtnis::N,мысæн,ақыл-ес
304,Gedächtnis::N,мысын,ес
305,Gedächtnis::N,мысын,жады
306,Gedächtnis::N,мысын,ақыл-ес
307,Gedächtnis::N,зæрдылдарын,ес
308,Gedächtnis::N,зæрдылдарын,жады
309,Gedächtnis::N,зæрдылдарын,ақыл-ес
310,Verstand::N,зонд,ақыл
311,Verstand::N,зонд,парасат
312,Sinn::N,нысаниуæг,мән
313,Sinn::N,нысаниуæг,маныз
314,Sinn::N,нысаниуæг,мағына
315,Sinn::N,нысаниуæг,мән-мағына
316,Grund::N,ӕфсон,себеп
317,Wahrheit::N,æцæг,рас
318,Gespräch::N,ныхас,әңгіме
319,Märchen::N,аргъау,ертеп
320,Märchen::N,аргъау,ертек
321,Erzählung::N,радзырд,әңгіме
322,Nachricht::N,уац,хабар
323,Neuigkeit::N,хабар,жаңалық
324,Name::N,ном,ат
325,Name::N,ном,атау
326,Rätsel::N,уыци-уыци,жұмбақ
327,Rätsel::N,базон-базон,жұмбақ
328,Rede::N,раныхас,сөз
329,Sprache::N,ӕвзаг,тіл
330,Stimme::N,хъӕлӕс,үн
331,Stimme::N,хъӕлӕс,әуен
332,Stimme::N,хъӕлӕс,дауыс
333,Wort::N,дзырд,сөз
334,Zeichen::N,нысан,ишара
335,Ruf::N,сидт,айғай
336,Lärm::N,уынæр,айғай-шу
337,Lärm::N,уынæр,айғай-ұйғай
338,Laut::N,зӕл,дыбыс
339,Laut::N,зӕл,дауыс
340,Laut::N,мыр,дыбыс
341,Laut::N,мыр,дауыс
342,Ton::N,мыр,әуен
343,Lied::N,зарӕг,ән
344,Lied::N,зарӕг,жыр
345,Lied::N,зарӕг,ән-жыр
346,Ruhe::N,æнцой,тыныштық
347,Leute::N,адӕм,кісілер
348,Volk::N,адӕм,халық
349,Arbeit::N,фӕллой,еңбек
350,Gast::N,уазӕг,қонақ
351,Gast::N,уазӕг,мейман
352,Geschenk::N,хуын,қадия
353,Spiel::N,хъазт,ойын
354,Gesellschaft::N,дзыллæ,қауым
355,Gesellschaft::N,дзыллæ,жұртшылық
356,Gesellschaft::N,æхсæнад,қауым
357,Gesellschaft::N,æхсæнад,жұртшылық
358,Hilfe::N,æххуыс,жэрдем
359,Hilfe::N,ахъаз,жэрдем
360,Freund::N,лымӕн,дос
361,Kamerad::N,ӕмбал,дос-жар
362,Angelegenheit::N,хъуыддаг,жұмыс
363,Anzahl::N,бӕрц,сан
364,Anzahl::N,бӕрц,саны
365,Art::N,хуыз,түр
366,Art::N,хуызад,түр
367,Stück::N,кæрдих,тілім
368,Stück::N,комдзаг,тілім
369,Teil::N,хай,үлес
370,Teil::N,хай,бөлшек
371,Hälfte::N,æрдæг,жарты
372,Hälfte::N,æмбис,жарты
373,Kreis::N,зиллакк,шеңбер
374,Kreuz::N,дзуар,крест
375,Linie::N,хахх,сызық
376,Strich::N,хахх,сызық
377,Abstand::N,æхсæнуат,ара
378,Abstand::N,æхсæнуат,аралық
379,Entfernung::N,дæрддзæг,аралық
380,Entfernung::N,дардцæг,аралық
381,Gegend::N,ран,өңір
382,Platz::N,бууат,орны
383,Ort::N,ран,орын
384,Ort::N,бынат,орын
385,Seite::N,фахс,жақ
386,Seite::N,фахс,бүйір
387,Mitte::N,астӕу,ортасы
388,Gegenstand::N,дзаума,зат
389,Gegenstand::N,дзаума,нәрсе
390,Sache::N,дзаума,бұйым
391,Rand::N,кӕрон,шет
392,Rand::N,кӕрон,шеті
393,Kante::N,фӕрск,қыр
394,Kante::N,фӕрск,қыры
395,Ecke::N,тигъ,қыры
396,Ecke::N,тигъ,бұрыш
397,Ecke::N,фисын,қыры
398,Ecke::N,фисын,бұрыш
399,Spitze::N,бырынкъ,ұшы
400,Ende::N,кӕрон,аяқ
401,Ende::N,кӕрон,соңы
402,Loch::N,хуынкъ,тесік
403,Winkel::N,къуым,мүйіс
404,Muster::N,нывæфтыд,мәнер
405,Muster::N,кæдзист,мәнер
406,Größe::N,ас,ауқым
407,Größe::N,ас,көлемдік
408,Länge::N,дӕргъ,бой
409,Länge::N,дӕргъ,ұзындық
410,Höhe::N,бæрзонд,жоғарылық
411,Höhe::N,бæрзонд,биіктік
412,Höhe::N,бæрзæнд,жоғарылық
413,Höhe::N,бæрзæнд,биіктік
414,Höhe::N,бæрзонддзинад,жоғарылық
415,Höhe::N,бæрзонддзинад,биіктік
416,Gewicht::N,уӕз,салмақ
417,Menge::N,бӕрц,мөлшер
418,Haufen::N,кӕри,үйме
419,Haufen::N,кӕри,үйінді
420,Reihe::N,рӕнхъ,сап
421,Boot::N,чема,қайық
422,Ruder::N,къохар,ескек
423,Schlitten::N,дзоныгъ,шана
424,Ski::N,къахдзоныгътæ,шаңғы
425,Ski::N,лыжæтæ,шаңғы
426,Lagerfeuer::N,арт,алау
427,Last::N,уаргъ,ауырлық
428,Last::N,уаргъ,ауыр зат
429,Gang::N,цыд,жүріс
430,Schritt::N,санчъех,адым
431,Schritt::N,къахдзӕф,адым
432,Norden::N,цæгат,солтүстік
433,Norden::N,цæгат,терістік
434,Süden::N,хуссар,оңтүстік
435,Westen::N,ныгуылæн,батыс
436,Osten::N,скæсæн,күншығыс
437,Holz::N,хъӕдӕрмӕг,ағаш
438,Holz::N,хъӕдӕрмӕг,сүрек
439,Brett::N,фæйнæг,тақта
440,Platte::N,къӕй,тақта
441,Stütze::N,быцæу,тіреу
442,Stange::N,хъил,қада
443,Stock::N,лӕдзӕг,сойыл
444,Stab::N,хъил,сырық
445,Rohr::N,хӕтӕл,құбыр
446,Haus::N,хӕдзар,үй
447,Heim::N,къона,үйлі
448,Heim::N,къона,шаңырақ
449,Ofen::N,пец,ошақ
450,Ofen::N,пец,пеш
451,Fußboden::N,астӕрд,еден
452,Tisch::N,стъол,үстел
453,Stuhl::N,бандон,орындық
454,Wiege::N,авдæн,бесік
455,Bett::N,сынтӕг,кереует
456,Regal::N,тӕрхӕг,сөре
457,Regal::N,уӕлвӕйнӕг,сөре
458,Kiste::N,асыкк,жәшік
459,Fenster::N,рудзынг,терезе
460,Fenster::N,фæрссаг,терезе
461,Tür::N,дуар,есік
462,Tor::N,кулдуар,дарбаза
463,Zaun::N,æмбонд,дуал
464,Zaun::N,быру,дуал
465,Zaun::N,гæрæн,дуал
466,Dach::N,уӕлхӕдзар,шатыр
467,Leiter::N,асин,саты
468,Leiter::N,асин,басқыш
469,Besen::N,уисой,сыпырғыш
470,Spaten::N,бел,күрек
471,Schaufel::N,æвгæнæн,қалақ
472,Schaufel::N,кæфой,қалақ
473,Gabel::N,вилкæ,аша
474,Gabel::N,вилкæ,шанышқы
475,Löffel::N,уидыг,қасық
476,Messer::N,кард,пышақ
477,Nagel::N,зӕгӕл,мық
478,Nagel::N,зӕгӕл,шеге
479,Netz::N,хыз,керегекөз
480,Haken::N,хæдз,ілмек
481,Haken::N,хæбырæгъ,ілмек
482,Griff::N,фистон,сап
483,Griff::N,фистон,тұтқа
484,Schloss::N,гуыдыр,құлып
485,Schloss::N,гуыдыр,бекіткіш
486,Bild::N,ныв,сурет
487,Figur::N,кæрдгæныв,тұлға
488,Puppe::N,чындз,қуыршақ
489,Beutel::N,дзӕкъул,қапшық
490,Bündel::N,баст,байлам
491,Tasche::N,хызын,дорба
492,Tasche::N,дзæкъул,дорба
493,Eimer::N,къæрта,шелек
494,Eimer::N,чъыбыла,шелек
495,Eimer::N,ведра,шелек
496,Deckel::N,сæр,жапқыш
497,Deckel::N,æмбæрзæн,жапқыш
498,Geschirr::N,мигæнæн,ыдыс
499,Geschirr::N,мигæнæнтæ,ыдыс
500,Sack::N,голлаг,қап
501,Tasse::N,пиала,шыныаяқ
502,Tasse::N,къус,шыныаяқ
503,Topf::N,аг,кәстрөл
504,Topf::N,чысыл аг,кәстрөл
505,Kessel::N,аг,қазан
506,Essen::N,хӕрд,ас
507,Nahrung::N,хойраг,ас
508,Nahrung::N,хойраг,тамақ
509,Speise::N,хӕринаг,тағам
510,Fleisch::N,дзидза,ет
511,Fleisch::N,фыдызгъӕл,ет
512,Getreide::N,халсар,дәнді
513,Brei::N,кас,ботқа
514,Brot::N,дзул,күлше
515,Scheibe::N,къӕбӕр,тілім
516,Fett::N,сой,май
517,Butter::N,нӕлхӕ,май
518,Öl::N,зети,май
519,Salz::N,цӕхх,тұз
520,Suppe::N,бас,көже
521,Honig::N,мыд,бал
522,Milch::N,ӕхсыр,сүт
523,Tee::N,цай,шай
524,Leder::N,мæскуы,көн
525,Wolle::N,фӕсмын,жүн
526,Stoff::N,хъуымац,мата
527,Stoff::N,хъуымац,кездеме
528,Nadel::N,судзин,ине
529,Faden::N,ӕндах,жіп
530,Knopf::N,цӕппӕр,түйме
531,Knoten::N,ӕлхынцъ,түйін
532,Farbe::N,ахорæн,рең
533,Kleidung::N,дарӕс,киім
534,Hemd::N,хӕдон,жейде
535,Kragen::N,æфцæггот,жаға
536,Ärmel::N,дыс,жең
537,Hose::N,хæлаф,шалбар
538,Hose::N,æддаг хæлаф,шалбар
539,Hose::N,салбар,шалбар
540,Gürtel::N,рон,белбеу
541,Mütze::N,худ,қалпақ
542,Schuh::N,басмахъ,кебіс
543,Stiefel::N,цырыхъхъ,етік
544,Ring::N,къухдарӕн,жүзік
545,Band::N,лент,таспа
546,Kamm::N,сӕрвасӕн,тарақ
547,Spiegel::N,айдæн,айна
548,Spiegel::N,кæсæн,айна
549,Riemen::N,гӕрз,қайыс
550,Schnur::N,бӕндӕн,жіп
551,Decke::N,хъӕццул,көрпе
552,Kissen::N,баз,жастық
553,Tuch::N,кæлмæрзæн,орамал
554,Tuch::N,кæрдæн,орамал
555,Handtuch::N,хисæрфæн,сүлгі
556,Kraft::N,тых,қуат
557,Kraft::N,тых,қарқын
558,Kraft::N,тых,әл-шама
559,Kraft::N,тых,әл-дәрмен
560,Kraft::N,хъомыс,қуат
561,Kraft::N,хъомыс,қарқын
562,Kraft::N,хъомыс,әл-шама
563,Kraft::N,хъомыс,әл-дәрмен
564,Stärke::N,тых,әл
565,Stärke::N,тых,күш
566,Stärke::N,æхсар,әл
567,Stärke::N,æхсар,күш
568,Gesundheit::N,æнæниздзинад,денсаулык
569,Krankheit::N,низ,ауру
570,Krankheit::N,рын,ауру
571,Schmerz::N,рис,ауру
572,Wunde::N,цӕф,зақым
573,Wunde::N,цӕф,жарақат
574,Fieber::N,ризӕг,безгек
575,Fieber::N,ризӕг,қалтырау
576,Fieber::N,ризӕг,қызу көтерілуі
577,Fieber::N,тӕфсӕг,безгек
578,Fieber::N,тӕфсӕг,қалтырау
579,Fieber::N,тӕфсӕг,қызу көтерілуі
580,Arznei::N,хос,дәрі
581,Arznei::N,хос,дәрі-дәрмек
582,Brücke::N,хид,көпір
583,Brunnen::N,цъай,құдық
584,Weide::N,хизæн,өріс
585,Weide::N,хизæн,жайылым
586,Weide::N,хизæнуат,өріс
587,Weide::N,хизæнуат,жайылым
588,Weide::N,сæрвæт,өріс
589,Weide::N,сæрвæт,жайылым
590,Pfad::N,къахвæндаг,жол
591,Pfad::N,къахвæд,жол
592,Weg::N,фӕндаг,жол
593,Straße::N,фӕндаг,жол
594,Dorf::N,хъӕу,ауыл
595,Stadt::N,сахар,қала
596,Stadt::N,сахар,шаһар
597,Brief::N,фыстӕг,хат
598,Brief::N,фыстӕг,жазу
599,Buch::N,чиныг,кітап
600,Buchstabe::N,дамгъӕ,әріп
601,Buchstabe::N,дамгъӕ,қаріп
602,Zeitung::N,газет,газет
603,Leben::N,цард,өмір
604,Leben::N,цард,тіршілік
605,Leben::N,цӕрӕнбон,өмір
606,Leben::N,цӕрӕнбон,тіршілік
607,Tod::N,мæлæт,опат
608,Tod::N,адзал,опат
609,Grab::N,ингӕн,мола
610,Grab::N,ингӕн,мазар
611,Kirche::N,аргъуан,шіркеу
612,Sünde::N,тæригъæд,күнә
613,Gott::N,хуыцау,алла
614,Gott::N,хуыцау,құдай
615,Gott::N,хуыцау,тәңірі
616,Gott::N,хуыцау,пәруардігер
617,Gott::N,хуыцау,жаратқан тәңірі
618,Arbeiter::N,кусæг,жүмысшы
619,Chef::N,ӕмцег,басшы
620,Chef::N,ӕмцег,жұмыс басқарушысы
621,Meister::N,мастер,шебер
622,Meister::N,мастер,өнерпаз
623,Meister::N,дæсны,шебер
624,Meister::N,дæсны,өнерпаз
625,Arzt::N,хосгæнæг,дәрігер
626,Arzt::N,дохтыр,дәрігер
627,Lehrer::N,ахуыргæнæг,мұғалім
628,Geld::N,ӕхца,пұл
629,Geschäft::N,бизнес,бизнес
630,Geschäft::N,хъуыддаг,бизнес
631,Laden::N,дукани,дүкен
632,Preis::N,аргъ,ақы
633,Preis::N,аргъ,құны
634,Preis::N,аргъ,нарық
635,Ware::N,базайраг,тауар
636,Nutzen::N,пайда,пайда
637,Reichtum::N,хъæздыгдзинад,бақ-дәулет
638,Reichtum::N,исбон,бақ-дәулет
639,Reichtum::N,мулк,бақ-дәулет
640,Welt::N,дуне,әлем
641,Welt::N,дуне,жиһан
642,Land::N,бӕстӕ,аймақ
643,Staat::N,паддзахад,мемлекет
644,König::N,къарол,патша
645,Macht::N,хицаудзинад,өкімет
646,Macht::N,хицаудзинад,қожалық
647,Grenze::N,арӕн,шек
648,Krieg::N,хӕст,соғыс
649,Feind::N,знаг,жау
650,Feind::N,знаг,дұшпан
651,Feind::N,фыдгул,жау
652,Feind::N,фыдгул,дұшпан
653,Feind::N,фыдзæрдæ,жау
654,Feind::N,фыдзæрдæ,дұшпан
655,Feind::N,сон,жау
656,Feind::N,сон,дұшпан
657,Gewalt::N,тыхми,зорлык
658,Gewalt::N,тыхми,зорлық-зомбылык
659,Gewalt::N,тыхдзинад,зорлык
660,Gewalt::N,тыхдзинад,зорлық-зомбылык
661,Kampf::N,хæст,күрес
662,Kampf::N,хæст,алыспақ
663,Kampf::N,хъæбысæйхæст,күрес
664,Kampf::N,хъæбысæйхæст,алыспақ
665,Kampf::N,тох,күрес
666,Kampf::N,тох,алыспақ
667,Bogen[Waffe]::N,ӕрдын,саржа
668,Pfeil::N,фат,жебе
669,Gewehr::N,топп,қару
670,Fehler::N,рӕдыд,әбес
671,Fehler::N,рӕдыд,қаталық
672,Lüge::N,мӕнг,өтірік
673,Lüge::N,гӕдыдзинад,өтірік
674,Schaden::N,зиан,зиян
675,Schaden::N,зиан,зарар
676,Unglück::N,бæллæх,пәле
677,Unglück::N,бæллæх,қасырет
678,Unglück::N,бæллæх,ауыртпалық
679,Schuld::N,азым,айыптылық
680,Alter::N,кар,жас
681,Alter::N,кар,жас шамасы
682,Schluss::N,кæрон,ада
683,Schluss::N,кæрон,бітуі
684,Zeit::N,рӕстӕг,уақыт
685,Tag::N,бон,күн
686,Morgen::N,райсом,таң
687,Morgen::N,райсом,таңертең
688,Mittag::N,æмбисбон,талтүс
689,Abend::N,изӕр,кеш
690,Nacht::N,ӕхсӕв,түн
691,Woche::N,къуыри,апта
692,Monat::N,мӕй,ай
693,Jahr::N,аз,жыл
694,Jahr::N,афӕдз,жыл
695,Frühling::N,уалдзæг,көктем
696,Sommer::N,сӕрд,жаз
697,Herbst::N,фæззæг,күз
698,Winter::N,зымӕг,қыс
699,Januar::N,январь,каңтар
700,Februar::N,февраль,ақпан
701,März::N,мартъи,наурыз
702,April::N,апрель,сәуір
703,Mai::N,май,мамыр
704,Juni::N,июнь,маусым
705,Juli::N,июль,шілде
706,August::N,август,сүмбіле
707,August::N,август,тамыз
708,September::N,сентябрь,қыркүйек
709,Oktober::N,октябрь,ақырап
710,November::N,ноябрь,қараша
711,Dezember::N,декабрь,желтоқсан
712,Montag::N,къуырисæр,дүйсенбі
713,Dienstag::N,дыццæг,сейсенбі
714,Mittwoch::N,æртыццæг,сәрсенбі
715,Donnerstag::N,цыппæрæм,бейсенбі
716,Freitag::N,майрæмбон,жұма
717,Samstag::N,сабат,сенбі
718,Sonntag::N,хуыцаубон,жексембі
719,groß::A,дынджыр,алпамсадай
720,klein::A,гыццыл,кішкене
721,klein::A,гыццыл,қарғадай
722,lang::A,даргъ,сопақ
723,lang::A,даргъ,сорайған
724,kurz::A,цыбыр,кеспелтек
725,breit::A,фӕтӕн,айдынды
726,schmal::A,нарӕг,қысық
727,schmal::A,уынгӕг,қысық
728,dicht::A,бæзджын,жиі
729,dicht::A,тар,жиі
730,dick[Gegenstand]::A,сӕвджын,шомбал
