,Concept_ID,sah,os
212,Grube::N,дьаама,къахт
213,Grube::N,дьаама,дзыхъхъ
214,Falle::N,сохсо,цъысым
215,Falle::N,сохсо,къӕппӕг
216,Schlinge::N,уктаа,цасм
217,Spur::N,суол,фæд
218,Asche::N,күл,фӕнык
219,Asche::N,күл,ӕртхутӕг
220,Dreck::N,бадараан,цъыф
221,Eisen::N,тимир,ӕфсӕйнаг
222,Gold::N,көмүс,сыгъзӕрин
223,Gold::N,кыһыл көмүс,сыгъзӕрин
224,Silber::N,көмүс,ӕвзист
225,Silber::N,үрүҥ көмүс,ӕвзист
226,Kohle::N,чох,ӕвзалы
227,Glas::N,өстүөкүлэ,авг
228,Lehm::N,туой,ӕлыг
229,Sand::N,кумах,змис
230,Mensch::N,киһи,лӕг
231,Mensch::N,киһи,адӕймаг
232,Mensch::N,киһи,удгоймаг
233,Mann::N,эр,лӕг
234,Mann::N,эр,нӕлгоймаг
235,Frau::N,дьахтар,сылгоймаг
236,Kind::N,оҕо,сывӕллон
237,Junge::N,уол,лӕппу
238,Mädchen::N,кыыс оҕо,чызг
239,Familie::N,кэргэн,бинонтæ
240,Großvater::N,эһэ,фыдыфыд
241,Großvater::N,эһэ,мадыфыд
242,Großmutter::N,эбэ,фыды мад
243,Großmutter::N,эбэ,мады мад
244,Eltern::N,аҕа-ийэ,ныййарджытæ
245,Vater::N,аҕа,фыд
246,Mutter::N,ийэ,мад
247,Sohn::N,уол,фырт
248,Tochter::N,кыыс,чызг
249,Bruder::N,убай,ӕфсымӕр
250,Bruder::N,быраат,ӕфсымӕр
251,Schwester::N,аҕас,хо
252,Schwester::N,балыс,хо
253,Onkel::N,таай,фыдыфсымӕр
254,Onkel::N,абаҕа,фыдыфсымӕр
255,Tante::N,эдьиий,мадыхо
256,Ehemann::N,эр,мой
257,Ehefrau::N,ойох,ус
258,Freude::N,үөрүү,цин
259,Freude::N,үөрүү,циндзинад
260,Gelächter::N,күлүү,худын
261,Gelächter::N,күлүү,худт
262,Gelächter::N,күлүү,худæг
263,Glück::N,дьол,амонд
264,Glück::N,соргу,амонд
265,Kummer::N,кутурҕан,хъыг
266,Wunsch::N,баҕарыы,бӕллиц
267,Lust::N,баҕа,монц
268,Geist::N,тыын,уд
269,Gedanke::N,санаа,хъуыды
270,Gedächtnis::N,өй,мысæн
271,Gedächtnis::N,өй,мысын
272,Gedächtnis::N,өй,зæрдылдарын
273,Verstand::N,өй,зонд
274,Sinn::N,суолта,нысаниуæг
275,Grund::N,төрүөт,ӕфсон
276,Wahrheit::N,кырдьык,æцæг
277,Gespräch::N,бэсиэдэ,ныхас
278,Gespräch::N,кэпсэтии,ныхас
279,Märchen::N,остуоруйа,аргъау
280,Erzählung::N,кэпсээн,радзырд
281,Nachricht::N,биллэриллии,уац
282,Neuigkeit::N,сонун,хабар
283,Name::N,аат,ном
284,Rätsel::N,таабырын,уыци-уыци
285,Rätsel::N,таабырын,базон-базон
286,Rede::N,этии,раныхас
287,Sprache::N,тыл,ӕвзаг
288,Stimme::N,куолас,хъӕлӕс
289,Wort::N,тыл,дзырд
290,Zeichen::N,бэлиэ,нысан
291,Ruf::N,ыҥырыы,сидт
292,Lärm::N,айдаан,уынæр
293,Laut::N,тыас,зӕл
294,Laut::N,тыас,мыр
295,Ton::N,дорҕоон,мыр
296,Lied::N,ырыа,зарӕг
297,Ruhe::N,уу чуумпу,æнцой
298,Leute::N,дьон,адӕм
299,Volk::N,дьон,адӕм
300,Volk::N,норуот,адӕм
301,Arbeit::N,үлэ,фӕллой
302,Gast::N,ыалдьыт,уазӕг
303,Geschenk::N,бэлэх,хуын
304,Spiel::N,оонньуу,хъазт
305,Gesellschaft::N,общество,дзыллæ
306,Gesellschaft::N,общество,æхсæнад
307,Hilfe::N,көмө,æххуыс
308,Hilfe::N,көмө,ахъаз
309,Freund::N,доҕор,лымӕн
310,Kamerad::N,атас,ӕмбал
311,Angelegenheit::N,дьыала,хъуыддаг
312,Anzahl::N,ахсаан,бӕрц
313,Art::N,биис,хуыз
314,Art::N,биис,хуызад
315,Stück::N,кырбас,кæрдих
316,Stück::N,кырбас,комдзаг
317,Teil::N,ирээт,хай
318,Hälfte::N,аҥар,æрдæг
319,Hälfte::N,аҥар,æмбис
320,Kreis::N,төгүрүк,зиллакк
321,Kreis::N,төгүрүмтэ,зиллакк
322,Kreuz::N,кириэс,дзуар
323,Linie::N,сурааһын,хахх
324,Strich::N,сурааһын,хахх
325,Abstand::N,арыт,æхсæнуат
326,Entfernung::N,ыраах,дæрддзæг
327,Entfernung::N,ыраах,дардцæг
328,Gegend::N,сир,ран
329,Platz::N,арыт,бууат
330,Ort::N,сир,ран
331,Ort::N,сир,бынат
332,Seite::N,өрүт,фахс
333,Seite::N,сирэй,фахс
334,Mitte::N,орто,астӕу
335,Gegenstand::N,предмет,дзаума
336,Sache::N,мал,дзаума
337,Rand::N,кытыы,кӕрон
338,Rand::N,ойоҕос,кӕрон
339,Kante::N,кырыы,фӕрск
340,Ecke::N,муннук,тигъ
341,Ecke::N,муннук,фисын
342,Spitze::N,чыпчаал,бырынкъ
343,Ende::N,төбө,кӕрон
344,Loch::N,тэһэҕэс,хуынкъ
345,Loch::N,дьөлөҕөс,хуынкъ
346,Winkel::N,муннук,къуым
347,Muster::N,оһуор,нывæфтыд
348,Muster::N,оһуор,кæдзист
349,Größe::N,кээмэй,ас
350,Länge::N,уста,дӕргъ
351,Höhe::N,үрдүк,бæрзонд
352,Höhe::N,үрдүк,бæрзæнд
353,Höhe::N,үрдүк,бæрзонддзинад
354,Gewicht::N,ыйааһын,уӕз
355,Menge::N,ахсаан,бӕрц
356,Haufen::N,чөмчөх,кӕри
357,Reihe::N,кэккэ,рӕнхъ
358,Boot::N,оҥочо,чема
359,Ruder::N,эрдии,къохар
360,Schlitten::N,сыарҕа,дзоныгъ
361,Ski::N,хайыһар,къахдзоныгътæ
362,Ski::N,хайыһар,лыжæтæ
363,Lagerfeuer::N,кутаа,арт
364,Last::N,ыарахан,уаргъ
365,Gang::N,хаамыы,цыд
366,Schritt::N,хардыы,санчъех
367,Schritt::N,хардыы,къахдзӕф
368,Norden::N,хоту,цæгат
369,Süden::N,соҕуруу,хуссар
370,Westen::N,арҕаа,ныгуылæн
371,Osten::N,илин,скæсæн
372,Holz::N,мас,хъӕдӕрмӕг
373,Brett::N,дуоска,фæйнæг
374,Brett::N,хаптаһын,фæйнæг
375,Platte::N,билиитэ,къӕй
376,Stütze::N,тулааһын,быцæу
377,Stange::N,ураҕас,хъил
378,Stock::N,мас,лӕдзӕг
379,Stock::N,баалкы,лӕдзӕг
380,Stab::N,ураҕас,хъил
381,Rohr::N,турба,хӕтӕл
382,Haus::N,дьиэ,хӕдзар
383,Heim::N,дьиэ,къона
384,Ofen::N,оһох,пец
385,Fußboden::N,муоста,астӕрд
386,Tisch::N,остуол,стъол
387,Stuhl::N,устуул,бандон
388,Wiege::N,биһик,авдæн
389,Bett::N,кырабаат,сынтӕг
390,Regal::N,долбуур,тӕрхӕг
391,Regal::N,долбуур,уӕлвӕйнӕг
392,Kiste::N,дьааһык,асыкк
393,Fenster::N,түннүк,рудзынг
394,Fenster::N,түннүк,фæрссаг
395,Tür::N,аан,дуар
396,Tor::N,аан,кулдуар
397,Zaun::N,соппулуот,æмбонд
398,Zaun::N,соппулуот,быру
399,Zaun::N,соппулуот,гæрæн
400,Dach::N,кырыыса,уӕлхӕдзар
401,Leiter::N,кирилиэс,асин
402,Besen::N,миинньик,уисой
403,Spaten::N,күрдьэх,бел
404,Schaufel::N,күрдьэх,æвгæнæн
405,Schaufel::N,күрдьэх,кæфой
406,Gabel::N,биилкэ,вилкæ
407,Löffel::N,луоска,уидыг
408,Messer::N,быһах,кард
409,Nagel::N,тоһоҕо,зӕгӕл
410,Netz::N,илим,хыз
411,Haken::N,көхө,хæдз
412,Haken::N,көхө,хæбырæгъ
413,Griff::N,ук,фистон
414,Griff::N,тутаах,фистон
415,Schloss::N,күлүүс,гуыдыр
416,Bild::N,хартыына,ныв
417,Figur::N,фигура,кæрдгæныв
418,Puppe::N,куукула,чындз
419,Beutel::N,мөһөөччук,дзӕкъул
420,Bündel::N,баайыы,баст
421,Tasche::N,суумка,хызын
422,Tasche::N,суумка,дзæкъул
423,Eimer::N,биэдэрэ,къæрта
424,Eimer::N,биэдэрэ,чъыбыла
425,Eimer::N,биэдэрэ,ведра
426,Deckel::N,хаппах,сæр
427,Deckel::N,хаппах,æмбæрзæн
428,Geschirr::N,иһит,мигæнæн
429,Geschirr::N,иһит,мигæнæнтæ
430,Sack::N,куул,голлаг
431,Tasse::N,сэлиэнэй,пиала
432,Tasse::N,сэлиэнэй,къус
433,Topf::N,көстүрүүҥкэ,аг
434,Topf::N,көстүрүүҥкэ,чысыл аг
435,Kessel::N,хочуол,аг
436,Essen::N,аһылык,хӕрд
437,Nahrung::N,ас,хойраг
438,Speise::N,аһылык,хӕринаг
439,Fleisch::N,эт,дзидза
440,Fleisch::N,эт,фыдызгъӕл
441,Getreide::N,злактар,халсар
442,Brei::N,хааһы,кас
443,Brot::N,килиэп,дзул
444,Scheibe::N,куһуок,къӕбӕр
445,Fett::N,сыа,сой
446,Butter::N,арыы,нӕлхӕ
447,Öl::N,арыы,зети
448,Salz::N,туус,цӕхх
449,Suppe::N,мин,бас
450,Honig::N,мүөт,мыд
451,Milch::N,үүт,ӕхсыр
452,Tee::N,чэй,цай
453,Leder::N,тирии,мæскуы
454,Wolle::N,түү,фӕсмын
455,Stoff::N,таҥас,хъуымац
456,Nadel::N,иннэ,судзин
457,Faden::N,сап,ӕндах
458,Knopf::N,тимэх,цӕппӕр
459,Knoten::N,түмүк,ӕлхынцъ
460,Farbe::N,кырааска,ахорæн
461,Kleidung::N,таҥас,дарӕс
462,Hemd::N,ырбаахы,хӕдон
463,Kragen::N,саҕа,æфцæггот
464,Ärmel::N,сиэх,дыс
465,Hose::N,ыстаан,хæлаф
466,Hose::N,ыстаан,æддаг хæлаф
467,Hose::N,ыстаан,салбар
468,Hose::N,бүрүүкэ,хæлаф
469,Hose::N,бүрүүкэ,æддаг хæлаф
470,Hose::N,бүрүүкэ,салбар
471,Gürtel::N,кур,рон
472,Mütze::N,бэргэһэ,худ
473,Schuh::N,бачыыҥка,басмахъ
474,Stiefel::N,саппыкы,цырыхъхъ
475,Ring::N,биһилэх,къухдарӕн
476,Band::N,лиэнтэ,лент
477,Kamm::N,тараах,сӕрвасӕн
478,Spiegel::N,сиэркилэ,айдæн
479,Spiegel::N,сиэркилэ,кæсæн
480,Riemen::N,кур,гӕрз
481,Schnur::N,быа,бӕндӕн
482,Leine::N,тэһиин,
483,Decke::N,суорҕан,хъӕццул
484,Kissen::N,сыттык,баз
485,Tuch::N,былаат,кæлмæрзæн
486,Tuch::N,былаат,кæрдæн
487,Handtuch::N,соттор,хисæрфæн
488,Kraft::N,сыра,тых
489,Kraft::N,сыра,хъомыс
490,Stärke::N,күүс,тых
491,Stärke::N,күүс,æхсар
492,Gesundheit::N,доруобуйа,æнæниздзинад
493,Krankheit::N,ыарыы,низ
494,Krankheit::N,ыарыы,рын
495,Schmerz::N,ыарыы,рис
496,Wunde::N,баас,цӕф
497,Fieber::N,түрүлгэн,ризӕг
498,Fieber::N,түрүлгэн,тӕфсӕг
499,Fieber::N,лихорадка,ризӕг
500,Fieber::N,лихорадка,тӕфсӕг
501,Fieber::N,температура,ризӕг
502,Fieber::N,температура,тӕфсӕг
503,Arznei::N,эмп,хос
504,Brücke::N,күргэ,хид
505,Brunnen::N,холуодьас,цъай
506,Weide::N,мэччирэҥ,хизæн
507,Weide::N,мэччирэҥ,хизæнуат
508,Weide::N,мэччирэҥ,сæрвæт
509,Pfad::N,ыллык,къахвæндаг
510,Pfad::N,ыллык,къахвæд
511,Weg::N,суол,фӕндаг
512,Straße::N,суол,фӕндаг
513,Dorf::N,дэриэбинэ,хъӕу
514,Stadt::N,куорат,сахар
515,Brief::N,сурук,фыстӕг
516,Buch::N,кинигэ,чиныг
517,Buchstabe::N,буква,дамгъӕ
518,Zeitung::N,хаһыат,газет
519,Leben::N,тыын,цард
520,Leben::N,тыын,цӕрӕнбон
521,Tod::N,өлүү,мæлæт
522,Tod::N,өлүү,адзал
523,Grab::N,иин,ингӕн
524,Kirche::N,таҥара дьиэтэ,аргъуан
525,Sünde::N,айыы,тæригъæд
526,Gott::N,тангара,хуыцау
527,Arbeiter::N,үлэһит,кусæг
528,Chef::N,баһылык,ӕмцег
529,Chef::N,начальник,ӕмцег
530,Meister::N,уус,мастер
531,Meister::N,уус,дæсны
532,Meister::N,маастар,мастер
533,Meister::N,маастар,дæсны
534,Arzt::N,врач,хосгæнæг
535,Arzt::N,врач,дохтыр
536,Lehrer::N,учуутал,ахуыргæнæг
537,Geld::N,харчы,ӕхца
538,Geschäft::N,идэ,бизнес
539,Geschäft::N,идэ,хъуыддаг
540,Laden::N,маҕаһыын,дукани
541,Preis::N,сыана,аргъ
542,Ware::N,табаар,базайраг
543,Nutzen::N,туһа,пайда
544,Reichtum::N,баай,хъæздыгдзинад
545,Reichtum::N,баай,исбон
546,Reichtum::N,баай,мулк
547,Welt::N,аан дойду,дуне
548,Land::N,дойду,бӕстӕ
549,Staat::N,государство,паддзахад
550,König::N,король,къарол
551,Macht::N,былаас,хицаудзинад
552,Grenze::N,кыраныысса,арӕн
553,Krieg::N,сэрии,хӕст
554,Feind::N,өстөөх,знаг
555,Feind::N,өстөөх,фыдгул
556,Feind::N,өстөөх,фыдзæрдæ
557,Feind::N,өстөөх,сон
558,Gewalt::N,күүһүлээһин,тыхми
559,Gewalt::N,күүһүлээһин,тыхдзинад
560,Kampf::N,охсуһуу,хæст
561,Kampf::N,охсуһуу,хъæбысæйхæст
562,Kampf::N,охсуһуу,тох
563,Bogen[Waffe]::N,ох,ӕрдын
564,Pfeil::N,ох,фат
565,Gewehr::N,саа,топп
566,Fehler::N,сыыһа,рӕдыд
567,Lüge::N,сымыйа,мӕнг
568,Lüge::N,сымыйа,гӕдыдзинад
569,Schaden::N,хоромньу,зиан
570,Unglück::N,алдьархай,бæллæх
571,Schuld::N,буруй,азым
572,Alter::N,саас,кар
573,Schluss::N,тиһэх,кæрон
574,Zeit::N,бириэмэ,рӕстӕг
575,Tag::N,күн,бон
576,Morgen::N,сарсыарда,райсом
577,Mittag::N,күн ортото,æмбисбон
578,Abend::N,киэһэ,изӕр
579,Nacht::N,түүн,ӕхсӕв
580,Woche::N,нэдиэлэ,къуыри
581,Monat::N,ый,мӕй
582,Jahr::N,сыл,аз
583,Jahr::N,сыл,афӕдз
584,Jahr::N,дьыл,аз
585,Jahr::N,дьыл,афӕдз
586,Frühling::N,саас,уалдзæг
587,Sommer::N,сайын,сӕрд
588,Herbst::N,күһүн,фæззæг
589,Winter::N,кыһын,зымӕг
590,Januar::N,тохсунньу,январь
591,Februar::N,олунньу,февраль
592,März::N,кулун тутар,мартъи
593,April::N,муус устар ый,апрель
594,Mai::N,ыам ыйа,май
595,Juni::N,бэс ыйа,июнь
596,Juli::N,от ыйа,июль
597,August::N,атырдьах ыйа,август
598,September::N,балаҕан ыйа,сентябрь
599,Oktober::N,алтынньы,октябрь
600,November::N,сэтинньи,ноябрь
601,Dezember::N,ахсынньы,декабрь
602,Montag::N,бэнидиэнньик,къуырисæр
603,Dienstag::N,оптуорунньук,дыццæг
604,Mittwoch::N,сэрэдэ,æртыццæг
605,Donnerstag::N,чэппиэр,цыппæрæм
606,Freitag::N,бээтинсэ,майрæмбон
607,Samstag::N,субуота,сабат
608,Sonntag::N,баскыһыанньа,хуыцаубон
609,groß::A,бөдөҥ,дынджыр
610,groß::A,улахан,дынджыр
611,klein::A,кыр,гыццыл
612,lang::A,уһун,даргъ
613,kurz::A,кылгас,цыбыр
614,breit::A,кэтит,фӕтӕн
615,schmal::A,кыараҕас,нарӕг
616,schmal::A,кыараҕас,уынгӕг
617,dicht::A,хойуу,бæзджын
618,dicht::A,хойуу,тар
619,dick[Gegenstand]::A,суон,сӕвджын
620,dick[Gegenstand]::A,хойуу,сӕвджын
621,dünn::A,чараас,тæнæг
622,fein::A,бытархай,лыстӕг
623,fein::A,синньигес,лыстӕг
624,fest::A,бөҕө,фидар
625,fest::A,бөҕө,хъӕддых
626,fest::A,кытаанах,фидар
627,fest::A,кытаанах,хъӕддых
628,flach::A,хаптаҕай,тъӕпӕн
629,glatt::A,кылааккай,лӕгъз
630,hart::A,хатан,хъӕбӕр
631,hart::A,кытаанах,хъӕбӕр
632,weich::A,сымнаҕас,фӕлмӕн
633,rund::A,төгүрүк,тымбыл
634,spitz::A,сытыы,цыргъбырынкъ
635,spitz::A,сытыы,цыргъфындз
636,spitz::A,уһуктаах,цыргъбырынкъ
637,spitz::A,уһуктаах,цыргъфындз
638,scharf::A,сытыы,цыргъ
639,stumpf::A,сыппах,къуымых
640,schwer::A,ыарахан,уӕззау
641,schön::A,кыраһыабай,аив
642,schön::A,кыраһыабай,рӕсугъд
643,heiß::A,итии,тӕвд
644,warm::A,ичигэс,хъарм
645,kalt::A,тымныы,уазал
646,kühl::A,сөрүүн,сатæг
647,kühl::A,сөрүүн,уазалгомау
648,frisch::A,ыраас,сатæг
649,frisch::A,сөрүүн,сатæг
650,frisch::A,тымныы,сатæг
651,feucht::A,сииктээх,уымӕл
652,nass::A,инчэҕэй,хуылыдз
653,trocken::A,кураан,хус
654,voll::A,толору,дзаг
655,voll::A,толору,йедзаг 
656,leer::A,иччитэх,афтид
657,offen::A,аһаҕас,гом
658,geschlossen::A,бүтэй,æхгæд
659,sauber::A,сэбэр,сыгъдæг
660,schmutzig::A,кирдээх,чъиллон
661,roh::A,сиикэй,хом
662,reif::A,буспут,рӕгъӕд
663,reif::A,сиппит-хоппут,рӕгъӕд
664,lecker::A,минньигэс,хӕрзад
665,süß::A,минньигэс,адджын
666,bitter::A,аһыы,судзаг
667,sauer::A,аһыы,туаг
668,hell::A,сырдык,рухс
669,dunkel::A,хараҥа,талынг
670,schwarz::A,хара,сау
671,weiß::A,үрүҥ,урс
672,weiß::A,маҥан,урс
673,rot::A,кыһыл,сырх
674,gelb::A,саһархай,бур
675,blau::A,күөх,цъӕх
676,grün::A,күөх,цъӕх
677,grün::A,күөх,кӕрдӕгхуыз
678,grün::A,от күөҕэ,цъӕх
679,grün::A,от күөҕэ,кӕрдӕгхуыз
680,grau::A,сиэрэй,цъӕх
681,grau::A,сиэрэй,фӕныкхуыз
682,bunt::A,эриэн,хъулон
683,bunt::A,эриэн,гæрæм
684,billig::A,чэпчэки,аслам
685,teuer::A,сыаналаах,зынаргъ
686,wertvoll::A,сыаналаах,зынаргъ
687,blind::A,хараҕа суох,куырм
688,taub::A,дьүлэй,къуырма
689,kräftig::A,модун,домбай
690,kräftig::A,модун,тыхджын
691,stark::A,күүстээх,тыхджын
692,schwach::A,мөлтөх,ӕнӕбон
693,fett::A,эмис,нард
694,schlank::A,дьылҕан,гуырвидыц
695,schlank::A,дьылҕан,хæрзконд
696,schlank::A,дьылҕан,рæхснæг
697,schlank::A,дьылҕан,сагамад
698,schlank::A,дьыпсаҕай,гуырвидыц
699,schlank::A,дьыпсаҕай,хæрзконд
700,schlank::A,дьыпсаҕай,рæхснæг
701,schlank::A,дьыпсаҕай,сагамад
702,hübsch::A,олус кэрэ,аив
703,hübsch::A,олус кэрэ,рӕсугъд
704,hübsch::A,көрүөхтэн үчүгэй,аив
705,hübsch::A,көрүөхтэн үчүгэй,рӕсугъд
706,böse::A,өһүөннээх,фыдзӕрдӕ
