,Concept_ID,it,uz
810,zwei::NUM,due,ikki
811,drei::NUM,tre,uch
812,vier::NUM,quattro,to'rt
813,fünf::NUM,cinque,besh
814,sechs::NUM,sei,olti
815,sieben::NUM,sette,etti
816,acht::NUM,otto,sakkiz
817,neun::NUM,nove,to'qqiz
818,zehn::NUM,dieci,o'n
819,elf::NUM,ùndici,o'n bir
820,zwölf::NUM,dodici,o'n ikki
821,zwanzig::NUM,venti,yigirma
822,dreißig::NUM,trenta,o'ttiz
823,vierzig::NUM,quaranta,qirq
824,fünfzig::NUM,cinquanta,ällik
825,sechzig::NUM,sessanta,oltmish
826,siebzig::NUM,settanta,etmish
827,achtzig::NUM,ottanta,sakson
828,neunzig::NUM,novanta,to'qson
829,hundert::NUM,cento,yuz
830,tausend::NUM,mille,ming
831,und::CNJ,e,va
832,oder::CNJ,o,yo
833,stehen::V,stare in piedi,turmoq
834,sitzen::V,sedere,o'tirmoq
835,sitzen::V,stare seduto,o'tirmoq
836,liegen::V,giacere,yotmoq
837,hängen::V,pèndere,osilmoq
838,hängen::V,èssere appeso,osilmoq
839,werden::V,farsi,bo'lmoq
840,werden::V,diventare,bo'lmoq
841,passieren::V,succèdere,bo'lib o'tmoq
842,beginnen::V,cominciare,boshlanmoq
843,enden::V,finire,bitmoq
844,enden::V,terminare,bitmoq
845,wechseln::V,variare,o'zgarmoq
846,wechseln::V,cambiare,o'zgarmoq
847,aufgehen[Sonne]::V,sòrgere,chiqmoq
848,aufgehen[Sonne]::V,spuntare,chiqmoq
849,untergehen[Sonne]::V,tramontare,botmoq
850,scheinen[Sonne]::V,splèndere,yaraqlamoq
851,donnern::V,tonare,gulduramoq
852,wehen::V,soffiare,elpimoq
853,strömen::V,fluire,oqmoq
854,fließen::V,fluire,oqmoq
855,fließen::V,scorrere,oqmoq
856,sich drehen::V,girarsi,aylanmoq
857,schwanken::V,oscillare,qoqilmoq
858,schwanken::V,barcollare,qoqilmoq
859,schwingen::V,vibrare,lopillamoq
860,schwingen::V,oscillare,lopillamoq
861,fallen::V,cadere,tushmoq
862,brennen::V,àrdere,yonmoq
863,brennen::V,bruciare,yonmoq
864,rauchen::V,fumare,tutamoq
865,regnen::V,piòvere,yomg'ir yog'moq
866,gefrieren::V,gelarsi,muzlamoq
867,gefrieren::V,congelarsi,muzlamoq
868,tauen::V,sciògliersi,ärimoq
869,schmelzen::V,fòndere,ärimoq
870,schmelzen::V,sciògliersi,ärimoq
871,trocknen::V,asciugarsi,qurimoq
872,sieden::V,bollire,qaynamoq
873,faulen::V,marcire,chirimoq
874,verfaulen::V,imputridire,chirimoq
875,reißen::V,strapparsi,qayt qilmoq
876,versinken::V,affondare,g'arq bo'lmoq
877,vergehen::V,passare,o'tmoq
878,erscheinen::V,apparire,zuhur ätmoq
879,erscheinen::V,comparire,zuhur ätmoq
880,verschwinden::V,sparire,yo'qolmoq
881,verschwinden::V,scomparire,yo'qolmoq
882,sinken::V,calare,pasaymoq
883,sinken::V,scendere,pasaymoq
884,abnehmen::V,diminuire,kamaymoq
885,zunehmen::V,aumentare,urchimoq
886,steigen::V,salire,oshmoq
887,steigen::V,montare,oshmoq
888,wachsen::V,crescere,o'smoq
889,glänzen::V,splèndere,porlamoq
890,funkeln::V,brillare,yalt ätmoq
891,funkeln::V,scintillare,yalt ätmoq
892,lärmen::V,strepitare,taraq ätmoq
893,lärmen::V,fare chiasso,taraq ätmoq
894,läuten::V,suonare,jiringlamoq
895,klingeln::V,suonare,jiringlamoq
896,klirren::V,tintinnare,sharaqlamoq
897,brausen::V,rombare,vag'illamoq
898,brausen::V,rumoreggiare,vag'illamoq
899,rauschen::V,frusciare,shitirlamoq
900,klingen::V,suonare,yangramoq
901,bellen::V,latrare,hurmoq
902,bellen::V,abbaiare,hurmoq
903,heulen::V,urlare,uvlamoq
904,heulen::V,ululare,uvlamoq
905,blasen::V,soffiare,puflamoq
906,pfeifen::V,fischiare,xushtak chalmoq 
907,schreien::V,gridare,qiyqirmoq
908,stöhnen::V,gèmere,nola qilmoq
909,zittern::V,tremare,titramoq
910,leben::V,vìvere,yashamoq
911,geboren werden::V,nàscere,tug'ilmoq
912,atmen::V,respirare,nafas chiqarmoq
913,trinken::V,bere,ichmoq
914,essen::V,mangiare,emoq
915,schlucken::V,inghiottire,yutmoq
916,müde werden::V,stancarsi,horimoq
917,einschlafen::V,addormentarsi,uxlab qolmoq
918,schlafen::V,dormire,uxlamoq
919,aufwachen::V,svegliarsi,uyg'onmoq
920,aufstehen::V,levarsi,qo'pmoq
921,sich erholen::V,riposarsi,dam olmoq
922,krank werden::V,ammalarsi,kasallanmoq
923,krank sein::V,èssere malato,betob yotmoq
924,schmerzen::V,dolere,og'rimoq
925,husten::V,tossire,yo'talmoq
926,genesen::V,guarire,tuzalmoq
927,sterben::V,morire,o'lmoq
928,umkommen::V,perire,halok bo'lmoq
929,sich bewegen::V,agitarsi,harakat qilmoq
930,sich rühren::V,muòversi,qimirlamoq
931,sich erheben::V,alzarsi,qo'pmoq
932,sich setzen::V,sedersi,o'tirmoq
933,hinfallen::V,cadere,yiqilmoq
934,laufen::V,camminare,yurmoq
935,laufen::V,andare a piedi,yurmoq
936,schreiten::V,andare,yurmoq
937,schreiten::V,procedere,yurmoq
938,spazierengehen::V,passeggiare,sayr ätmoq
939,spazierengehen::V,andare a passeggio,sayr ätmoq
940,eilen::V,andare in fretta,tezlamoq
941,sich beeilen::V,affrettarsi,shoshmoq
942,sausen::V,volare,chopqillamoq
943,sausen::V,correre,chopqillamoq
944,rennen::V,correre,yugurmoq
945,springen::V,saltare,sakramoq
946,klettern::V,arrampicarsi,yuqorilamoq
947,schaukeln::V,fare l'altalena,irg'amoq
948,kriechen::V,strisciare,ämaklamoq
949,schwimmen::V,nuotare,suzmoq
950,tauchen::V,tuffarsi,chu'mmoq
951,tauchen::V,immèrgersi,chu'mmoq
952,rudern::V,remare,eshkak eshmoq
953,fahren::V,andare,haydamoq
954,fahren::V,viaggiare,haydamoq
955,fliegen::V,volare,uchmoq
956,gehen::V,andare,bormoq
957,weggehen::V,andàrsene,ketoq
958,weggehen::V,andare via,ketoq
959,abfahren::V,partire,jo'namoq
960,anhalten::V,fermarsi,to'xtamoq
961,hineingehen::V,entrare,kirmoq
962,eintreten::V,entrare,kirmoq
963,kommen::V,venire,kelmoq
964,ankommen::V,arrivare,etib kelmoq
965,zurückkommen::V,ritornare,qaytib kelmoq
966,bleiben::V,restare,qolmoq
967,bleiben::V,rimanere,qolmoq
968,warten::V,aspettare,poylamoq
969,erwarten::V,attèndere,kutmoq
970,suchen::V,cercare,izlamoq
971,finden::V,trovare,topmoq
972,versuchen::V,tentare,chalishmoq
973,vorbereiten::V,preparare,hozirlamoq
974,lieben::V,amare,sevmoq
975,mögen::V,piacere a,ardoqlamoq
976,mögen::V,volere bene a,ardoqlamoq
977,lachen::V,rìdere,kulmoq
978,rühren::V,commuòvere,ta'sirlantirmoq
979,weinen::V,piàngere,yig'lamoq
980,schimpfen::V,imprecare,koyinmoq
981,sich ärgern::V,stizzirsi,g'azab qilmoq
982,sich ärgern::V,arrabbiarsi,g'azab qilmoq
983,sich fürchten::V,avere paura,hurkmoq
984,fürchten::V,temere,qo'rqmoq
985,fliehen::V,fuggire,qochmoq
986,flüchten::V,sfuggire,qochmoq
987,sehen::V,vedere,ko'rmoq
988,anschauen::V,guardare,razm solmoq
989,ansehen::V,guardare,razm qilmoq
990,hören::V,udire,äshitmoq
991,hören::V,sentire,äshitmoq
992,zuhören::V,ascoltare,tinglamoq
993,probieren::V,degustare,tatib ko'rmoq
994,probieren::V,assaggiare,tatib ko'rmoq
995,riechen::V,sentire,iskamoq
996,fühlen::V,sentire,sezmoq
997,scheinen::V,parere,tuyilmoq
998,scheinen::V,sembrare,tuyilmoq
999,zu sehen sein::V,vedersi,ko'rinmoq
1000,vernehmen::V,sentire,äshitmoq
1001,vernehmen::V,percepire,äshitmoq
1002,frieren::V,aver freddo,sovuq qotmoq
1003,tun::V,fare,ätmoq
1004,können::V,sapere,-a olmoq
1005,können::V,sapere,-y olmoq
1006,wollen::V,volere,istamoq
1007,anfangen::V,iniziare,boshlamoq
1008,anfangen::V,cominciare,boshlamoq
1009,beenden::V,finire,bitirmoq
1010,beenden::V,terminare,bitirmoq
1011,aufhören::V,finire,tinmoq
1012,aufhören::V,cessare,tinmoq
1013,gelingen::V,riuscire,muvaffaqiyat qozonmoq
1014,geraten::V,stare,bo'lmoq
1015,öffnen::V,aprire,ochmoq
1016,schließen::V,chiùdere,yopmoq
1017,stellen::V,porre,qo'ymoq
1018,stellen::V,mettere,qo'ymoq
1019,setzen::V,porre,o'tqazmoq
1020,setzen::V,mettere,o'tqazmoq
1021,legen::V,posare,yotqizmoq
1022,legen::V,mettere,yotqizmoq
1023,berühren::V,toccare,tegmoq
1024,verbinden::V,unire,ulamoq
1025,verbinden::V,congiùngere,ulamoq
1026,bedecken::V,coprire,bekitmoq
1027,bedecken::V,ricoprire,bekitmoq
1028,aufhängen::V,attaccare,ildirmoq
1029,anzünden::V,accèndere,yondirmoq
1030,anzünden::V,incendiare,yondirmoq
1031,aufheben::V,raccògliere,ko'tarmoq
1032,zurücklassen::V,lasciare,ayrilmoq
1033,zurücklassen::V,lasciare indietro,ayrilmoq
1034,verlieren::V,pèrdere,yo'qotmoq
1035,fallen lassen::V,lasciare cadere,tushirmoq
1036,machen::V,fare,qilmoq
1037,herstellen::V,produrre,chiqarmoq
1038,herstellen::V,fabbricare,chiqarmoq
1039,bauen::V,costruire,solmoq
1040,reparieren::V,riparare,tuzatmoq
1041,verbessern::V,migliorare,isloh qilmoq
1042,ändern::V,mutare,o'zgartirmoq
1043,ändern::V,cambiare,o'zgartirmoq
1044,graben::V,scavare,qazimoq
1045,beugen::V,chinare,bukmoq
1046,beugen::V,flettere,bukmoq
1047,biegen::V,tòrcere,bukmoq
1048,drehen::V,girare,aylantirmoq
1049,wenden::V,girare,burmoq
1050,wenden::V,voltare,burmoq
1051,umdrehen::V,rivoltare,ag'darmoq
1052,heben::V,levare,yuksaltirmoq
1053,hochheben::V,levare,ko'tarmoq
1054,hochheben::V,sollevare,ko'tarmoq
1055,ergreifen::V,afferrare,tutamlamoq
1056,halten::V,tenere,tutmoq
1057,drücken::V,premere,bosmoq
1058,schieben::V,spìngere,surmoq
1059,kratzen::V,grattare,qashimoq
1060,kratzen::V,graffiare,qashimoq
1061,lecken::V,leccare,mijimoq
1062,beißen::V,mòrdere,tishlamoq
1063,abreißen::V,staccarsi,emirmoq
1064,abreißen::V,strapparsi,emirmoq
1065,abschneiden::V,tagliare,cho'rt kesmoq
1066,binden::V,legare,bog'lamoq
1067,binden::V,bendare,bog'lamoq
1068,stecken::V,ficcare,suqmoq
1069,brechen::V,rompere,sindirmoq
1070,klopfen::V,bàttere,dukurlamoq
1071,hauen::V,picchiare,urmoq
1072,kleben::V,incollare,yopishtirmoq
1073,reiben::V,fregare,surkamoq
1074,streichen::V,spalmare,surkamoq
1075,schleifen::V,arrotare,qayramoq
1076,schneiden::V,tagliare,kesmoq
1077,rütteln::V,scuòtere,chayqamoq
1078,schütteln::V,agitare,chayqamoq
1079,schütteln::V,scuòtere,chayqamoq
1080,schwenken::V,agitare,chayqatmoq
1081,schwenken::V,sventolare,chayqatmoq
1082,schütten::V,versare,quymoq
1083,füllen::V,riempire,to'ldirmoq
1084,einwickeln::V,involtare,chulg'amoq
1085,tragen::V,portare,tashimoq
1086,schleppen::V,trainare,sudramoq
1087,schleppen::V,trascinare,sudramoq
1088,ziehen::V,tirare,tortmoq
1089,aufbewahren::V,custodire,tutmoq
1090,aufbewahren::V,conservare,tutmoq
1091,werfen::V,gettare,tashlamoq
1092,werfen::V,lanciare,tashlamoq
1093,fangen::V,prèndere,tutmoq
1094,fangen::V,acchiappare,tutmoq
1095,packen::V,pigliare,opqochmoq
1096,packen::V,afferrare,opqochmoq
1097,verstecken::V,nascondere,yashirmoq
1098,teilen::V,divìdere,bo'lmoq
1099,schicken::V,inviare,yubormoq
1100,bringen::V,portare,keltirmoq
1101,bringen::V,apportare,keltirmoq
1102,hinzufügen::V,aggiùngere,tirkamoq
1103,bekommen::V,ricevere,olmoq
1104,erhalten::V,ricevere,olmoq
1105,nehmen::V,prèndere,olmoq
1106,wählen::V,elèggere,saylamoq
1107,wählen::V,scegliere,saylamoq
1108,auswählen::V,scegliere,saylamoq
1109,bewahren::V,conservare,saqlamoq
1110,behindern::V,impedire,xalal bermoq
1111,verderben::V,guastare,xazon qilmoq
1112,beschädigen::V,danneggiare,buzmoq
1113,zerbrechen::V,rompere,sindirmoq
1114,zerbrechen::V,spezzare,sindirmoq
1115,zerreißen::V,stracciare,yirtmoq
1116,zerstören::V,distrùggere,vayron qilmoq
1117,verbrennen::V,bruciare,kuydirmoq
1118,geben::V,dare,bermoq
1119,reichen::V,pòrgere,bermoq
1120,schenken::V,regalare,sovg'a qilmoq
1121,versprechen::V,promettere,va'da bermoq
1122,wünschen::V,augurare,orziqmoq
1123,loben::V,lodare,maqtamoq
1124,küssen::V,baciare,o'pmoq
1125,wiegen::V,cullare,tebratmoq
1126,wiegen::V,dondolare,tebratmoq
1127,zudecken::V,coprire,yopmoq
1128,wecken::V,svegliare,uyg'otmoq
1129,zeigen::V,indicare,ko'rsatmoq
1130,führen::V,guidare,boshlik bo'lmoq
1131,führen::V,condurre,boshlik bo'lmoq
1132,lehren::V,insegnare,o'rgatmoq
1133,unterrichten::V,istruire,dars bermoq
1134,unterrichten::V,insegnare,dars bermoq
1135,aufziehen::V,allevare,o'stirmoq
1136,leiten::V,avviare,boshqarmoq
1137,leiten::V,dirìgere,boshqarmoq
1138,antreiben::V,incitare,shoshiltirmoq
1139,lassen::V,fare,ruxsat bermoq
1140,einladen::V,invitare,taklif kilmoq
1141,vereinigen::V,unire,qo'shmoq
1142,besuchen::V,visitare,mehmonga bormoq
1143,besuchen::V,far vìsita a,mehmonga bormoq
1144,treffen::V,incontrare,duchor bo'lmoq
1145,sich versammeln::V,rinunirsi,to'planmoq
1146,spielen::V,giocare,o'ynamoq
1147,singen::V,cantare,yalla qilmoq
1148,tanzen::V,danzare,raqs qilmoq
1149,sich trennen::V,separarsi,yakkalanmoq
1150,verlassen::V,lasciare,qoldirmoq
1151,verlassen::V,abbandonare,qoldirmoq
1152,retten::V,salvare,qutqazmoq
1153,bewachen::V,custodire,qo'rimoq
1154,schützen::V,protèggere,yoniga olmoq
1155,verteidigen::V,difèndere,yoqlamoq
1156,sich schlagen::V,bàttersi,yoqalashmoq
1157,schießen::V,sparare,otmoq
1158,siegen::V,vìncere,engmoq
1159,ärgern::V,stizzire,jahl chiqarmoq
1160,schlagen::V,bàttere,urmoq
1161,treten::V,calciare,tepmoq
1162,stechen::V,pùngere,qadamoq
1163,stoßen::V,urtare,turtmoq
1164,stoßen::V,spìngere,turtmoq
1165,stehlen::V,rubare,o'g'rilamoq
1166,stören::V,disturbare,tebratmoq
1167,belästigen::V,molestare,g'ashini keltirmoq
1168,belästigen::V,importunare,g'ashini keltirmoq
1169,verbergen::V,celare,berkitmoq
1170,verbergen::V,nascondere,berkitmoq
1171,täuschen::V,ingannare,aldamoq
1172,betrügen::V,frodare,tirriq qilmoq
1173,betrügen::V,truffare,tirriq qilmoq
1174,töten::V,uccìdere,o'ldirmoq
1175,wohnen::V,abitare,istiqomat qilmoq
1176,arbeiten::V,lavorare,ishlamoq
1177,sammeln::V,raccògliere,yig'moq
1178,sammeln::V,collezionare,yig'moq
1179,pflücken::V,cògliere,termoq
1180,jagen::V,cacciare,ov qilmoq
1181,fischen::V,pescare,baliq ovlamoq
1182,fassen::V,catturare,ilinmoq
1183,fassen::V,acchiappare,ilinmoq
1184,hüten::V,pascolare,boqtirmoq
1185,treiben::V,spìngere,haydamoq
1186,anbinden::V,legare,bog'lamoq
1187,anbinden::V,attaccare,bog'lamoq
1188,füttern::V,dar da mangiare a,edirmoq
1189,melken::V,mùngere,sog'moq
1190,hacken::V,tritare,chopmoq
1191,hacken::V,spaccare,chopmoq
1192,gießen::V,annaffiare,oqizmoq
1193,reifen::V,maturare,qizarmoq
1194,zubereiten::V,preparare,pishirmoq
1195,kochen::V,cuòcere,qaynatmoq
1196,backen::V,cuòcere,yopmoq
1197,backen::V,cuòcere al forno,yopmoq
1198,braten::V,frìggere,qovurmoq
1199,braten::V,arrostire,qovurmoq
1200,umrühren::V,mescolare,atalamoq
1201,stricken::V,llavorare a maglia,to'qimoq
1202,nähen::V,cucire,tikmoq
1203,färben::V,tìngere,bo'yoqlamoq
1204,reinigen::V,pulire,tozalamoq
1205,reinigen::V,nettare,tozalamoq
1206,waschen::V,lavare,yuvmoq
1207,abwischen::V,asciugare,surkamoq
1208,spülen::V,lavare,chaymoq
1209,spülen::V,sciacquare,chaymoq
1210,fegen::V,spazzare,cho'tkalamoq
1211,kehren::V,spazzare,supurmoq
1212,baden::V,bagnarsi,cho'milmoq
1213,baden::V,fare il bagno,cho'milmoq
1214,sich waschen::V,lavarsi,yuvinmoq
1215,ausziehen::V,tògliersi,echintirmoq
1216,anziehen::V,mettersi,kiymoq
1217,anziehen::V,indossare,kiymoq
1218,sich anziehen::V,vestirsi,kiyinmoq
1219,kämmen::V,pettinare,taramoq
1220,schmücken::V,ornare,yasatmoq
1221,schmücken::V,decorare,yasatmoq
1222,sagen::V,dire,aytmoq
1223,sprechen::V,parlare,so'zlamoq
1224,reden::V,parlare,gapirmoq
1225,sich unterhalten::V,conversare,suhbatlashmoq
1226,fragen::V,chièdere,so'ramoq
1227,fragen::V,domandare,so'ramoq
1228,bitten::V,pregare,iltimos qilmoq
1229,erzählen::V,narrare,aytib bermoq
1230,erzählen::V,raccontare,aytib bermoq
1231,mitteilen::V,comunicare,bildirmoq
1232,nennen::V,nominare,atamoq
1233,rufen::V,chiamare,chaqirmoq
1234,prahlen::V,vantarsi,gerdaymoq
1235,übersetzen::V,tradurre,tarjima qilmoq
1236,denken::V,pensare,o'ylamoq
1237,glauben::V,credere,ishonmoq
1238,bemerken::V,notare,payqamoq
1239,bemerken::V,osservare,payqamoq
1240,erkennen::V,riconoscere,tanimoq
1241,begreifen::V,capire,tushunmoq
1242,begreifen::V,comprèndere,tushunmoq
1243,verstehen::V,intèndere,anglamoq
1244,verstehen::V,comprèndere,anglamoq
1245,lernen::V,imparare,o'qimoq
1246,lernen::V,apprèndere,o'qimoq
1247,wissen::V,sapere,bilmoq
1248,sich erinnern an::V,ricordare,äsni tanimoq
1249,sich erinnern an::V,ricordarsi di,äsni tanimoq
1250,vergessen::V,dimenticare,unutmoq
1251,messen::V,misurare,o'lchamoq
1252,zählen::V,contare,raqamlamoq
1253,rechnen::V,contare,cho'tlamoq
1254,rechnen::V,calcolare,cho'tlamoq
1255,lesen::V,lèggere,o'qimoq
1256,malen::V,dipìngere,rasm solmoq
1257,zeichnen::V,disegnare,chizmoq
1258,schreiben::V,scrìvere,yozmoq
1259,besitzen::V,possedere,ägalamoq
1260,kaufen::V,comprare,olmoq
1261,kaufen::V,acquistare,olmoq
1262,verkaufen::V,vendere,sotmoq
1263,bezahlen::V,pagare,to'lamoq
1264,zahlen::V,pagare,to'lamoq
1265,beherrschen::V,dominare,ägalamoq
1266,ertragen::V,sopportare,chidamoq
