,Concept_ID,es,vep
832,wir::PRN,nosotros,mö
833,ihr::PRN,vosotros,tö
834,sie::PRN,ellos,hö
835,was::FPRN,qué,mi
836,wer::FPRN,quién,ken
837,wo::FADV,dónde,kus
838,wohin::FADV,adónde,kuna
839,wohin::FADV,hacia dónde,kuna
840,wie::FADV,cómo,kut
841,wie::FADV,cómo,mit'
842,warum::FADV,por qué,mikš
843,wieviel::FNUM,cuánto,äjak
844,wieviel::FNUM,cuánto,kuverz'
845,eins::NUM,uno,üks'
846,zwei::NUM,dos,kaks'
847,drei::NUM,tres,koume
848,vier::NUM,cuatro,nel'l'
849,fünf::NUM,cinco,viž
850,sechs::NUM,seis,kuz'
851,sieben::NUM,siete,seičeme
852,acht::NUM,ocho,kahesa
853,neun::NUM,nueve,ühesa
854,zehn::NUM,diez,kümne
855,elf::NUM,once,üks'toštkümne
856,zwölf::NUM,doce,kaks'toštkümne
857,zwanzig::NUM,veinte,kaks'kümne
858,dreißig::NUM,treinta,koumekümne
859,vierzig::NUM,cuarenta,nel'l'kümne
860,fünfzig::NUM,cincuenta,vižkümne
861,sechzig::NUM,sesenta,kuz'kümne
862,siebzig::NUM,setenta,seičemekümne
863,achtzig::NUM,ochenta,kahesakümne
864,neunzig::NUM,noventa,ühesakümne
865,hundert::NUM,cien,sada
866,hundert::NUM,ciento,sada
867,tausend::NUM,mil,tuha
868,und::CNJ,y,i
869,und::CNJ,y,da
870,oder::CNJ,o,vai
871,stehen::V,estar de pie,seišta
872,sitzen::V,estar sentado,ištta
873,liegen::V,yacer,venuda
874,liegen::V,estar acostado,venuda
875,hängen::V,pender,ripta
876,werden::V,hacerse,lindä
877,werden::V,hacerse,tehtas
878,passieren::V,suceder,ozaitas
879,beginnen::V,iniciarse,augotadas
880,beginnen::V,principiar,augotadas
881,enden::V,acabar,loptas
882,enden::V,terminar,loptas
883,wechseln::V,variar,vajehtadas
884,wechseln::V,alternar,vajehtadas
885,aufgehen[Sonne]::V,salir,nousta
886,untergehen[Sonne]::V,ponerse,lasktas
887,untergehen[Sonne]::V,descender,lasktas
888,scheinen[Sonne]::V,brillar,paštta
889,donnern::V,tronar,juraita
890,wehen::V,soplar,dölta
891,wehen::V,soplar,puhuda
892,strömen::V,afluir,valadas
893,fließen::V,fluir,valuda
894,fließen::V,correr,valuda
895,sich drehen::V,girar,punotas
896,schwanken::V,vacilar,čibuda
897,schwingen::V,oscilar,čibuda
898,fallen::V,caer,langeta
899,brennen::V,arder,pallada
900,brennen::V,quemar,pallada
901,rauchen::V,humear,savustada
902,rauchen::V,echar humo,savustada
903,regnen::V,llover,vihmda
904,gefrieren::V,helarse,jäduda
905,gefrieren::V,helarse,kül'mdä
906,tauen::V,deshelarse,sulada
907,schmelzen::V,fundirse,sulada
908,schmelzen::V,derretirse,sulada
909,trocknen::V,secarse,kuida
910,trocknen::V,secarse,kuivehtuda
911,sieden::V,hervir,kehuda
912,faulen::V,pudrirse,hapata
913,faulen::V,pudrirse,traudäs
914,verfaulen::V,pudrirse,hapata
915,reißen::V,romperse,rebita
916,versinken::V,hundirse,upota
917,vergehen::V,pasar,mända
918,erscheinen::V,aparecer,ozutadas
919,verschwinden::V,desaparecer,hajeta
920,sinken::V,bajar,väheta
921,sinken::V,bajar,lasktas
922,abnehmen::V,decrecer,peneta
923,abnehmen::V,disminuir,peneta
924,zunehmen::V,crecer,ližaduda
925,zunehmen::V,aumentar,ližaduda
926,steigen::V,subir,nousta
927,steigen::V,ascender,nousta
928,wachsen::V,crecer,kazda
929,glänzen::V,brillar,loštta
930,glänzen::V,resplandecer,loštta
931,funkeln::V,chispear,hoštta
932,lärmen::V,hacer ruido,robaita
933,läuten::V,sonar,judaita
934,läuten::V,repicar,judaita
935,klingeln::V,tocar el timbre,kelotada
936,klirren::V,tintinear,biraita
937,brausen::V,zumbar,bruncta
938,rauschen::V,murmurar,šobaita
939,klingen::V,sonar,heläita
940,bellen::V,ladrar,nutta
941,heulen::V,ulular,ulaita
942,blasen::V,soplar,puhuda
943,pfeifen::V,silbar,pistta
944,pfeifen::V,silbar,vihelta
945,schreien::V,gritar,kirkta
946,schreien::V,gritar,kidastada
947,stöhnen::V,gemir,ohkta
948,stöhnen::V,gemir,voivotada
949,zittern::V,temblar,säraita
950,leben::V,vivir,eläda
951,geboren werden::V,nacer,sünduda
952,atmen::V,respirar,henktä
953,trinken::V,beber,joda
954,essen::V,comer,söda
955,schlucken::V,tragar,lainata
956,müde werden::V,cansarse,väzuda
957,müde werden::V,cansarse,šuštuda
958,müde werden::V,fatigarse,väzuda
959,müde werden::V,fatigarse,šuštuda
960,einschlafen::V,dormirse,uinota
961,schlafen::V,dormir,magata
962,schlafen::V,dormir,nukkuda
963,aufwachen::V,despertarse,heraštuda
964,aufstehen::V,levantarse,nousta
965,sich erholen::V,reposar,lebaitas
966,sich erholen::V,descansar,lebaitas
967,krank werden::V,caer enfermo,läžegata
968,krank sein::V,estar enfermo,läžuda
969,schmerzen::V,doler,kibištada
970,husten::V,toser,rügda
971,genesen::V,convalecer,tervehtuda
972,genesen::V,restablecerse,tervehtuda
973,sterben::V,morir,kolda
974,umkommen::V,perecer,kolda
975,sich bewegen::V,moverse,likkuda
976,sich rühren::V,rebullir,likahtada
977,sich rühren::V,rebullir,kubahtada
978,sich erheben::V,levantarse,nousta
979,sich setzen::V,sentarse,išttas
980,hinfallen::V,caerse,langeta
981,laufen::V,andar,kävuda
982,schreiten::V,proceder,astta
983,schreiten::V,proceder,haškta
984,spazierengehen::V,pasear,kävelta
985,spazierengehen::V,pasearse,kävelta
986,eilen::V,correr prisa,kiruhtada
987,sich beeilen::V,darse prisa,kiruhtada
988,sausen::V,correr,fun'urta
989,rennen::V,correr,joksta
990,springen::V,saltar,hüptä
991,klettern::V,trepar,libuda
992,klettern::V,escalar,libuda
993,schaukeln::V,bambolearse,čibuda
994,kriechen::V,reptar,ličtas
995,kriechen::V,arrastrarse,ličtas
996,schwimmen::V,nadar,ujuda
997,tauchen::V,bucear,čukautas
998,tauchen::V,sumergirse,čukautas
999,rudern::V,remar,souta
1000,fahren::V,ir,ajada
1001,fahren::V,ir,ajelda
1002,fliegen::V,volar,leta
1003,gehen::V,ir,mända
1004,gehen::V,ir,kävuda
1005,gehen::V,andar,mända
1006,gehen::V,andar,kävuda
1007,weggehen::V,irse,päzda
1008,weggehen::V,irse,lähtta
1009,weggehen::V,marcharse,päzda
1010,weggehen::V,marcharse,lähtta
1011,abfahren::V,salir,tönduda
1012,abfahren::V,partir,tönduda
1013,anhalten::V,parar,seižutadas
1014,anhalten::V,pararse,seižutadas
1015,hineingehen::V,entrar,mända südäimehe
1016,eintreten::V,entrar,tulda
1017,kommen::V,venir,tulda
1018,ankommen::V,llegar,tulda
1019,zurückkommen::V,volver,pörtas
1020,zurückkommen::V,regresar,pörtas
1021,bleiben::V,quedarse,jäda
1022,warten::V,esperar,varastada
1023,erwarten::V,esperar,varastada
1024,suchen::V,buscar,ectä
1025,finden::V,hallar,löuta
1026,finden::V,encontrar,löuta
1027,versuchen::V,intentar,ladida
1028,versuchen::V,intentar,rohkaita
1029,vorbereiten::V,preparar,vaumita
1030,lieben::V,amar,armastada
1031,lieben::V,querer,armastada
1032,mögen::V,querer,navedida
1033,lachen::V,reír,nagrda
1034,rühren::V,conmover,likutada
1035,weinen::V,llorar,itkta
1036,schimpfen::V,regañar,laidas
1037,schimpfen::V,regañar,pačatada
1038,sich ärgern::V,enfadarse,rändüda
1039,sich fürchten::V,tener miedo,varaita
1040,fürchten::V,temer,varaita
1041,fürchten::V,tener miedo a,varaita
1042,fliehen::V,huir,pageta
1043,flüchten::V,escaparse,pageta
1044,flüchten::V,escaparse,joksta
1045,sehen::V,ver,nähta
1046,anschauen::V,mirar,kacta
1047,ansehen::V,mirar,kacta
1048,hören::V,oír,kulda
1049,zuhören::V,escuchar,kundeltas
1050,probieren::V,probar,mujada
1051,probieren::V,degustar,mujada
1052,riechen::V,oler,rižada
1053,fühlen::V,sentir,mujada
1054,scheinen::V,parecer,näguda
1055,zu sehen sein::V,poder verse,näguda
1056,vernehmen::V,oír,kulištada
1057,vernehmen::V,percibir,kulištada
1058,frieren::V,tener frío,kül'mdä
1059,tun::V,hacer,tehta
1060,können::V,poder,voida
1061,können::V,poder,mahtta
1062,wollen::V,querer,himoita
1063,wollen::V,querer,tahtoida
1064,anfangen::V,iniciar,zavottä
1065,anfangen::V,iniciar,augotada
1066,beenden::V,acabar,loptä
1067,beenden::V,terminar,loptä
1068,aufhören::V,cesar,loptas
1069,gelingen::V,salir bien,lähtta
1070,gelingen::V,salir bien,tehtas
1071,geraten::V,salir,tulda
1072,geraten::V,dar resultado,tulda
1073,öffnen::V,abrir,avaita
1074,schließen::V,cerrar,saubata
1075,stellen::V,poner,panda
1076,stellen::V,poner,seižutada
1077,stellen::V,colocar,panda
1078,stellen::V,colocar,seižutada
1079,setzen::V,poner,ištutada
1080,setzen::V,colocar,ištutada
1081,legen::V,poner,panda
1082,berühren::V,tocar,koskta
1083,berühren::V,tocar,käziduda
1084,verbinden::V,unir,ühtenzoitta
1085,verbinden::V,juntar,ühtenzoitta
1086,bedecken::V,tapar,katta
1087,bedecken::V,tapar,peitta
1088,bedecken::V,cubrir,katta
1089,bedecken::V,cubrir,peitta
1090,aufhängen::V,colgar,riputada
1091,anzünden::V,encender,sütutada
1092,aufheben::V,recoger,leta
1093,zurücklassen::V,dejar,jätta
1094,verlieren::V,perder,kadotada
1095,fallen lassen::V,dejar caer,kirbotada
1096,machen::V,hacer,säta
1097,machen::V,hacer,tehta
1098,herstellen::V,fabricar,tehta
1099,bauen::V,construir,leta
1100,bauen::V,construir,sauda
1101,reparieren::V,reparar,koheta
1102,verbessern::V,mejorar,paremboita
1103,ändern::V,mudar,vajehtada
1104,ändern::V,modificar,vajehtada
1105,graben::V,cavar,kaida
1106,graben::V,cavar,čongoida
1107,beugen::V,doblar,koverta
1108,beugen::V,inclinar,koverta
1109,biegen::V,doblar,painda
1110,drehen::V,volver,punotada
1111,drehen::V,hacer girar,punotada
1112,wenden::V,volver,käta
1113,wenden::V,volver,kärauta
1114,umdrehen::V,revolver,käta
1115,heben::V,levantar,leta
1116,hochheben::V,alzar,libutada
1117,ergreifen::V,coger,tabata
1118,halten::V,tener,pidada
1119,drücken::V,apretar,painda
1120,schieben::V,empujar,žigutada
1121,kratzen::V,rascar,künstä
1122,lecken::V,lamer,nolda
1123,beißen::V,morder,purda
1124,beißen::V,morder,hambastada
1125,abreißen::V,arrancar,ratketa
1126,abschneiden::V,cortar,čapata
1127,abschneiden::V,cortar,leikata
1128,binden::V,atar,sidoda
1129,stecken::V,meter,čokaita
1130,brechen::V,romper,katkaita
1131,brechen::V,quebrar,katkaita
1132,klopfen::V,golpear,kolkotada
1133,hauen::V,pegar,löda
1134,kleben::V,pegar,klejata
1135,kleben::V,encolar,klejata
1136,reiben::V,frotar,hosta
1137,reiben::V,frotar,törkita
1138,reiben::V,frotar,jorotada
1139,streichen::V,untar,voita
1140,streichen::V,recubrir,voita
1141,schleifen::V,afilar,hijoida
1142,schleifen::V,afilar,teravzoitta
1143,schneiden::V,cortar,leikata
1144,rütteln::V,agitar,heilutada
1145,schütteln::V,agitar,pudištada
1146,schütteln::V,sacudir,pudištada
1147,schwenken::V,menear,maihutada
1148,schütten::V,verter,valada
1149,füllen::V,llenar,täutta
1150,einwickeln::V,envolver,kärdä
1151,tragen::V,llevar,kantta
1152,tragen::V,llevar,kandišta
1153,schleppen::V,arrastrar,vedätada
1154,ziehen::V,tirar,vedada
1155,aufbewahren::V,conservar,kaita
1156,werfen::V,echar,čuta
1157,werfen::V,echar,tactä
1158,werfen::V,lanzar,čuta
1159,werfen::V,lanzar,tactä
1160,fangen::V,coger,püta
1161,packen::V,agarrar,tabata
1162,verstecken::V,esconder,peitta
1163,teilen::V,partir,jagada
1164,teilen::V,dividir,jagada
1165,schicken::V,enviar,oigeta
1166,bringen::V,traer,veda
1167,hinzufügen::V,añadir,ližata
1168,bekommen::V,obtener,sada
1169,bekommen::V,conseguir,sada
1170,erhalten::V,recibir,sada
1171,nehmen::V,tomar,otta
1172,wählen::V,elegir,valita
1173,auswählen::V,escoger,valita
1174,auswählen::V,seleccionar,valita
1175,bewahren::V,guardar,kaita
1176,bewahren::V,preservar,kaita
1177,behindern::V,estorbar,telustada
1178,behindern::V,obstaculizar,telustada
1179,verderben::V,estropear,travida
1180,beschädigen::V,deteriorar,satatada
1181,zerbrechen::V,romper,mureta
1182,zerbrechen::V,quebrar,mureta
1183,zerreißen::V,desgarrar,rebitada
1184,zerreißen::V,despedazar,rebitada
1185,zerstören::V,destruir,mureta
1186,zerstören::V,destrozar,mureta
1187,verbrennen::V,quemar,poltta
1188,geben::V,dar,antta
1189,reichen::V,pasar,antta
1190,schenken::V,regalar,lahjoita
1191,versprechen::V,prometer,toivotada
1192,wünschen::V,desear,toivotada
1193,loben::V,alabar,kitta
1194,küssen::V,besar,tervehtada
1195,wiegen::V,mecer,likutada
1196,zudecken::V,tapar,katta
1197,zudecken::V,cubrir,katta
1198,wecken::V,despertar,noustatada
1199,zeigen::V,mostrar,ozutada
1200,führen::V,guiar,astutada
1201,führen::V,conducir,astutada
1202,lehren::V,enseñar,opeta
1203,lehren::V,instruir,opeta
1204,unterrichten::V,enseñar,opeta
1205,aufziehen::V,criar,kazvatada
1206,leiten::V,guiar,ohjata
1207,leiten::V,dirigir,ohjata
1208,antreiben::V,impeler,rigehtoitta
1209,antreiben::V,impulsar,rigehtoitta
1210,lassen::V,hacer,käskta
1211,einladen::V,invitar,kucta
1212,vereinigen::V,unir,ühtenzoitta
1213,besuchen::V,visitar,rižada
1214,besuchen::V,ir a ver,rižada
1215,treffen::V,encontrar,vastata
1216,sich versammeln::V,reunirse,kägeta
1217,sich versammeln::V,reunirse,sätas
1218,sich versammeln::V,congregarse,kägeta
1219,sich versammeln::V,congregarse,sätas
1220,spielen::V,jugar,väta
1221,singen::V,cantar,pajatada
1222,tanzen::V,bailar,kargaita
1223,sich trennen::V,separarse,erigata
1224,verlassen::V,dejar,jätta
1225,verlassen::V,abandonar,jätta
1226,retten::V,salvar,päzutada
1227,bewachen::V,vigilar,varjoita
1228,schützen::V,proteger,kaita
1229,verteidigen::V,defender,kaita
1230,sich schlagen::V,batirse,torata
1231,schießen::V,tirar,ampta
1232,schießen::V,disparar,ampta
1233,siegen::V,vencer,vägestada
1234,ärgern::V,enojar,verdutada
1235,ärgern::V,enojar,rändütada
1236,ärgern::V,enfadar,verdutada
1237,ärgern::V,enfadar,rändütada
1238,schlagen::V,pegar,löda
1239,schlagen::V,pegar,iškta
1240,schlagen::V,golpear,löda
1241,schlagen::V,golpear,iškta
1242,treten::V,dar una patada a,peksta
1243,treten::V,dar una patada a,topsta
1244,stechen::V,pinchar,pystiä
1245,stoßen::V,empujar,iškta
1246,stoßen::V,empujar,pudištada
1247,stehlen::V,robar,vargastada
1248,stehlen::V,hurtar,vargastada
1249,stören::V,molestar,keskustada
1250,belästigen::V,molestar,tartuteldas
1251,belästigen::V,importunar,tartuteldas
1252,verbergen::V,ocultar,katelda
1253,verbergen::V,esconder,katelda
1254,täuschen::V,engañar,manitada
1255,betrügen::V,engañar,manitada
1256,töten::V,matar,rikta
1257,töten::V,matar,surmita
1258,wohnen::V,vivir,eläda
1259,wohnen::V,habitar,eläda
1260,arbeiten::V,trabajar,rata
1261,sammeln::V,recoger,kogota
1262,sammeln::V,coleccionar,kogota
1263,pflücken::V,coger,poimda
1264,jagen::V,cazar,mecata
1265,fischen::V,pescar,kalatada
1266,fassen::V,atrapar,tabata
1267,fassen::V,capturar,tabata
1268,hüten::V,guardar,paimeta
1269,treiben::V,aballar,ajada
1270,anbinden::V,atar,küttestada
1271,anbinden::V,atar,sidoda
1272,füttern::V,echar de comer,sötta
1273,melken::V,ordeñar,lüpsta
1274,hacken::V,picar,sauda
1275,hacken::V,cortar,sauda
1276,gießen::V,regar,valada
1277,reifen::V,madurar,küpseta
1278,zubereiten::V,preparar,vaumištada
1279,kochen::V,cocer,keitta
1280,kochen::V,guisar,keitta
1281,backen::V,hornear,paštta
1282,backen::V,cocer al horno,paštta
1283,braten::V,asar,žarda
1284,braten::V,freír,žarda
1285,umrühren::V,remover,segoitada
1286,stricken::V,hacer punto,kudoda
1287,stricken::V,hacer calceta,kudoda
1288,nähen::V,coser,ombelta
1289,färben::V,teñir,mujutada
1290,färben::V,colorear,mujutada
1291,reinigen::V,limpiar,puhtastada
1292,waschen::V,lavar,pesta
1293,abwischen::V,fregar,pühktä
1294,abwischen::V,limpiar,pühktä
1295,spülen::V,aclarar,huhtoida
1296,spülen::V,enjuagar,huhtoida
1297,fegen::V,barrer,pühkta
1298,fegen::V,pasar la escoba,pühkta
1299,kehren::V,barrer,uhoita
1300,baden::V,bañarse,kül'ptäs
1301,sich waschen::V,lavarse,pestas
1302,ausziehen::V,quitar,riičta
1303,ausziehen::V,quitar,rušta
1304,ausziehen::V,quitarse,riičta
1305,ausziehen::V,quitarse,rušta
1306,anziehen::V,ponerse,panda päle
1307,anziehen::V,ponerse,panda kädehe
1308,anziehen::V,ponerse,panda jaugha
1309,sich anziehen::V,vestirse,sobdas
1310,kämmen::V,peinar,harjata
1311,schmücken::V,adornar,čomitada
1312,sagen::V,decir,sanuda
1313,sprechen::V,hablar,pagišta
1314,reden::V,hablar,pagišta
1315,reden::V,conversar,pagišta
1316,sich unterhalten::V,charlar,lodaita
1317,sich unterhalten::V,conversar,lodaita
1318,fragen::V,preguntar,küzuda
1319,bitten::V,rogar,pakita
1320,erzählen::V,contar,sanuda
1321,erzählen::V,contar,starinoita
1322,mitteilen::V,comunicar,tedotada
1323,mitteilen::V,participar,tedotada
1324,nennen::V,llamar,nimitada
1325,nennen::V,nombrar,nimitada
1326,rufen::V,llamar,kucta
1327,prahlen::V,jactarse,kittäs
1328,übersetzen::V,traducir,käta
1329,denken::V,pensar,meletada
1330,glauben::V,creer,uskta
1331,bemerken::V,notar,homaita
1332,erkennen::V,reconocer,tundištada
1333,begreifen::V,concebir,tabata
1334,verstehen::V,entender,el'geta
1335,verstehen::V,entender,toimetada
1336,verstehen::V,comprender,el'geta
1337,verstehen::V,comprender,toimetada
1338,lernen::V,aprender,opetas
1339,wissen::V,saber,teta
1340,sich erinnern an::V,recordar,johtutada
1341,sich erinnern an::V,acordarse de,johtutada
1342,vergessen::V,olvidar,unohtada
1343,messen::V,medir,märita
1344,zählen::V,contar,lugeda
1345,rechnen::V,contar,lugeda
1346,rechnen::V,calcular,lugeda
1347,lesen::V,leer,lugeda
1348,malen::V,pintar,pirta
1349,zeichnen::V,dibujar,pirta
1350,schreiben::V,escribir,kirjutada
1351,besitzen::V,poseer,omištada
1352,kaufen::V,comprar,ostta
1353,verkaufen::V,vender,möda
1354,bezahlen::V,pagar,maksta
1355,zahlen::V,pagar,maksta
1356,beherrschen::V,dominar,valdoita
1357,ertragen::V,soportar,tirpta
