,Concept_ID,xal,he
781,achtzig::NUM,найн,שמונים
782,neunzig::NUM,йирн,תשעים
783,hundert::NUM,зун,מאה
784,tausend::NUM,миңһн,אלף
785,und::CNJ,болн,ו
786,oder::CNJ,эс гиҗ,או
787,oder::CNJ,эс гихлә,או
788,stehen::V,зогсх,עמד
789,sitzen::V,суух,ישב
790,liegen::V,кевтх,שכב
791,hängen::V,өлгәтә бәәх,היה תלוי
792,werden::V,болх,הפך ל
793,passieren::V,болх,קרה
794,beginnen::V,эклх,התחיל
795,enden::V,төгсх,הסתים
796,wechseln::V,хүврх,השתנה
797,aufgehen[Sonne]::V,һарх,זרח
798,untergehen[Sonne]::V,орх,שקע
799,untergehen[Sonne]::V,сүүрлх,שקע
800,scheinen[Sonne]::V,герлтх,בהק
801,donnern::V,күрҗңнх,רעם
802,wehen::V,сальклх,נשב
803,strömen::V,һооҗх,זרם
804,fließen::V,урсх,זרם
805,sich drehen::V,эргх,הסתובב
806,schwanken::V,дәәвлх,התנודד
807,schwingen::V,нәәхлх,התנענע
808,fallen::V,унх,נפל
809,fallen::V,киисх,נפל
810,brennen::V,шатх,בער
811,rauchen::V,ута һарһх,עשן
812,regnen::V,орх,ירד גשם
813,gefrieren::V,мөстх,קפא
814,tauen::V,хәәлх,נמס
815,schmelzen::V,хәәлх,התיך
816,schmelzen::V,хәәлгдх,התיך
817,trocknen::V,эврх,התיבש
818,sieden::V,буслх,רתח
819,faulen::V,үмкәрх,רקב
820,verfaulen::V,илҗрх,רקב
821,reißen::V,тасрх,נקרע
822,versinken::V,чивх,טבע
823,vergehen::V,болх,עבר
824,erscheinen::V,һарх,נגלה
825,erscheinen::V,һарх,הופיע
826,verschwinden::V,уга болх,נעלם
827,sinken::V,татгдх,ירד
828,abnehmen::V,хасгдх,הפחית
829,zunehmen::V,өсх,רבה
830,steigen::V,немх,עלה
831,wachsen::V,өсх,גדל
832,wachsen::V,урһх,גדל
833,glänzen::V,гилвкх,נצץ
834,glänzen::V,гилвкх,בהק
835,funkeln::V,цәклх,נצנץ
836,lärmen::V,шууглдх,רעש
837,läuten::V,хоңх,צלצל
838,klingeln::V,җиңнулх,צלצל
839,klirren::V,җиңнх,קרקש
840,brausen::V,догшрхх,געש
841,rauschen::V,сарҗңнх,רשרש
842,klingen::V,ә һарх,נשמע
843,bellen::V,хуцх,נבח
844,heulen::V,уульх,ילל
845,blasen::V,үләх,נשף
846,pfeifen::V,ишкрх,שרק
847,schreien::V,хәәкрх,צעק
848,stöhnen::V,түңшх,נאנק
849,zittern::V,дагҗннх,רעד
850,leben::V,бәәх,חי
851,geboren werden::V,төрх,נולד
852,atmen::V,әмсхлх,נשם
853,trinken::V,уух,שתה
854,essen::V,идх,אכל
855,schlucken::V,зальгх,בלע
856,müde werden::V,көшх,התעיף
857,einschlafen::V,унтх,נרדם
858,schlafen::V,нөөрсх,ישן
859,aufwachen::V,серх,התעורר
860,aufstehen::V,босх,קם
861,sich erholen::V,амрх,נפש
862,krank werden::V,гемтх,חלה
863,krank sein::V,шалтглх,היה חולה
864,schmerzen::V,өвдх,כאב
865,husten::V,ханях,השתעל
866,genesen::V,эдгх,הבריא
867,sterben::V,үкх,מת
868,sterben::V,өңгрх,מת
869,umkommen::V,үкх,נספה
870,sich bewegen::V,көдлх,נע
871,sich bewegen::V,көндрх,נע
872,sich rühren::V,көндрх,זז
873,sich erheben::V,босх,קם
874,sich setzen::V,суух,התישב
875,hinfallen::V,унх,נפל
876,hinfallen::V,киисх,נפל
877,laufen::V,йовх,הלך ברגל
878,schreiten::V,алхх,פסע
879,spazierengehen::V,сергҗ йовх,טיל
880,eilen::V,шулудх,אץ
881,eilen::V,шулудх,מהר
882,sich beeilen::V,адһх,מהר
883,sich beeilen::V,шамдх,מהר
884,sausen::V,хурдлх,אץ
885,sausen::V,йир_хурдар_гүүх,אץ
886,sausen::V,йир_хурдар_йовх,אץ
887,rennen::V,гүүх,רץ
888,springen::V,һәрәдх,קפץ
889,klettern::V,давшх,טפס
890,schaukeln::V,дүүдңндх,התנדנד
891,kriechen::V,мөлкх,זחל
892,schwimmen::V,усчх,שחה
893,tauchen::V,булхх,צלל
894,rudern::V,хәәвдх,חתר
895,fahren::V,йовх,נסע
896,fliegen::V,нисх,עף
897,gehen::V,йовх,הלך
898,weggehen::V,йовх,עזב
899,weggehen::V,одх,עזב
900,weggehen::V,һарх,עזב
901,weggehen::V,мөрлх,עזב
902,abfahren::V,мордх,יצא
903,anhalten::V,зогсх,עצר
904,hineingehen::V,орх,נכנס
905,eintreten::V,орх,נכנס
906,kommen::V,ирх,בא
907,ankommen::V,ирх,הגיע
908,zurückkommen::V,орх,שב
909,zurückkommen::V,орх,חזר
910,bleiben::V,бәәх,נשאר
911,warten::V,күләх,חכה
912,warten::V,күләх,המתין
913,erwarten::V,күләх,צפה
914,suchen::V,хәәх,חפש
915,finden::V,олх,מצא
916,versuchen::V,седх,נסה
917,vorbereiten::V,белдх,הכין
918,lieben::V,дурлх,אהב
919,mögen::V,таассгдх,אהב
920,lachen::V,инәх,צחק
921,rühren::V,уйрах,נגע ללב
922,weinen::V,уульх,בכה
923,schimpfen::V,харах,גער
924,sich ärgern::V,уурлх,זעם
925,sich ärgern::V,уурлх,כעס
926,sich fürchten::V,әәх,פחד
927,sich fürchten::V,әәх,חשש
928,fürchten::V,әәх,פחד מ
929,fürchten::V,әәх,חשש מ
930,fürchten::V,сүрдх,פחד מ
931,fürchten::V,сүрдх,חשש מ
932,fliehen::V,зулх,ברח
933,flüchten::V,орһх,נמלט
934,flüchten::V,зулх,נמלט
935,sehen::V,үзх,ראה
936,anschauen::V,харх,הביט
937,ansehen::V,хәләх,התבונן
938,ansehen::V,үзх,התבונן
939,hören::V,соңсх,שמע
940,zuhören::V,соңсх,הקשיב
941,probieren::V,амсх,נסה
942,riechen::V,үнрчлх,הריח
943,fühlen::V,медх,חש
944,scheinen::V,болҗ медгдх,נדמה
945,scheinen::V,миниһәр болхла,נדמה
946,scheinen::V,болад бәәх,נדמה
947,zu sehen sein::V,үзгдх,נראה
948,vernehmen::V,соңсх,נודע ל
949,frieren::V,даарх,קר ל
950,tun::V,кех,פעל
951,können::V,чадх,יכל
952,wollen::V,дурлх,רצה
953,anfangen::V,эклх,התחיל
954,beenden::V,дуусх,גמר
955,aufhören::V,уурх,סים
956,gelingen::V,бүтх,הצליח
957,gelingen::V,күцәх,הצליח
958,geraten::V,болх,עלה
959,öffnen::V,секх,פתח
960,schließen::V,хаах,סגר
961,stellen::V,тәвх,העמיד
962,setzen::V,суулһх,הושיב
963,legen::V,тәвх,שם
964,berühren::V,көндәх,נגע
965,verbinden::V,боох,קשר
966,bedecken::V,хучх,כסה
967,bedecken::V,бүркх,כסה
968,aufhängen::V,өлгх,תלה
969,anzünden::V,асах,הצית
970,anzünden::V,шатах,הצית
971,aufheben::V,өөдән өргх,אסף
972,zurücklassen::V,үлдәх,השאיר
973,verlieren::V,геех,אבד
974,fallen lassen::V,алдх,שמט
975,fallen lassen::V,алдх,הפיל
976,machen::V,кех,עשה
977,herstellen::V,кех,יצר
978,bauen::V,тосхх,בנה
979,reparieren::V,ясх,תקן
980,verbessern::V,сәәрүлх,שפר
981,ändern::V,хүврәх,שנה
982,graben::V,малтх,חפר
983,beugen::V,нуһлх,כפף
984,biegen::V,матилһх,כופף
985,drehen::V,эргүлх,סובב
986,wenden::V,көмрх,הפך
987,wenden::V,эргүлх,הפך
988,umdrehen::V,эргүлх,סובב
989,heben::V,өргх,הרים
990,heben::V,деер өргх,הרים
991,hochheben::V,өргх,הרים
992,ergreifen::V,бәрх,אחז
993,halten::V,бәрх,החזיק
994,drücken::V,шахх,לחץ
995,schieben::V,түлкх,הזיז
996,kratzen::V,мааҗх,שרט
997,kratzen::V,мааҗх,שפשף
998,lecken::V,долах,לקק
999,beißen::V,хазх,נשך
1000,abreißen::V,таслх,קרע
1001,abschneiden::V,тәәрх,חתך
1002,binden::V,боох,קשר
1003,stecken::V,шаах,תקע
1004,stecken::V,хатхх,תקע
1005,brechen::V,хамхлх,שבר
1006,klopfen::V,цокх,נקש
1007,hauen::V,цокх,הכה
1008,kleben::V,наах,הדביק
1009,reiben::V,зүлгх,שפשף
1010,streichen::V,наах,מרח
1011,streichen::V,лашх,מרח
1012,streichen::V,түркх,מרח
1013,schleifen::V,хурцлх,השחיז
1014,schneiden::V,хәәчлх,גזר
1015,rütteln::V,дәәвлүлх,נענע
1016,schütteln::V,сегсрх,נער
1017,schwenken::V,дайлх,נופף
1018,schwenken::V,дайлх,טלטל
1019,schütten::V,кех,שפך
1020,füllen::V,дүүргх,מלא
1021,einwickeln::V,орах,עטף
1022,tragen::V,зөөх,נשא
1023,schleppen::V,чирх,סחב
1024,ziehen::V,татх,משך
1025,aufbewahren::V,хадһлх,שמר
1026,werfen::V,хайх,זרק
1027,fangen::V,бәрх,תפס
1028,fangen::V,хавлх,תפס
1029,packen::V,бәрх,אחז
1030,verstecken::V,дүрх,החביא
1031,verstecken::V,бултулх,החביא
1032,teilen::V,хувах,חלק
1033,schicken::V,илгәх,שלח
1034,bringen::V,авч ирх,הביא
1035,hinzufügen::V,немх,הוסיף
1036,bekommen::V,авх,תפס
1037,erhalten::V,авх ,קבל
1038,nehmen::V,авх,אחז
1039,wählen::V,шүүх,בחר
1040,auswählen::V,шүүх,בחר ב
1041,bewahren::V,хадһлх,קים
1042,bewahren::V,кевтнь үлдәх,קים
1043,bewahren::V,кевтнь бәәлһх,קים
1044,behindern::V,харшлх,מנע
1045,verderben::V,үрәх,מנע
1046,beschädigen::V,эвдх,הזיק
1047,zerbrechen::V,күүлх,נשבר
1048,zerbrechen::V,хамхлх,נשבר
1049,zerreißen::V,шуучх,קרע
1050,zerstören::V,эвдх,הרס
1051,zerstören::V,эвдх,השמיד
1052,verbrennen::V,шатах,שרף
1053,geben::V,өгх,נתן
1054,reichen::V,өгх,העביר
1055,schenken::V,белглх,נתן במתנה
1056,versprechen::V,амлх,הבטיח
1057,wünschen::V,сә хәәх,אחל
1058,loben::V,магтх,שבח
1059,küssen::V,үмсх,נשק
1060,wiegen::V,саатулх,נדנד
1061,zudecken::V,бүркх,כסה
1062,wecken::V,серүлх,עורר
1063,zeigen::V,үзүлх,הראה
1064,führen::V,көтлх,הביא
1065,führen::V,көтлх,הוביל
1066,lehren::V,заах,למד
1067,lehren::V,сурһх,למד
1068,unterrichten::V,сурһх,למד
1069,unterrichten::V,багшлх,למד
1070,aufziehen::V,өскәх,רומם
1071,leiten::V,һардх,נהל
1072,leiten::V,толһалх,נהל
1073,antreiben::V,шамдах,המרץ
1074,lassen::V,күч үзүлх,נתן
1075,einladen::V,үрх,הזמין
1076,vereinigen::V,хамцулх,אחד
1077,vereinigen::V,хамцулх,לכד
1078,besuchen::V,одх,בקר
1079,treffen::V,харһх,פגש
1080,sich versammeln::V,цуглрх,התאסף
1081,sich versammeln::V,хурх,התאסף
1082,spielen::V,наадх,שחק
1083,singen::V,дуулх,שר
1084,tanzen::V,биилх,רקד
1085,sich trennen::V,хаһцх,נפרד
1086,verlassen::V,хайх,עזב
1087,retten::V,әм аврх,הציל
1088,retten::V,әәмшгәс харсх,הציל
1089,bewachen::V,харх,שמר
1090,bewachen::V,манх,שמר
1091,schützen::V,харсх,אבטח
1092,verteidigen::V,харсх,הגן
1093,sich schlagen::V,гүвдлдх,התכתש
1094,schießen::V,хах,ירה
1095,siegen::V,диилх,גבר
1096,siegen::V,диилх,נצח
1097,ärgern::V,уурлулх,עצבן
1098,schlagen::V,цокх,הכה
1099,schlagen::V,цокх,הלקה
1100,schlagen::V,гүвдх,הכה
1101,schlagen::V,гүвдх,הלקה
1102,stechen::V,хатхх,דקר
1103,stoßen::V,түлкчкх,דחק
1104,stehlen::V,хулхалх,גנב
1105,stören::V,һә болх,קטע
1106,stören::V,һә болх,הפריע
1107,belästigen::V,амр эс өгх,הציק
1108,belästigen::V,амр эс өгх,הטריד
1109,verbergen::V,нуух,הצניע
1110,verbergen::V,бултулх,הצניע
1111,täuschen::V,меклх,שגע
1112,betrügen::V,меклх,הונה
1113,betrügen::V,мек һарһх,הונה
1114,töten::V,алх,הרג
1115,wohnen::V,бәәх,גר
1116,arbeiten::V,көдлх,עבד
1117,sammeln::V,түүх,אסף
1118,pflücken::V,түүх,קטף
1119,pflücken::V,хурах,קטף
1120,jagen::V,аңнх,צד
1121,jagen::V,аңһучлх,צד
1122,fischen::V,заһс аңнх,דג
1123,fassen::V,бәрх,תפס
1124,hüten::V,хәрүлх,רעה
1125,treiben::V,туух,הוציא
1126,anbinden::V,уйх,קשר
1127,füttern::V,теҗәх,הלעיט
1128,melken::V,саах,חלב
1129,hacken::V,чавчх,קצץ
1130,gießen::V,услх,השקה
1131,reifen::V,болх,בשל
1132,reifen::V,болвсрх,בשל
1133,zubereiten::V,белдх,הכין
1134,kochen::V,чанх,בשל
1135,kochen::V,болһх,בשל
1136,backen::V,болһх,אפה
1137,braten::V,хуурх,צלה
1138,braten::V,хуурх,טגן
1139,umrühren::V,самрх,ערבב
1140,stricken::V,өлгх,סרג
1141,nähen::V,уйх,תפר
1142,färben::V,будх,צבע
1143,reinigen::V,цеврлх,נקה
1144,waschen::V,уһах,רחץ
1145,waschen::V,уһах,כבס
1146,abwischen::V,арчх,נגב
1147,spülen::V,зәәлх,שטף
1148,fegen::V,сәвүрдх,טאטא
1149,kehren::V,сәвүрдх,טאטא
1150,baden::V,өөмх,טבל
1151,baden::V,өөмх,שחה
1152,sich waschen::V,уһах,התרחץ
1153,sich waschen::V,бийән уһаҗ,התרחץ
1154,ausziehen::V,тәәлх,הוריד
1155,anziehen::V,өмсх,לבש
1156,sich anziehen::V,хувцлх,התלבש
1157,kämmen::V,самлх,סרק
1158,schmücken::V,чимх,קשט
1159,schmücken::V,кеерүлх,קשט
1160,sagen::V,келх,אמר
1161,sprechen::V,келх,דבר
1162,reden::V,күүндх,דבר
1163,reden::V,күр_кех,דבר
1164,sich unterhalten::V,күүндх,שוחח
1165,fragen::V,сурх,שאל
1166,bitten::V,эрх,בקש
1167,erzählen::V,келх,ספר
1168,erzählen::V,келҗ өгх,ספר
1169,mitteilen::V,медүлх,מסר
1170,mitteilen::V,медүлх,הודיע
1171,nennen::V,нерәдх,קרא בשם
1172,nennen::V,нер өгх,קרא בשם
1173,rufen::V,дуудх,גיס
1174,rufen::V,дуудх,הזמין לבוא
1175,prahlen::V,көөрх,התרברב
1176,übersetzen::V,орчулх,תרגם
1177,denken::V,санх,חשב
1178,glauben::V,шүтх,האמין
1179,glauben::V,нәәлх,האמין
1180,bemerken::V,темдглх,הבחין
1181,erkennen::V,таньх,זהה
1182,erkennen::V,медх,זהה
1183,begreifen::V,медх,קלט
1184,begreifen::V,медх,הבין
1185,verstehen::V,соңсх,הבין
1186,lernen::V,сурх,למד
1187,wissen::V,медх,ידע
1188,sich erinnern an::V,санх,זכר
1189,vergessen::V,мартх,שכח
1190,messen::V,кемҗәлх,מדד
1191,zählen::V,тоолх,ספר
1192,rechnen::V,тоолх,חשב
1193,lesen::V,умшх,קרא
1194,malen::V,зурх,ציר
1195,zeichnen::V,зурх,שרטט
1196,schreiben::V,бичх,כתב
1197,besitzen::V,эзлх,היה בעל של
1198,kaufen::V,хулдҗ авх,קנה
1199,kaufen::V,хулдҗ авх,רכש
1200,verkaufen::V,хулдх,מכר
1201,verkaufen::V,гүүлгх,מכר
1202,bezahlen::V,өгх,שלם
1203,zahlen::V,өгх,שלם
1204,beherrschen::V,эзлх,שלט
1205,ertragen::V,даах,סבל
1206,treten::V,,בעט
