,Concept_ID,lt,uz
781,alles::PRN,visas,har nima
782,ich::PRN,aš,men
783,du::PRN,tu,sen
784,er::PRN,jis,u
785,wir::PRN,mes,biz
786,ihr::PRN,jūs,siz
787,sie::PRN,ji,ular
788,sie::PRN,jos,ular
789,was::FPRN,kas,nima
790,wer::FPRN,kas,kim
791,wo::FADV,kur,qaerda
792,wohin::FADV,kur,qayerga
793,wohin::FADV,kur link,qayerga
794,wie::FADV,kaip,qanday
795,warum::FADV,kod̃ėl,nega
796,warum::FADV,dėl ko,nega
797,wieviel::FNUM,kiek,qancha
798,eins::NUM,vienas,bir
799,zwei::NUM,du,ikki
800,drei::NUM,trys,uch
801,vier::NUM,keturi,to'rt
802,fünf::NUM,penki,besh
803,sechs::NUM,šeši,olti
804,sieben::NUM,septyni,etti
805,acht::NUM,aštuoni,sakkiz
806,neun::NUM,devyni,to'qqiz
807,zehn::NUM,dešimt,o'n
808,elf::NUM,vienuolika,o'n bir
809,zwölf::NUM,dvylika,o'n ikki
810,zwanzig::NUM,dvidešimt,yigirma
811,dreißig::NUM,trisdešimt,o'ttiz
812,vierzig::NUM,keturiasdešimt,qirq
813,fünfzig::NUM,penkiasdešimt,ällik
814,sechzig::NUM,šešiasdešimt,oltmish
815,siebzig::NUM,septyniasdešimt,etmish
816,achtzig::NUM,aštuoniasdešimt,sakson
817,neunzig::NUM,devyniasdešimt,to'qson
818,hundert::NUM,šimtas,yuz
819,tausend::NUM,tūkstantis,ming
820,und::CNJ,ĩr,va
821,oder::CNJ,ar,yo
822,oder::CNJ,arba,yo
823,stehen::V,stovėti,turmoq
824,sitzen::V,sėdėti,o'tirmoq
825,liegen::V,gulėti,yotmoq
826,hängen::V,kyboti,osilmoq
827,hängen::V,kabėti,osilmoq
828,werden::V,taptis,bo'lmoq
829,werden::V,darytis,bo'lmoq
830,passieren::V,atsitikti,bo'lib o'tmoq
831,passieren::V,pasitaikyti,bo'lib o'tmoq
832,beginnen::V,prasid́ėti,boshlanmoq
833,enden::V,baigtis,bitmoq
834,wechseln::V,keistis,o'zgarmoq
835,wechseln::V,pasikeisti,o'zgarmoq
836,aufgehen[Sonne]::V,tekėti,chiqmoq
837,aufgehen[Sonne]::V,patekėti,chiqmoq
838,untergehen[Sonne]::V,leistis,botmoq
839,untergehen[Sonne]::V,nusileisti,botmoq
840,scheinen[Sonne]::V,šviesti,yaraqlamoq
841,donnern::V,griausti,gulduramoq
842,donnern::V,griaudėti,gulduramoq
843,wehen::V,pūsti,elpimoq
844,strömen::V,lietis,oqmoq
845,strömen::V,plūsti,oqmoq
846,fließen::V,tekėti,oqmoq
847,sich drehen::V,suktis,aylanmoq
848,sich drehen::V,pasisukti,aylanmoq
849,schwanken::V,svyruoti,qoqilmoq
850,schwingen::V,suptis,lopillamoq
851,fallen::V,pulti,tushmoq
852,fallen::V,kristi,tushmoq
853,brennen::V,degti,yonmoq
854,rauchen::V,rūkyti,tutamoq
855,regnen::V,lyti,yomg'ir yog'moq
856,gefrieren::V,užšalti,muzlamoq
857,tauen::V,tirpti,ärimoq
858,schmelzen::V,lydytis,ärimoq
859,trocknen::V,džiūti,qurimoq
860,sieden::V,virti,qaynamoq
861,faulen::V,pūti,chirimoq
862,verfaulen::V,švinkti,chirimoq
863,reißen::V,plyšti,qayt qilmoq
864,reißen::V,trūkti,qayt qilmoq
865,versinken::V,skę̃sti,g'arq bo'lmoq
866,versinken::V,grimzti,g'arq bo'lmoq
867,vergehen::V,praeiti,o'tmoq
868,erscheinen::V,pasirodyti,zuhur ätmoq
869,verschwinden::V,dingti,yo'qolmoq
870,verschwinden::V,išnykti,yo'qolmoq
871,verschwinden::V,pranykti,yo'qolmoq
872,sinken::V,kristi,pasaymoq
873,abnehmen::V,mažėti,kamaymoq
874,abnehmen::V,silpnėti,kamaymoq
875,zunehmen::V,didėti,urchimoq
876,zunehmen::V,padaugėti,urchimoq
877,steigen::V,kilti,oshmoq
878,wachsen::V,augti,o'smoq
879,glänzen::V,blizgėti,porlamoq
880,funkeln::V,žibėti,yalt ätmoq
881,lärmen::V,triukšmauti,taraq ätmoq
882,läuten::V,skambinti,jiringlamoq
883,klingeln::V,skambinti,jiringlamoq
884,klirren::V,žvangėti,sharaqlamoq
885,brausen::V,šniokšti,vag'illamoq
886,rauschen::V,ošti,shitirlamoq
887,rauschen::V,šlamėti,shitirlamoq
888,klingen::V,skardėti,yangramoq
889,bellen::V,loti,hurmoq
890,heulen::V,kaukti,uvlamoq
891,heulen::V,staugti,uvlamoq
892,blasen::V,pūsti,puflamoq
893,pfeifen::V,švilpti,xushtak chalmoq 
894,pfeifen::V,švilpauti,xushtak chalmoq 
895,schreien::V,šaukti,qiyqirmoq
896,stöhnen::V,dejuoti,nola qilmoq
897,stöhnen::V,aimanuoti,nola qilmoq
898,zittern::V,virpėti,titramoq
899,leben::V,gyventi,yashamoq
900,geboren werden::V,gimti,tug'ilmoq
901,atmen::V,alsuoti,nafas chiqarmoq
902,atmen::V,kvėpuoti,nafas chiqarmoq
903,trinken::V,gerti,ichmoq
904,essen::V,valgyti,emoq
905,schlucken::V,praryti,yutmoq
906,müde werden::V,nuvargti,horimoq
907,müde werden::V,privargti,horimoq
908,einschlafen::V,užmigti,uxlab qolmoq
909,schlafen::V,miegoti,uxlamoq
910,aufwachen::V,pabusti,uyg'onmoq
911,aufstehen::V,keltis,qo'pmoq
912,aufstehen::V,atsikelti,qo'pmoq
913,sich erholen::V,pailsėti,dam olmoq
914,sich erholen::V,poilsiauti,dam olmoq
915,krank werden::V,susirgti,kasallanmoq
916,krank sein::V,sirgti,betob yotmoq
917,schmerzen::V,sopėti,og'rimoq
918,schmerzen::V,skaudėti,og'rimoq
919,husten::V,kosėti,yo'talmoq
920,genesen::V,sveikti,tuzalmoq
921,genesen::V,taisytis,tuzalmoq
922,sterben::V,mirti,o'lmoq
923,sterben::V,numirti,o'lmoq
924,umkommen::V,žūti,halok bo'lmoq
925,sich bewegen::V,judėti,harakat qilmoq
926,sich bewegen::V,pasijudinti,harakat qilmoq
927,sich rühren::V,krutėti,qimirlamoq
928,sich erheben::V,pakilti,qo'pmoq
929,sich erheben::V,atsikelti,qo'pmoq
930,sich setzen::V,sėstis,o'tirmoq
931,sich setzen::V,atsisėsti,o'tirmoq
932,hinfallen::V,parkristi,yiqilmoq
933,hinfallen::V,pargriūti,yiqilmoq
934,laufen::V,eiti,yurmoq
935,schreiten::V,žengti,yurmoq
936,schreiten::V,žingsniuoti,yurmoq
937,spazierengehen::V,pasivaikščioti,sayr ätmoq
938,eilen::V,skubėti,tezlamoq
939,sich beeilen::V,paskub́ėti,shoshmoq
940,sich beeilen::V,pasiskubinti,shoshmoq
941,sausen::V,dumti,chopqillamoq
942,sausen::V,lėkti,chopqillamoq
943,rennen::V,bėgti,yugurmoq
944,springen::V,šokti,sakramoq
945,klettern::V,kopti,yuqorilamoq
946,schaukeln::V,supti,irg'amoq
947,schaukeln::V,linguoti,irg'amoq
948,kriechen::V,ropoti,ämaklamoq
949,kriechen::V,šliaužti,ämaklamoq
950,schwimmen::V,plaukti,suzmoq
951,tauchen::V,nerti,chu'mmoq
952,rudern::V,irtis,eshkak eshmoq
953,rudern::V,irkluoti,eshkak eshmoq
954,fahren::V,važiuoti,haydamoq
955,fahren::V,važinėti,haydamoq
956,fliegen::V,lėkti,uchmoq
957,fliegen::V,skristi,uchmoq
958,gehen::V,eiti,bormoq
959,weggehen::V,išeiti,ketoq
960,abfahren::V,išvykti,jo'namoq
961,abfahren::V,išvažiuoti,jo'namoq
962,anhalten::V,sustoti,to'xtamoq
963,hineingehen::V,įeiti,kirmoq
964,eintreten::V,įžengti,kirmoq
965,kommen::V,ateiti,kelmoq
966,ankommen::V,ateiti,etib kelmoq
967,zurückkommen::V,grį̃žti,qaytib kelmoq
968,zurückkommen::V,sugrį̃žti,qaytib kelmoq
969,bleiben::V,likti,qolmoq
970,bleiben::V,pasilikti,qolmoq
971,warten::V,laukti,poylamoq
972,erwarten::V,laukti,kutmoq
973,suchen::V,ieškoti,izlamoq
974,finden::V,rasti,topmoq
975,finden::V,surasti,topmoq
976,versuchen::V,mėginti,chalishmoq
977,vorbereiten::V,rengti,hozirlamoq
978,lieben::V,myĺėti,sevmoq
979,mögen::V,ḿėgti,ardoqlamoq
980,mögen::V,patikti,ardoqlamoq
981,lachen::V,juoktis,kulmoq
982,rühren::V,jaudinti,ta'sirlantirmoq
983,rühren::V,graudinti,ta'sirlantirmoq
984,weinen::V,verkti,yig'lamoq
985,schimpfen::V,bartis,koyinmoq
986,sich ärgern::V,pykti,g'azab qilmoq
987,sich ärgern::V,apmaudauti,g'azab qilmoq
988,sich fürchten::V,bijoti,hurkmoq
989,sich fürchten::V,baimintis,hurkmoq
990,fürchten::V,bijoti,qo'rqmoq
991,fürchten::V,baimintis,qo'rqmoq
992,fliehen::V,bėgti,qochmoq
993,fliehen::V,sprukti,qochmoq
994,flüchten::V,pabėgti,qochmoq
995,sehen::V,žiūŕėti,ko'rmoq
996,anschauen::V,žiūŕėti,razm solmoq
997,ansehen::V,žiūrėti į,razm qilmoq
998,ansehen::V,pažiūrėti į,razm qilmoq
999,hören::V,girdėti,äshitmoq
1000,zuhören::V,klausytis,tinglamoq
1001,probieren::V,ragauti,tatib ko'rmoq
1002,probieren::V,paragauti,tatib ko'rmoq
1003,riechen::V,uosti,iskamoq
1004,riechen::V,užuosti,iskamoq
1005,fühlen::V,justi,sezmoq
1006,fühlen::V,jausti,sezmoq
1007,fühlen::V,pajusti,sezmoq
1008,scheinen::V,rodytis,tuyilmoq
1009,scheinen::V,atrodyti,tuyilmoq
1010,zu sehen sein::V,pasirodyti,ko'rinmoq
1011,vernehmen::V,išgirsti,äshitmoq
1012,frieren::V,šalti,sovuq qotmoq
1013,tun::V,daryti,ätmoq
1014,können::V,galėti,-a olmoq
1015,können::V,galėti,-y olmoq
1016,können::V,pajėgti,-a olmoq
1017,können::V,pajėgti,-y olmoq
1018,wollen::V,norėti,istamoq
1019,anfangen::V,pradėti,boshlamoq
1020,anfangen::V,prasid́ėti,boshlamoq
1021,beenden::V,baigti,bitirmoq
1022,beenden::V,užbaigti,bitirmoq
1023,aufhören::V,liautis,tinmoq
1024,gelingen::V,pavykti,muvaffaqiyat qozonmoq
1025,gelingen::V,pasisekti,muvaffaqiyat qozonmoq
1026,geraten::V,nusisekti,bo'lmoq
1027,öffnen::V,atverti,ochmoq
1028,öffnen::V,atidaryti,ochmoq
1029,schließen::V,uždaryti,yopmoq
1030,stellen::V,statyti,qo'ymoq
1031,stellen::V,pastatyti,qo'ymoq
1032,setzen::V,sodinti,o'tqazmoq
1033,setzen::V,pasodinti,o'tqazmoq
1034,legen::V,dėti,yotqizmoq
1035,legen::V,pad́ėti,yotqizmoq
1036,berühren::V,liesti,tegmoq
1037,berühren::V,paliesti,tegmoq
1038,verbinden::V,jungti,ulamoq
1039,verbinden::V,surišti,ulamoq
1040,bedecken::V,uždengti,bekitmoq
1041,aufhängen::V,pakarti,ildirmoq
1042,aufhängen::V,pakabinti,ildirmoq
1043,anzünden::V,padegti,yondirmoq
1044,aufheben::V,pakelti,ko'tarmoq
1045,zurücklassen::V,palikti,ayrilmoq
1046,verlieren::V,pamesti,yo'qotmoq
1047,fallen lassen::V,atsisakyti,tushirmoq
1048,machen::V,dirbti,qilmoq
1049,herstellen::V,gaminti,chiqarmoq
1050,bauen::V,statyti,solmoq
1051,bauen::V,pastatyti,solmoq
1052,reparieren::V,taisyti,tuzatmoq
1053,reparieren::V,remontuoti,tuzatmoq
1054,verbessern::V,gerinti,isloh qilmoq
1055,verbessern::V,ištaisyti,isloh qilmoq
1056,ändern::V,keisti,o'zgartirmoq
1057,ändern::V,pakeisti,o'zgartirmoq
1058,graben::V,kasti,qazimoq
1059,beugen::V,lenkti,bukmoq
1060,beugen::V,palenkti,bukmoq
1061,biegen::V,lenkti,bukmoq
1062,biegen::V,palenkti,bukmoq
1063,drehen::V,sukti,aylantirmoq
1064,wenden::V,kreipti,burmoq
1065,wenden::V,pakreipti,burmoq
1066,umdrehen::V,sukti,ag'darmoq
1067,umdrehen::V,apversti,ag'darmoq
1068,heben::V,kelti,yuksaltirmoq
1069,heben::V,pakelti,yuksaltirmoq
1070,hochheben::V,pakelti,ko'tarmoq
1071,ergreifen::V,čiupti,tutamlamoq
1072,ergreifen::V,griebti,tutamlamoq
1073,halten::V,laikyti,tutmoq
1074,halten::V,palaikyti,tutmoq
1075,drücken::V,spausti,bosmoq
1076,schieben::V,stumti,surmoq
1077,kratzen::V,kasyti,qashimoq
1078,kratzen::V,grandyti,qashimoq
1079,lecken::V,laižyti,mijimoq
1080,beißen::V,kandžioti,tishlamoq
1081,abreißen::V,nuplėšti,emirmoq
1082,abschneiden::V,atpjauti,cho'rt kesmoq
1083,abschneiden::V,atkirpti,cho'rt kesmoq
1084,binden::V,rišti,bog'lamoq
1085,binden::V,surišti,bog'lamoq
1086,stecken::V,kišti,suqmoq
1087,stecken::V,įkišti,suqmoq
1088,brechen::V,lūžti,sindirmoq
1089,brechen::V,laužyti,sindirmoq
1090,klopfen::V,belsti,dukurlamoq
1091,klopfen::V,barbenti,dukurlamoq
1092,hauen::V,mušti,urmoq
1093,kleben::V,lipdyti,yopishtirmoq
1094,kleben::V,klijuoti,yopishtirmoq
1095,reiben::V,trinti,surkamoq
1096,reiben::V,tarkuoti,surkamoq
1097,streichen::V,tepti,surkamoq
1098,streichen::V,užtepti,surkamoq
1099,schleifen::V,galą́sti,qayramoq
1100,schneiden::V,pjauti,kesmoq
1101,schneiden::V,kirpti,kesmoq
1102,rütteln::V,purtyti,chayqamoq
1103,schütteln::V,purtyti,chayqamoq
1104,schwenken::V,mojuoti,chayqatmoq
1105,schütten::V,pilti,quymoq
1106,schütten::V,berti,quymoq
1107,füllen::V,pildyti,to'ldirmoq
1108,füllen::V,pripildyti,to'ldirmoq
1109,einwickeln::V,įvynioti,chulg'amoq
1110,einwickeln::V,suvynioti,chulg'amoq
1111,tragen::V,nešti,tashimoq
1112,tragen::V,nešioti,tashimoq
1113,schleppen::V,vilkti,sudramoq
1114,ziehen::V,tempti,tortmoq
1115,aufbewahren::V,laikyti,tutmoq
1116,werfen::V,mesti,tashlamoq
1117,werfen::V,sviesti,tashlamoq
1118,fangen::V,sugauti,tutmoq
1119,packen::V,čiupti,opqochmoq
1120,packen::V,griebti,opqochmoq
1121,verstecken::V,slėpti,yashirmoq
1122,verstecken::V,slapstyti,yashirmoq
1123,teilen::V,dalyti,bo'lmoq
1124,teilen::V,padalyti,bo'lmoq
1125,schicken::V,sių̃sti,yubormoq
1126,schicken::V,pasių̃sti,yubormoq
1127,bringen::V,atnešti,keltirmoq
1128,hinzufügen::V,pridėti,tirkamoq
1129,bekommen::V,gauti,olmoq
1130,erhalten::V,gauti,olmoq
1131,nehmen::V,paimti,olmoq
1132,wählen::V,rinkti,saylamoq
1133,wählen::V,išsirinkti,saylamoq
1134,auswählen::V,išrinkti,saylamoq
1135,bewahren::V,išsaugoti,saqlamoq
1136,behindern::V,trukdyti,xalal bermoq
1137,verderben::V,sugadinti,xazon qilmoq
1138,beschädigen::V,žaloti,buzmoq
1139,beschädigen::V,gadinti,buzmoq
1140,zerbrechen::V,sukulti,sindirmoq
1141,zerbrechen::V,sudaužyti,sindirmoq
1142,zerreißen::V,perplėšti,yirtmoq
1143,zerreißen::V,suplėšyti,yirtmoq
1144,zerstören::V,suardyti,vayron qilmoq
1145,zerstören::V,sugriauti,vayron qilmoq
1146,verbrennen::V,deginti,kuydirmoq
1147,verbrennen::V,sudeginti,kuydirmoq
1148,geben::V,duoti,bermoq
1149,geben::V,paduoti,bermoq
1150,reichen::V,paduoti,bermoq
1151,schenken::V,dovanoti,sovg'a qilmoq
1152,versprechen::V,žadėti,va'da bermoq
1153,versprechen::V,pažadėti,va'da bermoq
1154,wünschen::V,norėti,orziqmoq
1155,wünschen::V,linḱėti,orziqmoq
1156,loben::V,girti,maqtamoq
1157,loben::V,pagirti,maqtamoq
1158,küssen::V,bučiuoti,o'pmoq
1159,wiegen::V,supti,tebratmoq
1160,zudecken::V,užkloti,yopmoq
1161,zudecken::V,uždengti,yopmoq
1162,wecken::V,žadinti,uyg'otmoq
1163,zeigen::V,rodyti,ko'rsatmoq
1164,führen::V,vesti,boshlik bo'lmoq
1165,führen::V,vadovauti,boshlik bo'lmoq
1166,lehren::V,mokyti,o'rgatmoq
1167,lehren::V,išmokyti,o'rgatmoq
1168,unterrichten::V,dėstyti,dars bermoq
1169,aufziehen::V,išauginti,o'stirmoq
1170,leiten::V,valdyti,boshqarmoq
1171,leiten::V,vadovauti,boshqarmoq
1172,antreiben::V,uiti,shoshiltirmoq
1173,antreiben::V,raginti,shoshiltirmoq
1174,antreiben::V,skubinti,shoshiltirmoq
1175,lassen::V,paliepti,ruxsat bermoq
1176,einladen::V,kviesti,taklif kilmoq
1177,einladen::V,pakviesti,taklif kilmoq
1178,vereinigen::V,sujungti,qo'shmoq
1179,vereinigen::V,suvienyti,qo'shmoq
1180,besuchen::V,lankyti,mehmonga bormoq
1181,besuchen::V,aplankyti,mehmonga bormoq
1182,treffen::V,sutikti,duchor bo'lmoq
1183,treffen::V,pasitikti,duchor bo'lmoq
1184,sich versammeln::V,susirinkti,to'planmoq
1185,spielen::V,groti,o'ynamoq
1186,spielen::V,žaisti,o'ynamoq
1187,singen::V,dainuoti,yalla qilmoq
1188,tanzen::V,šokti,raqs qilmoq
1189,sich trennen::V,skirtis,yakkalanmoq
1190,sich trennen::V,išsiskirti,yakkalanmoq
1191,verlassen::V,palikti,qoldirmoq
1192,retten::V,gelbėti,qutqazmoq
1193,bewachen::V,sergėti,qo'rimoq
1194,schützen::V,ginti,yoniga olmoq
1195,schützen::V,apginti,yoniga olmoq
1196,verteidigen::V,ginti,yoqlamoq
1197,verteidigen::V,apginti,yoqlamoq
1198,sich schlagen::V,muštis,yoqalashmoq
1199,schießen::V,šauti,otmoq
1200,schießen::V,šaudyti,otmoq
1201,siegen::V,nugalėti,engmoq
1202,ärgern::V,pykinti,jahl chiqarmoq
1203,schlagen::V,mušti,urmoq
1204,schlagen::V,smogti,urmoq
1205,schlagen::V,trenkti,urmoq
1206,treten::V,mygti,tepmoq
1207,stechen::V,gelti,qadamoq
1208,stechen::V,smeigti,qadamoq
1209,stoßen::V,stumti,turtmoq
1210,stoßen::V,pastumti,turtmoq
1211,stehlen::V,vogti,o'g'rilamoq
1212,stören::V,trikdyti,tebratmoq
1213,belästigen::V,apsunkinti,g'ashini keltirmoq
1214,verbergen::V,slėpti,berkitmoq
1215,verbergen::V,paslėpti,berkitmoq
1216,täuschen::V,klaidinti,aldamoq
1217,betrügen::V,apgauti,tirriq qilmoq
1218,töten::V,žudyti,o'ldirmoq
1219,töten::V,nužudyti,o'ldirmoq
1220,wohnen::V,gyventi,istiqomat qilmoq
1221,arbeiten::V,dirbti,ishlamoq
1222,arbeiten::V,triūsti,ishlamoq
1223,sammeln::V,rinkti,yig'moq
1224,pflücken::V,skinti,termoq
1225,pflücken::V,raškyti,termoq
1226,jagen::V,medžioti,ov qilmoq
1227,fischen::V,žvejoti,baliq ovlamoq
1228,fassen::V,sučiupti,ilinmoq
1229,hüten::V,ganyti,boqtirmoq
1230,treiben::V,ginti,haydamoq
1231,anbinden::V,pririšti,bog'lamoq
1232,füttern::V,šerti,edirmoq
1233,melken::V,melžti,sog'moq
1234,hacken::V,kapoti,chopmoq
1235,gießen::V,lieti,oqizmoq
1236,gießen::V,laistyti,oqizmoq
1237,reifen::V,nokti,qizarmoq
1238,reifen::V,sirpti,qizarmoq
1239,zubereiten::V,ruošti,pishirmoq
1240,zubereiten::V,gaminti,pishirmoq
1241,kochen::V,virti,qaynatmoq
1242,kochen::V,virinti,qaynatmoq
1243,backen::V,kepti,yopmoq
1244,braten::V,kepti,qovurmoq
1245,braten::V,kepinti,qovurmoq
1246,umrühren::V,maišyti,atalamoq
1247,umrühren::V,pamaišyti,atalamoq
1248,stricken::V,megzti,to'qimoq
1249,nähen::V,siūti,tikmoq
1250,färben::V,dažyti,bo'yoqlamoq
1251,färben::V,nudažyti,bo'yoqlamoq
1252,reinigen::V,valyti,tozalamoq
1253,reinigen::V,švarinti,tozalamoq
1254,waschen::V,plauti,yuvmoq
1255,waschen::V,mazgoti,yuvmoq
1256,waschen::V,skalbti,yuvmoq
1257,abwischen::V,nušluostyti,surkamoq
1258,spülen::V,plauti,chaymoq
1259,spülen::V,skalauti,chaymoq
1260,fegen::V,šluoti,cho'tkalamoq
1261,kehren::V,šluoti,supurmoq
1262,baden::V,maudytis,cho'milmoq
1263,sich waschen::V,praustis,yuvinmoq
1264,ausziehen::V,numauti,echintirmoq
1265,ausziehen::V,nuvilkti,echintirmoq
1266,anziehen::V,mauti,kiymoq
1267,anziehen::V,apsivilkti,kiymoq
1268,sich anziehen::V,rengtis,kiyinmoq
1269,sich anziehen::V,apsirengti,kiyinmoq
1270,kämmen::V,šukuoti,taramoq
1271,schmücken::V,puošti,yasatmoq
1272,schmücken::V,dabinti,yasatmoq
1273,schmücken::V,gražinti,yasatmoq
1274,sagen::V,tarti,aytmoq
1275,sprechen::V,kalbėti,so'zlamoq
1276,reden::V,šnekėti,gapirmoq
1277,sich unterhalten::V,kalbėtis,suhbatlashmoq
1278,sich unterhalten::V,šnekučiuotis,suhbatlashmoq
1279,fragen::V,klausti,so'ramoq
1280,bitten::V,prašyti,iltimos qilmoq
1281,erzählen::V,pasakoti,aytib bermoq
1282,mitteilen::V,skelbti,bildirmoq
1283,mitteilen::V,pranešti,bildirmoq
1284,nennen::V,vadinti,atamoq
1285,nennen::V,vardyti,atamoq
1286,rufen::V,šaukti,chaqirmoq
1287,rufen::V,kviesti,chaqirmoq
1288,prahlen::V,girtis,gerdaymoq
1289,übersetzen::V,versti,tarjima qilmoq
1290,übersetzen::V,išversti,tarjima qilmoq
1291,denken::V,galvoti,o'ylamoq
1292,glauben::V,manyti,ishonmoq
1293,glauben::V,tikėti,ishonmoq
1294,bemerken::V,pamatyti,payqamoq
1295,bemerken::V,pastebėti,payqamoq
1296,erkennen::V,pažinti,tanimoq
1297,erkennen::V,atpažinti,tanimoq
1298,begreifen::V,suvokti,tushunmoq
1299,verstehen::V,suprasti,anglamoq
1300,lernen::V,mokytis,o'qimoq
1301,wissen::V,žinoti,bilmoq
1302,sich erinnern an::V,prisiminti,äsni tanimoq
1303,vergessen::V,užmiršti,unutmoq
1304,messen::V,matuoti,o'lchamoq
1305,zählen::V,skaičiuoti,raqamlamoq
1306,rechnen::V,skaičiuoti,cho'tlamoq
1307,lesen::V,skaityti,o'qimoq
1308,malen::V,tapyti,rasm solmoq
1309,zeichnen::V,piešti,chizmoq
1310,zeichnen::V,žymėti,chizmoq
1311,zeichnen::V,braižyti,chizmoq
1312,schreiben::V,rašyti,yozmoq
1313,besitzen::V,turėti,ägalamoq
1314,kaufen::V,pirkti,olmoq
1315,verkaufen::V,parduoti,sotmoq
1316,bezahlen::V,apmokėti,to'lamoq
1317,zahlen::V,mokėti,to'lamoq
1318,beherrschen::V,valdyti,ägalamoq
1319,ertragen::V,kę̃sti,chidamoq
1320,ertragen::V,pakelti,chidamoq
1321,ertragen::V,iškę̃sti,chidamoq
